Rank 107641: 104985 - [001, 107638, 000] - HP: 510, STR: 818, VIT: 207, SPD: 15, LUK: 1, Attack: 131804, Defense: 87632, Current HP: 510, A Avg: 1097927, D Avg: 122684, [Tekken[188, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 107641: 107435 - [001, 107638, 000] - HP: 348, STR: 1215, VIT: 423, SPD: 15, LUK: 1, Attack: 133314, Defense: 90201, Current HP: 348, A Avg: 1110505, D Avg: 126281, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 107641: 107436 - [001, 107638, 000] - HP: 266, STR: 1215, VIT: 423, SPD: 29, LUK: 1, Attack: 133314, Defense: 90201, Current HP: 266, A Avg: 1110505, D Avg: 126281, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 107641: 107437 - [001, 107638, 000] - HP: 247, STR: 1563, VIT: 433, SPD: 25, LUK: 1, Attack: 133836, Defense: 90211, Current HP: 247, A Avg: 1114853, D Avg: 126295, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 107641: 107438 - [001, 107638, 000] - HP: 228, STR: 1226, VIT: 642, SPD: 15, LUK: 1, Attack: 133331, Defense: 90420, Current HP: 228, A Avg: 1110647, D Avg: 126587, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 107641: 107439 - [001, 107638, 000] - HP: 247, STR: 1236, VIT: 433, SPD: 15, LUK: 2, Attack: 133346, Defense: 90211, Current HP: 247, A Avg: 1110772, D Avg: 126295, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 107641: 107440 - [001, 107638, 000] - HP: 228, STR: 1856, VIT: 433, SPD: 15, LUK: 1, Attack: 134276, Defense: 90211, Current HP: 228, A Avg: 1118519, D Avg: 126295, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 107641: 107441 - [001, 107638, 000] - HP: 493, STR: 1226, VIT: 444, SPD: 15, LUK: 1, Attack: 133331, Defense: 90222, Current HP: 493, A Avg: 1110647, D Avg: 126310, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 107641: 107442 - [001, 107638, 000] - HP: 415, STR: 1278, VIT: 423, SPD: 15, LUK: 1, Attack: 133409, Defense: 90201, Current HP: 415, A Avg: 1111296, D Avg: 126281, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 107641: 107443 - [001, 107638, 000] - HP: 484, STR: 1215, VIT: 642, SPD: 15, LUK: 1, Attack: 133314, Defense: 90420, Current HP: 484, A Avg: 1110505, D Avg: 126587, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 107641: 107444 - [001, 107638, 000] - HP: 396, STR: 1278, VIT: 412, SPD: 15, LUK: 2, Attack: 133409, Defense: 90190, Current HP: 396, A Avg: 1111296, D Avg: 126265, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 107641: 107445 - [001, 107638, 000] - HP: 285, STR: 1389, VIT: 454, SPD: 25, LUK: 1, Attack: 133575, Defense: 90232, Current HP: 285, A Avg: 1112679, D Avg: 126324, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 107641: 107446 - [001, 107638, 000] - HP: 228, STR: 2512, VIT: 412, SPD: 15, LUK: 1, Attack: 135260, Defense: 90190, Current HP: 228, A Avg: 1126715, D Avg: 126265, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 107641: 107447 - [001, 107638, 000] - HP: 240, STR: 2044, VIT: 541, SPD: 17, LUK: 1, Attack: 134558, Defense: 90319, Current HP: 240, A Avg: 1120868, D Avg: 126446, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 107641: 107448 - [001, 107638, 000] - HP: 323, STR: 1856, VIT: 491, SPD: 15, LUK: 1, Attack: 134276, Defense: 90269, Current HP: 323, A Avg: 1118519, D Avg: 126376, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 107641: 107449 - [001, 107638, 000] - HP: 228, STR: 1316, VIT: 412, SPD: 15, LUK: 2, Attack: 133466, Defense: 90190, Current HP: 228, A Avg: 1111771, D Avg: 126265, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 107641: 107450 - [001, 107638, 000] - HP: 461, STR: 1446, VIT: 848, SPD: 18, LUK: 1, Attack: 133661, Defense: 90626, Current HP: 461, A Avg: 1113396, D Avg: 126876, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 107641: 107451 - [001, 107638, 000] - HP: 456, STR: 2484, VIT: 468, SPD: 15, LUK: 1, Attack: 135218, Defense: 90246, Current HP: 456, A Avg: 1126365, D Avg: 126344, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 107641: 107452 - [001, 107638, 000] - HP: 589, STR: 1881, VIT: 974, SPD: 15, LUK: 1, Attack: 134313, Defense: 90752, Current HP: 589, A Avg: 1118827, D Avg: 127052, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 107641: 107453 - [001, 107638, 000] - HP: 374, STR: 1255, VIT: 670, SPD: 15, LUK: 1, Attack: 133374, Defense: 90448, Current HP: 374, A Avg: 1111005, D Avg: 126627, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 107641: 107454 - [001, 107638, 000] - HP: 323, STR: 1856, VIT: 454, SPD: 15, LUK: 1, Attack: 134276, Defense: 90232, Current HP: 323, A Avg: 1118519, D Avg: 126324, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 107641: 107455 - [001, 107638, 000] - HP: 399, STR: 2073, VIT: 599, SPD: 19, LUK: 1, Attack: 134601, Defense: 90377, Current HP: 399, A Avg: 1121226, D Avg: 126527, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 107641: 107456 - [001, 107638, 000] - HP: 712, STR: 1215, VIT: 1092, SPD: 15, LUK: 1, Attack: 133314, Defense: 87880, Current HP: 712, A Avg: 1110505, D Avg: 123031, [Neural Edge[190, 0, 0, 0], Golem Shield[245, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 107641: 107457 - [001, 107638, 000] - HP: 703, STR: 1226, VIT: 1092, SPD: 15, LUK: 1, Attack: 133331, Defense: 87880, Current HP: 703, A Avg: 1110647, D Avg: 123031, [Neural Edge[190, 0, 0, 0], Golem Shield[245, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 107641: 107458 - [001, 107638, 000] - HP: 1073, STR: 1215, VIT: 759, SPD: 15, LUK: 1, Attack: 133314, Defense: 87547, Current HP: 1073, A Avg: 1110505, D Avg: 122565, [Neural Edge[190, 0, 0, 0], Golem Shield[245, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 107641: 107459 - [001, 107638, 000] - HP: 741, STR: 1215, VIT: 759, SPD: 29, LUK: 1, Attack: 133314, Defense: 87547, Current HP: 741, A Avg: 1110505, D Avg: 122565, [Neural Edge[190, 0, 0, 0], Golem Shield[245, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 107641: 107460 - [001, 107638, 000] - HP: 722, STR: 1563, VIT: 769, SPD: 25, LUK: 1, Attack: 133836, Defense: 87557, Current HP: 722, A Avg: 1114853, D Avg: 122579, [Neural Edge[190, 0, 0, 0], Golem Shield[245, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 107641: 107461 - [001, 107638, 000] - HP: 703, STR: 1226, VIT: 1123, SPD: 15, LUK: 1, Attack: 133331, Defense: 87911, Current HP: 703, A Avg: 1110647, D Avg: 123075, [Neural Edge[190, 0, 0, 0], Golem Shield[245, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 107641: 107462 - [001, 107638, 000] - HP: 722, STR: 1236, VIT: 769, SPD: 15, LUK: 2, Attack: 133346, Defense: 87557, Current HP: 722, A Avg: 1110772, D Avg: 122579, [Neural Edge[190, 0, 0, 0], Golem Shield[245, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 107641: 107463 - [001, 107638, 000] - HP: 703, STR: 1856, VIT: 769, SPD: 15, LUK: 1, Attack: 134276, Defense: 87557, Current HP: 703, A Avg: 1118519, D Avg: 122579, [Neural Edge[190, 0, 0, 0], Golem Shield[245, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 107641: 107464 - [001, 107638, 000] - HP: 1218, STR: 1226, VIT: 780, SPD: 15, LUK: 1, Attack: 133331, Defense: 87568, Current HP: 1218, A Avg: 1110647, D Avg: 122595, [Neural Edge[190, 0, 0, 0], Golem Shield[245, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 107641: 107465 - [001, 107638, 000] - HP: 1215, STR: 1278, VIT: 759, SPD: 15, LUK: 1, Attack: 133409, Defense: 87547, Current HP: 1215, A Avg: 1111296, D Avg: 122565, [Neural Edge[190, 0, 0, 0], Golem Shield[245, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 107641: 107466 - [001, 107638, 000] - HP: 1034, STR: 1215, VIT: 1123, SPD: 15, LUK: 1, Attack: 133314, Defense: 87911, Current HP: 1034, A Avg: 1110505, D Avg: 123075, [Neural Edge[190, 0, 0, 0], Golem Shield[245, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 107641: 107467 - [001, 107638, 000] - HP: 946, STR: 1278, VIT: 748, SPD: 15, LUK: 2, Attack: 133409, Defense: 87536, Current HP: 946, A Avg: 1111296, D Avg: 122550, [Neural Edge[190, 0, 0, 0], Golem Shield[245, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 107641: 107468 - [001, 107638, 000] - HP: 760, STR: 1389, VIT: 791, SPD: 25, LUK: 1, Attack: 133575, Defense: 87579, Current HP: 760, A Avg: 1112679, D Avg: 122610, [Neural Edge[190, 0, 0, 0], Golem Shield[245, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 107641: 107469 - [001, 107638, 000] - HP: 703, STR: 2512, VIT: 748, SPD: 15, LUK: 1, Attack: 135260, Defense: 87536, Current HP: 703, A Avg: 1126715, D Avg: 122550, [Neural Edge[190, 0, 0, 0], Golem Shield[245, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 107641: 107470 - [001, 107638, 000] - HP: 740, STR: 2044, VIT: 896, SPD: 17, LUK: 1, Attack: 134558, Defense: 87684, Current HP: 740, A Avg: 1120868, D Avg: 122757, [Neural Edge[190, 0, 0, 0], Golem Shield[245, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 107641: 107471 - [001, 107638, 000] - HP: 798, STR: 1856, VIT: 830, SPD: 15, LUK: 1, Attack: 134276, Defense: 87618, Current HP: 798, A Avg: 1118519, D Avg: 122665, [Neural Edge[190, 0, 0, 0], Golem Shield[245, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 107641: 107472 - [001, 107638, 000] - HP: 703, STR: 1316, VIT: 748, SPD: 15, LUK: 2, Attack: 133466, Defense: 87536, Current HP: 703, A Avg: 1111771, D Avg: 122550, [Neural Edge[190, 0, 0, 0], Golem Shield[245, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 107641: 107473 - [001, 107638, 000] - HP: 986, STR: 1446, VIT: 1363, SPD: 18, LUK: 1, Attack: 133661, Defense: 88151, Current HP: 986, A Avg: 1113396, D Avg: 123411, [Neural Edge[190, 0, 0, 0], Golem Shield[245, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 107641: 107474 - [001, 107638, 000] - HP: 931, STR: 2484, VIT: 806, SPD: 15, LUK: 1, Attack: 135218, Defense: 87594, Current HP: 931, A Avg: 1126365, D Avg: 122631, [Neural Edge[190, 0, 0, 0], Golem Shield[245, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 107641: 107475 - [001, 107638, 000] - HP: 1064, STR: 1881, VIT: 1466, SPD: 15, LUK: 1, Attack: 134313, Defense: 88254, Current HP: 1064, A Avg: 1118827, D Avg: 123555, [Neural Edge[190, 0, 0, 0], Golem Shield[245, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 107641: 107476 - [001, 107638, 000] - HP: 924, STR: 1255, VIT: 1152, SPD: 15, LUK: 1, Attack: 133374, Defense: 87940, Current HP: 924, A Avg: 1111005, D Avg: 123115, [Neural Edge[190, 0, 0, 0], Golem Shield[245, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 107641: 107477 - [001, 107638, 000] - HP: 798, STR: 1856, VIT: 791, SPD: 15, LUK: 1, Attack: 134276, Defense: 87579, Current HP: 798, A Avg: 1118519, D Avg: 122610, [Neural Edge[190, 0, 0, 0], Golem Shield[245, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 107641: 107478 - [001, 107638, 000] - HP: 874, STR: 2073, VIT: 943, SPD: 19, LUK: 1, Attack: 134601, Defense: 87731, Current HP: 874, A Avg: 1121226, D Avg: 122823, [Neural Edge[190, 0, 0, 0], Golem Shield[245, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 107641: 107479 - [001, 107638, 000] - HP: 237, STR: 1273, VIT: 1442, SPD: 15, LUK: 1, Attack: 133401, Defense: 87112, Current HP: 237, A Avg: 1111230, D Avg: 121956, [Neural Edge[190, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 107641: 107480 - [001, 107638, 000] - HP: 228, STR: 1284, VIT: 1442, SPD: 15, LUK: 1, Attack: 133418, Defense: 87112, Current HP: 228, A Avg: 1111371, D Avg: 121956, [Neural Edge[190, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 107641: 107481 - [001, 107638, 000] - HP: 348, STR: 1273, VIT: 983, SPD: 15, LUK: 1, Attack: 133401, Defense: 86653, Current HP: 348, A Avg: 1111230, D Avg: 121314, [Neural Edge[190, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 107641: 107482 - [001, 107638, 000] - HP: 266, STR: 1273, VIT: 983, SPD: 29, LUK: 1, Attack: 133401, Defense: 86653, Current HP: 266, A Avg: 1111230, D Avg: 121314, [Neural Edge[190, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 107641: 107483 - [001, 107638, 000] - HP: 247, STR: 1621, VIT: 993, SPD: 25, LUK: 1, Attack: 133923, Defense: 86663, Current HP: 247, A Avg: 1115578, D Avg: 121328, [Neural Edge[190, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 107641: 107484 - [001, 107638, 000] - HP: 228, STR: 1284, VIT: 1472, SPD: 15, LUK: 1, Attack: 133418, Defense: 87142, Current HP: 228, A Avg: 1111371, D Avg: 121998, [Neural Edge[190, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 107641: 107485 - [001, 107638, 000] - HP: 247, STR: 1295, VIT: 993, SPD: 15, LUK: 2, Attack: 133434, Defense: 86663, Current HP: 247, A Avg: 1111505, D Avg: 121328, [Neural Edge[190, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 107641: 107486 - [001, 107638, 000] - HP: 228, STR: 1916, VIT: 993, SPD: 15, LUK: 1, Attack: 134366, Defense: 86663, Current HP: 228, A Avg: 1119268, D Avg: 121328, [Neural Edge[190, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 107641: 107487 - [001, 107638, 000] - HP: 493, STR: 1284, VIT: 1004, SPD: 15, LUK: 1, Attack: 133418, Defense: 86674, Current HP: 493, A Avg: 1111371, D Avg: 121343, [Neural Edge[190, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 107641: 107488 - [001, 107638, 000] - HP: 415, STR: 1339, VIT: 983, SPD: 15, LUK: 1, Attack: 133500, Defense: 86653, Current HP: 415, A Avg: 1112054, D Avg: 121314, [Neural Edge[190, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 107641: 107489 - [001, 107638, 000] - HP: 484, STR: 1273, VIT: 1472, SPD: 15, LUK: 1, Attack: 133401, Defense: 87142, Current HP: 484, A Avg: 1111230, D Avg: 121998, [Neural Edge[190, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 107641: 107490 - [001, 107638, 000] - HP: 396, STR: 1339, VIT: 973, SPD: 15, LUK: 2, Attack: 133500, Defense: 86643, Current HP: 396, A Avg: 1112054, D Avg: 121300, [Neural Edge[190, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 107641: 107491 - [001, 107638, 000] - HP: 285, STR: 1447, VIT: 1014, SPD: 25, LUK: 1, Attack: 133662, Defense: 86684, Current HP: 285, A Avg: 1113404, D Avg: 121357, [Neural Edge[190, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 107641: 107492 - [001, 107638, 000] - HP: 228, STR: 2580, VIT: 973, SPD: 15, LUK: 1, Attack: 135362, Defense: 86643, Current HP: 228, A Avg: 1127565, D Avg: 121300, [Neural Edge[190, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 107641: 107493 - [001, 107638, 000] - HP: 240, STR: 2108, VIT: 1128, SPD: 17, LUK: 1, Attack: 134654, Defense: 86798, Current HP: 240, A Avg: 1121667, D Avg: 121517, [Neural Edge[190, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 107641: 107494 - [001, 107638, 000] - HP: 323, STR: 1916, VIT: 1052, SPD: 15, LUK: 1, Attack: 134366, Defense: 86722, Current HP: 323, A Avg: 1119268, D Avg: 121410, [Neural Edge[190, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 107641: 107495 - [001, 107638, 000] - HP: 228, STR: 1379, VIT: 973, SPD: 15, LUK: 2, Attack: 133560, Defense: 86643, Current HP: 228, A Avg: 1112554, D Avg: 121300, [Neural Edge[190, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 107641: 107496 - [001, 107638, 000] - HP: 461, STR: 1509, VIT: 1732, SPD: 18, LUK: 1, Attack: 133755, Defense: 87402, Current HP: 461, A Avg: 1114179, D Avg: 122362, [Neural Edge[190, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 107641: 107497 - [001, 107638, 000] - HP: 456, STR: 2545, VIT: 1029, SPD: 15, LUK: 1, Attack: 135309, Defense: 86699, Current HP: 456, A Avg: 1127123, D Avg: 121378, [Neural Edge[190, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 107641: 107498 - [001, 107638, 000] - HP: 589, STR: 1951, VIT: 1805, SPD: 15, LUK: 1, Attack: 134418, Defense: 87475, Current HP: 589, A Avg: 1119701, D Avg: 122464, [Neural Edge[190, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 107641: 107499 - [001, 107638, 000] - HP: 374, STR: 1315, VIT: 1500, SPD: 15, LUK: 1, Attack: 133464, Defense: 87170, Current HP: 374, A Avg: 1111755, D Avg: 122037, [Neural Edge[190, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 107641: 107500 - [001, 107638, 000] - HP: 323, STR: 1916, VIT: 1014, SPD: 15, LUK: 1, Attack: 134366, Defense: 86684, Current HP: 323, A Avg: 1119268, D Avg: 121357, [Neural Edge[190, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 107641: 107501 - [001, 107638, 000] - HP: 399, STR: 2140, VIT: 1159, SPD: 19, LUK: 1, Attack: 134702, Defense: 86829, Current HP: 399, A Avg: 1122067, D Avg: 121560, [Neural Edge[190, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 107641: 107512 - [001, 107638, 000] - HP: 814, STR: 1215, VIT: 341, SPD: 17, LUK: 1, Attack: 133314, Defense: 86219, Current HP: 814, A Avg: 1110505, D Avg: 120706, [Neural Edge[190, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 107641: 107519 - [001, 107638, 000] - HP: 776, STR: 1446, VIT: 527, SPD: 19, LUK: 1, Attack: 133661, Defense: 86405, Current HP: 776, A Avg: 1113396, D Avg: 120966, [Neural Edge[190, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 107641: 107521 - [001, 107638, 000] - HP: 874, STR: 1881, VIT: 673, SPD: 17, LUK: 1, Attack: 134313, Defense: 86551, Current HP: 874, A Avg: 1118827, D Avg: 121171, [Neural Edge[190, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 107641: 107522 - [001, 107638, 000] - HP: 704, STR: 1255, VIT: 368, SPD: 17, LUK: 1, Attack: 133374, Defense: 86246, Current HP: 704, A Avg: 1111005, D Avg: 120744, [Neural Edge[190, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 107641: 107524 - [001, 107638, 000] - HP: 684, STR: 2073, VIT: 396, SPD: 20, LUK: 1, Attack: 134601, Defense: 86274, Current HP: 684, A Avg: 1121226, D Avg: 120783, [Neural Edge[190, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 107641: 107525 - [001, 107638, 000] - HP: 670, STR: 1215, VIT: 390, SPD: 15, LUK: 1, Attack: 133314, Defense: 86606, Current HP: 670, A Avg: 1110505, D Avg: 121248, [Neural Edge[190, 0, 0, 0], King Shield[248, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 107641: 107526 - [001, 107638, 000] - HP: 661, STR: 1226, VIT: 390, SPD: 15, LUK: 1, Attack: 133331, Defense: 86606, Current HP: 661, A Avg: 1110647, D Avg: 121248, [Neural Edge[190, 0, 0, 0], King Shield[248, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 107641: 107527 - [001, 107638, 000] - HP: 1009, STR: 1215, VIT: 278, SPD: 15, LUK: 1, Attack: 133314, Defense: 86494, Current HP: 1009, A Avg: 1110505, D Avg: 121091, [Neural Edge[190, 0, 0, 0], King Shield[248, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 107641: 107528 - [001, 107638, 000] - HP: 699, STR: 1215, VIT: 278, SPD: 29, LUK: 1, Attack: 133314, Defense: 86494, Current HP: 699, A Avg: 1110505, D Avg: 121091, [Neural Edge[190, 0, 0, 0], King Shield[248, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 107641: 107529 - [001, 107638, 000] - HP: 680, STR: 1563, VIT: 289, SPD: 25, LUK: 1, Attack: 133836, Defense: 86505, Current HP: 680, A Avg: 1114853, D Avg: 121106, [Neural Edge[190, 0, 0, 0], King Shield[248, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 107641: 107530 - [001, 107638, 000] - HP: 661, STR: 1226, VIT: 422, SPD: 15, LUK: 1, Attack: 133331, Defense: 86638, Current HP: 661, A Avg: 1110647, D Avg: 121293, [Neural Edge[190, 0, 0, 0], King Shield[248, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 107641: 107531 - [001, 107638, 000] - HP: 680, STR: 1236, VIT: 289, SPD: 15, LUK: 2, Attack: 133346, Defense: 86505, Current HP: 680, A Avg: 1110772, D Avg: 121106, [Neural Edge[190, 0, 0, 0], King Shield[248, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 107641: 107532 - [001, 107638, 000] - HP: 661, STR: 1856, VIT: 289, SPD: 15, LUK: 1, Attack: 134276, Defense: 86505, Current HP: 661, A Avg: 1118519, D Avg: 121106, [Neural Edge[190, 0, 0, 0], King Shield[248, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 107641: 107533 - [001, 107638, 000] - HP: 1154, STR: 1226, VIT: 300, SPD: 15, LUK: 1, Attack: 133331, Defense: 86516, Current HP: 1154, A Avg: 1110647, D Avg: 121122, [Neural Edge[190, 0, 0, 0], King Shield[248, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 107641: 107534 - [001, 107638, 000] - HP: 1145, STR: 1278, VIT: 278, SPD: 15, LUK: 1, Attack: 133409, Defense: 86494, Current HP: 1145, A Avg: 1111296, D Avg: 121091, [Neural Edge[190, 0, 0, 0], King Shield[248, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 107641: 107535 - [001, 107638, 000] - HP: 985, STR: 1215, VIT: 422, SPD: 15, LUK: 1, Attack: 133314, Defense: 86638, Current HP: 985, A Avg: 1110505, D Avg: 121293, [Neural Edge[190, 0, 0, 0], King Shield[248, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 107641: 107536 - [001, 107638, 000] - HP: 897, STR: 1278, VIT: 267, SPD: 15, LUK: 2, Attack: 133409, Defense: 86483, Current HP: 897, A Avg: 1111296, D Avg: 121076, [Neural Edge[190, 0, 0, 0], King Shield[248, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 107641: 107537 - [001, 107638, 000] - HP: 718, STR: 1389, VIT: 311, SPD: 25, LUK: 1, Attack: 133575, Defense: 86527, Current HP: 718, A Avg: 1112679, D Avg: 121137, [Neural Edge[190, 0, 0, 0], King Shield[248, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 107641: 107538 - [001, 107638, 000] - HP: 661, STR: 2512, VIT: 267, SPD: 15, LUK: 1, Attack: 135260, Defense: 86483, Current HP: 661, A Avg: 1126715, D Avg: 121076, [Neural Edge[190, 0, 0, 0], King Shield[248, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 107641: 107539 - [001, 107638, 000] - HP: 696, STR: 2044, VIT: 393, SPD: 17, LUK: 1, Attack: 134558, Defense: 86609, Current HP: 696, A Avg: 1120868, D Avg: 121252, [Neural Edge[190, 0, 0, 0], King Shield[248, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
