Rank 1000: HP: 1322, STR: 601, VIT: 418412, SPD: 45, LUK: 1, Attack: 86947, Defense: 502216, Current HP: 1322, A Avg: 91294, D Avg: 502216, [Progress[147, 330, 330, 330], Iron Shield[204, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 245: HP: 1633, STR: 298, VIT: 418504, SPD: 45, LUK: 1, Attack: 84447, Defense: 504720, Current HP: 1633, A Avg: 88669, D Avg: 504720, [Giant Tornado[114, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 244: HP: 1648, STR: 246, VIT: 418504, SPD: 45, LUK: 1, Attack: 84062, Defense: 504720, Current HP: 1648, A Avg: 88265, D Avg: 504720, [Hand Axe[140, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 243: HP: 1654, STR: 280, VIT: 418504, SPD: 45, LUK: 1, Attack: 84273, Defense: 504720, Current HP: 1654, A Avg: 88486, D Avg: 504720, [Wooden Boomerang[167, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 242: HP: 1753, STR: 250, VIT: 418507, SPD: 45, LUK: 1, Attack: 84048, Defense: 504723, Current HP: 1753, A Avg: 88250, D Avg: 504723, [Ninja[135, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 241: HP: 1650, STR: 246, VIT: 418510, SPD: 45, LUK: 1, Attack: 84252, Defense: 504726, Current HP: 1650, A Avg: 88464, D Avg: 504726, [Crescent[141, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 240: HP: 1906, STR: 342, VIT: 418533, SPD: 45, LUK: 1, Attack: 85024, Defense: 504749, Current HP: 1906, A Avg: 89275, D Avg: 504749, [Thunder Whip[143, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 239: HP: 978, STR: 246, VIT: 419925, SPD: 45, LUK: 1, Attack: 84634, Defense: 504763, Current HP: 978, A Avg: 88865, D Avg: 504763, [Encryption Key[173, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 238: HP: 4002, STR: 1326, VIT: 419925, SPD: 45, LUK: 1, Attack: 89208, Defense: 504763, Current HP: 4002, A Avg: 93668, D Avg: 504763, [Wild Card[175, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 237: HP: 978, STR: 765, VIT: 419925, SPD: 45, LUK: 1, Attack: 86409, Defense: 504763, Current HP: 978, A Avg: 90729, D Avg: 504763, [Portal Sword[176, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 236: HP: 2053, STR: 2084, VIT: 418551, SPD: 45, LUK: 1, Attack: 91993, Defense: 504767, Current HP: 2053, A Avg: 96592, D Avg: 504767, [Spectral Sword Shigure[172, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 235: HP: 1196, STR: 907, VIT: 419780, SPD: 45, LUK: 1, Attack: 86460, Defense: 504774, Current HP: 1196, A Avg: 90783, D Avg: 504774, [Hammer of Justice[186, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 234: HP: 3212, STR: 1015, VIT: 418864, SPD: 45, LUK: 1, Attack: 86349, Defense: 504781, Current HP: 3212, A Avg: 90666, D Avg: 504781, [Impulse[166, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 233: HP: 1448, STR: 1184, VIT: 419792, SPD: 45, LUK: 1, Attack: 87673, Defense: 504786, Current HP: 1448, A Avg: 92056, D Avg: 504786, [Cuttlefish[178, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 232: HP: 1927, STR: 237, VIT: 418574, SPD: 45, LUK: 1, Attack: 84093, Defense: 504790, Current HP: 1927, A Avg: 88297, D Avg: 504790, [Emerald Sword[115, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 231: HP: 1784, STR: 289, VIT: 418580, SPD: 45, LUK: 1, Attack: 84191, Defense: 504796, Current HP: 1784, A Avg: 88400, D Avg: 504796, [Crossed Shuriken[136, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 230: HP: 1927, STR: 333, VIT: 418588, SPD: 45, LUK: 1, Attack: 84846, Defense: 504804, Current HP: 1927, A Avg: 89088, D Avg: 504804, [Maximum Iron Mass[123, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 229: HP: 1696, STR: 194, VIT: 418644, SPD: 45, LUK: 1, Attack: 84382, Defense: 504860, Current HP: 1696, A Avg: 88601, D Avg: 504860, [Cagliostro[133, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 228: HP: 1644, STR: 378, VIT: 418652, SPD: 45, LUK: 1, Attack: 84488, Defense: 504868, Current HP: 1644, A Avg: 88712, D Avg: 504868, [Windmill[137, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 227: HP: 1633, STR: 324, VIT: 418655, SPD: 45, LUK: 1, Attack: 84324, Defense: 504871, Current HP: 1633, A Avg: 88540, D Avg: 504871, [Kirisame[129, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 226: HP: 1906, STR: 333, VIT: 418655, SPD: 45, LUK: 1, Attack: 84454, Defense: 504871, Current HP: 1906, A Avg: 88676, D Avg: 504871, [Black Kirisame[130, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 225: HP: 1894, STR: 460, VIT: 418655, SPD: 45, LUK: 1, Attack: 86208, Defense: 504871, Current HP: 1894, A Avg: 90518, D Avg: 504871, [Scythe of the Grim Reaper[148, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 224: HP: 1927, STR: 333, VIT: 418658, SPD: 45, LUK: 1, Attack: 84443, Defense: 504874, Current HP: 1927, A Avg: 88665, D Avg: 504874, [Serpent[144, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 223: HP: 2057, STR: 423, VIT: 418664, SPD: 45, LUK: 1, Attack: 85389, Defense: 504880, Current HP: 2057, A Avg: 89658, D Avg: 504880, [Red Shark[134, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 222: HP: 2137, STR: 324, VIT: 418673, SPD: 45, LUK: 1, Attack: 84642, Defense: 504889, Current HP: 2137, A Avg: 88874, D Avg: 504889, [Ruby Knuckle[151, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 221: HP: 2582, STR: 583, VIT: 418997, SPD: 45, LUK: 1, Attack: 86136, Defense: 504914, Current HP: 2582, A Avg: 90442, D Avg: 504914, [Hammer of Justice[186, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 220: HP: 1906, STR: 594, VIT: 418702, SPD: 45, LUK: 1, Attack: 85328, Defense: 504918, Current HP: 1906, A Avg: 89594, D Avg: 504918, [Irruption[154, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 219: HP: 2834, STR: 860, VIT: 419009, SPD: 45, LUK: 1, Attack: 87349, Defense: 504926, Current HP: 2834, A Avg: 91716, D Avg: 504926, [Cuttlefish[178, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 218: HP: 986, STR: 151, VIT: 419960, SPD: 45, LUK: 1, Attack: 84539, Defense: 504928, Current HP: 986, A Avg: 88765, D Avg: 504928, [Encryption Key[173, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 217: HP: 4010, STR: 1231, VIT: 419960, SPD: 45, LUK: 1, Attack: 89113, Defense: 504928, Current HP: 4010, A Avg: 93568, D Avg: 504928, [Wild Card[175, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 216: HP: 986, STR: 669, VIT: 419960, SPD: 45, LUK: 1, Attack: 86313, Defense: 504928, Current HP: 986, A Avg: 90628, D Avg: 504928, [Portal Sword[176, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 215: HP: 1898, STR: 374, VIT: 418725, SPD: 45, LUK: 1, Attack: 84484, Defense: 504941, Current HP: 1898, A Avg: 88708, D Avg: 504941, [Dragon Killer[139, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 214: HP: 1906, STR: 378, VIT: 418725, SPD: 45, LUK: 1, Attack: 84891, Defense: 504941, Current HP: 1906, A Avg: 89135, D Avg: 504941, [Volcano[142, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 213: HP: 1927, STR: 374, VIT: 418728, SPD: 45, LUK: 1, Attack: 86343, Defense: 504944, Current HP: 1927, A Avg: 90660, D Avg: 504944, [Fire Chariot[138, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 212: HP: 2158, STR: 471, VIT: 418742, SPD: 45, LUK: 1, Attack: 85569, Defense: 504958, Current HP: 2158, A Avg: 89847, D Avg: 504958, [Yggdrasil[126, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 211: HP: 1906, STR: 433, VIT: 418742, SPD: 45, LUK: 1, Attack: 85258, Defense: 504958, Current HP: 1906, A Avg: 89520, D Avg: 504958, [Kraken[145, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 210: HP: 1969, STR: 376, VIT: 418742, SPD: 45, LUK: 1, Attack: 85188, Defense: 504958, Current HP: 1969, A Avg: 89447, D Avg: 504958, [Granada[150, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 209: HP: 2007, STR: 385, VIT: 418748, SPD: 45, LUK: 1, Attack: 84417, Defense: 504964, Current HP: 2007, A Avg: 88637, D Avg: 504964, [Alucard[146, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 208: HP: 1906, STR: 376, VIT: 418783, SPD: 45, LUK: 1, Attack: 84317, Defense: 504999, Current HP: 1906, A Avg: 88532, D Avg: 504999, [Rusty Knife[156, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 207: HP: 1906, STR: 342, VIT: 418812, SPD: 45, LUK: 1, Attack: 85817, Defense: 505028, Current HP: 1906, A Avg: 90107, D Avg: 505028, [Elemental[121, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 206: HP: 2158, STR: 446, VIT: 418812, SPD: 45, LUK: 1, Attack: 85096, Defense: 505028, Current HP: 2158, A Avg: 89350, D Avg: 505028, [Diamond Knuckle[152, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 205: HP: 1633, STR: 604, VIT: 418818, SPD: 45, LUK: 1, Attack: 85442, Defense: 505034, Current HP: 1633, A Avg: 89714, D Avg: 505034, [Classic[168, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 204: HP: 1196, STR: 475, VIT: 420047, SPD: 45, LUK: 1, Attack: 84863, Defense: 505041, Current HP: 1196, A Avg: 89106, D Avg: 505041, [Encryption Key[173, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 203: HP: 4220, STR: 1555, VIT: 420047, SPD: 45, LUK: 1, Attack: 89437, Defense: 505041, Current HP: 4220, A Avg: 93908, D Avg: 505041, [Wild Card[175, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 202: HP: 1196, STR: 993, VIT: 420047, SPD: 45, LUK: 1, Attack: 86637, Defense: 505041, Current HP: 1196, A Avg: 90968, D Avg: 505041, [Portal Sword[176, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 201: HP: 2771, STR: 1571, VIT: 420186, SPD: 45, LUK: 1, Attack: 89399, Defense: 505050, Current HP: 2771, A Avg: 93868, D Avg: 505050, [Stargazer[183, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 200: HP: 1906, STR: 705, VIT: 418852, SPD: 45, LUK: 1, Attack: 85543, Defense: 505068, Current HP: 1906, A Avg: 89820, D Avg: 505068, [Willow Blade[157, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 199: HP: 2515, STR: 583, VIT: 418852, SPD: 45, LUK: 1, Attack: 85506, Defense: 505068, Current HP: 2515, A Avg: 89781, D Avg: 505068, [Pangaea[164, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 198: HP: 1990, STR: 428, VIT: 418881, SPD: 45, LUK: 1, Attack: 85760, Defense: 505097, Current HP: 1990, A Avg: 90048, D Avg: 505097, [Tower[149, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 197: HP: 2070, STR: 466, VIT: 418942, SPD: 45, LUK: 1, Attack: 85509, Defense: 505158, Current HP: 2070, A Avg: 89784, D Avg: 505158, [White Snake[160, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 196: HP: 2179, STR: 601, VIT: 418951, SPD: 45, LUK: 1, Attack: 86947, Defense: 505167, Current HP: 2179, A Avg: 91294, D Avg: 505167, [Progress[147, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 195: HP: 2582, STR: 151, VIT: 419264, SPD: 45, LUK: 1, Attack: 84539, Defense: 505181, Current HP: 2582, A Avg: 88765, D Avg: 505181, [Encryption Key[173, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 194: HP: 5606, STR: 1231, VIT: 419264, SPD: 45, LUK: 1, Attack: 89113, Defense: 505181, Current HP: 5606, A Avg: 93568, D Avg: 505181, [Wild Card[175, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 193: HP: 2582, STR: 669, VIT: 419264, SPD: 45, LUK: 1, Attack: 86313, Defense: 505181, Current HP: 2582, A Avg: 90628, D Avg: 505181, [Portal Sword[176, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 192: HP: 1654, STR: 550, VIT: 418992, SPD: 45, LUK: 1, Attack: 87078, Defense: 505208, Current HP: 1654, A Avg: 91431, D Avg: 505208, [Moon Knuckle[153, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 191: HP: 1633, STR: 1663, VIT: 418992, SPD: 45, LUK: 1, Attack: 87541, Defense: 505208, Current HP: 1633, A Avg: 91918, D Avg: 505208, [Blue Sword[180, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 190: HP: 4573, STR: 2642, VIT: 419003, SPD: 45, LUK: 1, Attack: 88455, Defense: 505219, Current HP: 4573, A Avg: 92877, D Avg: 505219, [Spear of Regression[182, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 189: HP: 1885, STR: 1015, VIT: 419131, SPD: 45, LUK: 1, Attack: 86893, Defense: 505347, Current HP: 1885, A Avg: 91237, D Avg: 505347, [God Hand[179, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 188: HP: 1843, STR: 1447, VIT: 419131, SPD: 45, LUK: 1, Attack: 86987, Defense: 505347, Current HP: 1843, A Avg: 91336, D Avg: 505347, [Zodiac[184, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 187: HP: 2616, STR: 1553, VIT: 420552, SPD: 45, LUK: 1, Attack: 89381, Defense: 505390, Current HP: 2616, A Avg: 93850, D Avg: 505390, [Stargazer[183, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 186: HP: 1133, STR: 291, VIT: 418603, SPD: 45, LUK: 1, Attack: 84017, Defense: 505404, Current HP: 1133, A Avg: 88217, D Avg: 505404, [Wooden Stick[101, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 185: HP: 1133, STR: 291, VIT: 418603, SPD: 45, LUK: 1, Attack: 84056, Defense: 505404, Current HP: 1133, A Avg: 88258, D Avg: 505404, [Club[102, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 184: HP: 1133, STR: 297, VIT: 418603, SPD: 45, LUK: 1, Attack: 84069, Defense: 505404, Current HP: 1133, A Avg: 88272, D Avg: 505404, [Short Sword[103, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 183: HP: 1133, STR: 343, VIT: 418603, SPD: 45, LUK: 1, Attack: 84154, Defense: 505404, Current HP: 1133, A Avg: 88361, D Avg: 505404, [Long Sword[104, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 182: HP: 1133, STR: 378, VIT: 418603, SPD: 45, LUK: 1, Attack: 84150, Defense: 505404, Current HP: 1133, A Avg: 88357, D Avg: 505404, [Wasp Knife[105, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 181: HP: 1133, STR: 334, VIT: 418603, SPD: 45, LUK: 1, Attack: 84158, Defense: 505404, Current HP: 1133, A Avg: 88365, D Avg: 505404, [Stun Knuckle[106, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 180: HP: 1133, STR: 387, VIT: 418603, SPD: 45, LUK: 1, Attack: 84230, Defense: 505404, Current HP: 1133, A Avg: 88441, D Avg: 505404, [Battle Scythe[107, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 179: HP: 1154, STR: 387, VIT: 418603, SPD: 45, LUK: 1, Attack: 84276, Defense: 505404, Current HP: 1154, A Avg: 88489, D Avg: 505404, [Iron Lumps[108, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 178: HP: 1133, STR: 291, VIT: 418603, SPD: 45, LUK: 1, Attack: 84059, Defense: 505404, Current HP: 1133, A Avg: 88261, D Avg: 505404, [Decorative Swords[109, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 177: HP: 1133, STR: 405, VIT: 418603, SPD: 45, LUK: 1, Attack: 84528, Defense: 505404, Current HP: 1133, A Avg: 88754, D Avg: 505404, [Pinpoint[112, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 176: HP: 1154, STR: 430, VIT: 418603, SPD: 45, LUK: 1, Attack: 84436, Defense: 505404, Current HP: 1154, A Avg: 88657, D Avg: 505404, [Great Iron Mass[122, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 175: HP: 1144, STR: 334, VIT: 418603, SPD: 45, LUK: 1, Attack: 84327, Defense: 505404, Current HP: 1144, A Avg: 88543, D Avg: 505404, [Sword of Wood[124, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 174: HP: 1406, STR: 482, VIT: 418603, SPD: 45, LUK: 1, Attack: 84670, Defense: 505404, Current HP: 1406, A Avg: 88903, D Avg: 505404, [Sword of the Spirit Tree[125, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 173: HP: 1144, STR: 387, VIT: 418603, SPD: 45, LUK: 1, Attack: 84386, Defense: 505404, Current HP: 1144, A Avg: 88605, D Avg: 505404, [Greatsword[127, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 172: HP: 1402, STR: 435, VIT: 418603, SPD: 45, LUK: 1, Attack: 84857, Defense: 505404, Current HP: 1402, A Avg: 89099, D Avg: 505404, [Dreaming Sword[128, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 171: HP: 1847, STR: 507, VIT: 418603, SPD: 45, LUK: 1, Attack: 86190, Defense: 505404, Current HP: 1847, A Avg: 90499, D Avg: 505404, [Dancing[155, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 170: HP: 1133, STR: 784, VIT: 418603, SPD: 45, LUK: 1, Attack: 85440, Defense: 505404, Current HP: 1133, A Avg: 89712, D Avg: 505404, [Penetra[161, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 169: HP: 1133, STR: 291, VIT: 418603, SPD: 45, LUK: 1, Attack: 85132, Defense: 505404, Current HP: 1133, A Avg: 89388, D Avg: 505404, [Grand Slam[163, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 168: HP: 1343, STR: 291, VIT: 418603, SPD: 45, LUK: 1, Attack: 85259, Defense: 505404, Current HP: 1343, A Avg: 89521, D Avg: 505404, [Cluster Bomb[170, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 167: HP: 1763, STR: 291, VIT: 418603, SPD: 45, LUK: 1, Attack: 92477, Defense: 505404, Current HP: 1763, A Avg: 97100, D Avg: 505404, [Big Bang[171, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 166: HP: 4157, STR: 291, VIT: 418603, SPD: 45, LUK: 1, Attack: 85344, Defense: 505404, Current HP: 4157, A Avg: 89611, D Avg: 505404, [Common Key[174, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 165: HP: 1763, STR: 291, VIT: 418603, SPD: 45, LUK: 1, Attack: 86533, Defense: 505404, Current HP: 1763, A Avg: 90859, D Avg: 505404, [Droid Hammer[177, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 164: HP: 1133, STR: 1605, VIT: 418603, SPD: 45, LUK: 1, Attack: 86534, Defense: 505404, Current HP: 1133, A Avg: 90860, D Avg: 505404, [Jack Knife[185, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 163: HP: 1133, STR: 2019, VIT: 418603, SPD: 45, LUK: 1, Attack: 86597, Defense: 505404, Current HP: 1133, A Avg: 90926, D Avg: 505404, [Magical[187, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 162: HP: 1133, STR: 687, VIT: 418603, SPD: 45, LUK: 1, Attack: 87738, Defense: 505404, Current HP: 1133, A Avg: 92124, D Avg: 505404, [Tekken[188, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 161: HP: 1133, STR: -42866, VIT: 418603, SPD: 45, LUK: 1, Attack: 56400, Defense: 505404, Current HP: 1133, A Avg: 59220, D Avg: 505404, [Sword of Evil[189, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 160: HP: 1133, STR: 2379, VIT: 418603, SPD: 45, LUK: 1, Attack: 90040, Defense: 505404, Current HP: 1133, A Avg: 94542, D Avg: 505404, [Neural Edge[190, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 159: HP: 2536, STR: 376, VIT: 419189, SPD: 45, LUK: 1, Attack: 85084, Defense: 505405, Current HP: 2536, A Avg: 89338, D Avg: 505405, [Thin Blade[158, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 158: HP: 1385, STR: 433, VIT: 418620, SPD: 45, LUK: 1, Attack: 84400, Defense: 505421, Current HP: 1385, A Avg: 88620, D Avg: 505421, [Phantom Sword[117, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 157: HP: 2259, STR: 554, VIT: 419215, SPD: 45, LUK: 1, Attack: 86198, Defense: 505431, Current HP: 2259, A Avg: 90507, D Avg: 505431, [Gladius[162, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 156: HP: 1144, STR: 378, VIT: 418632, SPD: 45, LUK: 1, Attack: 84221, Defense: 505433, Current HP: 1144, A Avg: 88432, D Avg: 505433, [Salamander[110, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 155: HP: 1133, STR: 421, VIT: 418632, SPD: 45, LUK: 1, Attack: 84505, Defense: 505433, Current HP: 1133, A Avg: 88730, D Avg: 505433, [Phantom Scythe[116, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 154: HP: 1144, STR: 378, VIT: 418632, SPD: 45, LUK: 1, Attack: 84250, Defense: 505433, Current HP: 1144, A Avg: 88462, D Avg: 505433, [Undine[118, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 153: HP: 1144, STR: 378, VIT: 418632, SPD: 45, LUK: 1, Attack: 84277, Defense: 505433, Current HP: 1144, A Avg: 88490, D Avg: 505433, [Sylph[119, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 152: HP: 1144, STR: 378, VIT: 418632, SPD: 45, LUK: 1, Attack: 84304, Defense: 505433, Current HP: 1144, A Avg: 88519, D Avg: 505433, [Gnome[120, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 151: HP: 2536, STR: 637, VIT: 419218, SPD: 45, LUK: 1, Attack: 86489, Defense: 505434, Current HP: 2536, A Avg: 90813, D Avg: 505434, [Santoku[159, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 150: HP: 1175, STR: 318, VIT: 418646, SPD: 45, LUK: 1, Attack: 88485, Defense: 505447, Current HP: 1175, A Avg: 92909, D Avg: 505447, [Basic[169, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 149: HP: 1133, STR: 387, VIT: 418673, SPD: 45, LUK: 1, Attack: 84263, Defense: 505474, Current HP: 1133, A Avg: 88476, D Avg: 505474, [Tornado[111, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 148: HP: 1385, STR: 378, VIT: 418673, SPD: 45, LUK: 1, Attack: 84403, Defense: 505474, Current HP: 1385, A Avg: 88623, D Avg: 505474, [Fairy Sword[113, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 147: HP: 1133, STR: 439, VIT: 418673, SPD: 45, LUK: 1, Attack: 84588, Defense: 505474, Current HP: 1133, A Avg: 88817, D Avg: 505474, [Giant Tornado[114, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 146: HP: 1148, STR: 387, VIT: 418673, SPD: 45, LUK: 1, Attack: 84203, Defense: 505474, Current HP: 1148, A Avg: 88413, D Avg: 505474, [Hand Axe[140, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
