Rank 1000: HP: 247, STR: 278, VIT: 233, SPD: 8, LUK: 1, Attack: 86806, Defense: 90011, Current HP: 247, A Avg: 93316, D Avg: 90011, [Moon Knuckle[153, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 262: HP: 437, STR: 592, VIT: 425, SPD: 9, LUK: 1, Attack: 87081, Defense: 90203, Current HP: 437, A Avg: 91435, D Avg: 90203, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 261: HP: 760, STR: 931, VIT: 425, SPD: 12, LUK: 1, Attack: 85431, Defense: 90203, Current HP: 760, A Avg: 89702, D Avg: 90203, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 260: HP: 798, STR: 1325, VIT: 425, SPD: 8, LUK: 1, Attack: 85825, Defense: 90203, Current HP: 798, A Avg: 92261, D Avg: 90203, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 259: HP: 380, STR: 96, VIT: 426, SPD: 8, LUK: 1, Attack: 84804, Defense: 90204, Current HP: 380, A Avg: 89044, D Avg: 90204, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 258: HP: 660, STR: 62, VIT: 426, SPD: 8, LUK: 1, Attack: 84770, Defense: 90204, Current HP: 660, A Avg: 89008, D Avg: 90204, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 257: HP: 389, STR: 134, VIT: 426, SPD: 8, LUK: 1, Attack: 85986, Defense: 90204, Current HP: 389, A Avg: 90285, D Avg: 90204, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 256: HP: 380, STR: 142, VIT: 426, SPD: 8, LUK: 1, Attack: 85994, Defense: 90204, Current HP: 380, A Avg: 90293, D Avg: 90204, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 255: HP: 650, STR: 560, VIT: 428, SPD: 9, LUK: 1, Attack: 87049, Defense: 90206, Current HP: 650, A Avg: 91401, D Avg: 90206, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 254: HP: 356, STR: 115, VIT: 431, SPD: 9, LUK: 1, Attack: 83841, Defense: 90209, Current HP: 356, A Avg: 88033, D Avg: 90209, [Wooden Stick[101, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 253: HP: 356, STR: 115, VIT: 431, SPD: 9, LUK: 1, Attack: 83880, Defense: 90209, Current HP: 356, A Avg: 88074, D Avg: 90209, [Club[102, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 252: HP: 356, STR: 120, VIT: 431, SPD: 9, LUK: 1, Attack: 83892, Defense: 90209, Current HP: 356, A Avg: 88086, D Avg: 90209, [Short Sword[103, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 251: HP: 356, STR: 131, VIT: 431, SPD: 9, LUK: 1, Attack: 83942, Defense: 90209, Current HP: 356, A Avg: 88139, D Avg: 90209, [Long Sword[104, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 250: HP: 356, STR: 129, VIT: 431, SPD: 9, LUK: 1, Attack: 83901, Defense: 90209, Current HP: 356, A Avg: 88096, D Avg: 90209, [Wasp Knife[105, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 249: HP: 356, STR: 122, VIT: 431, SPD: 9, LUK: 1, Attack: 83946, Defense: 90209, Current HP: 356, A Avg: 88143, D Avg: 90209, [Stun Knuckle[106, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 248: HP: 356, STR: 138, VIT: 431, SPD: 9, LUK: 1, Attack: 83981, Defense: 90209, Current HP: 356, A Avg: 88180, D Avg: 90209, [Battle Scythe[107, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 247: HP: 377, STR: 138, VIT: 431, SPD: 9, LUK: 1, Attack: 84027, Defense: 90209, Current HP: 377, A Avg: 88228, D Avg: 90209, [Iron Lumps[108, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 246: HP: 356, STR: 115, VIT: 431, SPD: 9, LUK: 1, Attack: 83883, Defense: 90209, Current HP: 356, A Avg: 88077, D Avg: 90209, [Decorative Swords[109, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 245: HP: 356, STR: 156, VIT: 431, SPD: 9, LUK: 1, Attack: 84279, Defense: 90209, Current HP: 356, A Avg: 88492, D Avg: 90209, [Pinpoint[112, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 244: HP: 377, STR: 145, VIT: 431, SPD: 9, LUK: 1, Attack: 84151, Defense: 90209, Current HP: 377, A Avg: 88358, D Avg: 90209, [Great Iron Mass[122, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 243: HP: 367, STR: 122, VIT: 431, SPD: 9, LUK: 1, Attack: 84115, Defense: 90209, Current HP: 367, A Avg: 88320, D Avg: 90209, [Sword of Wood[124, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 242: HP: 419, STR: 162, VIT: 431, SPD: 9, LUK: 1, Attack: 84350, Defense: 90209, Current HP: 419, A Avg: 88567, D Avg: 90209, [Sword of the Spirit Tree[125, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 241: HP: 367, STR: 138, VIT: 431, SPD: 9, LUK: 1, Attack: 84137, Defense: 90209, Current HP: 367, A Avg: 88343, D Avg: 90209, [Greatsword[127, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 240: HP: 415, STR: 151, VIT: 431, SPD: 9, LUK: 1, Attack: 84573, Defense: 90209, Current HP: 415, A Avg: 88801, D Avg: 90209, [Dreaming Sword[128, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 239: HP: 377, STR: 133, VIT: 431, SPD: 9, LUK: 1, Attack: 83908, Defense: 90209, Current HP: 377, A Avg: 88103, D Avg: 90209, [Peacemaker[131, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 238: HP: 419, STR: 115, VIT: 431, SPD: 9, LUK: 1, Attack: 84017, Defense: 90209, Current HP: 419, A Avg: 88217, D Avg: 90209, [Daydream[132, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 237: HP: 650, STR: 151, VIT: 431, SPD: 9, LUK: 1, Attack: 85834, Defense: 90209, Current HP: 650, A Avg: 90125, D Avg: 90209, [Dancing[155, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 236: HP: 356, STR: 212, VIT: 431, SPD: 9, LUK: 1, Attack: 84868, Defense: 90209, Current HP: 356, A Avg: 89111, D Avg: 90209, [Penetra[161, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 235: HP: 356, STR: 115, VIT: 431, SPD: 9, LUK: 1, Attack: 84956, Defense: 90209, Current HP: 356, A Avg: 89203, D Avg: 90209, [Grand Slam[163, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 234: HP: 566, STR: 115, VIT: 431, SPD: 9, LUK: 1, Attack: 85083, Defense: 90209, Current HP: 566, A Avg: 89337, D Avg: 90209, [Cluster Bomb[170, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 233: HP: 986, STR: 115, VIT: 431, SPD: 9, LUK: 1, Attack: 92301, Defense: 90209, Current HP: 986, A Avg: 96916, D Avg: 90209, [Big Bang[171, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 232: HP: 860, STR: 115, VIT: 431, SPD: 9, LUK: 1, Attack: 85168, Defense: 90209, Current HP: 860, A Avg: 89426, D Avg: 90209, [Common Key[174, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 231: HP: 986, STR: 115, VIT: 431, SPD: 9, LUK: 1, Attack: 86357, Defense: 90209, Current HP: 986, A Avg: 90674, D Avg: 90209, [Droid Hammer[177, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 230: HP: 356, STR: 709, VIT: 431, SPD: 9, LUK: 1, Attack: 85638, Defense: 90209, Current HP: 356, A Avg: 89919, D Avg: 90209, [Jack Knife[185, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 229: HP: 356, STR: 403, VIT: 431, SPD: 9, LUK: 1, Attack: 84981, Defense: 90209, Current HP: 356, A Avg: 89230, D Avg: 90209, [Magical[187, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 228: HP: 356, STR: 331, VIT: 431, SPD: 9, LUK: 1, Attack: 87382, Defense: 90209, Current HP: 356, A Avg: 91751, D Avg: 90209, [Tekken[188, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 227: HP: 356, STR: -7078, VIT: 431, SPD: 9, LUK: 1, Attack: 92188, Defense: 90209, Current HP: 356, A Avg: 96797, D Avg: 90209, [Sword of Evil[189, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 226: HP: 356, STR: 763, VIT: 431, SPD: 9, LUK: 1, Attack: 88424, Defense: 90209, Current HP: 356, A Avg: 92845, D Avg: 90209, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 225: HP: 228, STR: 192, VIT: 432, SPD: 8, LUK: 1, Attack: 85745, Defense: 90210, Current HP: 228, A Avg: 90032, D Avg: 90210, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 224: HP: 550, STR: 84, VIT: 436, SPD: 8, LUK: 1, Attack: 84792, Defense: 90214, Current HP: 550, A Avg: 106837, D Avg: 90214, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 223: HP: 798, STR: 1325, VIT: 438, SPD: 8, LUK: 1, Attack: 85825, Defense: 90216, Current HP: 798, A Avg: 90116, D Avg: 90216, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 222: HP: 356, STR: 138, VIT: 442, SPD: 9, LUK: 1, Attack: 84014, Defense: 90220, Current HP: 356, A Avg: 88214, D Avg: 90220, [Tornado[111, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 221: HP: 398, STR: 129, VIT: 442, SPD: 9, LUK: 1, Attack: 84154, Defense: 90220, Current HP: 398, A Avg: 88361, D Avg: 90220, [Fairy Sword[113, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 220: HP: 356, STR: 154, VIT: 442, SPD: 9, LUK: 1, Attack: 84303, Defense: 90220, Current HP: 356, A Avg: 88518, D Avg: 90220, [Giant Tornado[114, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 219: HP: 371, STR: 138, VIT: 442, SPD: 9, LUK: 1, Attack: 83954, Defense: 90220, Current HP: 371, A Avg: 88151, D Avg: 90220, [Hand Axe[140, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 218: HP: 377, STR: 136, VIT: 442, SPD: 9, LUK: 1, Attack: 84129, Defense: 90220, Current HP: 377, A Avg: 88335, D Avg: 90220, [Wooden Boomerang[167, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 217: HP: 392, STR: 142, VIT: 445, SPD: 9, LUK: 1, Attack: 83940, Defense: 90223, Current HP: 392, A Avg: 88137, D Avg: 90223, [Ninja[135, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 216: HP: 373, STR: 138, VIT: 448, SPD: 9, LUK: 1, Attack: 84144, Defense: 90226, Current HP: 373, A Avg: 88351, D Avg: 90226, [Crescent[141, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 215: HP: 398, STR: 149, VIT: 448, SPD: 9, LUK: 1, Attack: 84116, Defense: 90226, Current HP: 398, A Avg: 88321, D Avg: 90226, [Phantom Sword[117, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 214: HP: 209, STR: 244, VIT: 451, SPD: 9, LUK: 1, Attack: 85797, Defense: 90229, Current HP: 209, A Avg: 90086, D Avg: 90229, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 213: HP: 142, STR: 22, VIT: 452, SPD: 8, LUK: 1, Attack: 84410, Defense: 90230, Current HP: 142, A Avg: 88630, D Avg: 90230, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 212: HP: 133, STR: 41, VIT: 452, SPD: 8, LUK: 1, Attack: 84429, Defense: 90230, Current HP: 133, A Avg: 88650, D Avg: 90230, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 211: HP: 598, STR: 182, VIT: 452, SPD: 8, LUK: 1, Attack: 88064, Defense: 90230, Current HP: 598, A Avg: 92467, D Avg: 90230, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 210: HP: 589, STR: 261, VIT: 452, SPD: 8, LUK: 1, Attack: 88143, Defense: 90230, Current HP: 589, A Avg: 92550, D Avg: 90230, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 209: HP: 142, STR: 99, VIT: 452, SPD: 8, LUK: 1, Attack: 85743, Defense: 90230, Current HP: 142, A Avg: 90030, D Avg: 90230, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 208: HP: 133, STR: 107, VIT: 452, SPD: 8, LUK: 1, Attack: 85751, Defense: 90230, Current HP: 133, A Avg: 90038, D Avg: 90230, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 207: HP: 380, STR: 195, VIT: 452, SPD: 8, LUK: 1, Attack: 86047, Defense: 90230, Current HP: 380, A Avg: 90349, D Avg: 90230, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 206: HP: 660, STR: 134, VIT: 452, SPD: 8, LUK: 1, Attack: 85986, Defense: 90230, Current HP: 660, A Avg: 90285, D Avg: 90230, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 205: HP: 440, STR: 129, VIT: 453, SPD: 9, LUK: 1, Attack: 83985, Defense: 90231, Current HP: 440, A Avg: 88184, D Avg: 90231, [Emerald Sword[115, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 204: HP: 332, STR: 310, VIT: 457, SPD: 8, LUK: 1, Attack: 85644, Defense: 90235, Current HP: 332, A Avg: 89926, D Avg: 90235, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 203: HP: 323, STR: 318, VIT: 457, SPD: 8, LUK: 1, Attack: 85652, Defense: 90235, Current HP: 323, A Avg: 89934, D Avg: 90235, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 202: HP: 398, STR: 184, VIT: 457, SPD: 9, LUK: 1, Attack: 85737, Defense: 90235, Current HP: 398, A Avg: 90023, D Avg: 90235, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 201: HP: 779, STR: 1377, VIT: 457, SPD: 9, LUK: 1, Attack: 85877, Defense: 90235, Current HP: 779, A Avg: 90170, D Avg: 90235, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 200: HP: 382, STR: 145, VIT: 459, SPD: 9, LUK: 1, Attack: 84047, Defense: 90237, Current HP: 382, A Avg: 88249, D Avg: 90237, [Crossed Shuriken[136, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 199: HP: 367, STR: 129, VIT: 459, SPD: 9, LUK: 1, Attack: 83972, Defense: 90237, Current HP: 367, A Avg: 88170, D Avg: 90237, [Salamander[110, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 198: HP: 356, STR: 136, VIT: 459, SPD: 9, LUK: 1, Attack: 84220, Defense: 90237, Current HP: 356, A Avg: 88431, D Avg: 90237, [Phantom Scythe[116, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 197: HP: 367, STR: 129, VIT: 459, SPD: 9, LUK: 1, Attack: 84001, Defense: 90237, Current HP: 367, A Avg: 88201, D Avg: 90237, [Undine[118, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 196: HP: 367, STR: 129, VIT: 459, SPD: 9, LUK: 1, Attack: 84028, Defense: 90237, Current HP: 367, A Avg: 88229, D Avg: 90237, [Sylph[119, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 195: HP: 367, STR: 129, VIT: 459, SPD: 9, LUK: 1, Attack: 84055, Defense: 90237, Current HP: 367, A Avg: 88257, D Avg: 90237, [Gnome[120, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 194: HP: 550, STR: 156, VIT: 462, SPD: 8, LUK: 1, Attack: 86008, Defense: 90240, Current HP: 550, A Avg: 108370, D Avg: 90240, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 193: HP: 419, STR: 122, VIT: 464, SPD: 9, LUK: 1, Attack: 84310, Defense: 90242, Current HP: 419, A Avg: 88525, D Avg: 90242, [Cagliostro[133, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 192: HP: 1028, STR: 1405, VIT: 464, SPD: 9, LUK: 1, Attack: 85905, Defense: 90242, Current HP: 1028, A Avg: 90200, D Avg: 90242, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 191: HP: 440, STR: 153, VIT: 467, SPD: 9, LUK: 1, Attack: 84666, Defense: 90245, Current HP: 440, A Avg: 88899, D Avg: 90245, [Maximum Iron Mass[123, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 190: HP: 380, STR: 669, VIT: 469, SPD: 8, LUK: 1, Attack: 87158, Defense: 90247, Current HP: 380, A Avg: 108947, D Avg: 90247, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 189: HP: 419, STR: 162, VIT: 470, SPD: 9, LUK: 1, Attack: 84844, Defense: 90248, Current HP: 419, A Avg: 89086, D Avg: 90248, [Thunder Whip[143, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 188: HP: 367, STR: 162, VIT: 473, SPD: 9, LUK: 1, Attack: 84272, Defense: 90251, Current HP: 367, A Avg: 88485, D Avg: 90251, [Windmill[137, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 187: HP: 398, STR: 142, VIT: 473, SPD: 9, LUK: 1, Attack: 88309, Defense: 90251, Current HP: 398, A Avg: 92724, D Avg: 90251, [Basic[169, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 186: HP: 356, STR: 144, VIT: 475, SPD: 9, LUK: 1, Attack: 84144, Defense: 90253, Current HP: 356, A Avg: 88351, D Avg: 90253, [Kirisame[129, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 185: HP: 419, STR: 153, VIT: 475, SPD: 9, LUK: 1, Attack: 84274, Defense: 90253, Current HP: 419, A Avg: 88487, D Avg: 90253, [Black Kirisame[130, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 184: HP: 407, STR: 172, VIT: 475, SPD: 9, LUK: 1, Attack: 85920, Defense: 90253, Current HP: 407, A Avg: 90216, D Avg: 90253, [Scythe of the Grim Reaper[148, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 183: HP: 133, STR: 30, VIT: 478, SPD: 8, LUK: 1, Attack: 84418, Defense: 90256, Current HP: 133, A Avg: 88638, D Avg: 90256, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 182: HP: 374, STR: 22, VIT: 478, SPD: 8, LUK: 1, Attack: 84410, Defense: 90256, Current HP: 374, A Avg: 88630, D Avg: 90256, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 181: HP: 589, STR: 190, VIT: 478, SPD: 8, LUK: 1, Attack: 88072, Defense: 90256, Current HP: 589, A Avg: 92475, D Avg: 90256, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 180: HP: 902, STR: 182, VIT: 478, SPD: 8, LUK: 1, Attack: 88064, Defense: 90256, Current HP: 902, A Avg: 92467, D Avg: 90256, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 179: HP: 133, STR: 147, VIT: 478, SPD: 8, LUK: 1, Attack: 85791, Defense: 90256, Current HP: 133, A Avg: 90080, D Avg: 90256, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 178: HP: 374, STR: 99, VIT: 478, SPD: 8, LUK: 1, Attack: 85743, Defense: 90256, Current HP: 374, A Avg: 90030, D Avg: 90256, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 177: HP: 440, STR: 153, VIT: 478, SPD: 9, LUK: 1, Attack: 84263, Defense: 90256, Current HP: 440, A Avg: 88476, D Avg: 90256, [Serpent[144, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 176: HP: 323, STR: 437, VIT: 483, SPD: 8, LUK: 1, Attack: 85771, Defense: 90261, Current HP: 323, A Avg: 90059, D Avg: 90261, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 175: HP: 594, STR: 310, VIT: 483, SPD: 8, LUK: 1, Attack: 85644, Defense: 90261, Current HP: 594, A Avg: 89926, D Avg: 90261, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 174: HP: 445, STR: 171, VIT: 484, SPD: 9, LUK: 1, Attack: 85137, Defense: 90262, Current HP: 445, A Avg: 89393, D Avg: 90262, [Red Shark[134, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 173: HP: 419, STR: 160, VIT: 487, SPD: 9, LUK: 1, Attack: 84101, Defense: 90265, Current HP: 419, A Avg: 88306, D Avg: 90265, [Rusty Knife[156, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 172: HP: 453, STR: 158, VIT: 487, SPD: 9, LUK: 1, Attack: 84268, Defense: 90265, Current HP: 453, A Avg: 88481, D Avg: 90265, [Dragon Killer[139, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 171: HP: 419, STR: 162, VIT: 487, SPD: 9, LUK: 1, Attack: 84675, Defense: 90265, Current HP: 419, A Avg: 88908, D Avg: 90265, [Volcano[142, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 170: HP: 264, STR: 44, VIT: 488, SPD: 8, LUK: 1, Attack: 84432, Defense: 90266, Current HP: 264, A Avg: 106384, D Avg: 90266, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 169: HP: 792, STR: 204, VIT: 488, SPD: 8, LUK: 1, Attack: 88086, Defense: 90266, Current HP: 792, A Avg: 110988, D Avg: 90266, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 168: HP: 264, STR: 121, VIT: 488, SPD: 8, LUK: 1, Attack: 85765, Defense: 90266, Current HP: 264, A Avg: 108063, D Avg: 90266, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 167: HP: 440, STR: 158, VIT: 489, SPD: 9, LUK: 1, Attack: 86127, Defense: 90267, Current HP: 440, A Avg: 90433, D Avg: 90267, [Fire Chariot[138, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 166: HP: 440, STR: 144, VIT: 492, SPD: 9, LUK: 1, Attack: 84462, Defense: 90270, Current HP: 440, A Avg: 88685, D Avg: 90270, [Ruby Knuckle[151, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 165: HP: 484, STR: 332, VIT: 493, SPD: 8, LUK: 1, Attack: 85666, Defense: 90271, Current HP: 484, A Avg: 107939, D Avg: 90271, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 164: HP: 1122, STR: 464, VIT: 496, SPD: 8, LUK: 2, Attack: 88292, Defense: 90274, Current HP: 1122, A Avg: 92706, D Avg: 90274, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 163: HP: 855, STR: 1151, VIT: 496, SPD: 8, LUK: 1, Attack: 88979, Defense: 90274, Current HP: 855, A Avg: 93427, D Avg: 90274, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
