Rank 1000: HP: 840, STR: 626, VIT: 926, SPD: 34, LUK: 1, Attack: 85724, Defense: 90704, Current HP: 840, A Avg: 107155, D Avg: 90704, [Yggdrasil[126, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 244: HP: 969, STR: 617, VIT: 1422, SPD: 32, LUK: 1, Attack: 85273, Defense: 91200, Current HP: 969, A Avg: 89536, D Avg: 91200, [Penetra[161, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 243: HP: 969, STR: 267, VIT: 1422, SPD: 32, LUK: 1, Attack: 85108, Defense: 91200, Current HP: 969, A Avg: 89363, D Avg: 91200, [Grand Slam[163, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 242: HP: 1159, STR: 267, VIT: 1422, SPD: 32, LUK: 1, Attack: 85235, Defense: 91200, Current HP: 1159, A Avg: 89496, D Avg: 91200, [Cluster Bomb[170, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 241: HP: 1539, STR: 267, VIT: 1422, SPD: 32, LUK: 1, Attack: 92453, Defense: 91200, Current HP: 1539, A Avg: 97075, D Avg: 91200, [Big Bang[171, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 240: HP: 3135, STR: 267, VIT: 1422, SPD: 32, LUK: 1, Attack: 85320, Defense: 91200, Current HP: 3135, A Avg: 89586, D Avg: 91200, [Common Key[174, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 239: HP: 1539, STR: 267, VIT: 1422, SPD: 32, LUK: 1, Attack: 86509, Defense: 91200, Current HP: 1539, A Avg: 90834, D Avg: 91200, [Droid Hammer[177, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 238: HP: 969, STR: 1275, VIT: 1422, SPD: 32, LUK: 1, Attack: 86204, Defense: 91200, Current HP: 969, A Avg: 90514, D Avg: 91200, [Jack Knife[185, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 237: HP: 969, STR: 1483, VIT: 1422, SPD: 32, LUK: 1, Attack: 86061, Defense: 91200, Current HP: 969, A Avg: 90364, D Avg: 91200, [Magical[187, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 236: HP: 969, STR: 579, VIT: 1422, SPD: 32, LUK: 1, Attack: 87630, Defense: 91200, Current HP: 969, A Avg: 92011, D Avg: 91200, [Tekken[188, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 235: HP: 969, STR: -41391, VIT: 1422, SPD: 32, LUK: 1, Attack: 57875, Defense: 91200, Current HP: 969, A Avg: 60768, D Avg: 91200, [Sword of Evil[189, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 234: HP: 969, STR: 2479, VIT: 1422, SPD: 32, LUK: 1, Attack: 90140, Defense: 91200, Current HP: 969, A Avg: 94647, D Avg: 91200, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 233: HP: 791, STR: 253, VIT: 1425, SPD: 36, LUK: 1, Attack: 84155, Defense: 91203, Current HP: 791, A Avg: 88362, D Avg: 91203, [Crossed Shuriken[136, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 232: HP: 1091, STR: 1922, VIT: 1425, SPD: 36, LUK: 1, Attack: 91831, Defense: 91203, Current HP: 1091, A Avg: 96422, D Avg: 91203, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 231: HP: 440, STR: 240, VIT: 1426, SPD: 34, LUK: 1, Attack: 84628, Defense: 91204, Current HP: 440, A Avg: 105785, D Avg: 91204, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 230: HP: 2720, STR: 1522, VIT: 1426, SPD: 34, LUK: 1, Attack: 89404, Defense: 91204, Current HP: 2720, A Avg: 111755, D Avg: 91204, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 229: HP: 440, STR: 855, VIT: 1426, SPD: 34, LUK: 1, Attack: 86499, Defense: 91204, Current HP: 440, A Avg: 108123, D Avg: 91204, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 228: HP: 756, STR: 371, VIT: 1427, SPD: 32, LUK: 1, Attack: 85414, Defense: 91205, Current HP: 756, A Avg: 89684, D Avg: 91205, [White Snake[160, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 227: HP: 746, STR: 278, VIT: 1427, SPD: 32, LUK: 1, Attack: 85321, Defense: 91205, Current HP: 746, A Avg: 89587, D Avg: 91205, [White Snake[160, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 226: HP: 965, STR: 1190, VIT: 1427, SPD: 36, LUK: 1, Attack: 87679, Defense: 91205, Current HP: 965, A Avg: 92062, D Avg: 91205, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 225: HP: 713, STR: 772, VIT: 1429, SPD: 36, LUK: 1, Attack: 86325, Defense: 91207, Current HP: 713, A Avg: 90641, D Avg: 91207, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 224: HP: 913, STR: 288, VIT: 1433, SPD: 36, LUK: 1, Attack: 84801, Defense: 91211, Current HP: 913, A Avg: 89041, D Avg: 91211, [Maximum Iron Mass[123, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 223: HP: 826, STR: 503, VIT: 1435, SPD: 32, LUK: 1, Attack: 86849, Defense: 91213, Current HP: 826, A Avg: 91191, D Avg: 91213, [Progress[147, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 222: HP: 817, STR: 374, VIT: 1435, SPD: 32, LUK: 1, Attack: 86720, Defense: 91213, Current HP: 817, A Avg: 91056, D Avg: 91213, [Progress[147, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 221: HP: 825, STR: 489, VIT: 1435, SPD: 32, LUK: 1, Attack: 85327, Defense: 91213, Current HP: 825, A Avg: 107512, D Avg: 91213, [Willow Blade[157, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 220: HP: 1353, STR: 396, VIT: 1435, SPD: 32, LUK: 1, Attack: 85319, Defense: 91213, Current HP: 1353, A Avg: 107501, D Avg: 91213, [Pangaea[164, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 219: HP: 1149, STR: 508, VIT: 1437, SPD: 32, LUK: 1, Attack: 84475, Defense: 91215, Current HP: 1149, A Avg: 88698, D Avg: 91215, [Phantom Sword[117, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 218: HP: 978, STR: 328, VIT: 1448, SPD: 32, LUK: 1, Attack: 84171, Defense: 91226, Current HP: 978, A Avg: 88379, D Avg: 91226, [Salamander[110, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 217: HP: 969, STR: 492, VIT: 1448, SPD: 32, LUK: 1, Attack: 84576, Defense: 91226, Current HP: 969, A Avg: 88804, D Avg: 91226, [Phantom Scythe[116, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 216: HP: 978, STR: 328, VIT: 1448, SPD: 32, LUK: 1, Attack: 84200, Defense: 91226, Current HP: 978, A Avg: 88410, D Avg: 91226, [Undine[118, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 215: HP: 978, STR: 328, VIT: 1448, SPD: 32, LUK: 1, Attack: 84227, Defense: 91226, Current HP: 978, A Avg: 88438, D Avg: 91226, [Sylph[119, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 214: HP: 978, STR: 328, VIT: 1448, SPD: 32, LUK: 1, Attack: 84254, Defense: 91226, Current HP: 978, A Avg: 88466, D Avg: 91226, [Gnome[120, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 213: HP: 746, STR: 278, VIT: 1453, SPD: 32, LUK: 1, Attack: 85321, Defense: 91231, Current HP: 746, A Avg: 89587, D Avg: 91231, [White Snake[160, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 212: HP: 1084, STR: 270, VIT: 1453, SPD: 32, LUK: 1, Attack: 85313, Defense: 91231, Current HP: 1084, A Avg: 89578, D Avg: 91231, [White Snake[160, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 211: HP: 446, STR: 464, VIT: 1458, SPD: 32, LUK: 1, Attack: 86992, Defense: 91236, Current HP: 446, A Avg: 91341, D Avg: 91236, [Moon Knuckle[153, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 210: HP: 437, STR: 345, VIT: 1458, SPD: 32, LUK: 1, Attack: 86873, Defense: 91236, Current HP: 437, A Avg: 91216, D Avg: 91236, [Moon Knuckle[153, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 209: HP: 427, STR: 1110, VIT: 1458, SPD: 32, LUK: 1, Attack: 86988, Defense: 91236, Current HP: 427, A Avg: 91337, D Avg: 91236, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 208: HP: 418, STR: 1118, VIT: 1458, SPD: 32, LUK: 1, Attack: 86996, Defense: 91236, Current HP: 418, A Avg: 91345, D Avg: 91236, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 207: HP: 817, STR: 374, VIT: 1461, SPD: 32, LUK: 1, Attack: 86720, Defense: 91239, Current HP: 817, A Avg: 91056, D Avg: 91239, [Progress[147, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 206: HP: 1166, STR: 366, VIT: 1461, SPD: 32, LUK: 1, Attack: 86712, Defense: 91239, Current HP: 1166, A Avg: 91047, D Avg: 91239, [Progress[147, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 205: HP: 913, STR: 291, VIT: 1461, SPD: 32, LUK: 1, Attack: 85623, Defense: 91239, Current HP: 913, A Avg: 107884, D Avg: 91239, [Tower[149, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 204: HP: 1007, STR: 291, VIT: 1461, SPD: 32, LUK: 1, Attack: 88458, Defense: 91239, Current HP: 1007, A Avg: 92880, D Avg: 91239, [Basic[169, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 203: HP: 969, STR: 462, VIT: 1471, SPD: 32, LUK: 1, Attack: 84338, Defense: 91249, Current HP: 969, A Avg: 88554, D Avg: 91249, [Tornado[111, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 202: HP: 1149, STR: 451, VIT: 1471, SPD: 32, LUK: 1, Attack: 84476, Defense: 91249, Current HP: 1149, A Avg: 88699, D Avg: 91249, [Fairy Sword[113, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 201: HP: 969, STR: 514, VIT: 1471, SPD: 32, LUK: 1, Attack: 84663, Defense: 91249, Current HP: 969, A Avg: 88896, D Avg: 91249, [Giant Tornado[114, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 200: HP: 982, STR: 336, VIT: 1471, SPD: 32, LUK: 1, Attack: 84152, Defense: 91249, Current HP: 982, A Avg: 88359, D Avg: 91249, [Hand Axe[140, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 199: HP: 988, STR: 358, VIT: 1471, SPD: 32, LUK: 1, Attack: 84351, Defense: 91249, Current HP: 988, A Avg: 88568, D Avg: 91249, [Wooden Boomerang[167, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 198: HP: 734, STR: 176, VIT: 1472, SPD: 36, LUK: 1, Attack: 84364, Defense: 91250, Current HP: 734, A Avg: 88582, D Avg: 91250, [Cagliostro[133, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 197: HP: 1058, STR: 339, VIT: 1474, SPD: 32, LUK: 1, Attack: 84137, Defense: 91252, Current HP: 1058, A Avg: 88343, D Avg: 91252, [Ninja[135, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 196: HP: 984, STR: 462, VIT: 1476, SPD: 32, LUK: 1, Attack: 84468, Defense: 91254, Current HP: 984, A Avg: 88691, D Avg: 91254, [Crescent[141, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 195: HP: 1007, STR: 1450, VIT: 1481, SPD: 38, LUK: 1, Attack: 87939, Defense: 91259, Current HP: 1007, A Avg: 92335, D Avg: 91259, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 194: HP: 682, STR: 324, VIT: 1481, SPD: 36, LUK: 1, Attack: 84434, Defense: 91259, Current HP: 682, A Avg: 88655, D Avg: 91259, [Windmill[137, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 193: HP: 779, STR: 1063, VIT: 1483, SPD: 38, LUK: 1, Attack: 86616, Defense: 91261, Current HP: 779, A Avg: 90946, D Avg: 91261, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 192: HP: 437, STR: 345, VIT: 1484, SPD: 32, LUK: 1, Attack: 86873, Defense: 91262, Current HP: 437, A Avg: 91216, D Avg: 91262, [Moon Knuckle[153, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 191: HP: 726, STR: 337, VIT: 1484, SPD: 32, LUK: 1, Attack: 86865, Defense: 91262, Current HP: 726, A Avg: 91208, D Avg: 91262, [Moon Knuckle[153, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 190: HP: 418, STR: 1118, VIT: 1484, SPD: 32, LUK: 1, Attack: 86996, Defense: 91262, Current HP: 418, A Avg: 91345, D Avg: 91262, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 189: HP: 704, STR: 1110, VIT: 1484, SPD: 32, LUK: 1, Attack: 86988, Defense: 91262, Current HP: 704, A Avg: 91337, D Avg: 91262, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 188: HP: 671, STR: 279, VIT: 1484, SPD: 36, LUK: 1, Attack: 84279, Defense: 91262, Current HP: 671, A Avg: 88492, D Avg: 91262, [Kirisame[129, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 187: HP: 892, STR: 288, VIT: 1484, SPD: 36, LUK: 1, Attack: 84409, Defense: 91262, Current HP: 892, A Avg: 88629, D Avg: 91262, [Black Kirisame[130, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 186: HP: 879, STR: 388, VIT: 1484, SPD: 36, LUK: 1, Attack: 86136, Defense: 91262, Current HP: 879, A Avg: 90442, D Avg: 91262, [Scythe of the Grim Reaper[148, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 185: HP: 913, STR: 288, VIT: 1486, SPD: 36, LUK: 1, Attack: 84398, Defense: 91264, Current HP: 913, A Avg: 88617, D Avg: 91264, [Serpent[144, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 184: HP: 1012, STR: 360, VIT: 1492, SPD: 36, LUK: 1, Attack: 85326, Defense: 91270, Current HP: 1012, A Avg: 89592, D Avg: 91270, [Red Shark[134, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 183: HP: 1168, STR: 404, VIT: 1497, SPD: 32, LUK: 1, Attack: 85086, Defense: 91275, Current HP: 1168, A Avg: 89340, D Avg: 91275, [Thunder Whip[143, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 182: HP: 1070, STR: 279, VIT: 1500, SPD: 36, LUK: 1, Attack: 84597, Defense: 91278, Current HP: 1070, A Avg: 88826, D Avg: 91278, [Ruby Knuckle[151, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 181: HP: 974, STR: 316, VIT: 1502, SPD: 32, LUK: 1, Attack: 85359, Defense: 91280, Current HP: 974, A Avg: 107552, D Avg: 91280, [White Snake[160, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 180: HP: 1056, STR: 412, VIT: 1510, SPD: 32, LUK: 1, Attack: 86758, Defense: 91288, Current HP: 1056, A Avg: 109315, D Avg: 91288, [Progress[147, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 179: HP: 1187, STR: 451, VIT: 1520, SPD: 32, LUK: 1, Attack: 84307, Defense: 91298, Current HP: 1187, A Avg: 88522, D Avg: 91298, [Emerald Sword[115, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 178: HP: 2612, STR: 3465, VIT: 1520, SPD: 32, LUK: 1, Attack: 89278, Defense: 91298, Current HP: 2612, A Avg: 93741, D Avg: 91298, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 177: HP: 2603, STR: 3478, VIT: 1520, SPD: 32, LUK: 1, Attack: 89291, Defense: 91298, Current HP: 2603, A Avg: 93755, D Avg: 91298, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 176: HP: 713, STR: 240, VIT: 1522, SPD: 36, LUK: 1, Attack: 84628, Defense: 91300, Current HP: 713, A Avg: 88859, D Avg: 91300, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 175: HP: 3107, STR: 1570, VIT: 1522, SPD: 36, LUK: 1, Attack: 89452, Defense: 91300, Current HP: 3107, A Avg: 93924, D Avg: 91300, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 174: HP: 713, STR: 879, VIT: 1522, SPD: 36, LUK: 1, Attack: 86523, Defense: 91300, Current HP: 713, A Avg: 90849, D Avg: 91300, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 173: HP: 1077, STR: 366, VIT: 1526, SPD: 32, LUK: 1, Attack: 84268, Defense: 91304, Current HP: 1077, A Avg: 88481, D Avg: 91304, [Crossed Shuriken[136, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 172: HP: 1349, STR: 2543, VIT: 1526, SPD: 32, LUK: 1, Attack: 92452, Defense: 91304, Current HP: 1349, A Avg: 97074, D Avg: 91304, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 171: HP: 892, STR: 504, VIT: 1528, SPD: 36, LUK: 1, Attack: 85238, Defense: 91306, Current HP: 892, A Avg: 89499, D Avg: 91306, [Irruption[154, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 170: HP: 616, STR: 384, VIT: 1533, SPD: 32, LUK: 1, Attack: 86912, Defense: 91311, Current HP: 616, A Avg: 109509, D Avg: 91311, [Moon Knuckle[153, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 169: HP: 594, STR: 1156, VIT: 1533, SPD: 32, LUK: 1, Attack: 87034, Defense: 91311, Current HP: 594, A Avg: 109662, D Avg: 91311, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 168: HP: 1187, STR: 396, VIT: 1533, SPD: 32, LUK: 1, Attack: 84909, Defense: 91311, Current HP: 1187, A Avg: 89154, D Avg: 91311, [Maximum Iron Mass[123, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 167: HP: 894, STR: 320, VIT: 1537, SPD: 36, LUK: 1, Attack: 84430, Defense: 91315, Current HP: 894, A Avg: 88651, D Avg: 91315, [Dragon Killer[139, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 166: HP: 892, STR: 324, VIT: 1537, SPD: 36, LUK: 1, Attack: 84837, Defense: 91315, Current HP: 892, A Avg: 89078, D Avg: 91315, [Volcano[142, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 165: HP: 913, STR: 320, VIT: 1540, SPD: 36, LUK: 1, Attack: 86289, Defense: 91318, Current HP: 913, A Avg: 90603, D Avg: 91318, [Fire Chariot[138, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 164: HP: 2603, STR: 4281, VIT: 1546, SPD: 32, LUK: 1, Attack: 90094, Defense: 91324, Current HP: 2603, A Avg: 94598, D Avg: 91324, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 163: HP: 3234, STR: 3465, VIT: 1546, SPD: 32, LUK: 1, Attack: 89278, Defense: 91324, Current HP: 3234, A Avg: 93741, D Avg: 91324, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 162: HP: 1091, STR: 399, VIT: 1554, SPD: 36, LUK: 1, Attack: 85497, Defense: 91332, Current HP: 1091, A Avg: 89771, D Avg: 91332, [Yggdrasil[126, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 161: HP: 892, STR: 370, VIT: 1554, SPD: 36, LUK: 1, Attack: 85195, Defense: 91332, Current HP: 892, A Avg: 89454, D Avg: 91332, [Kraken[145, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 160: HP: 955, STR: 322, VIT: 1554, SPD: 36, LUK: 1, Attack: 85134, Defense: 91332, Current HP: 955, A Avg: 89390, D Avg: 91332, [Granada[150, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 159: HP: 655, STR: 899, VIT: 1557, SPD: 32, LUK: 1, Attack: 86777, Defense: 91335, Current HP: 655, A Avg: 91115, D Avg: 91335, [God Hand[179, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 158: HP: 646, STR: 662, VIT: 1557, SPD: 32, LUK: 1, Attack: 86540, Defense: 91335, Current HP: 646, A Avg: 90867, D Avg: 91335, [God Hand[179, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 157: HP: 617, STR: 958, VIT: 1557, SPD: 32, LUK: 1, Attack: 86498, Defense: 91335, Current HP: 617, A Avg: 90822, D Avg: 91335, [Zodiac[184, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 156: HP: 608, STR: 966, VIT: 1557, SPD: 32, LUK: 1, Attack: 86506, Defense: 91335, Current HP: 608, A Avg: 90831, D Avg: 91335, [Zodiac[184, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 155: HP: 972, STR: 331, VIT: 1559, SPD: 36, LUK: 1, Attack: 84363, Defense: 91337, Current HP: 972, A Avg: 88581, D Avg: 91337, [Alucard[146, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 154: HP: 779, STR: 569, VIT: 1566, SPD: 38, LUK: 1, Attack: 84957, Defense: 91344, Current HP: 779, A Avg: 89204, D Avg: 91344, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 153: HP: 2945, STR: 1804, VIT: 1566, SPD: 38, LUK: 1, Attack: 89686, Defense: 91344, Current HP: 2945, A Avg: 94170, D Avg: 91344, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 152: HP: 779, STR: 1162, VIT: 1566, SPD: 38, LUK: 1, Attack: 86806, Defense: 91344, Current HP: 779, A Avg: 91146, D Avg: 91344, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 151: HP: 1026, STR: 297, VIT: 1570, SPD: 32, LUK: 1, Attack: 84485, Defense: 91348, Current HP: 1026, A Avg: 88709, D Avg: 91348, [Cagliostro[133, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 150: HP: 2112, STR: 1064, VIT: 1576, SPD: 32, LUK: 2, Attack: 88892, Defense: 91354, Current HP: 2112, A Avg: 93336, D Avg: 91354, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 149: HP: 1710, STR: 2351, VIT: 1576, SPD: 32, LUK: 1, Attack: 90179, Defense: 91354, Current HP: 1710, A Avg: 94687, D Avg: 91354, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 148: HP: 1710, STR: 1124, VIT: 1576, SPD: 32, LUK: 2, Attack: 88952, Defense: 91354, Current HP: 1710, A Avg: 93399, D Avg: 91354, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 147: HP: 978, STR: 428, VIT: 1578, SPD: 32, LUK: 1, Attack: 84538, Defense: 91356, Current HP: 978, A Avg: 88764, D Avg: 91356, [Windmill[137, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
