Rank 1000: HP: 570, STR: 742, VIT: 697, SPD: 24, LUK: 1, Attack: 85580, Defense: 90475, Current HP: 570, A Avg: 89859, D Avg: 90475, [Willow Blade[157, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 254: HP: 332, STR: 822, VIT: 1081, SPD: 24, LUK: 1, Attack: 86700, Defense: 90859, Current HP: 332, A Avg: 91035, D Avg: 90859, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 253: HP: 323, STR: 830, VIT: 1081, SPD: 24, LUK: 1, Attack: 86708, Defense: 90859, Current HP: 323, A Avg: 91043, D Avg: 90859, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 252: HP: 1159, STR: 2157, VIT: 1081, SPD: 28, LUK: 1, Attack: 86657, Defense: 90859, Current HP: 1159, A Avg: 90989, D Avg: 90859, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 251: HP: 734, STR: 252, VIT: 1086, SPD: 27, LUK: 1, Attack: 84934, Defense: 90864, Current HP: 734, A Avg: 89180, D Avg: 90864, [Thunder Whip[143, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 250: HP: 585, STR: 214, VIT: 1089, SPD: 24, LUK: 1, Attack: 85257, Defense: 90867, Current HP: 585, A Avg: 89519, D Avg: 90867, [White Snake[160, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 249: HP: 897, STR: 206, VIT: 1089, SPD: 24, LUK: 1, Attack: 85249, Defense: 90867, Current HP: 897, A Avg: 89511, D Avg: 90867, [White Snake[160, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 248: HP: 860, STR: 979, VIT: 1094, SPD: 27, LUK: 1, Attack: 87468, Defense: 90872, Current HP: 860, A Avg: 91841, D Avg: 90872, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 247: HP: 627, STR: 286, VIT: 1097, SPD: 24, LUK: 1, Attack: 86632, Defense: 90875, Current HP: 627, A Avg: 90963, D Avg: 90875, [Progress[147, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 246: HP: 946, STR: 278, VIT: 1097, SPD: 24, LUK: 1, Attack: 86624, Defense: 90875, Current HP: 946, A Avg: 90955, D Avg: 90875, [Progress[147, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 245: HP: 748, STR: 227, VIT: 1097, SPD: 24, LUK: 1, Attack: 85559, Defense: 90875, Current HP: 748, A Avg: 107804, D Avg: 90875, [Tower[149, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 244: HP: 755, STR: 183, VIT: 1097, SPD: 27, LUK: 1, Attack: 84039, Defense: 90875, Current HP: 755, A Avg: 88240, D Avg: 90875, [Emerald Sword[115, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 243: HP: 655, STR: 217, VIT: 1103, SPD: 27, LUK: 1, Attack: 84119, Defense: 90881, Current HP: 655, A Avg: 88324, D Avg: 90881, [Crossed Shuriken[136, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 242: HP: 608, STR: 576, VIT: 1105, SPD: 27, LUK: 1, Attack: 86129, Defense: 90883, Current HP: 608, A Avg: 90435, D Avg: 90883, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 241: HP: 342, STR: 273, VIT: 1107, SPD: 24, LUK: 1, Attack: 86801, Defense: 90885, Current HP: 342, A Avg: 91141, D Avg: 90885, [Moon Knuckle[153, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 240: HP: 616, STR: 265, VIT: 1107, SPD: 24, LUK: 1, Attack: 86793, Defense: 90885, Current HP: 616, A Avg: 91132, D Avg: 90885, [Moon Knuckle[153, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 239: HP: 323, STR: 830, VIT: 1107, SPD: 24, LUK: 1, Attack: 86708, Defense: 90885, Current HP: 323, A Avg: 91043, D Avg: 90885, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 238: HP: 594, STR: 822, VIT: 1107, SPD: 24, LUK: 1, Attack: 86700, Defense: 90885, Current HP: 594, A Avg: 91035, D Avg: 90885, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 237: HP: 755, STR: 243, VIT: 1111, SPD: 27, LUK: 1, Attack: 84756, Defense: 90889, Current HP: 755, A Avg: 88993, D Avg: 90889, [Maximum Iron Mass[123, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 236: HP: 779, STR: 243, VIT: 1123, SPD: 24, LUK: 1, Attack: 83969, Defense: 90901, Current HP: 779, A Avg: 88167, D Avg: 90901, [Wooden Stick[101, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 235: HP: 779, STR: 243, VIT: 1123, SPD: 24, LUK: 1, Attack: 84008, Defense: 90901, Current HP: 779, A Avg: 88208, D Avg: 90901, [Club[102, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 234: HP: 779, STR: 341, VIT: 1123, SPD: 24, LUK: 1, Attack: 84113, Defense: 90901, Current HP: 779, A Avg: 88318, D Avg: 90901, [Short Sword[103, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 233: HP: 779, STR: 376, VIT: 1123, SPD: 24, LUK: 1, Attack: 84187, Defense: 90901, Current HP: 779, A Avg: 88396, D Avg: 90901, [Long Sword[104, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 232: HP: 779, STR: 288, VIT: 1123, SPD: 24, LUK: 1, Attack: 84060, Defense: 90901, Current HP: 779, A Avg: 88263, D Avg: 90901, [Wasp Knife[105, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 231: HP: 779, STR: 265, VIT: 1123, SPD: 24, LUK: 1, Attack: 84089, Defense: 90901, Current HP: 779, A Avg: 88293, D Avg: 90901, [Stun Knuckle[106, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 230: HP: 779, STR: 407, VIT: 1123, SPD: 24, LUK: 1, Attack: 84250, Defense: 90901, Current HP: 779, A Avg: 88462, D Avg: 90901, [Battle Scythe[107, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 229: HP: 798, STR: 296, VIT: 1123, SPD: 24, LUK: 1, Attack: 84185, Defense: 90901, Current HP: 798, A Avg: 88394, D Avg: 90901, [Iron Lumps[108, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 228: HP: 779, STR: 243, VIT: 1123, SPD: 24, LUK: 1, Attack: 84011, Defense: 90901, Current HP: 779, A Avg: 88211, D Avg: 90901, [Decorative Swords[109, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 227: HP: 779, STR: 312, VIT: 1123, SPD: 24, LUK: 1, Attack: 84435, Defense: 90901, Current HP: 779, A Avg: 88656, D Avg: 90901, [Pinpoint[112, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 226: HP: 798, STR: 318, VIT: 1123, SPD: 24, LUK: 1, Attack: 84324, Defense: 90901, Current HP: 798, A Avg: 88540, D Avg: 90901, [Great Iron Mass[122, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 225: HP: 788, STR: 265, VIT: 1123, SPD: 24, LUK: 1, Attack: 84258, Defense: 90901, Current HP: 788, A Avg: 88470, D Avg: 90901, [Sword of Wood[124, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 224: HP: 931, STR: 479, VIT: 1123, SPD: 24, LUK: 1, Attack: 84667, Defense: 90901, Current HP: 931, A Avg: 88900, D Avg: 90901, [Sword of the Spirit Tree[125, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 223: HP: 788, STR: 296, VIT: 1123, SPD: 24, LUK: 1, Attack: 84295, Defense: 90901, Current HP: 788, A Avg: 88509, D Avg: 90901, [Greatsword[127, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 222: HP: 927, STR: 444, VIT: 1123, SPD: 24, LUK: 1, Attack: 84866, Defense: 90901, Current HP: 927, A Avg: 89109, D Avg: 90901, [Dreaming Sword[128, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 221: HP: 798, STR: 259, VIT: 1123, SPD: 24, LUK: 1, Attack: 84034, Defense: 90901, Current HP: 798, A Avg: 88235, D Avg: 90901, [Peacemaker[131, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 220: HP: 836, STR: 243, VIT: 1123, SPD: 24, LUK: 1, Attack: 84145, Defense: 90901, Current HP: 836, A Avg: 88352, D Avg: 90901, [Daydream[132, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 219: HP: 1235, STR: 488, VIT: 1123, SPD: 24, LUK: 1, Attack: 86171, Defense: 90901, Current HP: 1235, A Avg: 90479, D Avg: 90901, [Dancing[155, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 218: HP: 779, STR: 505, VIT: 1123, SPD: 24, LUK: 1, Attack: 85161, Defense: 90901, Current HP: 779, A Avg: 89419, D Avg: 90901, [Penetra[161, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 217: HP: 779, STR: 243, VIT: 1123, SPD: 24, LUK: 1, Attack: 85084, Defense: 90901, Current HP: 779, A Avg: 89338, D Avg: 90901, [Grand Slam[163, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 216: HP: 969, STR: 243, VIT: 1123, SPD: 24, LUK: 1, Attack: 85211, Defense: 90901, Current HP: 969, A Avg: 89471, D Avg: 90901, [Cluster Bomb[170, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 215: HP: 1349, STR: 243, VIT: 1123, SPD: 24, LUK: 1, Attack: 92429, Defense: 90901, Current HP: 1349, A Avg: 97050, D Avg: 90901, [Big Bang[171, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 214: HP: 2375, STR: 243, VIT: 1123, SPD: 24, LUK: 1, Attack: 85296, Defense: 90901, Current HP: 2375, A Avg: 89560, D Avg: 90901, [Common Key[174, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 213: HP: 1349, STR: 243, VIT: 1123, SPD: 24, LUK: 1, Attack: 86485, Defense: 90901, Current HP: 1349, A Avg: 90809, D Avg: 90901, [Droid Hammer[177, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 212: HP: 779, STR: 1091, VIT: 1123, SPD: 24, LUK: 1, Attack: 86020, Defense: 90901, Current HP: 779, A Avg: 90321, D Avg: 90901, [Jack Knife[185, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 211: HP: 779, STR: 1139, VIT: 1123, SPD: 24, LUK: 1, Attack: 85717, Defense: 90901, Current HP: 779, A Avg: 90002, D Avg: 90901, [Magical[187, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 210: HP: 779, STR: 515, VIT: 1123, SPD: 24, LUK: 1, Attack: 87566, Defense: 90901, Current HP: 779, A Avg: 91944, D Avg: 90901, [Tekken[188, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 209: HP: 779, STR: -30435, VIT: 1123, SPD: 24, LUK: 1, Attack: 68831, Defense: 90901, Current HP: 779, A Avg: 72272, D Avg: 90901, [Sword of Evil[189, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 208: HP: 779, STR: 2006, VIT: 1123, SPD: 24, LUK: 1, Attack: 89667, Defense: 90901, Current HP: 779, A Avg: 94150, D Avg: 90901, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 207: HP: 787, STR: 244, VIT: 1125, SPD: 24, LUK: 1, Attack: 85287, Defense: 90903, Current HP: 787, A Avg: 107461, D Avg: 90903, [White Snake[160, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 206: HP: 608, STR: 184, VIT: 1126, SPD: 27, LUK: 1, Attack: 84572, Defense: 90904, Current HP: 608, A Avg: 88800, D Avg: 90904, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 205: HP: 2372, STR: 1164, VIT: 1126, SPD: 27, LUK: 1, Attack: 89046, Defense: 90904, Current HP: 2372, A Avg: 93498, D Avg: 90904, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 204: HP: 608, STR: 655, VIT: 1126, SPD: 27, LUK: 1, Attack: 86299, Defense: 90904, Current HP: 608, A Avg: 90613, D Avg: 90904, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 203: HP: 817, STR: 1164, VIT: 1129, SPD: 28, LUK: 1, Attack: 87653, Defense: 90907, Current HP: 817, A Avg: 92035, D Avg: 90907, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 202: HP: 986, STR: 1760, VIT: 1131, SPD: 27, LUK: 1, Attack: 91669, Defense: 90909, Current HP: 986, A Avg: 96252, D Avg: 90909, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 201: HP: 836, STR: 316, VIT: 1133, SPD: 24, LUK: 1, Attack: 86662, Defense: 90911, Current HP: 836, A Avg: 109194, D Avg: 90911, [Progress[147, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 200: HP: 629, STR: 158, VIT: 1136, SPD: 27, LUK: 1, Attack: 84346, Defense: 90914, Current HP: 629, A Avg: 88563, D Avg: 90914, [Cagliostro[133, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 199: HP: 912, STR: 442, VIT: 1138, SPD: 24, LUK: 1, Attack: 84409, Defense: 90916, Current HP: 912, A Avg: 88629, D Avg: 90916, [Phantom Sword[117, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 198: HP: 589, STR: 790, VIT: 1139, SPD: 28, LUK: 1, Attack: 86343, Defense: 90917, Current HP: 589, A Avg: 90660, D Avg: 90917, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 197: HP: 506, STR: 304, VIT: 1143, SPD: 24, LUK: 1, Attack: 86832, Defense: 90921, Current HP: 506, A Avg: 109408, D Avg: 90921, [Moon Knuckle[153, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 196: HP: 484, STR: 860, VIT: 1143, SPD: 24, LUK: 1, Attack: 86738, Defense: 90921, Current HP: 484, A Avg: 109289, D Avg: 90921, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 195: HP: 577, STR: 270, VIT: 1145, SPD: 27, LUK: 1, Attack: 84380, Defense: 90923, Current HP: 577, A Avg: 88599, D Avg: 90923, [Windmill[137, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 194: HP: 566, STR: 234, VIT: 1148, SPD: 27, LUK: 1, Attack: 84234, Defense: 90926, Current HP: 566, A Avg: 88445, D Avg: 90926, [Kirisame[129, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 193: HP: 734, STR: 243, VIT: 1148, SPD: 27, LUK: 1, Attack: 84364, Defense: 90926, Current HP: 734, A Avg: 88582, D Avg: 90926, [Black Kirisame[130, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 192: HP: 722, STR: 316, VIT: 1148, SPD: 27, LUK: 1, Attack: 86064, Defense: 90926, Current HP: 722, A Avg: 90367, D Avg: 90926, [Scythe of the Grim Reaper[148, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 191: HP: 788, STR: 288, VIT: 1149, SPD: 24, LUK: 1, Attack: 84131, Defense: 90927, Current HP: 788, A Avg: 88337, D Avg: 90927, [Salamander[110, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 190: HP: 779, STR: 426, VIT: 1149, SPD: 24, LUK: 1, Attack: 84510, Defense: 90927, Current HP: 779, A Avg: 88735, D Avg: 90927, [Phantom Scythe[116, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 189: HP: 788, STR: 288, VIT: 1149, SPD: 24, LUK: 1, Attack: 84160, Defense: 90927, Current HP: 788, A Avg: 88368, D Avg: 90927, [Undine[118, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 188: HP: 788, STR: 288, VIT: 1149, SPD: 24, LUK: 1, Attack: 84187, Defense: 90927, Current HP: 788, A Avg: 88396, D Avg: 90927, [Sylph[119, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 187: HP: 788, STR: 288, VIT: 1149, SPD: 24, LUK: 1, Attack: 84214, Defense: 90927, Current HP: 788, A Avg: 88424, D Avg: 90927, [Gnome[120, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 186: HP: 755, STR: 243, VIT: 1150, SPD: 27, LUK: 1, Attack: 84353, Defense: 90928, Current HP: 755, A Avg: 88570, D Avg: 90928, [Serpent[144, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 185: HP: 560, STR: 668, VIT: 1154, SPD: 24, LUK: 1, Attack: 86546, Defense: 90932, Current HP: 560, A Avg: 90873, D Avg: 90932, [God Hand[179, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 184: HP: 551, STR: 494, VIT: 1154, SPD: 24, LUK: 1, Attack: 86372, Defense: 90932, Current HP: 551, A Avg: 90690, D Avg: 90932, [God Hand[179, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 183: HP: 522, STR: 710, VIT: 1154, SPD: 24, LUK: 1, Attack: 86250, Defense: 90932, Current HP: 522, A Avg: 90562, D Avg: 90932, [Zodiac[184, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 182: HP: 513, STR: 718, VIT: 1154, SPD: 24, LUK: 1, Attack: 86258, Defense: 90932, Current HP: 513, A Avg: 90570, D Avg: 90932, [Zodiac[184, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 181: HP: 823, STR: 297, VIT: 1156, SPD: 27, LUK: 1, Attack: 85263, Defense: 90934, Current HP: 823, A Avg: 89526, D Avg: 90934, [Red Shark[134, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 180: HP: 589, STR: 426, VIT: 1158, SPD: 28, LUK: 1, Attack: 84814, Defense: 90936, Current HP: 589, A Avg: 89054, D Avg: 90936, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 179: HP: 2185, STR: 1336, VIT: 1158, SPD: 28, LUK: 1, Attack: 89218, Defense: 90936, Current HP: 2185, A Avg: 93678, D Avg: 90936, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 178: HP: 589, STR: 863, VIT: 1158, SPD: 28, LUK: 1, Attack: 86507, Defense: 90936, Current HP: 589, A Avg: 90832, D Avg: 90936, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 177: HP: 779, STR: 407, VIT: 1159, SPD: 24, LUK: 1, Attack: 84283, Defense: 90937, Current HP: 779, A Avg: 88497, D Avg: 90937, [Tornado[111, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 176: HP: 912, STR: 396, VIT: 1159, SPD: 24, LUK: 1, Attack: 84421, Defense: 90937, Current HP: 912, A Avg: 88642, D Avg: 90937, [Fairy Sword[113, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 175: HP: 779, STR: 448, VIT: 1159, SPD: 24, LUK: 1, Attack: 84597, Defense: 90937, Current HP: 779, A Avg: 88826, D Avg: 90937, [Giant Tornado[114, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 174: HP: 792, STR: 296, VIT: 1159, SPD: 24, LUK: 1, Attack: 84112, Defense: 90937, Current HP: 792, A Avg: 88317, D Avg: 90937, [Hand Axe[140, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 173: HP: 798, STR: 310, VIT: 1159, SPD: 24, LUK: 1, Attack: 84303, Defense: 90937, Current HP: 798, A Avg: 88518, D Avg: 90937, [Wooden Boomerang[167, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 172: HP: 849, STR: 299, VIT: 1162, SPD: 24, LUK: 1, Attack: 84097, Defense: 90940, Current HP: 849, A Avg: 88301, D Avg: 90940, [Ninja[135, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 171: HP: 817, STR: 267, VIT: 1162, SPD: 24, LUK: 1, Attack: 88434, Defense: 90940, Current HP: 817, A Avg: 92855, D Avg: 90940, [Basic[169, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 170: HP: 860, STR: 234, VIT: 1164, SPD: 27, LUK: 1, Attack: 84552, Defense: 90942, Current HP: 860, A Avg: 88779, D Avg: 90942, [Ruby Knuckle[151, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 169: HP: 794, STR: 407, VIT: 1164, SPD: 24, LUK: 1, Attack: 84413, Defense: 90942, Current HP: 794, A Avg: 88633, D Avg: 90942, [Crescent[141, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 168: HP: 551, STR: 494, VIT: 1180, SPD: 24, LUK: 1, Attack: 86372, Defense: 90958, Current HP: 551, A Avg: 90690, D Avg: 90958, [God Hand[179, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 167: HP: 858, STR: 486, VIT: 1180, SPD: 24, LUK: 1, Attack: 86364, Defense: 90958, Current HP: 858, A Avg: 90682, D Avg: 90958, [God Hand[179, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 166: HP: 513, STR: 718, VIT: 1180, SPD: 24, LUK: 1, Attack: 86258, Defense: 90958, Current HP: 513, A Avg: 90570, D Avg: 90958, [Zodiac[184, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 165: HP: 814, STR: 710, VIT: 1180, SPD: 24, LUK: 1, Attack: 86250, Defense: 90958, Current HP: 814, A Avg: 90562, D Avg: 90958, [Zodiac[184, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 164: HP: 931, STR: 348, VIT: 1185, SPD: 24, LUK: 1, Attack: 85030, Defense: 90963, Current HP: 931, A Avg: 89281, D Avg: 90963, [Thunder Whip[143, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 163: HP: 747, STR: 266, VIT: 1187, SPD: 27, LUK: 1, Attack: 84376, Defense: 90965, Current HP: 747, A Avg: 88594, D Avg: 90965, [Dragon Killer[139, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 162: HP: 734, STR: 270, VIT: 1187, SPD: 27, LUK: 1, Attack: 84783, Defense: 90965, Current HP: 734, A Avg: 89022, D Avg: 90965, [Volcano[142, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 161: HP: 755, STR: 266, VIT: 1190, SPD: 27, LUK: 1, Attack: 86235, Defense: 90968, Current HP: 755, A Avg: 90546, D Avg: 90968, [Fire Chariot[138, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 160: HP: 734, STR: 414, VIT: 1192, SPD: 27, LUK: 1, Attack: 85148, Defense: 90970, Current HP: 734, A Avg: 89405, D Avg: 90970, [Irruption[154, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 159: HP: 950, STR: 396, VIT: 1195, SPD: 24, LUK: 1, Attack: 84252, Defense: 90973, Current HP: 950, A Avg: 88464, D Avg: 90973, [Emerald Sword[115, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 158: HP: 2042, STR: 3244, VIT: 1195, SPD: 24, LUK: 1, Attack: 89057, Defense: 90973, Current HP: 2042, A Avg: 93509, D Avg: 90973, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 157: HP: 2033, STR: 3257, VIT: 1195, SPD: 24, LUK: 1, Attack: 89070, Defense: 90973, Current HP: 2033, A Avg: 93523, D Avg: 90973, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
