Rank 1000: HP: 1363, STR: 1702, VIT: 1710, SPD: 56, LUK: 1, Attack: 87242, Defense: 91488, Current HP: 1363, A Avg: 91604, D Avg: 91488, [Zodiac[184, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 231: HP: 1694, STR: 499, VIT: 2464, SPD: 56, LUK: 1, Attack: 85149, Defense: 92242, Current HP: 1694, A Avg: 107287, D Avg: 92242, [Diamond Knuckle[152, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 230: HP: 924, STR: 704, VIT: 2469, SPD: 56, LUK: 1, Attack: 85542, Defense: 92247, Current HP: 924, A Avg: 107782, D Avg: 92247, [Classic[168, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 229: HP: 740, STR: 280, VIT: 2471, SPD: 59, LUK: 1, Attack: 84668, Defense: 92249, Current HP: 740, A Avg: 105835, D Avg: 92249, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 228: HP: 4820, STR: 2575, VIT: 2471, SPD: 59, LUK: 1, Attack: 90457, Defense: 92249, Current HP: 4820, A Avg: 113071, D Avg: 92249, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 227: HP: 740, STR: 1382, VIT: 2471, SPD: 59, LUK: 1, Attack: 87026, Defense: 92249, Current HP: 740, A Avg: 108782, D Avg: 92249, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 226: HP: 1049, STR: 230, VIT: 2480, SPD: 63, LUK: 1, Attack: 84418, Defense: 92258, Current HP: 1049, A Avg: 88638, D Avg: 92258, [Cagliostro[133, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 225: HP: 997, STR: 486, VIT: 2489, SPD: 63, LUK: 1, Attack: 84596, Defense: 92267, Current HP: 997, A Avg: 88825, D Avg: 92267, [Windmill[137, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 224: HP: 986, STR: 414, VIT: 2492, SPD: 63, LUK: 1, Attack: 84414, Defense: 92270, Current HP: 986, A Avg: 88634, D Avg: 92270, [Kirisame[129, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 223: HP: 1364, STR: 423, VIT: 2492, SPD: 63, LUK: 1, Attack: 84544, Defense: 92270, Current HP: 1364, A Avg: 88771, D Avg: 92270, [Black Kirisame[130, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 222: HP: 1352, STR: 604, VIT: 2492, SPD: 63, LUK: 1, Attack: 86352, Defense: 92270, Current HP: 1352, A Avg: 90669, D Avg: 92270, [Scythe of the Grim Reaper[148, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 221: HP: 1385, STR: 423, VIT: 2494, SPD: 63, LUK: 1, Attack: 84533, Defense: 92272, Current HP: 1385, A Avg: 88759, D Avg: 92272, [Serpent[144, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 220: HP: 1900, STR: 616, VIT: 2495, SPD: 56, LUK: 1, Attack: 84472, Defense: 92273, Current HP: 1900, A Avg: 88695, D Avg: 92273, [Emerald Sword[115, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 219: HP: 4322, STR: 4128, VIT: 2495, SPD: 56, LUK: 1, Attack: 89941, Defense: 92273, Current HP: 4322, A Avg: 94438, D Avg: 92273, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 218: HP: 4313, STR: 4141, VIT: 2495, SPD: 56, LUK: 1, Attack: 89954, Defense: 92273, Current HP: 4313, A Avg: 94451, D Avg: 92273, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 217: HP: 1579, STR: 549, VIT: 2500, SPD: 63, LUK: 1, Attack: 85515, Defense: 92278, Current HP: 1579, A Avg: 89790, D Avg: 92278, [Red Shark[134, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 216: HP: 1732, STR: 510, VIT: 2501, SPD: 56, LUK: 1, Attack: 84412, Defense: 92279, Current HP: 1732, A Avg: 88632, D Avg: 92279, [Crossed Shuriken[136, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 215: HP: 1700, STR: 414, VIT: 2508, SPD: 63, LUK: 1, Attack: 84732, Defense: 92286, Current HP: 1700, A Avg: 88968, D Avg: 92286, [Ruby Knuckle[151, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 214: HP: 1900, STR: 564, VIT: 2508, SPD: 56, LUK: 1, Attack: 85077, Defense: 92286, Current HP: 1900, A Avg: 89330, D Avg: 92286, [Maximum Iron Mass[123, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 213: HP: 1349, STR: 1882, VIT: 2515, SPD: 66, LUK: 1, Attack: 87435, Defense: 92293, Current HP: 1349, A Avg: 91806, D Avg: 92293, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 212: HP: 1240, STR: 635, VIT: 2519, SPD: 56, LUK: 1, Attack: 85678, Defense: 92297, Current HP: 1240, A Avg: 89961, D Avg: 92297, [White Snake[160, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 211: HP: 1231, STR: 470, VIT: 2519, SPD: 56, LUK: 1, Attack: 85513, Defense: 92297, Current HP: 1231, A Avg: 89788, D Avg: 92297, [White Snake[160, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 210: HP: 4313, STR: 5097, VIT: 2521, SPD: 56, LUK: 1, Attack: 90910, Defense: 92299, Current HP: 4313, A Avg: 95455, D Avg: 92299, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 209: HP: 5214, STR: 4128, VIT: 2521, SPD: 56, LUK: 1, Attack: 89941, Defense: 92299, Current HP: 5214, A Avg: 94438, D Avg: 92299, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 208: HP: 1396, STR: 866, VIT: 2527, SPD: 56, LUK: 1, Attack: 87212, Defense: 92305, Current HP: 1396, A Avg: 91572, D Avg: 92305, [Progress[147, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 207: HP: 1387, STR: 638, VIT: 2527, SPD: 56, LUK: 1, Attack: 86984, Defense: 92305, Current HP: 1387, A Avg: 91333, D Avg: 92305, [Progress[147, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 206: HP: 1320, STR: 825, VIT: 2527, SPD: 56, LUK: 1, Attack: 85663, Defense: 92305, Current HP: 1320, A Avg: 107935, D Avg: 92305, [Willow Blade[157, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 205: HP: 2178, STR: 684, VIT: 2527, SPD: 56, LUK: 1, Attack: 85607, Defense: 92305, Current HP: 2178, A Avg: 107864, D Avg: 92305, [Pangaea[164, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 204: HP: 1364, STR: 774, VIT: 2536, SPD: 63, LUK: 1, Attack: 85508, Defense: 92314, Current HP: 1364, A Avg: 89783, D Avg: 92314, [Irruption[154, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 203: HP: 1577, STR: 2308, VIT: 2537, SPD: 66, LUK: 1, Attack: 88797, Defense: 92315, Current HP: 1577, A Avg: 93236, D Avg: 92315, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 202: HP: 1231, STR: 470, VIT: 2545, SPD: 56, LUK: 1, Attack: 85513, Defense: 92323, Current HP: 1231, A Avg: 89788, D Avg: 92323, [White Snake[160, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 201: HP: 1645, STR: 462, VIT: 2545, SPD: 56, LUK: 1, Attack: 85505, Defense: 92323, Current HP: 1645, A Avg: 89780, D Avg: 92323, [White Snake[160, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 200: HP: 1387, STR: 638, VIT: 2553, SPD: 56, LUK: 1, Attack: 86984, Defense: 92331, Current HP: 1387, A Avg: 91333, D Avg: 92331, [Progress[147, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 199: HP: 1826, STR: 630, VIT: 2553, SPD: 56, LUK: 1, Attack: 86976, Defense: 92331, Current HP: 1826, A Avg: 91324, D Avg: 92331, [Progress[147, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 198: HP: 1408, STR: 483, VIT: 2553, SPD: 56, LUK: 1, Attack: 85815, Defense: 92331, Current HP: 1408, A Avg: 108126, D Avg: 92331, [Tower[149, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 197: HP: 1596, STR: 393, VIT: 2584, SPD: 56, LUK: 1, Attack: 84581, Defense: 92362, Current HP: 1596, A Avg: 88810, D Avg: 92362, [Cagliostro[133, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 196: HP: 1335, STR: 482, VIT: 2587, SPD: 63, LUK: 1, Attack: 84592, Defense: 92365, Current HP: 1335, A Avg: 88821, D Avg: 92365, [Dragon Killer[139, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 195: HP: 1364, STR: 486, VIT: 2587, SPD: 63, LUK: 1, Attack: 84999, Defense: 92365, Current HP: 1364, A Avg: 89248, D Avg: 92365, [Volcano[142, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 194: HP: 731, STR: 761, VIT: 2589, SPD: 56, LUK: 1, Attack: 87289, Defense: 92367, Current HP: 731, A Avg: 91653, D Avg: 92367, [Moon Knuckle[153, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 193: HP: 722, STR: 561, VIT: 2589, SPD: 56, LUK: 1, Attack: 87089, Defense: 92367, Current HP: 722, A Avg: 91443, D Avg: 92367, [Moon Knuckle[153, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 192: HP: 712, STR: 1974, VIT: 2589, SPD: 56, LUK: 1, Attack: 87852, Defense: 92367, Current HP: 712, A Avg: 92244, D Avg: 92367, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 191: HP: 703, STR: 1982, VIT: 2589, SPD: 56, LUK: 1, Attack: 87860, Defense: 92367, Current HP: 703, A Avg: 92253, D Avg: 92367, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 190: HP: 1385, STR: 482, VIT: 2590, SPD: 63, LUK: 1, Attack: 86451, Defense: 92368, Current HP: 1385, A Avg: 90773, D Avg: 92368, [Fire Chariot[138, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 189: HP: 1548, STR: 620, VIT: 2592, SPD: 56, LUK: 1, Attack: 84730, Defense: 92370, Current HP: 1548, A Avg: 88966, D Avg: 92370, [Windmill[137, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 188: HP: 1539, STR: 765, VIT: 2594, SPD: 56, LUK: 1, Attack: 84765, Defense: 92372, Current HP: 1539, A Avg: 89003, D Avg: 92372, [Kirisame[129, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 187: HP: 1881, STR: 776, VIT: 2594, SPD: 56, LUK: 1, Attack: 84897, Defense: 92372, Current HP: 1881, A Avg: 89141, D Avg: 92372, [Black Kirisame[130, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 186: HP: 1869, STR: 998, VIT: 2594, SPD: 56, LUK: 1, Attack: 86746, Defense: 92372, Current HP: 1869, A Avg: 91083, D Avg: 92372, [Scythe of the Grim Reaper[148, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 185: HP: 1900, STR: 564, VIT: 2597, SPD: 56, LUK: 1, Attack: 84674, Defense: 92375, Current HP: 1900, A Avg: 88907, D Avg: 92375, [Serpent[144, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 184: HP: 2074, STR: 930, VIT: 2602, SPD: 56, LUK: 1, Attack: 85896, Defense: 92380, Current HP: 2074, A Avg: 90190, D Avg: 92380, [Red Shark[134, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 183: HP: 1721, STR: 615, VIT: 2604, SPD: 63, LUK: 1, Attack: 85713, Defense: 92382, Current HP: 1721, A Avg: 89998, D Avg: 92382, [Yggdrasil[126, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 182: HP: 1364, STR: 559, VIT: 2604, SPD: 63, LUK: 1, Attack: 85384, Defense: 92382, Current HP: 1364, A Avg: 89653, D Avg: 92382, [Kraken[145, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 181: HP: 1427, STR: 484, VIT: 2604, SPD: 63, LUK: 1, Attack: 85296, Defense: 92382, Current HP: 1427, A Avg: 89560, D Avg: 92382, [Granada[150, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 180: HP: 1507, STR: 493, VIT: 2609, SPD: 63, LUK: 1, Attack: 84525, Defense: 92387, Current HP: 1507, A Avg: 88751, D Avg: 92387, [Alucard[146, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 179: HP: 2185, STR: 556, VIT: 2610, SPD: 56, LUK: 1, Attack: 84874, Defense: 92388, Current HP: 2185, A Avg: 89117, D Avg: 92388, [Ruby Knuckle[151, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 178: HP: 5104, STR: 4243, VIT: 2610, SPD: 56, LUK: 1, Attack: 90056, Defense: 92388, Current HP: 5104, A Avg: 113470, D Avg: 92388, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 177: HP: 722, STR: 561, VIT: 2615, SPD: 56, LUK: 1, Attack: 87089, Defense: 92393, Current HP: 722, A Avg: 91443, D Avg: 92393, [Moon Knuckle[153, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 176: HP: 1056, STR: 553, VIT: 2615, SPD: 56, LUK: 1, Attack: 87081, Defense: 92393, Current HP: 1056, A Avg: 91435, D Avg: 92393, [Moon Knuckle[153, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 175: HP: 703, STR: 1982, VIT: 2615, SPD: 56, LUK: 1, Attack: 87860, Defense: 92393, Current HP: 703, A Avg: 92253, D Avg: 92393, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 174: HP: 1034, STR: 1974, VIT: 2615, SPD: 56, LUK: 1, Attack: 87852, Defense: 92393, Current HP: 1034, A Avg: 92244, D Avg: 92393, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 173: HP: 3971, STR: 2939, VIT: 4830, SPD: 56, LUK: 1, Attack: 90767, Defense: 92398, Current HP: 3971, A Avg: 95305, D Avg: 92398, [Stargazer[183, 0, 0, 0], Storm Wall[242, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 172: HP: 1539, STR: 360, VIT: 6739, SPD: 56, LUK: 1, Attack: 84748, Defense: 92409, Current HP: 1539, A Avg: 88985, D Avg: 92409, [Encryption Key[173, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 171: HP: 5415, STR: 1805, VIT: 6739, SPD: 56, LUK: 1, Attack: 89687, Defense: 92409, Current HP: 5415, A Avg: 94171, D Avg: 92409, [Wild Card[175, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 170: HP: 1539, STR: 1054, VIT: 6739, SPD: 56, LUK: 1, Attack: 86698, Defense: 92409, Current HP: 1539, A Avg: 91032, D Avg: 92409, [Portal Sword[176, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 169: HP: 1535, STR: 532, VIT: 2633, SPD: 56, LUK: 1, Attack: 85575, Defense: 92411, Current HP: 1535, A Avg: 107824, D Avg: 92411, [White Snake[160, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 168: HP: 1881, STR: 1205, VIT: 2636, SPD: 56, LUK: 1, Attack: 85939, Defense: 92414, Current HP: 1881, A Avg: 90235, D Avg: 92414, [Irruption[154, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 167: HP: 1716, STR: 700, VIT: 2641, SPD: 56, LUK: 1, Attack: 87046, Defense: 92419, Current HP: 1716, A Avg: 109677, D Avg: 92419, [Progress[147, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 166: HP: 4503, STR: 4258, VIT: 2651, SPD: 56, LUK: 1, Attack: 90071, Defense: 92429, Current HP: 4503, A Avg: 94574, D Avg: 92429, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 165: HP: 3102, STR: 1664, VIT: 2656, SPD: 56, LUK: 2, Attack: 89492, Defense: 92434, Current HP: 3102, A Avg: 93966, D Avg: 92434, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 164: HP: 2565, STR: 3551, VIT: 2656, SPD: 56, LUK: 1, Attack: 91379, Defense: 92434, Current HP: 2565, A Avg: 95947, D Avg: 92434, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 163: HP: 2565, STR: 1772, VIT: 2656, SPD: 56, LUK: 2, Attack: 89600, Defense: 92434, Current HP: 2565, A Avg: 94080, D Avg: 92434, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 162: HP: 3915, STR: 1616, VIT: 2664, SPD: 56, LUK: 1, Attack: 89444, Defense: 92442, Current HP: 3915, A Avg: 93916, D Avg: 92442, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 161: HP: 2603, STR: 1616, VIT: 2664, SPD: 101, LUK: 1, Attack: 89444, Defense: 92442, Current HP: 2603, A Avg: 93916, D Avg: 110930, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 160: HP: 4351, STR: 1664, VIT: 2664, SPD: 56, LUK: 1, Attack: 89492, Defense: 92442, Current HP: 4351, A Avg: 93966, D Avg: 92442, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 159: HP: 1364, STR: 484, VIT: 2671, SPD: 63, LUK: 1, Attack: 84425, Defense: 92449, Current HP: 1364, A Avg: 88646, D Avg: 92449, [Rusty Knife[156, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 158: HP: 2584, STR: 2222, VIT: 2672, SPD: 90, LUK: 1, Attack: 90050, Defense: 92450, Current HP: 2584, A Avg: 94552, D Avg: 92450, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 157: HP: 2584, STR: 1632, VIT: 2672, SPD: 56, LUK: 2, Attack: 89460, Defense: 92450, Current HP: 2584, A Avg: 93933, D Avg: 92450, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 156: HP: 2565, STR: 2677, VIT: 2672, SPD: 56, LUK: 1, Attack: 90505, Defense: 92450, Current HP: 2565, A Avg: 95030, D Avg: 92450, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 155: HP: 3876, STR: 2591, VIT: 5664, SPD: 56, LUK: 1, Attack: 90419, Defense: 92452, Current HP: 3876, A Avg: 94939, D Avg: 92452, [Stargazer[183, 0, 0, 0], Golem Shield[245, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 154: HP: 4060, STR: 1624, VIT: 2680, SPD: 56, LUK: 1, Attack: 89452, Defense: 92458, Current HP: 4060, A Avg: 93924, D Avg: 92458, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 153: HP: 1854, STR: 617, VIT: 2683, SPD: 56, LUK: 1, Attack: 84727, Defense: 92461, Current HP: 1854, A Avg: 88963, D Avg: 92461, [Dragon Killer[139, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 152: HP: 1881, STR: 853, VIT: 2683, SPD: 56, LUK: 1, Attack: 85366, Defense: 92461, Current HP: 1881, A Avg: 89634, D Avg: 92461, [Volcano[142, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 151: HP: 1900, STR: 617, VIT: 2685, SPD: 56, LUK: 1, Attack: 86586, Defense: 92463, Current HP: 1900, A Avg: 90915, D Avg: 92463, [Fire Chariot[138, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 150: HP: 2622, STR: 1919, VIT: 2688, SPD: 90, LUK: 1, Attack: 89747, Defense: 92466, Current HP: 2622, A Avg: 94234, D Avg: 92466, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 149: HP: 2660, STR: 2677, VIT: 2688, SPD: 56, LUK: 1, Attack: 90505, Defense: 92466, Current HP: 2660, A Avg: 97292, D Avg: 92466, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 148: HP: 3674, STR: 2204, VIT: 4900, SPD: 63, LUK: 1, Attack: 90032, Defense: 92468, Current HP: 3674, A Avg: 94533, D Avg: 92468, [Stargazer[183, 0, 0, 0], Storm Wall[242, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 147: HP: 2204, STR: 1012, VIT: 2698, SPD: 56, LUK: 1, Attack: 86110, Defense: 92476, Current HP: 2204, A Avg: 90415, D Avg: 92476, [Yggdrasil[126, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 146: HP: 1881, STR: 686, VIT: 2698, SPD: 56, LUK: 1, Attack: 85511, Defense: 92476, Current HP: 1881, A Avg: 89786, D Avg: 92476, [Kraken[145, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 145: HP: 1938, STR: 619, VIT: 2698, SPD: 56, LUK: 1, Attack: 85431, Defense: 92476, Current HP: 1938, A Avg: 89702, D Avg: 92476, [Granada[150, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 144: HP: 1364, STR: 432, VIT: 2699, SPD: 63, LUK: 1, Attack: 85907, Defense: 92477, Current HP: 1364, A Avg: 90202, D Avg: 92477, [Elemental[121, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 143: HP: 1721, STR: 572, VIT: 2699, SPD: 63, LUK: 1, Attack: 85222, Defense: 92477, Current HP: 1721, A Avg: 89483, D Avg: 92477, [Diamond Knuckle[152, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 142: HP: 946, STR: 624, VIT: 2703, SPD: 56, LUK: 1, Attack: 87152, Defense: 92481, Current HP: 946, A Avg: 109811, D Avg: 92481, [Moon Knuckle[153, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 141: HP: 924, STR: 2044, VIT: 2703, SPD: 56, LUK: 1, Attack: 87922, Defense: 92481, Current HP: 924, A Avg: 110781, D Avg: 92481, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 140: HP: 2010, STR: 1019, VIT: 2703, SPD: 56, LUK: 1, Attack: 85051, Defense: 92481, Current HP: 2010, A Avg: 89303, D Avg: 92481, [Alucard[146, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 139: HP: 986, STR: 802, VIT: 2704, SPD: 63, LUK: 1, Attack: 85640, Defense: 92482, Current HP: 986, A Avg: 89922, D Avg: 92482, [Classic[168, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 138: HP: 1028, STR: 408, VIT: 2710, SPD: 63, LUK: 1, Attack: 84796, Defense: 92488, Current HP: 1028, A Avg: 89035, D Avg: 92488, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 137: HP: 5312, STR: 2788, VIT: 2710, SPD: 63, LUK: 1, Attack: 90670, Defense: 92488, Current HP: 5312, A Avg: 95203, D Avg: 92488, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 136: HP: 1028, STR: 1551, VIT: 2710, SPD: 63, LUK: 1, Attack: 87195, Defense: 92488, Current HP: 1028, A Avg: 91554, D Avg: 92488, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 135: HP: 1881, STR: 619, VIT: 2761, SPD: 56, LUK: 1, Attack: 84560, Defense: 92539, Current HP: 1881, A Avg: 88788, D Avg: 92539, [Rusty Knife[156, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 134: HP: 940, STR: 1592, VIT: 2766, SPD: 56, LUK: 1, Attack: 87470, Defense: 92544, Current HP: 940, A Avg: 91843, D Avg: 92544, [God Hand[179, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
