Rank 1000: HP: 1606, STR: 345, VIT: 641949, SPD: 72, LUK: 1, Attack: 84156, Defense: 726189, Current HP: 1606, A Avg: 88363, D Avg: 726189, [Long Sword[104, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 233: HP: 2757, STR: 540, VIT: 642880, SPD: 72, LUK: 1, Attack: 85053, Defense: 729096, Current HP: 2757, A Avg: 89305, D Avg: 729096, [Volcano[142, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 232: HP: 1671, STR: 1333, VIT: 644261, SPD: 72, LUK: 1, Attack: 87822, Defense: 729099, Current HP: 1671, A Avg: 92213, D Avg: 729099, [Cuttlefish[178, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 231: HP: 2778, STR: 536, VIT: 642883, SPD: 72, LUK: 1, Attack: 86505, Defense: 729099, Current HP: 2778, A Avg: 90830, D Avg: 729099, [Fire Chariot[138, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 230: HP: 3166, STR: 687, VIT: 642898, SPD: 72, LUK: 1, Attack: 85785, Defense: 729114, Current HP: 3166, A Avg: 90074, D Avg: 729114, [Yggdrasil[126, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 229: HP: 2757, STR: 622, VIT: 642898, SPD: 72, LUK: 1, Attack: 85447, Defense: 729114, Current HP: 2757, A Avg: 89719, D Avg: 729114, [Kraken[145, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 228: HP: 2820, STR: 538, VIT: 642898, SPD: 72, LUK: 1, Attack: 85350, Defense: 729114, Current HP: 2820, A Avg: 89617, D Avg: 729114, [Granada[150, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 227: HP: 2921, STR: 547, VIT: 642903, SPD: 72, LUK: 1, Attack: 84579, Defense: 729119, Current HP: 2921, A Avg: 88807, D Avg: 729119, [Alucard[146, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 226: HP: 2456, STR: 1906, VIT: 644150, SPD: 72, LUK: 1, Attack: 87240, Defense: 729144, Current HP: 2456, A Avg: 91602, D Avg: 729144, [Impulse[166, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 225: HP: 3370, STR: 880, VIT: 643240, SPD: 72, LUK: 1, Attack: 86433, Defense: 729157, Current HP: 3370, A Avg: 90754, D Avg: 729157, [Hammer of Justice[186, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 224: HP: 1606, STR: 345, VIT: 644324, SPD: 72, LUK: 1, Attack: 84733, Defense: 729188, Current HP: 1606, A Avg: 88969, D Avg: 729188, [Encryption Key[173, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 223: HP: 6520, STR: 2100, VIT: 644324, SPD: 72, LUK: 1, Attack: 89982, Defense: 729188, Current HP: 6520, A Avg: 94481, D Avg: 729188, [Wild Card[175, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 222: HP: 1606, STR: 1188, VIT: 644324, SPD: 72, LUK: 1, Attack: 86832, Defense: 729188, Current HP: 1606, A Avg: 91173, D Avg: 729188, [Portal Sword[176, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 221: HP: 2757, STR: 538, VIT: 642982, SPD: 72, LUK: 1, Attack: 84479, Defense: 729198, Current HP: 2757, A Avg: 88702, D Avg: 729198, [Rusty Knife[156, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 220: HP: 3622, STR: 1184, VIT: 643295, SPD: 72, LUK: 1, Attack: 87673, Defense: 729212, Current HP: 3622, A Avg: 92056, D Avg: 729212, [Cuttlefish[178, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 219: HP: 2757, STR: 477, VIT: 643011, SPD: 72, LUK: 1, Attack: 85952, Defense: 729227, Current HP: 2757, A Avg: 90249, D Avg: 729227, [Elemental[121, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 218: HP: 3166, STR: 635, VIT: 643011, SPD: 72, LUK: 1, Attack: 85285, Defense: 729227, Current HP: 3166, A Avg: 89549, D Avg: 729227, [Diamond Knuckle[152, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 217: HP: 2326, STR: 901, VIT: 643017, SPD: 72, LUK: 1, Attack: 85739, Defense: 729233, Current HP: 2326, A Avg: 90025, D Avg: 729233, [Classic[168, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 216: HP: 1511, STR: 1339, VIT: 644240, SPD: 72, LUK: 1, Attack: 86892, Defense: 729234, Current HP: 1511, A Avg: 91236, D Avg: 729234, [Hammer of Justice[186, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 215: HP: 2246, STR: 1447, VIT: 644281, SPD: 72, LUK: 1, Attack: 86781, Defense: 729249, Current HP: 2246, A Avg: 91120, D Avg: 729249, [Impulse[166, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 214: HP: 3874, STR: 2221, VIT: 645012, SPD: 72, LUK: 1, Attack: 90049, Defense: 729252, Current HP: 3874, A Avg: 94551, D Avg: 729252, [Stargazer[183, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 213: HP: 1763, STR: 1643, VIT: 644295, SPD: 72, LUK: 1, Attack: 88132, Defense: 729289, Current HP: 1763, A Avg: 92538, D Avg: 729289, [Cuttlefish[178, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 212: HP: 2757, STR: 1056, VIT: 643095, SPD: 72, LUK: 1, Attack: 85894, Defense: 729311, Current HP: 2757, A Avg: 90188, D Avg: 729311, [Willow Blade[157, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 211: HP: 3681, STR: 880, VIT: 643095, SPD: 72, LUK: 1, Attack: 85803, Defense: 729311, Current HP: 3681, A Avg: 90093, D Avg: 729311, [Pangaea[164, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 210: HP: 1301, STR: 880, VIT: 644371, SPD: 72, LUK: 1, Attack: 86433, Defense: 729339, Current HP: 1301, A Avg: 90754, D Avg: 729339, [Hammer of Justice[186, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 209: HP: 2841, STR: 617, VIT: 643124, SPD: 72, LUK: 1, Attack: 85949, Defense: 729340, Current HP: 2841, A Avg: 90246, D Avg: 729340, [Tower[149, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 208: HP: 6841, STR: 3101, VIT: 643159, SPD: 72, LUK: 1, Attack: 88914, Defense: 729375, Current HP: 6841, A Avg: 93359, D Avg: 729375, [Spear of Regression[182, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 207: HP: 1553, STR: 1184, VIT: 644426, SPD: 72, LUK: 1, Attack: 87673, Defense: 729394, Current HP: 1553, A Avg: 92056, D Avg: 729394, [Cuttlefish[178, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 206: HP: 2984, STR: 682, VIT: 643228, SPD: 72, LUK: 1, Attack: 85725, Defense: 729444, Current HP: 2984, A Avg: 90011, D Avg: 729444, [White Snake[160, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 205: HP: 3187, STR: 898, VIT: 643237, SPD: 72, LUK: 1, Attack: 87244, Defense: 729453, Current HP: 3187, A Avg: 91606, D Avg: 729453, [Progress[147, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 204: HP: 1606, STR: 399, VIT: 642671, SPD: 72, LUK: 1, Attack: 84125, Defense: 729472, Current HP: 1606, A Avg: 88331, D Avg: 729472, [Wooden Stick[101, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 203: HP: 1606, STR: 399, VIT: 642671, SPD: 72, LUK: 1, Attack: 84164, Defense: 729472, Current HP: 1606, A Avg: 88372, D Avg: 729472, [Club[102, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 202: HP: 1606, STR: 405, VIT: 642671, SPD: 72, LUK: 1, Attack: 84177, Defense: 729472, Current HP: 1606, A Avg: 88385, D Avg: 729472, [Short Sword[103, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 201: HP: 1606, STR: 478, VIT: 642671, SPD: 72, LUK: 1, Attack: 84289, Defense: 729472, Current HP: 1606, A Avg: 88503, D Avg: 729472, [Long Sword[104, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 200: HP: 1606, STR: 540, VIT: 642671, SPD: 72, LUK: 1, Attack: 84312, Defense: 729472, Current HP: 1606, A Avg: 88527, D Avg: 729472, [Wasp Knife[105, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 199: HP: 1606, STR: 469, VIT: 642671, SPD: 72, LUK: 1, Attack: 84293, Defense: 729472, Current HP: 1606, A Avg: 88507, D Avg: 729472, [Stun Knuckle[106, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 198: HP: 1606, STR: 549, VIT: 642671, SPD: 72, LUK: 1, Attack: 84392, Defense: 729472, Current HP: 1606, A Avg: 88611, D Avg: 729472, [Battle Scythe[107, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 197: HP: 1627, STR: 549, VIT: 642671, SPD: 72, LUK: 1, Attack: 84438, Defense: 729472, Current HP: 1627, A Avg: 88659, D Avg: 729472, [Iron Lumps[108, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 196: HP: 1606, STR: 399, VIT: 642671, SPD: 72, LUK: 1, Attack: 84167, Defense: 729472, Current HP: 1606, A Avg: 88375, D Avg: 729472, [Decorative Swords[109, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 195: HP: 1606, STR: 567, VIT: 642671, SPD: 72, LUK: 1, Attack: 84690, Defense: 729472, Current HP: 1606, A Avg: 88924, D Avg: 729472, [Pinpoint[112, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 194: HP: 1627, STR: 619, VIT: 642671, SPD: 72, LUK: 1, Attack: 84625, Defense: 729472, Current HP: 1627, A Avg: 88856, D Avg: 729472, [Great Iron Mass[122, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 193: HP: 1616, STR: 469, VIT: 642671, SPD: 72, LUK: 1, Attack: 84462, Defense: 729472, Current HP: 1616, A Avg: 88685, D Avg: 729472, [Sword of Wood[124, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 192: HP: 2036, STR: 698, VIT: 642671, SPD: 72, LUK: 1, Attack: 84886, Defense: 729472, Current HP: 2036, A Avg: 89130, D Avg: 729472, [Sword of the Spirit Tree[125, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 191: HP: 1616, STR: 549, VIT: 642671, SPD: 72, LUK: 1, Attack: 84548, Defense: 729472, Current HP: 1616, A Avg: 88775, D Avg: 729472, [Greatsword[127, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 190: HP: 2032, STR: 624, VIT: 642671, SPD: 72, LUK: 1, Attack: 85046, Defense: 729472, Current HP: 2032, A Avg: 89298, D Avg: 729472, [Dreaming Sword[128, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 189: HP: 2635, STR: 750, VIT: 642671, SPD: 72, LUK: 1, Attack: 86433, Defense: 729472, Current HP: 2635, A Avg: 90754, D Avg: 729472, [Dancing[155, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 188: HP: 1606, STR: 1189, VIT: 642671, SPD: 72, LUK: 1, Attack: 85845, Defense: 729472, Current HP: 1606, A Avg: 90137, D Avg: 729472, [Penetra[161, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 187: HP: 1606, STR: 399, VIT: 642671, SPD: 72, LUK: 1, Attack: 85240, Defense: 729472, Current HP: 1606, A Avg: 89502, D Avg: 729472, [Grand Slam[163, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 186: HP: 1816, STR: 399, VIT: 642671, SPD: 72, LUK: 1, Attack: 85367, Defense: 729472, Current HP: 1816, A Avg: 89635, D Avg: 729472, [Cluster Bomb[170, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 185: HP: 2236, STR: 399, VIT: 642671, SPD: 72, LUK: 1, Attack: 92585, Defense: 729472, Current HP: 2236, A Avg: 97214, D Avg: 729472, [Big Bang[171, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 184: HP: 6520, STR: 399, VIT: 642671, SPD: 72, LUK: 1, Attack: 85452, Defense: 729472, Current HP: 6520, A Avg: 89724, D Avg: 729472, [Common Key[174, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 183: HP: 2236, STR: 399, VIT: 642671, SPD: 72, LUK: 1, Attack: 86641, Defense: 729472, Current HP: 2236, A Avg: 90973, D Avg: 729472, [Droid Hammer[177, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 182: HP: 1606, STR: 2253, VIT: 642671, SPD: 72, LUK: 1, Attack: 87182, Defense: 729472, Current HP: 1606, A Avg: 91541, D Avg: 729472, [Jack Knife[185, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 181: HP: 1606, STR: 3207, VIT: 642671, SPD: 72, LUK: 1, Attack: 87785, Defense: 729472, Current HP: 1606, A Avg: 92174, D Avg: 729472, [Magical[187, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 180: HP: 1606, STR: 930, VIT: 642671, SPD: 72, LUK: 1, Attack: 87981, Defense: 729472, Current HP: 1606, A Avg: 92380, D Avg: 729472, [Tekken[188, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 179: HP: 1606, STR: -69731, VIT: 642671, SPD: 72, LUK: 1, Attack: 29535, Defense: 729472, Current HP: 1606, A Avg: 31011, D Avg: 729472, [Sword of Evil[189, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 178: HP: 1606, STR: 3567, VIT: 642671, SPD: 72, LUK: 1, Attack: 91228, Defense: 729472, Current HP: 1606, A Avg: 95789, D Avg: 729472, [Neural Edge[190, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 177: HP: 2015, STR: 622, VIT: 642689, SPD: 72, LUK: 1, Attack: 84589, Defense: 729490, Current HP: 2015, A Avg: 88818, D Avg: 729490, [Phantom Sword[117, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 176: HP: 1616, STR: 540, VIT: 642700, SPD: 72, LUK: 1, Attack: 84383, Defense: 729501, Current HP: 1616, A Avg: 88602, D Avg: 729501, [Salamander[110, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 175: HP: 1606, STR: 610, VIT: 642700, SPD: 72, LUK: 1, Attack: 84694, Defense: 729501, Current HP: 1606, A Avg: 88928, D Avg: 729501, [Phantom Scythe[116, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 174: HP: 1616, STR: 540, VIT: 642700, SPD: 72, LUK: 1, Attack: 84412, Defense: 729501, Current HP: 1616, A Avg: 88632, D Avg: 729501, [Undine[118, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 173: HP: 1616, STR: 540, VIT: 642700, SPD: 72, LUK: 1, Attack: 84439, Defense: 729501, Current HP: 1616, A Avg: 88660, D Avg: 729501, [Sylph[119, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 172: HP: 1616, STR: 540, VIT: 642700, SPD: 72, LUK: 1, Attack: 84466, Defense: 729501, Current HP: 1616, A Avg: 88689, D Avg: 729501, [Gnome[120, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 171: HP: 1648, STR: 426, VIT: 642715, SPD: 72, LUK: 1, Attack: 88593, Defense: 729516, Current HP: 1648, A Avg: 93022, D Avg: 729516, [Basic[169, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 170: HP: 2347, STR: 793, VIT: 643321, SPD: 72, LUK: 1, Attack: 87321, Defense: 729537, Current HP: 2347, A Avg: 91687, D Avg: 729537, [Moon Knuckle[153, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 169: HP: 2326, STR: 2635, VIT: 643321, SPD: 72, LUK: 1, Attack: 88513, Defense: 729537, Current HP: 2326, A Avg: 92938, D Avg: 729537, [Blue Sword[180, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 168: HP: 1606, STR: 549, VIT: 642785, SPD: 72, LUK: 1, Attack: 84425, Defense: 729586, Current HP: 1606, A Avg: 88646, D Avg: 729586, [Tornado[111, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 167: HP: 2015, STR: 540, VIT: 642785, SPD: 72, LUK: 1, Attack: 84565, Defense: 729586, Current HP: 2015, A Avg: 88793, D Avg: 729586, [Fairy Sword[113, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 166: HP: 1606, STR: 628, VIT: 642785, SPD: 72, LUK: 1, Attack: 84777, Defense: 729586, Current HP: 1606, A Avg: 89015, D Avg: 729586, [Giant Tornado[114, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 165: HP: 1621, STR: 549, VIT: 642785, SPD: 72, LUK: 1, Attack: 84365, Defense: 729586, Current HP: 1621, A Avg: 88583, D Avg: 729586, [Hand Axe[140, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 164: HP: 1627, STR: 610, VIT: 642785, SPD: 72, LUK: 1, Attack: 84603, Defense: 729586, Current HP: 1627, A Avg: 88833, D Avg: 729586, [Wooden Boomerang[167, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 163: HP: 1789, STR: 552, VIT: 642787, SPD: 72, LUK: 1, Attack: 84350, Defense: 729588, Current HP: 1789, A Avg: 88567, D Avg: 729588, [Ninja[135, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 162: HP: 2026, STR: 2791, VIT: 642787, SPD: 72, LUK: 1, Attack: 92700, Defense: 729588, Current HP: 2026, A Avg: 97335, D Avg: 729588, [Spectral Sword Shigure[172, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 161: HP: 1623, STR: 549, VIT: 642790, SPD: 72, LUK: 1, Attack: 84555, Defense: 729591, Current HP: 1623, A Avg: 88782, D Avg: 729591, [Crescent[141, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 160: HP: 2036, STR: 698, VIT: 642814, SPD: 72, LUK: 1, Attack: 85380, Defense: 729615, Current HP: 2036, A Avg: 89649, D Avg: 729615, [Thunder Whip[143, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 159: HP: 1419, STR: 327, VIT: 644820, SPD: 72, LUK: 1, Attack: 84715, Defense: 729658, Current HP: 1419, A Avg: 88950, D Avg: 729658, [Encryption Key[173, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 158: HP: 6333, STR: 2082, VIT: 644820, SPD: 72, LUK: 1, Attack: 89964, Defense: 729658, Current HP: 6333, A Avg: 94462, D Avg: 729658, [Wild Card[175, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 157: HP: 1419, STR: 1170, VIT: 644820, SPD: 72, LUK: 1, Attack: 86814, Defense: 729658, Current HP: 1419, A Avg: 91154, D Avg: 729658, [Portal Sword[176, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 156: HP: 2057, STR: 540, VIT: 642898, SPD: 72, LUK: 1, Attack: 84396, Defense: 729699, Current HP: 2057, A Avg: 88615, D Avg: 729699, [Emerald Sword[115, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 155: HP: 1852, STR: 619, VIT: 642903, SPD: 72, LUK: 1, Attack: 84521, Defense: 729704, Current HP: 1852, A Avg: 88747, D Avg: 729704, [Crossed Shuriken[136, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 154: HP: 2057, STR: 689, VIT: 642912, SPD: 72, LUK: 1, Attack: 85202, Defense: 729713, Current HP: 2057, A Avg: 89462, D Avg: 729713, [Maximum Iron Mass[123, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 153: HP: 2578, STR: 1582, VIT: 643547, SPD: 72, LUK: 1, Attack: 87460, Defense: 729763, Current HP: 2578, A Avg: 91833, D Avg: 729763, [God Hand[179, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 152: HP: 2536, STR: 2284, VIT: 643547, SPD: 72, LUK: 1, Attack: 87824, Defense: 729763, Current HP: 2536, A Avg: 92215, D Avg: 729763, [Zodiac[184, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 151: HP: 3370, STR: 178, VIT: 643855, SPD: 72, LUK: 1, Attack: 84566, Defense: 729772, Current HP: 3370, A Avg: 88794, D Avg: 729772, [Encryption Key[173, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 150: HP: 8284, STR: 1933, VIT: 643855, SPD: 72, LUK: 1, Attack: 89815, Defense: 729772, Current HP: 8284, A Avg: 94305, D Avg: 729772, [Wild Card[175, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 149: HP: 3370, STR: 1020, VIT: 643855, SPD: 72, LUK: 1, Attack: 86664, Defense: 729772, Current HP: 3370, A Avg: 90997, D Avg: 729772, [Portal Sword[176, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 148: HP: 1616, STR: 761, VIT: 643019, SPD: 72, LUK: 1, Attack: 84871, Defense: 729820, Current HP: 1616, A Avg: 89114, D Avg: 729820, [Windmill[137, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 147: HP: 3702, STR: 538, VIT: 643605, SPD: 72, LUK: 1, Attack: 85246, Defense: 729821, Current HP: 3702, A Avg: 89508, D Avg: 729821, [Thin Blade[158, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 146: HP: 1606, STR: 680, VIT: 643022, SPD: 72, LUK: 1, Attack: 84680, Defense: 729823, Current HP: 1606, A Avg: 88914, D Avg: 729823, [Kirisame[129, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 145: HP: 2036, STR: 689, VIT: 643022, SPD: 72, LUK: 1, Attack: 84810, Defense: 729823, Current HP: 2036, A Avg: 89050, D Avg: 729823, [Black Kirisame[130, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 144: HP: 2024, STR: 898, VIT: 643022, SPD: 72, LUK: 1, Attack: 86646, Defense: 729823, Current HP: 2024, A Avg: 90978, D Avg: 729823, [Scythe of the Grim Reaper[148, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 143: HP: 2057, STR: 689, VIT: 643025, SPD: 72, LUK: 1, Attack: 84799, Defense: 729826, Current HP: 2057, A Avg: 89038, D Avg: 729826, [Serpent[144, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 142: HP: 2282, STR: 833, VIT: 643031, SPD: 72, LUK: 1, Attack: 85799, Defense: 729832, Current HP: 2282, A Avg: 90088, D Avg: 729832, [Red Shark[134, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 141: HP: 2425, STR: 680, VIT: 643040, SPD: 72, LUK: 1, Attack: 84998, Defense: 729841, Current HP: 2425, A Avg: 89247, D Avg: 729841, [Ruby Knuckle[151, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 140: HP: 1511, STR: 637, VIT: 644855, SPD: 72, LUK: 1, Attack: 85025, Defense: 729849, Current HP: 1511, A Avg: 89276, D Avg: 729849, [Encryption Key[173, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 139: HP: 6425, STR: 2392, VIT: 644855, SPD: 72, LUK: 1, Attack: 90274, Defense: 729849, Current HP: 6425, A Avg: 94787, D Avg: 729849, [Wild Card[175, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 138: HP: 1511, STR: 1479, VIT: 644855, SPD: 72, LUK: 1, Attack: 87123, Defense: 729849, Current HP: 1511, A Avg: 91479, D Avg: 729849, [Portal Sword[176, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 137: HP: 3702, STR: 934, VIT: 643634, SPD: 72, LUK: 1, Attack: 86786, Defense: 729850, Current HP: 3702, A Avg: 91125, D Avg: 729850, [Santoku[159, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 136: HP: 2036, STR: 1085, VIT: 643069, SPD: 72, LUK: 1, Attack: 85819, Defense: 729870, Current HP: 2036, A Avg: 90109, D Avg: 729870, [Irruption[154, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 135: HP: 2956, STR: 2232, VIT: 643669, SPD: 72, LUK: 1, Attack: 86732, Defense: 729885, Current HP: 2956, A Avg: 91068, D Avg: 729885, [Divine Dragon Sword[181, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 134: HP: 3330, STR: 824, VIT: 643675, SPD: 72, LUK: 1, Attack: 86468, Defense: 729891, Current HP: 3330, A Avg: 90791, D Avg: 729891, [Gladius[162, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
