Rank 1000: HP: 1553, STR: 428, VIT: 477737, SPD: 54, LUK: 1, Attack: 86397, Defense: 561574, Current HP: 1553, A Avg: 90716, D Avg: 561574, [Fire Chariot[138, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 195: HP: 1885, STR: 631, VIT: 478456, SPD: 54, LUK: 1, Attack: 87159, Defense: 564672, Current HP: 1885, A Avg: 91516, D Avg: 564672, [Moon Knuckle[153, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 194: HP: 1864, STR: 1987, VIT: 478456, SPD: 54, LUK: 1, Attack: 87865, Defense: 564672, Current HP: 1864, A Avg: 92258, D Avg: 564672, [Blue Sword[180, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 193: HP: 3139, STR: 1814, VIT: 479854, SPD: 54, LUK: 1, Attack: 89642, Defense: 564718, Current HP: 3139, A Avg: 94124, D Avg: 564718, [Stargazer[183, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 192: HP: 2845, STR: 160, VIT: 478816, SPD: 54, LUK: 1, Attack: 84548, Defense: 564733, Current HP: 2845, A Avg: 88775, D Avg: 564733, [Encryption Key[173, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 191: HP: 6499, STR: 1465, VIT: 478816, SPD: 54, LUK: 1, Attack: 89347, Defense: 564733, Current HP: 6499, A Avg: 93814, D Avg: 564733, [Wild Card[175, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 190: HP: 2845, STR: 786, VIT: 478816, SPD: 54, LUK: 1, Attack: 86430, Defense: 564733, Current HP: 2845, A Avg: 90751, D Avg: 564733, [Portal Sword[176, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 189: HP: 1291, STR: 327, VIT: 477980, SPD: 54, LUK: 1, Attack: 84053, Defense: 564781, Current HP: 1291, A Avg: 88255, D Avg: 564781, [Wooden Stick[101, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 188: HP: 1291, STR: 327, VIT: 477980, SPD: 54, LUK: 1, Attack: 84092, Defense: 564781, Current HP: 1291, A Avg: 88296, D Avg: 564781, [Club[102, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 187: HP: 1291, STR: 333, VIT: 477980, SPD: 54, LUK: 1, Attack: 84105, Defense: 564781, Current HP: 1291, A Avg: 88310, D Avg: 564781, [Short Sword[103, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 186: HP: 1291, STR: 388, VIT: 477980, SPD: 54, LUK: 1, Attack: 84199, Defense: 564781, Current HP: 1291, A Avg: 88408, D Avg: 564781, [Long Sword[104, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 185: HP: 1291, STR: 432, VIT: 477980, SPD: 54, LUK: 1, Attack: 84204, Defense: 564781, Current HP: 1291, A Avg: 88414, D Avg: 564781, [Wasp Knife[105, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 184: HP: 1291, STR: 379, VIT: 477980, SPD: 54, LUK: 1, Attack: 84203, Defense: 564781, Current HP: 1291, A Avg: 88413, D Avg: 564781, [Stun Knuckle[106, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 183: HP: 1291, STR: 441, VIT: 477980, SPD: 54, LUK: 1, Attack: 84284, Defense: 564781, Current HP: 1291, A Avg: 88498, D Avg: 564781, [Battle Scythe[107, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 182: HP: 1312, STR: 441, VIT: 477980, SPD: 54, LUK: 1, Attack: 84330, Defense: 564781, Current HP: 1312, A Avg: 88546, D Avg: 564781, [Iron Lumps[108, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 181: HP: 1291, STR: 327, VIT: 477980, SPD: 54, LUK: 1, Attack: 84095, Defense: 564781, Current HP: 1291, A Avg: 88299, D Avg: 564781, [Decorative Swords[109, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 180: HP: 1291, STR: 459, VIT: 477980, SPD: 54, LUK: 1, Attack: 84582, Defense: 564781, Current HP: 1291, A Avg: 88811, D Avg: 564781, [Pinpoint[112, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 179: HP: 1312, STR: 493, VIT: 477980, SPD: 54, LUK: 1, Attack: 84499, Defense: 564781, Current HP: 1312, A Avg: 88723, D Avg: 564781, [Great Iron Mass[122, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 178: HP: 1301, STR: 379, VIT: 477980, SPD: 54, LUK: 1, Attack: 84372, Defense: 564781, Current HP: 1301, A Avg: 88590, D Avg: 564781, [Sword of Wood[124, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 177: HP: 1616, STR: 554, VIT: 477980, SPD: 54, LUK: 1, Attack: 84742, Defense: 564781, Current HP: 1616, A Avg: 88979, D Avg: 564781, [Sword of the Spirit Tree[125, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 176: HP: 1301, STR: 441, VIT: 477980, SPD: 54, LUK: 1, Attack: 84440, Defense: 564781, Current HP: 1301, A Avg: 88662, D Avg: 564781, [Greatsword[127, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 175: HP: 1612, STR: 498, VIT: 477980, SPD: 54, LUK: 1, Attack: 84920, Defense: 564781, Current HP: 1612, A Avg: 89166, D Avg: 564781, [Dreaming Sword[128, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 174: HP: 2110, STR: 588, VIT: 477980, SPD: 54, LUK: 1, Attack: 86271, Defense: 564781, Current HP: 2110, A Avg: 90584, D Avg: 564781, [Dancing[155, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 173: HP: 1291, STR: 919, VIT: 477980, SPD: 54, LUK: 1, Attack: 85575, Defense: 564781, Current HP: 1291, A Avg: 89853, D Avg: 564781, [Penetra[161, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 172: HP: 1291, STR: 327, VIT: 477980, SPD: 54, LUK: 1, Attack: 85168, Defense: 564781, Current HP: 1291, A Avg: 89426, D Avg: 564781, [Grand Slam[163, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 171: HP: 1501, STR: 327, VIT: 477980, SPD: 54, LUK: 1, Attack: 85295, Defense: 564781, Current HP: 1501, A Avg: 89559, D Avg: 564781, [Cluster Bomb[170, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 170: HP: 1921, STR: 327, VIT: 477980, SPD: 54, LUK: 1, Attack: 92513, Defense: 564781, Current HP: 1921, A Avg: 97138, D Avg: 564781, [Big Bang[171, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 169: HP: 4945, STR: 327, VIT: 477980, SPD: 54, LUK: 1, Attack: 85380, Defense: 564781, Current HP: 4945, A Avg: 89649, D Avg: 564781, [Common Key[174, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 168: HP: 1921, STR: 327, VIT: 477980, SPD: 54, LUK: 1, Attack: 86569, Defense: 564781, Current HP: 1921, A Avg: 90897, D Avg: 564781, [Droid Hammer[177, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 167: HP: 1291, STR: 1821, VIT: 477980, SPD: 54, LUK: 1, Attack: 86750, Defense: 564781, Current HP: 1291, A Avg: 91087, D Avg: 564781, [Jack Knife[185, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 166: HP: 1291, STR: 2415, VIT: 477980, SPD: 54, LUK: 1, Attack: 86993, Defense: 564781, Current HP: 1291, A Avg: 91342, D Avg: 564781, [Magical[187, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 165: HP: 1291, STR: 768, VIT: 477980, SPD: 54, LUK: 1, Attack: 87819, Defense: 564781, Current HP: 1291, A Avg: 92209, D Avg: 564781, [Tekken[188, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 164: HP: 1291, STR: -51821, VIT: 477980, SPD: 54, LUK: 1, Attack: 47445, Defense: 564781, Current HP: 1291, A Avg: 49817, D Avg: 564781, [Sword of Evil[189, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 163: HP: 1291, STR: 2775, VIT: 477980, SPD: 54, LUK: 1, Attack: 90436, Defense: 564781, Current HP: 1291, A Avg: 94957, D Avg: 564781, [Neural Edge[190, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 162: HP: 1595, STR: 496, VIT: 477998, SPD: 54, LUK: 1, Attack: 84463, Defense: 564799, Current HP: 1595, A Avg: 88686, D Avg: 564799, [Phantom Sword[117, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 161: HP: 1301, STR: 432, VIT: 478009, SPD: 54, LUK: 1, Attack: 84275, Defense: 564810, Current HP: 1301, A Avg: 88488, D Avg: 564810, [Salamander[110, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 160: HP: 1291, STR: 484, VIT: 478009, SPD: 54, LUK: 1, Attack: 84568, Defense: 564810, Current HP: 1291, A Avg: 88796, D Avg: 564810, [Phantom Scythe[116, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 159: HP: 1301, STR: 432, VIT: 478009, SPD: 54, LUK: 1, Attack: 84304, Defense: 564810, Current HP: 1301, A Avg: 88519, D Avg: 564810, [Undine[118, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 158: HP: 1301, STR: 432, VIT: 478009, SPD: 54, LUK: 1, Attack: 84331, Defense: 564810, Current HP: 1301, A Avg: 88547, D Avg: 564810, [Sylph[119, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 157: HP: 1301, STR: 432, VIT: 478009, SPD: 54, LUK: 1, Attack: 84358, Defense: 564810, Current HP: 1301, A Avg: 88575, D Avg: 564810, [Gnome[120, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 156: HP: 1333, STR: 354, VIT: 478024, SPD: 54, LUK: 1, Attack: 88521, Defense: 564825, Current HP: 1333, A Avg: 92947, D Avg: 564825, [Basic[169, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 155: HP: 2116, STR: 1204, VIT: 478624, SPD: 54, LUK: 1, Attack: 87082, Defense: 564840, Current HP: 2116, A Avg: 91436, D Avg: 564840, [God Hand[179, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 154: HP: 2074, STR: 1726, VIT: 478624, SPD: 54, LUK: 1, Attack: 87266, Defense: 564840, Current HP: 2074, A Avg: 91629, D Avg: 564840, [Zodiac[184, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 153: HP: 1291, STR: 441, VIT: 478065, SPD: 54, LUK: 1, Attack: 84317, Defense: 564866, Current HP: 1291, A Avg: 88532, D Avg: 564866, [Tornado[111, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 152: HP: 1595, STR: 432, VIT: 478065, SPD: 54, LUK: 1, Attack: 84457, Defense: 564866, Current HP: 1595, A Avg: 88679, D Avg: 564866, [Fairy Sword[113, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 151: HP: 1291, STR: 502, VIT: 478065, SPD: 54, LUK: 1, Attack: 84651, Defense: 564866, Current HP: 1291, A Avg: 88883, D Avg: 564866, [Giant Tornado[114, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 150: HP: 1306, STR: 441, VIT: 478065, SPD: 54, LUK: 1, Attack: 84257, Defense: 564866, Current HP: 1306, A Avg: 88469, D Avg: 564866, [Hand Axe[140, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 149: HP: 1312, STR: 484, VIT: 478065, SPD: 54, LUK: 1, Attack: 84477, Defense: 564866, Current HP: 1312, A Avg: 88700, D Avg: 564866, [Wooden Boomerang[167, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 148: HP: 1432, STR: 444, VIT: 478067, SPD: 54, LUK: 1, Attack: 84242, Defense: 564868, Current HP: 1432, A Avg: 88454, D Avg: 564868, [Ninja[135, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 147: HP: 1308, STR: 441, VIT: 478070, SPD: 54, LUK: 1, Attack: 84447, Defense: 564871, Current HP: 1308, A Avg: 88669, D Avg: 564871, [Crescent[141, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 146: HP: 1616, STR: 554, VIT: 478094, SPD: 54, LUK: 1, Attack: 85236, Defense: 564895, Current HP: 1616, A Avg: 89497, D Avg: 564895, [Thunder Whip[143, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 145: HP: 1711, STR: 2413, VIT: 478096, SPD: 54, LUK: 1, Attack: 92322, Defense: 564897, Current HP: 1711, A Avg: 96938, D Avg: 564897, [Spectral Sword Shigure[172, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 144: HP: 2925, STR: 430, VIT: 478682, SPD: 54, LUK: 1, Attack: 85138, Defense: 564898, Current HP: 2925, A Avg: 89394, D Avg: 564898, [Thin Blade[158, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 143: HP: 2925, STR: 736, VIT: 478711, SPD: 54, LUK: 1, Attack: 86588, Defense: 564927, Current HP: 2925, A Avg: 90917, D Avg: 564927, [Santoku[159, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 142: HP: 2616, STR: 644, VIT: 478723, SPD: 54, LUK: 1, Attack: 86288, Defense: 564939, Current HP: 2616, A Avg: 90602, D Avg: 564939, [Gladius[162, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 141: HP: 1637, STR: 432, VIT: 478149, SPD: 54, LUK: 1, Attack: 84288, Defense: 564950, Current HP: 1637, A Avg: 88502, D Avg: 564950, [Emerald Sword[115, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 140: HP: 1474, STR: 493, VIT: 478154, SPD: 54, LUK: 1, Attack: 84395, Defense: 564955, Current HP: 1474, A Avg: 88614, D Avg: 564955, [Crossed Shuriken[136, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 139: HP: 1637, STR: 545, VIT: 478163, SPD: 54, LUK: 1, Attack: 85058, Defense: 564964, Current HP: 1637, A Avg: 89310, D Avg: 564964, [Maximum Iron Mass[123, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 138: HP: 1864, STR: 1123, VIT: 478792, SPD: 54, LUK: 1, Attack: 85911, Defense: 565008, Current HP: 1864, A Avg: 90206, D Avg: 565008, [Pulse Knife[165, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 137: HP: 2494, STR: 1872, VIT: 478804, SPD: 54, LUK: 1, Attack: 86372, Defense: 565020, Current HP: 2494, A Avg: 90690, D Avg: 565020, [Divine Dragon Sword[181, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 136: HP: 1301, STR: 599, VIT: 478241, SPD: 54, LUK: 1, Attack: 84709, Defense: 565042, Current HP: 1301, A Avg: 88944, D Avg: 565042, [Windmill[137, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 135: HP: 1291, STR: 536, VIT: 478244, SPD: 54, LUK: 1, Attack: 84536, Defense: 565045, Current HP: 1291, A Avg: 88762, D Avg: 565045, [Kirisame[129, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 134: HP: 1616, STR: 545, VIT: 478244, SPD: 54, LUK: 1, Attack: 84666, Defense: 565045, Current HP: 1616, A Avg: 88899, D Avg: 565045, [Black Kirisame[130, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 133: HP: 1604, STR: 700, VIT: 478244, SPD: 54, LUK: 1, Attack: 86448, Defense: 565045, Current HP: 1604, A Avg: 90770, D Avg: 565045, [Scythe of the Grim Reaper[148, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 132: HP: 1637, STR: 545, VIT: 478247, SPD: 54, LUK: 1, Attack: 84655, Defense: 565048, Current HP: 1637, A Avg: 88887, D Avg: 565048, [Serpent[144, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 131: HP: 1799, STR: 653, VIT: 478253, SPD: 54, LUK: 1, Attack: 85619, Defense: 565054, Current HP: 1799, A Avg: 89899, D Avg: 565054, [Red Shark[134, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 130: HP: 1900, STR: 536, VIT: 478262, SPD: 54, LUK: 1, Attack: 84854, Defense: 565063, Current HP: 1900, A Avg: 89096, D Avg: 565063, [Ruby Knuckle[151, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 129: HP: 1616, STR: 851, VIT: 478291, SPD: 54, LUK: 1, Attack: 85585, Defense: 565092, Current HP: 1616, A Avg: 89864, D Avg: 565092, [Irruption[154, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 128: HP: 2973, STR: 1796, VIT: 480263, SPD: 54, LUK: 1, Attack: 89624, Defense: 565101, Current HP: 2973, A Avg: 94105, D Avg: 565101, [Stargazer[183, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 127: HP: 1598, STR: 595, VIT: 478328, SPD: 54, LUK: 1, Attack: 84705, Defense: 565129, Current HP: 1598, A Avg: 88940, D Avg: 565129, [Dragon Killer[139, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 126: HP: 1616, STR: 599, VIT: 478328, SPD: 54, LUK: 1, Attack: 85112, Defense: 565129, Current HP: 1616, A Avg: 89367, D Avg: 565129, [Volcano[142, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 125: HP: 1637, STR: 595, VIT: 478331, SPD: 54, LUK: 1, Attack: 86564, Defense: 565132, Current HP: 1637, A Avg: 90892, D Avg: 565132, [Fire Chariot[138, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 124: HP: 1921, STR: 711, VIT: 478346, SPD: 54, LUK: 1, Attack: 85809, Defense: 565147, Current HP: 1921, A Avg: 90099, D Avg: 565147, [Yggdrasil[126, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 123: HP: 1616, STR: 664, VIT: 478346, SPD: 54, LUK: 1, Attack: 85489, Defense: 565147, Current HP: 1616, A Avg: 89763, D Avg: 565147, [Kraken[145, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 122: HP: 1738, STR: 606, VIT: 478352, SPD: 54, LUK: 1, Attack: 84638, Defense: 565153, Current HP: 1738, A Avg: 88869, D Avg: 565153, [Alucard[146, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 121: HP: 2599, STR: 1159, VIT: 478964, SPD: 54, LUK: 1, Attack: 86493, Defense: 565180, Current HP: 2599, A Avg: 90817, D Avg: 565180, [Impulse[166, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 120: HP: 1616, STR: 597, VIT: 478401, SPD: 54, LUK: 1, Attack: 84538, Defense: 565202, Current HP: 1616, A Avg: 88764, D Avg: 565202, [Rusty Knife[156, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 119: HP: 1616, STR: 554, VIT: 478430, SPD: 54, LUK: 1, Attack: 86029, Defense: 565231, Current HP: 1616, A Avg: 90330, D Avg: 565231, [Elemental[121, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 118: HP: 1921, STR: 676, VIT: 478430, SPD: 54, LUK: 1, Attack: 85326, Defense: 565231, Current HP: 1921, A Avg: 89592, D Avg: 565231, [Diamond Knuckle[152, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 117: HP: 1291, STR: 871, VIT: 478436, SPD: 54, LUK: 1, Attack: 85709, Defense: 565237, Current HP: 1291, A Avg: 89994, D Avg: 565237, [Classic[168, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 116: HP: 1616, STR: 990, VIT: 478485, SPD: 54, LUK: 1, Attack: 85828, Defense: 565286, Current HP: 1616, A Avg: 90119, D Avg: 565286, [Willow Blade[157, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 115: HP: 1864, STR: 682, VIT: 479082, SPD: 54, LUK: 1, Attack: 86235, Defense: 565298, Current HP: 1864, A Avg: 90546, D Avg: 565298, [Hammer of Justice[186, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 114: HP: 2939, STR: 1683, VIT: 480341, SPD: 54, LUK: 1, Attack: 89511, Defense: 565309, Current HP: 2939, A Avg: 93986, D Avg: 565309, [Stargazer[183, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 113: HP: 1700, STR: 658, VIT: 478514, SPD: 54, LUK: 1, Attack: 85990, Defense: 565315, Current HP: 1700, A Avg: 90289, D Avg: 565315, [Tower[149, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 112: HP: 2116, STR: 968, VIT: 479109, SPD: 54, LUK: 1, Attack: 87457, Defense: 565325, Current HP: 2116, A Avg: 91829, D Avg: 565325, [Cuttlefish[178, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 111: HP: 3149, STR: 2052, VIT: 480356, SPD: 54, LUK: 1, Attack: 89880, Defense: 565350, Current HP: 3149, A Avg: 94374, D Avg: 565350, [Stargazer[183, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 110: HP: 1801, STR: 705, VIT: 478589, SPD: 54, LUK: 1, Attack: 85748, Defense: 565390, Current HP: 1801, A Avg: 90035, D Avg: 565390, [White Snake[160, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 109: HP: 1942, STR: 867, VIT: 478598, SPD: 54, LUK: 1, Attack: 87213, Defense: 565399, Current HP: 1942, A Avg: 91573, D Avg: 565399, [Progress[147, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 108: HP: 4756, STR: 2962, VIT: 478607, SPD: 54, LUK: 1, Attack: 88775, Defense: 565408, Current HP: 4756, A Avg: 93213, D Avg: 565408, [Spear of Regression[182, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 107: HP: 4693, STR: 1683, VIT: 479500, SPD: 54, LUK: 1, Attack: 89511, Defense: 565417, Current HP: 4693, A Avg: 93986, D Avg: 565417, [Stargazer[183, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 106: HP: 1312, STR: 799, VIT: 478653, SPD: 54, LUK: 1, Attack: 87327, Defense: 565454, Current HP: 1312, A Avg: 91693, D Avg: 565454, [Moon Knuckle[153, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 105: HP: 1291, STR: 2154, VIT: 478653, SPD: 54, LUK: 1, Attack: 88032, Defense: 565454, Current HP: 1291, A Avg: 92433, D Avg: 565454, [Blue Sword[180, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 104: HP: 1543, STR: 1371, VIT: 478821, SPD: 54, LUK: 1, Attack: 87249, Defense: 565622, Current HP: 1543, A Avg: 91611, D Avg: 565622, [God Hand[179, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 103: HP: 1501, STR: 1893, VIT: 478821, SPD: 54, LUK: 1, Attack: 87433, Defense: 565622, Current HP: 1501, A Avg: 91804, D Avg: 565622, [Zodiac[184, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 102: HP: 2351, STR: 597, VIT: 478879, SPD: 54, LUK: 1, Attack: 85305, Defense: 565680, Current HP: 2351, A Avg: 89570, D Avg: 565680, [Thin Blade[158, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 101: HP: 1864, STR: 160, VIT: 479465, SPD: 54, LUK: 1, Attack: 84548, Defense: 565681, Current HP: 1864, A Avg: 88775, D Avg: 565681, [Encryption Key[173, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 100: HP: 5518, STR: 1465, VIT: 479465, SPD: 54, LUK: 1, Attack: 89347, Defense: 565681, Current HP: 5518, A Avg: 93814, D Avg: 565681, [Wild Card[175, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 099: HP: 1864, STR: 786, VIT: 479465, SPD: 54, LUK: 1, Attack: 86430, Defense: 565681, Current HP: 1864, A Avg: 90751, D Avg: 565681, [Portal Sword[176, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 098: HP: 2351, STR: 903, VIT: 478908, SPD: 54, LUK: 1, Attack: 86755, Defense: 565709, Current HP: 2351, A Avg: 91092, D Avg: 565709, [Santoku[159, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 097: HP: 2043, STR: 811, VIT: 478920, SPD: 54, LUK: 1, Attack: 86455, Defense: 565721, Current HP: 2043, A Avg: 90777, D Avg: 565721, [Gladius[162, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 096: HP: 1291, STR: 1290, VIT: 478990, SPD: 54, LUK: 1, Attack: 86078, Defense: 565791, Current HP: 1291, A Avg: 90381, D Avg: 565791, [Pulse Knife[165, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
