Rank 1000: HP: 171, STR: 101, VIT: 48, SPD: 1, LUK: 1, Attack: 84107, Defense: 89826, Current HP: 171, A Avg: 90415, D Avg: 89826, [Great Iron Mass[122, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 219: HP: 272, STR: 288, VIT: 196, SPD: 1, LUK: 1, Attack: 85076, Defense: 89974, Current HP: 272, A Avg: 89329, D Avg: 89974, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 218: HP: 293, STR: 108, VIT: 196, SPD: 1, LUK: 1, Attack: 84101, Defense: 89974, Current HP: 293, A Avg: 88306, D Avg: 89974, [Wooden Boomerang[167, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 217: HP: 482, STR: 108, VIT: 196, SPD: 1, LUK: 1, Attack: 85076, Defense: 89974, Current HP: 482, A Avg: 89329, D Avg: 89974, [Cluster Bomb[170, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 216: HP: 902, STR: 108, VIT: 196, SPD: 1, LUK: 1, Attack: 92294, Defense: 89974, Current HP: 902, A Avg: 96908, D Avg: 89974, [Big Bang[171, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 215: HP: 272, STR: 108, VIT: 196, SPD: 1, LUK: 1, Attack: 84496, Defense: 89974, Current HP: 272, A Avg: 88720, D Avg: 89974, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 214: HP: 272, STR: 108, VIT: 196, SPD: 1, LUK: 1, Attack: 85161, Defense: 89974, Current HP: 272, A Avg: 89419, D Avg: 89974, [Common Key[174, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 213: HP: 272, STR: 108, VIT: 196, SPD: 1, LUK: 1, Attack: 87990, Defense: 89974, Current HP: 272, A Avg: 92389, D Avg: 89974, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 212: HP: 272, STR: 108, VIT: 196, SPD: 1, LUK: 1, Attack: 85752, Defense: 89974, Current HP: 272, A Avg: 90039, D Avg: 89974, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 211: HP: 902, STR: 108, VIT: 196, SPD: 1, LUK: 1, Attack: 86350, Defense: 89974, Current HP: 902, A Avg: 90667, D Avg: 89974, [Droid Hammer[177, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 210: HP: 524, STR: 108, VIT: 196, SPD: 1, LUK: 1, Attack: 85986, Defense: 89974, Current HP: 524, A Avg: 90285, D Avg: 89974, [God Hand[179, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 209: HP: 272, STR: 108, VIT: 196, SPD: 1, LUK: 1, Attack: 85986, Defense: 89974, Current HP: 272, A Avg: 90285, D Avg: 89974, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 208: HP: 482, STR: 108, VIT: 196, SPD: 1, LUK: 1, Attack: 85648, Defense: 89974, Current HP: 482, A Avg: 89930, D Avg: 89974, [Zodiac[184, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 207: HP: 272, STR: 558, VIT: 196, SPD: 1, LUK: 1, Attack: 85487, Defense: 89974, Current HP: 272, A Avg: 89761, D Avg: 89974, [Jack Knife[185, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 206: HP: 272, STR: 108, VIT: 196, SPD: 1, LUK: 1, Attack: 84686, Defense: 89974, Current HP: 272, A Avg: 88920, D Avg: 89974, [Magical[187, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 205: HP: 272, STR: 288, VIT: 196, SPD: 1, LUK: 1, Attack: 87339, Defense: 89974, Current HP: 272, A Avg: 91705, D Avg: 89974, [Tekken[188, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 204: HP: 272, STR: 108, VIT: 196, SPD: 1, LUK: 1, Attack: 99374, Defense: 89974, Current HP: 272, A Avg: 104342, D Avg: 89974, [Sword of Evil[189, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 203: HP: 272, STR: 468, VIT: 196, SPD: 1, LUK: 1, Attack: 88129, Defense: 89974, Current HP: 272, A Avg: 92535, D Avg: 89974, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 202: HP: 291, STR: 120, VIT: 198, SPD: 1, LUK: 1, Attack: 83918, Defense: 89976, Current HP: 291, A Avg: 88113, D Avg: 89976, [Ninja[135, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 201: HP: 314, STR: 28, VIT: 198, SPD: 1, LUK: 1, Attack: 85581, Defense: 89976, Current HP: 314, A Avg: 89860, D Avg: 89976, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 200: HP: 812, STR: 2638, VIT: 200, SPD: 1, LUK: 1, Attack: 88451, Defense: 89978, Current HP: 812, A Avg: 92873, D Avg: 89978, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 199: HP: 232, STR: 33, VIT: 200, SPD: 1, LUK: 1, Attack: 85586, Defense: 89978, Current HP: 232, A Avg: 89865, D Avg: 89978, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 198: HP: 272, STR: 117, VIT: 201, SPD: 1, LUK: 1, Attack: 84019, Defense: 89979, Current HP: 272, A Avg: 88219, D Avg: 89979, [Crossed Shuriken[136, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 197: HP: 289, STR: 117, VIT: 201, SPD: 1, LUK: 1, Attack: 84123, Defense: 89979, Current HP: 289, A Avg: 88329, D Avg: 89979, [Crescent[141, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 196: HP: 283, STR: 118, VIT: 204, SPD: 1, LUK: 1, Attack: 84228, Defense: 89982, Current HP: 283, A Avg: 88439, D Avg: 89982, [Windmill[137, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 195: HP: 272, STR: 108, VIT: 207, SPD: 1, LUK: 1, Attack: 84108, Defense: 89985, Current HP: 272, A Avg: 88313, D Avg: 89985, [Kirisame[129, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 194: HP: 293, STR: 117, VIT: 207, SPD: 1, LUK: 1, Attack: 84238, Defense: 89985, Current HP: 293, A Avg: 88449, D Avg: 89985, [Black Kirisame[130, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 193: HP: 335, STR: 115, VIT: 207, SPD: 1, LUK: 1, Attack: 84225, Defense: 89985, Current HP: 335, A Avg: 88436, D Avg: 89985, [Dragon Killer[139, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 192: HP: 293, STR: 118, VIT: 207, SPD: 1, LUK: 1, Attack: 84631, Defense: 89985, Current HP: 293, A Avg: 88862, D Avg: 89985, [Volcano[142, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 191: HP: 281, STR: 115, VIT: 207, SPD: 1, LUK: 1, Attack: 85863, Defense: 89985, Current HP: 281, A Avg: 90156, D Avg: 89985, [Scythe of the Grim Reaper[148, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 190: HP: 858, STR: 704, VIT: 208, SPD: 1, LUK: 2, Attack: 85204, Defense: 89986, Current HP: 858, A Avg: 89464, D Avg: 89986, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 189: HP: 627, STR: 1631, VIT: 208, SPD: 1, LUK: 1, Attack: 86131, Defense: 89986, Current HP: 627, A Avg: 90437, D Avg: 89986, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 188: HP: 627, STR: 704, VIT: 208, SPD: 1, LUK: 2, Attack: 85204, Defense: 89986, Current HP: 627, A Avg: 89464, D Avg: 89986, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 187: HP: 627, STR: 1065, VIT: 208, SPD: 1, LUK: 1, Attack: 85565, Defense: 89986, Current HP: 627, A Avg: 89843, D Avg: 89986, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 186: HP: 494, STR: 2625, VIT: 208, SPD: 2, LUK: 1, Attack: 88438, Defense: 89986, Current HP: 494, A Avg: 92859, D Avg: 89986, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 185: HP: 532, STR: 4325, VIT: 208, SPD: 1, LUK: 1, Attack: 90138, Defense: 89986, Current HP: 532, A Avg: 94644, D Avg: 89986, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 184: HP: 532, STR: 3707, VIT: 208, SPD: 1, LUK: 1, Attack: 89520, Defense: 89986, Current HP: 532, A Avg: 96234, D Avg: 89986, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 183: HP: 858, STR: 304, VIT: 208, SPD: 1, LUK: 2, Attack: 88132, Defense: 89986, Current HP: 858, A Avg: 92538, D Avg: 89986, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 182: HP: 627, STR: 831, VIT: 208, SPD: 1, LUK: 1, Attack: 88659, Defense: 89986, Current HP: 627, A Avg: 93091, D Avg: 89986, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 181: HP: 627, STR: 304, VIT: 208, SPD: 1, LUK: 2, Attack: 88132, Defense: 89986, Current HP: 627, A Avg: 92538, D Avg: 89986, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 180: HP: 627, STR: 415, VIT: 208, SPD: 1, LUK: 1, Attack: 88243, Defense: 89986, Current HP: 627, A Avg: 92655, D Avg: 89986, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 179: HP: 114, STR: 16, VIT: 208, SPD: 2, LUK: 1, Attack: 85569, Defense: 89986, Current HP: 114, A Avg: 89847, D Avg: 89986, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 178: HP: 152, STR: 77, VIT: 208, SPD: 1, LUK: 1, Attack: 85630, Defense: 89986, Current HP: 152, A Avg: 89911, D Avg: 89986, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 177: HP: 152, STR: 87, VIT: 208, SPD: 1, LUK: 1, Attack: 85640, Defense: 89986, Current HP: 152, A Avg: 92063, D Avg: 89986, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 176: HP: 314, STR: 117, VIT: 210, SPD: 1, LUK: 1, Attack: 84630, Defense: 89988, Current HP: 314, A Avg: 88861, D Avg: 89988, [Maximum Iron Mass[123, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 175: HP: 314, STR: 115, VIT: 210, SPD: 1, LUK: 1, Attack: 86084, Defense: 89988, Current HP: 314, A Avg: 90388, D Avg: 89988, [Fire Chariot[138, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 174: HP: 314, STR: 117, VIT: 210, SPD: 1, LUK: 1, Attack: 84227, Defense: 89988, Current HP: 314, A Avg: 88438, D Avg: 89988, [Serpent[144, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 173: HP: 293, STR: 122, VIT: 210, SPD: 1, LUK: 1, Attack: 85766, Defense: 89988, Current HP: 293, A Avg: 90054, D Avg: 89988, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 172: HP: 272, STR: 120, VIT: 212, SPD: 1, LUK: 1, Attack: 84087, Defense: 89990, Current HP: 272, A Avg: 88291, D Avg: 89990, [Phantom Sword[117, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 171: HP: 293, STR: 120, VIT: 215, SPD: 1, LUK: 1, Attack: 85086, Defense: 89993, Current HP: 293, A Avg: 89340, D Avg: 89993, [Red Shark[134, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 170: HP: 356, STR: 120, VIT: 215, SPD: 1, LUK: 1, Attack: 85163, Defense: 89993, Current HP: 356, A Avg: 89421, D Avg: 89993, [White Snake[160, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 169: HP: 957, STR: 656, VIT: 216, SPD: 1, LUK: 1, Attack: 85156, Defense: 89994, Current HP: 957, A Avg: 89413, D Avg: 89994, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 168: HP: 665, STR: 656, VIT: 216, SPD: 2, LUK: 1, Attack: 85156, Defense: 89994, Current HP: 665, A Avg: 89413, D Avg: 107992, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 167: HP: 1087, STR: 704, VIT: 216, SPD: 1, LUK: 1, Attack: 85204, Defense: 89994, Current HP: 1087, A Avg: 89464, D Avg: 89994, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 166: HP: 957, STR: 256, VIT: 216, SPD: 1, LUK: 1, Attack: 88084, Defense: 89994, Current HP: 957, A Avg: 92488, D Avg: 89994, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 165: HP: 665, STR: 256, VIT: 216, SPD: 2, LUK: 1, Attack: 88084, Defense: 89994, Current HP: 665, A Avg: 92488, D Avg: 107992, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 164: HP: 1087, STR: 304, VIT: 216, SPD: 1, LUK: 1, Attack: 88132, Defense: 89994, Current HP: 1087, A Avg: 92538, D Avg: 89994, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 163: HP: 283, STR: 108, VIT: 224, SPD: 1, LUK: 1, Attack: 83951, Defense: 90002, Current HP: 283, A Avg: 88148, D Avg: 90002, [Salamander[110, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 162: HP: 272, STR: 108, VIT: 224, SPD: 1, LUK: 1, Attack: 84192, Defense: 90002, Current HP: 272, A Avg: 88401, D Avg: 90002, [Phantom Scythe[116, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 161: HP: 283, STR: 108, VIT: 224, SPD: 1, LUK: 1, Attack: 83980, Defense: 90002, Current HP: 283, A Avg: 88179, D Avg: 90002, [Undine[118, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 160: HP: 283, STR: 108, VIT: 224, SPD: 1, LUK: 1, Attack: 84007, Defense: 90002, Current HP: 283, A Avg: 88207, D Avg: 90002, [Sylph[119, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 159: HP: 283, STR: 108, VIT: 224, SPD: 1, LUK: 1, Attack: 84034, Defense: 90002, Current HP: 283, A Avg: 88235, D Avg: 90002, [Gnome[120, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 158: HP: 293, STR: 126, VIT: 224, SPD: 1, LUK: 1, Attack: 85601, Defense: 90002, Current HP: 293, A Avg: 89881, D Avg: 90002, [Elemental[121, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 157: HP: 293, STR: 126, VIT: 224, SPD: 1, LUK: 1, Attack: 85224, Defense: 90002, Current HP: 293, A Avg: 89485, D Avg: 90002, [Yggdrasil[126, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 156: HP: 293, STR: 126, VIT: 224, SPD: 1, LUK: 1, Attack: 84808, Defense: 90002, Current HP: 293, A Avg: 89048, D Avg: 90002, [Thunder Whip[143, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 155: HP: 293, STR: 131, VIT: 224, SPD: 1, LUK: 1, Attack: 84956, Defense: 90002, Current HP: 293, A Avg: 89203, D Avg: 90002, [Kraken[145, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 154: HP: 314, STR: 126, VIT: 224, SPD: 1, LUK: 1, Attack: 86472, Defense: 90002, Current HP: 314, A Avg: 90795, D Avg: 90002, [Progress[147, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 153: HP: 377, STR: 126, VIT: 224, SPD: 1, LUK: 1, Attack: 85458, Defense: 90002, Current HP: 377, A Avg: 89730, D Avg: 90002, [Tower[149, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 152: HP: 356, STR: 117, VIT: 224, SPD: 1, LUK: 1, Attack: 84929, Defense: 90002, Current HP: 356, A Avg: 89175, D Avg: 90002, [Granada[150, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 151: HP: 272, STR: 108, VIT: 224, SPD: 1, LUK: 1, Attack: 84426, Defense: 90002, Current HP: 272, A Avg: 88647, D Avg: 90002, [Ruby Knuckle[151, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 150: HP: 293, STR: 144, VIT: 224, SPD: 1, LUK: 1, Attack: 84794, Defense: 90002, Current HP: 293, A Avg: 89033, D Avg: 90002, [Diamond Knuckle[152, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 149: HP: 646, STR: 902, VIT: 224, SPD: 2, LUK: 1, Attack: 85402, Defense: 90002, Current HP: 646, A Avg: 89672, D Avg: 90002, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 148: HP: 646, STR: 672, VIT: 224, SPD: 1, LUK: 2, Attack: 85172, Defense: 90002, Current HP: 646, A Avg: 89430, D Avg: 90002, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 147: HP: 627, STR: 1117, VIT: 224, SPD: 1, LUK: 1, Attack: 85617, Defense: 90002, Current HP: 627, A Avg: 89897, D Avg: 90002, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 146: HP: 646, STR: 352, VIT: 224, SPD: 2, LUK: 1, Attack: 88180, Defense: 90002, Current HP: 646, A Avg: 92589, D Avg: 90002, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 145: HP: 646, STR: 272, VIT: 224, SPD: 1, LUK: 2, Attack: 88100, Defense: 90002, Current HP: 646, A Avg: 92505, D Avg: 90002, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 144: HP: 627, STR: 467, VIT: 224, SPD: 1, LUK: 1, Attack: 88295, Defense: 90002, Current HP: 627, A Avg: 92709, D Avg: 90002, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 143: HP: 293, STR: 126, VIT: 229, SPD: 1, LUK: 1, Attack: 84158, Defense: 90007, Current HP: 293, A Avg: 88365, D Avg: 90007, [Alucard[146, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 142: HP: 272, STR: 129, VIT: 229, SPD: 1, LUK: 1, Attack: 84967, Defense: 90007, Current HP: 272, A Avg: 89215, D Avg: 90007, [Classic[168, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 141: HP: 1102, STR: 664, VIT: 232, SPD: 1, LUK: 1, Attack: 85164, Defense: 90010, Current HP: 1102, A Avg: 89422, D Avg: 90010, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 140: HP: 1102, STR: 264, VIT: 232, SPD: 1, LUK: 1, Attack: 88092, Defense: 90010, Current HP: 1102, A Avg: 92496, D Avg: 90010, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 139: HP: 294, STR: 224, VIT: 233, SPD: 1, LUK: 1, Attack: 86713, Defense: 90011, Current HP: 294, A Avg: 91048, D Avg: 90011, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 138: HP: 285, STR: 232, VIT: 233, SPD: 1, LUK: 1, Attack: 86721, Defense: 90011, Current HP: 285, A Avg: 91057, D Avg: 90011, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 137: HP: 944, STR: 1148, VIT: 234, SPD: 1, LUK: 1, Attack: 85648, Defense: 90012, Current HP: 944, A Avg: 89930, D Avg: 90012, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 136: HP: 944, STR: 448, VIT: 234, SPD: 1, LUK: 1, Attack: 88276, Defense: 90012, Current HP: 944, A Avg: 92689, D Avg: 90012, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 135: HP: 314, STR: 135, VIT: 237, SPD: 1, LUK: 1, Attack: 88302, Defense: 90015, Current HP: 314, A Avg: 92717, D Avg: 90015, [Basic[169, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 134: HP: 300, STR: 540, VIT: 238, SPD: 1, LUK: 1, Attack: 87029, Defense: 90016, Current HP: 300, A Avg: 108786, D Avg: 90016, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 133: HP: 684, STR: 779, VIT: 240, SPD: 2, LUK: 1, Attack: 85279, Defense: 90018, Current HP: 684, A Avg: 89542, D Avg: 90018, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 132: HP: 722, STR: 1117, VIT: 240, SPD: 1, LUK: 1, Attack: 85617, Defense: 90018, Current HP: 722, A Avg: 89897, D Avg: 90018, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 131: HP: 722, STR: 1117, VIT: 240, SPD: 1, LUK: 1, Attack: 85617, Defense: 90018, Current HP: 722, A Avg: 92038, D Avg: 90018, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 130: HP: 684, STR: 304, VIT: 240, SPD: 2, LUK: 1, Attack: 88132, Defense: 90018, Current HP: 684, A Avg: 92538, D Avg: 90018, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 129: HP: 722, STR: 467, VIT: 240, SPD: 1, LUK: 1, Attack: 88295, Defense: 90018, Current HP: 722, A Avg: 92709, D Avg: 90018, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 128: HP: 722, STR: 467, VIT: 240, SPD: 1, LUK: 1, Attack: 88295, Defense: 90018, Current HP: 722, A Avg: 94917, D Avg: 90018, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 127: HP: 293, STR: 162, VIT: 251, SPD: 1, LUK: 1, Attack: 84896, Defense: 90029, Current HP: 293, A Avg: 89140, D Avg: 90029, [Irruption[154, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 126: HP: 419, STR: 117, VIT: 251, SPD: 1, LUK: 1, Attack: 84825, Defense: 90029, Current HP: 419, A Avg: 89066, D Avg: 90029, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 125: HP: 437, STR: 3851, VIT: 256, SPD: 1, LUK: 1, Attack: 89664, Defense: 90034, Current HP: 437, A Avg: 112080, D Avg: 90034, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 124: HP: 285, STR: 319, VIT: 259, SPD: 1, LUK: 1, Attack: 86808, Defense: 90037, Current HP: 285, A Avg: 91148, D Avg: 90037, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 123: HP: 550, STR: 224, VIT: 259, SPD: 1, LUK: 1, Attack: 86713, Defense: 90037, Current HP: 550, A Avg: 91048, D Avg: 90037, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 122: HP: 440, STR: 240, VIT: 259, SPD: 1, LUK: 1, Attack: 86729, Defense: 90037, Current HP: 440, A Avg: 109278, D Avg: 90037, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 121: HP: 60, STR: 189, VIT: 272, SPD: 1, LUK: 1, Attack: 85742, Defense: 90050, Current HP: 60, A Avg: 107177, D Avg: 90050, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 120: HP: 419, STR: 162, VIT: 280, SPD: 1, LUK: 1, Attack: 86014, Defense: 90058, Current HP: 419, A Avg: 90314, D Avg: 90058, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
