Rank 1000: HP: 661, STR: 216, VIT: 417985, SPD: 18, LUK: 1, Attack: 84729, Defense: 501913, Current HP: 661, A Avg: 88965, D Avg: 501913, [Volcano[142, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 253: HP: 961, STR: 181, VIT: 418130, SPD: 18, LUK: 1, Attack: 84187, Defense: 504346, Current HP: 961, A Avg: 88396, D Avg: 504346, [Great Iron Mass[122, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 252: HP: 951, STR: 140, VIT: 418130, SPD: 18, LUK: 1, Attack: 84133, Defense: 504346, Current HP: 951, A Avg: 88339, D Avg: 504346, [Sword of Wood[124, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 251: HP: 1056, STR: 207, VIT: 418130, SPD: 18, LUK: 1, Attack: 84395, Defense: 504346, Current HP: 1056, A Avg: 88614, D Avg: 504346, [Sword of the Spirit Tree[125, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 250: HP: 951, STR: 165, VIT: 418130, SPD: 18, LUK: 1, Attack: 84164, Defense: 504346, Current HP: 951, A Avg: 88372, D Avg: 504346, [Greatsword[127, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 249: HP: 1052, STR: 187, VIT: 418130, SPD: 18, LUK: 1, Attack: 84609, Defense: 504346, Current HP: 1052, A Avg: 88839, D Avg: 504346, [Dreaming Sword[128, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 248: HP: 961, STR: 142, VIT: 418130, SPD: 18, LUK: 1, Attack: 83917, Defense: 504346, Current HP: 961, A Avg: 88112, D Avg: 504346, [Peacemaker[131, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 247: HP: 1003, STR: 124, VIT: 418130, SPD: 18, LUK: 1, Attack: 84026, Defense: 504346, Current HP: 1003, A Avg: 88227, D Avg: 504346, [Daydream[132, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 246: HP: 1339, STR: 205, VIT: 418130, SPD: 18, LUK: 1, Attack: 85888, Defense: 504346, Current HP: 1339, A Avg: 90182, D Avg: 504346, [Dancing[155, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 245: HP: 940, STR: 320, VIT: 418130, SPD: 18, LUK: 1, Attack: 84976, Defense: 504346, Current HP: 940, A Avg: 89224, D Avg: 504346, [Penetra[161, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 244: HP: 940, STR: 124, VIT: 418130, SPD: 18, LUK: 1, Attack: 84965, Defense: 504346, Current HP: 940, A Avg: 89213, D Avg: 504346, [Grand Slam[163, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 243: HP: 1150, STR: 124, VIT: 418130, SPD: 18, LUK: 1, Attack: 85092, Defense: 504346, Current HP: 1150, A Avg: 89346, D Avg: 504346, [Cluster Bomb[170, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 242: HP: 1570, STR: 124, VIT: 418130, SPD: 18, LUK: 1, Attack: 92310, Defense: 504346, Current HP: 1570, A Avg: 96925, D Avg: 504346, [Big Bang[171, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 241: HP: 2074, STR: 124, VIT: 418130, SPD: 18, LUK: 1, Attack: 85177, Defense: 504346, Current HP: 2074, A Avg: 89435, D Avg: 504346, [Common Key[174, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 240: HP: 1570, STR: 124, VIT: 418130, SPD: 18, LUK: 1, Attack: 86366, Defense: 504346, Current HP: 1570, A Avg: 90684, D Avg: 504346, [Droid Hammer[177, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 239: HP: 940, STR: 772, VIT: 418130, SPD: 18, LUK: 1, Attack: 85350, Defense: 504346, Current HP: 940, A Avg: 89617, D Avg: 504346, [Magical[187, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 238: HP: 940, STR: 385, VIT: 418130, SPD: 18, LUK: 1, Attack: 87436, Defense: 504346, Current HP: 940, A Avg: 91807, D Avg: 504346, [Tekken[188, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 237: HP: 940, STR: -16060, VIT: 418130, SPD: 18, LUK: 1, Attack: 83206, Defense: 504346, Current HP: 940, A Avg: 87366, D Avg: 504346, [Sword of Evil[189, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 236: HP: 940, STR: 1132, VIT: 418130, SPD: 18, LUK: 1, Attack: 88793, Defense: 504346, Current HP: 940, A Avg: 93232, D Avg: 504346, [Neural Edge[190, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 235: HP: 1795, STR: 286, VIT: 418432, SPD: 18, LUK: 1, Attack: 85839, Defense: 504349, Current HP: 1795, A Avg: 90130, D Avg: 504349, [Hammer of Justice[186, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 234: HP: 1889, STR: 972, VIT: 419369, SPD: 18, LUK: 1, Attack: 88800, Defense: 504363, Current HP: 1889, A Avg: 93240, D Avg: 504363, [Stargazer[183, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 233: HP: 1035, STR: 185, VIT: 418148, SPD: 18, LUK: 1, Attack: 84152, Defense: 504364, Current HP: 1035, A Avg: 88359, D Avg: 504364, [Phantom Sword[117, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 232: HP: 940, STR: 165, VIT: 418156, SPD: 18, LUK: 1, Attack: 84041, Defense: 504372, Current HP: 940, A Avg: 88243, D Avg: 504372, [Tornado[111, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 231: HP: 1035, STR: 156, VIT: 418156, SPD: 18, LUK: 1, Attack: 84181, Defense: 504372, Current HP: 1035, A Avg: 88390, D Avg: 504372, [Fairy Sword[113, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 230: HP: 940, STR: 190, VIT: 418156, SPD: 18, LUK: 1, Attack: 84339, Defense: 504372, Current HP: 940, A Avg: 88555, D Avg: 504372, [Giant Tornado[114, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 229: HP: 955, STR: 165, VIT: 418156, SPD: 18, LUK: 1, Attack: 83981, Defense: 504372, Current HP: 955, A Avg: 88180, D Avg: 504372, [Hand Axe[140, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 228: HP: 961, STR: 172, VIT: 418156, SPD: 18, LUK: 1, Attack: 84165, Defense: 504372, Current HP: 961, A Avg: 88373, D Avg: 504372, [Wooden Boomerang[167, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 227: HP: 997, STR: 169, VIT: 418159, SPD: 18, LUK: 1, Attack: 83967, Defense: 504375, Current HP: 997, A Avg: 88165, D Avg: 504375, [Ninja[135, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 226: HP: 951, STR: 156, VIT: 418159, SPD: 18, LUK: 1, Attack: 83999, Defense: 504375, Current HP: 951, A Avg: 88198, D Avg: 504375, [Salamander[110, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 225: HP: 940, STR: 172, VIT: 418159, SPD: 18, LUK: 1, Attack: 84256, Defense: 504375, Current HP: 940, A Avg: 88468, D Avg: 504375, [Phantom Scythe[116, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 224: HP: 951, STR: 156, VIT: 418159, SPD: 18, LUK: 1, Attack: 84028, Defense: 504375, Current HP: 951, A Avg: 88229, D Avg: 504375, [Undine[118, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 223: HP: 951, STR: 156, VIT: 418159, SPD: 18, LUK: 1, Attack: 84055, Defense: 504375, Current HP: 951, A Avg: 88257, D Avg: 504375, [Sylph[119, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 222: HP: 951, STR: 156, VIT: 418159, SPD: 18, LUK: 1, Attack: 84082, Defense: 504375, Current HP: 951, A Avg: 88286, D Avg: 504375, [Gnome[120, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 221: HP: 957, STR: 165, VIT: 418162, SPD: 18, LUK: 1, Attack: 84171, Defense: 504378, Current HP: 957, A Avg: 88379, D Avg: 504378, [Crescent[141, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 220: HP: 982, STR: 151, VIT: 418174, SPD: 18, LUK: 1, Attack: 88318, Defense: 504390, Current HP: 982, A Avg: 92733, D Avg: 504390, [Basic[169, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 219: HP: 1077, STR: 156, VIT: 418182, SPD: 18, LUK: 1, Attack: 84012, Defense: 504398, Current HP: 1077, A Avg: 88212, D Avg: 504398, [Emerald Sword[115, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 218: HP: 1056, STR: 207, VIT: 418185, SPD: 18, LUK: 1, Attack: 84889, Defense: 504401, Current HP: 1056, A Avg: 89133, D Avg: 504401, [Thunder Whip[143, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 217: HP: 997, STR: 181, VIT: 418188, SPD: 18, LUK: 1, Attack: 84083, Defense: 504404, Current HP: 997, A Avg: 88287, D Avg: 504404, [Crossed Shuriken[136, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 216: HP: 1077, STR: 198, VIT: 418197, SPD: 18, LUK: 1, Attack: 84711, Defense: 504413, Current HP: 1077, A Avg: 88946, D Avg: 504413, [Maximum Iron Mass[123, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 215: HP: 1003, STR: 140, VIT: 418209, SPD: 18, LUK: 1, Attack: 84328, Defense: 504425, Current HP: 1003, A Avg: 88544, D Avg: 504425, [Cagliostro[133, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 214: HP: 951, STR: 216, VIT: 418217, SPD: 18, LUK: 1, Attack: 84326, Defense: 504433, Current HP: 951, A Avg: 88542, D Avg: 504433, [Windmill[137, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 213: HP: 940, STR: 189, VIT: 418220, SPD: 18, LUK: 1, Attack: 84189, Defense: 504436, Current HP: 940, A Avg: 88398, D Avg: 504436, [Kirisame[129, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 212: HP: 1056, STR: 198, VIT: 418220, SPD: 18, LUK: 1, Attack: 84319, Defense: 504436, Current HP: 1056, A Avg: 88534, D Avg: 504436, [Black Kirisame[130, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 211: HP: 1043, STR: 244, VIT: 418220, SPD: 18, LUK: 1, Attack: 85992, Defense: 504436, Current HP: 1043, A Avg: 90291, D Avg: 504436, [Scythe of the Grim Reaper[148, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 210: HP: 1077, STR: 198, VIT: 418223, SPD: 18, LUK: 1, Attack: 84308, Defense: 504439, Current HP: 1077, A Avg: 88523, D Avg: 504439, [Serpent[144, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 209: HP: 1112, STR: 234, VIT: 418229, SPD: 18, LUK: 1, Attack: 85200, Defense: 504445, Current HP: 1112, A Avg: 89460, D Avg: 504445, [Red Shark[134, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 208: HP: 1129, STR: 189, VIT: 418238, SPD: 18, LUK: 1, Attack: 84507, Defense: 504454, Current HP: 1129, A Avg: 88732, D Avg: 504454, [Ruby Knuckle[151, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 207: HP: 1079, STR: 212, VIT: 418246, SPD: 18, LUK: 1, Attack: 84322, Defense: 504462, Current HP: 1079, A Avg: 88538, D Avg: 504462, [Dragon Killer[139, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 206: HP: 1056, STR: 216, VIT: 418246, SPD: 18, LUK: 1, Attack: 84729, Defense: 504462, Current HP: 1056, A Avg: 88965, D Avg: 504462, [Volcano[142, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 205: HP: 1360, STR: 1598, VIT: 418246, SPD: 18, LUK: 1, Attack: 91507, Defense: 504462, Current HP: 1360, A Avg: 96082, D Avg: 504462, [Spectral Sword Shigure[172, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 204: HP: 1077, STR: 212, VIT: 418249, SPD: 18, LUK: 1, Attack: 86181, Defense: 504465, Current HP: 1077, A Avg: 90490, D Avg: 504465, [Fire Chariot[138, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 203: HP: 1056, STR: 214, VIT: 418261, SPD: 18, LUK: 1, Attack: 84155, Defense: 504477, Current HP: 1056, A Avg: 88362, D Avg: 504477, [Rusty Knife[156, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 202: HP: 1150, STR: 255, VIT: 418264, SPD: 18, LUK: 1, Attack: 85353, Defense: 504480, Current HP: 1150, A Avg: 89620, D Avg: 504480, [Yggdrasil[126, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 201: HP: 1056, STR: 244, VIT: 418264, SPD: 18, LUK: 1, Attack: 85069, Defense: 504480, Current HP: 1056, A Avg: 89322, D Avg: 504480, [Kraken[145, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 200: HP: 1119, STR: 214, VIT: 418264, SPD: 18, LUK: 1, Attack: 85026, Defense: 504480, Current HP: 1119, A Avg: 89277, D Avg: 504480, [Granada[150, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 199: HP: 1056, STR: 324, VIT: 418267, SPD: 18, LUK: 1, Attack: 85058, Defense: 504483, Current HP: 1056, A Avg: 89310, D Avg: 504483, [Irruption[154, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 198: HP: 1094, STR: 223, VIT: 418269, SPD: 18, LUK: 1, Attack: 84255, Defense: 504485, Current HP: 1094, A Avg: 88467, D Avg: 504485, [Alucard[146, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 197: HP: 1056, STR: 354, VIT: 418287, SPD: 18, LUK: 1, Attack: 85192, Defense: 504503, Current HP: 1056, A Avg: 89451, D Avg: 504503, [Willow Blade[157, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 196: HP: 1350, STR: 286, VIT: 418287, SPD: 18, LUK: 1, Attack: 85209, Defense: 504503, Current HP: 1350, A Avg: 89469, D Avg: 504503, [Pangaea[164, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 195: HP: 1056, STR: 207, VIT: 418290, SPD: 18, LUK: 1, Attack: 85682, Defense: 504506, Current HP: 1056, A Avg: 89966, D Avg: 504506, [Elemental[121, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 194: HP: 1150, STR: 257, VIT: 418290, SPD: 18, LUK: 1, Attack: 84907, Defense: 504506, Current HP: 1150, A Avg: 89152, D Avg: 504506, [Diamond Knuckle[152, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 193: HP: 940, STR: 307, VIT: 418296, SPD: 18, LUK: 1, Attack: 85145, Defense: 504512, Current HP: 940, A Avg: 89402, D Avg: 504512, [Classic[168, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 192: HP: 1140, STR: 239, VIT: 418316, SPD: 18, LUK: 1, Attack: 85571, Defense: 504532, Current HP: 1140, A Avg: 89849, D Avg: 504532, [Tower[149, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 191: HP: 1157, STR: 250, VIT: 418333, SPD: 18, LUK: 1, Attack: 85293, Defense: 504549, Current HP: 1157, A Avg: 89557, D Avg: 504549, [White Snake[160, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 190: HP: 961, STR: 307, VIT: 418339, SPD: 18, LUK: 1, Attack: 86835, Defense: 504555, Current HP: 961, A Avg: 91176, D Avg: 504555, [Moon Knuckle[153, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 189: HP: 940, STR: 691, VIT: 418339, SPD: 18, LUK: 1, Attack: 86569, Defense: 504555, Current HP: 940, A Avg: 90897, D Avg: 504555, [Blue Sword[180, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 188: HP: 1171, STR: 304, VIT: 418342, SPD: 18, LUK: 1, Attack: 86650, Defense: 504558, Current HP: 1171, A Avg: 90982, D Avg: 504558, [Progress[147, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 187: HP: 1192, STR: 448, VIT: 418391, SPD: 18, LUK: 1, Attack: 86326, Defense: 504607, Current HP: 1192, A Avg: 90642, D Avg: 504607, [God Hand[179, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 186: HP: 1150, STR: 610, VIT: 418391, SPD: 18, LUK: 1, Attack: 86150, Defense: 504607, Current HP: 1150, A Avg: 90457, D Avg: 504607, [Zodiac[184, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 185: HP: 1188, STR: 284, VIT: 418432, SPD: 18, LUK: 1, Attack: 85928, Defense: 504648, Current HP: 1188, A Avg: 90224, D Avg: 504648, [Gladius[162, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 184: HP: 940, STR: 547, VIT: 418443, SPD: 18, LUK: 1, Attack: 85335, Defense: 504659, Current HP: 940, A Avg: 89601, D Avg: 504659, [Pulse Knife[165, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 183: HP: 1371, STR: 214, VIT: 418449, SPD: 18, LUK: 1, Attack: 84922, Defense: 504665, Current HP: 1371, A Avg: 89168, D Avg: 504665, [Thin Blade[158, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 182: HP: 1371, STR: 340, VIT: 418478, SPD: 18, LUK: 1, Attack: 86192, Defense: 504694, Current HP: 1371, A Avg: 90501, D Avg: 504694, [Santoku[159, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 181: HP: 2803, STR: 783, VIT: 418803, SPD: 18, LUK: 1, Attack: 88611, Defense: 504720, Current HP: 2803, A Avg: 93041, D Avg: 504720, [Stargazer[183, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 180: HP: 2305, STR: 2183, VIT: 418525, SPD: 18, LUK: 1, Attack: 87996, Defense: 504741, Current HP: 2305, A Avg: 92395, D Avg: 504741, [Spear of Regression[182, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 179: HP: 1255, STR: 583, VIT: 418557, SPD: 18, LUK: 1, Attack: 85917, Defense: 504773, Current HP: 1255, A Avg: 90212, D Avg: 504773, [Impulse[166, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 178: HP: 940, STR: 124, VIT: 418652, SPD: 18, LUK: 1, Attack: 84512, Defense: 504868, Current HP: 940, A Avg: 88737, D Avg: 504868, [Encryption Key[173, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 177: HP: 2074, STR: 529, VIT: 418652, SPD: 18, LUK: 1, Attack: 88411, Defense: 504868, Current HP: 2074, A Avg: 92831, D Avg: 504868, [Wild Card[175, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 176: HP: 940, STR: 318, VIT: 418652, SPD: 18, LUK: 1, Attack: 85962, Defense: 504868, Current HP: 940, A Avg: 90260, D Avg: 504868, [Portal Sword[176, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 175: HP: 1570, STR: 1152, VIT: 418687, SPD: 18, LUK: 1, Attack: 85652, Defense: 504903, Current HP: 1570, A Avg: 89934, D Avg: 504903, [Divine Dragon Sword[181, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 174: HP: 1192, STR: 536, VIT: 418702, SPD: 18, LUK: 1, Attack: 87025, Defense: 504918, Current HP: 1192, A Avg: 91376, D Avg: 504918, [Cuttlefish[178, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 173: HP: 940, STR: 286, VIT: 418733, SPD: 18, LUK: 1, Attack: 85839, Defense: 504949, Current HP: 940, A Avg: 90130, D Avg: 504949, [Hammer of Justice[186, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 172: HP: 661, STR: 183, VIT: 418211, SPD: 18, LUK: 1, Attack: 83909, Defense: 505012, Current HP: 661, A Avg: 88104, D Avg: 505012, [Wooden Stick[101, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 171: HP: 661, STR: 183, VIT: 418211, SPD: 18, LUK: 1, Attack: 83948, Defense: 505012, Current HP: 661, A Avg: 88145, D Avg: 505012, [Club[102, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 170: HP: 661, STR: 189, VIT: 418211, SPD: 18, LUK: 1, Attack: 83961, Defense: 505012, Current HP: 661, A Avg: 88159, D Avg: 505012, [Short Sword[103, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 169: HP: 661, STR: 208, VIT: 418211, SPD: 18, LUK: 1, Attack: 84019, Defense: 505012, Current HP: 661, A Avg: 88219, D Avg: 505012, [Long Sword[104, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 168: HP: 661, STR: 216, VIT: 418211, SPD: 18, LUK: 1, Attack: 83988, Defense: 505012, Current HP: 661, A Avg: 88187, D Avg: 505012, [Wasp Knife[105, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 167: HP: 661, STR: 199, VIT: 418211, SPD: 18, LUK: 1, Attack: 84023, Defense: 505012, Current HP: 661, A Avg: 88224, D Avg: 505012, [Stun Knuckle[106, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 166: HP: 661, STR: 225, VIT: 418211, SPD: 18, LUK: 1, Attack: 84068, Defense: 505012, Current HP: 661, A Avg: 88271, D Avg: 505012, [Battle Scythe[107, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 165: HP: 682, STR: 225, VIT: 418211, SPD: 18, LUK: 1, Attack: 84114, Defense: 505012, Current HP: 682, A Avg: 88319, D Avg: 505012, [Iron Lumps[108, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 164: HP: 661, STR: 183, VIT: 418211, SPD: 18, LUK: 1, Attack: 83951, Defense: 505012, Current HP: 661, A Avg: 88148, D Avg: 505012, [Decorative Swords[109, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 163: HP: 661, STR: 243, VIT: 418211, SPD: 18, LUK: 1, Attack: 84366, Defense: 505012, Current HP: 661, A Avg: 88584, D Avg: 505012, [Pinpoint[112, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 162: HP: 682, STR: 241, VIT: 418211, SPD: 18, LUK: 1, Attack: 84247, Defense: 505012, Current HP: 682, A Avg: 88459, D Avg: 505012, [Great Iron Mass[122, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 161: HP: 671, STR: 199, VIT: 418211, SPD: 18, LUK: 1, Attack: 84192, Defense: 505012, Current HP: 671, A Avg: 88401, D Avg: 505012, [Sword of Wood[124, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 160: HP: 776, STR: 266, VIT: 418211, SPD: 18, LUK: 1, Attack: 84454, Defense: 505012, Current HP: 776, A Avg: 88676, D Avg: 505012, [Sword of the Spirit Tree[125, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 159: HP: 671, STR: 225, VIT: 418211, SPD: 18, LUK: 1, Attack: 84224, Defense: 505012, Current HP: 671, A Avg: 88435, D Avg: 505012, [Greatsword[127, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 158: HP: 772, STR: 246, VIT: 418211, SPD: 18, LUK: 1, Attack: 84668, Defense: 505012, Current HP: 772, A Avg: 88901, D Avg: 505012, [Dreaming Sword[128, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 157: HP: 1060, STR: 264, VIT: 418211, SPD: 18, LUK: 1, Attack: 85947, Defense: 505012, Current HP: 1060, A Avg: 90244, D Avg: 505012, [Dancing[155, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 156: HP: 661, STR: 379, VIT: 418211, SPD: 18, LUK: 1, Attack: 85035, Defense: 505012, Current HP: 661, A Avg: 89286, D Avg: 505012, [Penetra[161, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 155: HP: 661, STR: 183, VIT: 418211, SPD: 18, LUK: 1, Attack: 85024, Defense: 505012, Current HP: 661, A Avg: 89275, D Avg: 505012, [Grand Slam[163, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 154: HP: 871, STR: 183, VIT: 418211, SPD: 18, LUK: 1, Attack: 85151, Defense: 505012, Current HP: 871, A Avg: 89408, D Avg: 505012, [Cluster Bomb[170, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 153: HP: 1291, STR: 183, VIT: 418211, SPD: 18, LUK: 1, Attack: 92369, Defense: 505012, Current HP: 1291, A Avg: 96987, D Avg: 505012, [Big Bang[171, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
