Rank 1000: HP: 1713, STR: 482, VIT: 560065, SPD: 63, LUK: 1, Attack: 84592, Defense: 643902, Current HP: 1713, A Avg: 88821, D Avg: 643902, [Dragon Killer[139, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 224: HP: 2830, STR: 615, VIT: 560523, SPD: 63, LUK: 1, Attack: 85713, Defense: 646739, Current HP: 2830, A Avg: 89998, D Avg: 646739, [Yggdrasil[126, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 223: HP: 2473, STR: 559, VIT: 560523, SPD: 63, LUK: 1, Attack: 85384, Defense: 646739, Current HP: 2473, A Avg: 89653, D Avg: 646739, [Kraken[145, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 222: HP: 2536, STR: 484, VIT: 560523, SPD: 63, LUK: 1, Attack: 85296, Defense: 646739, Current HP: 2536, A Avg: 89560, D Avg: 646739, [Granada[150, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 221: HP: 2616, STR: 493, VIT: 560529, SPD: 63, LUK: 1, Attack: 84525, Defense: 646745, Current HP: 2616, A Avg: 88751, D Avg: 646745, [Alucard[146, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 220: HP: 3107, STR: 781, VIT: 560836, SPD: 63, LUK: 1, Attack: 86334, Defense: 646753, Current HP: 3107, A Avg: 90650, D Avg: 646753, [Hammer of Justice[186, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 219: HP: 1406, STR: 1195, VIT: 561764, SPD: 63, LUK: 1, Attack: 86748, Defense: 646758, Current HP: 1406, A Avg: 91085, D Avg: 646758, [Hammer of Justice[186, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 218: HP: 1196, STR: 781, VIT: 561822, SPD: 63, LUK: 1, Attack: 86334, Defense: 646790, Current HP: 1196, A Avg: 90650, D Avg: 646790, [Hammer of Justice[186, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 217: HP: 3359, STR: 1076, VIT: 560877, SPD: 63, LUK: 1, Attack: 87565, Defense: 646794, Current HP: 3359, A Avg: 91943, D Avg: 646794, [Cuttlefish[178, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 216: HP: 1658, STR: 1490, VIT: 561805, SPD: 63, LUK: 1, Attack: 87979, Defense: 646799, Current HP: 1658, A Avg: 92377, D Avg: 646799, [Cuttlefish[178, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 215: HP: 2473, STR: 484, VIT: 560593, SPD: 63, LUK: 1, Attack: 84425, Defense: 646809, Current HP: 2473, A Avg: 88646, D Avg: 646809, [Rusty Knife[156, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 214: HP: 1448, STR: 1076, VIT: 561863, SPD: 63, LUK: 1, Attack: 87565, Defense: 646831, Current HP: 1448, A Avg: 91943, D Avg: 646831, [Cuttlefish[178, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 213: HP: 2473, STR: 432, VIT: 560622, SPD: 63, LUK: 1, Attack: 85907, Defense: 646838, Current HP: 2473, A Avg: 90202, D Avg: 646838, [Elemental[121, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 212: HP: 2830, STR: 572, VIT: 560622, SPD: 63, LUK: 1, Attack: 85222, Defense: 646838, Current HP: 2830, A Avg: 89483, D Avg: 646838, [Diamond Knuckle[152, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 211: HP: 2095, STR: 802, VIT: 560628, SPD: 63, LUK: 1, Attack: 85640, Defense: 646844, Current HP: 2095, A Avg: 89922, D Avg: 646844, [Classic[168, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 210: HP: 2473, STR: 939, VIT: 560691, SPD: 63, LUK: 1, Attack: 85777, Defense: 646907, Current HP: 2473, A Avg: 90065, D Avg: 646907, [Willow Blade[157, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 209: HP: 3292, STR: 781, VIT: 560691, SPD: 63, LUK: 1, Attack: 85704, Defense: 646907, Current HP: 3292, A Avg: 89989, D Avg: 646907, [Pangaea[164, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 208: HP: 2557, STR: 554, VIT: 560720, SPD: 63, LUK: 1, Attack: 85886, Defense: 646936, Current HP: 2557, A Avg: 90180, D Avg: 646936, [Tower[149, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 207: HP: 6085, STR: 2948, VIT: 560784, SPD: 63, LUK: 1, Attack: 88761, Defense: 647000, Current HP: 6085, A Avg: 93199, D Avg: 647000, [Spear of Regression[182, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 206: HP: 2679, STR: 610, VIT: 560810, SPD: 63, LUK: 1, Attack: 85653, Defense: 647026, Current HP: 2679, A Avg: 89935, D Avg: 647026, [White Snake[160, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 205: HP: 2851, STR: 799, VIT: 560819, SPD: 63, LUK: 1, Attack: 87145, Defense: 647035, Current HP: 2851, A Avg: 91502, D Avg: 647035, [Progress[147, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 204: HP: 1272, STR: 300, VIT: 562199, SPD: 63, LUK: 1, Attack: 84688, Defense: 647037, Current HP: 1272, A Avg: 88922, D Avg: 647037, [Encryption Key[173, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 203: HP: 5556, STR: 1830, VIT: 562199, SPD: 63, LUK: 1, Attack: 89712, Defense: 647037, Current HP: 5556, A Avg: 94197, D Avg: 647037, [Wild Card[175, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 202: HP: 1272, STR: 1035, VIT: 562199, SPD: 63, LUK: 1, Attack: 86679, Defense: 647037, Current HP: 1272, A Avg: 91012, D Avg: 647037, [Portal Sword[176, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 201: HP: 2116, STR: 712, VIT: 560889, SPD: 63, LUK: 1, Attack: 87240, Defense: 647105, Current HP: 2116, A Avg: 91602, D Avg: 647105, [Moon Knuckle[153, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 200: HP: 2095, STR: 2311, VIT: 560889, SPD: 63, LUK: 1, Attack: 88189, Defense: 647105, Current HP: 2095, A Avg: 92598, D Avg: 647105, [Blue Sword[180, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 199: HP: 1448, STR: 363, VIT: 560326, SPD: 63, LUK: 1, Attack: 84089, Defense: 647127, Current HP: 1448, A Avg: 88293, D Avg: 647127, [Wooden Stick[101, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 198: HP: 1448, STR: 363, VIT: 560326, SPD: 63, LUK: 1, Attack: 84128, Defense: 647127, Current HP: 1448, A Avg: 88334, D Avg: 647127, [Club[102, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 197: HP: 1448, STR: 369, VIT: 560326, SPD: 63, LUK: 1, Attack: 84141, Defense: 647127, Current HP: 1448, A Avg: 88348, D Avg: 647127, [Short Sword[103, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 196: HP: 1448, STR: 433, VIT: 560326, SPD: 63, LUK: 1, Attack: 84244, Defense: 647127, Current HP: 1448, A Avg: 88456, D Avg: 647127, [Long Sword[104, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 195: HP: 1448, STR: 486, VIT: 560326, SPD: 63, LUK: 1, Attack: 84258, Defense: 647127, Current HP: 1448, A Avg: 88470, D Avg: 647127, [Wasp Knife[105, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 194: HP: 1448, STR: 424, VIT: 560326, SPD: 63, LUK: 1, Attack: 84248, Defense: 647127, Current HP: 1448, A Avg: 88460, D Avg: 647127, [Stun Knuckle[106, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 193: HP: 1448, STR: 495, VIT: 560326, SPD: 63, LUK: 1, Attack: 84338, Defense: 647127, Current HP: 1448, A Avg: 88554, D Avg: 647127, [Battle Scythe[107, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 192: HP: 1469, STR: 495, VIT: 560326, SPD: 63, LUK: 1, Attack: 84384, Defense: 647127, Current HP: 1469, A Avg: 88603, D Avg: 647127, [Iron Lumps[108, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 191: HP: 1448, STR: 363, VIT: 560326, SPD: 63, LUK: 1, Attack: 84131, Defense: 647127, Current HP: 1448, A Avg: 88337, D Avg: 647127, [Decorative Swords[109, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 190: HP: 1448, STR: 513, VIT: 560326, SPD: 63, LUK: 1, Attack: 84636, Defense: 647127, Current HP: 1448, A Avg: 88867, D Avg: 647127, [Pinpoint[112, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 189: HP: 1469, STR: 556, VIT: 560326, SPD: 63, LUK: 1, Attack: 84562, Defense: 647127, Current HP: 1469, A Avg: 88790, D Avg: 647127, [Great Iron Mass[122, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 188: HP: 1459, STR: 424, VIT: 560326, SPD: 63, LUK: 1, Attack: 84417, Defense: 647127, Current HP: 1459, A Avg: 88637, D Avg: 647127, [Sword of Wood[124, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 187: HP: 1826, STR: 626, VIT: 560326, SPD: 63, LUK: 1, Attack: 84814, Defense: 647127, Current HP: 1826, A Avg: 89054, D Avg: 647127, [Sword of the Spirit Tree[125, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 186: HP: 1459, STR: 495, VIT: 560326, SPD: 63, LUK: 1, Attack: 84494, Defense: 647127, Current HP: 1459, A Avg: 88718, D Avg: 647127, [Greatsword[127, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 185: HP: 1822, STR: 561, VIT: 560326, SPD: 63, LUK: 1, Attack: 84983, Defense: 647127, Current HP: 1822, A Avg: 89232, D Avg: 647127, [Dreaming Sword[128, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 184: HP: 2372, STR: 669, VIT: 560326, SPD: 63, LUK: 1, Attack: 86352, Defense: 647127, Current HP: 2372, A Avg: 90669, D Avg: 647127, [Dancing[155, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 183: HP: 1448, STR: 1054, VIT: 560326, SPD: 63, LUK: 1, Attack: 85710, Defense: 647127, Current HP: 1448, A Avg: 89995, D Avg: 647127, [Penetra[161, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 182: HP: 1448, STR: 363, VIT: 560326, SPD: 63, LUK: 1, Attack: 85204, Defense: 647127, Current HP: 1448, A Avg: 89464, D Avg: 647127, [Grand Slam[163, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 181: HP: 1658, STR: 363, VIT: 560326, SPD: 63, LUK: 1, Attack: 85331, Defense: 647127, Current HP: 1658, A Avg: 89597, D Avg: 647127, [Cluster Bomb[170, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 180: HP: 2078, STR: 363, VIT: 560326, SPD: 63, LUK: 1, Attack: 92549, Defense: 647127, Current HP: 2078, A Avg: 97176, D Avg: 647127, [Big Bang[171, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 179: HP: 5732, STR: 363, VIT: 560326, SPD: 63, LUK: 1, Attack: 85416, Defense: 647127, Current HP: 5732, A Avg: 89686, D Avg: 647127, [Common Key[174, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 178: HP: 2078, STR: 363, VIT: 560326, SPD: 63, LUK: 1, Attack: 86605, Defense: 647127, Current HP: 2078, A Avg: 90935, D Avg: 647127, [Droid Hammer[177, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 177: HP: 1448, STR: 2037, VIT: 560326, SPD: 63, LUK: 1, Attack: 86966, Defense: 647127, Current HP: 1448, A Avg: 91314, D Avg: 647127, [Jack Knife[185, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 176: HP: 1448, STR: 2811, VIT: 560326, SPD: 63, LUK: 1, Attack: 87389, Defense: 647127, Current HP: 1448, A Avg: 91758, D Avg: 647127, [Magical[187, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 175: HP: 1448, STR: 849, VIT: 560326, SPD: 63, LUK: 1, Attack: 87900, Defense: 647127, Current HP: 1448, A Avg: 92295, D Avg: 647127, [Tekken[188, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 174: HP: 1448, STR: -60776, VIT: 560326, SPD: 63, LUK: 1, Attack: 38490, Defense: 647127, Current HP: 1448, A Avg: 40414, D Avg: 647127, [Sword of Evil[189, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 173: HP: 1448, STR: 3171, VIT: 560326, SPD: 63, LUK: 1, Attack: 90832, Defense: 647127, Current HP: 1448, A Avg: 95373, D Avg: 647127, [Neural Edge[190, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 172: HP: 1805, STR: 559, VIT: 560343, SPD: 63, LUK: 1, Attack: 84526, Defense: 647144, Current HP: 1805, A Avg: 88752, D Avg: 647144, [Phantom Sword[117, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 171: HP: 1459, STR: 486, VIT: 560355, SPD: 63, LUK: 1, Attack: 84329, Defense: 647156, Current HP: 1459, A Avg: 88545, D Avg: 647156, [Salamander[110, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 170: HP: 1448, STR: 547, VIT: 560355, SPD: 63, LUK: 1, Attack: 84631, Defense: 647156, Current HP: 1448, A Avg: 88862, D Avg: 647156, [Phantom Scythe[116, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 169: HP: 1459, STR: 486, VIT: 560355, SPD: 63, LUK: 1, Attack: 84358, Defense: 647156, Current HP: 1459, A Avg: 88575, D Avg: 647156, [Undine[118, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 168: HP: 1459, STR: 486, VIT: 560355, SPD: 63, LUK: 1, Attack: 84385, Defense: 647156, Current HP: 1459, A Avg: 88604, D Avg: 647156, [Sylph[119, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 167: HP: 1459, STR: 486, VIT: 560355, SPD: 63, LUK: 1, Attack: 84412, Defense: 647156, Current HP: 1459, A Avg: 88632, D Avg: 647156, [Gnome[120, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 166: HP: 1490, STR: 390, VIT: 560369, SPD: 63, LUK: 1, Attack: 88557, Defense: 647170, Current HP: 1490, A Avg: 92984, D Avg: 647170, [Basic[169, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 165: HP: 1448, STR: 495, VIT: 560425, SPD: 63, LUK: 1, Attack: 84371, Defense: 647226, Current HP: 1448, A Avg: 88589, D Avg: 647226, [Tornado[111, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 164: HP: 1805, STR: 486, VIT: 560425, SPD: 63, LUK: 1, Attack: 84511, Defense: 647226, Current HP: 1805, A Avg: 88736, D Avg: 647226, [Fairy Sword[113, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 163: HP: 1448, STR: 565, VIT: 560425, SPD: 63, LUK: 1, Attack: 84714, Defense: 647226, Current HP: 1448, A Avg: 88949, D Avg: 647226, [Giant Tornado[114, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 162: HP: 1463, STR: 495, VIT: 560425, SPD: 63, LUK: 1, Attack: 84311, Defense: 647226, Current HP: 1463, A Avg: 88526, D Avg: 647226, [Hand Axe[140, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 161: HP: 1469, STR: 547, VIT: 560425, SPD: 63, LUK: 1, Attack: 84540, Defense: 647226, Current HP: 1469, A Avg: 88767, D Avg: 647226, [Wooden Boomerang[167, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 160: HP: 1610, STR: 498, VIT: 560427, SPD: 63, LUK: 1, Attack: 84296, Defense: 647228, Current HP: 1610, A Avg: 88510, D Avg: 647228, [Ninja[135, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 159: HP: 1465, STR: 495, VIT: 560430, SPD: 63, LUK: 1, Attack: 84501, Defense: 647231, Current HP: 1465, A Avg: 88726, D Avg: 647231, [Crescent[141, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 158: HP: 1868, STR: 2602, VIT: 560442, SPD: 63, LUK: 1, Attack: 92511, Defense: 647243, Current HP: 1868, A Avg: 97136, D Avg: 647243, [Spectral Sword Shigure[172, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 157: HP: 3107, STR: 169, VIT: 561335, SPD: 63, LUK: 1, Attack: 84557, Defense: 647252, Current HP: 3107, A Avg: 88784, D Avg: 647252, [Encryption Key[173, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 156: HP: 7391, STR: 1699, VIT: 561335, SPD: 63, LUK: 1, Attack: 89581, Defense: 647252, Current HP: 7391, A Avg: 94060, D Avg: 647252, [Wild Card[175, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 155: HP: 3107, STR: 903, VIT: 561335, SPD: 63, LUK: 1, Attack: 86547, Defense: 647252, Current HP: 3107, A Avg: 90874, D Avg: 647252, [Portal Sword[176, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 154: HP: 1826, STR: 626, VIT: 560454, SPD: 63, LUK: 1, Attack: 85308, Defense: 647255, Current HP: 1826, A Avg: 89573, D Avg: 647255, [Thunder Whip[143, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 153: HP: 1406, STR: 583, VIT: 562263, SPD: 63, LUK: 1, Attack: 84971, Defense: 647257, Current HP: 1406, A Avg: 89219, D Avg: 647257, [Encryption Key[173, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 152: HP: 5690, STR: 2113, VIT: 562263, SPD: 63, LUK: 1, Attack: 89995, Defense: 647257, Current HP: 5690, A Avg: 94494, D Avg: 647257, [Wild Card[175, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 151: HP: 1406, STR: 1317, VIT: 562263, SPD: 63, LUK: 1, Attack: 86961, Defense: 647257, Current HP: 1406, A Avg: 91309, D Avg: 647257, [Portal Sword[176, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 150: HP: 1196, STR: 169, VIT: 562321, SPD: 63, LUK: 1, Attack: 84557, Defense: 647289, Current HP: 1196, A Avg: 88784, D Avg: 647289, [Encryption Key[173, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 149: HP: 5480, STR: 1699, VIT: 562321, SPD: 63, LUK: 1, Attack: 89581, Defense: 647289, Current HP: 5480, A Avg: 94060, D Avg: 647289, [Wild Card[175, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 148: HP: 1196, STR: 903, VIT: 562321, SPD: 63, LUK: 1, Attack: 86547, Defense: 647289, Current HP: 1196, A Avg: 90874, D Avg: 647289, [Portal Sword[176, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 147: HP: 2347, STR: 1393, VIT: 561086, SPD: 63, LUK: 1, Attack: 87271, Defense: 647302, Current HP: 2347, A Avg: 91634, D Avg: 647302, [God Hand[179, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 146: HP: 2305, STR: 2005, VIT: 561086, SPD: 63, LUK: 1, Attack: 87545, Defense: 647302, Current HP: 2305, A Avg: 91922, D Avg: 647302, [Zodiac[184, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 145: HP: 1847, STR: 486, VIT: 560523, SPD: 63, LUK: 1, Attack: 84342, Defense: 647324, Current HP: 1847, A Avg: 88559, D Avg: 647324, [Emerald Sword[115, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 144: HP: 1663, STR: 556, VIT: 560529, SPD: 63, LUK: 1, Attack: 84458, Defense: 647330, Current HP: 1663, A Avg: 88680, D Avg: 647330, [Crossed Shuriken[136, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 143: HP: 1847, STR: 617, VIT: 560538, SPD: 63, LUK: 1, Attack: 85130, Defense: 647339, Current HP: 1847, A Avg: 89386, D Avg: 647339, [Maximum Iron Mass[123, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 142: HP: 3506, STR: 2057, VIT: 562489, SPD: 63, LUK: 1, Attack: 89885, Defense: 647353, Current HP: 3506, A Avg: 94379, D Avg: 647353, [Stargazer[183, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 141: HP: 3313, STR: 484, VIT: 561144, SPD: 63, LUK: 1, Attack: 85192, Defense: 647360, Current HP: 3313, A Avg: 89451, D Avg: 647360, [Thin Blade[158, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 140: HP: 3313, STR: 835, VIT: 561173, SPD: 63, LUK: 1, Attack: 86687, Defense: 647389, Current HP: 3313, A Avg: 91021, D Avg: 647389, [Santoku[159, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 139: HP: 2973, STR: 734, VIT: 561199, SPD: 63, LUK: 1, Attack: 86378, Defense: 647415, Current HP: 2973, A Avg: 90696, D Avg: 647415, [Gladius[162, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 138: HP: 1459, STR: 680, VIT: 560630, SPD: 63, LUK: 1, Attack: 84790, Defense: 647431, Current HP: 1459, A Avg: 89029, D Avg: 647431, [Windmill[137, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 137: HP: 1448, STR: 608, VIT: 560633, SPD: 63, LUK: 1, Attack: 84608, Defense: 647434, Current HP: 1448, A Avg: 88838, D Avg: 647434, [Kirisame[129, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 136: HP: 1826, STR: 617, VIT: 560633, SPD: 63, LUK: 1, Attack: 84738, Defense: 647434, Current HP: 1826, A Avg: 88974, D Avg: 647434, [Black Kirisame[130, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 135: HP: 1814, STR: 799, VIT: 560633, SPD: 63, LUK: 1, Attack: 86547, Defense: 647434, Current HP: 1814, A Avg: 90874, D Avg: 647434, [Scythe of the Grim Reaper[148, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 134: HP: 1847, STR: 617, VIT: 560636, SPD: 63, LUK: 1, Attack: 84727, Defense: 647437, Current HP: 1847, A Avg: 88963, D Avg: 647437, [Serpent[144, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 133: HP: 2041, STR: 743, VIT: 560642, SPD: 63, LUK: 1, Attack: 85709, Defense: 647443, Current HP: 2041, A Avg: 89994, D Avg: 647443, [Red Shark[134, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 132: HP: 2162, STR: 608, VIT: 560651, SPD: 63, LUK: 1, Attack: 84926, Defense: 647452, Current HP: 2162, A Avg: 89172, D Avg: 647452, [Ruby Knuckle[151, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 131: HP: 2725, STR: 2052, VIT: 561237, SPD: 63, LUK: 1, Attack: 86552, Defense: 647453, Current HP: 2725, A Avg: 90879, D Avg: 647453, [Divine Dragon Sword[181, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 130: HP: 1826, STR: 968, VIT: 560680, SPD: 63, LUK: 1, Attack: 85702, Defense: 647481, Current HP: 1826, A Avg: 89987, D Avg: 647481, [Irruption[154, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 129: HP: 2095, STR: 1267, VIT: 561283, SPD: 63, LUK: 1, Attack: 86055, Defense: 647499, Current HP: 2095, A Avg: 90357, D Avg: 647499, [Pulse Knife[165, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 128: HP: 1797, STR: 676, VIT: 560732, SPD: 63, LUK: 1, Attack: 84786, Defense: 647533, Current HP: 1797, A Avg: 89025, D Avg: 647533, [Dragon Killer[139, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 127: HP: 1826, STR: 680, VIT: 560732, SPD: 63, LUK: 1, Attack: 85193, Defense: 647533, Current HP: 1826, A Avg: 89452, D Avg: 647533, [Volcano[142, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 126: HP: 1847, STR: 676, VIT: 560735, SPD: 63, LUK: 1, Attack: 86645, Defense: 647536, Current HP: 1847, A Avg: 90977, D Avg: 647536, [Fire Chariot[138, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 125: HP: 2183, STR: 810, VIT: 560749, SPD: 63, LUK: 1, Attack: 85908, Defense: 647550, Current HP: 2183, A Avg: 90203, D Avg: 647550, [Yggdrasil[126, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
