Rank 1000: HP: 2551, STR: 302, VIT: 806495, SPD: 90, LUK: 1, Attack: 86544, Defense: 890735, Current HP: 2551, A Avg: 90871, D Avg: 890735, [Droid Hammer[177, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 226: HP: 4147, STR: 1400, VIT: 808131, SPD: 90, LUK: 1, Attack: 87889, Defense: 894048, Current HP: 4147, A Avg: 92283, D Avg: 894048, [Cuttlefish[178, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 225: HP: 1713, STR: 1263, VIT: 809216, SPD: 90, LUK: 1, Attack: 86816, Defense: 894054, Current HP: 1713, A Avg: 91156, D Avg: 894054, [Hammer of Justice[186, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 224: HP: 4525, STR: 2583, VIT: 810236, SPD: 90, LUK: 1, Attack: 90411, Defense: 894073, Current HP: 4525, A Avg: 94931, D Avg: 894073, [Stargazer[183, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 223: HP: 3324, STR: 1290, VIT: 807902, SPD: 90, LUK: 1, Attack: 86128, Defense: 894118, Current HP: 3324, A Avg: 90434, D Avg: 894118, [Willow Blade[157, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 222: HP: 4458, STR: 1078, VIT: 807902, SPD: 90, LUK: 1, Attack: 86001, Defense: 894118, Current HP: 4458, A Avg: 90301, D Avg: 894118, [Pangaea[164, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 221: HP: 8353, STR: 3407, VIT: 807908, SPD: 90, LUK: 1, Attack: 89220, Defense: 894124, Current HP: 8353, A Avg: 93681, D Avg: 894124, [Spear of Regression[182, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 220: HP: 2876, STR: 2284, VIT: 809131, SPD: 90, LUK: 1, Attack: 87618, Defense: 894125, Current HP: 2876, A Avg: 91998, D Avg: 894125, [Impulse[166, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 219: HP: 1965, STR: 1585, VIT: 809300, SPD: 90, LUK: 1, Attack: 88074, Defense: 894138, Current HP: 1965, A Avg: 92477, D Avg: 894138, [Cuttlefish[178, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 218: HP: 1511, STR: 1699, VIT: 809178, SPD: 90, LUK: 1, Attack: 86487, Defense: 894146, Current HP: 1511, A Avg: 90811, D Avg: 894146, [Pulse Knife[165, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 217: HP: 3408, STR: 743, VIT: 807931, SPD: 90, LUK: 1, Attack: 86075, Defense: 894147, Current HP: 3408, A Avg: 90378, D Avg: 894147, [Tower[149, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 216: HP: 1921, STR: 471, VIT: 807362, SPD: 90, LUK: 1, Attack: 84197, Defense: 894163, Current HP: 1921, A Avg: 88406, D Avg: 894163, [Wooden Stick[101, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 215: HP: 1921, STR: 471, VIT: 807362, SPD: 90, LUK: 1, Attack: 84236, Defense: 894163, Current HP: 1921, A Avg: 88447, D Avg: 894163, [Club[102, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 214: HP: 1921, STR: 477, VIT: 807362, SPD: 90, LUK: 1, Attack: 84249, Defense: 894163, Current HP: 1921, A Avg: 88461, D Avg: 894163, [Short Sword[103, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 213: HP: 1921, STR: 568, VIT: 807362, SPD: 90, LUK: 1, Attack: 84379, Defense: 894163, Current HP: 1921, A Avg: 88597, D Avg: 894163, [Long Sword[104, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 212: HP: 1921, STR: 648, VIT: 807362, SPD: 90, LUK: 1, Attack: 84420, Defense: 894163, Current HP: 1921, A Avg: 88641, D Avg: 894163, [Wasp Knife[105, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 211: HP: 1921, STR: 559, VIT: 807362, SPD: 90, LUK: 1, Attack: 84383, Defense: 894163, Current HP: 1921, A Avg: 88602, D Avg: 894163, [Stun Knuckle[106, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 210: HP: 1921, STR: 657, VIT: 807362, SPD: 90, LUK: 1, Attack: 84500, Defense: 894163, Current HP: 1921, A Avg: 88725, D Avg: 894163, [Battle Scythe[107, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 209: HP: 1942, STR: 657, VIT: 807362, SPD: 90, LUK: 1, Attack: 84546, Defense: 894163, Current HP: 1942, A Avg: 88773, D Avg: 894163, [Iron Lumps[108, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 208: HP: 1921, STR: 471, VIT: 807362, SPD: 90, LUK: 1, Attack: 84239, Defense: 894163, Current HP: 1921, A Avg: 88450, D Avg: 894163, [Decorative Swords[109, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 207: HP: 1921, STR: 675, VIT: 807362, SPD: 90, LUK: 1, Attack: 84798, Defense: 894163, Current HP: 1921, A Avg: 89037, D Avg: 894163, [Pinpoint[112, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 206: HP: 1942, STR: 745, VIT: 807362, SPD: 90, LUK: 1, Attack: 84751, Defense: 894163, Current HP: 1942, A Avg: 88988, D Avg: 894163, [Great Iron Mass[122, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 205: HP: 1931, STR: 559, VIT: 807362, SPD: 90, LUK: 1, Attack: 84552, Defense: 894163, Current HP: 1931, A Avg: 88779, D Avg: 894163, [Sword of Wood[124, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 204: HP: 2456, STR: 842, VIT: 807362, SPD: 90, LUK: 1, Attack: 85030, Defense: 894163, Current HP: 2456, A Avg: 89281, D Avg: 894163, [Sword of the Spirit Tree[125, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 203: HP: 1931, STR: 657, VIT: 807362, SPD: 90, LUK: 1, Attack: 84656, Defense: 894163, Current HP: 1931, A Avg: 88888, D Avg: 894163, [Greatsword[127, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 202: HP: 2452, STR: 750, VIT: 807362, SPD: 90, LUK: 1, Attack: 85172, Defense: 894163, Current HP: 2452, A Avg: 89430, D Avg: 894163, [Dreaming Sword[128, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 201: HP: 3160, STR: 912, VIT: 807362, SPD: 90, LUK: 1, Attack: 86595, Defense: 894163, Current HP: 3160, A Avg: 90924, D Avg: 894163, [Dancing[155, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 200: HP: 1921, STR: 1459, VIT: 807362, SPD: 90, LUK: 1, Attack: 86115, Defense: 894163, Current HP: 1921, A Avg: 90420, D Avg: 894163, [Penetra[161, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 199: HP: 1921, STR: 471, VIT: 807362, SPD: 90, LUK: 1, Attack: 85312, Defense: 894163, Current HP: 1921, A Avg: 89577, D Avg: 894163, [Grand Slam[163, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 198: HP: 2131, STR: 471, VIT: 807362, SPD: 90, LUK: 1, Attack: 85439, Defense: 894163, Current HP: 2131, A Avg: 89710, D Avg: 894163, [Cluster Bomb[170, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 197: HP: 2551, STR: 471, VIT: 807362, SPD: 90, LUK: 1, Attack: 92657, Defense: 894163, Current HP: 2551, A Avg: 97289, D Avg: 894163, [Big Bang[171, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 196: HP: 8095, STR: 471, VIT: 807362, SPD: 90, LUK: 1, Attack: 85524, Defense: 894163, Current HP: 8095, A Avg: 89800, D Avg: 894163, [Common Key[174, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 195: HP: 2551, STR: 471, VIT: 807362, SPD: 90, LUK: 1, Attack: 86713, Defense: 894163, Current HP: 2551, A Avg: 91048, D Avg: 894163, [Droid Hammer[177, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 194: HP: 1921, STR: 2685, VIT: 807362, SPD: 90, LUK: 1, Attack: 87614, Defense: 894163, Current HP: 1921, A Avg: 91994, D Avg: 894163, [Jack Knife[185, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 193: HP: 1921, STR: 3999, VIT: 807362, SPD: 90, LUK: 1, Attack: 88577, Defense: 894163, Current HP: 1921, A Avg: 93005, D Avg: 894163, [Magical[187, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 192: HP: 1921, STR: 1092, VIT: 807362, SPD: 90, LUK: 1, Attack: 88143, Defense: 894163, Current HP: 1921, A Avg: 92550, D Avg: 894163, [Tekken[188, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 191: HP: 1921, STR: -87641, VIT: 807362, SPD: 90, LUK: 1, Attack: 11625, Defense: 894163, Current HP: 1921, A Avg: 12206, D Avg: 894163, [Sword of Evil[189, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 190: HP: 1921, STR: 4359, VIT: 807362, SPD: 90, LUK: 1, Attack: 92020, Defense: 894163, Current HP: 1921, A Avg: 96621, D Avg: 894163, [Neural Edge[190, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 189: HP: 2435, STR: 748, VIT: 807380, SPD: 90, LUK: 1, Attack: 84715, Defense: 894181, Current HP: 2435, A Avg: 88950, D Avg: 894181, [Phantom Sword[117, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 188: HP: 1721, STR: 1627, VIT: 809192, SPD: 90, LUK: 1, Attack: 87180, Defense: 894186, Current HP: 1721, A Avg: 91539, D Avg: 894186, [Hammer of Justice[186, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 187: HP: 4382, STR: 2601, VIT: 810251, SPD: 90, LUK: 1, Attack: 90429, Defense: 894192, Current HP: 4382, A Avg: 94950, D Avg: 894192, [Stargazer[183, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 186: HP: 1931, STR: 648, VIT: 807391, SPD: 90, LUK: 1, Attack: 84491, Defense: 894192, Current HP: 1931, A Avg: 88715, D Avg: 894192, [Salamander[110, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 185: HP: 1921, STR: 736, VIT: 807391, SPD: 90, LUK: 1, Attack: 84820, Defense: 894192, Current HP: 1921, A Avg: 89061, D Avg: 894192, [Phantom Scythe[116, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 184: HP: 1931, STR: 648, VIT: 807391, SPD: 90, LUK: 1, Attack: 84520, Defense: 894192, Current HP: 1931, A Avg: 88746, D Avg: 894192, [Undine[118, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 183: HP: 1931, STR: 648, VIT: 807391, SPD: 90, LUK: 1, Attack: 84547, Defense: 894192, Current HP: 1931, A Avg: 88774, D Avg: 894192, [Sylph[119, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 182: HP: 1931, STR: 648, VIT: 807391, SPD: 90, LUK: 1, Attack: 84574, Defense: 894192, Current HP: 1931, A Avg: 88802, D Avg: 894192, [Gnome[120, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 181: HP: 1963, STR: 498, VIT: 807406, SPD: 90, LUK: 1, Attack: 88665, Defense: 894207, Current HP: 1963, A Avg: 93098, D Avg: 894207, [Basic[169, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 180: HP: 1973, STR: 1949, VIT: 809276, SPD: 90, LUK: 1, Attack: 88438, Defense: 894270, Current HP: 1973, A Avg: 92859, D Avg: 894270, [Cuttlefish[178, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 179: HP: 2341, STR: 3169, VIT: 807478, SPD: 90, LUK: 1, Attack: 93078, Defense: 894279, Current HP: 2341, A Avg: 97731, D Avg: 894279, [Spectral Sword Shigure[172, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 178: HP: 3593, STR: 826, VIT: 808064, SPD: 90, LUK: 1, Attack: 85869, Defense: 894280, Current HP: 3593, A Avg: 90162, D Avg: 894280, [White Snake[160, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 177: HP: 3859, STR: 1096, VIT: 808073, SPD: 90, LUK: 1, Attack: 87442, Defense: 894289, Current HP: 3859, A Avg: 91814, D Avg: 894289, [Progress[147, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 176: HP: 1921, STR: 657, VIT: 807505, SPD: 90, LUK: 1, Attack: 84533, Defense: 894306, Current HP: 1921, A Avg: 88759, D Avg: 894306, [Tornado[111, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 175: HP: 2435, STR: 648, VIT: 807505, SPD: 90, LUK: 1, Attack: 84673, Defense: 894306, Current HP: 2435, A Avg: 88906, D Avg: 894306, [Fairy Sword[113, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 174: HP: 1921, STR: 754, VIT: 807505, SPD: 90, LUK: 1, Attack: 84903, Defense: 894306, Current HP: 1921, A Avg: 89148, D Avg: 894306, [Giant Tornado[114, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 173: HP: 1936, STR: 657, VIT: 807505, SPD: 90, LUK: 1, Attack: 84473, Defense: 894306, Current HP: 1936, A Avg: 88696, D Avg: 894306, [Hand Axe[140, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 172: HP: 1942, STR: 736, VIT: 807505, SPD: 90, LUK: 1, Attack: 84729, Defense: 894306, Current HP: 1942, A Avg: 88965, D Avg: 894306, [Wooden Boomerang[167, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 171: HP: 2146, STR: 660, VIT: 807507, SPD: 90, LUK: 1, Attack: 84458, Defense: 894308, Current HP: 2146, A Avg: 88680, D Avg: 894308, [Ninja[135, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 170: HP: 1938, STR: 657, VIT: 807510, SPD: 90, LUK: 1, Attack: 84663, Defense: 894311, Current HP: 1938, A Avg: 88896, D Avg: 894311, [Crescent[141, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 169: HP: 2456, STR: 842, VIT: 807534, SPD: 90, LUK: 1, Attack: 85524, Defense: 894335, Current HP: 2456, A Avg: 89800, D Avg: 894335, [Thunder Whip[143, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 168: HP: 1921, STR: 399, VIT: 809479, SPD: 90, LUK: 1, Attack: 84787, Defense: 894343, Current HP: 1921, A Avg: 89026, D Avg: 894343, [Encryption Key[173, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 167: HP: 8095, STR: 2604, VIT: 809479, SPD: 90, LUK: 1, Attack: 90486, Defense: 894343, Current HP: 8095, A Avg: 95010, D Avg: 894343, [Wild Card[175, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 166: HP: 1921, STR: 1458, VIT: 809479, SPD: 90, LUK: 1, Attack: 87102, Defense: 894343, Current HP: 1921, A Avg: 91457, D Avg: 894343, [Portal Sword[176, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 165: HP: 2666, STR: 1735, VIT: 809407, SPD: 90, LUK: 1, Attack: 87069, Defense: 894375, Current HP: 2666, A Avg: 91422, D Avg: 894375, [Impulse[166, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 164: HP: 2809, STR: 955, VIT: 808186, SPD: 90, LUK: 1, Attack: 87483, Defense: 894402, Current HP: 2809, A Avg: 91857, D Avg: 894402, [Moon Knuckle[153, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 163: HP: 2788, STR: 3283, VIT: 808186, SPD: 90, LUK: 1, Attack: 89161, Defense: 894402, Current HP: 2788, A Avg: 93619, D Avg: 894402, [Blue Sword[180, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 162: HP: 1511, STR: 1078, VIT: 809468, SPD: 90, LUK: 1, Attack: 86631, Defense: 894436, Current HP: 1511, A Avg: 90962, D Avg: 894436, [Hammer of Justice[186, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 161: HP: 2477, STR: 648, VIT: 807647, SPD: 90, LUK: 1, Attack: 84504, Defense: 894448, Current HP: 2477, A Avg: 88729, D Avg: 894448, [Emerald Sword[115, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 160: HP: 2230, STR: 745, VIT: 807652, SPD: 90, LUK: 1, Attack: 84647, Defense: 894453, Current HP: 2230, A Avg: 88879, D Avg: 894453, [Crossed Shuriken[136, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 159: HP: 2477, STR: 833, VIT: 807661, SPD: 90, LUK: 1, Attack: 85346, Defense: 894462, Current HP: 2477, A Avg: 89613, D Avg: 894462, [Maximum Iron Mass[123, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 158: HP: 4609, STR: 2689, VIT: 810254, SPD: 90, LUK: 1, Attack: 90517, Defense: 894494, Current HP: 4609, A Avg: 95042, D Avg: 894494, [Stargazer[183, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 157: HP: 1763, STR: 1400, VIT: 809552, SPD: 90, LUK: 1, Attack: 87889, Defense: 894520, Current HP: 1763, A Avg: 92283, D Avg: 894520, [Cuttlefish[178, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 156: HP: 1931, STR: 923, VIT: 807797, SPD: 90, LUK: 1, Attack: 85033, Defense: 894598, Current HP: 1931, A Avg: 89284, D Avg: 894598, [Windmill[137, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 155: HP: 1921, STR: 824, VIT: 807800, SPD: 90, LUK: 1, Attack: 84824, Defense: 894601, Current HP: 1921, A Avg: 89065, D Avg: 894601, [Kirisame[129, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 154: HP: 2456, STR: 833, VIT: 807800, SPD: 90, LUK: 1, Attack: 84954, Defense: 894601, Current HP: 2456, A Avg: 89201, D Avg: 894601, [Black Kirisame[130, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 153: HP: 2444, STR: 1096, VIT: 807800, SPD: 90, LUK: 1, Attack: 86844, Defense: 894601, Current HP: 2444, A Avg: 91186, D Avg: 894601, [Scythe of the Grim Reaper[148, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 152: HP: 2477, STR: 833, VIT: 807803, SPD: 90, LUK: 1, Attack: 84943, Defense: 894604, Current HP: 2477, A Avg: 89190, D Avg: 894604, [Serpent[144, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 151: HP: 2765, STR: 1013, VIT: 807809, SPD: 90, LUK: 1, Attack: 85979, Defense: 894610, Current HP: 2765, A Avg: 90277, D Avg: 894610, [Red Shark[134, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 150: HP: 2950, STR: 824, VIT: 807818, SPD: 90, LUK: 1, Attack: 85142, Defense: 894619, Current HP: 2950, A Avg: 89399, D Avg: 894619, [Ruby Knuckle[151, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 149: HP: 2456, STR: 1319, VIT: 807847, SPD: 90, LUK: 1, Attack: 86053, Defense: 894648, Current HP: 2456, A Avg: 90355, D Avg: 894648, [Irruption[154, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 148: HP: 3040, STR: 1960, VIT: 808470, SPD: 90, LUK: 1, Attack: 87838, Defense: 894686, Current HP: 3040, A Avg: 92229, D Avg: 894686, [God Hand[179, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 147: HP: 2998, STR: 2842, VIT: 808470, SPD: 90, LUK: 1, Attack: 88382, Defense: 894686, Current HP: 2998, A Avg: 92801, D Avg: 894686, [Zodiac[184, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 146: HP: 2396, STR: 919, VIT: 807942, SPD: 90, LUK: 1, Attack: 85029, Defense: 894743, Current HP: 2396, A Avg: 89280, D Avg: 894743, [Dragon Killer[139, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 145: HP: 2456, STR: 923, VIT: 807942, SPD: 90, LUK: 1, Attack: 85436, Defense: 894743, Current HP: 2456, A Avg: 89707, D Avg: 894743, [Volcano[142, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 144: HP: 4479, STR: 646, VIT: 808528, SPD: 90, LUK: 1, Attack: 85354, Defense: 894744, Current HP: 4479, A Avg: 89621, D Avg: 894744, [Thin Blade[158, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 143: HP: 2477, STR: 919, VIT: 807945, SPD: 90, LUK: 1, Attack: 86888, Defense: 894746, Current HP: 2477, A Avg: 91232, D Avg: 894746, [Fire Chariot[138, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 142: HP: 3418, STR: 2592, VIT: 808534, SPD: 90, LUK: 1, Attack: 87092, Defense: 894750, Current HP: 3418, A Avg: 91446, D Avg: 894750, [Divine Dragon Sword[181, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 141: HP: 2971, STR: 1107, VIT: 807960, SPD: 90, LUK: 1, Attack: 86205, Defense: 894761, Current HP: 2971, A Avg: 90515, D Avg: 894761, [Yggdrasil[126, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 140: HP: 2456, STR: 1024, VIT: 807960, SPD: 90, LUK: 1, Attack: 85849, Defense: 894761, Current HP: 2456, A Avg: 90141, D Avg: 894761, [Kraken[145, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 139: HP: 2662, STR: 930, VIT: 807966, SPD: 90, LUK: 1, Attack: 84962, Defense: 894767, Current HP: 2662, A Avg: 89210, D Avg: 894767, [Alucard[146, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 138: HP: 4479, STR: 1132, VIT: 808557, SPD: 90, LUK: 1, Attack: 86984, Defense: 894773, Current HP: 4479, A Avg: 91333, D Avg: 894773, [Santoku[159, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 137: HP: 3895, STR: 196, VIT: 808894, SPD: 90, LUK: 1, Attack: 84584, Defense: 894811, Current HP: 3895, A Avg: 88813, D Avg: 894811, [Encryption Key[173, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 136: HP: 10069, STR: 2401, VIT: 808894, SPD: 90, LUK: 1, Attack: 90283, Defense: 894811, Current HP: 10069, A Avg: 94797, D Avg: 894811, [Wild Card[175, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 135: HP: 3895, STR: 1254, VIT: 808894, SPD: 90, LUK: 1, Attack: 86898, Defense: 894811, Current HP: 3895, A Avg: 91242, D Avg: 894811, [Portal Sword[176, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 134: HP: 4044, STR: 1004, VIT: 808627, SPD: 90, LUK: 1, Attack: 86648, Defense: 894843, Current HP: 4044, A Avg: 90980, D Avg: 894843, [Gladius[162, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 133: HP: 2456, STR: 921, VIT: 808073, SPD: 90, LUK: 1, Attack: 84862, Defense: 894874, Current HP: 2456, A Avg: 89105, D Avg: 894874, [Rusty Knife[156, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 132: HP: 1713, STR: 381, VIT: 810062, SPD: 90, LUK: 1, Attack: 84769, Defense: 894900, Current HP: 1713, A Avg: 89007, D Avg: 894900, [Encryption Key[173, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 131: HP: 7887, STR: 2586, VIT: 810062, SPD: 90, LUK: 1, Attack: 90468, Defense: 894900, Current HP: 7887, A Avg: 94991, D Avg: 894900, [Wild Card[175, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 130: HP: 1713, STR: 1440, VIT: 810062, SPD: 90, LUK: 1, Attack: 87084, Defense: 894900, Current HP: 1713, A Avg: 91438, D Avg: 894900, [Portal Sword[176, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 129: HP: 2456, STR: 842, VIT: 808102, SPD: 90, LUK: 1, Attack: 86317, Defense: 894903, Current HP: 2456, A Avg: 90632, D Avg: 894903, [Elemental[121, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 128: HP: 2971, STR: 1036, VIT: 808102, SPD: 90, LUK: 1, Attack: 85686, Defense: 894903, Current HP: 2971, A Avg: 89970, D Avg: 894903, [Diamond Knuckle[152, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 127: HP: 1921, STR: 1375, VIT: 808108, SPD: 90, LUK: 1, Attack: 86213, Defense: 894909, Current HP: 1921, A Avg: 90523, D Avg: 894909, [Classic[168, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
