Rank 1000: HP: 1249, STR: 691, VIT: 1434, SPD: 54, LUK: 1, Attack: 84812, Defense: 91212, Current HP: 1249, A Avg: 89052, D Avg: 91212, [Black Kirisame[130, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 263: HP: 1221, STR: 364, VIT: 2038, SPD: 48, LUK: 1, Attack: 85176, Defense: 91816, Current HP: 1221, A Avg: 107321, D Avg: 91816, [Granada[150, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 262: HP: 1178, STR: 380, VIT: 2038, SPD: 48, LUK: 1, Attack: 85030, Defense: 91816, Current HP: 1178, A Avg: 89281, D Avg: 91816, [Diamond Knuckle[152, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 261: HP: 1584, STR: 372, VIT: 2038, SPD: 48, LUK: 1, Attack: 85022, Defense: 91816, Current HP: 1584, A Avg: 89273, D Avg: 91816, [Diamond Knuckle[152, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 260: HP: 703, STR: 153, VIT: 2043, SPD: 48, LUK: 1, Attack: 84541, Defense: 91821, Current HP: 703, A Avg: 88768, D Avg: 91821, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 259: HP: 4009, STR: 2038, VIT: 2043, SPD: 48, LUK: 1, Attack: 89920, Defense: 91821, Current HP: 4009, A Avg: 94416, D Avg: 91821, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 258: HP: 703, STR: 1302, VIT: 2043, SPD: 48, LUK: 1, Attack: 86946, Defense: 91821, Current HP: 703, A Avg: 91293, D Avg: 91821, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 257: HP: 1282, STR: 372, VIT: 2043, SPD: 48, LUK: 1, Attack: 84404, Defense: 91821, Current HP: 1282, A Avg: 106349, D Avg: 91821, [Alucard[146, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 256: HP: 608, STR: 553, VIT: 2043, SPD: 48, LUK: 1, Attack: 85391, Defense: 91821, Current HP: 608, A Avg: 89660, D Avg: 91821, [Classic[168, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 255: HP: 924, STR: 545, VIT: 2043, SPD: 48, LUK: 1, Attack: 85383, Defense: 91821, Current HP: 924, A Avg: 89652, D Avg: 91821, [Classic[168, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 254: HP: 1358, STR: 408, VIT: 2046, SPD: 48, LUK: 1, Attack: 84251, Defense: 91824, Current HP: 1358, A Avg: 88463, D Avg: 91824, [Salamander[110, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 253: HP: 1349, STR: 624, VIT: 2046, SPD: 48, LUK: 1, Attack: 84708, Defense: 91824, Current HP: 1349, A Avg: 88943, D Avg: 91824, [Phantom Scythe[116, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 252: HP: 1358, STR: 408, VIT: 2046, SPD: 48, LUK: 1, Attack: 84280, Defense: 91824, Current HP: 1358, A Avg: 88494, D Avg: 91824, [Undine[118, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 251: HP: 1358, STR: 408, VIT: 2046, SPD: 48, LUK: 1, Attack: 84307, Defense: 91824, Current HP: 1358, A Avg: 88522, D Avg: 91824, [Sylph[119, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 250: HP: 1358, STR: 408, VIT: 2046, SPD: 48, LUK: 1, Attack: 84334, Defense: 91824, Current HP: 1358, A Avg: 88550, D Avg: 91824, [Gnome[120, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 249: HP: 3254, STR: 1683, VIT: 5046, SPD: 54, LUK: 1, Attack: 89511, Defense: 91834, Current HP: 3254, A Avg: 93986, D Avg: 91834, [Stargazer[183, 0, 0, 0], Golem Shield[245, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 248: HP: 1387, STR: 339, VIT: 2059, SPD: 48, LUK: 1, Attack: 88506, Defense: 91837, Current HP: 1387, A Avg: 92931, D Avg: 91837, [Basic[169, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 247: HP: 912, STR: 651, VIT: 2061, SPD: 48, LUK: 1, Attack: 85489, Defense: 91839, Current HP: 912, A Avg: 89763, D Avg: 91839, [Willow Blade[157, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 246: HP: 902, STR: 659, VIT: 2061, SPD: 48, LUK: 1, Attack: 85497, Defense: 91839, Current HP: 902, A Avg: 89771, D Avg: 91839, [Willow Blade[157, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 245: HP: 1558, STR: 526, VIT: 2061, SPD: 48, LUK: 1, Attack: 85449, Defense: 91839, Current HP: 1558, A Avg: 89721, D Avg: 91839, [Pangaea[164, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 244: HP: 1548, STR: 734, VIT: 2061, SPD: 48, LUK: 1, Attack: 85657, Defense: 91839, Current HP: 1548, A Avg: 89939, D Avg: 91839, [Pangaea[164, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 243: HP: 1228, STR: 264, VIT: 2063, SPD: 54, LUK: 1, Attack: 84120, Defense: 91841, Current HP: 1228, A Avg: 88326, D Avg: 91841, [Emerald Sword[115, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 242: HP: 1064, STR: 325, VIT: 2069, SPD: 54, LUK: 1, Attack: 84227, Defense: 91847, Current HP: 1064, A Avg: 88438, D Avg: 91847, [Crossed Shuriken[136, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 241: HP: 3591, STR: 2628, VIT: 4284, SPD: 48, LUK: 1, Attack: 90456, Defense: 91852, Current HP: 3591, A Avg: 94978, D Avg: 91852, [Stargazer[183, 0, 0, 0], Storm Wall[242, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 240: HP: 923, STR: 1164, VIT: 2077, SPD: 54, LUK: 1, Attack: 86717, Defense: 91855, Current HP: 923, A Avg: 91052, D Avg: 91855, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 239: HP: 1228, STR: 378, VIT: 2077, SPD: 54, LUK: 1, Attack: 84891, Defense: 91855, Current HP: 1228, A Avg: 89135, D Avg: 91855, [Maximum Iron Mass[123, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 238: HP: 988, STR: 490, VIT: 2087, SPD: 48, LUK: 1, Attack: 85822, Defense: 91865, Current HP: 988, A Avg: 90113, D Avg: 91865, [Tower[149, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 237: HP: 978, STR: 364, VIT: 2087, SPD: 48, LUK: 1, Attack: 85696, Defense: 91865, Current HP: 978, A Avg: 89980, D Avg: 91865, [Tower[149, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 236: HP: 1155, STR: 364, VIT: 2087, SPD: 48, LUK: 1, Attack: 84305, Defense: 91865, Current HP: 1155, A Avg: 106224, D Avg: 91865, [Rusty Knife[156, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 235: HP: 902, STR: 906, VIT: 2087, SPD: 48, LUK: 1, Attack: 85744, Defense: 91865, Current HP: 902, A Avg: 90031, D Avg: 91865, [Willow Blade[157, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 234: HP: 1265, STR: 651, VIT: 2087, SPD: 48, LUK: 1, Attack: 85489, Defense: 91865, Current HP: 1265, A Avg: 89763, D Avg: 91865, [Willow Blade[157, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 233: HP: 1548, STR: 534, VIT: 2087, SPD: 48, LUK: 1, Attack: 85457, Defense: 91865, Current HP: 1548, A Avg: 89729, D Avg: 91865, [Pangaea[164, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 232: HP: 2013, STR: 526, VIT: 2087, SPD: 48, LUK: 1, Attack: 85449, Defense: 91865, Current HP: 2013, A Avg: 89721, D Avg: 91865, [Pangaea[164, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 231: HP: 1175, STR: 1610, VIT: 2093, SPD: 54, LUK: 1, Attack: 88099, Defense: 91871, Current HP: 1175, A Avg: 92503, D Avg: 91871, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 230: HP: 1349, STR: 572, VIT: 2095, SPD: 48, LUK: 1, Attack: 84448, Defense: 91873, Current HP: 1349, A Avg: 88670, D Avg: 91873, [Tornado[111, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 229: HP: 1624, STR: 561, VIT: 2095, SPD: 48, LUK: 1, Attack: 84586, Defense: 91873, Current HP: 1624, A Avg: 88815, D Avg: 91873, [Fairy Sword[113, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 228: HP: 1349, STR: 646, VIT: 2095, SPD: 48, LUK: 1, Attack: 84795, Defense: 91873, Current HP: 1349, A Avg: 89034, D Avg: 91873, [Giant Tornado[114, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 227: HP: 1362, STR: 416, VIT: 2095, SPD: 48, LUK: 1, Attack: 84232, Defense: 91873, Current HP: 1362, A Avg: 88443, D Avg: 91873, [Hand Axe[140, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 226: HP: 1368, STR: 454, VIT: 2095, SPD: 48, LUK: 1, Attack: 84447, Defense: 91873, Current HP: 1368, A Avg: 88669, D Avg: 91873, [Wooden Boomerang[167, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 225: HP: 1476, STR: 419, VIT: 2098, SPD: 48, LUK: 1, Attack: 84217, Defense: 91876, Current HP: 1476, A Avg: 88427, D Avg: 91876, [Ninja[135, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 224: HP: 1364, STR: 572, VIT: 2100, SPD: 48, LUK: 1, Attack: 84578, Defense: 91878, Current HP: 1364, A Avg: 88806, D Avg: 91878, [Crescent[141, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 223: HP: 1824, STR: 2298, VIT: 2105, SPD: 57, LUK: 1, Attack: 87632, Defense: 91883, Current HP: 1824, A Avg: 92013, D Avg: 91883, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 222: HP: 1155, STR: 326, VIT: 2113, SPD: 48, LUK: 1, Attack: 85801, Defense: 91891, Current HP: 1155, A Avg: 108109, D Avg: 91891, [Elemental[121, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 221: HP: 978, STR: 364, VIT: 2113, SPD: 48, LUK: 1, Attack: 85696, Defense: 91891, Current HP: 978, A Avg: 89980, D Avg: 91891, [Tower[149, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 220: HP: 1353, STR: 356, VIT: 2113, SPD: 48, LUK: 1, Attack: 85688, Defense: 91891, Current HP: 1353, A Avg: 89972, D Avg: 91891, [Tower[149, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 219: HP: 1474, STR: 435, VIT: 2113, SPD: 48, LUK: 1, Attack: 85085, Defense: 91891, Current HP: 1474, A Avg: 107207, D Avg: 91891, [Diamond Knuckle[152, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 218: HP: 814, STR: 608, VIT: 2118, SPD: 48, LUK: 1, Attack: 85446, Defense: 91896, Current HP: 814, A Avg: 107661, D Avg: 91896, [Classic[168, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 217: HP: 1643, STR: 516, VIT: 2121, SPD: 48, LUK: 1, Attack: 85198, Defense: 91899, Current HP: 1643, A Avg: 89457, D Avg: 91899, [Thunder Whip[143, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 216: HP: 640, STR: 267, VIT: 2123, SPD: 51, LUK: 1, Attack: 84655, Defense: 91901, Current HP: 640, A Avg: 105818, D Avg: 91901, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 215: HP: 4120, STR: 2224, VIT: 2123, SPD: 51, LUK: 1, Attack: 90106, Defense: 91901, Current HP: 4120, A Avg: 112632, D Avg: 91901, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 214: HP: 640, STR: 1206, VIT: 2123, SPD: 51, LUK: 1, Attack: 86850, Defense: 91901, Current HP: 640, A Avg: 108562, D Avg: 91901, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 213: HP: 1729, STR: 2983, VIT: 2124, SPD: 48, LUK: 1, Attack: 92892, Defense: 91902, Current HP: 1729, A Avg: 97536, D Avg: 91902, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 212: HP: 3359, STR: 1966, VIT: 4340, SPD: 54, LUK: 1, Attack: 89794, Defense: 91908, Current HP: 3359, A Avg: 94283, D Avg: 91908, [Stargazer[183, 0, 0, 0], Storm Wall[242, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 211: HP: 944, STR: 212, VIT: 2144, SPD: 54, LUK: 1, Attack: 84400, Defense: 91922, Current HP: 944, A Avg: 88620, D Avg: 91922, [Cagliostro[133, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 210: HP: 892, STR: 432, VIT: 2153, SPD: 54, LUK: 1, Attack: 84542, Defense: 91931, Current HP: 892, A Avg: 88769, D Avg: 91931, [Windmill[137, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 209: HP: 1079, STR: 547, VIT: 2155, SPD: 48, LUK: 1, Attack: 85590, Defense: 91933, Current HP: 1079, A Avg: 89869, D Avg: 91933, [White Snake[160, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 208: HP: 1069, STR: 406, VIT: 2155, SPD: 48, LUK: 1, Attack: 85449, Defense: 91933, Current HP: 1069, A Avg: 89721, D Avg: 91933, [White Snake[160, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 207: HP: 881, STR: 369, VIT: 2156, SPD: 54, LUK: 1, Attack: 84369, Defense: 91934, Current HP: 881, A Avg: 88587, D Avg: 91934, [Kirisame[129, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 206: HP: 1207, STR: 378, VIT: 2156, SPD: 54, LUK: 1, Attack: 84499, Defense: 91934, Current HP: 1207, A Avg: 88723, D Avg: 91934, [Black Kirisame[130, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 205: HP: 1194, STR: 532, VIT: 2156, SPD: 54, LUK: 1, Attack: 86280, Defense: 91934, Current HP: 1194, A Avg: 90594, D Avg: 91934, [Scythe of the Grim Reaper[148, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 204: HP: 1228, STR: 378, VIT: 2158, SPD: 54, LUK: 1, Attack: 84488, Defense: 91936, Current HP: 1228, A Avg: 88712, D Avg: 91936, [Serpent[144, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 203: HP: 1206, STR: 745, VIT: 2163, SPD: 48, LUK: 1, Attack: 87091, Defense: 91941, Current HP: 1206, A Avg: 91445, D Avg: 91941, [Progress[147, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 202: HP: 1197, STR: 550, VIT: 2163, SPD: 48, LUK: 1, Attack: 86896, Defense: 91941, Current HP: 1197, A Avg: 91240, D Avg: 91941, [Progress[147, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 201: HP: 1155, STR: 713, VIT: 2163, SPD: 48, LUK: 1, Attack: 85551, Defense: 91941, Current HP: 1155, A Avg: 107794, D Avg: 91941, [Willow Blade[157, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 200: HP: 1903, STR: 588, VIT: 2163, SPD: 48, LUK: 1, Attack: 85511, Defense: 91941, Current HP: 1903, A Avg: 107743, D Avg: 91941, [Pangaea[164, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 199: HP: 1390, STR: 486, VIT: 2164, SPD: 54, LUK: 1, Attack: 85452, Defense: 91942, Current HP: 1390, A Avg: 89724, D Avg: 91942, [Red Shark[134, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 198: HP: 1662, STR: 561, VIT: 2170, SPD: 48, LUK: 1, Attack: 84417, Defense: 91948, Current HP: 1662, A Avg: 88637, D Avg: 91948, [Emerald Sword[115, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 197: HP: 3752, STR: 3907, VIT: 2170, SPD: 48, LUK: 1, Attack: 89720, Defense: 91948, Current HP: 3752, A Avg: 94206, D Avg: 91948, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 196: HP: 3743, STR: 3920, VIT: 2170, SPD: 48, LUK: 1, Attack: 89733, Defense: 91948, Current HP: 3743, A Avg: 94219, D Avg: 91948, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 195: HP: 1159, STR: 1609, VIT: 2171, SPD: 57, LUK: 1, Attack: 87162, Defense: 91949, Current HP: 1159, A Avg: 91520, D Avg: 91949, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 194: HP: 1490, STR: 369, VIT: 2172, SPD: 54, LUK: 1, Attack: 84687, Defense: 91950, Current HP: 1490, A Avg: 88921, D Avg: 91950, [Ruby Knuckle[151, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 193: HP: 1514, STR: 462, VIT: 2176, SPD: 48, LUK: 1, Attack: 84364, Defense: 91954, Current HP: 1514, A Avg: 88582, D Avg: 91954, [Crossed Shuriken[136, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 192: HP: 1069, STR: 406, VIT: 2181, SPD: 48, LUK: 1, Attack: 85449, Defense: 91959, Current HP: 1069, A Avg: 89721, D Avg: 91959, [White Snake[160, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 191: HP: 1458, STR: 398, VIT: 2181, SPD: 48, LUK: 1, Attack: 85441, Defense: 91959, Current HP: 1458, A Avg: 89713, D Avg: 91959, [White Snake[160, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 190: HP: 1662, STR: 508, VIT: 2183, SPD: 48, LUK: 1, Attack: 85021, Defense: 91961, Current HP: 1662, A Avg: 89272, D Avg: 91961, [Maximum Iron Mass[123, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 189: HP: 1387, STR: 2022, VIT: 2185, SPD: 57, LUK: 1, Attack: 88511, Defense: 91963, Current HP: 1387, A Avg: 92936, D Avg: 91963, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 188: HP: 1197, STR: 550, VIT: 2189, SPD: 48, LUK: 1, Attack: 86896, Defense: 91967, Current HP: 1197, A Avg: 91240, D Avg: 91967, [Progress[147, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 187: HP: 1606, STR: 542, VIT: 2189, SPD: 48, LUK: 1, Attack: 86888, Defense: 91967, Current HP: 1606, A Avg: 91232, D Avg: 91967, [Progress[147, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 186: HP: 1243, STR: 419, VIT: 2189, SPD: 48, LUK: 1, Attack: 85751, Defense: 91967, Current HP: 1243, A Avg: 108046, D Avg: 91967, [Tower[149, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 185: HP: 3743, STR: 4825, VIT: 2196, SPD: 48, LUK: 1, Attack: 90638, Defense: 91974, Current HP: 3743, A Avg: 95169, D Avg: 91974, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 184: HP: 4554, STR: 3907, VIT: 2196, SPD: 48, LUK: 1, Attack: 89720, Defense: 91974, Current HP: 4554, A Avg: 94206, D Avg: 91974, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 183: HP: 1207, STR: 684, VIT: 2200, SPD: 54, LUK: 1, Attack: 85418, Defense: 91978, Current HP: 1207, A Avg: 89688, D Avg: 91978, [Irruption[154, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 182: HP: 636, STR: 662, VIT: 2212, SPD: 48, LUK: 1, Attack: 87190, Defense: 91990, Current HP: 636, A Avg: 91549, D Avg: 91990, [Moon Knuckle[153, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 181: HP: 627, STR: 489, VIT: 2212, SPD: 48, LUK: 1, Attack: 87017, Defense: 91990, Current HP: 627, A Avg: 91367, D Avg: 91990, [Moon Knuckle[153, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 180: HP: 617, STR: 1686, VIT: 2212, SPD: 48, LUK: 1, Attack: 87564, Defense: 91990, Current HP: 617, A Avg: 91942, D Avg: 91990, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 179: HP: 608, STR: 1694, VIT: 2212, SPD: 48, LUK: 1, Attack: 87572, Defense: 91990, Current HP: 608, A Avg: 91950, D Avg: 91990, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 178: HP: 1188, STR: 428, VIT: 2237, SPD: 54, LUK: 1, Attack: 84538, Defense: 92015, Current HP: 1188, A Avg: 88764, D Avg: 92015, [Dragon Killer[139, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 177: HP: 1207, STR: 432, VIT: 2237, SPD: 54, LUK: 1, Attack: 84945, Defense: 92015, Current HP: 1207, A Avg: 89192, D Avg: 92015, [Volcano[142, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 176: HP: 627, STR: 489, VIT: 2238, SPD: 48, LUK: 1, Attack: 87017, Defense: 92016, Current HP: 627, A Avg: 91367, D Avg: 92016, [Moon Knuckle[153, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 175: HP: 946, STR: 481, VIT: 2238, SPD: 48, LUK: 1, Attack: 87009, Defense: 92016, Current HP: 946, A Avg: 91359, D Avg: 92016, [Moon Knuckle[153, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 174: HP: 608, STR: 1694, VIT: 2238, SPD: 48, LUK: 1, Attack: 87572, Defense: 92016, Current HP: 608, A Avg: 91950, D Avg: 92016, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 173: HP: 924, STR: 1686, VIT: 2238, SPD: 48, LUK: 1, Attack: 87564, Defense: 92016, Current HP: 924, A Avg: 91942, D Avg: 92016, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 172: HP: 1228, STR: 428, VIT: 2240, SPD: 54, LUK: 1, Attack: 86397, Defense: 92018, Current HP: 1228, A Avg: 90716, D Avg: 92018, [Fire Chariot[138, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 171: HP: 1406, STR: 361, VIT: 2246, SPD: 48, LUK: 1, Attack: 84549, Defense: 92024, Current HP: 1406, A Avg: 88776, D Avg: 92024, [Cagliostro[133, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 170: HP: 1511, STR: 543, VIT: 2254, SPD: 54, LUK: 1, Attack: 85641, Defense: 92032, Current HP: 1511, A Avg: 89923, D Avg: 92032, [Yggdrasil[126, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 169: HP: 1207, STR: 496, VIT: 2254, SPD: 54, LUK: 1, Attack: 85321, Defense: 92032, Current HP: 1207, A Avg: 89587, D Avg: 92032, [Kraken[145, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 168: HP: 1270, STR: 430, VIT: 2254, SPD: 54, LUK: 1, Attack: 85242, Defense: 92032, Current HP: 1270, A Avg: 89504, D Avg: 92032, [Granada[150, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 167: HP: 1358, STR: 556, VIT: 2254, SPD: 48, LUK: 1, Attack: 84666, Defense: 92032, Current HP: 1358, A Avg: 88899, D Avg: 92032, [Windmill[137, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 166: HP: 1348, STR: 460, VIT: 2256, SPD: 48, LUK: 1, Attack: 85503, Defense: 92034, Current HP: 1348, A Avg: 107733, D Avg: 92034, [White Snake[160, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
