Rank 1000: HP: 2248, STR: 612, VIT: 6949, SPD: 80, LUK: 1, Attack: 85578, Defense: 92619, Current HP: 2248, A Avg: 89856, D Avg: 92619, [Red Shark[134, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 262: HP: 3439, STR: 3047, VIT: 3752, SPD: 129, LUK: 1, Attack: 90875, Defense: 93530, Current HP: 3439, A Avg: 95418, D Avg: 93530, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 261: HP: 3439, STR: 2232, VIT: 3752, SPD: 80, LUK: 2, Attack: 90060, Defense: 93530, Current HP: 3439, A Avg: 94563, D Avg: 93530, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 260: HP: 3420, STR: 3652, VIT: 3752, SPD: 80, LUK: 1, Attack: 91480, Defense: 93530, Current HP: 3420, A Avg: 96054, D Avg: 93530, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 259: HP: 2779, STR: 1331, VIT: 3756, SPD: 80, LUK: 1, Attack: 85363, Defense: 93534, Current HP: 2779, A Avg: 89631, D Avg: 93534, [Alucard[146, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 258: HP: 5365, STR: 2224, VIT: 3760, SPD: 80, LUK: 1, Attack: 90052, Defense: 93538, Current HP: 5365, A Avg: 94554, D Avg: 93538, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 257: HP: 1837, STR: 646, VIT: 3763, SPD: 90, LUK: 1, Attack: 84587, Defense: 93541, Current HP: 1837, A Avg: 88816, D Avg: 93541, [Rusty Knife[156, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 256: HP: 2096, STR: 748, VIT: 3764, SPD: 80, LUK: 1, Attack: 85791, Defense: 93542, Current HP: 2096, A Avg: 108096, D Avg: 93542, [White Snake[160, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 255: HP: 2517, STR: 722, VIT: 7875, SPD: 80, LUK: 1, Attack: 85430, Defense: 93545, Current HP: 2517, A Avg: 89701, D Avg: 93545, [Thin Blade[158, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 254: HP: 3135, STR: 525, VIT: 7875, SPD: 80, LUK: 1, Attack: 85233, Defense: 93545, Current HP: 3135, A Avg: 89494, D Avg: 93545, [Thin Blade[158, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 253: HP: 2527, STR: 984, VIT: 7875, SPD: 80, LUK: 1, Attack: 86836, Defense: 93545, Current HP: 2527, A Avg: 91177, D Avg: 93545, [Santoku[159, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 252: HP: 2517, STR: 992, VIT: 7875, SPD: 80, LUK: 1, Attack: 86844, Defense: 93545, Current HP: 2517, A Avg: 91186, D Avg: 93545, [Santoku[159, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 251: HP: 3477, STR: 2631, VIT: 3768, SPD: 129, LUK: 1, Attack: 90459, Defense: 93546, Current HP: 3477, A Avg: 94981, D Avg: 93546, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 250: HP: 3515, STR: 3652, VIT: 3768, SPD: 80, LUK: 1, Attack: 91480, Defense: 93546, Current HP: 3515, A Avg: 98341, D Avg: 93546, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 249: HP: 3990, STR: 2533, VIT: 5979, SPD: 80, LUK: 1, Attack: 90361, Defense: 93547, Current HP: 3990, A Avg: 94879, D Avg: 93547, [Stargazer[183, 0, 0, 0], Storm Wall[242, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 248: HP: 4840, STR: 2524, VIT: 5979, SPD: 80, LUK: 1, Attack: 90352, Defense: 93547, Current HP: 4840, A Avg: 94869, D Avg: 93547, [Stargazer[183, 0, 0, 0], Storm Wall[242, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 247: HP: 1837, STR: 682, VIT: 7879, SPD: 90, LUK: 1, Attack: 84623, Defense: 93549, Current HP: 1837, A Avg: 88854, D Avg: 93549, [Rusty Knife[156, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 246: HP: 1558, STR: 2371, VIT: 7880, SPD: 80, LUK: 1, Attack: 86871, Defense: 93550, Current HP: 1558, A Avg: 91214, D Avg: 93550, [Divine Dragon Sword[181, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 245: HP: 2024, STR: 2363, VIT: 7880, SPD: 80, LUK: 1, Attack: 86863, Defense: 93550, Current HP: 2024, A Avg: 91206, D Avg: 93550, [Divine Dragon Sword[181, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 244: HP: 2376, STR: 988, VIT: 3772, SPD: 80, LUK: 1, Attack: 87334, Defense: 93550, Current HP: 2376, A Avg: 110040, D Avg: 93550, [Progress[147, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 243: HP: 1837, STR: 567, VIT: 3791, SPD: 90, LUK: 1, Attack: 86042, Defense: 93569, Current HP: 1837, A Avg: 90344, D Avg: 93569, [Elemental[121, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 242: HP: 2351, STR: 761, VIT: 3791, SPD: 90, LUK: 1, Attack: 85411, Defense: 93569, Current HP: 2351, A Avg: 89681, D Avg: 93569, [Diamond Knuckle[152, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 241: HP: 2517, STR: 1343, VIT: 7901, SPD: 80, LUK: 1, Attack: 87195, Defense: 93571, Current HP: 2517, A Avg: 91554, D Avg: 93571, [Santoku[159, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 240: HP: 3135, STR: 984, VIT: 7901, SPD: 80, LUK: 1, Attack: 86836, Defense: 93571, Current HP: 3135, A Avg: 91177, D Avg: 93571, [Santoku[159, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 239: HP: 1301, STR: 1099, VIT: 3796, SPD: 90, LUK: 1, Attack: 85937, Defense: 93574, Current HP: 1301, A Avg: 90233, D Avg: 93574, [Classic[168, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 238: HP: 1837, STR: 598, VIT: 7907, SPD: 90, LUK: 1, Attack: 86073, Defense: 93577, Current HP: 1837, A Avg: 90376, D Avg: 93577, [Elemental[121, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 237: HP: 2351, STR: 803, VIT: 7907, SPD: 90, LUK: 1, Attack: 85453, Defense: 93577, Current HP: 2351, A Avg: 89725, D Avg: 93577, [Diamond Knuckle[152, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 236: HP: 1301, STR: 1160, VIT: 7912, SPD: 90, LUK: 1, Attack: 85998, Defense: 93582, Current HP: 1301, A Avg: 90297, D Avg: 93582, [Classic[168, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 235: HP: 2133, STR: 863, VIT: 7937, SPD: 80, LUK: 1, Attack: 86507, Defense: 93607, Current HP: 2133, A Avg: 90832, D Avg: 93607, [Gladius[162, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 234: HP: 2124, STR: 872, VIT: 7937, SPD: 80, LUK: 1, Attack: 86516, Defense: 93607, Current HP: 2124, A Avg: 90841, D Avg: 93607, [Gladius[162, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 233: HP: 2836, STR: 1031, VIT: 7948, SPD: 80, LUK: 1, Attack: 86074, Defense: 93618, Current HP: 2836, A Avg: 90377, D Avg: 93618, [White Snake[160, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 232: HP: 1518, STR: 2964, VIT: 7950, SPD: 80, LUK: 1, Attack: 88842, Defense: 93620, Current HP: 1518, A Avg: 111940, D Avg: 93620, [God Hand[179, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 231: HP: 1474, STR: 2699, VIT: 7950, SPD: 80, LUK: 1, Attack: 88239, Defense: 93620, Current HP: 1474, A Avg: 111181, D Avg: 93620, [Zodiac[184, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 230: HP: 1406, STR: 2940, VIT: 7953, SPD: 80, LUK: 1, Attack: 88818, Defense: 93623, Current HP: 1406, A Avg: 93258, D Avg: 93623, [God Hand[179, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 229: HP: 3078, STR: 2043, VIT: 7955, SPD: 80, LUK: 1, Attack: 88389, Defense: 93625, Current HP: 3078, A Avg: 92808, D Avg: 93625, [Progress[147, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 228: HP: 2593, STR: 811, VIT: 3853, SPD: 80, LUK: 1, Attack: 84752, Defense: 93631, Current HP: 2593, A Avg: 88989, D Avg: 93631, [Rusty Knife[156, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 227: HP: 2124, STR: 872, VIT: 7963, SPD: 80, LUK: 1, Attack: 86516, Defense: 93633, Current HP: 2124, A Avg: 90841, D Avg: 93633, [Gladius[162, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 226: HP: 2679, STR: 863, VIT: 7963, SPD: 80, LUK: 1, Attack: 86507, Defense: 93633, Current HP: 2679, A Avg: 90832, D Avg: 93633, [Gladius[162, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 225: HP: 1276, STR: 864, VIT: 3873, SPD: 80, LUK: 1, Attack: 87392, Defense: 93651, Current HP: 1276, A Avg: 110113, D Avg: 93651, [Moon Knuckle[153, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 224: HP: 1254, STR: 2932, VIT: 3873, SPD: 80, LUK: 1, Attack: 88810, Defense: 93651, Current HP: 1254, A Avg: 111900, D Avg: 93651, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 223: HP: 2593, STR: 740, VIT: 3879, SPD: 80, LUK: 1, Attack: 86215, Defense: 93657, Current HP: 2593, A Avg: 90525, D Avg: 93657, [Elemental[121, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 222: HP: 3059, STR: 913, VIT: 3879, SPD: 80, LUK: 1, Attack: 85563, Defense: 93657, Current HP: 3059, A Avg: 89841, D Avg: 93657, [Diamond Knuckle[152, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 221: HP: 2109, STR: 1214, VIT: 3884, SPD: 80, LUK: 1, Attack: 86052, Defense: 93662, Current HP: 2109, A Avg: 90354, D Avg: 93662, [Classic[168, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 220: HP: 3025, STR: 625, VIT: 8002, SPD: 80, LUK: 1, Attack: 85333, Defense: 93672, Current HP: 3025, A Avg: 107519, D Avg: 93672, [Thin Blade[158, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 219: HP: 4730, STR: 2624, VIT: 6107, SPD: 80, LUK: 1, Attack: 90452, Defense: 93675, Current HP: 4730, A Avg: 113969, D Avg: 93675, [Stargazer[183, 0, 0, 0], Storm Wall[242, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 218: HP: 1343, STR: 576, VIT: 3898, SPD: 90, LUK: 1, Attack: 84964, Defense: 93676, Current HP: 1343, A Avg: 89212, D Avg: 93676, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 217: HP: 7517, STR: 4006, VIT: 3898, SPD: 90, LUK: 1, Attack: 91888, Defense: 93676, Current HP: 7517, A Avg: 96482, D Avg: 93676, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 216: HP: 1343, STR: 2223, VIT: 3898, SPD: 90, LUK: 1, Attack: 87867, Defense: 93676, Current HP: 1343, A Avg: 92260, D Avg: 93676, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 215: HP: 1914, STR: 2463, VIT: 8007, SPD: 80, LUK: 1, Attack: 86963, Defense: 93677, Current HP: 1914, A Avg: 109573, D Avg: 93677, [Divine Dragon Sword[181, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 214: HP: 1837, STR: 1290, VIT: 3900, SPD: 90, LUK: 1, Attack: 86128, Defense: 93678, Current HP: 1837, A Avg: 90434, D Avg: 93678, [Willow Blade[157, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 213: HP: 2971, STR: 1078, VIT: 3900, SPD: 90, LUK: 1, Attack: 86001, Defense: 93678, Current HP: 2971, A Avg: 90301, D Avg: 93678, [Pangaea[164, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 212: HP: 1837, STR: 1362, VIT: 8016, SPD: 90, LUK: 1, Attack: 86200, Defense: 93686, Current HP: 1837, A Avg: 90510, D Avg: 93686, [Willow Blade[157, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 211: HP: 2971, STR: 1138, VIT: 8016, SPD: 90, LUK: 1, Attack: 86061, Defense: 93686, Current HP: 2971, A Avg: 90364, D Avg: 93686, [Pangaea[164, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 210: HP: 6866, STR: 3596, VIT: 8021, SPD: 90, LUK: 1, Attack: 89409, Defense: 93691, Current HP: 6866, A Avg: 93879, D Avg: 93691, [Spear of Regression[182, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 209: HP: 3025, STR: 1084, VIT: 8028, SPD: 80, LUK: 1, Attack: 86936, Defense: 93698, Current HP: 3025, A Avg: 109539, D Avg: 93698, [Santoku[159, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 208: HP: 3515, STR: 3652, VIT: 3924, SPD: 80, LUK: 1, Attack: 91480, Defense: 93702, Current HP: 3515, A Avg: 96054, D Avg: 93702, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 207: HP: 2584, STR: 411, VIT: 6917, SPD: 80, LUK: 1, Attack: 84799, Defense: 93705, Current HP: 2584, A Avg: 89038, D Avg: 93705, [Encryption Key[173, 0, 0, 0], Golem Shield[245, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 206: HP: 8170, STR: 2371, VIT: 6917, SPD: 80, LUK: 1, Attack: 90253, Defense: 93705, Current HP: 8170, A Avg: 94765, D Avg: 93705, [Wild Card[175, 0, 0, 0], Golem Shield[245, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 205: HP: 2584, STR: 1352, VIT: 6917, SPD: 80, LUK: 1, Attack: 86996, Defense: 93705, Current HP: 2584, A Avg: 91345, D Avg: 93705, [Portal Sword[176, 0, 0, 0], Golem Shield[245, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 204: HP: 1921, STR: 743, VIT: 3928, SPD: 90, LUK: 1, Attack: 86075, Defense: 93706, Current HP: 1921, A Avg: 90378, D Avg: 93706, [Tower[149, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 203: HP: 1921, STR: 784, VIT: 8044, SPD: 90, LUK: 1, Attack: 86116, Defense: 93714, Current HP: 1921, A Avg: 90421, D Avg: 93714, [Tower[149, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 202: HP: 997, STR: 1519, VIT: 8052, SPD: 80, LUK: 1, Attack: 86307, Defense: 93722, Current HP: 997, A Avg: 90622, D Avg: 93722, [Pulse Knife[165, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 201: HP: 988, STR: 1528, VIT: 8052, SPD: 80, LUK: 1, Attack: 86316, Defense: 93722, Current HP: 988, A Avg: 90631, D Avg: 93722, [Pulse Knife[165, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 200: HP: 2128, STR: 1154, VIT: 8057, SPD: 80, LUK: 1, Attack: 87682, Defense: 93727, Current HP: 2128, A Avg: 92066, D Avg: 93727, [Moon Knuckle[153, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 199: HP: 2109, STR: 4535, VIT: 8057, SPD: 80, LUK: 1, Attack: 90413, Defense: 93727, Current HP: 2109, A Avg: 94933, D Avg: 93727, [Blue Sword[180, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 198: HP: 988, STR: 2067, VIT: 8078, SPD: 80, LUK: 1, Attack: 86855, Defense: 93748, Current HP: 988, A Avg: 91197, D Avg: 93748, [Pulse Knife[165, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 197: HP: 1364, STR: 1519, VIT: 8078, SPD: 80, LUK: 1, Attack: 86307, Defense: 93748, Current HP: 1364, A Avg: 90622, D Avg: 93748, [Pulse Knife[165, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 196: HP: 1225, STR: 2285, VIT: 3975, SPD: 80, LUK: 1, Attack: 88163, Defense: 93753, Current HP: 1225, A Avg: 92571, D Avg: 93753, [God Hand[179, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 195: HP: 1216, STR: 1670, VIT: 3975, SPD: 80, LUK: 1, Attack: 87548, Defense: 93753, Current HP: 1216, A Avg: 91925, D Avg: 93753, [God Hand[179, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 194: HP: 1187, STR: 2446, VIT: 3975, SPD: 80, LUK: 1, Attack: 87986, Defense: 93753, Current HP: 1187, A Avg: 92385, D Avg: 93753, [Zodiac[184, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 193: HP: 1178, STR: 2454, VIT: 3975, SPD: 80, LUK: 1, Attack: 87994, Defense: 93753, Current HP: 1178, A Avg: 92393, D Avg: 93753, [Zodiac[184, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 192: HP: 2593, STR: 1384, VIT: 3980, SPD: 80, LUK: 1, Attack: 86222, Defense: 93758, Current HP: 2593, A Avg: 90533, D Avg: 93758, [Willow Blade[157, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 191: HP: 3619, STR: 1195, VIT: 3980, SPD: 80, LUK: 1, Attack: 86118, Defense: 93758, Current HP: 3619, A Avg: 90423, D Avg: 93758, [Pangaea[164, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 190: HP: 2569, STR: 963, VIT: 8091, SPD: 80, LUK: 1, Attack: 86607, Defense: 93761, Current HP: 2569, A Avg: 109124, D Avg: 93761, [Gladius[162, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 189: HP: 7144, STR: 5306, VIT: 3985, SPD: 80, LUK: 1, Attack: 91119, Defense: 93763, Current HP: 7144, A Avg: 95674, D Avg: 93763, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 188: HP: 1216, STR: 1670, VIT: 4001, SPD: 80, LUK: 1, Attack: 87548, Defense: 93779, Current HP: 1216, A Avg: 91925, D Avg: 93779, [God Hand[179, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 187: HP: 1628, STR: 1662, VIT: 4001, SPD: 80, LUK: 1, Attack: 87540, Defense: 93779, Current HP: 1628, A Avg: 91917, D Avg: 93779, [God Hand[179, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 186: HP: 1178, STR: 2454, VIT: 4001, SPD: 80, LUK: 1, Attack: 87994, Defense: 93779, Current HP: 1178, A Avg: 92393, D Avg: 93779, [Zodiac[184, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 185: HP: 1584, STR: 2446, VIT: 4001, SPD: 80, LUK: 1, Attack: 87986, Defense: 93779, Current HP: 1584, A Avg: 92385, D Avg: 93779, [Zodiac[184, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 184: HP: 2669, STR: 897, VIT: 4006, SPD: 80, LUK: 1, Attack: 86229, Defense: 93784, Current HP: 2669, A Avg: 90540, D Avg: 93784, [Tower[149, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 183: HP: 1919, STR: 1427, VIT: 4014, SPD: 95, LUK: 1, Attack: 85815, Defense: 93792, Current HP: 1919, A Avg: 90105, D Avg: 93792, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 182: HP: 7505, STR: 4612, VIT: 4014, SPD: 95, LUK: 1, Attack: 92494, Defense: 93792, Current HP: 7505, A Avg: 97118, D Avg: 93792, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 181: HP: 1919, STR: 2956, VIT: 4014, SPD: 95, LUK: 1, Attack: 88600, Defense: 93792, Current HP: 1919, A Avg: 93030, D Avg: 93792, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 180: HP: 2527, STR: 494, VIT: 4027, SPD: 80, LUK: 1, Attack: 85202, Defense: 93805, Current HP: 2527, A Avg: 89462, D Avg: 93805, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 179: HP: 2517, STR: 502, VIT: 4027, SPD: 80, LUK: 1, Attack: 85210, Defense: 93805, Current HP: 2517, A Avg: 89470, D Avg: 93805, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 178: HP: 1567, STR: 2224, VIT: 4032, SPD: 80, LUK: 1, Attack: 86724, Defense: 93810, Current HP: 1567, A Avg: 91060, D Avg: 93810, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 177: HP: 1558, STR: 2232, VIT: 4032, SPD: 80, LUK: 1, Attack: 86732, Defense: 93810, Current HP: 1558, A Avg: 91068, D Avg: 93810, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 176: HP: 1826, STR: 196, VIT: 7029, SPD: 90, LUK: 1, Attack: 84584, Defense: 93817, Current HP: 1826, A Avg: 88813, D Avg: 93817, [Encryption Key[173, 0, 0, 0], Golem Shield[245, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 175: HP: 8000, STR: 2401, VIT: 7029, SPD: 90, LUK: 1, Attack: 90283, Defense: 93817, Current HP: 8000, A Avg: 94797, D Avg: 93817, [Wild Card[175, 0, 0, 0], Golem Shield[245, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 174: HP: 1826, STR: 1254, VIT: 7029, SPD: 90, LUK: 1, Attack: 86898, Defense: 93817, Current HP: 1826, A Avg: 91242, D Avg: 93817, [Portal Sword[176, 0, 0, 0], Golem Shield[245, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 173: HP: 2517, STR: 690, VIT: 4053, SPD: 80, LUK: 1, Attack: 85398, Defense: 93831, Current HP: 2517, A Avg: 89667, D Avg: 93831, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 172: HP: 3135, STR: 494, VIT: 4053, SPD: 80, LUK: 1, Attack: 85202, Defense: 93831, Current HP: 3135, A Avg: 89462, D Avg: 93831, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 171: HP: 2527, STR: 926, VIT: 4053, SPD: 80, LUK: 1, Attack: 86778, Defense: 93831, Current HP: 2527, A Avg: 91116, D Avg: 93831, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 170: HP: 2517, STR: 934, VIT: 4053, SPD: 80, LUK: 1, Attack: 86786, Defense: 93831, Current HP: 2517, A Avg: 91125, D Avg: 93831, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 169: HP: 3600, STR: 3901, VIT: 4054, SPD: 85, LUK: 1, Attack: 91729, Defense: 93832, Current HP: 3600, A Avg: 114661, D Avg: 93832, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 168: HP: 2106, STR: 826, VIT: 4057, SPD: 90, LUK: 1, Attack: 85869, Defense: 93835, Current HP: 2106, A Avg: 90162, D Avg: 93835, [White Snake[160, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 167: HP: 1558, STR: 2232, VIT: 4058, SPD: 80, LUK: 1, Attack: 86732, Defense: 93836, Current HP: 1558, A Avg: 91068, D Avg: 93836, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 166: HP: 2024, STR: 2224, VIT: 4058, SPD: 80, LUK: 1, Attack: 86724, Defense: 93836, Current HP: 2024, A Avg: 91060, D Avg: 93836, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
