Rank 1000: HP: 1396, STR: 484, VIT: 418243, SPD: 36, LUK: 1, Attack: 85407, Defense: 502106, Current HP: 1396, A Avg: 89677, D Avg: 502106, [Pangaea[164, 330, 330, 330], Titanium Shield[205, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 267: HP: 1402, STR: 142, VIT: 418333, SPD: 36, LUK: 1, Attack: 83910, Defense: 504549, Current HP: 1402, A Avg: 88105, D Avg: 504549, [Decorative Swords[109, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 266: HP: 1402, STR: 237, VIT: 418333, SPD: 36, LUK: 1, Attack: 84360, Defense: 504549, Current HP: 1402, A Avg: 88578, D Avg: 504549, [Pinpoint[112, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 265: HP: 1423, STR: 253, VIT: 418333, SPD: 36, LUK: 1, Attack: 84259, Defense: 504549, Current HP: 1423, A Avg: 88471, D Avg: 504549, [Great Iron Mass[122, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 264: HP: 1413, STR: 176, VIT: 418333, SPD: 36, LUK: 1, Attack: 84169, Defense: 504549, Current HP: 1413, A Avg: 88377, D Avg: 504549, [Sword of Wood[124, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 263: HP: 1623, STR: 297, VIT: 418333, SPD: 36, LUK: 1, Attack: 84485, Defense: 504549, Current HP: 1623, A Avg: 88709, D Avg: 504549, [Sword of the Spirit Tree[125, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 262: HP: 1413, STR: 219, VIT: 418333, SPD: 36, LUK: 1, Attack: 84218, Defense: 504549, Current HP: 1413, A Avg: 88428, D Avg: 504549, [Greatsword[127, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 261: HP: 1619, STR: 259, VIT: 418333, SPD: 36, LUK: 1, Attack: 84681, Defense: 504549, Current HP: 1619, A Avg: 88915, D Avg: 504549, [Dreaming Sword[128, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 260: HP: 1423, STR: 160, VIT: 418333, SPD: 36, LUK: 1, Attack: 83935, Defense: 504549, Current HP: 1423, A Avg: 88131, D Avg: 504549, [Peacemaker[131, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 259: HP: 1465, STR: 142, VIT: 418333, SPD: 36, LUK: 1, Attack: 84044, Defense: 504549, Current HP: 1465, A Avg: 88246, D Avg: 504549, [Daydream[132, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 258: HP: 2011, STR: 313, VIT: 418333, SPD: 36, LUK: 1, Attack: 85996, Defense: 504549, Current HP: 2011, A Avg: 90295, D Avg: 504549, [Dancing[155, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 257: HP: 1402, STR: 536, VIT: 418333, SPD: 36, LUK: 1, Attack: 85192, Defense: 504549, Current HP: 1402, A Avg: 89451, D Avg: 504549, [Penetra[161, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 256: HP: 1402, STR: 142, VIT: 418333, SPD: 36, LUK: 1, Attack: 84983, Defense: 504549, Current HP: 1402, A Avg: 89232, D Avg: 504549, [Grand Slam[163, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 255: HP: 1612, STR: 142, VIT: 418333, SPD: 36, LUK: 1, Attack: 85110, Defense: 504549, Current HP: 1612, A Avg: 89365, D Avg: 504549, [Cluster Bomb[170, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 254: HP: 2032, STR: 142, VIT: 418333, SPD: 36, LUK: 1, Attack: 92328, Defense: 504549, Current HP: 2032, A Avg: 96944, D Avg: 504549, [Big Bang[171, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 253: HP: 3796, STR: 142, VIT: 418333, SPD: 36, LUK: 1, Attack: 85195, Defense: 504549, Current HP: 3796, A Avg: 89454, D Avg: 504549, [Common Key[174, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 252: HP: 2032, STR: 142, VIT: 418333, SPD: 36, LUK: 1, Attack: 86384, Defense: 504549, Current HP: 2032, A Avg: 90703, D Avg: 504549, [Droid Hammer[177, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 251: HP: 1402, STR: 1510, VIT: 418333, SPD: 36, LUK: 1, Attack: 86088, Defense: 504549, Current HP: 1402, A Avg: 90392, D Avg: 504549, [Magical[187, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 250: HP: 1402, STR: 493, VIT: 418333, SPD: 36, LUK: 1, Attack: 87544, Defense: 504549, Current HP: 1402, A Avg: 91921, D Avg: 504549, [Tekken[188, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 249: HP: 1402, STR: -34024, VIT: 418333, SPD: 36, LUK: 1, Attack: 65242, Defense: 504549, Current HP: 1402, A Avg: 68504, D Avg: 504549, [Sword of Evil[189, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 248: HP: 1402, STR: 1870, VIT: 418333, SPD: 36, LUK: 1, Attack: 89531, Defense: 504549, Current HP: 1402, A Avg: 94007, D Avg: 504549, [Neural Edge[190, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 247: HP: 2950, STR: 1512, VIT: 418646, SPD: 36, LUK: 1, Attack: 86012, Defense: 504563, Current HP: 2950, A Avg: 90312, D Avg: 504563, [Divine Dragon Sword[181, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 246: HP: 1602, STR: 257, VIT: 418351, SPD: 36, LUK: 1, Attack: 84224, Defense: 504567, Current HP: 1602, A Avg: 88435, D Avg: 504567, [Phantom Sword[117, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 245: HP: 2845, STR: 871, VIT: 418661, SPD: 36, LUK: 1, Attack: 86205, Defense: 504578, Current HP: 2845, A Avg: 90515, D Avg: 504578, [Impulse[166, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 244: HP: 1413, STR: 210, VIT: 418362, SPD: 36, LUK: 1, Attack: 84053, Defense: 504578, Current HP: 1413, A Avg: 88255, D Avg: 504578, [Salamander[110, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 243: HP: 1402, STR: 244, VIT: 418362, SPD: 36, LUK: 1, Attack: 84328, Defense: 504578, Current HP: 1402, A Avg: 88544, D Avg: 504578, [Phantom Scythe[116, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 242: HP: 1413, STR: 210, VIT: 418362, SPD: 36, LUK: 1, Attack: 84082, Defense: 504578, Current HP: 1413, A Avg: 88286, D Avg: 504578, [Undine[118, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 241: HP: 1413, STR: 210, VIT: 418362, SPD: 36, LUK: 1, Attack: 84109, Defense: 504578, Current HP: 1413, A Avg: 88314, D Avg: 504578, [Sylph[119, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 240: HP: 1413, STR: 210, VIT: 418362, SPD: 36, LUK: 1, Attack: 84136, Defense: 504578, Current HP: 1413, A Avg: 88342, D Avg: 504578, [Gnome[120, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 239: HP: 1444, STR: 169, VIT: 418377, SPD: 36, LUK: 1, Attack: 88336, Defense: 504593, Current HP: 1444, A Avg: 92752, D Avg: 504593, [Basic[169, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 238: HP: 1402, STR: 219, VIT: 418388, SPD: 36, LUK: 1, Attack: 84095, Defense: 504604, Current HP: 1402, A Avg: 88299, D Avg: 504604, [Tornado[111, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 237: HP: 1602, STR: 210, VIT: 418388, SPD: 36, LUK: 1, Attack: 84235, Defense: 504604, Current HP: 1602, A Avg: 88446, D Avg: 504604, [Fairy Sword[113, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 236: HP: 1402, STR: 262, VIT: 418388, SPD: 36, LUK: 1, Attack: 84411, Defense: 504604, Current HP: 1402, A Avg: 88631, D Avg: 504604, [Giant Tornado[114, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 235: HP: 1417, STR: 219, VIT: 418388, SPD: 36, LUK: 1, Attack: 84035, Defense: 504604, Current HP: 1417, A Avg: 88236, D Avg: 504604, [Hand Axe[140, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 234: HP: 1423, STR: 244, VIT: 418388, SPD: 36, LUK: 1, Attack: 84237, Defense: 504604, Current HP: 1423, A Avg: 88448, D Avg: 504604, [Wooden Boomerang[167, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 233: HP: 1501, STR: 223, VIT: 418391, SPD: 36, LUK: 1, Attack: 84021, Defense: 504607, Current HP: 1501, A Avg: 88222, D Avg: 504607, [Ninja[135, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 232: HP: 1419, STR: 219, VIT: 418394, SPD: 36, LUK: 1, Attack: 84225, Defense: 504610, Current HP: 1419, A Avg: 88436, D Avg: 504610, [Crescent[141, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 231: HP: 2404, STR: 1328, VIT: 419766, SPD: 36, LUK: 1, Attack: 89156, Defense: 504630, Current HP: 2404, A Avg: 93613, D Avg: 504630, [Stargazer[183, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 230: HP: 1623, STR: 297, VIT: 418417, SPD: 36, LUK: 1, Attack: 84979, Defense: 504633, Current HP: 1623, A Avg: 89227, D Avg: 504633, [Thunder Whip[143, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 229: HP: 1644, STR: 210, VIT: 418443, SPD: 36, LUK: 1, Attack: 84066, Defense: 504659, Current HP: 1644, A Avg: 88269, D Avg: 504659, [Emerald Sword[115, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 228: HP: 1091, STR: 421, VIT: 419670, SPD: 36, LUK: 1, Attack: 84809, Defense: 504664, Current HP: 1091, A Avg: 89049, D Avg: 504664, [Encryption Key[173, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 227: HP: 3485, STR: 1276, VIT: 419670, SPD: 36, LUK: 1, Attack: 89158, Defense: 504664, Current HP: 3485, A Avg: 93615, D Avg: 504664, [Wild Card[175, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 226: HP: 1091, STR: 831, VIT: 419670, SPD: 36, LUK: 1, Attack: 86475, Defense: 504664, Current HP: 1091, A Avg: 90798, D Avg: 504664, [Portal Sword[176, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 225: HP: 1522, STR: 253, VIT: 418449, SPD: 36, LUK: 1, Attack: 84155, Defense: 504665, Current HP: 1522, A Avg: 88362, D Avg: 504665, [Crossed Shuriken[136, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 224: HP: 1822, STR: 1922, VIT: 418449, SPD: 36, LUK: 1, Attack: 91831, Defense: 504665, Current HP: 1822, A Avg: 96422, D Avg: 504665, [Spectral Sword Shigure[172, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 223: HP: 1644, STR: 288, VIT: 418458, SPD: 36, LUK: 1, Attack: 84801, Defense: 504674, Current HP: 1644, A Avg: 89041, D Avg: 504674, [Maximum Iron Mass[123, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 222: HP: 1465, STR: 176, VIT: 418499, SPD: 36, LUK: 1, Attack: 84364, Defense: 504715, Current HP: 1465, A Avg: 88582, D Avg: 504715, [Cagliostro[133, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 221: HP: 2572, STR: 752, VIT: 418806, SPD: 36, LUK: 1, Attack: 87241, Defense: 504723, Current HP: 2572, A Avg: 91603, D Avg: 504723, [Cuttlefish[178, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 220: HP: 1413, STR: 324, VIT: 418507, SPD: 36, LUK: 1, Attack: 84434, Defense: 504723, Current HP: 1413, A Avg: 88655, D Avg: 504723, [Windmill[137, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 219: HP: 2320, STR: 484, VIT: 418809, SPD: 36, LUK: 1, Attack: 86037, Defense: 504726, Current HP: 2320, A Avg: 90338, D Avg: 504726, [Hammer of Justice[186, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 218: HP: 1402, STR: 279, VIT: 418510, SPD: 36, LUK: 1, Attack: 84279, Defense: 504726, Current HP: 1402, A Avg: 88492, D Avg: 504726, [Kirisame[129, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 217: HP: 1623, STR: 288, VIT: 418510, SPD: 36, LUK: 1, Attack: 84409, Defense: 504726, Current HP: 1623, A Avg: 88629, D Avg: 504726, [Black Kirisame[130, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 216: HP: 1610, STR: 388, VIT: 418510, SPD: 36, LUK: 1, Attack: 86136, Defense: 504726, Current HP: 1610, A Avg: 90442, D Avg: 504726, [Scythe of the Grim Reaper[148, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 215: HP: 1644, STR: 288, VIT: 418513, SPD: 36, LUK: 1, Attack: 84398, Defense: 504729, Current HP: 1644, A Avg: 88617, D Avg: 504729, [Serpent[144, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 214: HP: 1742, STR: 360, VIT: 418519, SPD: 36, LUK: 1, Attack: 85326, Defense: 504735, Current HP: 1742, A Avg: 89592, D Avg: 504735, [Red Shark[134, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 213: HP: 1801, STR: 279, VIT: 418528, SPD: 36, LUK: 1, Attack: 84597, Defense: 504744, Current HP: 1801, A Avg: 88826, D Avg: 504744, [Ruby Knuckle[151, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 212: HP: 1623, STR: 504, VIT: 418557, SPD: 36, LUK: 1, Attack: 85238, Defense: 504773, Current HP: 1623, A Avg: 89499, D Avg: 504773, [Irruption[154, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 211: HP: 1625, STR: 320, VIT: 418565, SPD: 36, LUK: 1, Attack: 84430, Defense: 504781, Current HP: 1625, A Avg: 88651, D Avg: 504781, [Dragon Killer[139, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 210: HP: 1623, STR: 324, VIT: 418565, SPD: 36, LUK: 1, Attack: 84837, Defense: 504781, Current HP: 1623, A Avg: 89078, D Avg: 504781, [Volcano[142, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 209: HP: 1644, STR: 320, VIT: 418568, SPD: 36, LUK: 1, Attack: 86289, Defense: 504784, Current HP: 1644, A Avg: 90603, D Avg: 504784, [Fire Chariot[138, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 208: HP: 1822, STR: 399, VIT: 418583, SPD: 36, LUK: 1, Attack: 85497, Defense: 504799, Current HP: 1822, A Avg: 89771, D Avg: 504799, [Yggdrasil[126, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 207: HP: 1623, STR: 370, VIT: 418583, SPD: 36, LUK: 1, Attack: 85195, Defense: 504799, Current HP: 1623, A Avg: 89454, D Avg: 504799, [Kraken[145, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 206: HP: 1686, STR: 322, VIT: 418583, SPD: 36, LUK: 1, Attack: 85134, Defense: 504799, Current HP: 1686, A Avg: 89390, D Avg: 504799, [Granada[150, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 205: HP: 1703, STR: 331, VIT: 418588, SPD: 36, LUK: 1, Attack: 84363, Defense: 504804, Current HP: 1703, A Avg: 88581, D Avg: 504804, [Alucard[146, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 204: HP: 1623, STR: 322, VIT: 418609, SPD: 36, LUK: 1, Attack: 84263, Defense: 504825, Current HP: 1623, A Avg: 88476, D Avg: 504825, [Rusty Knife[156, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 203: HP: 1623, STR: 297, VIT: 418638, SPD: 36, LUK: 1, Attack: 85772, Defense: 504854, Current HP: 1623, A Avg: 90060, D Avg: 504854, [Elemental[121, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 202: HP: 1822, STR: 383, VIT: 418638, SPD: 36, LUK: 1, Attack: 85033, Defense: 504854, Current HP: 1822, A Avg: 89284, D Avg: 504854, [Diamond Knuckle[152, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 201: HP: 1402, STR: 505, VIT: 418644, SPD: 36, LUK: 1, Attack: 85343, Defense: 504860, Current HP: 1402, A Avg: 89610, D Avg: 504860, [Classic[168, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 200: HP: 2320, STR: 142, VIT: 418960, SPD: 36, LUK: 1, Attack: 84530, Defense: 504877, Current HP: 2320, A Avg: 88756, D Avg: 504877, [Encryption Key[173, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 199: HP: 4714, STR: 997, VIT: 418960, SPD: 36, LUK: 1, Attack: 88879, Defense: 504877, Current HP: 4714, A Avg: 93322, D Avg: 504877, [Wild Card[175, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 198: HP: 2320, STR: 552, VIT: 418960, SPD: 36, LUK: 1, Attack: 86196, Defense: 504877, Current HP: 2320, A Avg: 90505, D Avg: 504877, [Portal Sword[176, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 197: HP: 1623, STR: 588, VIT: 418664, SPD: 36, LUK: 1, Attack: 85426, Defense: 504880, Current HP: 1623, A Avg: 89697, D Avg: 504880, [Willow Blade[157, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 196: HP: 2127, STR: 484, VIT: 418664, SPD: 36, LUK: 1, Attack: 85407, Defense: 504880, Current HP: 2127, A Avg: 89677, D Avg: 504880, [Pangaea[164, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 195: HP: 1707, STR: 365, VIT: 418693, SPD: 36, LUK: 1, Attack: 85697, Defense: 504909, Current HP: 1707, A Avg: 89981, D Avg: 504909, [Tower[149, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 194: HP: 2259, STR: 1310, VIT: 420088, SPD: 36, LUK: 1, Attack: 89138, Defense: 504926, Current HP: 2259, A Avg: 93594, D Avg: 504926, [Stargazer[183, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 193: HP: 1766, STR: 394, VIT: 418739, SPD: 36, LUK: 1, Attack: 85437, Defense: 504955, Current HP: 1766, A Avg: 89708, D Avg: 504955, [White Snake[160, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 192: HP: 1843, STR: 502, VIT: 418748, SPD: 36, LUK: 1, Attack: 86848, Defense: 504964, Current HP: 1843, A Avg: 91190, D Avg: 504964, [Progress[147, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 191: HP: 1423, STR: 469, VIT: 418774, SPD: 36, LUK: 1, Attack: 86997, Defense: 504990, Current HP: 1423, A Avg: 91346, D Avg: 504990, [Moon Knuckle[153, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 190: HP: 1402, STR: 1339, VIT: 418774, SPD: 36, LUK: 1, Attack: 87217, Defense: 504990, Current HP: 1402, A Avg: 91577, D Avg: 504990, [Blue Sword[180, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 189: HP: 2309, STR: 1233, VIT: 420079, SPD: 36, LUK: 1, Attack: 89061, Defense: 505047, Current HP: 2309, A Avg: 93514, D Avg: 505047, [Stargazer[183, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 188: HP: 3817, STR: 2489, VIT: 418844, SPD: 36, LUK: 1, Attack: 88302, Defense: 505060, Current HP: 3817, A Avg: 92717, D Avg: 505060, [Spear of Regression[182, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 187: HP: 1654, STR: 826, VIT: 418884, SPD: 36, LUK: 1, Attack: 86704, Defense: 505100, Current HP: 1654, A Avg: 91039, D Avg: 505100, [God Hand[179, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 186: HP: 1612, STR: 1168, VIT: 418884, SPD: 36, LUK: 1, Attack: 86708, Defense: 505100, Current HP: 1612, A Avg: 91043, D Avg: 505100, [Zodiac[184, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 185: HP: 2148, STR: 322, VIT: 418942, SPD: 36, LUK: 1, Attack: 85030, Defense: 505158, Current HP: 2148, A Avg: 89281, D Avg: 505158, [Thin Blade[158, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 184: HP: 1902, STR: 464, VIT: 418954, SPD: 36, LUK: 1, Attack: 86108, Defense: 505170, Current HP: 1902, A Avg: 90413, D Avg: 505170, [Gladius[162, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 183: HP: 2148, STR: 538, VIT: 418971, SPD: 36, LUK: 1, Attack: 86390, Defense: 505187, Current HP: 2148, A Avg: 90709, D Avg: 505187, [Santoku[159, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 182: HP: 1402, STR: 835, VIT: 418994, SPD: 36, LUK: 1, Attack: 85623, Defense: 505210, Current HP: 1402, A Avg: 89904, D Avg: 505210, [Pulse Knife[165, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 181: HP: 2519, STR: 1512, VIT: 420239, SPD: 36, LUK: 1, Attack: 89340, Defense: 505233, Current HP: 2519, A Avg: 93807, D Avg: 505233, [Stargazer[183, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 180: HP: 976, STR: 255, VIT: 418472, SPD: 36, LUK: 1, Attack: 83981, Defense: 505273, Current HP: 976, A Avg: 88180, D Avg: 505273, [Wooden Stick[101, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 179: HP: 976, STR: 255, VIT: 418472, SPD: 36, LUK: 1, Attack: 84020, Defense: 505273, Current HP: 976, A Avg: 88221, D Avg: 505273, [Club[102, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 178: HP: 976, STR: 261, VIT: 418472, SPD: 36, LUK: 1, Attack: 84033, Defense: 505273, Current HP: 976, A Avg: 88234, D Avg: 505273, [Short Sword[103, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 177: HP: 976, STR: 298, VIT: 418472, SPD: 36, LUK: 1, Attack: 84109, Defense: 505273, Current HP: 976, A Avg: 88314, D Avg: 505273, [Long Sword[104, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 176: HP: 976, STR: 324, VIT: 418472, SPD: 36, LUK: 1, Attack: 84096, Defense: 505273, Current HP: 976, A Avg: 88300, D Avg: 505273, [Wasp Knife[105, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 175: HP: 976, STR: 289, VIT: 418472, SPD: 36, LUK: 1, Attack: 84113, Defense: 505273, Current HP: 976, A Avg: 88318, D Avg: 505273, [Stun Knuckle[106, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 174: HP: 976, STR: 333, VIT: 418472, SPD: 36, LUK: 1, Attack: 84176, Defense: 505273, Current HP: 976, A Avg: 88384, D Avg: 505273, [Battle Scythe[107, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 173: HP: 997, STR: 333, VIT: 418472, SPD: 36, LUK: 1, Attack: 84222, Defense: 505273, Current HP: 997, A Avg: 88433, D Avg: 505273, [Iron Lumps[108, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 172: HP: 976, STR: 255, VIT: 418472, SPD: 36, LUK: 1, Attack: 84023, Defense: 505273, Current HP: 976, A Avg: 88224, D Avg: 505273, [Decorative Swords[109, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 171: HP: 976, STR: 351, VIT: 418472, SPD: 36, LUK: 1, Attack: 84474, Defense: 505273, Current HP: 976, A Avg: 88697, D Avg: 505273, [Pinpoint[112, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 170: HP: 997, STR: 367, VIT: 418472, SPD: 36, LUK: 1, Attack: 84373, Defense: 505273, Current HP: 997, A Avg: 88591, D Avg: 505273, [Great Iron Mass[122, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 169: HP: 986, STR: 289, VIT: 418472, SPD: 36, LUK: 1, Attack: 84282, Defense: 505273, Current HP: 986, A Avg: 88496, D Avg: 505273, [Sword of Wood[124, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 168: HP: 1196, STR: 410, VIT: 418472, SPD: 36, LUK: 1, Attack: 84598, Defense: 505273, Current HP: 1196, A Avg: 88827, D Avg: 505273, [Sword of the Spirit Tree[125, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
