Rank 1000: HP: 2166, STR: 2391, VIT: 2441, SPD: 85, LUK: 1, Attack: 87125, Defense: 92219, Current HP: 2166, A Avg: 91481, D Avg: 92219, [Irruption[154, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 255: HP: 7410, STR: 2147, VIT: 6269, SPD: 72, LUK: 1, Attack: 90029, Defense: 93057, Current HP: 7410, A Avg: 94530, D Avg: 93057, [Wild Card[175, 0, 0, 0], Golem Shield[245, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 254: HP: 2394, STR: 1232, VIT: 6269, SPD: 72, LUK: 1, Attack: 86876, Defense: 93057, Current HP: 2394, A Avg: 91219, D Avg: 93057, [Portal Sword[176, 0, 0, 0], Golem Shield[245, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 253: HP: 1767, STR: 814, VIT: 3281, SPD: 72, LUK: 1, Attack: 87160, Defense: 93059, Current HP: 1767, A Avg: 91518, D Avg: 93059, [Progress[147, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 252: HP: 2266, STR: 806, VIT: 3281, SPD: 72, LUK: 1, Attack: 87152, Defense: 93059, Current HP: 2266, A Avg: 91509, D Avg: 93059, [Progress[147, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 251: HP: 1738, STR: 611, VIT: 3281, SPD: 72, LUK: 1, Attack: 85943, Defense: 93059, Current HP: 1738, A Avg: 108288, D Avg: 93059, [Tower[149, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 250: HP: 2755, STR: 668, VIT: 3286, SPD: 72, LUK: 1, Attack: 84986, Defense: 93064, Current HP: 2755, A Avg: 89235, D Avg: 93064, [Ruby Knuckle[151, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 249: HP: 6424, STR: 4711, VIT: 3286, SPD: 72, LUK: 1, Attack: 90524, Defense: 93064, Current HP: 6424, A Avg: 114060, D Avg: 93064, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 248: HP: 1629, STR: 590, VIT: 3287, SPD: 81, LUK: 1, Attack: 84700, Defense: 93065, Current HP: 1629, A Avg: 88935, D Avg: 93065, [Dragon Killer[139, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 247: HP: 1679, STR: 594, VIT: 3287, SPD: 81, LUK: 1, Attack: 85107, Defense: 93065, Current HP: 1679, A Avg: 89362, D Avg: 93065, [Volcano[142, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 246: HP: 1700, STR: 590, VIT: 3290, SPD: 81, LUK: 1, Attack: 86559, Defense: 93068, Current HP: 1700, A Avg: 90886, D Avg: 93068, [Fire Chariot[138, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 245: HP: 5643, STR: 4700, VIT: 3301, SPD: 72, LUK: 1, Attack: 90513, Defense: 93079, Current HP: 5643, A Avg: 95038, D Avg: 93079, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 244: HP: 2141, STR: 759, VIT: 3304, SPD: 81, LUK: 1, Attack: 85857, Defense: 93082, Current HP: 2141, A Avg: 90149, D Avg: 93082, [Yggdrasil[126, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 243: HP: 1679, STR: 685, VIT: 3304, SPD: 81, LUK: 1, Attack: 85510, Defense: 93082, Current HP: 1679, A Avg: 89785, D Avg: 93082, [Kraken[145, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 242: HP: 1742, STR: 592, VIT: 3304, SPD: 81, LUK: 1, Attack: 85404, Defense: 93082, Current HP: 1742, A Avg: 89674, D Avg: 93082, [Granada[150, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 241: HP: 1864, STR: 601, VIT: 3309, SPD: 81, LUK: 1, Attack: 84633, Defense: 93087, Current HP: 1864, A Avg: 88864, D Avg: 93087, [Alucard[146, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 240: HP: 2356, STR: 1469, VIT: 3312, SPD: 72, LUK: 1, Attack: 86203, Defense: 93090, Current HP: 2356, A Avg: 90513, D Avg: 93090, [Irruption[154, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 239: HP: 1852, STR: 1417, VIT: 7425, SPD: 72, LUK: 1, Attack: 86751, Defense: 93095, Current HP: 1852, A Avg: 91088, D Avg: 93095, [Impulse[166, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 238: HP: 1843, STR: 1426, VIT: 7425, SPD: 72, LUK: 1, Attack: 86760, Defense: 93095, Current HP: 1843, A Avg: 91098, D Avg: 93095, [Impulse[166, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 237: HP: 1843, STR: 1929, VIT: 7451, SPD: 72, LUK: 1, Attack: 87263, Defense: 93121, Current HP: 1843, A Avg: 91626, D Avg: 93121, [Impulse[166, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 236: HP: 2354, STR: 1417, VIT: 7451, SPD: 72, LUK: 1, Attack: 86751, Defense: 93121, Current HP: 2354, A Avg: 91088, D Avg: 93121, [Impulse[166, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 235: HP: 921, STR: 959, VIT: 3343, SPD: 72, LUK: 1, Attack: 87487, Defense: 93121, Current HP: 921, A Avg: 91861, D Avg: 93121, [Moon Knuckle[153, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 234: HP: 912, STR: 705, VIT: 3343, SPD: 72, LUK: 1, Attack: 87233, Defense: 93121, Current HP: 912, A Avg: 91594, D Avg: 93121, [Moon Knuckle[153, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 233: HP: 902, STR: 2550, VIT: 3343, SPD: 72, LUK: 1, Attack: 88428, Defense: 93121, Current HP: 902, A Avg: 92849, D Avg: 93121, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 232: HP: 893, STR: 2558, VIT: 3343, SPD: 72, LUK: 1, Attack: 88436, Defense: 93121, Current HP: 893, A Avg: 92857, D Avg: 93121, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 231: HP: 1217, STR: 923, VIT: 7464, SPD: 81, LUK: 1, Attack: 87451, Defense: 93134, Current HP: 1217, A Avg: 91823, D Avg: 93134, [Moon Knuckle[153, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 230: HP: 1196, STR: 3123, VIT: 7464, SPD: 81, LUK: 1, Attack: 89001, Defense: 93134, Current HP: 1196, A Avg: 93451, D Avg: 93134, [Blue Sword[180, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 229: HP: 4400, STR: 2403, VIT: 5574, SPD: 72, LUK: 1, Attack: 90231, Defense: 93142, Current HP: 4400, A Avg: 113691, D Avg: 93142, [Stargazer[183, 0, 0, 0], Storm Wall[242, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 228: HP: 912, STR: 705, VIT: 3369, SPD: 72, LUK: 1, Attack: 87233, Defense: 93147, Current HP: 912, A Avg: 91594, D Avg: 93147, [Moon Knuckle[153, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 227: HP: 1276, STR: 697, VIT: 3369, SPD: 72, LUK: 1, Attack: 87225, Defense: 93147, Current HP: 1276, A Avg: 91586, D Avg: 93147, [Moon Knuckle[153, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 226: HP: 893, STR: 2558, VIT: 3369, SPD: 72, LUK: 1, Attack: 88436, Defense: 93147, Current HP: 893, A Avg: 92857, D Avg: 93147, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 225: HP: 1254, STR: 2550, VIT: 3369, SPD: 72, LUK: 1, Attack: 88428, Defense: 93147, Current HP: 1254, A Avg: 92849, D Avg: 93147, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 224: HP: 1721, STR: 187, VIT: 6362, SPD: 81, LUK: 1, Attack: 84575, Defense: 93150, Current HP: 1721, A Avg: 88803, D Avg: 93150, [Encryption Key[173, 0, 0, 0], Golem Shield[245, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 223: HP: 7265, STR: 2167, VIT: 6362, SPD: 81, LUK: 1, Attack: 90049, Defense: 93150, Current HP: 7265, A Avg: 94551, D Avg: 93150, [Wild Card[175, 0, 0, 0], Golem Shield[245, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 222: HP: 1721, STR: 1137, VIT: 6362, SPD: 81, LUK: 1, Attack: 86781, Defense: 93150, Current HP: 1721, A Avg: 91120, D Avg: 93150, [Portal Sword[176, 0, 0, 0], Golem Shield[245, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 221: HP: 3762, STR: 2064, VIT: 3376, SPD: 72, LUK: 2, Attack: 89892, Defense: 93154, Current HP: 3762, A Avg: 94386, D Avg: 93154, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 220: HP: 3135, STR: 4351, VIT: 3376, SPD: 72, LUK: 1, Attack: 92179, Defense: 93154, Current HP: 3135, A Avg: 96787, D Avg: 93154, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 219: HP: 3135, STR: 2204, VIT: 3376, SPD: 72, LUK: 2, Attack: 90032, Defense: 93154, Current HP: 3135, A Avg: 94533, D Avg: 93154, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 218: HP: 4785, STR: 2016, VIT: 3384, SPD: 72, LUK: 1, Attack: 89844, Defense: 93162, Current HP: 4785, A Avg: 94336, D Avg: 93162, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 217: HP: 3173, STR: 2016, VIT: 3384, SPD: 130, LUK: 1, Attack: 89844, Defense: 93162, Current HP: 3173, A Avg: 94336, D Avg: 111794, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 216: HP: 5311, STR: 2064, VIT: 3384, SPD: 72, LUK: 1, Attack: 89892, Defense: 93162, Current HP: 5311, A Avg: 94386, D Avg: 93162, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 215: HP: 2147, STR: 3029, VIT: 7493, SPD: 72, LUK: 1, Attack: 88907, Defense: 93163, Current HP: 2147, A Avg: 93352, D Avg: 93163, [God Hand[179, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 214: HP: 2109, STR: 3592, VIT: 7493, SPD: 72, LUK: 1, Attack: 89132, Defense: 93163, Current HP: 2109, A Avg: 93588, D Avg: 93163, [Zodiac[184, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 213: HP: 902, STR: 1630, VIT: 7493, SPD: 72, LUK: 1, Attack: 87183, Defense: 93163, Current HP: 902, A Avg: 91542, D Avg: 93163, [Hammer of Justice[186, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 212: HP: 893, STR: 848, VIT: 7493, SPD: 72, LUK: 1, Attack: 86401, Defense: 93163, Current HP: 893, A Avg: 90721, D Avg: 93163, [Hammer of Justice[186, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 211: HP: 2310, STR: 745, VIT: 3385, SPD: 72, LUK: 1, Attack: 84855, Defense: 93163, Current HP: 2310, A Avg: 89097, D Avg: 93163, [Dragon Killer[139, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 210: HP: 2356, STR: 1029, VIT: 3385, SPD: 72, LUK: 1, Attack: 85542, Defense: 93163, Current HP: 2356, A Avg: 89819, D Avg: 93163, [Volcano[142, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 209: HP: 1909, STR: 676, VIT: 3387, SPD: 72, LUK: 1, Attack: 85719, Defense: 93165, Current HP: 1909, A Avg: 108005, D Avg: 93165, [White Snake[160, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 208: HP: 2375, STR: 745, VIT: 3387, SPD: 72, LUK: 1, Attack: 86714, Defense: 93165, Current HP: 2375, A Avg: 91049, D Avg: 93165, [Fire Chariot[138, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 207: HP: 3154, STR: 2772, VIT: 3392, SPD: 116, LUK: 1, Attack: 90600, Defense: 93170, Current HP: 3154, A Avg: 95130, D Avg: 93170, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 206: HP: 3154, STR: 2032, VIT: 3392, SPD: 72, LUK: 2, Attack: 89860, Defense: 93170, Current HP: 3154, A Avg: 94353, D Avg: 93170, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 205: HP: 3135, STR: 3327, VIT: 3392, SPD: 72, LUK: 1, Attack: 91155, Defense: 93170, Current HP: 3135, A Avg: 95712, D Avg: 93170, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 204: HP: 2156, STR: 892, VIT: 3395, SPD: 72, LUK: 1, Attack: 87238, Defense: 93173, Current HP: 2156, A Avg: 109919, D Avg: 93173, [Progress[147, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 203: HP: 1679, STR: 592, VIT: 3399, SPD: 81, LUK: 1, Attack: 84533, Defense: 93177, Current HP: 1679, A Avg: 88759, D Avg: 93177, [Rusty Knife[156, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 202: HP: 4930, STR: 2024, VIT: 3400, SPD: 72, LUK: 1, Attack: 89852, Defense: 93178, Current HP: 4930, A Avg: 94344, D Avg: 93178, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 201: HP: 2774, STR: 1232, VIT: 3400, SPD: 72, LUK: 1, Attack: 86330, Defense: 93178, Current HP: 2774, A Avg: 90646, D Avg: 93178, [Yggdrasil[126, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 200: HP: 2356, STR: 830, VIT: 3400, SPD: 72, LUK: 1, Attack: 85655, Defense: 93178, Current HP: 2356, A Avg: 89937, D Avg: 93178, [Kraken[145, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 199: HP: 2413, STR: 747, VIT: 3400, SPD: 72, LUK: 1, Attack: 85559, Defense: 93178, Current HP: 2413, A Avg: 89836, D Avg: 93178, [Granada[150, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 198: HP: 2523, STR: 1227, VIT: 3405, SPD: 72, LUK: 1, Attack: 85259, Defense: 93183, Current HP: 2523, A Avg: 89521, D Avg: 93183, [Alucard[146, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 197: HP: 3192, STR: 2394, VIT: 3408, SPD: 116, LUK: 1, Attack: 90222, Defense: 93186, Current HP: 3192, A Avg: 94733, D Avg: 93186, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 196: HP: 3230, STR: 3327, VIT: 3408, SPD: 72, LUK: 1, Attack: 91155, Defense: 93186, Current HP: 3230, A Avg: 97991, D Avg: 93186, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 195: HP: 893, STR: 848, VIT: 7519, SPD: 72, LUK: 1, Attack: 86401, Defense: 93189, Current HP: 893, A Avg: 90721, D Avg: 93189, [Hammer of Justice[186, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 194: HP: 1254, STR: 839, VIT: 7519, SPD: 72, LUK: 1, Attack: 86392, Defense: 93189, Current HP: 1254, A Avg: 90711, D Avg: 93189, [Hammer of Justice[186, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 193: HP: 1679, STR: 522, VIT: 3427, SPD: 81, LUK: 1, Attack: 85997, Defense: 93205, Current HP: 1679, A Avg: 90296, D Avg: 93205, [Elemental[121, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 192: HP: 2141, STR: 698, VIT: 3427, SPD: 81, LUK: 1, Attack: 85348, Defense: 93205, Current HP: 2141, A Avg: 89615, D Avg: 93205, [Diamond Knuckle[152, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 191: HP: 1196, STR: 1000, VIT: 3432, SPD: 81, LUK: 1, Attack: 85838, Defense: 93210, Current HP: 1196, A Avg: 90129, D Avg: 93210, [Classic[168, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 190: HP: 3306, STR: 793, VIT: 7545, SPD: 72, LUK: 1, Attack: 85501, Defense: 93215, Current HP: 3306, A Avg: 89776, D Avg: 93215, [Thin Blade[158, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 189: HP: 1130, STR: 1135, VIT: 7555, SPD: 72, LUK: 1, Attack: 87624, Defense: 93225, Current HP: 1130, A Avg: 92005, D Avg: 93225, [Cuttlefish[178, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 188: HP: 1121, STR: 1144, VIT: 7555, SPD: 72, LUK: 1, Attack: 87633, Defense: 93225, Current HP: 1121, A Avg: 92014, D Avg: 93225, [Cuttlefish[178, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 187: HP: 2244, STR: 1509, VIT: 7565, SPD: 72, LUK: 1, Attack: 86843, Defense: 93235, Current HP: 2244, A Avg: 109422, D Avg: 93235, [Impulse[166, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 186: HP: 3306, STR: 1210, VIT: 7571, SPD: 72, LUK: 1, Attack: 87062, Defense: 93241, Current HP: 3306, A Avg: 91415, D Avg: 93241, [Santoku[159, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 185: HP: 2489, STR: 3399, VIT: 7576, SPD: 72, LUK: 1, Attack: 87899, Defense: 93246, Current HP: 2489, A Avg: 92293, D Avg: 93246, [Divine Dragon Sword[181, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 184: HP: 1121, STR: 1547, VIT: 7581, SPD: 72, LUK: 1, Attack: 88036, Defense: 93251, Current HP: 1121, A Avg: 92437, D Avg: 93251, [Cuttlefish[178, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 183: HP: 1518, STR: 1135, VIT: 7581, SPD: 72, LUK: 1, Attack: 87624, Defense: 93251, Current HP: 1518, A Avg: 92005, D Avg: 93251, [Cuttlefish[178, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 182: HP: 1166, STR: 784, VIT: 3483, SPD: 72, LUK: 1, Attack: 87312, Defense: 93261, Current HP: 1166, A Avg: 110013, D Avg: 93261, [Moon Knuckle[153, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 181: HP: 1144, STR: 2636, VIT: 3483, SPD: 72, LUK: 1, Attack: 88514, Defense: 93261, Current HP: 1144, A Avg: 111527, D Avg: 93261, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 180: HP: 2356, STR: 747, VIT: 3489, SPD: 72, LUK: 1, Attack: 84688, Defense: 93267, Current HP: 2356, A Avg: 88922, D Avg: 93267, [Rusty Knife[156, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 179: HP: 1238, STR: 520, VIT: 3502, SPD: 81, LUK: 1, Attack: 84908, Defense: 93280, Current HP: 1238, A Avg: 89153, D Avg: 93280, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 178: HP: 6782, STR: 3600, VIT: 3502, SPD: 81, LUK: 1, Attack: 91482, Defense: 93280, Current HP: 6782, A Avg: 96056, D Avg: 93280, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 177: HP: 1238, STR: 1999, VIT: 3502, SPD: 81, LUK: 1, Attack: 87643, Defense: 93280, Current HP: 1238, A Avg: 92025, D Avg: 93280, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 176: HP: 2941, STR: 1485, VIT: 7620, SPD: 72, LUK: 1, Attack: 87129, Defense: 93290, Current HP: 2941, A Avg: 91485, D Avg: 93290, [Gladius[162, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 175: HP: 2356, STR: 684, VIT: 3515, SPD: 72, LUK: 1, Attack: 86159, Defense: 93293, Current HP: 2356, A Avg: 90466, D Avg: 93293, [Elemental[121, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 174: HP: 2774, STR: 841, VIT: 3515, SPD: 72, LUK: 1, Attack: 85491, Defense: 93293, Current HP: 2774, A Avg: 89765, D Avg: 93293, [Diamond Knuckle[152, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 173: HP: 1919, STR: 1110, VIT: 3520, SPD: 72, LUK: 1, Attack: 85948, Defense: 93298, Current HP: 1919, A Avg: 90245, D Avg: 93298, [Classic[168, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 172: HP: 1679, STR: 1173, VIT: 3522, SPD: 81, LUK: 1, Attack: 86011, Defense: 93300, Current HP: 1679, A Avg: 90311, D Avg: 93300, [Willow Blade[157, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 171: HP: 2708, STR: 979, VIT: 3522, SPD: 81, LUK: 1, Attack: 85902, Defense: 93300, Current HP: 2708, A Avg: 90197, D Avg: 93300, [Pangaea[164, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 170: HP: 1144, STR: 931, VIT: 7633, SPD: 72, LUK: 1, Attack: 86484, Defense: 93303, Current HP: 1144, A Avg: 108969, D Avg: 93303, [Hammer of Justice[186, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 169: HP: 3230, STR: 3327, VIT: 3548, SPD: 72, LUK: 1, Attack: 91155, Defense: 93326, Current HP: 3230, A Avg: 95712, D Avg: 93326, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 168: HP: 1763, STR: 680, VIT: 3550, SPD: 81, LUK: 1, Attack: 86012, Defense: 93328, Current HP: 1763, A Avg: 90312, D Avg: 93328, [Tower[149, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 167: HP: 3619, STR: 2016, VIT: 6561, SPD: 72, LUK: 1, Attack: 89844, Defense: 93349, Current HP: 3619, A Avg: 94336, D Avg: 93349, [Stargazer[183, 0, 0, 0], Golem Shield[245, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 166: HP: 3610, STR: 2024, VIT: 6561, SPD: 72, LUK: 1, Attack: 89852, Defense: 93349, Current HP: 3610, A Avg: 94344, D Avg: 93349, [Stargazer[183, 0, 0, 0], Golem Shield[245, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 165: HP: 1130, STR: 2054, VIT: 3572, SPD: 72, LUK: 1, Attack: 87932, Defense: 93350, Current HP: 1130, A Avg: 92328, D Avg: 93350, [God Hand[179, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 164: HP: 1121, STR: 1502, VIT: 3572, SPD: 72, LUK: 1, Attack: 87380, Defense: 93350, Current HP: 1121, A Avg: 91749, D Avg: 93350, [God Hand[179, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 163: HP: 1092, STR: 2198, VIT: 3572, SPD: 72, LUK: 1, Attack: 87738, Defense: 93350, Current HP: 1092, A Avg: 92124, D Avg: 93350, [Zodiac[184, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 162: HP: 1083, STR: 2206, VIT: 3572, SPD: 72, LUK: 1, Attack: 87746, Defense: 93350, Current HP: 1083, A Avg: 92133, D Avg: 93350, [Zodiac[184, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 161: HP: 1408, STR: 1227, VIT: 7695, SPD: 72, LUK: 1, Attack: 87716, Defense: 93365, Current HP: 1408, A Avg: 110522, D Avg: 93365, [Cuttlefish[178, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 160: HP: 3610, STR: 2024, VIT: 6588, SPD: 72, LUK: 1, Attack: 89852, Defense: 93376, Current HP: 3610, A Avg: 94344, D Avg: 93376, [Stargazer[183, 0, 0, 0], Golem Shield[245, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 159: HP: 4400, STR: 2016, VIT: 6588, SPD: 72, LUK: 1, Attack: 89844, Defense: 93376, Current HP: 4400, A Avg: 94336, D Avg: 93376, [Stargazer[183, 0, 0, 0], Golem Shield[245, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
