Rank 1000: HP: 1774, STR: 363, VIT: 724222, SPD: 81, LUK: 1, Attack: 84356, Defense: 808462, Current HP: 1774, A Avg: 88573, D Avg: 808462, [Sword of Wood[124, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 208: HP: 1763, STR: 435, VIT: 725017, SPD: 81, LUK: 1, Attack: 84200, Defense: 811818, Current HP: 1763, A Avg: 88410, D Avg: 811818, [Club[102, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 207: HP: 1763, STR: 441, VIT: 725017, SPD: 81, LUK: 1, Attack: 84213, Defense: 811818, Current HP: 1763, A Avg: 88423, D Avg: 811818, [Short Sword[103, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 206: HP: 1763, STR: 523, VIT: 725017, SPD: 81, LUK: 1, Attack: 84334, Defense: 811818, Current HP: 1763, A Avg: 88550, D Avg: 811818, [Long Sword[104, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 205: HP: 1763, STR: 594, VIT: 725017, SPD: 81, LUK: 1, Attack: 84366, Defense: 811818, Current HP: 1763, A Avg: 88584, D Avg: 811818, [Wasp Knife[105, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 204: HP: 1763, STR: 514, VIT: 725017, SPD: 81, LUK: 1, Attack: 84338, Defense: 811818, Current HP: 1763, A Avg: 88554, D Avg: 811818, [Stun Knuckle[106, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 203: HP: 1763, STR: 603, VIT: 725017, SPD: 81, LUK: 1, Attack: 84446, Defense: 811818, Current HP: 1763, A Avg: 88668, D Avg: 811818, [Battle Scythe[107, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 202: HP: 1784, STR: 603, VIT: 725017, SPD: 81, LUK: 1, Attack: 84492, Defense: 811818, Current HP: 1784, A Avg: 88716, D Avg: 811818, [Iron Lumps[108, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 201: HP: 1763, STR: 435, VIT: 725017, SPD: 81, LUK: 1, Attack: 84203, Defense: 811818, Current HP: 1763, A Avg: 88413, D Avg: 811818, [Decorative Swords[109, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 200: HP: 1763, STR: 621, VIT: 725017, SPD: 81, LUK: 1, Attack: 84744, Defense: 811818, Current HP: 1763, A Avg: 88981, D Avg: 811818, [Pinpoint[112, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 199: HP: 1784, STR: 682, VIT: 725017, SPD: 81, LUK: 1, Attack: 84688, Defense: 811818, Current HP: 1784, A Avg: 88922, D Avg: 811818, [Great Iron Mass[122, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 198: HP: 1774, STR: 514, VIT: 725017, SPD: 81, LUK: 1, Attack: 84507, Defense: 811818, Current HP: 1774, A Avg: 88732, D Avg: 811818, [Sword of Wood[124, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 197: HP: 2246, STR: 770, VIT: 725017, SPD: 81, LUK: 1, Attack: 84958, Defense: 811818, Current HP: 2246, A Avg: 89205, D Avg: 811818, [Sword of the Spirit Tree[125, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 196: HP: 1774, STR: 603, VIT: 725017, SPD: 81, LUK: 1, Attack: 84602, Defense: 811818, Current HP: 1774, A Avg: 88832, D Avg: 811818, [Greatsword[127, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 195: HP: 2242, STR: 687, VIT: 725017, SPD: 81, LUK: 1, Attack: 85109, Defense: 811818, Current HP: 2242, A Avg: 89364, D Avg: 811818, [Dreaming Sword[128, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 194: HP: 2897, STR: 831, VIT: 725017, SPD: 81, LUK: 1, Attack: 86514, Defense: 811818, Current HP: 2897, A Avg: 90839, D Avg: 811818, [Dancing[155, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 193: HP: 1763, STR: 1324, VIT: 725017, SPD: 81, LUK: 1, Attack: 85980, Defense: 811818, Current HP: 1763, A Avg: 90279, D Avg: 811818, [Penetra[161, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 192: HP: 1763, STR: 435, VIT: 725017, SPD: 81, LUK: 1, Attack: 85276, Defense: 811818, Current HP: 1763, A Avg: 89539, D Avg: 811818, [Grand Slam[163, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 191: HP: 1973, STR: 435, VIT: 725017, SPD: 81, LUK: 1, Attack: 85403, Defense: 811818, Current HP: 1973, A Avg: 89673, D Avg: 811818, [Cluster Bomb[170, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 190: HP: 2393, STR: 435, VIT: 725017, SPD: 81, LUK: 1, Attack: 92621, Defense: 811818, Current HP: 2393, A Avg: 97252, D Avg: 811818, [Big Bang[171, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 189: HP: 7307, STR: 435, VIT: 725017, SPD: 81, LUK: 1, Attack: 85488, Defense: 811818, Current HP: 7307, A Avg: 89762, D Avg: 811818, [Common Key[174, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 188: HP: 2393, STR: 435, VIT: 725017, SPD: 81, LUK: 1, Attack: 86677, Defense: 811818, Current HP: 2393, A Avg: 91010, D Avg: 811818, [Droid Hammer[177, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 187: HP: 1763, STR: 2469, VIT: 725017, SPD: 81, LUK: 1, Attack: 87398, Defense: 811818, Current HP: 1763, A Avg: 91767, D Avg: 811818, [Jack Knife[185, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 186: HP: 1763, STR: 3603, VIT: 725017, SPD: 81, LUK: 1, Attack: 88181, Defense: 811818, Current HP: 1763, A Avg: 92590, D Avg: 811818, [Magical[187, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 185: HP: 1763, STR: 1011, VIT: 725017, SPD: 81, LUK: 1, Attack: 88062, Defense: 811818, Current HP: 1763, A Avg: 92465, D Avg: 811818, [Tekken[188, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 184: HP: 1763, STR: -78686, VIT: 725017, SPD: 81, LUK: 1, Attack: 20580, Defense: 811818, Current HP: 1763, A Avg: 21609, D Avg: 811818, [Sword of Evil[189, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 183: HP: 1763, STR: 3963, VIT: 725017, SPD: 81, LUK: 1, Attack: 91624, Defense: 811818, Current HP: 1763, A Avg: 96205, D Avg: 811818, [Neural Edge[190, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 182: HP: 2225, STR: 685, VIT: 725034, SPD: 81, LUK: 1, Attack: 84652, Defense: 811835, Current HP: 2225, A Avg: 88884, D Avg: 811835, [Phantom Sword[117, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 181: HP: 1774, STR: 594, VIT: 725046, SPD: 81, LUK: 1, Attack: 84437, Defense: 811847, Current HP: 1774, A Avg: 88658, D Avg: 811847, [Salamander[110, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 180: HP: 1763, STR: 673, VIT: 725046, SPD: 81, LUK: 1, Attack: 84757, Defense: 811847, Current HP: 1763, A Avg: 88994, D Avg: 811847, [Phantom Scythe[116, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 179: HP: 1774, STR: 594, VIT: 725046, SPD: 81, LUK: 1, Attack: 84466, Defense: 811847, Current HP: 1774, A Avg: 88689, D Avg: 811847, [Undine[118, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 178: HP: 1774, STR: 594, VIT: 725046, SPD: 81, LUK: 1, Attack: 84493, Defense: 811847, Current HP: 1774, A Avg: 88717, D Avg: 811847, [Sylph[119, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 177: HP: 1774, STR: 594, VIT: 725046, SPD: 81, LUK: 1, Attack: 84520, Defense: 811847, Current HP: 1774, A Avg: 88746, D Avg: 811847, [Gnome[120, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 176: HP: 1805, STR: 462, VIT: 725060, SPD: 81, LUK: 1, Attack: 88629, Defense: 811861, Current HP: 1805, A Avg: 93060, D Avg: 811861, [Basic[169, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 175: HP: 3288, STR: 754, VIT: 725646, SPD: 81, LUK: 1, Attack: 85797, Defense: 811862, Current HP: 3288, A Avg: 90086, D Avg: 811862, [White Snake[160, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 174: HP: 3523, STR: 997, VIT: 725655, SPD: 81, LUK: 1, Attack: 87343, Defense: 811871, Current HP: 3523, A Avg: 91710, D Avg: 811871, [Progress[147, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 173: HP: 4241, STR: 2455, VIT: 727633, SPD: 81, LUK: 1, Attack: 90283, Defense: 811873, Current HP: 4241, A Avg: 94797, D Avg: 811873, [Stargazer[183, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 172: HP: 1406, STR: 979, VIT: 726919, SPD: 81, LUK: 1, Attack: 86532, Defense: 811887, Current HP: 1406, A Avg: 90858, D Avg: 811887, [Hammer of Justice[186, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 171: HP: 2183, STR: 2980, VIT: 725133, SPD: 81, LUK: 1, Attack: 92889, Defense: 811934, Current HP: 2183, A Avg: 97533, D Avg: 811934, [Spectral Sword Shigure[172, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 170: HP: 1763, STR: 603, VIT: 725145, SPD: 81, LUK: 1, Attack: 84479, Defense: 811946, Current HP: 1763, A Avg: 88702, D Avg: 811946, [Tornado[111, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 169: HP: 2225, STR: 594, VIT: 725145, SPD: 81, LUK: 1, Attack: 84619, Defense: 811946, Current HP: 2225, A Avg: 88849, D Avg: 811946, [Fairy Sword[113, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 168: HP: 1763, STR: 691, VIT: 725145, SPD: 81, LUK: 1, Attack: 84840, Defense: 811946, Current HP: 1763, A Avg: 89082, D Avg: 811946, [Giant Tornado[114, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 167: HP: 1778, STR: 603, VIT: 725145, SPD: 81, LUK: 1, Attack: 84419, Defense: 811946, Current HP: 1778, A Avg: 88639, D Avg: 811946, [Hand Axe[140, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 166: HP: 1784, STR: 673, VIT: 725145, SPD: 81, LUK: 1, Attack: 84666, Defense: 811946, Current HP: 1784, A Avg: 88899, D Avg: 811946, [Wooden Boomerang[167, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 165: HP: 1967, STR: 606, VIT: 725147, SPD: 81, LUK: 1, Attack: 84404, Defense: 811948, Current HP: 1967, A Avg: 88624, D Avg: 811948, [Ninja[135, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 164: HP: 1780, STR: 603, VIT: 725150, SPD: 81, LUK: 1, Attack: 84609, Defense: 811951, Current HP: 1780, A Avg: 88839, D Avg: 811951, [Crescent[141, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 163: HP: 1658, STR: 1292, VIT: 726989, SPD: 81, LUK: 1, Attack: 87781, Defense: 811957, Current HP: 1658, A Avg: 92170, D Avg: 811957, [Cuttlefish[178, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 162: HP: 2578, STR: 874, VIT: 725754, SPD: 81, LUK: 1, Attack: 87402, Defense: 811970, Current HP: 2578, A Avg: 91772, D Avg: 811970, [Moon Knuckle[153, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 161: HP: 2557, STR: 2959, VIT: 725754, SPD: 81, LUK: 1, Attack: 88837, Defense: 811970, Current HP: 2557, A Avg: 93278, D Avg: 811970, [Blue Sword[180, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 160: HP: 2246, STR: 770, VIT: 725174, SPD: 81, LUK: 1, Attack: 85452, Defense: 811975, Current HP: 2246, A Avg: 89724, D Avg: 811975, [Thunder Whip[143, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 159: HP: 2267, STR: 594, VIT: 725272, SPD: 81, LUK: 1, Attack: 84450, Defense: 812073, Current HP: 2267, A Avg: 88672, D Avg: 812073, [Emerald Sword[115, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 158: HP: 2041, STR: 682, VIT: 725278, SPD: 81, LUK: 1, Attack: 84584, Defense: 812079, Current HP: 2041, A Avg: 88813, D Avg: 812079, [Crossed Shuriken[136, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 157: HP: 2267, STR: 761, VIT: 725287, SPD: 81, LUK: 1, Attack: 85274, Defense: 812088, Current HP: 2267, A Avg: 89537, D Avg: 812088, [Maximum Iron Mass[123, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 156: HP: 1774, STR: 842, VIT: 725408, SPD: 81, LUK: 1, Attack: 84952, Defense: 812209, Current HP: 1774, A Avg: 89199, D Avg: 812209, [Windmill[137, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 155: HP: 1763, STR: 752, VIT: 725411, SPD: 81, LUK: 1, Attack: 84752, Defense: 812212, Current HP: 1763, A Avg: 88989, D Avg: 812212, [Kirisame[129, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 154: HP: 2246, STR: 761, VIT: 725411, SPD: 81, LUK: 1, Attack: 84882, Defense: 812212, Current HP: 2246, A Avg: 89126, D Avg: 812212, [Black Kirisame[130, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 153: HP: 2234, STR: 997, VIT: 725411, SPD: 81, LUK: 1, Attack: 86745, Defense: 812212, Current HP: 2234, A Avg: 91082, D Avg: 812212, [Scythe of the Grim Reaper[148, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 152: HP: 2267, STR: 761, VIT: 725414, SPD: 81, LUK: 1, Attack: 84871, Defense: 812215, Current HP: 2267, A Avg: 89114, D Avg: 812215, [Serpent[144, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 151: HP: 2524, STR: 923, VIT: 725420, SPD: 81, LUK: 1, Attack: 85889, Defense: 812221, Current HP: 2524, A Avg: 90183, D Avg: 812221, [Red Shark[134, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 150: HP: 2809, STR: 1771, VIT: 726009, SPD: 81, LUK: 1, Attack: 87649, Defense: 812225, Current HP: 2809, A Avg: 92031, D Avg: 812225, [God Hand[179, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 149: HP: 2767, STR: 2563, VIT: 726009, SPD: 81, LUK: 1, Attack: 88103, Defense: 812225, Current HP: 2767, A Avg: 92508, D Avg: 812225, [Zodiac[184, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 148: HP: 2687, STR: 752, VIT: 725429, SPD: 81, LUK: 1, Attack: 85070, Defense: 812230, Current HP: 2687, A Avg: 89323, D Avg: 812230, [Ruby Knuckle[151, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 147: HP: 2246, STR: 1202, VIT: 725458, SPD: 81, LUK: 1, Attack: 85936, Defense: 812259, Current HP: 2246, A Avg: 90232, D Avg: 812259, [Irruption[154, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 146: HP: 1566, STR: 354, VIT: 727441, SPD: 81, LUK: 1, Attack: 84742, Defense: 812279, Current HP: 1566, A Avg: 88979, D Avg: 812279, [Encryption Key[173, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 145: HP: 7110, STR: 2334, VIT: 727441, SPD: 81, LUK: 1, Attack: 90216, Defense: 812279, Current HP: 7110, A Avg: 94726, D Avg: 812279, [Wild Card[175, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 144: HP: 1566, STR: 1305, VIT: 727441, SPD: 81, LUK: 1, Attack: 86949, Defense: 812279, Current HP: 1566, A Avg: 91296, D Avg: 812279, [Portal Sword[176, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 143: HP: 4090, STR: 592, VIT: 726067, SPD: 81, LUK: 1, Attack: 85300, Defense: 812283, Current HP: 4090, A Avg: 89565, D Avg: 812283, [Thin Blade[158, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 142: HP: 3632, STR: 187, VIT: 726374, SPD: 81, LUK: 1, Attack: 84575, Defense: 812291, Current HP: 3632, A Avg: 88803, D Avg: 812291, [Encryption Key[173, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 141: HP: 9176, STR: 2167, VIT: 726374, SPD: 81, LUK: 1, Attack: 90049, Defense: 812291, Current HP: 9176, A Avg: 94551, D Avg: 812291, [Wild Card[175, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 140: HP: 3632, STR: 1137, VIT: 726374, SPD: 81, LUK: 1, Attack: 86781, Defense: 812291, Current HP: 3632, A Avg: 91120, D Avg: 812291, [Portal Sword[176, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 139: HP: 4090, STR: 1033, VIT: 726096, SPD: 81, LUK: 1, Attack: 86885, Defense: 812312, Current HP: 4090, A Avg: 91229, D Avg: 812312, [Santoku[159, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 138: HP: 3187, STR: 2412, VIT: 726102, SPD: 81, LUK: 1, Attack: 86912, Defense: 812318, Current HP: 3187, A Avg: 91257, D Avg: 812318, [Divine Dragon Sword[181, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 137: HP: 2196, STR: 838, VIT: 725539, SPD: 81, LUK: 1, Attack: 84948, Defense: 812340, Current HP: 2196, A Avg: 89195, D Avg: 812340, [Dragon Killer[139, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 136: HP: 2246, STR: 842, VIT: 725539, SPD: 81, LUK: 1, Attack: 85355, Defense: 812340, Current HP: 2246, A Avg: 89622, D Avg: 812340, [Volcano[142, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 135: HP: 2267, STR: 838, VIT: 725542, SPD: 81, LUK: 1, Attack: 86807, Defense: 812343, Current HP: 2267, A Avg: 91147, D Avg: 812343, [Fire Chariot[138, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 134: HP: 2708, STR: 1008, VIT: 725556, SPD: 81, LUK: 1, Attack: 86106, Defense: 812357, Current HP: 2708, A Avg: 90411, D Avg: 812357, [Yggdrasil[126, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 133: HP: 2246, STR: 934, VIT: 725556, SPD: 81, LUK: 1, Attack: 85759, Defense: 812357, Current HP: 2246, A Avg: 90046, D Avg: 812357, [Kraken[145, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 132: HP: 2431, STR: 849, VIT: 725562, SPD: 81, LUK: 1, Attack: 84881, Defense: 812363, Current HP: 2431, A Avg: 89125, D Avg: 812363, [Alucard[146, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 131: HP: 3687, STR: 914, VIT: 726151, SPD: 81, LUK: 1, Attack: 86558, Defense: 812367, Current HP: 3687, A Avg: 90885, D Avg: 812367, [Gladius[162, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 130: HP: 1616, STR: 691, VIT: 727447, SPD: 81, LUK: 1, Attack: 85079, Defense: 812441, Current HP: 1616, A Avg: 89332, D Avg: 812441, [Encryption Key[173, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 129: HP: 7160, STR: 2671, VIT: 727447, SPD: 81, LUK: 1, Attack: 90553, Defense: 812441, Current HP: 7160, A Avg: 95080, D Avg: 812441, [Wild Card[175, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 128: HP: 1616, STR: 1641, VIT: 727447, SPD: 81, LUK: 1, Attack: 87285, Defense: 812441, Current HP: 1616, A Avg: 91649, D Avg: 812441, [Portal Sword[176, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 127: HP: 2246, STR: 840, VIT: 725655, SPD: 81, LUK: 1, Attack: 84781, Defense: 812456, Current HP: 2246, A Avg: 89020, D Avg: 812456, [Rusty Knife[156, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 126: HP: 2557, STR: 1555, VIT: 726264, SPD: 81, LUK: 1, Attack: 86343, Defense: 812480, Current HP: 2557, A Avg: 90660, D Avg: 812480, [Pulse Knife[165, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 125: HP: 2246, STR: 770, VIT: 725684, SPD: 81, LUK: 1, Attack: 86245, Defense: 812485, Current HP: 2246, A Avg: 90557, D Avg: 812485, [Elemental[121, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 124: HP: 2708, STR: 946, VIT: 725684, SPD: 81, LUK: 1, Attack: 85596, Defense: 812485, Current HP: 2708, A Avg: 89875, D Avg: 812485, [Diamond Knuckle[152, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 123: HP: 1763, STR: 1249, VIT: 725690, SPD: 81, LUK: 1, Attack: 86087, Defense: 812491, Current HP: 1763, A Avg: 90391, D Avg: 812491, [Classic[168, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 122: HP: 2246, STR: 1422, VIT: 725783, SPD: 81, LUK: 1, Attack: 86260, Defense: 812584, Current HP: 2246, A Avg: 90573, D Avg: 812584, [Willow Blade[157, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 121: HP: 2330, STR: 928, VIT: 725812, SPD: 81, LUK: 1, Attack: 86260, Defense: 812613, Current HP: 2330, A Avg: 90573, D Avg: 812613, [Tower[149, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 120: HP: 1406, STR: 187, VIT: 727650, SPD: 81, LUK: 1, Attack: 84575, Defense: 812618, Current HP: 1406, A Avg: 88803, D Avg: 812618, [Encryption Key[173, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 119: HP: 6950, STR: 2167, VIT: 727650, SPD: 81, LUK: 1, Attack: 90049, Defense: 812618, Current HP: 6950, A Avg: 94551, D Avg: 812618, [Wild Card[175, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 118: HP: 1406, STR: 1137, VIT: 727650, SPD: 81, LUK: 1, Attack: 86781, Defense: 812618, Current HP: 1406, A Avg: 91120, D Avg: 812618, [Portal Sword[176, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 117: HP: 6803, STR: 3502, VIT: 725817, SPD: 81, LUK: 1, Attack: 89315, Defense: 812618, Current HP: 6803, A Avg: 93780, D Avg: 812618, [Spear of Regression[182, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 116: HP: 4241, STR: 2543, VIT: 727760, SPD: 81, LUK: 1, Attack: 90371, Defense: 812624, Current HP: 4241, A Avg: 94889, D Avg: 812624, [Stargazer[183, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 115: HP: 3607, STR: 1591, VIT: 726479, SPD: 81, LUK: 1, Attack: 86925, Defense: 812695, Current HP: 3607, A Avg: 91271, D Avg: 812695, [Impulse[166, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 114: HP: 2494, STR: 1002, VIT: 725930, SPD: 81, LUK: 1, Attack: 86045, Defense: 812731, Current HP: 2494, A Avg: 90347, D Avg: 812731, [White Snake[160, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 113: HP: 2729, STR: 1245, VIT: 725939, SPD: 81, LUK: 1, Attack: 87591, Defense: 812740, Current HP: 2729, A Avg: 91970, D Avg: 812740, [Progress[147, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 112: HP: 2557, STR: 979, VIT: 726554, SPD: 81, LUK: 1, Attack: 86532, Defense: 812770, Current HP: 2557, A Avg: 90858, D Avg: 812770, [Hammer of Justice[186, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 111: HP: 1784, STR: 1123, VIT: 726038, SPD: 81, LUK: 1, Attack: 87651, Defense: 812839, Current HP: 1784, A Avg: 92033, D Avg: 812839, [Moon Knuckle[153, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 110: HP: 1763, STR: 3207, VIT: 726038, SPD: 81, LUK: 1, Attack: 89085, Defense: 812839, Current HP: 1763, A Avg: 93539, D Avg: 812839, [Blue Sword[180, 730, 730, 730], Riot[236, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 109: HP: 2809, STR: 1292, VIT: 726624, SPD: 81, LUK: 1, Attack: 87781, Defense: 812840, Current HP: 2809, A Avg: 92170, D Avg: 812840, [Cuttlefish[178, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
