Rank 1000: HP: 491, STR: 172, VIT: 417887, SPD: 9, LUK: 1, Attack: 85920, Defense: 501815, Current HP: 491, A Avg: 90216, D Avg: 501815, [Scythe of the Grim Reaper[148, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 212: HP: 772, STR: 153, VIT: 418075, SPD: 9, LUK: 1, Attack: 84274, Defense: 504291, Current HP: 772, A Avg: 88487, D Avg: 504291, [Black Kirisame[130, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 211: HP: 760, STR: 172, VIT: 418075, SPD: 9, LUK: 1, Attack: 85920, Defense: 504291, Current HP: 760, A Avg: 90216, D Avg: 504291, [Scythe of the Grim Reaper[148, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 210: HP: 793, STR: 153, VIT: 418078, SPD: 9, LUK: 1, Attack: 84263, Defense: 504294, Current HP: 793, A Avg: 88476, D Avg: 504294, [Serpent[144, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 209: HP: 797, STR: 171, VIT: 418084, SPD: 9, LUK: 1, Attack: 85137, Defense: 504300, Current HP: 797, A Avg: 89393, D Avg: 504300, [Red Shark[134, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 208: HP: 772, STR: 160, VIT: 418087, SPD: 9, LUK: 1, Attack: 84101, Defense: 504303, Current HP: 772, A Avg: 88306, D Avg: 504303, [Rusty Knife[156, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 207: HP: 806, STR: 158, VIT: 418087, SPD: 9, LUK: 1, Attack: 84268, Defense: 504303, Current HP: 806, A Avg: 88481, D Avg: 504303, [Dragon Killer[139, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 206: HP: 772, STR: 162, VIT: 418087, SPD: 9, LUK: 1, Attack: 84675, Defense: 504303, Current HP: 772, A Avg: 88908, D Avg: 504303, [Volcano[142, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 205: HP: 793, STR: 158, VIT: 418090, SPD: 9, LUK: 1, Attack: 86127, Defense: 504306, Current HP: 793, A Avg: 90433, D Avg: 504306, [Fire Chariot[138, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 204: HP: 793, STR: 144, VIT: 418093, SPD: 9, LUK: 1, Attack: 84462, Defense: 504309, Current HP: 793, A Avg: 88685, D Avg: 504309, [Ruby Knuckle[151, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 203: HP: 772, STR: 237, VIT: 418098, SPD: 9, LUK: 1, Attack: 85075, Defense: 504314, Current HP: 772, A Avg: 89328, D Avg: 504314, [Willow Blade[157, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 202: HP: 961, STR: 187, VIT: 418098, SPD: 9, LUK: 1, Attack: 85110, Defense: 504314, Current HP: 961, A Avg: 89365, D Avg: 504314, [Pangaea[164, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 201: HP: 814, STR: 183, VIT: 418104, SPD: 9, LUK: 1, Attack: 85281, Defense: 504320, Current HP: 814, A Avg: 89545, D Avg: 504320, [Yggdrasil[126, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 200: HP: 772, STR: 181, VIT: 418104, SPD: 9, LUK: 1, Attack: 85006, Defense: 504320, Current HP: 772, A Avg: 89256, D Avg: 504320, [Kraken[145, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 199: HP: 835, STR: 160, VIT: 418104, SPD: 9, LUK: 1, Attack: 84972, Defense: 504320, Current HP: 835, A Avg: 89220, D Avg: 504320, [Granada[150, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 198: HP: 789, STR: 169, VIT: 418110, SPD: 9, LUK: 1, Attack: 84201, Defense: 504326, Current HP: 789, A Avg: 88411, D Avg: 504326, [Alucard[146, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 197: HP: 772, STR: 162, VIT: 418116, SPD: 9, LUK: 1, Attack: 85637, Defense: 504332, Current HP: 772, A Avg: 89918, D Avg: 504332, [Elemental[121, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 196: HP: 814, STR: 194, VIT: 418116, SPD: 9, LUK: 1, Attack: 84844, Defense: 504332, Current HP: 814, A Avg: 89086, D Avg: 504332, [Diamond Knuckle[152, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 195: HP: 730, STR: 226, VIT: 418122, SPD: 9, LUK: 1, Attack: 86754, Defense: 504338, Current HP: 730, A Avg: 91091, D Avg: 504338, [Moon Knuckle[153, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 194: HP: 709, STR: 367, VIT: 418122, SPD: 9, LUK: 1, Attack: 86245, Defense: 504338, Current HP: 709, A Avg: 90557, D Avg: 504338, [Blue Sword[180, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 193: HP: 709, STR: 208, VIT: 418122, SPD: 9, LUK: 1, Attack: 85046, Defense: 504338, Current HP: 709, A Avg: 89298, D Avg: 504338, [Classic[168, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 192: HP: 772, STR: 234, VIT: 418122, SPD: 9, LUK: 1, Attack: 84968, Defense: 504338, Current HP: 772, A Avg: 89216, D Avg: 504338, [Irruption[154, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 191: HP: 856, STR: 176, VIT: 418127, SPD: 9, LUK: 1, Attack: 85508, Defense: 504343, Current HP: 856, A Avg: 89783, D Avg: 504343, [Tower[149, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 190: HP: 852, STR: 178, VIT: 418130, SPD: 9, LUK: 1, Attack: 85221, Defense: 504346, Current HP: 852, A Avg: 89482, D Avg: 504346, [White Snake[160, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 189: HP: 835, STR: 205, VIT: 418139, SPD: 9, LUK: 1, Attack: 86551, Defense: 504355, Current HP: 835, A Avg: 90878, D Avg: 504355, [Progress[147, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 188: HP: 2330, STR: 558, VIT: 418441, SPD: 9, LUK: 1, Attack: 88386, Defense: 504358, Current HP: 2330, A Avg: 92805, D Avg: 504358, [Stargazer[183, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 187: HP: 961, STR: 259, VIT: 418145, SPD: 9, LUK: 1, Attack: 86137, Defense: 504361, Current HP: 961, A Avg: 90443, D Avg: 504361, [God Hand[179, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 186: HP: 919, STR: 331, VIT: 418145, SPD: 9, LUK: 1, Attack: 85871, Defense: 504361, Current HP: 919, A Avg: 90164, D Avg: 504361, [Zodiac[184, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 185: HP: 1129, STR: 1436, VIT: 418145, SPD: 9, LUK: 1, Attack: 91345, Defense: 504361, Current HP: 1129, A Avg: 95912, D Avg: 504361, [Spectral Sword Shigure[172, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 184: HP: 709, STR: 403, VIT: 418168, SPD: 9, LUK: 1, Attack: 85191, Defense: 504384, Current HP: 709, A Avg: 89450, D Avg: 504384, [Pulse Knife[165, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 183: HP: 831, STR: 194, VIT: 418171, SPD: 9, LUK: 1, Attack: 85838, Defense: 504387, Current HP: 831, A Avg: 90129, D Avg: 504387, [Gladius[162, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 182: HP: 982, STR: 160, VIT: 418203, SPD: 9, LUK: 1, Attack: 84868, Defense: 504419, Current HP: 982, A Avg: 89111, D Avg: 504419, [Thin Blade[158, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 181: HP: 982, STR: 241, VIT: 418232, SPD: 9, LUK: 1, Attack: 86093, Defense: 504448, Current HP: 982, A Avg: 90397, D Avg: 504448, [Santoku[159, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 180: HP: 709, STR: 115, VIT: 418261, SPD: 9, LUK: 1, Attack: 84503, Defense: 504477, Current HP: 709, A Avg: 88728, D Avg: 504477, [Encryption Key[173, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 179: HP: 1213, STR: 295, VIT: 418261, SPD: 9, LUK: 1, Attack: 88177, Defense: 504477, Current HP: 1213, A Avg: 92585, D Avg: 504477, [Wild Card[175, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 178: HP: 709, STR: 201, VIT: 418261, SPD: 9, LUK: 1, Attack: 85845, Defense: 504477, Current HP: 709, A Avg: 90137, D Avg: 504477, [Portal Sword[176, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 177: HP: 919, STR: 439, VIT: 418267, SPD: 9, LUK: 1, Attack: 85773, Defense: 504483, Current HP: 919, A Avg: 90061, D Avg: 504483, [Impulse[166, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 176: HP: 1549, STR: 2030, VIT: 418365, SPD: 9, LUK: 1, Attack: 87843, Defense: 504581, Current HP: 1549, A Avg: 92235, D Avg: 504581, [Spear of Regression[182, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 175: HP: 961, STR: 428, VIT: 418412, SPD: 9, LUK: 1, Attack: 86917, Defense: 504628, Current HP: 961, A Avg: 91262, D Avg: 504628, [Cuttlefish[178, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 174: HP: 709, STR: 187, VIT: 418458, SPD: 9, LUK: 1, Attack: 85740, Defense: 504674, Current HP: 709, A Avg: 90027, D Avg: 504674, [Hammer of Justice[186, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 173: HP: 1339, STR: 972, VIT: 418470, SPD: 9, LUK: 1, Attack: 85472, Defense: 504686, Current HP: 1339, A Avg: 89745, D Avg: 504686, [Divine Dragon Sword[181, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 172: HP: 1507, STR: 558, VIT: 418655, SPD: 9, LUK: 1, Attack: 88386, Defense: 504871, Current HP: 1507, A Avg: 92805, D Avg: 504871, [Stargazer[183, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 171: HP: 503, STR: 147, VIT: 418081, SPD: 9, LUK: 1, Attack: 83873, Defense: 504882, Current HP: 503, A Avg: 88066, D Avg: 504882, [Wooden Stick[101, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 170: HP: 503, STR: 147, VIT: 418081, SPD: 9, LUK: 1, Attack: 83912, Defense: 504882, Current HP: 503, A Avg: 88107, D Avg: 504882, [Club[102, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 169: HP: 503, STR: 153, VIT: 418081, SPD: 9, LUK: 1, Attack: 83925, Defense: 504882, Current HP: 503, A Avg: 88121, D Avg: 504882, [Short Sword[103, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 168: HP: 503, STR: 163, VIT: 418081, SPD: 9, LUK: 1, Attack: 83974, Defense: 504882, Current HP: 503, A Avg: 88172, D Avg: 504882, [Long Sword[104, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 167: HP: 503, STR: 162, VIT: 418081, SPD: 9, LUK: 1, Attack: 83934, Defense: 504882, Current HP: 503, A Avg: 88130, D Avg: 504882, [Wasp Knife[105, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 166: HP: 503, STR: 154, VIT: 418081, SPD: 9, LUK: 1, Attack: 83978, Defense: 504882, Current HP: 503, A Avg: 88176, D Avg: 504882, [Stun Knuckle[106, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 165: HP: 503, STR: 171, VIT: 418081, SPD: 9, LUK: 1, Attack: 84014, Defense: 504882, Current HP: 503, A Avg: 88214, D Avg: 504882, [Battle Scythe[107, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 164: HP: 524, STR: 171, VIT: 418081, SPD: 9, LUK: 1, Attack: 84060, Defense: 504882, Current HP: 524, A Avg: 88263, D Avg: 504882, [Iron Lumps[108, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 163: HP: 503, STR: 147, VIT: 418081, SPD: 9, LUK: 1, Attack: 83915, Defense: 504882, Current HP: 503, A Avg: 88110, D Avg: 504882, [Decorative Swords[109, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 162: HP: 503, STR: 189, VIT: 418081, SPD: 9, LUK: 1, Attack: 84312, Defense: 504882, Current HP: 503, A Avg: 88527, D Avg: 504882, [Pinpoint[112, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 161: HP: 524, STR: 178, VIT: 418081, SPD: 9, LUK: 1, Attack: 84184, Defense: 504882, Current HP: 524, A Avg: 88393, D Avg: 504882, [Great Iron Mass[122, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 160: HP: 514, STR: 154, VIT: 418081, SPD: 9, LUK: 1, Attack: 84147, Defense: 504882, Current HP: 514, A Avg: 88354, D Avg: 504882, [Sword of Wood[124, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 159: HP: 566, STR: 194, VIT: 418081, SPD: 9, LUK: 1, Attack: 84382, Defense: 504882, Current HP: 566, A Avg: 88601, D Avg: 504882, [Sword of the Spirit Tree[125, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 158: HP: 514, STR: 171, VIT: 418081, SPD: 9, LUK: 1, Attack: 84170, Defense: 504882, Current HP: 514, A Avg: 88378, D Avg: 504882, [Greatsword[127, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 157: HP: 562, STR: 183, VIT: 418081, SPD: 9, LUK: 1, Attack: 84605, Defense: 504882, Current HP: 562, A Avg: 88835, D Avg: 504882, [Dreaming Sword[128, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 156: HP: 797, STR: 183, VIT: 418081, SPD: 9, LUK: 1, Attack: 85866, Defense: 504882, Current HP: 797, A Avg: 90159, D Avg: 504882, [Dancing[155, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 155: HP: 503, STR: 244, VIT: 418081, SPD: 9, LUK: 1, Attack: 84900, Defense: 504882, Current HP: 503, A Avg: 89145, D Avg: 504882, [Penetra[161, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 154: HP: 503, STR: 147, VIT: 418081, SPD: 9, LUK: 1, Attack: 84988, Defense: 504882, Current HP: 503, A Avg: 89237, D Avg: 504882, [Grand Slam[163, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 153: HP: 713, STR: 147, VIT: 418081, SPD: 9, LUK: 1, Attack: 85115, Defense: 504882, Current HP: 713, A Avg: 89370, D Avg: 504882, [Cluster Bomb[170, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 152: HP: 1133, STR: 147, VIT: 418081, SPD: 9, LUK: 1, Attack: 92333, Defense: 504882, Current HP: 1133, A Avg: 96949, D Avg: 504882, [Big Bang[171, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 151: HP: 1007, STR: 147, VIT: 418081, SPD: 9, LUK: 1, Attack: 85200, Defense: 504882, Current HP: 1007, A Avg: 89460, D Avg: 504882, [Common Key[174, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 150: HP: 1133, STR: 147, VIT: 418081, SPD: 9, LUK: 1, Attack: 86389, Defense: 504882, Current HP: 1133, A Avg: 90708, D Avg: 504882, [Droid Hammer[177, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 149: HP: 503, STR: 741, VIT: 418081, SPD: 9, LUK: 1, Attack: 85670, Defense: 504882, Current HP: 503, A Avg: 89953, D Avg: 504882, [Jack Knife[185, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 148: HP: 503, STR: 435, VIT: 418081, SPD: 9, LUK: 1, Attack: 85013, Defense: 504882, Current HP: 503, A Avg: 89263, D Avg: 504882, [Magical[187, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 147: HP: 503, STR: 363, VIT: 418081, SPD: 9, LUK: 1, Attack: 87414, Defense: 504882, Current HP: 503, A Avg: 91784, D Avg: 504882, [Tekken[188, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 146: HP: 503, STR: -7046, VIT: 418081, SPD: 9, LUK: 1, Attack: 92220, Defense: 504882, Current HP: 503, A Avg: 96831, D Avg: 504882, [Sword of Evil[189, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 145: HP: 503, STR: 795, VIT: 418081, SPD: 9, LUK: 1, Attack: 88456, Defense: 504882, Current HP: 503, A Avg: 92878, D Avg: 504882, [Neural Edge[190, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 144: HP: 503, STR: 171, VIT: 418093, SPD: 9, LUK: 1, Attack: 84047, Defense: 504894, Current HP: 503, A Avg: 88249, D Avg: 504894, [Tornado[111, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 143: HP: 545, STR: 162, VIT: 418093, SPD: 9, LUK: 1, Attack: 84187, Defense: 504894, Current HP: 545, A Avg: 88396, D Avg: 504894, [Fairy Sword[113, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 142: HP: 503, STR: 187, VIT: 418093, SPD: 9, LUK: 1, Attack: 84336, Defense: 504894, Current HP: 503, A Avg: 88552, D Avg: 504894, [Giant Tornado[114, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 141: HP: 518, STR: 171, VIT: 418093, SPD: 9, LUK: 1, Attack: 83987, Defense: 504894, Current HP: 518, A Avg: 88186, D Avg: 504894, [Hand Axe[140, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 140: HP: 524, STR: 169, VIT: 418093, SPD: 9, LUK: 1, Attack: 84162, Defense: 504894, Current HP: 524, A Avg: 88370, D Avg: 504894, [Wooden Boomerang[167, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 139: HP: 539, STR: 174, VIT: 418095, SPD: 9, LUK: 1, Attack: 83972, Defense: 504896, Current HP: 539, A Avg: 88170, D Avg: 504896, [Ninja[135, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 138: HP: 520, STR: 171, VIT: 418098, SPD: 9, LUK: 1, Attack: 84177, Defense: 504899, Current HP: 520, A Avg: 88385, D Avg: 504899, [Crescent[141, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 137: HP: 545, STR: 181, VIT: 418098, SPD: 9, LUK: 1, Attack: 84148, Defense: 504899, Current HP: 545, A Avg: 88355, D Avg: 504899, [Phantom Sword[117, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 136: HP: 587, STR: 162, VIT: 418104, SPD: 9, LUK: 1, Attack: 84018, Defense: 504905, Current HP: 587, A Avg: 88218, D Avg: 504905, [Emerald Sword[115, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 135: HP: 529, STR: 178, VIT: 418110, SPD: 9, LUK: 1, Attack: 84080, Defense: 504911, Current HP: 529, A Avg: 88284, D Avg: 504911, [Crossed Shuriken[136, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 134: HP: 514, STR: 162, VIT: 418110, SPD: 9, LUK: 1, Attack: 84005, Defense: 504911, Current HP: 514, A Avg: 88205, D Avg: 504911, [Salamander[110, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 133: HP: 503, STR: 169, VIT: 418110, SPD: 9, LUK: 1, Attack: 84253, Defense: 504911, Current HP: 503, A Avg: 88465, D Avg: 504911, [Phantom Scythe[116, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 132: HP: 514, STR: 162, VIT: 418110, SPD: 9, LUK: 1, Attack: 84034, Defense: 504911, Current HP: 514, A Avg: 88235, D Avg: 504911, [Undine[118, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 131: HP: 514, STR: 162, VIT: 418110, SPD: 9, LUK: 1, Attack: 84061, Defense: 504911, Current HP: 514, A Avg: 88264, D Avg: 504911, [Sylph[119, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 130: HP: 514, STR: 162, VIT: 418110, SPD: 9, LUK: 1, Attack: 84088, Defense: 504911, Current HP: 514, A Avg: 88292, D Avg: 504911, [Gnome[120, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 129: HP: 587, STR: 185, VIT: 418119, SPD: 9, LUK: 1, Attack: 84698, Defense: 504920, Current HP: 587, A Avg: 88932, D Avg: 504920, [Maximum Iron Mass[123, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 128: HP: 566, STR: 194, VIT: 418122, SPD: 9, LUK: 1, Attack: 84876, Defense: 504923, Current HP: 566, A Avg: 89119, D Avg: 504923, [Thunder Whip[143, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 127: HP: 514, STR: 194, VIT: 418124, SPD: 9, LUK: 1, Attack: 84304, Defense: 504925, Current HP: 514, A Avg: 88519, D Avg: 504925, [Windmill[137, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 126: HP: 545, STR: 174, VIT: 418124, SPD: 9, LUK: 1, Attack: 88341, Defense: 504925, Current HP: 545, A Avg: 92758, D Avg: 504925, [Basic[169, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 125: HP: 503, STR: 176, VIT: 418127, SPD: 9, LUK: 1, Attack: 84176, Defense: 504928, Current HP: 503, A Avg: 88384, D Avg: 504928, [Kirisame[129, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 124: HP: 566, STR: 185, VIT: 418127, SPD: 9, LUK: 1, Attack: 84306, Defense: 504928, Current HP: 566, A Avg: 88521, D Avg: 504928, [Black Kirisame[130, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 123: HP: 554, STR: 205, VIT: 418127, SPD: 9, LUK: 1, Attack: 85953, Defense: 504928, Current HP: 554, A Avg: 90250, D Avg: 504928, [Scythe of the Grim Reaper[148, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 122: HP: 587, STR: 185, VIT: 418130, SPD: 9, LUK: 1, Attack: 84295, Defense: 504931, Current HP: 587, A Avg: 88509, D Avg: 504931, [Serpent[144, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 121: HP: 592, STR: 203, VIT: 418136, SPD: 9, LUK: 1, Attack: 85169, Defense: 504937, Current HP: 592, A Avg: 89427, D Avg: 504937, [Red Shark[134, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 120: HP: 566, STR: 192, VIT: 418139, SPD: 9, LUK: 1, Attack: 84133, Defense: 504940, Current HP: 566, A Avg: 88339, D Avg: 504940, [Rusty Knife[156, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 119: HP: 600, STR: 190, VIT: 418139, SPD: 9, LUK: 1, Attack: 84300, Defense: 504940, Current HP: 600, A Avg: 88515, D Avg: 504940, [Dragon Killer[139, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 118: HP: 566, STR: 194, VIT: 418139, SPD: 9, LUK: 1, Attack: 84707, Defense: 504940, Current HP: 566, A Avg: 88942, D Avg: 504940, [Volcano[142, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 117: HP: 587, STR: 190, VIT: 418142, SPD: 9, LUK: 1, Attack: 86159, Defense: 504943, Current HP: 587, A Avg: 90466, D Avg: 504943, [Fire Chariot[138, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 116: HP: 587, STR: 176, VIT: 418145, SPD: 9, LUK: 1, Attack: 84494, Defense: 504946, Current HP: 587, A Avg: 88718, D Avg: 504946, [Ruby Knuckle[151, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 115: HP: 566, STR: 270, VIT: 418151, SPD: 9, LUK: 1, Attack: 85108, Defense: 504952, Current HP: 566, A Avg: 89363, D Avg: 504952, [Willow Blade[157, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 114: HP: 608, STR: 216, VIT: 418156, SPD: 9, LUK: 1, Attack: 85314, Defense: 504957, Current HP: 608, A Avg: 89579, D Avg: 504957, [Yggdrasil[126, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 113: HP: 566, STR: 214, VIT: 418156, SPD: 9, LUK: 1, Attack: 85039, Defense: 504957, Current HP: 566, A Avg: 89290, D Avg: 504957, [Kraken[145, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 112: HP: 583, STR: 201, VIT: 418162, SPD: 9, LUK: 1, Attack: 84233, Defense: 504963, Current HP: 583, A Avg: 88444, D Avg: 504963, [Alucard[146, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 111: HP: 566, STR: 194, VIT: 418168, SPD: 9, LUK: 1, Attack: 85669, Defense: 504969, Current HP: 566, A Avg: 89952, D Avg: 504969, [Elemental[121, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
