Rank 1000: HP: 734, STR: 268, VIT: 418116, SPD: 27, LUK: 1, Attack: 84209, Defense: 502005, Current HP: 734, A Avg: 88419, D Avg: 502005, [Rusty Knife[156, 330, 330, 330], Large iron Shield[206, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 236: HP: 1182, STR: 183, VIT: 418261, SPD: 27, LUK: 1, Attack: 84082, Defense: 504477, Current HP: 1182, A Avg: 88286, D Avg: 504477, [Sylph[119, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 235: HP: 1182, STR: 183, VIT: 418261, SPD: 27, LUK: 1, Attack: 84109, Defense: 504477, Current HP: 1182, A Avg: 88314, D Avg: 504477, [Gnome[120, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 234: HP: 1171, STR: 192, VIT: 418272, SPD: 27, LUK: 1, Attack: 84068, Defense: 504488, Current HP: 1171, A Avg: 88271, D Avg: 504488, [Tornado[111, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 233: HP: 1318, STR: 183, VIT: 418272, SPD: 27, LUK: 1, Attack: 84208, Defense: 504488, Current HP: 1318, A Avg: 88418, D Avg: 504488, [Fairy Sword[113, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 232: HP: 1171, STR: 226, VIT: 418272, SPD: 27, LUK: 1, Attack: 84375, Defense: 504488, Current HP: 1171, A Avg: 88593, D Avg: 504488, [Giant Tornado[114, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 231: HP: 1186, STR: 192, VIT: 418272, SPD: 27, LUK: 1, Attack: 84008, Defense: 504488, Current HP: 1186, A Avg: 88208, D Avg: 504488, [Hand Axe[140, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 230: HP: 1192, STR: 208, VIT: 418272, SPD: 27, LUK: 1, Attack: 84201, Defense: 504488, Current HP: 1192, A Avg: 88411, D Avg: 504488, [Wooden Boomerang[167, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 229: HP: 1249, STR: 196, VIT: 418275, SPD: 27, LUK: 1, Attack: 83994, Defense: 504491, Current HP: 1249, A Avg: 88193, D Avg: 504491, [Ninja[135, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 228: HP: 1213, STR: 160, VIT: 418275, SPD: 27, LUK: 1, Attack: 88327, Defense: 504491, Current HP: 1213, A Avg: 92743, D Avg: 504491, [Basic[169, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 227: HP: 1188, STR: 192, VIT: 418278, SPD: 27, LUK: 1, Attack: 84198, Defense: 504494, Current HP: 1188, A Avg: 88407, D Avg: 504494, [Crescent[141, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 226: HP: 1339, STR: 252, VIT: 418301, SPD: 27, LUK: 1, Attack: 84934, Defense: 504517, Current HP: 1339, A Avg: 89180, D Avg: 504517, [Thunder Whip[143, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 225: HP: 2309, STR: 644, VIT: 418603, SPD: 27, LUK: 1, Attack: 87133, Defense: 504520, Current HP: 2309, A Avg: 91489, D Avg: 504520, [Cuttlefish[178, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 224: HP: 1360, STR: 183, VIT: 418313, SPD: 27, LUK: 1, Attack: 84039, Defense: 504529, Current HP: 1360, A Avg: 88240, D Avg: 504529, [Emerald Sword[115, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 223: HP: 1259, STR: 217, VIT: 418319, SPD: 27, LUK: 1, Attack: 84119, Defense: 504535, Current HP: 1259, A Avg: 88324, D Avg: 504535, [Crossed Shuriken[136, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 222: HP: 2057, STR: 385, VIT: 418620, SPD: 27, LUK: 1, Attack: 85938, Defense: 504537, Current HP: 2057, A Avg: 90234, D Avg: 504537, [Hammer of Justice[186, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 221: HP: 1994, STR: 1008, VIT: 419572, SPD: 27, LUK: 1, Attack: 88836, Defense: 504540, Current HP: 1994, A Avg: 93277, D Avg: 504540, [Stargazer[183, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 220: HP: 1360, STR: 243, VIT: 418327, SPD: 27, LUK: 1, Attack: 84756, Defense: 504543, Current HP: 1360, A Avg: 88993, D Avg: 504543, [Maximum Iron Mass[123, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 219: HP: 1591, STR: 1760, VIT: 418348, SPD: 27, LUK: 1, Attack: 91669, Defense: 504564, Current HP: 1591, A Avg: 96252, D Avg: 504564, [Spectral Sword Shigure[172, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 218: HP: 1234, STR: 158, VIT: 418354, SPD: 27, LUK: 1, Attack: 84346, Defense: 504570, Current HP: 1234, A Avg: 88563, D Avg: 504570, [Cagliostro[133, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 217: HP: 2057, STR: 133, VIT: 418655, SPD: 27, LUK: 1, Attack: 84521, Defense: 504572, Current HP: 2057, A Avg: 88747, D Avg: 504572, [Encryption Key[173, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 216: HP: 3821, STR: 763, VIT: 418655, SPD: 27, LUK: 1, Attack: 88645, Defense: 504572, Current HP: 3821, A Avg: 93077, D Avg: 504572, [Wild Card[175, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 215: HP: 2057, STR: 435, VIT: 418655, SPD: 27, LUK: 1, Attack: 86079, Defense: 504572, Current HP: 2057, A Avg: 90382, D Avg: 504572, [Portal Sword[176, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 214: HP: 1182, STR: 270, VIT: 418362, SPD: 27, LUK: 1, Attack: 84380, Defense: 504578, Current HP: 1182, A Avg: 88599, D Avg: 504578, [Windmill[137, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 213: HP: 1171, STR: 234, VIT: 418365, SPD: 27, LUK: 1, Attack: 84234, Defense: 504581, Current HP: 1171, A Avg: 88445, D Avg: 504581, [Kirisame[129, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 212: HP: 1339, STR: 243, VIT: 418365, SPD: 27, LUK: 1, Attack: 84364, Defense: 504581, Current HP: 1339, A Avg: 88582, D Avg: 504581, [Black Kirisame[130, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 211: HP: 1327, STR: 316, VIT: 418365, SPD: 27, LUK: 1, Attack: 86064, Defense: 504581, Current HP: 1327, A Avg: 90367, D Avg: 504581, [Scythe of the Grim Reaper[148, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 210: HP: 1360, STR: 243, VIT: 418368, SPD: 27, LUK: 1, Attack: 84353, Defense: 504584, Current HP: 1360, A Avg: 88570, D Avg: 504584, [Serpent[144, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 209: HP: 1427, STR: 297, VIT: 418374, SPD: 27, LUK: 1, Attack: 85263, Defense: 504590, Current HP: 1427, A Avg: 89526, D Avg: 504590, [Red Shark[134, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 208: HP: 1465, STR: 234, VIT: 418383, SPD: 27, LUK: 1, Attack: 84552, Defense: 504599, Current HP: 1465, A Avg: 88779, D Avg: 504599, [Ruby Knuckle[151, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 207: HP: 1352, STR: 266, VIT: 418406, SPD: 27, LUK: 1, Attack: 84376, Defense: 504622, Current HP: 1352, A Avg: 88594, D Avg: 504622, [Dragon Killer[139, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 206: HP: 1339, STR: 270, VIT: 418406, SPD: 27, LUK: 1, Attack: 84783, Defense: 504622, Current HP: 1339, A Avg: 89022, D Avg: 504622, [Volcano[142, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 205: HP: 1360, STR: 266, VIT: 418409, SPD: 27, LUK: 1, Attack: 86235, Defense: 504625, Current HP: 1360, A Avg: 90546, D Avg: 504625, [Fire Chariot[138, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 204: HP: 1339, STR: 414, VIT: 418412, SPD: 27, LUK: 1, Attack: 85148, Defense: 504628, Current HP: 1339, A Avg: 89405, D Avg: 504628, [Irruption[154, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 203: HP: 1486, STR: 327, VIT: 418423, SPD: 27, LUK: 1, Attack: 85425, Defense: 504639, Current HP: 1486, A Avg: 89696, D Avg: 504639, [Yggdrasil[126, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 202: HP: 1339, STR: 307, VIT: 418423, SPD: 27, LUK: 1, Attack: 85132, Defense: 504639, Current HP: 1339, A Avg: 89388, D Avg: 504639, [Kraken[145, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 201: HP: 1402, STR: 268, VIT: 418423, SPD: 27, LUK: 1, Attack: 85080, Defense: 504639, Current HP: 1402, A Avg: 89334, D Avg: 504639, [Granada[150, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 200: HP: 1398, STR: 277, VIT: 418429, SPD: 27, LUK: 1, Attack: 84309, Defense: 504645, Current HP: 1398, A Avg: 88524, D Avg: 504645, [Alucard[146, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 199: HP: 1339, STR: 268, VIT: 418435, SPD: 27, LUK: 1, Attack: 84209, Defense: 504651, Current HP: 1339, A Avg: 88419, D Avg: 504651, [Rusty Knife[156, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 198: HP: 1339, STR: 252, VIT: 418464, SPD: 27, LUK: 1, Attack: 85727, Defense: 504680, Current HP: 1339, A Avg: 90013, D Avg: 504680, [Elemental[121, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 197: HP: 1486, STR: 320, VIT: 418464, SPD: 27, LUK: 1, Attack: 84970, Defense: 504680, Current HP: 1486, A Avg: 89218, D Avg: 504680, [Diamond Knuckle[152, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 196: HP: 1171, STR: 406, VIT: 418470, SPD: 27, LUK: 1, Attack: 85244, Defense: 504686, Current HP: 1171, A Avg: 89506, D Avg: 504686, [Classic[168, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 195: HP: 1339, STR: 471, VIT: 418475, SPD: 27, LUK: 1, Attack: 85309, Defense: 504691, Current HP: 1339, A Avg: 89574, D Avg: 504691, [Willow Blade[157, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 194: HP: 1738, STR: 385, VIT: 418475, SPD: 27, LUK: 1, Attack: 85308, Defense: 504691, Current HP: 1738, A Avg: 89573, D Avg: 504691, [Pangaea[164, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 193: HP: 1423, STR: 302, VIT: 418504, SPD: 27, LUK: 1, Attack: 85634, Defense: 504720, Current HP: 1423, A Avg: 89915, D Avg: 504720, [Tower[149, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 192: HP: 1461, STR: 322, VIT: 418536, SPD: 27, LUK: 1, Attack: 85365, Defense: 504752, Current HP: 1461, A Avg: 89633, D Avg: 504752, [White Snake[160, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 191: HP: 1507, STR: 403, VIT: 418545, SPD: 27, LUK: 1, Attack: 86749, Defense: 504761, Current HP: 1507, A Avg: 91086, D Avg: 504761, [Progress[147, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 190: HP: 1192, STR: 388, VIT: 418557, SPD: 27, LUK: 1, Attack: 86916, Defense: 504773, Current HP: 1192, A Avg: 91261, D Avg: 504773, [Moon Knuckle[153, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 189: HP: 1171, STR: 1015, VIT: 418557, SPD: 27, LUK: 1, Attack: 86893, Defense: 504773, Current HP: 1171, A Avg: 91237, D Avg: 504773, [Blue Sword[180, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 188: HP: 2204, STR: 1242, VIT: 419804, SPD: 27, LUK: 1, Attack: 89070, Defense: 504798, Current HP: 2204, A Avg: 93523, D Avg: 504798, [Stargazer[183, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 187: HP: 1423, STR: 637, VIT: 418638, SPD: 27, LUK: 1, Attack: 86515, Defense: 504854, Current HP: 1423, A Avg: 90840, D Avg: 504854, [God Hand[179, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 186: HP: 1381, STR: 889, VIT: 418638, SPD: 27, LUK: 1, Attack: 86429, Defense: 504854, Current HP: 1381, A Avg: 90750, D Avg: 504854, [Zodiac[184, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 185: HP: 3061, STR: 2336, VIT: 418684, SPD: 27, LUK: 1, Attack: 88149, Defense: 504900, Current HP: 3061, A Avg: 92556, D Avg: 504900, [Spear of Regression[182, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 184: HP: 1545, STR: 374, VIT: 418693, SPD: 27, LUK: 1, Attack: 86018, Defense: 504909, Current HP: 1545, A Avg: 90318, D Avg: 504909, [Gladius[162, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 183: HP: 1759, STR: 268, VIT: 418696, SPD: 27, LUK: 1, Attack: 84976, Defense: 504912, Current HP: 1759, A Avg: 89224, D Avg: 504912, [Thin Blade[158, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 182: HP: 1171, STR: 691, VIT: 418719, SPD: 27, LUK: 1, Attack: 85479, Defense: 504935, Current HP: 1171, A Avg: 89752, D Avg: 504935, [Pulse Knife[165, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 181: HP: 1759, STR: 439, VIT: 418725, SPD: 27, LUK: 1, Attack: 86291, Defense: 504941, Current HP: 1759, A Avg: 90605, D Avg: 504941, [Santoku[159, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 180: HP: 1591, STR: 727, VIT: 418847, SPD: 27, LUK: 1, Attack: 86061, Defense: 505063, Current HP: 1591, A Avg: 90364, D Avg: 505063, [Impulse[166, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 179: HP: 3275, STR: 1008, VIT: 419166, SPD: 27, LUK: 1, Attack: 88836, Defense: 505083, Current HP: 3275, A Avg: 93277, D Avg: 505083, [Stargazer[183, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 178: HP: 1801, STR: 1332, VIT: 418905, SPD: 27, LUK: 1, Attack: 85832, Defense: 505121, Current HP: 1801, A Avg: 90123, D Avg: 505121, [Divine Dragon Sword[181, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 177: HP: 818, STR: 219, VIT: 418342, SPD: 27, LUK: 1, Attack: 83945, Defense: 505143, Current HP: 818, A Avg: 88142, D Avg: 505143, [Wooden Stick[101, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 176: HP: 818, STR: 219, VIT: 418342, SPD: 27, LUK: 1, Attack: 83984, Defense: 505143, Current HP: 818, A Avg: 88183, D Avg: 505143, [Club[102, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 175: HP: 818, STR: 225, VIT: 418342, SPD: 27, LUK: 1, Attack: 83997, Defense: 505143, Current HP: 818, A Avg: 88196, D Avg: 505143, [Short Sword[103, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 174: HP: 818, STR: 253, VIT: 418342, SPD: 27, LUK: 1, Attack: 84064, Defense: 505143, Current HP: 818, A Avg: 88267, D Avg: 505143, [Long Sword[104, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 173: HP: 818, STR: 270, VIT: 418342, SPD: 27, LUK: 1, Attack: 84042, Defense: 505143, Current HP: 818, A Avg: 88244, D Avg: 505143, [Wasp Knife[105, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 172: HP: 818, STR: 244, VIT: 418342, SPD: 27, LUK: 1, Attack: 84068, Defense: 505143, Current HP: 818, A Avg: 88271, D Avg: 505143, [Stun Knuckle[106, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 171: HP: 818, STR: 279, VIT: 418342, SPD: 27, LUK: 1, Attack: 84122, Defense: 505143, Current HP: 818, A Avg: 88328, D Avg: 505143, [Battle Scythe[107, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 170: HP: 839, STR: 279, VIT: 418342, SPD: 27, LUK: 1, Attack: 84168, Defense: 505143, Current HP: 839, A Avg: 88376, D Avg: 505143, [Iron Lumps[108, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 169: HP: 818, STR: 219, VIT: 418342, SPD: 27, LUK: 1, Attack: 83987, Defense: 505143, Current HP: 818, A Avg: 88186, D Avg: 505143, [Decorative Swords[109, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 168: HP: 818, STR: 297, VIT: 418342, SPD: 27, LUK: 1, Attack: 84420, Defense: 505143, Current HP: 818, A Avg: 88641, D Avg: 505143, [Pinpoint[112, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 167: HP: 839, STR: 304, VIT: 418342, SPD: 27, LUK: 1, Attack: 84310, Defense: 505143, Current HP: 839, A Avg: 88525, D Avg: 505143, [Great Iron Mass[122, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 166: HP: 829, STR: 244, VIT: 418342, SPD: 27, LUK: 1, Attack: 84237, Defense: 505143, Current HP: 829, A Avg: 88448, D Avg: 505143, [Sword of Wood[124, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 165: HP: 986, STR: 338, VIT: 418342, SPD: 27, LUK: 1, Attack: 84526, Defense: 505143, Current HP: 986, A Avg: 88752, D Avg: 505143, [Sword of the Spirit Tree[125, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 164: HP: 829, STR: 279, VIT: 418342, SPD: 27, LUK: 1, Attack: 84278, Defense: 505143, Current HP: 829, A Avg: 88491, D Avg: 505143, [Greatsword[127, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 163: HP: 982, STR: 309, VIT: 418342, SPD: 27, LUK: 1, Attack: 84731, Defense: 505143, Current HP: 982, A Avg: 88967, D Avg: 505143, [Dreaming Sword[128, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 162: HP: 1322, STR: 345, VIT: 418342, SPD: 27, LUK: 1, Attack: 86028, Defense: 505143, Current HP: 1322, A Avg: 90329, D Avg: 505143, [Dancing[155, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 161: HP: 818, STR: 514, VIT: 418342, SPD: 27, LUK: 1, Attack: 85170, Defense: 505143, Current HP: 818, A Avg: 89428, D Avg: 505143, [Penetra[161, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 160: HP: 818, STR: 219, VIT: 418342, SPD: 27, LUK: 1, Attack: 85060, Defense: 505143, Current HP: 818, A Avg: 89313, D Avg: 505143, [Grand Slam[163, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 159: HP: 1028, STR: 219, VIT: 418342, SPD: 27, LUK: 1, Attack: 85187, Defense: 505143, Current HP: 1028, A Avg: 89446, D Avg: 505143, [Cluster Bomb[170, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 158: HP: 1448, STR: 219, VIT: 418342, SPD: 27, LUK: 1, Attack: 92405, Defense: 505143, Current HP: 1448, A Avg: 97025, D Avg: 505143, [Big Bang[171, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 157: HP: 2582, STR: 219, VIT: 418342, SPD: 27, LUK: 1, Attack: 85272, Defense: 505143, Current HP: 2582, A Avg: 89535, D Avg: 505143, [Common Key[174, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 156: HP: 1448, STR: 219, VIT: 418342, SPD: 27, LUK: 1, Attack: 86461, Defense: 505143, Current HP: 1448, A Avg: 90784, D Avg: 505143, [Droid Hammer[177, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 155: HP: 818, STR: 1173, VIT: 418342, SPD: 27, LUK: 1, Attack: 86102, Defense: 505143, Current HP: 818, A Avg: 90407, D Avg: 505143, [Jack Knife[185, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 154: HP: 818, STR: 1227, VIT: 418342, SPD: 27, LUK: 1, Attack: 85805, Defense: 505143, Current HP: 818, A Avg: 90095, D Avg: 505143, [Magical[187, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 153: HP: 818, STR: 525, VIT: 418342, SPD: 27, LUK: 1, Attack: 87576, Defense: 505143, Current HP: 818, A Avg: 91954, D Avg: 505143, [Tekken[188, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 152: HP: 818, STR: -24956, VIT: 418342, SPD: 27, LUK: 1, Attack: 74310, Defense: 505143, Current HP: 818, A Avg: 78025, D Avg: 505143, [Sword of Evil[189, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 151: HP: 818, STR: 1587, VIT: 418342, SPD: 27, LUK: 1, Attack: 89248, Defense: 505143, Current HP: 818, A Avg: 93710, D Avg: 505143, [Neural Edge[190, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 150: HP: 965, STR: 307, VIT: 418359, SPD: 27, LUK: 1, Attack: 84274, Defense: 505160, Current HP: 965, A Avg: 88487, D Avg: 505160, [Phantom Sword[117, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 149: HP: 829, STR: 270, VIT: 418371, SPD: 27, LUK: 1, Attack: 84113, Defense: 505172, Current HP: 829, A Avg: 88318, D Avg: 505172, [Salamander[110, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 148: HP: 818, STR: 295, VIT: 418371, SPD: 27, LUK: 1, Attack: 84379, Defense: 505172, Current HP: 818, A Avg: 88597, D Avg: 505172, [Phantom Scythe[116, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 147: HP: 829, STR: 270, VIT: 418371, SPD: 27, LUK: 1, Attack: 84142, Defense: 505172, Current HP: 829, A Avg: 88349, D Avg: 505172, [Undine[118, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 146: HP: 829, STR: 270, VIT: 418371, SPD: 27, LUK: 1, Attack: 84169, Defense: 505172, Current HP: 829, A Avg: 88377, D Avg: 505172, [Sylph[119, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 145: HP: 829, STR: 270, VIT: 418371, SPD: 27, LUK: 1, Attack: 84196, Defense: 505172, Current HP: 829, A Avg: 88405, D Avg: 505172, [Gnome[120, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 144: HP: 818, STR: 279, VIT: 418383, SPD: 27, LUK: 1, Attack: 84155, Defense: 505184, Current HP: 818, A Avg: 88362, D Avg: 505184, [Tornado[111, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 143: HP: 965, STR: 270, VIT: 418383, SPD: 27, LUK: 1, Attack: 84295, Defense: 505184, Current HP: 965, A Avg: 88509, D Avg: 505184, [Fairy Sword[113, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 142: HP: 818, STR: 313, VIT: 418383, SPD: 27, LUK: 1, Attack: 84462, Defense: 505184, Current HP: 818, A Avg: 88685, D Avg: 505184, [Giant Tornado[114, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 141: HP: 833, STR: 279, VIT: 418383, SPD: 27, LUK: 1, Attack: 84095, Defense: 505184, Current HP: 833, A Avg: 88299, D Avg: 505184, [Hand Axe[140, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 140: HP: 839, STR: 295, VIT: 418383, SPD: 27, LUK: 1, Attack: 84288, Defense: 505184, Current HP: 839, A Avg: 88502, D Avg: 505184, [Wooden Boomerang[167, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 139: HP: 896, STR: 282, VIT: 418385, SPD: 27, LUK: 1, Attack: 84080, Defense: 505186, Current HP: 896, A Avg: 88284, D Avg: 505186, [Ninja[135, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 138: HP: 860, STR: 246, VIT: 418385, SPD: 27, LUK: 1, Attack: 88413, Defense: 505186, Current HP: 860, A Avg: 92833, D Avg: 505186, [Basic[169, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 137: HP: 835, STR: 279, VIT: 418388, SPD: 27, LUK: 1, Attack: 84285, Defense: 505189, Current HP: 835, A Avg: 88499, D Avg: 505189, [Crescent[141, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 136: HP: 1423, STR: 644, VIT: 418992, SPD: 27, LUK: 1, Attack: 87133, Defense: 505208, Current HP: 1423, A Avg: 91489, D Avg: 505208, [Cuttlefish[178, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
