Rank 1000: HP: 293, STR: 126, VIT: 417861, SPD: 1, LUK: 1, Attack: 85601, Defense: 501750, Current HP: 293, A Avg: 89881, D Avg: 501750, [Elemental[121, 330, 330, 330], Large iron Shield[206, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 205: HP: 566, STR: 117, VIT: 417962, SPD: 1, LUK: 1, Attack: 84630, Defense: 504178, Current HP: 566, A Avg: 88861, D Avg: 504178, [Maximum Iron Mass[123, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 204: HP: 566, STR: 115, VIT: 417962, SPD: 1, LUK: 1, Attack: 86084, Defense: 504178, Current HP: 566, A Avg: 90388, D Avg: 504178, [Fire Chariot[138, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 203: HP: 566, STR: 117, VIT: 417962, SPD: 1, LUK: 1, Attack: 84227, Defense: 504178, Current HP: 566, A Avg: 88438, D Avg: 504178, [Serpent[144, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 202: HP: 545, STR: 122, VIT: 417962, SPD: 1, LUK: 1, Attack: 85766, Defense: 504178, Current HP: 545, A Avg: 90054, D Avg: 504178, [Gladius[162, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 201: HP: 524, STR: 120, VIT: 417965, SPD: 1, LUK: 1, Attack: 84087, Defense: 504181, Current HP: 524, A Avg: 88291, D Avg: 504181, [Phantom Sword[117, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 200: HP: 545, STR: 120, VIT: 417968, SPD: 1, LUK: 1, Attack: 85086, Defense: 504184, Current HP: 545, A Avg: 89340, D Avg: 504184, [Red Shark[134, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 199: HP: 608, STR: 120, VIT: 417968, SPD: 1, LUK: 1, Attack: 85163, Defense: 504184, Current HP: 608, A Avg: 89421, D Avg: 504184, [White Snake[160, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 198: HP: 535, STR: 108, VIT: 417977, SPD: 1, LUK: 1, Attack: 83951, Defense: 504193, Current HP: 535, A Avg: 88148, D Avg: 504193, [Salamander[110, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 197: HP: 524, STR: 108, VIT: 417977, SPD: 1, LUK: 1, Attack: 84192, Defense: 504193, Current HP: 524, A Avg: 88401, D Avg: 504193, [Phantom Scythe[116, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 196: HP: 535, STR: 108, VIT: 417977, SPD: 1, LUK: 1, Attack: 83980, Defense: 504193, Current HP: 535, A Avg: 88179, D Avg: 504193, [Undine[118, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 195: HP: 535, STR: 108, VIT: 417977, SPD: 1, LUK: 1, Attack: 84007, Defense: 504193, Current HP: 535, A Avg: 88207, D Avg: 504193, [Sylph[119, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 194: HP: 535, STR: 108, VIT: 417977, SPD: 1, LUK: 1, Attack: 84034, Defense: 504193, Current HP: 535, A Avg: 88235, D Avg: 504193, [Gnome[120, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 193: HP: 545, STR: 126, VIT: 417977, SPD: 1, LUK: 1, Attack: 85601, Defense: 504193, Current HP: 545, A Avg: 89881, D Avg: 504193, [Elemental[121, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 192: HP: 545, STR: 126, VIT: 417977, SPD: 1, LUK: 1, Attack: 85224, Defense: 504193, Current HP: 545, A Avg: 89485, D Avg: 504193, [Yggdrasil[126, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 191: HP: 545, STR: 126, VIT: 417977, SPD: 1, LUK: 1, Attack: 84808, Defense: 504193, Current HP: 545, A Avg: 89048, D Avg: 504193, [Thunder Whip[143, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 190: HP: 545, STR: 131, VIT: 417977, SPD: 1, LUK: 1, Attack: 84956, Defense: 504193, Current HP: 545, A Avg: 89203, D Avg: 504193, [Kraken[145, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 189: HP: 566, STR: 126, VIT: 417977, SPD: 1, LUK: 1, Attack: 86472, Defense: 504193, Current HP: 566, A Avg: 90795, D Avg: 504193, [Progress[147, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 188: HP: 629, STR: 126, VIT: 417977, SPD: 1, LUK: 1, Attack: 85458, Defense: 504193, Current HP: 629, A Avg: 89730, D Avg: 504193, [Tower[149, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 187: HP: 608, STR: 117, VIT: 417977, SPD: 1, LUK: 1, Attack: 84929, Defense: 504193, Current HP: 608, A Avg: 89175, D Avg: 504193, [Granada[150, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 186: HP: 524, STR: 108, VIT: 417977, SPD: 1, LUK: 1, Attack: 84426, Defense: 504193, Current HP: 524, A Avg: 88647, D Avg: 504193, [Ruby Knuckle[151, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 185: HP: 545, STR: 144, VIT: 417977, SPD: 1, LUK: 1, Attack: 84794, Defense: 504193, Current HP: 545, A Avg: 89033, D Avg: 504193, [Diamond Knuckle[152, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 184: HP: 545, STR: 126, VIT: 417982, SPD: 1, LUK: 1, Attack: 84158, Defense: 504198, Current HP: 545, A Avg: 88365, D Avg: 504198, [Alucard[146, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 183: HP: 524, STR: 129, VIT: 417982, SPD: 1, LUK: 1, Attack: 84967, Defense: 504198, Current HP: 524, A Avg: 89215, D Avg: 504198, [Classic[168, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 182: HP: 566, STR: 135, VIT: 417991, SPD: 1, LUK: 1, Attack: 88302, Defense: 504207, Current HP: 566, A Avg: 92717, D Avg: 504207, [Basic[169, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 181: HP: 545, STR: 162, VIT: 418006, SPD: 1, LUK: 1, Attack: 84896, Defense: 504222, Current HP: 545, A Avg: 89140, D Avg: 504222, [Irruption[154, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 180: HP: 671, STR: 117, VIT: 418006, SPD: 1, LUK: 1, Attack: 84825, Defense: 504222, Current HP: 671, A Avg: 89066, D Avg: 504222, [Thin Blade[158, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 179: HP: 671, STR: 162, VIT: 418035, SPD: 1, LUK: 1, Attack: 86014, Defense: 504251, Current HP: 671, A Avg: 90314, D Avg: 504251, [Santoku[159, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 178: HP: 650, STR: 324, VIT: 418035, SPD: 1, LUK: 1, Attack: 85658, Defense: 504251, Current HP: 650, A Avg: 89940, D Avg: 504251, [Impulse[166, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 177: HP: 944, STR: 1306, VIT: 418064, SPD: 1, LUK: 1, Attack: 91215, Defense: 504280, Current HP: 944, A Avg: 95775, D Avg: 504280, [Spectral Sword Shigure[172, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 176: HP: 776, STR: 342, VIT: 418180, SPD: 1, LUK: 1, Attack: 86831, Defense: 504396, Current HP: 776, A Avg: 91172, D Avg: 504396, [Cuttlefish[178, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 175: HP: 944, STR: 1908, VIT: 418238, SPD: 1, LUK: 1, Attack: 87721, Defense: 504454, Current HP: 944, A Avg: 92107, D Avg: 504454, [Spear of Regression[182, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 174: HP: 524, STR: 108, VIT: 418238, SPD: 1, LUK: 1, Attack: 85661, Defense: 504454, Current HP: 524, A Avg: 89944, D Avg: 504454, [Hammer of Justice[186, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 173: HP: 1154, STR: 828, VIT: 418296, SPD: 1, LUK: 1, Attack: 85328, Defense: 504512, Current HP: 1154, A Avg: 89594, D Avg: 504512, [Divine Dragon Sword[181, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 172: HP: 1154, STR: 378, VIT: 418296, SPD: 1, LUK: 1, Attack: 88206, Defense: 504512, Current HP: 1154, A Avg: 92616, D Avg: 504512, [Stargazer[183, 330, 330, 330], King Shield[248, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 171: HP: 377, STR: 118, VIT: 417977, SPD: 1, LUK: 1, Attack: 83844, Defense: 504778, Current HP: 377, A Avg: 88036, D Avg: 504778, [Wooden Stick[101, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 170: HP: 377, STR: 118, VIT: 417977, SPD: 1, LUK: 1, Attack: 83883, Defense: 504778, Current HP: 377, A Avg: 88077, D Avg: 504778, [Club[102, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 169: HP: 377, STR: 124, VIT: 417977, SPD: 1, LUK: 1, Attack: 83896, Defense: 504778, Current HP: 377, A Avg: 88090, D Avg: 504778, [Short Sword[103, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 168: HP: 377, STR: 127, VIT: 417977, SPD: 1, LUK: 1, Attack: 83938, Defense: 504778, Current HP: 377, A Avg: 88134, D Avg: 504778, [Long Sword[104, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 167: HP: 377, STR: 118, VIT: 417977, SPD: 1, LUK: 1, Attack: 83890, Defense: 504778, Current HP: 377, A Avg: 88084, D Avg: 504778, [Wasp Knife[105, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 166: HP: 377, STR: 118, VIT: 417977, SPD: 1, LUK: 1, Attack: 83942, Defense: 504778, Current HP: 377, A Avg: 88139, D Avg: 504778, [Stun Knuckle[106, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 165: HP: 377, STR: 127, VIT: 417977, SPD: 1, LUK: 1, Attack: 83970, Defense: 504778, Current HP: 377, A Avg: 88168, D Avg: 504778, [Battle Scythe[107, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 164: HP: 398, STR: 127, VIT: 417977, SPD: 1, LUK: 1, Attack: 84016, Defense: 504778, Current HP: 398, A Avg: 88216, D Avg: 504778, [Iron Lumps[108, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 163: HP: 377, STR: 118, VIT: 417977, SPD: 1, LUK: 1, Attack: 83886, Defense: 504778, Current HP: 377, A Avg: 88080, D Avg: 504778, [Decorative Swords[109, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 162: HP: 377, STR: 127, VIT: 417977, SPD: 1, LUK: 1, Attack: 84003, Defense: 504778, Current HP: 377, A Avg: 88203, D Avg: 504778, [Tornado[111, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 161: HP: 377, STR: 145, VIT: 417977, SPD: 1, LUK: 1, Attack: 84268, Defense: 504778, Current HP: 377, A Avg: 88481, D Avg: 504778, [Pinpoint[112, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 160: HP: 377, STR: 118, VIT: 417977, SPD: 1, LUK: 1, Attack: 84143, Defense: 504778, Current HP: 377, A Avg: 88350, D Avg: 504778, [Fairy Sword[113, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 159: HP: 377, STR: 136, VIT: 417977, SPD: 1, LUK: 1, Attack: 84285, Defense: 504778, Current HP: 377, A Avg: 88499, D Avg: 504778, [Giant Tornado[114, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 158: HP: 419, STR: 118, VIT: 417977, SPD: 1, LUK: 1, Attack: 83974, Defense: 504778, Current HP: 419, A Avg: 88172, D Avg: 504778, [Emerald Sword[115, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 157: HP: 398, STR: 127, VIT: 417977, SPD: 1, LUK: 1, Attack: 84133, Defense: 504778, Current HP: 398, A Avg: 88339, D Avg: 504778, [Great Iron Mass[122, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 156: HP: 388, STR: 118, VIT: 417977, SPD: 1, LUK: 1, Attack: 84111, Defense: 504778, Current HP: 388, A Avg: 88316, D Avg: 504778, [Sword of Wood[124, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 155: HP: 398, STR: 136, VIT: 417977, SPD: 1, LUK: 1, Attack: 84324, Defense: 504778, Current HP: 398, A Avg: 88540, D Avg: 504778, [Sword of the Spirit Tree[125, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 154: HP: 388, STR: 127, VIT: 417977, SPD: 1, LUK: 1, Attack: 84126, Defense: 504778, Current HP: 388, A Avg: 88332, D Avg: 504778, [Greatsword[127, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 153: HP: 394, STR: 133, VIT: 417977, SPD: 1, LUK: 1, Attack: 84555, Defense: 504778, Current HP: 394, A Avg: 88782, D Avg: 504778, [Dreaming Sword[128, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 152: HP: 392, STR: 127, VIT: 417977, SPD: 1, LUK: 1, Attack: 83943, Defense: 504778, Current HP: 392, A Avg: 88140, D Avg: 504778, [Hand Axe[140, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 151: HP: 398, STR: 172, VIT: 417977, SPD: 1, LUK: 1, Attack: 86700, Defense: 504778, Current HP: 398, A Avg: 91035, D Avg: 504778, [Moon Knuckle[153, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 150: HP: 587, STR: 118, VIT: 417977, SPD: 1, LUK: 1, Attack: 85801, Defense: 504778, Current HP: 587, A Avg: 90091, D Avg: 504778, [Dancing[155, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 149: HP: 398, STR: 127, VIT: 417977, SPD: 1, LUK: 1, Attack: 84068, Defense: 504778, Current HP: 398, A Avg: 88271, D Avg: 504778, [Rusty Knife[156, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 148: HP: 398, STR: 154, VIT: 417977, SPD: 1, LUK: 1, Attack: 84992, Defense: 504778, Current HP: 398, A Avg: 89241, D Avg: 504778, [Willow Blade[157, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 147: HP: 377, STR: 136, VIT: 417977, SPD: 1, LUK: 1, Attack: 84792, Defense: 504778, Current HP: 377, A Avg: 89031, D Avg: 504778, [Penetra[161, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 146: HP: 377, STR: 118, VIT: 417977, SPD: 1, LUK: 1, Attack: 84959, Defense: 504778, Current HP: 377, A Avg: 89206, D Avg: 504778, [Grand Slam[163, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 145: HP: 377, STR: 298, VIT: 417977, SPD: 1, LUK: 1, Attack: 85086, Defense: 504778, Current HP: 377, A Avg: 89340, D Avg: 504778, [Pulse Knife[165, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 144: HP: 398, STR: 118, VIT: 417977, SPD: 1, LUK: 1, Attack: 84111, Defense: 504778, Current HP: 398, A Avg: 88316, D Avg: 504778, [Wooden Boomerang[167, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 143: HP: 587, STR: 118, VIT: 417977, SPD: 1, LUK: 1, Attack: 85086, Defense: 504778, Current HP: 587, A Avg: 89340, D Avg: 504778, [Cluster Bomb[170, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 142: HP: 1007, STR: 118, VIT: 417977, SPD: 1, LUK: 1, Attack: 92304, Defense: 504778, Current HP: 1007, A Avg: 96919, D Avg: 504778, [Big Bang[171, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 141: HP: 377, STR: 118, VIT: 417977, SPD: 1, LUK: 1, Attack: 84506, Defense: 504778, Current HP: 377, A Avg: 88731, D Avg: 504778, [Encryption Key[173, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 140: HP: 377, STR: 118, VIT: 417977, SPD: 1, LUK: 1, Attack: 85171, Defense: 504778, Current HP: 377, A Avg: 89429, D Avg: 504778, [Common Key[174, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 139: HP: 377, STR: 118, VIT: 417977, SPD: 1, LUK: 1, Attack: 88000, Defense: 504778, Current HP: 377, A Avg: 92400, D Avg: 504778, [Wild Card[175, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 138: HP: 377, STR: 118, VIT: 417977, SPD: 1, LUK: 1, Attack: 85762, Defense: 504778, Current HP: 377, A Avg: 90050, D Avg: 504778, [Portal Sword[176, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 137: HP: 1007, STR: 118, VIT: 417977, SPD: 1, LUK: 1, Attack: 86360, Defense: 504778, Current HP: 1007, A Avg: 90678, D Avg: 504778, [Droid Hammer[177, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 136: HP: 629, STR: 118, VIT: 417977, SPD: 1, LUK: 1, Attack: 85996, Defense: 504778, Current HP: 629, A Avg: 90295, D Avg: 504778, [God Hand[179, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 135: HP: 377, STR: 118, VIT: 417977, SPD: 1, LUK: 1, Attack: 85996, Defense: 504778, Current HP: 377, A Avg: 90295, D Avg: 504778, [Blue Sword[180, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 134: HP: 587, STR: 118, VIT: 417977, SPD: 1, LUK: 1, Attack: 85658, Defense: 504778, Current HP: 587, A Avg: 89940, D Avg: 504778, [Zodiac[184, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 133: HP: 377, STR: 568, VIT: 417977, SPD: 1, LUK: 1, Attack: 85497, Defense: 504778, Current HP: 377, A Avg: 89771, D Avg: 504778, [Jack Knife[185, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 132: HP: 377, STR: 118, VIT: 417977, SPD: 1, LUK: 1, Attack: 84696, Defense: 504778, Current HP: 377, A Avg: 88930, D Avg: 504778, [Magical[187, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 131: HP: 377, STR: 298, VIT: 417977, SPD: 1, LUK: 1, Attack: 87349, Defense: 504778, Current HP: 377, A Avg: 91716, D Avg: 504778, [Tekken[188, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 130: HP: 377, STR: 118, VIT: 417977, SPD: 1, LUK: 1, Attack: 99384, Defense: 504778, Current HP: 377, A Avg: 104353, D Avg: 504778, [Sword of Evil[189, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 129: HP: 377, STR: 478, VIT: 417977, SPD: 1, LUK: 1, Attack: 88139, Defense: 504778, Current HP: 377, A Avg: 92545, D Avg: 504778, [Neural Edge[190, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 128: HP: 396, STR: 131, VIT: 417979, SPD: 1, LUK: 1, Attack: 83929, Defense: 504780, Current HP: 396, A Avg: 88125, D Avg: 504780, [Ninja[135, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 127: HP: 377, STR: 127, VIT: 417982, SPD: 1, LUK: 1, Attack: 84029, Defense: 504783, Current HP: 377, A Avg: 88230, D Avg: 504783, [Crossed Shuriken[136, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 126: HP: 394, STR: 127, VIT: 417982, SPD: 1, LUK: 1, Attack: 84133, Defense: 504783, Current HP: 394, A Avg: 88339, D Avg: 504783, [Crescent[141, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 125: HP: 388, STR: 129, VIT: 417985, SPD: 1, LUK: 1, Attack: 84239, Defense: 504786, Current HP: 388, A Avg: 88450, D Avg: 504786, [Windmill[137, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 124: HP: 377, STR: 118, VIT: 417988, SPD: 1, LUK: 1, Attack: 84118, Defense: 504789, Current HP: 377, A Avg: 88323, D Avg: 504789, [Kirisame[129, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 123: HP: 398, STR: 127, VIT: 417988, SPD: 1, LUK: 1, Attack: 84248, Defense: 504789, Current HP: 398, A Avg: 88460, D Avg: 504789, [Black Kirisame[130, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 122: HP: 440, STR: 126, VIT: 417988, SPD: 1, LUK: 1, Attack: 84236, Defense: 504789, Current HP: 440, A Avg: 88447, D Avg: 504789, [Dragon Killer[139, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 121: HP: 398, STR: 129, VIT: 417988, SPD: 1, LUK: 1, Attack: 84642, Defense: 504789, Current HP: 398, A Avg: 88874, D Avg: 504789, [Volcano[142, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 120: HP: 386, STR: 126, VIT: 417988, SPD: 1, LUK: 1, Attack: 85874, Defense: 504789, Current HP: 386, A Avg: 90167, D Avg: 504789, [Scythe of the Grim Reaper[148, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 119: HP: 419, STR: 127, VIT: 417991, SPD: 1, LUK: 1, Attack: 84640, Defense: 504792, Current HP: 419, A Avg: 88872, D Avg: 504792, [Maximum Iron Mass[123, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 118: HP: 419, STR: 126, VIT: 417991, SPD: 1, LUK: 1, Attack: 86095, Defense: 504792, Current HP: 419, A Avg: 90399, D Avg: 504792, [Fire Chariot[138, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 117: HP: 419, STR: 127, VIT: 417991, SPD: 1, LUK: 1, Attack: 84237, Defense: 504792, Current HP: 419, A Avg: 88448, D Avg: 504792, [Serpent[144, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 116: HP: 398, STR: 133, VIT: 417991, SPD: 1, LUK: 1, Attack: 85777, Defense: 504792, Current HP: 398, A Avg: 90065, D Avg: 504792, [Gladius[162, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 115: HP: 377, STR: 131, VIT: 417994, SPD: 1, LUK: 1, Attack: 84098, Defense: 504795, Current HP: 377, A Avg: 88302, D Avg: 504795, [Phantom Sword[117, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 114: HP: 398, STR: 131, VIT: 417997, SPD: 1, LUK: 1, Attack: 85097, Defense: 504798, Current HP: 398, A Avg: 89351, D Avg: 504798, [Red Shark[134, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 113: HP: 461, STR: 131, VIT: 417997, SPD: 1, LUK: 1, Attack: 85174, Defense: 504798, Current HP: 461, A Avg: 89432, D Avg: 504798, [White Snake[160, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 112: HP: 388, STR: 118, VIT: 418006, SPD: 1, LUK: 1, Attack: 83961, Defense: 504807, Current HP: 388, A Avg: 88159, D Avg: 504807, [Salamander[110, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 111: HP: 377, STR: 118, VIT: 418006, SPD: 1, LUK: 1, Attack: 84202, Defense: 504807, Current HP: 377, A Avg: 88412, D Avg: 504807, [Phantom Scythe[116, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 110: HP: 388, STR: 118, VIT: 418006, SPD: 1, LUK: 1, Attack: 83990, Defense: 504807, Current HP: 388, A Avg: 88189, D Avg: 504807, [Undine[118, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 109: HP: 388, STR: 118, VIT: 418006, SPD: 1, LUK: 1, Attack: 84017, Defense: 504807, Current HP: 388, A Avg: 88217, D Avg: 504807, [Sylph[119, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 108: HP: 388, STR: 118, VIT: 418006, SPD: 1, LUK: 1, Attack: 84044, Defense: 504807, Current HP: 388, A Avg: 88246, D Avg: 504807, [Gnome[120, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 107: HP: 398, STR: 136, VIT: 418006, SPD: 1, LUK: 1, Attack: 85611, Defense: 504807, Current HP: 398, A Avg: 89891, D Avg: 504807, [Elemental[121, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 106: HP: 398, STR: 136, VIT: 418006, SPD: 1, LUK: 1, Attack: 85234, Defense: 504807, Current HP: 398, A Avg: 89495, D Avg: 504807, [Yggdrasil[126, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 105: HP: 398, STR: 136, VIT: 418006, SPD: 1, LUK: 1, Attack: 84818, Defense: 504807, Current HP: 398, A Avg: 89058, D Avg: 504807, [Thunder Whip[143, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 104: HP: 398, STR: 142, VIT: 418006, SPD: 1, LUK: 1, Attack: 84967, Defense: 504807, Current HP: 398, A Avg: 89215, D Avg: 504807, [Kraken[145, 330, 330, 330], Riot[236, 330, 330, 330], Endpoint[318, 330, 330, 330]]
