Rank 1000: HP: 2118, STR: 725, VIT: 6167, SPD: 64, LUK: 1, Attack: 84666, Defense: 91837, Current HP: 2118, A Avg: 88899, D Avg: 91837, [Rusty Knife[156, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 254: HP: 4883, STR: 4362, VIT: 2820, SPD: 64, LUK: 1, Attack: 90175, Defense: 92598, Current HP: 4883, A Avg: 94683, D Avg: 92598, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 253: HP: 1102, STR: 540, VIT: 2825, SPD: 72, LUK: 1, Attack: 84650, Defense: 92603, Current HP: 1102, A Avg: 88882, D Avg: 92603, [Windmill[137, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 252: HP: 1951, STR: 558, VIT: 2826, SPD: 64, LUK: 1, Attack: 84460, Defense: 92604, Current HP: 1951, A Avg: 88683, D Avg: 92604, [Crossed Shuriken[136, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 251: HP: 1091, STR: 459, VIT: 2828, SPD: 72, LUK: 1, Attack: 84459, Defense: 92606, Current HP: 1091, A Avg: 88681, D Avg: 92606, [Kirisame[129, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 250: HP: 1522, STR: 468, VIT: 2828, SPD: 72, LUK: 1, Attack: 84589, Defense: 92606, Current HP: 1522, A Avg: 88818, D Avg: 92606, [Black Kirisame[130, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 249: HP: 1509, STR: 676, VIT: 2828, SPD: 72, LUK: 1, Attack: 86424, Defense: 92606, Current HP: 1509, A Avg: 90745, D Avg: 92606, [Scythe of the Grim Reaper[148, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 248: HP: 1543, STR: 468, VIT: 2830, SPD: 72, LUK: 1, Attack: 84578, Defense: 92608, Current HP: 1543, A Avg: 88806, D Avg: 92608, [Serpent[144, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 247: HP: 4070, STR: 2182, VIT: 5041, SPD: 64, LUK: 1, Attack: 90010, Defense: 92609, Current HP: 4070, A Avg: 113412, D Avg: 92609, [Stargazer[183, 0, 0, 0], Storm Wall[242, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 246: HP: 2467, STR: 986, VIT: 6941, SPD: 72, LUK: 1, Attack: 86838, Defense: 92611, Current HP: 2467, A Avg: 91179, D Avg: 92611, [Santoku[159, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 245: HP: 2137, STR: 620, VIT: 2833, SPD: 64, LUK: 1, Attack: 85133, Defense: 92611, Current HP: 2137, A Avg: 89389, D Avg: 92611, [Maximum Iron Mass[123, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 244: HP: 1768, STR: 612, VIT: 2836, SPD: 72, LUK: 1, Attack: 85578, Defense: 92614, Current HP: 1768, A Avg: 89856, D Avg: 92614, [Red Shark[134, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 243: HP: 1910, STR: 459, VIT: 2844, SPD: 72, LUK: 1, Attack: 84777, Defense: 92622, Current HP: 1910, A Avg: 89015, D Avg: 92622, [Ruby Knuckle[151, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 242: HP: 4883, STR: 5369, VIT: 2846, SPD: 64, LUK: 1, Attack: 91182, Defense: 92624, Current HP: 4883, A Avg: 95741, D Avg: 92624, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 241: HP: 5874, STR: 4349, VIT: 2846, SPD: 64, LUK: 1, Attack: 90162, Defense: 92624, Current HP: 5874, A Avg: 94670, D Avg: 92624, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 240: HP: 1539, STR: 2155, VIT: 2859, SPD: 76, LUK: 1, Attack: 87708, Defense: 92637, Current HP: 1539, A Avg: 92093, D Avg: 92637, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 239: HP: 1721, STR: 2356, VIT: 6974, SPD: 72, LUK: 1, Attack: 86856, Defense: 92644, Current HP: 1721, A Avg: 91198, D Avg: 92644, [Divine Dragon Sword[181, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 238: HP: 2095, STR: 870, VIT: 6980, SPD: 72, LUK: 1, Attack: 86514, Defense: 92650, Current HP: 2095, A Avg: 90839, D Avg: 92650, [Gladius[162, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 237: HP: 1522, STR: 864, VIT: 2872, SPD: 72, LUK: 1, Attack: 85598, Defense: 92650, Current HP: 1522, A Avg: 89877, D Avg: 92650, [Irruption[154, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 236: HP: 1402, STR: 723, VIT: 2883, SPD: 64, LUK: 1, Attack: 85766, Defense: 92661, Current HP: 1402, A Avg: 90054, D Avg: 92661, [White Snake[160, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 235: HP: 1392, STR: 534, VIT: 2883, SPD: 64, LUK: 1, Attack: 85577, Defense: 92661, Current HP: 1392, A Avg: 89855, D Avg: 92661, [White Snake[160, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 234: HP: 1767, STR: 2594, VIT: 2889, SPD: 76, LUK: 1, Attack: 89083, Defense: 92667, Current HP: 1767, A Avg: 93537, D Avg: 92667, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 233: HP: 1586, STR: 987, VIT: 2891, SPD: 64, LUK: 1, Attack: 87333, Defense: 92669, Current HP: 1586, A Avg: 91699, D Avg: 92669, [Progress[147, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 232: HP: 1577, STR: 726, VIT: 2891, SPD: 64, LUK: 1, Attack: 87072, Defense: 92669, Current HP: 1577, A Avg: 91425, D Avg: 92669, [Progress[147, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 231: HP: 1485, STR: 937, VIT: 2891, SPD: 64, LUK: 1, Attack: 85775, Defense: 92669, Current HP: 1485, A Avg: 108076, D Avg: 92669, [Willow Blade[157, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 230: HP: 2453, STR: 780, VIT: 2891, SPD: 64, LUK: 1, Attack: 85703, Defense: 92669, Current HP: 2453, A Avg: 107985, D Avg: 92669, [Pangaea[164, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 229: HP: 3334, STR: 1816, VIT: 5886, SPD: 64, LUK: 1, Attack: 89644, Defense: 92674, Current HP: 3334, A Avg: 94126, D Avg: 92674, [Stargazer[183, 0, 0, 0], Golem Shield[245, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 228: HP: 3325, STR: 1824, VIT: 5886, SPD: 64, LUK: 1, Attack: 89652, Defense: 92674, Current HP: 3325, A Avg: 94134, D Avg: 92674, [Stargazer[183, 0, 0, 0], Golem Shield[245, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 227: HP: 1392, STR: 534, VIT: 2909, SPD: 64, LUK: 1, Attack: 85577, Defense: 92687, Current HP: 1392, A Avg: 89855, D Avg: 92687, [White Snake[160, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 226: HP: 1832, STR: 526, VIT: 2909, SPD: 64, LUK: 1, Attack: 85569, Defense: 92687, Current HP: 1832, A Avg: 89847, D Avg: 92687, [White Snake[160, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 225: HP: 1577, STR: 726, VIT: 2917, SPD: 64, LUK: 1, Attack: 87072, Defense: 92695, Current HP: 1577, A Avg: 91425, D Avg: 92695, [Progress[147, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 224: HP: 2046, STR: 718, VIT: 2917, SPD: 64, LUK: 1, Attack: 87064, Defense: 92695, Current HP: 2046, A Avg: 91417, D Avg: 92695, [Progress[147, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 223: HP: 1573, STR: 547, VIT: 2917, SPD: 64, LUK: 1, Attack: 85879, Defense: 92695, Current HP: 1573, A Avg: 108207, D Avg: 92695, [Tower[149, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 222: HP: 1786, STR: 425, VIT: 2922, SPD: 64, LUK: 1, Attack: 84613, Defense: 92700, Current HP: 1786, A Avg: 88843, D Avg: 92700, [Cagliostro[133, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 221: HP: 3325, STR: 1824, VIT: 5913, SPD: 64, LUK: 1, Attack: 89652, Defense: 92701, Current HP: 3325, A Avg: 94134, D Avg: 92701, [Stargazer[183, 0, 0, 0], Golem Shield[245, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 220: HP: 4070, STR: 1816, VIT: 5913, SPD: 64, LUK: 1, Attack: 89644, Defense: 92701, Current HP: 4070, A Avg: 94126, D Avg: 92701, [Stargazer[183, 0, 0, 0], Golem Shield[245, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 219: HP: 1738, STR: 684, VIT: 2930, SPD: 64, LUK: 1, Attack: 84794, Defense: 92708, Current HP: 1738, A Avg: 89033, D Avg: 92708, [Windmill[137, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 218: HP: 1729, STR: 842, VIT: 2932, SPD: 64, LUK: 1, Attack: 84842, Defense: 92710, Current HP: 1729, A Avg: 89084, D Avg: 92710, [Kirisame[129, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 217: HP: 2118, STR: 853, VIT: 2932, SPD: 64, LUK: 1, Attack: 84974, Defense: 92710, Current HP: 2118, A Avg: 89222, D Avg: 92710, [Black Kirisame[130, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 216: HP: 2107, STR: 1108, VIT: 2932, SPD: 64, LUK: 1, Attack: 86856, Defense: 92710, Current HP: 2107, A Avg: 91198, D Avg: 92710, [Scythe of the Grim Reaper[148, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 215: HP: 2137, STR: 620, VIT: 2935, SPD: 64, LUK: 1, Attack: 84730, Defense: 92713, Current HP: 2137, A Avg: 88966, D Avg: 92713, [Serpent[144, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 214: HP: 1482, STR: 536, VIT: 2937, SPD: 72, LUK: 1, Attack: 84646, Defense: 92715, Current HP: 1482, A Avg: 88878, D Avg: 92715, [Dragon Killer[139, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 213: HP: 1522, STR: 540, VIT: 2937, SPD: 72, LUK: 1, Attack: 85053, Defense: 92715, Current HP: 1522, A Avg: 89305, D Avg: 92715, [Volcano[142, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 212: HP: 1543, STR: 536, VIT: 2940, SPD: 72, LUK: 1, Attack: 86505, Defense: 92718, Current HP: 1543, A Avg: 90830, D Avg: 92718, [Fire Chariot[138, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 211: HP: 2340, STR: 1029, VIT: 2940, SPD: 64, LUK: 1, Attack: 85995, Defense: 92718, Current HP: 2340, A Avg: 90294, D Avg: 92718, [Red Shark[134, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 210: HP: 2584, STR: 1584, VIT: 7056, SPD: 64, LUK: 1, Attack: 86918, Defense: 92726, Current HP: 2584, A Avg: 91263, D Avg: 92726, [Impulse[166, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 209: HP: 2470, STR: 612, VIT: 2948, SPD: 64, LUK: 1, Attack: 84930, Defense: 92726, Current HP: 2470, A Avg: 89176, D Avg: 92726, [Ruby Knuckle[151, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 208: HP: 5764, STR: 4477, VIT: 2948, SPD: 64, LUK: 1, Attack: 90290, Defense: 92726, Current HP: 5764, A Avg: 113765, D Avg: 92726, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 207: HP: 1931, STR: 687, VIT: 2954, SPD: 72, LUK: 1, Attack: 85785, Defense: 92732, Current HP: 1931, A Avg: 90074, D Avg: 92732, [Yggdrasil[126, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 206: HP: 1522, STR: 622, VIT: 2954, SPD: 72, LUK: 1, Attack: 85447, Defense: 92732, Current HP: 1522, A Avg: 89719, D Avg: 92732, [Kraken[145, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 205: HP: 1585, STR: 538, VIT: 2954, SPD: 72, LUK: 1, Attack: 85350, Defense: 92732, Current HP: 1585, A Avg: 89617, D Avg: 92732, [Granada[150, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 204: HP: 1686, STR: 547, VIT: 2959, SPD: 72, LUK: 1, Attack: 84579, Defense: 92737, Current HP: 1686, A Avg: 88807, D Avg: 92737, [Alucard[146, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 203: HP: 826, STR: 860, VIT: 2966, SPD: 64, LUK: 1, Attack: 87388, Defense: 92744, Current HP: 826, A Avg: 91757, D Avg: 92744, [Moon Knuckle[153, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 202: HP: 817, STR: 633, VIT: 2966, SPD: 64, LUK: 1, Attack: 87161, Defense: 92744, Current HP: 817, A Avg: 91519, D Avg: 92744, [Moon Knuckle[153, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 201: HP: 807, STR: 2262, VIT: 2966, SPD: 64, LUK: 1, Attack: 88140, Defense: 92744, Current HP: 807, A Avg: 92547, D Avg: 92744, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 200: HP: 798, STR: 2270, VIT: 2966, SPD: 64, LUK: 1, Attack: 88148, Defense: 92744, Current HP: 798, A Avg: 92555, D Avg: 92744, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 199: HP: 1091, STR: 1489, VIT: 7075, SPD: 72, LUK: 1, Attack: 86277, Defense: 92745, Current HP: 1091, A Avg: 90590, D Avg: 92745, [Pulse Knife[165, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 198: HP: 2118, STR: 1337, VIT: 2974, SPD: 64, LUK: 1, Attack: 86071, Defense: 92752, Current HP: 2118, A Avg: 90374, D Avg: 92752, [Irruption[154, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 197: HP: 5073, STR: 4479, VIT: 2976, SPD: 64, LUK: 1, Attack: 90292, Defense: 92754, Current HP: 5073, A Avg: 94806, D Avg: 92754, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 196: HP: 817, STR: 633, VIT: 2992, SPD: 64, LUK: 1, Attack: 87161, Defense: 92770, Current HP: 817, A Avg: 91519, D Avg: 92770, [Moon Knuckle[153, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 195: HP: 1166, STR: 625, VIT: 2992, SPD: 64, LUK: 1, Attack: 87153, Defense: 92770, Current HP: 1166, A Avg: 91510, D Avg: 92770, [Moon Knuckle[153, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 194: HP: 798, STR: 2270, VIT: 2992, SPD: 64, LUK: 1, Attack: 88148, Defense: 92770, Current HP: 798, A Avg: 92555, D Avg: 92770, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 193: HP: 1144, STR: 2262, VIT: 2992, SPD: 64, LUK: 1, Attack: 88140, Defense: 92770, Current HP: 1144, A Avg: 92547, D Avg: 92770, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 192: HP: 1722, STR: 604, VIT: 3010, SPD: 64, LUK: 1, Attack: 85647, Defense: 92788, Current HP: 1722, A Avg: 107915, D Avg: 92788, [White Snake[160, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 191: HP: 3432, STR: 1864, VIT: 3016, SPD: 64, LUK: 2, Attack: 89692, Defense: 92794, Current HP: 3432, A Avg: 94176, D Avg: 92794, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 190: HP: 2850, STR: 3951, VIT: 3016, SPD: 64, LUK: 1, Attack: 91779, Defense: 92794, Current HP: 2850, A Avg: 96367, D Avg: 92794, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 189: HP: 2850, STR: 1988, VIT: 3016, SPD: 64, LUK: 2, Attack: 89816, Defense: 92794, Current HP: 2850, A Avg: 94306, D Avg: 92794, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 188: HP: 1936, STR: 796, VIT: 3018, SPD: 64, LUK: 1, Attack: 87142, Defense: 92796, Current HP: 1936, A Avg: 109798, D Avg: 92796, [Progress[147, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 187: HP: 4350, STR: 1816, VIT: 3024, SPD: 64, LUK: 1, Attack: 89644, Defense: 92802, Current HP: 4350, A Avg: 94126, D Avg: 92802, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 186: HP: 2888, STR: 1816, VIT: 3024, SPD: 116, LUK: 1, Attack: 89644, Defense: 92802, Current HP: 2888, A Avg: 94126, D Avg: 111362, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 185: HP: 4831, STR: 1864, VIT: 3024, SPD: 64, LUK: 1, Attack: 89692, Defense: 92802, Current HP: 4831, A Avg: 94176, D Avg: 92802, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 184: HP: 1729, STR: 1048, VIT: 7136, SPD: 64, LUK: 1, Attack: 86601, Defense: 92806, Current HP: 1729, A Avg: 90931, D Avg: 92806, [Hammer of Justice[186, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 183: HP: 3960, STR: 1894, VIT: 6018, SPD: 64, LUK: 1, Attack: 89722, Defense: 92806, Current HP: 3960, A Avg: 113049, D Avg: 92806, [Stargazer[183, 0, 0, 0], Golem Shield[245, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 182: HP: 2869, STR: 2497, VIT: 3032, SPD: 103, LUK: 1, Attack: 90325, Defense: 92810, Current HP: 2869, A Avg: 94841, D Avg: 92810, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 181: HP: 2869, STR: 1832, VIT: 3032, SPD: 64, LUK: 2, Attack: 89660, Defense: 92810, Current HP: 2869, A Avg: 94143, D Avg: 92810, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 180: HP: 2850, STR: 3002, VIT: 3032, SPD: 64, LUK: 1, Attack: 90830, Defense: 92810, Current HP: 2850, A Avg: 95371, D Avg: 92810, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 179: HP: 2082, STR: 681, VIT: 3034, SPD: 64, LUK: 1, Attack: 84791, Defense: 92812, Current HP: 2082, A Avg: 89030, D Avg: 92812, [Dragon Killer[139, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 178: HP: 2118, STR: 941, VIT: 3034, SPD: 64, LUK: 1, Attack: 85454, Defense: 92812, Current HP: 2118, A Avg: 89726, D Avg: 92812, [Volcano[142, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 177: HP: 1522, STR: 538, VIT: 3035, SPD: 72, LUK: 1, Attack: 84479, Defense: 92813, Current HP: 1522, A Avg: 88702, D Avg: 92813, [Rusty Knife[156, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 176: HP: 2137, STR: 681, VIT: 3036, SPD: 64, LUK: 1, Attack: 86650, Defense: 92814, Current HP: 2137, A Avg: 90982, D Avg: 92814, [Fire Chariot[138, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 175: HP: 4495, STR: 1824, VIT: 3040, SPD: 64, LUK: 1, Attack: 89652, Defense: 92818, Current HP: 4495, A Avg: 94134, D Avg: 92818, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 174: HP: 2907, STR: 2156, VIT: 3048, SPD: 103, LUK: 1, Attack: 89984, Defense: 92826, Current HP: 2907, A Avg: 94483, D Avg: 92826, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 173: HP: 2945, STR: 3002, VIT: 3048, SPD: 64, LUK: 1, Attack: 90830, Defense: 92826, Current HP: 2945, A Avg: 97642, D Avg: 92826, [Stargazer[183, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 172: HP: 2489, STR: 1122, VIT: 3049, SPD: 64, LUK: 1, Attack: 86220, Defense: 92827, Current HP: 2489, A Avg: 90531, D Avg: 92827, [Yggdrasil[126, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 171: HP: 2118, STR: 758, VIT: 3049, SPD: 64, LUK: 1, Attack: 85583, Defense: 92827, Current HP: 2118, A Avg: 89862, D Avg: 92827, [Kraken[145, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 170: HP: 2175, STR: 683, VIT: 3049, SPD: 64, LUK: 1, Attack: 85495, Defense: 92827, Current HP: 2175, A Avg: 89769, D Avg: 92827, [Granada[150, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 169: HP: 2266, STR: 1123, VIT: 3054, SPD: 64, LUK: 1, Attack: 85155, Defense: 92832, Current HP: 2266, A Avg: 89412, D Avg: 92832, [Alucard[146, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 168: HP: 1522, STR: 477, VIT: 3063, SPD: 72, LUK: 1, Attack: 85952, Defense: 92841, Current HP: 1522, A Avg: 90249, D Avg: 92841, [Elemental[121, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 167: HP: 1931, STR: 635, VIT: 3063, SPD: 72, LUK: 1, Attack: 85285, Defense: 92841, Current HP: 1931, A Avg: 89549, D Avg: 92841, [Diamond Knuckle[152, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 166: HP: 1091, STR: 901, VIT: 3068, SPD: 72, LUK: 1, Attack: 85739, Defense: 92846, Current HP: 1091, A Avg: 90025, D Avg: 92846, [Classic[168, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 165: HP: 1957, STR: 1336, VIT: 7186, SPD: 64, LUK: 1, Attack: 87825, Defense: 92856, Current HP: 1957, A Avg: 92216, D Avg: 92856, [Cuttlefish[178, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 164: HP: 1056, STR: 704, VIT: 3093, SPD: 64, LUK: 1, Attack: 87232, Defense: 92871, Current HP: 1056, A Avg: 109912, D Avg: 92871, [Moon Knuckle[153, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 163: HP: 1034, STR: 2340, VIT: 3093, SPD: 64, LUK: 1, Attack: 88218, Defense: 92871, Current HP: 1034, A Avg: 111154, D Avg: 92871, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 162: HP: 1133, STR: 464, VIT: 3106, SPD: 72, LUK: 1, Attack: 84852, Defense: 92884, Current HP: 1133, A Avg: 89094, D Avg: 92884, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 161: HP: 6047, STR: 3194, VIT: 3106, SPD: 72, LUK: 1, Attack: 91076, Defense: 92884, Current HP: 6047, A Avg: 95629, D Avg: 92884, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 160: HP: 1133, STR: 1775, VIT: 3106, SPD: 72, LUK: 1, Attack: 87419, Defense: 92884, Current HP: 1133, A Avg: 91789, D Avg: 92884, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 159: HP: 807, STR: 83, VIT: 7225, SPD: 64, LUK: 1, Attack: 84471, Defense: 92895, Current HP: 807, A Avg: 88694, D Avg: 92895, [Encryption Key[173, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 158: HP: 798, STR: 124, VIT: 7225, SPD: 64, LUK: 1, Attack: 84512, Defense: 92895, Current HP: 798, A Avg: 88737, D Avg: 92895, [Encryption Key[173, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
