Rank 1000: HP: 1112, STR: 579, VIT: 1150, SPD: 45, LUK: 1, Attack: 85092, Defense: 90928, Current HP: 1112, A Avg: 89346, D Avg: 90928, [Maximum Iron Mass[123, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 263: HP: 1406, STR: 633, VIT: 1721, SPD: 40, LUK: 1, Attack: 84821, Defense: 91499, Current HP: 1406, A Avg: 89062, D Avg: 91499, [Sword of the Spirit Tree[125, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 262: HP: 1168, STR: 376, VIT: 1721, SPD: 40, LUK: 1, Attack: 84375, Defense: 91499, Current HP: 1168, A Avg: 88593, D Avg: 91499, [Greatsword[127, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 261: HP: 1402, STR: 576, VIT: 1721, SPD: 40, LUK: 1, Attack: 84998, Defense: 91499, Current HP: 1402, A Avg: 89247, D Avg: 91499, [Dreaming Sword[128, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 260: HP: 1178, STR: 307, VIT: 1721, SPD: 40, LUK: 1, Attack: 84082, Defense: 91499, Current HP: 1178, A Avg: 88286, D Avg: 91499, [Peacemaker[131, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 259: HP: 1216, STR: 291, VIT: 1721, SPD: 40, LUK: 1, Attack: 84193, Defense: 91499, Current HP: 1216, A Avg: 88402, D Avg: 91499, [Daydream[132, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 258: HP: 1805, STR: 664, VIT: 1721, SPD: 40, LUK: 1, Attack: 86347, Defense: 91499, Current HP: 1805, A Avg: 90664, D Avg: 91499, [Dancing[155, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 257: HP: 1159, STR: 729, VIT: 1721, SPD: 40, LUK: 1, Attack: 85385, Defense: 91499, Current HP: 1159, A Avg: 89654, D Avg: 91499, [Penetra[161, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 256: HP: 1159, STR: 291, VIT: 1721, SPD: 40, LUK: 1, Attack: 85132, Defense: 91499, Current HP: 1159, A Avg: 89388, D Avg: 91499, [Grand Slam[163, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 255: HP: 1349, STR: 291, VIT: 1721, SPD: 40, LUK: 1, Attack: 85259, Defense: 91499, Current HP: 1349, A Avg: 89521, D Avg: 91499, [Cluster Bomb[170, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 254: HP: 1729, STR: 291, VIT: 1721, SPD: 40, LUK: 1, Attack: 92477, Defense: 91499, Current HP: 1729, A Avg: 97100, D Avg: 91499, [Big Bang[171, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 253: HP: 3895, STR: 291, VIT: 1721, SPD: 40, LUK: 1, Attack: 85344, Defense: 91499, Current HP: 3895, A Avg: 89611, D Avg: 91499, [Common Key[174, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 252: HP: 1729, STR: 291, VIT: 1721, SPD: 40, LUK: 1, Attack: 86533, Defense: 91499, Current HP: 1729, A Avg: 90859, D Avg: 91499, [Droid Hammer[177, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 251: HP: 1159, STR: 1459, VIT: 1721, SPD: 40, LUK: 1, Attack: 86388, Defense: 91499, Current HP: 1159, A Avg: 90707, D Avg: 91499, [Jack Knife[185, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 250: HP: 1159, STR: 1827, VIT: 1721, SPD: 40, LUK: 1, Attack: 86405, Defense: 91499, Current HP: 1159, A Avg: 90725, D Avg: 91499, [Magical[187, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 249: HP: 1159, STR: 643, VIT: 1721, SPD: 40, LUK: 1, Attack: 87694, Defense: 91499, Current HP: 1159, A Avg: 92078, D Avg: 91499, [Tekken[188, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 248: HP: 1159, STR: -52347, VIT: 1721, SPD: 40, LUK: 1, Attack: 46919, Defense: 91499, Current HP: 1159, A Avg: 49264, D Avg: 91499, [Sword of Evil[189, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 247: HP: 1159, STR: 2952, VIT: 1721, SPD: 40, LUK: 1, Attack: 90613, Defense: 91499, Current HP: 1159, A Avg: 95143, D Avg: 91499, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 246: HP: 845, STR: 413, VIT: 1736, SPD: 40, LUK: 1, Attack: 85745, Defense: 91514, Current HP: 845, A Avg: 90032, D Avg: 91514, [Tower[149, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 245: HP: 836, STR: 308, VIT: 1736, SPD: 40, LUK: 1, Attack: 85640, Defense: 91514, Current HP: 836, A Avg: 89922, D Avg: 91514, [Tower[149, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 244: HP: 990, STR: 308, VIT: 1736, SPD: 40, LUK: 1, Attack: 84249, Defense: 91514, Current HP: 990, A Avg: 106153, D Avg: 91514, [Rusty Knife[156, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 243: HP: 760, STR: 763, VIT: 1736, SPD: 40, LUK: 1, Attack: 85601, Defense: 91514, Current HP: 760, A Avg: 89881, D Avg: 91514, [Willow Blade[157, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 242: HP: 1100, STR: 547, VIT: 1736, SPD: 40, LUK: 1, Attack: 85385, Defense: 91514, Current HP: 1100, A Avg: 89654, D Avg: 91514, [Willow Blade[157, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 241: HP: 1311, STR: 446, VIT: 1736, SPD: 40, LUK: 1, Attack: 85369, Defense: 91514, Current HP: 1311, A Avg: 89637, D Avg: 91514, [Pangaea[164, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 240: HP: 1738, STR: 438, VIT: 1736, SPD: 40, LUK: 1, Attack: 85361, Defense: 91514, Current HP: 1738, A Avg: 89629, D Avg: 91514, [Pangaea[164, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 239: HP: 1387, STR: 574, VIT: 1736, SPD: 40, LUK: 1, Attack: 84541, Defense: 91514, Current HP: 1387, A Avg: 88768, D Avg: 91514, [Phantom Sword[117, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 238: HP: 1070, STR: 237, VIT: 1741, SPD: 45, LUK: 1, Attack: 84093, Defense: 91519, Current HP: 1070, A Avg: 88297, D Avg: 91519, [Emerald Sword[115, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 237: HP: 928, STR: 289, VIT: 1747, SPD: 45, LUK: 1, Attack: 84191, Defense: 91525, Current HP: 928, A Avg: 88400, D Avg: 91525, [Crossed Shuriken[136, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 236: HP: 1168, STR: 368, VIT: 1747, SPD: 40, LUK: 1, Attack: 84211, Defense: 91525, Current HP: 1168, A Avg: 88421, D Avg: 91525, [Salamander[110, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 235: HP: 1159, STR: 558, VIT: 1747, SPD: 40, LUK: 1, Attack: 84642, Defense: 91525, Current HP: 1159, A Avg: 88874, D Avg: 91525, [Phantom Scythe[116, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 234: HP: 1168, STR: 368, VIT: 1747, SPD: 40, LUK: 1, Attack: 84240, Defense: 91525, Current HP: 1168, A Avg: 88452, D Avg: 91525, [Undine[118, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 233: HP: 1168, STR: 368, VIT: 1747, SPD: 40, LUK: 1, Attack: 84267, Defense: 91525, Current HP: 1168, A Avg: 88480, D Avg: 91525, [Sylph[119, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 232: HP: 1168, STR: 368, VIT: 1747, SPD: 40, LUK: 1, Attack: 84294, Defense: 91525, Current HP: 1168, A Avg: 88508, D Avg: 91525, [Gnome[120, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 231: HP: 1539, STR: 1960, VIT: 1753, SPD: 47, LUK: 1, Attack: 87294, Defense: 91531, Current HP: 1539, A Avg: 91658, D Avg: 91531, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 230: HP: 818, STR: 968, VIT: 1753, SPD: 45, LUK: 1, Attack: 86521, Defense: 91531, Current HP: 818, A Avg: 90847, D Avg: 91531, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 229: HP: 1070, STR: 333, VIT: 1755, SPD: 45, LUK: 1, Attack: 84846, Defense: 91533, Current HP: 1070, A Avg: 89088, D Avg: 91533, [Maximum Iron Mass[123, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 228: HP: 1070, STR: 1400, VIT: 1760, SPD: 45, LUK: 1, Attack: 87889, Defense: 91538, Current HP: 1070, A Avg: 92283, D Avg: 91538, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 227: HP: 1197, STR: 315, VIT: 1760, SPD: 40, LUK: 1, Attack: 88482, Defense: 91538, Current HP: 1197, A Avg: 92906, D Avg: 91538, [Basic[169, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 226: HP: 990, STR: 278, VIT: 1762, SPD: 40, LUK: 1, Attack: 85753, Defense: 91540, Current HP: 990, A Avg: 108048, D Avg: 91540, [Elemental[121, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 225: HP: 836, STR: 308, VIT: 1762, SPD: 40, LUK: 1, Attack: 85640, Defense: 91540, Current HP: 836, A Avg: 89922, D Avg: 91540, [Tower[149, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 224: HP: 1188, STR: 300, VIT: 1762, SPD: 40, LUK: 1, Attack: 85632, Defense: 91540, Current HP: 1188, A Avg: 89913, D Avg: 91540, [Tower[149, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 223: HP: 1254, STR: 371, VIT: 1762, SPD: 40, LUK: 1, Attack: 85021, Defense: 91540, Current HP: 1254, A Avg: 107126, D Avg: 91540, [Diamond Knuckle[152, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 222: HP: 704, STR: 512, VIT: 1767, SPD: 40, LUK: 1, Attack: 85350, Defense: 91545, Current HP: 704, A Avg: 107541, D Avg: 91545, [Classic[168, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 221: HP: 540, STR: 253, VIT: 1774, SPD: 42, LUK: 1, Attack: 84641, Defense: 91552, Current HP: 540, A Avg: 105801, D Avg: 91552, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 220: HP: 3420, STR: 1873, VIT: 1774, SPD: 42, LUK: 1, Attack: 89755, Defense: 91552, Current HP: 3420, A Avg: 112193, D Avg: 91552, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 219: HP: 540, STR: 1031, VIT: 1774, SPD: 42, LUK: 1, Attack: 86675, Defense: 91552, Current HP: 540, A Avg: 108343, D Avg: 91552, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 218: HP: 1159, STR: 517, VIT: 1783, SPD: 40, LUK: 1, Attack: 84393, Defense: 91561, Current HP: 1159, A Avg: 88612, D Avg: 91561, [Tornado[111, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 217: HP: 1387, STR: 506, VIT: 1783, SPD: 40, LUK: 1, Attack: 84531, Defense: 91561, Current HP: 1387, A Avg: 88757, D Avg: 91561, [Fairy Sword[113, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 216: HP: 1159, STR: 580, VIT: 1783, SPD: 40, LUK: 1, Attack: 84729, Defense: 91561, Current HP: 1159, A Avg: 88965, D Avg: 91561, [Giant Tornado[114, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 215: HP: 1172, STR: 376, VIT: 1783, SPD: 40, LUK: 1, Attack: 84192, Defense: 91561, Current HP: 1172, A Avg: 88401, D Avg: 91561, [Hand Axe[140, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 214: HP: 1178, STR: 406, VIT: 1783, SPD: 40, LUK: 1, Attack: 84399, Defense: 91561, Current HP: 1178, A Avg: 88618, D Avg: 91561, [Wooden Boomerang[167, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 213: HP: 1267, STR: 379, VIT: 1786, SPD: 40, LUK: 1, Attack: 84177, Defense: 91564, Current HP: 1267, A Avg: 88385, D Avg: 91564, [Ninja[135, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 212: HP: 1174, STR: 517, VIT: 1788, SPD: 40, LUK: 1, Attack: 84523, Defense: 91566, Current HP: 1174, A Avg: 88749, D Avg: 91566, [Crescent[141, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 211: HP: 917, STR: 459, VIT: 1791, SPD: 40, LUK: 1, Attack: 85502, Defense: 91569, Current HP: 917, A Avg: 89777, D Avg: 91569, [White Snake[160, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 210: HP: 908, STR: 342, VIT: 1791, SPD: 40, LUK: 1, Attack: 85385, Defense: 91569, Current HP: 908, A Avg: 89654, D Avg: 91569, [White Snake[160, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 209: HP: 1016, STR: 624, VIT: 1799, SPD: 40, LUK: 1, Attack: 86970, Defense: 91577, Current HP: 1016, A Avg: 91318, D Avg: 91577, [Progress[147, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 208: HP: 1007, STR: 462, VIT: 1799, SPD: 40, LUK: 1, Attack: 86808, Defense: 91577, Current HP: 1007, A Avg: 91148, D Avg: 91577, [Progress[147, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 207: HP: 990, STR: 601, VIT: 1799, SPD: 40, LUK: 1, Attack: 85439, Defense: 91577, Current HP: 990, A Avg: 107653, D Avg: 91577, [Willow Blade[157, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 206: HP: 1628, STR: 492, VIT: 1799, SPD: 40, LUK: 1, Attack: 85415, Defense: 91577, Current HP: 1628, A Avg: 107622, D Avg: 91577, [Pangaea[164, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 205: HP: 839, STR: 194, VIT: 1808, SPD: 45, LUK: 1, Attack: 84382, Defense: 91586, Current HP: 839, A Avg: 88601, D Avg: 91586, [Cagliostro[133, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 204: HP: 1406, STR: 460, VIT: 1809, SPD: 40, LUK: 1, Attack: 85142, Defense: 91587, Current HP: 1406, A Avg: 89399, D Avg: 91587, [Thunder Whip[143, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 203: HP: 908, STR: 342, VIT: 1817, SPD: 40, LUK: 1, Attack: 85385, Defense: 91595, Current HP: 908, A Avg: 89654, D Avg: 91595, [White Snake[160, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 202: HP: 1271, STR: 334, VIT: 1817, SPD: 40, LUK: 1, Attack: 85377, Defense: 91595, Current HP: 1271, A Avg: 89645, D Avg: 91595, [White Snake[160, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 201: HP: 787, STR: 378, VIT: 1817, SPD: 45, LUK: 1, Attack: 84488, Defense: 91595, Current HP: 787, A Avg: 88712, D Avg: 91595, [Windmill[137, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 200: HP: 776, STR: 324, VIT: 1819, SPD: 45, LUK: 1, Attack: 84324, Defense: 91597, Current HP: 776, A Avg: 88540, D Avg: 91597, [Kirisame[129, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 199: HP: 1049, STR: 333, VIT: 1819, SPD: 45, LUK: 1, Attack: 84454, Defense: 91597, Current HP: 1049, A Avg: 88676, D Avg: 91597, [Black Kirisame[130, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 198: HP: 1037, STR: 460, VIT: 1819, SPD: 45, LUK: 1, Attack: 86208, Defense: 91597, Current HP: 1037, A Avg: 90518, D Avg: 91597, [Scythe of the Grim Reaper[148, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 197: HP: 1070, STR: 333, VIT: 1822, SPD: 45, LUK: 1, Attack: 84443, Defense: 91600, Current HP: 1070, A Avg: 88665, D Avg: 91600, [Serpent[144, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 196: HP: 1007, STR: 462, VIT: 1825, SPD: 40, LUK: 1, Attack: 86808, Defense: 91603, Current HP: 1007, A Avg: 91148, D Avg: 91603, [Progress[147, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 195: HP: 1386, STR: 454, VIT: 1825, SPD: 40, LUK: 1, Attack: 86800, Defense: 91603, Current HP: 1386, A Avg: 91140, D Avg: 91603, [Progress[147, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 194: HP: 1078, STR: 355, VIT: 1825, SPD: 40, LUK: 1, Attack: 85687, Defense: 91603, Current HP: 1078, A Avg: 107965, D Avg: 91603, [Tower[149, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 193: HP: 1539, STR: 2763, VIT: 1825, SPD: 40, LUK: 1, Attack: 92672, Defense: 91603, Current HP: 1539, A Avg: 97305, D Avg: 91603, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 192: HP: 969, STR: 1336, VIT: 1827, SPD: 47, LUK: 1, Attack: 86889, Defense: 91605, Current HP: 969, A Avg: 91233, D Avg: 91605, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 191: HP: 1201, STR: 423, VIT: 1828, SPD: 45, LUK: 1, Attack: 85389, Defense: 91606, Current HP: 1201, A Avg: 89658, D Avg: 91606, [Red Shark[134, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 190: HP: 1197, STR: 1736, VIT: 1833, SPD: 47, LUK: 1, Attack: 88225, Defense: 91611, Current HP: 1197, A Avg: 92636, D Avg: 91611, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 189: HP: 541, STR: 563, VIT: 1835, SPD: 40, LUK: 1, Attack: 87091, Defense: 91613, Current HP: 541, A Avg: 91445, D Avg: 91613, [Moon Knuckle[153, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 188: HP: 532, STR: 417, VIT: 1835, SPD: 40, LUK: 1, Attack: 86945, Defense: 91613, Current HP: 532, A Avg: 91292, D Avg: 91613, [Moon Knuckle[153, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 187: HP: 522, STR: 1398, VIT: 1835, SPD: 40, LUK: 1, Attack: 87276, Defense: 91613, Current HP: 522, A Avg: 91639, D Avg: 91613, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 186: HP: 513, STR: 1406, VIT: 1835, SPD: 40, LUK: 1, Attack: 87284, Defense: 91613, Current HP: 513, A Avg: 91648, D Avg: 91613, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 185: HP: 1280, STR: 324, VIT: 1836, SPD: 45, LUK: 1, Attack: 84642, Defense: 91614, Current HP: 1280, A Avg: 88874, D Avg: 91614, [Ruby Knuckle[151, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 184: HP: 1425, STR: 506, VIT: 1845, SPD: 40, LUK: 1, Attack: 84362, Defense: 91623, Current HP: 1425, A Avg: 88580, D Avg: 91623, [Emerald Sword[115, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 183: HP: 3182, STR: 3686, VIT: 1845, SPD: 40, LUK: 1, Attack: 89499, Defense: 91623, Current HP: 3182, A Avg: 93973, D Avg: 91623, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 182: HP: 3173, STR: 3699, VIT: 1845, SPD: 40, LUK: 1, Attack: 89512, Defense: 91623, Current HP: 3173, A Avg: 93987, D Avg: 91623, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 181: HP: 1295, STR: 414, VIT: 1851, SPD: 40, LUK: 1, Attack: 84316, Defense: 91629, Current HP: 1295, A Avg: 88531, D Avg: 91629, [Crossed Shuriken[136, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 180: HP: 1425, STR: 452, VIT: 1858, SPD: 40, LUK: 1, Attack: 84965, Defense: 91636, Current HP: 1425, A Avg: 89213, D Avg: 91636, [Maximum Iron Mass[123, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 179: HP: 532, STR: 417, VIT: 1861, SPD: 40, LUK: 1, Attack: 86945, Defense: 91639, Current HP: 532, A Avg: 91292, D Avg: 91639, [Moon Knuckle[153, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 178: HP: 836, STR: 409, VIT: 1861, SPD: 40, LUK: 1, Attack: 86937, Defense: 91639, Current HP: 836, A Avg: 91283, D Avg: 91639, [Moon Knuckle[153, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 177: HP: 513, STR: 1406, VIT: 1861, SPD: 40, LUK: 1, Attack: 87284, Defense: 91639, Current HP: 513, A Avg: 91648, D Avg: 91639, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 176: HP: 814, STR: 1398, VIT: 1861, SPD: 40, LUK: 1, Attack: 87276, Defense: 91639, Current HP: 814, A Avg: 91639, D Avg: 91639, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 175: HP: 1049, STR: 594, VIT: 1864, SPD: 45, LUK: 1, Attack: 85328, Defense: 91642, Current HP: 1049, A Avg: 89594, D Avg: 91642, [Irruption[154, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 174: HP: 3173, STR: 4553, VIT: 1871, SPD: 40, LUK: 1, Attack: 90366, Defense: 91649, Current HP: 3173, A Avg: 94884, D Avg: 91649, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 173: HP: 3894, STR: 3686, VIT: 1871, SPD: 40, LUK: 1, Attack: 89499, Defense: 91649, Current HP: 3894, A Avg: 93973, D Avg: 91649, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 172: HP: 1161, STR: 388, VIT: 1879, SPD: 40, LUK: 1, Attack: 85431, Defense: 91657, Current HP: 1161, A Avg: 107643, D Avg: 91657, [White Snake[160, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 171: HP: 1276, STR: 508, VIT: 1887, SPD: 40, LUK: 1, Attack: 86854, Defense: 91665, Current HP: 1276, A Avg: 109436, D Avg: 91665, [Progress[147, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 170: HP: 1041, STR: 374, VIT: 1887, SPD: 45, LUK: 1, Attack: 84484, Defense: 91665, Current HP: 1041, A Avg: 88708, D Avg: 91665, [Dragon Killer[139, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 169: HP: 1049, STR: 378, VIT: 1887, SPD: 45, LUK: 1, Attack: 84891, Defense: 91665, Current HP: 1049, A Avg: 89135, D Avg: 91665, [Volcano[142, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 168: HP: 1070, STR: 374, VIT: 1889, SPD: 45, LUK: 1, Attack: 86343, Defense: 91667, Current HP: 1070, A Avg: 90660, D Avg: 91667, [Fire Chariot[138, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 167: HP: 1301, STR: 471, VIT: 1903, SPD: 45, LUK: 1, Attack: 85569, Defense: 91681, Current HP: 1301, A Avg: 89847, D Avg: 91681, [Yggdrasil[126, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 166: HP: 1049, STR: 433, VIT: 1903, SPD: 45, LUK: 1, Attack: 85258, Defense: 91681, Current HP: 1049, A Avg: 89520, D Avg: 91681, [Kraken[145, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
