Rank 1000: HP: 268, STR: 403678, VIT: 22, SPD: 1, LUK: 1, Attack: 489218, Defense: 85640, Current HP: 268, A Avg: 993112, D Avg: 85640, [Zodiac(184)[230, 230, 230], Mask of the Grim Reaper(214)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 268: HP: 260, STR: 336461, VIT: 24, SPD: 1, LUK: 1, Attack: 422001, Defense: 83900, Current HP: 260, A Avg: 1122522, D Avg: 83900, [Zodiac(184)[230, 230, 230], Magic Shield(207)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 267: HP: 266, STR: 336461, VIT: 17, SPD: 1, LUK: 1, Attack: 422001, Defense: 83854, Current HP: 266, A Avg: 1122522, D Avg: 83854, [Zodiac(184)[230, 230, 230], Emerald Shield(209)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 266: HP: 320, STR: 336461, VIT: 24, SPD: 1, LUK: 1, Attack: 422001, Defense: 83796, Current HP: 320, A Avg: 1122522, D Avg: 83796, [Zodiac(184)[230, 230, 230], Clear Shield(211)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 265: HP: 360, STR: 336461, VIT: 24, SPD: 1, LUK: 1, Attack: 422001, Defense: 84043, Current HP: 360, A Avg: 1122522, D Avg: 84043, [Zodiac(184)[230, 230, 230], Prism Shield(212)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 264: HP: 323, STR: 336461, VIT: 25, SPD: 1, LUK: 1, Attack: 422001, Defense: 83953, Current HP: 323, A Avg: 1122522, D Avg: 83953, [Zodiac(184)[230, 230, 230], Tower Shield(213)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 263: HP: 360, STR: 336461, VIT: 32, SPD: 1, LUK: 1, Attack: 422001, Defense: 84594, Current HP: 360, A Avg: 1122522, D Avg: 84594, [Zodiac(184)[230, 230, 230], Slime Shield(221)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 262: HP: 285, STR: 336461, VIT: 17, SPD: 1, LUK: 1, Attack: 422001, Defense: 83945, Current HP: 285, A Avg: 1122522, D Avg: 83945, [Zodiac(184)[230, 230, 230], Hardwood Shield(223)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 261: HP: 260, STR: 336461, VIT: 256, SPD: 1, LUK: 1, Attack: 422001, Defense: 87044, Current HP: 260, A Avg: 1122522, D Avg: 87044, [Zodiac(184)[230, 230, 230], Energy Shield(227)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 260: HP: 285, STR: 336461, VIT: 64, SPD: 1, LUK: 1, Attack: 422001, Defense: 84655, Current HP: 285, A Avg: 1122522, D Avg: 84655, [Zodiac(184)[230, 230, 230], Black Hole(229)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 259: HP: 285, STR: 336461, VIT: 64, SPD: 1, LUK: 1, Attack: 422001, Defense: 86982, Current HP: 285, A Avg: 1122522, D Avg: 86982, [Zodiac(184)[230, 230, 230], White Hole(230)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 258: HP: 1197, STR: 336461, VIT: 17, SPD: 1, LUK: 1, Attack: 422001, Defense: 85934, Current HP: 1197, A Avg: 1122522, D Avg: 85934, [Zodiac(184)[230, 230, 230], Frying Pan(231)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 257: HP: 500, STR: 336461, VIT: 48, SPD: 1, LUK: 1, Attack: 422001, Defense: 84782, Current HP: 500, A Avg: 1122522, D Avg: 84782, [Zodiac(184)[230, 230, 230], Slafield(232)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 256: HP: 400, STR: 336461, VIT: 32, SPD: 1, LUK: 1, Attack: 422001, Defense: 85507, Current HP: 400, A Avg: 1122522, D Avg: 85507, [Zodiac(184)[230, 230, 230], Mist Shield(233)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 255: HP: 437, STR: 336461, VIT: 17, SPD: 1, LUK: 1, Attack: 422001, Defense: 84985, Current HP: 437, A Avg: 1122522, D Avg: 84985, [Zodiac(184)[230, 230, 230], Huge Shield(234)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 254: HP: 361, STR: 336461, VIT: 128, SPD: 1, LUK: 1, Attack: 422001, Defense: 86968, Current HP: 361, A Avg: 1122522, D Avg: 86968, [Zodiac(184)[230, 230, 230], Aurora Shield(240)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 253: HP: 260, STR: 336461, VIT: 16, SPD: 1, LUK: 1, Attack: 422001, Defense: 87441, Current HP: 260, A Avg: 1122522, D Avg: 87441, [Zodiac(184)[230, 230, 230], Cloud Shield(241)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 252: HP: 247, STR: 336461, VIT: 16, SPD: 1, LUK: 1, Attack: 422001, Defense: 86805, Current HP: 247, A Avg: 1122522, D Avg: 86805, [Zodiac(184)[230, 230, 230], Graffiti(243)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 251: HP: 247, STR: 336461, VIT: 16, SPD: 1, LUK: 1, Attack: 422001, Defense: 89794, Current HP: 247, A Avg: 1122522, D Avg: 89794, [Zodiac(184)[230, 230, 230], Blank Shield(244)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 250: HP: 722, STR: 336461, VIT: 187, SPD: 1, LUK: 1, Attack: 422001, Defense: 86975, Current HP: 722, A Avg: 1122522, D Avg: 86975, [Zodiac(184)[230, 230, 230], Golem Shield(245)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 249: HP: 532, STR: 336461, VIT: 32, SPD: 1, LUK: 1, Attack: 422001, Defense: 85910, Current HP: 532, A Avg: 1122522, D Avg: 85910, [Zodiac(184)[230, 230, 230], Sticky thread shield(247)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 248: HP: 475, STR: 336461, VIT: 102, SPD: 1, LUK: 1, Attack: 422001, Defense: 86318, Current HP: 475, A Avg: 1122522, D Avg: 86318, [Zodiac(184)[230, 230, 230], King Shield(248)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 247: HP: 660, STR: 336461, VIT: 336, SPD: 1, LUK: 1, Attack: 422001, Defense: 87371, Current HP: 660, A Avg: 1122522, D Avg: 87371, [Zodiac(184)[230, 230, 230], Warrior's Shield(249)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 246: HP: 260, STR: 336461, VIT: 16, SPD: 1, LUK: 1, Attack: 422001, Defense: 87064, Current HP: 260, A Avg: 1122522, D Avg: 87064, [Zodiac(184)[230, 230, 230], Ghost shield(251)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 245: HP: 342, STR: 336671, VIT: 110, SPD: 1, LUK: 1, Attack: 422005, Defense: 84051, Current HP: 342, A Avg: 1122533, D Avg: 84051, [Impulse(166)[230, 230, 230], Dragon's Scales(215)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 244: HP: 361, STR: 336671, VIT: 112, SPD: 1, LUK: 1, Attack: 422005, Defense: 84352, Current HP: 361, A Avg: 1122533, D Avg: 84352, [Impulse(166)[230, 230, 230], Dragon's Wings(216)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 243: HP: 268, STR: 336478, VIT: 22, SPD: 1, LUK: 1, Attack: 422018, Defense: 85640, Current HP: 268, A Avg: 1122567, D Avg: 85640, [Zodiac(184)[230, 230, 230], Mask of the Grim Reaper(214)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 242: HP: 247, STR: 336482, VIT: 24, SPD: 1, LUK: 1, Attack: 422022, Defense: 84049, Current HP: 247, A Avg: 1122578, D Avg: 84049, [Zodiac(184)[230, 230, 230], Conductive Barrier(208)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 241: HP: 247, STR: 336482, VIT: 119, SPD: 1, LUK: 1, Attack: 422022, Defense: 84957, Current HP: 247, A Avg: 1122578, D Avg: 84957, [Zodiac(184)[230, 230, 230], Bulletproof Shield(235)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 240: HP: 361, STR: 336692, VIT: 112, SPD: 1, LUK: 1, Attack: 422026, Defense: 84976, Current HP: 361, A Avg: 1122589, D Avg: 84976, [Impulse(166)[230, 230, 230], Dragon's Head(217)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 239: HP: 285, STR: 336692, VIT: 112, SPD: 1, LUK: 1, Attack: 422026, Defense: 84534, Current HP: 285, A Avg: 1122589, D Avg: 84534, [Impulse(166)[230, 230, 230], Superconducting Barrier(220)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 238: HP: 342, STR: 336487, VIT: 119, SPD: 1, LUK: 1, Attack: 422027, Defense: 86920, Current HP: 342, A Avg: 1122591, D Avg: 86920, [Zodiac(184)[230, 230, 230], Riot(236)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 237: HP: 323, STR: 336503, VIT: 25, SPD: 1, LUK: 1, Attack: 422043, Defense: 83966, Current HP: 323, A Avg: 1122634, D Avg: 83966, [Zodiac(184)[230, 230, 230], Dragon's Scales(215)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 236: HP: 342, STR: 336503, VIT: 27, SPD: 1, LUK: 1, Attack: 422043, Defense: 84267, Current HP: 342, A Avg: 1122634, D Avg: 84267, [Zodiac(184)[230, 230, 230], Dragon's Wings(216)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 235: HP: 342, STR: 336524, VIT: 27, SPD: 1, LUK: 1, Attack: 422064, Defense: 84891, Current HP: 342, A Avg: 1122690, D Avg: 84891, [Zodiac(184)[230, 230, 230], Dragon's Head(217)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 234: HP: 266, STR: 336524, VIT: 32, SPD: 1, LUK: 1, Attack: 422064, Defense: 84454, Current HP: 266, A Avg: 1122690, D Avg: 84454, [Zodiac(184)[230, 230, 230], Superconducting Barrier(220)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 233: HP: 1235, STR: 336251, VIT: 102, SPD: 1, LUK: 1, Attack: 422103, Defense: 86019, Current HP: 1235, A Avg: 1122793, D Avg: 86019, [Santoku(159)[230, 230, 230], Frying Pan(231)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 232: HP: 380, STR: 337175, VIT: 136, SPD: 1, LUK: 1, Attack: 422104, Defense: 86352, Current HP: 380, A Avg: 1122796, D Avg: 86352, [Jack Knife(185)[230, 230, 230], King Shield(248)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 231: HP: 247, STR: 338141, VIT: 22, SPD: 1, LUK: 1, Attack: 422141, Defense: 86810, Current HP: 247, A Avg: 1122895, D Avg: 86810, [Kirisame(129)[230, 230, 230], C Magnum(239)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 230: HP: 152, STR: 337385, VIT: 48, SPD: 1, LUK: 1, Attack: 422173, Defense: 84184, Current HP: 152, A Avg: 1122980, D Avg: 84184, [Pulse Knife(165)[230, 230, 230], Magnum(237)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 229: HP: 520, STR: 336839, VIT: 192, SPD: 1, LUK: 1, Attack: 422173, Defense: 86304, Current HP: 520, A Avg: 1122980, D Avg: 86304, [Impulse(166)[230, 230, 230], Goblin Hand(250)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 228: HP: 500, STR: 336671, VIT: 112, SPD: 1, LUK: 1, Attack: 422211, Defense: 86224, Current HP: 500, A Avg: 1123081, D Avg: 86224, [Zodiac(184)[230, 230, 230], Goblin Hand(250)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 227: HP: 646, STR: 336881, VIT: 357, SPD: 1, LUK: 1, Attack: 422215, Defense: 85351, Current HP: 646, A Avg: 1123091, D Avg: 85351, [Impulse(166)[230, 230, 230], Metalization(228)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 226: HP: 76, STR: 336495, VIT: 28, SPD: 1, LUK: 1, Attack: 422243, Defense: 85646, Current HP: 76, A Avg: 1123166, D Avg: 85646, [Scythe of the Grim Reaper(148)[230, 230, 230], Mask of the Grim Reaper(214)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 225: HP: 627, STR: 336713, VIT: 272, SPD: 1, LUK: 1, Attack: 422253, Defense: 85266, Current HP: 627, A Avg: 1123192, D Avg: 85266, [Zodiac(184)[230, 230, 230], Metalization(228)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 224: HP: 266, STR: 338162, VIT: 22, SPD: 1, LUK: 1, Attack: 422283, Defense: 86810, Current HP: 266, A Avg: 1123272, D Avg: 86810, [Black Kirisame(130)[230, 230, 230], C Magnum(239)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 223: HP: 300, STR: 336461, VIT: 48, SPD: 1, LUK: 1, Attack: 422339, Defense: 84782, Current HP: 300, A Avg: 1123421, D Avg: 84782, [Blue Sword(180)[230, 230, 230], Slafield(232)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 222: HP: 152, STR: 337805, VIT: 48, SPD: 1, LUK: 1, Attack: 422593, Defense: 84392, Current HP: 152, A Avg: 1124097, D Avg: 84392, [Pulse Knife(165)[230, 230, 230], V Magnum(238)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 221: HP: 722, STR: 338204, VIT: 231, SPD: 1, LUK: 1, Attack: 422704, Defense: 85095, Current HP: 722, A Avg: 1124392, D Avg: 85095, [Divine Dragon Sword(181)[230, 230, 230], Dragon's Head(217)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 220: HP: 266, STR: 337469, VIT: 96, SPD: 1, LUK: 1, Attack: 422803, Defense: 84232, Current HP: 266, A Avg: 1124655, D Avg: 84232, [Impulse(166)[230, 230, 230], Magnum(237)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 219: HP: 247, STR: 337301, VIT: 16, SPD: 1, LUK: 1, Attack: 422841, Defense: 84152, Current HP: 247, A Avg: 1124757, D Avg: 84152, [Zodiac(184)[230, 230, 230], Magnum(237)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 218: HP: 342, STR: 338225, VIT: 48, SPD: 1, LUK: 1, Attack: 423013, Defense: 86836, Current HP: 342, A Avg: 1125214, D Avg: 86836, [Pulse Knife(165)[230, 230, 230], C Magnum(239)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 217: HP: 266, STR: 338171, VIT: 27, SPD: 1, LUK: 1, Attack: 423137, Defense: 86815, Current HP: 266, A Avg: 1125544, D Avg: 86815, [Red Shark(134)[230, 230, 230], C Magnum(239)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 216: HP: 266, STR: 337889, VIT: 96, SPD: 1, LUK: 1, Attack: 423223, Defense: 84440, Current HP: 266, A Avg: 1125773, D Avg: 84440, [Impulse(166)[230, 230, 230], V Magnum(238)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 215: HP: 399, STR: 336734, VIT: 192, SPD: 1, LUK: 1, Attack: 423223, Defense: 84614, Current HP: 399, A Avg: 1125773, D Avg: 84614, [Cuttlefish(178)[230, 230, 230], Superconducting Barrier(220)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 214: HP: 247, STR: 337721, VIT: 16, SPD: 1, LUK: 1, Attack: 423261, Defense: 84360, Current HP: 247, A Avg: 1125874, D Avg: 84360, [Zodiac(184)[230, 230, 230], V Magnum(238)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 213: HP: 456, STR: 338309, VIT: 96, SPD: 1, LUK: 1, Attack: 423643, Defense: 86884, Current HP: 456, A Avg: 1126890, D Avg: 86884, [Impulse(166)[230, 230, 230], C Magnum(239)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 212: HP: 437, STR: 338141, VIT: 16, SPD: 1, LUK: 1, Attack: 423681, Defense: 86804, Current HP: 437, A Avg: 1126991, D Avg: 86804, [Zodiac(184)[230, 230, 230], C Magnum(239)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 211: HP: 660, STR: 337091, VIT: 208, SPD: 1, LUK: 1, Attack: 424919, Defense: 87633, Current HP: 660, A Avg: 1130284, D Avg: 87633, [Stargazer(183)[230, 230, 230], Cloud Shield(241)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 210: HP: 532, STR: 340325, VIT: 208, SPD: 1, LUK: 1, Attack: 426138, Defense: 89986, Current HP: 532, A Avg: 1133527, D Avg: 89986, [Spear of Regression(182)[230, 230, 230], Blank Shield(244)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 209: HP: 627, STR: 344924, VIT: 336, SPD: 1, LUK: 1, Attack: 428800, Defense: 87904, Current HP: 627, A Avg: 1140607, D Avg: 87904, [Tornado(111)[230, 230, 230], Storm Wall(242)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 208: HP: 627, STR: 344946, VIT: 336, SPD: 1, LUK: 1, Attack: 429095, Defense: 87904, Current HP: 627, A Avg: 1141392, D Avg: 87904, [Giant Tornado(114)[230, 230, 230], Storm Wall(242)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 207: HP: 171, STR: 344559, VIT: 56, SPD: 1, LUK: 1, Attack: 429347, Defense: 84062, Current HP: 171, A Avg: 1142063, D Avg: 84062, [Pulse Knife(165)[230, 230, 230], Wings of Beast(210)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 206: HP: 152, STR: 344559, VIT: 48, SPD: 1, LUK: 1, Attack: 429347, Defense: 85718, Current HP: 152, A Avg: 1142063, D Avg: 85718, [Pulse Knife(165)[230, 230, 230], Shield of Thousand(246)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 205: HP: 190, STR: 344602, VIT: 56, SPD: 1, LUK: 1, Attack: 429390, Defense: 84556, Current HP: 190, A Avg: 1142177, D Avg: 84556, [Pulse Knife(165)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 204: HP: 209, STR: 344623, VIT: 64, SPD: 1, LUK: 1, Attack: 429411, Defense: 84070, Current HP: 209, A Avg: 1142233, D Avg: 84070, [Pulse Knife(165)[230, 230, 230], Small Dragon Sword(224)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 203: HP: 171, STR: 344688, VIT: 56, SPD: 1, LUK: 1, Attack: 429476, Defense: 83919, Current HP: 171, A Avg: 1142406, D Avg: 83919, [Pulse Knife(165)[230, 230, 230], Small Sword(218)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 202: HP: 209, STR: 344688, VIT: 56, SPD: 1, LUK: 1, Attack: 429476, Defense: 83945, Current HP: 209, A Avg: 1142406, D Avg: 83945, [Pulse Knife(165)[230, 230, 230], Small Lion(219)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 201: HP: 152, STR: 345707, VIT: 51, SPD: 1, LUK: 1, Attack: 429479, Defense: 83914, Current HP: 152, A Avg: 1142414, D Avg: 83914, [Wasp Knife(105)[230, 230, 230], Titanium Shield(205)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 200: HP: 228, STR: 345718, VIT: 59, SPD: 1, LUK: 1, Attack: 429490, Defense: 83987, Current HP: 228, A Avg: 1142443, D Avg: 83987, [Short Sword(103)[230, 230, 230], Tower Shield(213)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 199: HP: 454, STR: 345733, VIT: 65, SPD: 1, LUK: 1, Attack: 429531, Defense: 85943, Current HP: 454, A Avg: 1142552, D Avg: 85943, [Ninja(135)[230, 230, 230], Sticky thread shield(247)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 198: HP: 228, STR: 345725, VIT: 59, SPD: 1, LUK: 1, Attack: 429536, Defense: 83987, Current HP: 228, A Avg: 1142565, D Avg: 83987, [Long Sword(104)[230, 230, 230], Tower Shield(213)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 197: HP: 266, STR: 345765, VIT: 153, SPD: 1, LUK: 1, Attack: 429540, Defense: 86954, Current HP: 266, A Avg: 1142576, D Avg: 86954, [Peacemaker(131)[230, 230, 230], Riot(236)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 196: HP: 152, STR: 344774, VIT: 48, SPD: 1, LUK: 1, Attack: 429562, Defense: 84236, Current HP: 152, A Avg: 1142634, D Avg: 84236, [Pulse Knife(165)[230, 230, 230], Dragon Sword(225)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 195: HP: 209, STR: 345707, VIT: 51, SPD: 1, LUK: 1, Attack: 429563, Defense: 83888, Current HP: 209, A Avg: 1142637, D Avg: 83888, [Emerald Sword(115)[230, 230, 230], Emerald Shield(209)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 194: HP: 95, STR: 345851, VIT: 102, SPD: 1, LUK: 1, Attack: 429577, Defense: 84030, Current HP: 95, A Avg: 1142674, D Avg: 84030, [Wooden Stick(101)[230, 230, 230], Hardwood Shield(223)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 193: HP: 190, STR: 344817, VIT: 67, SPD: 1, LUK: 1, Attack: 429605, Defense: 85295, Current HP: 190, A Avg: 1142749, D Avg: 85295, [Pulse Knife(165)[230, 230, 230], Wave Motion Sword(226)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 192: HP: 95, STR: 345851, VIT: 102, SPD: 1, LUK: 1, Attack: 429616, Defense: 84030, Current HP: 95, A Avg: 1142778, D Avg: 84030, [Club(102)[230, 230, 230], Hardwood Shield(223)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 191: HP: 60, STR: 345851, VIT: 96, SPD: 1, LUK: 1, Attack: 429619, Defense: 83829, Current HP: 60, A Avg: 1142786, D Avg: 83829, [Decorative Swords(109)[230, 230, 230], High Pot Lid(202)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 190: HP: 57, STR: 345851, VIT: 102, SPD: 1, LUK: 1, Attack: 429623, Defense: 83965, Current HP: 57, A Avg: 1142797, D Avg: 83965, [Wasp Knife(105)[230, 230, 230], Titanium Shield(205)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 189: HP: 437, STR: 345725, VIT: 67, SPD: 1, LUK: 1, Attack: 429627, Defense: 85945, Current HP: 437, A Avg: 1142807, D Avg: 85945, [Crossed Shuriken(136)[230, 230, 230], Sticky thread shield(247)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 188: HP: 304, STR: 345729, VIT: 153, SPD: 1, LUK: 1, Attack: 429631, Defense: 86954, Current HP: 304, A Avg: 1142818, D Avg: 86954, [Daydream(132)[230, 230, 230], Riot(236)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 187: HP: 133, STR: 345862, VIT: 110, SPD: 1, LUK: 1, Attack: 429634, Defense: 84038, Current HP: 133, A Avg: 1142826, D Avg: 84038, [Short Sword(103)[230, 230, 230], Tower Shield(213)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 186: HP: 1121, STR: 345725, VIT: 51, SPD: 1, LUK: 1, Attack: 429666, Defense: 85968, Current HP: 1121, A Avg: 1142911, D Avg: 85968, [Rusty Knife(156)[230, 230, 230], Frying Pan(231)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 185: HP: 359, STR: 345877, VIT: 113, SPD: 1, LUK: 1, Attack: 429675, Defense: 85991, Current HP: 359, A Avg: 1142935, D Avg: 85991, [Ninja(135)[230, 230, 230], Sticky thread shield(247)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 184: HP: 133, STR: 345869, VIT: 110, SPD: 1, LUK: 1, Attack: 429680, Defense: 84038, Current HP: 133, A Avg: 1142948, D Avg: 84038, [Long Sword(104)[230, 230, 230], Tower Shield(213)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 183: HP: 171, STR: 345909, VIT: 204, SPD: 1, LUK: 1, Attack: 429684, Defense: 87005, Current HP: 171, A Avg: 1142959, D Avg: 87005, [Peacemaker(131)[230, 230, 230], Riot(236)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 182: HP: 545, STR: 345869, VIT: 272, SPD: 1, LUK: 1, Attack: 429685, Defense: 87060, Current HP: 545, A Avg: 1142962, D Avg: 87060, [Hand Axe(140)[230, 230, 230], Golem Shield(245)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 181: HP: 266, STR: 345733, VIT: 169, SPD: 1, LUK: 1, Attack: 429700, Defense: 87009, Current HP: 266, A Avg: 1143001, D Avg: 87009, [Phantom Sword(117)[230, 230, 230], Aurora Shield(240)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 180: HP: 114, STR: 345851, VIT: 102, SPD: 1, LUK: 1, Attack: 429707, Defense: 83939, Current HP: 114, A Avg: 1143020, D Avg: 83939, [Emerald Sword(115)[230, 230, 230], Emerald Shield(209)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 179: HP: 642, STR: 345725, VIT: 224, SPD: 1, LUK: 1, Attack: 429731, Defense: 87012, Current HP: 642, A Avg: 1143084, D Avg: 87012, [Crescent(141)[230, 230, 230], Golem Shield(245)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 178: HP: 480, STR: 345869, VIT: 416, SPD: 1, LUK: 1, Attack: 429758, Defense: 87451, Current HP: 480, A Avg: 1143156, D Avg: 87451, [Iron Lumps(108)[230, 230, 230], Warrior's Shield(249)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 177: HP: 342, STR: 345869, VIT: 115, SPD: 1, LUK: 1, Attack: 429771, Defense: 85993, Current HP: 342, A Avg: 1143190, D Avg: 85993, [Crossed Shuriken(136)[230, 230, 230], Sticky thread shield(247)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 176: HP: 209, STR: 345873, VIT: 204, SPD: 1, LUK: 1, Attack: 429775, Defense: 87005, Current HP: 209, A Avg: 1143201, D Avg: 87005, [Daydream(132)[230, 230, 230], Riot(236)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 175: HP: 722, STR: 344989, VIT: 368, SPD: 1, LUK: 1, Attack: 429777, Defense: 87936, Current HP: 722, A Avg: 1143206, D Avg: 87936, [Pulse Knife(165)[230, 230, 230], Storm Wall(242)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 174: HP: 1026, STR: 345869, VIT: 102, SPD: 1, LUK: 1, Attack: 429810, Defense: 86019, Current HP: 1026, A Avg: 1143294, D Avg: 86019, [Rusty Knife(156)[230, 230, 230], Frying Pan(231)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 173: HP: 446, STR: 345729, VIT: 68, SPD: 1, LUK: 1, Attack: 429839, Defense: 85946, Current HP: 446, A Avg: 1143371, D Avg: 85946, [Windmill(137)[230, 230, 230], Sticky thread shield(247)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 172: HP: 171, STR: 345877, VIT: 217, SPD: 1, LUK: 1, Attack: 429844, Defense: 87057, Current HP: 171, A Avg: 1143385, D Avg: 87057, [Phantom Sword(117)[230, 230, 230], Aurora Shield(240)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 171: HP: 104, STR: 345851, VIT: 102, SPD: 1, LUK: 1, Attack: 429844, Defense: 84030, Current HP: 104, A Avg: 1143385, D Avg: 84030, [Sword of Wood(124)[230, 230, 230], Hardwood Shield(223)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
