Rank 1000: HP: 750, STR: 289092, VIT: 672, SPD: 32, LUK: 1, Attack: 374645, Defense: 84561, Current HP: 750, A Avg: 996555, D Avg: 84561, [Hammer of Justice(186)[230, 230, 230], Small Lion(219)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 199: HP: 440, STR: 345920, VIT: 126, SPD: 32, LUK: 1, Attack: 429688, Defense: 83859, Current HP: 440, A Avg: 1142970, D Avg: 83859, [Decorative Swords(109)[230, 230, 230], High Pot Lid(202)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 198: HP: 494, STR: 345931, VIT: 175, SPD: 32, LUK: 1, Attack: 429703, Defense: 84103, Current HP: 494, A Avg: 1143009, D Avg: 84103, [Short Sword(103)[230, 230, 230], Tower Shield(213)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 197: HP: 887, STR: 345938, VIT: 369, SPD: 34, LUK: 1, Attack: 429736, Defense: 86247, Current HP: 887, A Avg: 1143097, D Avg: 86247, [Ninja(135)[230, 230, 230], Sticky thread shield(247)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 196: HP: 931, STR: 345913, VIT: 244, SPD: 32, LUK: 1, Attack: 429769, Defense: 84081, Current HP: 931, A Avg: 1143185, D Avg: 84081, [Emerald Sword(115)[230, 230, 230], Emerald Shield(209)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 195: HP: 807, STR: 346039, VIT: 443, SPD: 32, LUK: 1, Attack: 429814, Defense: 87244, Current HP: 807, A Avg: 1143305, D Avg: 87244, [Peacemaker(131)[230, 230, 230], Riot(236)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 194: HP: 494, STR: 346006, VIT: 175, SPD: 32, LUK: 1, Attack: 429817, Defense: 84103, Current HP: 494, A Avg: 1143313, D Avg: 84103, [Long Sword(104)[230, 230, 230], Tower Shield(213)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 193: HP: 418, STR: 346057, VIT: 166, SPD: 32, LUK: 1, Attack: 429829, Defense: 84029, Current HP: 418, A Avg: 1143345, D Avg: 84029, [Wasp Knife(105)[230, 230, 230], Titanium Shield(205)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 192: HP: 792, STR: 346082, VIT: 417, SPD: 34, LUK: 1, Attack: 429880, Defense: 86295, Current HP: 792, A Avg: 1143480, D Avg: 86295, [Ninja(135)[230, 230, 230], Sticky thread shield(247)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 191: HP: 906, STR: 346075, VIT: 1144, SPD: 32, LUK: 1, Attack: 429891, Defense: 87932, Current HP: 906, A Avg: 1143510, D Avg: 87932, [Hand Axe(140)[230, 230, 230], Golem Shield(245)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 190: HP: 906, STR: 345999, VIT: 401, SPD: 34, LUK: 1, Attack: 429901, Defense: 86279, Current HP: 906, A Avg: 1143536, D Avg: 86279, [Crossed Shuriken(136)[230, 230, 230], Sticky thread shield(247)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 189: HP: 845, STR: 346003, VIT: 443, SPD: 32, LUK: 1, Attack: 429905, Defense: 87244, Current HP: 845, A Avg: 1143547, D Avg: 87244, [Daydream(132)[230, 230, 230], Riot(236)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 188: HP: 836, STR: 346057, VIT: 295, SPD: 32, LUK: 1, Attack: 429913, Defense: 84132, Current HP: 836, A Avg: 1143568, D Avg: 84132, [Emerald Sword(115)[230, 230, 230], Emerald Shield(209)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 187: HP: 1003, STR: 345931, VIT: 1096, SPD: 32, LUK: 1, Attack: 429937, Defense: 87884, Current HP: 1003, A Avg: 1143632, D Avg: 87884, [Crescent(141)[230, 230, 230], Golem Shield(245)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 186: HP: 712, STR: 346183, VIT: 494, SPD: 32, LUK: 1, Attack: 429958, Defense: 87295, Current HP: 712, A Avg: 1143688, D Avg: 87295, [Peacemaker(131)[230, 230, 230], Riot(236)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 185: HP: 860, STR: 346075, VIT: 568, SPD: 32, LUK: 1, Attack: 429964, Defense: 87603, Current HP: 860, A Avg: 1143704, D Avg: 87603, [Iron Lumps(108)[230, 230, 230], Warrior's Shield(249)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 184: HP: 807, STR: 346006, VIT: 504, SPD: 32, LUK: 1, Attack: 429973, Defense: 87344, Current HP: 807, A Avg: 1143728, D Avg: 87344, [Phantom Sword(117)[230, 230, 230], Aurora Shield(240)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 183: HP: 754, STR: 345988, VIT: 166, SPD: 32, LUK: 1, Attack: 429981, Defense: 84094, Current HP: 754, A Avg: 1143749, D Avg: 84094, [Sword of Wood(124)[230, 230, 230], Hardwood Shield(223)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 182: HP: 811, STR: 346143, VIT: 449, SPD: 34, LUK: 1, Attack: 430045, Defense: 86327, Current HP: 811, A Avg: 1143919, D Avg: 86327, [Crossed Shuriken(136)[230, 230, 230], Sticky thread shield(247)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 181: HP: 750, STR: 346147, VIT: 494, SPD: 32, LUK: 1, Attack: 430049, Defense: 87295, Current HP: 750, A Avg: 1143930, D Avg: 87295, [Daydream(132)[230, 230, 230], Riot(236)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 180: HP: 503, STR: 346075, VIT: 175, SPD: 32, LUK: 1, Attack: 430074, Defense: 84103, Current HP: 503, A Avg: 1143996, D Avg: 84103, [Greatsword(127)[230, 230, 230], Tower Shield(213)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 179: HP: 2204, STR: 346136, VIT: 244, SPD: 32, LUK: 1, Attack: 430077, Defense: 86161, Current HP: 2204, A Avg: 1144004, D Avg: 86161, [Rusty Knife(156)[230, 230, 230], Frying Pan(231)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 178: HP: 908, STR: 346075, VIT: 1147, SPD: 32, LUK: 1, Attack: 430081, Defense: 87935, Current HP: 908, A Avg: 1144015, D Avg: 87935, [Crescent(141)[230, 230, 230], Golem Shield(245)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 177: HP: 712, STR: 346150, VIT: 552, SPD: 32, LUK: 1, Attack: 430117, Defense: 87392, Current HP: 712, A Avg: 1144111, D Avg: 87392, [Phantom Sword(117)[230, 230, 230], Aurora Shield(240)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 176: HP: 860, STR: 346143, VIT: 568, SPD: 32, LUK: 1, Attack: 430149, Defense: 87603, Current HP: 860, A Avg: 1144196, D Avg: 87603, [Great Iron Mass(122)[230, 230, 230], Warrior's Shield(249)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 175: HP: 2109, STR: 346280, VIT: 295, SPD: 32, LUK: 1, Attack: 430221, Defense: 86212, Current HP: 2109, A Avg: 1144387, D Avg: 86212, [Rusty Knife(156)[230, 230, 230], Frying Pan(231)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 174: HP: 807, STR: 346139, VIT: 433, SPD: 34, LUK: 1, Attack: 430249, Defense: 86311, Current HP: 807, A Avg: 1144462, D Avg: 86311, [Windmill(137)[230, 230, 230], Sticky thread shield(247)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 173: HP: 845, STR: 346071, VIT: 540, SPD: 32, LUK: 1, Attack: 430259, Defense: 87341, Current HP: 845, A Avg: 1144488, D Avg: 87341, [Cagliostro(133)[230, 230, 230], Riot(236)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 172: HP: 1039, STR: 346085, VIT: 115, SPD: 32, LUK: 1, Attack: 430273, Defense: 84043, Current HP: 1039, A Avg: 1144526, D Avg: 84043, [Sword of the Spirit Tree(125)[230, 230, 230], Hardwood Shield(223)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 171: HP: 1060, STR: 346510, VIT: 404, SPD: 32, LUK: 1, Attack: 430334, Defense: 86516, Current HP: 1060, A Avg: 1144688, D Avg: 86516, [Stun Knuckle(106)[230, 230, 230], Goblin Hand(250)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 170: HP: 695, STR: 346276, VIT: 311, SPD: 32, LUK: 1, Attack: 430386, Defense: 84239, Current HP: 695, A Avg: 1144826, D Avg: 84239, [Dragon Killer(139)[230, 230, 230], Tower Shield(213)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 169: HP: 712, STR: 346283, VIT: 481, SPD: 34, LUK: 1, Attack: 430393, Defense: 86359, Current HP: 712, A Avg: 1144845, D Avg: 86359, [Windmill(137)[230, 230, 230], Sticky thread shield(247)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 168: HP: 750, STR: 346215, VIT: 591, SPD: 32, LUK: 1, Attack: 430403, Defense: 87392, Current HP: 750, A Avg: 1144871, D Avg: 87392, [Cagliostro(133)[230, 230, 230], Riot(236)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 167: HP: 944, STR: 346229, VIT: 166, SPD: 32, LUK: 1, Attack: 430417, Defense: 84094, Current HP: 944, A Avg: 1144909, D Avg: 84094, [Sword of the Spirit Tree(125)[230, 230, 230], Hardwood Shield(223)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 166: HP: 822, STR: 346010, VIT: 494, SPD: 32, LUK: 1, Attack: 430432, Defense: 87334, Current HP: 822, A Avg: 1144949, D Avg: 87334, [Dreaming Sword(128)[230, 230, 230], Aurora Shield(240)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 165: HP: 820, STR: 346193, VIT: 686, SPD: 32, LUK: 1, Attack: 430511, Defense: 87474, Current HP: 820, A Avg: 1145159, D Avg: 87474, [Ruby Knuckle(151)[230, 230, 230], Energy Shield(227)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 164: HP: 727, STR: 346154, VIT: 542, SPD: 32, LUK: 1, Attack: 430576, Defense: 87382, Current HP: 727, A Avg: 1145332, D Avg: 87382, [Dreaming Sword(128)[230, 230, 230], Aurora Shield(240)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 163: HP: 1187, STR: 346139, VIT: 1196, SPD: 32, LUK: 1, Attack: 430652, Defense: 87984, Current HP: 1187, A Avg: 1145534, D Avg: 87984, [Volcano(142)[230, 230, 230], Golem Shield(245)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 162: HP: 532, STR: 345866, VIT: 572, SPD: 32, LUK: 1, Attack: 430654, Defense: 84578, Current HP: 532, A Avg: 1145539, D Avg: 84578, [Pulse Knife(165)[230, 230, 230], Wings of Beast(210)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 161: HP: 513, STR: 345866, VIT: 2024, SPD: 32, LUK: 1, Attack: 430654, Defense: 87694, Current HP: 513, A Avg: 1145539, D Avg: 87694, [Pulse Knife(165)[230, 230, 230], Shield of Thousand(246)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 160: HP: 1070, STR: 346211, VIT: 636, SPD: 32, LUK: 1, Attack: 430724, Defense: 87671, Current HP: 1070, A Avg: 1145725, D Avg: 87671, [Maximum Iron Mass(123)[230, 230, 230], Warrior's Shield(249)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 159: HP: 623, STR: 345990, VIT: 572, SPD: 32, LUK: 1, Attack: 430778, Defense: 85072, Current HP: 623, A Avg: 1145869, D Avg: 85072, [Pulse Knife(165)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 158: HP: 1092, STR: 346283, VIT: 1247, SPD: 32, LUK: 1, Attack: 430796, Defense: 88035, Current HP: 1092, A Avg: 1145917, D Avg: 88035, [Volcano(142)[230, 230, 230], Golem Shield(245)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 157: HP: 2679, STR: 346136, VIT: 440, SPD: 32, LUK: 1, Attack: 430844, Defense: 86357, Current HP: 2679, A Avg: 1146045, D Avg: 86357, [Thin Blade(158)[230, 230, 230], Frying Pan(231)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 156: HP: 2584, STR: 346280, VIT: 491, SPD: 32, LUK: 1, Attack: 430988, Defense: 86408, Current HP: 2584, A Avg: 1146428, D Avg: 86408, [Thin Blade(158)[230, 230, 230], Frying Pan(231)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 155: HP: 532, STR: 346240, VIT: 542, SPD: 32, LUK: 1, Attack: 431028, Defense: 84405, Current HP: 532, A Avg: 1146534, D Avg: 84405, [Pulse Knife(165)[230, 230, 230], Small Sword(218)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 154: HP: 840, STR: 346402, VIT: 747, SPD: 32, LUK: 1, Attack: 431052, Defense: 87535, Current HP: 840, A Avg: 1146598, D Avg: 87535, [Diamond Knuckle(152)[230, 230, 230], Energy Shield(227)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 153: HP: 1083, STR: 346296, VIT: 1280, SPD: 32, LUK: 1, Attack: 431084, Defense: 88848, Current HP: 1083, A Avg: 1146683, D Avg: 88848, [Pulse Knife(165)[230, 230, 230], Storm Wall(242)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 152: HP: 980, STR: 345449, VIT: 457, SPD: 32, LUK: 1, Attack: 431093, Defense: 84957, Current HP: 980, A Avg: 1146707, D Avg: 84957, [Gladius(162)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 151: HP: 921, STR: 346186, VIT: 339, SPD: 32, LUK: 1, Attack: 431154, Defense: 87257, Current HP: 921, A Avg: 1146869, D Avg: 87257, [Cluster Bomb(170)[230, 230, 230], White Hole(230)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 150: HP: 1045, STR: 346363, VIT: 589, SPD: 32, LUK: 1, Attack: 431175, Defense: 87390, Current HP: 1045, A Avg: 1146925, D Avg: 87390, [Granada(150)[230, 230, 230], Riot(236)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 149: HP: 750, STR: 346403, VIT: 572, SPD: 32, LUK: 1, Attack: 431191, Defense: 84461, Current HP: 750, A Avg: 1146968, D Avg: 84461, [Pulse Knife(165)[230, 230, 230], Small Lion(219)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 148: HP: 678, STR: 346420, VIT: 580, SPD: 32, LUK: 1, Attack: 431208, Defense: 84586, Current HP: 678, A Avg: 1147013, D Avg: 84586, [Pulse Knife(165)[230, 230, 230], Small Dragon Sword(224)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 147: HP: 703, STR: 346564, VIT: 406, SPD: 32, LUK: 1, Attack: 431220, Defense: 85374, Current HP: 703, A Avg: 1147045, D Avg: 85374, [Penetra(161)[230, 230, 230], Huge Shield(234)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 146: HP: 1187, STR: 346499, VIT: 1191, SPD: 32, LUK: 1, Attack: 431233, Defense: 87979, Current HP: 1187, A Avg: 1147079, D Avg: 87979, [Irruption(154)[230, 230, 230], Golem Shield(245)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 145: HP: 1007, STR: 345952, VIT: 651, SPD: 32, LUK: 1, Attack: 431286, Defense: 84657, Current HP: 1007, A Avg: 1147220, D Avg: 84657, [Impulse(166)[230, 230, 230], Wings of Beast(210)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 144: HP: 988, STR: 345952, VIT: 2102, SPD: 32, LUK: 1, Attack: 431286, Defense: 87772, Current HP: 988, A Avg: 1147220, D Avg: 87772, [Impulse(166)[230, 230, 230], Shield of Thousand(246)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 143: HP: 826, STR: 346330, VIT: 387, SPD: 32, LUK: 1, Attack: 431298, Defense: 87305, Current HP: 826, A Avg: 1147252, D Avg: 87305, [Cluster Bomb(170)[230, 230, 230], White Hole(230)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 142: HP: 950, STR: 346507, VIT: 640, SPD: 32, LUK: 1, Attack: 431319, Defense: 87441, Current HP: 950, A Avg: 1147308, D Avg: 87441, [Granada(150)[230, 230, 230], Riot(236)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 141: HP: 798, STR: 346478, VIT: 550, SPD: 32, LUK: 1, Attack: 431319, Defense: 85544, Current HP: 798, A Avg: 1147308, D Avg: 85544, [Grand Slam(163)[230, 230, 230], Metalization(228)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 140: HP: 608, STR: 346708, VIT: 457, SPD: 32, LUK: 1, Attack: 431364, Defense: 85425, Current HP: 608, A Avg: 1147428, D Avg: 85425, [Penetra(161)[230, 230, 230], Huge Shield(234)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 139: HP: 1092, STR: 346643, VIT: 1242, SPD: 32, LUK: 1, Attack: 431377, Defense: 88030, Current HP: 1092, A Avg: 1147462, D Avg: 88030, [Irruption(154)[230, 230, 230], Golem Shield(245)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 138: HP: 1219, STR: 346291, VIT: 261, SPD: 32, LUK: 1, Attack: 431389, Defense: 84189, Current HP: 1219, A Avg: 1147494, D Avg: 84189, [Yggdrasil(126)[230, 230, 230], Hardwood Shield(223)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 137: HP: 1098, STR: 346076, VIT: 651, SPD: 32, LUK: 1, Attack: 431410, Defense: 85151, Current HP: 1098, A Avg: 1147550, D Avg: 85151, [Impulse(166)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 136: HP: 2204, STR: 346669, VIT: 277, SPD: 32, LUK: 1, Attack: 431507, Defense: 86194, Current HP: 2204, A Avg: 1147808, D Avg: 86194, [Willow Blade(157)[230, 230, 230], Frying Pan(231)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 135: HP: 1124, STR: 346435, VIT: 312, SPD: 32, LUK: 1, Attack: 431533, Defense: 84240, Current HP: 1124, A Avg: 1147877, D Avg: 84240, [Yggdrasil(126)[230, 230, 230], Hardwood Shield(223)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 134: HP: 1444, STR: 346687, VIT: 637, SPD: 32, LUK: 1, Attack: 431610, Defense: 87438, Current HP: 1444, A Avg: 1148082, D Avg: 87438, [Pangaea(164)[230, 230, 230], Riot(236)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 133: HP: 2109, STR: 346813, VIT: 328, SPD: 32, LUK: 1, Attack: 431651, Defense: 86245, Current HP: 2109, A Avg: 1148191, D Avg: 86245, [Willow Blade(157)[230, 230, 230], Frying Pan(231)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 132: HP: 1007, STR: 346326, VIT: 620, SPD: 32, LUK: 1, Attack: 431660, Defense: 84483, Current HP: 1007, A Avg: 1148215, D Avg: 84483, [Impulse(166)[230, 230, 230], Small Sword(218)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 131: HP: 769, STR: 346366, VIT: 385, SPD: 32, LUK: 1, Attack: 431698, Defense: 84313, Current HP: 769, A Avg: 1148316, D Avg: 84313, [Tower(149)[230, 230, 230], Tower Shield(213)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 130: HP: 1558, STR: 346382, VIT: 1358, SPD: 32, LUK: 1, Attack: 431716, Defense: 88926, Current HP: 1558, A Avg: 1148364, D Avg: 88926, [Impulse(166)[230, 230, 230], Storm Wall(242)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 129: HP: 1349, STR: 346831, VIT: 688, SPD: 32, LUK: 1, Attack: 431754, Defense: 87489, Current HP: 1349, A Avg: 1148465, D Avg: 87489, [Pangaea(164)[230, 230, 230], Riot(236)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 128: HP: 1225, STR: 346489, VIT: 651, SPD: 32, LUK: 1, Attack: 431823, Defense: 84540, Current HP: 1225, A Avg: 1148649, D Avg: 84540, [Impulse(166)[230, 230, 230], Small Lion(219)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 127: HP: 1153, STR: 346506, VIT: 659, SPD: 32, LUK: 1, Attack: 431840, Defense: 84665, Current HP: 1153, A Avg: 1148694, D Avg: 84665, [Impulse(166)[230, 230, 230], Small Dragon Sword(224)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 126: HP: 513, STR: 347225, VIT: 504, SPD: 32, LUK: 1, Attack: 432013, Defense: 84692, Current HP: 513, A Avg: 1149154, D Avg: 84692, [Pulse Knife(165)[230, 230, 230], Dragon Sword(225)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 125: HP: 1016, STR: 346132, VIT: 467, SPD: 34, LUK: 1, Attack: 432101, Defense: 86345, Current HP: 1016, A Avg: 1149388, D Avg: 86345, [Fire Chariot(138)[230, 230, 230], Sticky thread shield(247)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 124: HP: 974, STR: 346420, VIT: 364, SPD: 32, LUK: 1, Attack: 432168, Defense: 85982, Current HP: 974, A Avg: 1149566, D Avg: 85982, [Scythe of the Grim Reaper(148)[230, 230, 230], Mask of the Grim Reaper(214)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 123: HP: 921, STR: 346276, VIT: 515, SPD: 34, LUK: 1, Attack: 432245, Defense: 86393, Current HP: 921, A Avg: 1149771, D Avg: 86393, [Fire Chariot(138)[230, 230, 230], Sticky thread shield(247)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 122: HP: 874, STR: 346564, VIT: 412, SPD: 32, LUK: 1, Attack: 432312, Defense: 86030, Current HP: 874, A Avg: 1149949, D Avg: 86030, [Scythe of the Grim Reaper(148)[230, 230, 230], Mask of the Grim Reaper(214)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 121: HP: 2679, STR: 346568, VIT: 457, SPD: 32, LUK: 1, Attack: 432420, Defense: 86374, Current HP: 2679, A Avg: 1150237, D Avg: 86374, [Santoku(159)[230, 230, 230], Frying Pan(231)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 120: HP: 1064, STR: 348515, VIT: 176, SPD: 34, LUK: 1, Attack: 432515, Defense: 86964, Current HP: 1064, A Avg: 1150489, D Avg: 86964, [Kirisame(129)[230, 230, 230], C Magnum(239)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 119: HP: 627, STR: 347005, VIT: 419, SPD: 32, LUK: 1, Attack: 432545, Defense: 84425, Current HP: 627, A Avg: 1150569, D Avg: 84425, [Zodiac(184)[230, 230, 230], Wings of Beast(210)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 118: HP: 608, STR: 347005, VIT: 1870, SPD: 32, LUK: 1, Attack: 432545, Defense: 87540, Current HP: 608, A Avg: 1150569, D Avg: 87540, [Zodiac(184)[230, 230, 230], Shield of Thousand(246)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 117: HP: 731, STR: 347758, VIT: 644, SPD: 32, LUK: 1, Attack: 432546, Defense: 85872, Current HP: 731, A Avg: 1150572, D Avg: 85872, [Pulse Knife(165)[230, 230, 230], Wave Motion Sword(226)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 116: HP: 2584, STR: 346712, VIT: 508, SPD: 32, LUK: 1, Attack: 432564, Defense: 86425, Current HP: 2584, A Avg: 1150620, D Avg: 86425, [Santoku(159)[230, 230, 230], Frying Pan(231)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 115: HP: 988, STR: 347311, VIT: 582, SPD: 32, LUK: 1, Attack: 432645, Defense: 84770, Current HP: 988, A Avg: 1150835, D Avg: 84770, [Impulse(166)[230, 230, 230], Dragon Sword(225)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 114: HP: 1263, STR: 348533, VIT: 176, SPD: 34, LUK: 1, Attack: 432654, Defense: 86964, Current HP: 1263, A Avg: 1150859, D Avg: 86964, [Black Kirisame(130)[230, 230, 230], C Magnum(239)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 113: HP: 969, STR: 348659, VIT: 224, SPD: 34, LUK: 1, Attack: 432659, Defense: 87012, Current HP: 969, A Avg: 1150872, D Avg: 87012, [Kirisame(129)[230, 230, 230], C Magnum(239)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 112: HP: 718, STR: 347130, VIT: 419, SPD: 32, LUK: 1, Attack: 432670, Defense: 84919, Current HP: 718, A Avg: 1150902, D Avg: 84919, [Zodiac(184)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 111: HP: 1168, STR: 348677, VIT: 224, SPD: 34, LUK: 1, Attack: 432798, Defense: 87012, Current HP: 1168, A Avg: 1151242, D Avg: 87012, [Black Kirisame(130)[230, 230, 230], C Magnum(239)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 110: HP: 627, STR: 347379, VIT: 388, SPD: 32, LUK: 1, Attack: 432919, Defense: 84251, Current HP: 627, A Avg: 1151564, D Avg: 84251, [Zodiac(184)[230, 230, 230], Small Sword(218)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 109: HP: 1174, STR: 348044, VIT: 362, SPD: 32, LUK: 1, Attack: 432973, Defense: 86578, Current HP: 1174, A Avg: 1151708, D Avg: 86578, [Jack Knife(185)[230, 230, 230], King Shield(248)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 108: HP: 1178, STR: 347435, VIT: 1126, SPD: 32, LUK: 1, Attack: 432975, Defense: 88694, Current HP: 1178, A Avg: 1151713, D Avg: 88694, [Zodiac(184)[230, 230, 230], Storm Wall(242)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 107: HP: 845, STR: 347543, VIT: 419, SPD: 32, LUK: 1, Attack: 433083, Defense: 84308, Current HP: 845, A Avg: 1152000, D Avg: 84308, [Zodiac(184)[230, 230, 230], Small Lion(219)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 106: HP: 640, STR: 348512, VIT: 147, SPD: 32, LUK: 1, Attack: 433090, Defense: 84166, Current HP: 640, A Avg: 1152019, D Avg: 84166, [Magical(187)[230, 230, 230], Prism Shield(212)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 105: HP: 773, STR: 347560, VIT: 427, SPD: 32, LUK: 1, Attack: 433100, Defense: 84433, Current HP: 773, A Avg: 1152045, D Avg: 84433, [Zodiac(184)[230, 230, 230], Small Dragon Sword(224)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 104: HP: 460, STR: 346575, VIT: 822, SPD: 32, LUK: 1, Attack: 433103, Defense: 87610, Current HP: 460, A Avg: 1152053, D Avg: 87610, [Moon Knuckle(153)[230, 230, 230], Energy Shield(227)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 103: HP: 1079, STR: 348188, VIT: 413, SPD: 32, LUK: 1, Attack: 433117, Defense: 86629, Current HP: 1079, A Avg: 1152091, D Avg: 86629, [Jack Knife(185)[230, 230, 230], King Shield(248)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
