Rank 1000: HP: 1080, STR: 449193, VIT: 265, SPD: 64, LUK: 1, Attack: 536854, Defense: 83988, Current HP: 1080, A Avg: 1428031, D Avg: 83988, [Neural Edge(190)[630, 630, 630], Pot Lid(201)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 223: HP: 1516, STR: 521854, VIT: 1083, SPD: 64, LUK: 1, Attack: 607394, Defense: 86701, Current HP: 1516, A Avg: 1615668, D Avg: 86701, [Zodiac(184)[630, 630, 630], Mask of the Grim Reaper(214)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 222: HP: 1284, STR: 521858, VIT: 1312, SPD: 64, LUK: 1, Attack: 607398, Defense: 86150, Current HP: 1284, A Avg: 1615678, D Avg: 86150, [Zodiac(184)[630, 630, 630], Bulletproof Shield(235)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 221: HP: 1453, STR: 521900, VIT: 1021, SPD: 64, LUK: 1, Attack: 607440, Defense: 85885, Current HP: 1453, A Avg: 1615790, D Avg: 85885, [Zodiac(184)[630, 630, 630], Dragon's Head(217)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 220: HP: 1377, STR: 521900, VIT: 1030, SPD: 68, LUK: 1, Attack: 607440, Defense: 85452, Current HP: 1377, A Avg: 1615790, D Avg: 85452, [Zodiac(184)[630, 630, 630], Superconducting Barrier(220)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 219: HP: 1453, STR: 522026, VIT: 1378, SPD: 64, LUK: 1, Attack: 607566, Defense: 88179, Current HP: 1453, A Avg: 1616125, D Avg: 88179, [Zodiac(184)[630, 630, 630], Riot(236)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 218: HP: 1026, STR: 522492, VIT: 1124, SPD: 64, LUK: 1, Attack: 608032, Defense: 85715, Current HP: 1026, A Avg: 1617365, D Avg: 85715, [Zodiac(184)[630, 630, 630], Black Hole(229)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 217: HP: 1396, STR: 522492, VIT: 1187, SPD: 64, LUK: 1, Attack: 608032, Defense: 88105, Current HP: 1396, A Avg: 1617365, D Avg: 88105, [Zodiac(184)[630, 630, 630], White Hole(230)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 216: HP: 1824, STR: 523273, VIT: 984, SPD: 68, LUK: 1, Attack: 608061, Defense: 87772, Current HP: 1824, A Avg: 1617442, D Avg: 87772, [Pulse Knife(165)[630, 630, 630], C Magnum(239)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 215: HP: 2060, STR: 522538, VIT: 1172, SPD: 64, LUK: 1, Attack: 608078, Defense: 87284, Current HP: 2060, A Avg: 1617487, D Avg: 87284, [Zodiac(184)[630, 630, 630], Goblin Hand(250)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 214: HP: 1368, STR: 522580, VIT: 1332, SPD: 64, LUK: 1, Attack: 608120, Defense: 86326, Current HP: 1368, A Avg: 1617599, D Avg: 86326, [Zodiac(184)[630, 630, 630], Metalization(228)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 213: HP: 1704, STR: 522328, VIT: 984, SPD: 64, LUK: 1, Attack: 608206, Defense: 85718, Current HP: 1704, A Avg: 1617827, D Avg: 85718, [Blue Sword(180)[630, 630, 630], Slafield(232)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 212: HP: 2679, STR: 523357, VIT: 1094, SPD: 68, LUK: 1, Attack: 608691, Defense: 87882, Current HP: 2679, A Avg: 1619118, D Avg: 87882, [Impulse(166)[630, 630, 630], C Magnum(239)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 211: HP: 4978, STR: 523080, VIT: 1892, SPD: 64, LUK: 1, Attack: 608893, Defense: 91670, Current HP: 4978, A Avg: 1619655, D Avg: 91670, [Spear of Regression(182)[630, 630, 630], Blank Shield(244)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 210: HP: 4170, STR: 521156, VIT: 2329, SPD: 64, LUK: 1, Attack: 608984, Defense: 89754, Current HP: 4170, A Avg: 1619897, D Avg: 89754, [Stargazer(183)[630, 630, 630], Cloud Shield(241)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 209: HP: 988, STR: 523496, VIT: 702, SPD: 68, LUK: 1, Attack: 609036, Defense: 84838, Current HP: 988, A Avg: 1620035, D Avg: 84838, [Zodiac(184)[630, 630, 630], Magnum(237)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 208: HP: 988, STR: 524080, VIT: 702, SPD: 68, LUK: 1, Attack: 609620, Defense: 85046, Current HP: 988, A Avg: 1621589, D Avg: 85046, [Zodiac(184)[630, 630, 630], V Magnum(238)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 207: HP: 1919, STR: 525646, VIT: 702, SPD: 68, LUK: 1, Attack: 611186, Defense: 87490, Current HP: 1919, A Avg: 1625754, D Avg: 87490, [Zodiac(184)[630, 630, 630], C Magnum(239)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 206: HP: 1368, STR: 529682, VIT: 1396, SPD: 64, LUK: 1, Attack: 613558, Defense: 88964, Current HP: 1368, A Avg: 1632064, D Avg: 88964, [Tornado(111)[630, 630, 630], Storm Wall(242)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 205: HP: 1368, STR: 529871, VIT: 1396, SPD: 64, LUK: 1, Attack: 614020, Defense: 88964, Current HP: 1368, A Avg: 1633293, D Avg: 88964, [Giant Tornado(114)[630, 630, 630], Storm Wall(242)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 204: HP: 969, STR: 530971, VIT: 192, SPD: 64, LUK: 1, Attack: 614743, Defense: 84120, Current HP: 969, A Avg: 1635216, D Avg: 84120, [Short Sword(103)[630, 630, 630], Tower Shield(213)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 203: HP: 1428, STR: 531104, VIT: 234, SPD: 64, LUK: 1, Attack: 614830, Defense: 84162, Current HP: 1428, A Avg: 1635447, D Avg: 84162, [Wooden Stick(101)[630, 630, 630], Hardwood Shield(223)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 202: HP: 1428, STR: 531104, VIT: 234, SPD: 64, LUK: 1, Attack: 614869, Defense: 84162, Current HP: 1428, A Avg: 1635551, D Avg: 84162, [Club(102)[630, 630, 630], Hardwood Shield(223)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 201: HP: 840, STR: 531104, VIT: 158, SPD: 64, LUK: 1, Attack: 614872, Defense: 83891, Current HP: 840, A Avg: 1635559, D Avg: 83891, [Decorative Swords(109)[630, 630, 630], High Pot Lid(202)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 200: HP: 874, STR: 531115, VIT: 243, SPD: 64, LUK: 1, Attack: 614887, Defense: 84171, Current HP: 874, A Avg: 1635599, D Avg: 84171, [Short Sword(103)[630, 630, 630], Tower Shield(213)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 199: HP: 969, STR: 531118, VIT: 192, SPD: 64, LUK: 1, Attack: 614929, Defense: 84120, Current HP: 969, A Avg: 1635711, D Avg: 84120, [Long Sword(104)[630, 630, 630], Tower Shield(213)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 198: HP: 893, STR: 531241, VIT: 183, SPD: 64, LUK: 1, Attack: 615013, Defense: 84046, Current HP: 893, A Avg: 1635934, D Avg: 84046, [Wasp Knife(105)[630, 630, 630], Titanium Shield(205)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 197: HP: 1343, STR: 531266, VIT: 689, SPD: 68, LUK: 1, Attack: 615064, Defense: 86567, Current HP: 1343, A Avg: 1636070, D Avg: 86567, [Ninja(135)[630, 630, 630], Sticky thread shield(247)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 196: HP: 874, STR: 531262, VIT: 243, SPD: 64, LUK: 1, Attack: 615073, Defense: 84171, Current HP: 874, A Avg: 1636094, D Avg: 84171, [Long Sword(104)[630, 630, 630], Tower Shield(213)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 195: HP: 1691, STR: 531241, VIT: 448, SPD: 64, LUK: 1, Attack: 615097, Defense: 84285, Current HP: 1691, A Avg: 1636158, D Avg: 84285, [Emerald Sword(115)[630, 630, 630], Emerald Shield(209)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 194: HP: 798, STR: 531385, VIT: 234, SPD: 64, LUK: 1, Attack: 615157, Defense: 84097, Current HP: 798, A Avg: 1636317, D Avg: 84097, [Wasp Knife(105)[630, 630, 630], Titanium Shield(205)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 193: HP: 1248, STR: 531410, VIT: 737, SPD: 68, LUK: 1, Attack: 615208, Defense: 86615, Current HP: 1248, A Avg: 1636453, D Avg: 86615, [Ninja(135)[630, 630, 630], Sticky thread shield(247)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 192: HP: 1377, STR: 531439, VIT: 749, SPD: 64, LUK: 1, Attack: 615214, Defense: 87550, Current HP: 1377, A Avg: 1636469, D Avg: 87550, [Peacemaker(131)[630, 630, 630], Riot(236)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 191: HP: 1286, STR: 531403, VIT: 2062, SPD: 64, LUK: 1, Attack: 615219, Defense: 88850, Current HP: 1286, A Avg: 1636482, D Avg: 88850, [Hand Axe(140)[630, 630, 630], Golem Shield(245)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 190: HP: 1438, STR: 531244, VIT: 234, SPD: 64, LUK: 1, Attack: 615237, Defense: 84162, Current HP: 1438, A Avg: 1636530, D Avg: 84162, [Sword of Wood(124)[630, 630, 630], Hardwood Shield(223)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 189: HP: 1596, STR: 531385, VIT: 499, SPD: 64, LUK: 1, Attack: 615241, Defense: 84336, Current HP: 1596, A Avg: 1636541, D Avg: 84336, [Emerald Sword(115)[630, 630, 630], Emerald Shield(209)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 188: HP: 1383, STR: 531259, VIT: 2014, SPD: 64, LUK: 1, Attack: 615265, Defense: 88802, Current HP: 1383, A Avg: 1636604, D Avg: 88802, [Crescent(141)[630, 630, 630], Golem Shield(245)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 187: HP: 1260, STR: 531403, VIT: 728, SPD: 64, LUK: 1, Attack: 615292, Defense: 87763, Current HP: 1260, A Avg: 1636676, D Avg: 87763, [Iron Lumps(108)[630, 630, 630], Warrior's Shield(249)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 186: HP: 1400, STR: 531399, VIT: 753, SPD: 68, LUK: 1, Attack: 615301, Defense: 86631, Current HP: 1400, A Avg: 1636700, D Avg: 86631, [Crossed Shuriken(136)[630, 630, 630], Sticky thread shield(247)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 185: HP: 1415, STR: 531403, VIT: 749, SPD: 64, LUK: 1, Attack: 615305, Defense: 87550, Current HP: 1415, A Avg: 1636711, D Avg: 87550, [Daydream(132)[630, 630, 630], Riot(236)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 184: HP: 1282, STR: 531583, VIT: 800, SPD: 64, LUK: 1, Attack: 615358, Defense: 87601, Current HP: 1282, A Avg: 1636852, D Avg: 87601, [Peacemaker(131)[630, 630, 630], Riot(236)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 183: HP: 1377, STR: 531406, VIT: 856, SPD: 64, LUK: 1, Attack: 615373, Defense: 87696, Current HP: 1377, A Avg: 1636892, D Avg: 87696, [Phantom Sword(117)[630, 630, 630], Aurora Shield(240)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 182: HP: 883, STR: 531403, VIT: 243, SPD: 64, LUK: 1, Attack: 615402, Defense: 84171, Current HP: 883, A Avg: 1636969, D Avg: 84171, [Greatsword(127)[630, 630, 630], Tower Shield(213)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 181: HP: 1288, STR: 531403, VIT: 2065, SPD: 64, LUK: 1, Attack: 615409, Defense: 88853, Current HP: 1288, A Avg: 1636987, D Avg: 88853, [Crescent(141)[630, 630, 630], Golem Shield(245)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 180: HP: 1305, STR: 531543, VIT: 801, SPD: 68, LUK: 1, Attack: 615445, Defense: 86679, Current HP: 1305, A Avg: 1637083, D Avg: 86679, [Crossed Shuriken(136)[630, 630, 630], Sticky thread shield(247)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 179: HP: 1320, STR: 531547, VIT: 800, SPD: 64, LUK: 1, Attack: 615449, Defense: 87601, Current HP: 1320, A Avg: 1637094, D Avg: 87601, [Daydream(132)[630, 630, 630], Riot(236)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 178: HP: 1282, STR: 531550, VIT: 904, SPD: 64, LUK: 1, Attack: 615517, Defense: 87744, Current HP: 1282, A Avg: 1637275, D Avg: 87744, [Phantom Sword(117)[630, 630, 630], Aurora Shield(240)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 177: HP: 1260, STR: 531543, VIT: 728, SPD: 64, LUK: 1, Attack: 615549, Defense: 87763, Current HP: 1260, A Avg: 1637360, D Avg: 87763, [Great Iron Mass(122)[630, 630, 630], Warrior's Shield(249)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 176: HP: 3344, STR: 531680, VIT: 448, SPD: 64, LUK: 1, Attack: 615621, Defense: 86365, Current HP: 3344, A Avg: 1637551, D Avg: 86365, [Rusty Knife(156)[630, 630, 630], Frying Pan(231)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 175: HP: 1415, STR: 531543, VIT: 948, SPD: 64, LUK: 1, Attack: 615731, Defense: 87749, Current HP: 1415, A Avg: 1637844, D Avg: 87749, [Cagliostro(133)[630, 630, 630], Riot(236)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 174: HP: 1913, STR: 531558, VIT: 183, SPD: 64, LUK: 1, Attack: 615746, Defense: 84111, Current HP: 1913, A Avg: 1637884, D Avg: 84111, [Sword of the Spirit Tree(125)[630, 630, 630], Hardwood Shield(223)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 173: HP: 3249, STR: 531824, VIT: 499, SPD: 64, LUK: 1, Attack: 615765, Defense: 86416, Current HP: 3249, A Avg: 1637934, D Avg: 86416, [Rusty Knife(156)[630, 630, 630], Frying Pan(231)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 172: HP: 1187, STR: 531684, VIT: 817, SPD: 68, LUK: 1, Attack: 615794, Defense: 86695, Current HP: 1187, A Avg: 1638012, D Avg: 86695, [Windmill(137)[630, 630, 630], Sticky thread shield(247)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 171: HP: 1392, STR: 531410, VIT: 846, SPD: 64, LUK: 1, Attack: 615832, Defense: 87686, Current HP: 1392, A Avg: 1638113, D Avg: 87686, [Dreaming Sword(128)[630, 630, 630], Aurora Shield(240)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 170: HP: 1320, STR: 531687, VIT: 999, SPD: 64, LUK: 1, Attack: 615875, Defense: 87800, Current HP: 1320, A Avg: 1638227, D Avg: 87800, [Cagliostro(133)[630, 630, 630], Riot(236)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 169: HP: 1818, STR: 531702, VIT: 234, SPD: 64, LUK: 1, Attack: 615890, Defense: 84162, Current HP: 1818, A Avg: 1638267, D Avg: 84162, [Sword of the Spirit Tree(125)[630, 630, 630], Hardwood Shield(223)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 168: HP: 1227, STR: 531820, VIT: 515, SPD: 64, LUK: 1, Attack: 615930, Defense: 84443, Current HP: 1227, A Avg: 1638373, D Avg: 84443, [Dragon Killer(139)[630, 630, 630], Tower Shield(213)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 167: HP: 1092, STR: 531828, VIT: 865, SPD: 68, LUK: 1, Attack: 615938, Defense: 86743, Current HP: 1092, A Avg: 1638395, D Avg: 86743, [Windmill(137)[630, 630, 630], Sticky thread shield(247)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 166: HP: 1860, STR: 532126, VIT: 628, SPD: 64, LUK: 1, Attack: 615950, Defense: 86740, Current HP: 1860, A Avg: 1638426, D Avg: 86740, [Stun Knuckle(106)[630, 630, 630], Goblin Hand(250)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 165: HP: 1297, STR: 531554, VIT: 894, SPD: 64, LUK: 1, Attack: 615976, Defense: 87734, Current HP: 1297, A Avg: 1638496, D Avg: 87734, [Dreaming Sword(128)[630, 630, 630], Aurora Shield(240)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 164: HP: 1620, STR: 531666, VIT: 1038, SPD: 64, LUK: 1, Attack: 615984, Defense: 87826, Current HP: 1620, A Avg: 1638517, D Avg: 87826, [Ruby Knuckle(151)[630, 630, 630], Energy Shield(227)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 163: HP: 1757, STR: 531684, VIT: 2216, SPD: 64, LUK: 1, Attack: 616197, Defense: 89004, Current HP: 1757, A Avg: 1639084, D Avg: 89004, [Volcano(142)[630, 630, 630], Golem Shield(245)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 162: HP: 1670, STR: 531684, VIT: 860, SPD: 64, LUK: 1, Attack: 616197, Defense: 87895, Current HP: 1670, A Avg: 1639084, D Avg: 87895, [Maximum Iron Mass(123)[630, 630, 630], Warrior's Shield(249)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 161: HP: 912, STR: 531497, VIT: 1116, SPD: 64, LUK: 1, Attack: 616285, Defense: 85122, Current HP: 912, A Avg: 1639318, D Avg: 85122, [Pulse Knife(165)[630, 630, 630], Wings of Beast(210)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 160: HP: 893, STR: 531497, VIT: 4104, SPD: 64, LUK: 1, Attack: 616285, Defense: 89774, Current HP: 893, A Avg: 1639318, D Avg: 89774, [Pulse Knife(165)[630, 630, 630], Shield of Thousand(246)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 159: HP: 1892, STR: 530650, VIT: 905, SPD: 64, LUK: 1, Attack: 616294, Defense: 85405, Current HP: 1892, A Avg: 1639342, D Avg: 85405, [Gladius(162)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 158: HP: 1662, STR: 531828, VIT: 2267, SPD: 64, LUK: 1, Attack: 616341, Defense: 89055, Current HP: 1662, A Avg: 1639467, D Avg: 89055, [Volcano(142)[630, 630, 630], Golem Shield(245)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 157: HP: 4199, STR: 531680, VIT: 814, SPD: 64, LUK: 1, Attack: 616388, Defense: 86731, Current HP: 4199, A Avg: 1639592, D Avg: 86731, [Thin Blade(158)[630, 630, 630], Frying Pan(231)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 156: HP: 1079, STR: 531707, VIT: 1116, SPD: 64, LUK: 1, Attack: 616495, Defense: 85616, Current HP: 1079, A Avg: 1639876, D Avg: 85616, [Pulse Knife(165)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 155: HP: 4104, STR: 531824, VIT: 865, SPD: 64, LUK: 1, Attack: 616532, Defense: 86782, Current HP: 4104, A Avg: 1639975, D Avg: 86782, [Thin Blade(158)[630, 630, 630], Frying Pan(231)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 154: HP: 1640, STR: 532018, VIT: 1163, SPD: 64, LUK: 1, Attack: 616668, Defense: 87951, Current HP: 1640, A Avg: 1640336, D Avg: 87951, [Diamond Knuckle(152)[630, 630, 630], Energy Shield(227)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 153: HP: 1463, STR: 531927, VIT: 2240, SPD: 64, LUK: 1, Attack: 616715, Defense: 89808, Current HP: 1463, A Avg: 1640461, D Avg: 89808, [Pulse Knife(165)[630, 630, 630], Storm Wall(242)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 152: HP: 1491, STR: 531802, VIT: 595, SPD: 64, LUK: 1, Attack: 616770, Defense: 87513, Current HP: 1491, A Avg: 1640608, D Avg: 87513, [Cluster Bomb(170)[630, 630, 630], White Hole(230)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 151: HP: 1178, STR: 532022, VIT: 754, SPD: 64, LUK: 1, Attack: 616863, Defense: 85748, Current HP: 1178, A Avg: 1640855, D Avg: 85748, [Grand Slam(163)[630, 630, 630], Metalization(228)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 150: HP: 1396, STR: 531946, VIT: 643, SPD: 64, LUK: 1, Attack: 616914, Defense: 87561, Current HP: 1396, A Avg: 1640991, D Avg: 87561, [Cluster Bomb(170)[630, 630, 630], White Hole(230)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 149: HP: 912, STR: 532129, VIT: 1054, SPD: 64, LUK: 1, Attack: 616917, Defense: 84917, Current HP: 912, A Avg: 1640999, D Avg: 84917, [Pulse Knife(165)[630, 630, 630], Small Sword(218)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 148: HP: 1767, STR: 531583, VIT: 1227, SPD: 64, LUK: 1, Attack: 616917, Defense: 85233, Current HP: 1767, A Avg: 1640999, D Avg: 85233, [Impulse(166)[630, 630, 630], Wings of Beast(210)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 147: HP: 1748, STR: 531583, VIT: 4214, SPD: 64, LUK: 1, Attack: 616917, Defense: 89884, Current HP: 1748, A Avg: 1640999, D Avg: 89884, [Impulse(166)[630, 630, 630], Shield of Thousand(246)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 146: HP: 1805, STR: 532123, VIT: 1031, SPD: 64, LUK: 1, Attack: 616935, Defense: 87832, Current HP: 1805, A Avg: 1641047, D Avg: 87832, [Granada(150)[630, 630, 630], Riot(236)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 145: HP: 1757, STR: 532332, VIT: 2177, SPD: 64, LUK: 1, Attack: 617066, Defense: 88965, Current HP: 1757, A Avg: 1641395, D Avg: 88965, [Irruption(154)[630, 630, 630], Golem Shield(245)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 144: HP: 2283, STR: 531979, VIT: 465, SPD: 64, LUK: 1, Attack: 617077, Defense: 84393, Current HP: 2283, A Avg: 1641424, D Avg: 84393, [Yggdrasil(126)[630, 630, 630], Hardwood Shield(223)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 143: HP: 1710, STR: 532267, VIT: 1082, SPD: 64, LUK: 1, Attack: 617079, Defense: 87883, Current HP: 1710, A Avg: 1641430, D Avg: 87883, [Granada(150)[630, 630, 630], Riot(236)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 142: HP: 1934, STR: 531793, VIT: 1227, SPD: 64, LUK: 1, Attack: 617127, Defense: 85727, Current HP: 1934, A Avg: 1641557, D Avg: 85727, [Impulse(166)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 141: HP: 1083, STR: 532540, VIT: 780, SPD: 64, LUK: 1, Attack: 617196, Defense: 85748, Current HP: 1083, A Avg: 1641741, D Avg: 85748, [Penetra(161)[630, 630, 630], Huge Shield(234)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 140: HP: 1662, STR: 532476, VIT: 2228, SPD: 64, LUK: 1, Attack: 617210, Defense: 89016, Current HP: 1662, A Avg: 1641778, D Avg: 89016, [Irruption(154)[630, 630, 630], Golem Shield(245)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 139: HP: 2188, STR: 532123, VIT: 516, SPD: 64, LUK: 1, Attack: 617221, Defense: 84444, Current HP: 2188, A Avg: 1641807, D Avg: 84444, [Yggdrasil(126)[630, 630, 630], Hardwood Shield(223)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 138: HP: 1320, STR: 532464, VIT: 1116, SPD: 64, LUK: 1, Attack: 617252, Defense: 85005, Current HP: 1320, A Avg: 1641890, D Avg: 85005, [Pulse Knife(165)[630, 630, 630], Small Lion(219)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 137: HP: 1339, STR: 531982, VIT: 657, SPD: 64, LUK: 1, Attack: 617314, Defense: 84585, Current HP: 1339, A Avg: 1642055, D Avg: 84585, [Tower(149)[630, 630, 630], Tower Shield(213)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 136: HP: 988, STR: 532684, VIT: 831, SPD: 64, LUK: 1, Attack: 617340, Defense: 85799, Current HP: 988, A Avg: 1642124, D Avg: 85799, [Penetra(161)[630, 630, 630], Huge Shield(234)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 135: HP: 2318, STR: 532013, VIT: 2350, SPD: 64, LUK: 1, Attack: 617347, Defense: 89918, Current HP: 2318, A Avg: 1642143, D Avg: 89918, [Impulse(166)[630, 630, 630], Storm Wall(242)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 134: HP: 1172, STR: 532567, VIT: 1124, SPD: 64, LUK: 1, Attack: 617355, Defense: 85130, Current HP: 1172, A Avg: 1642164, D Avg: 85130, [Pulse Knife(165)[630, 630, 630], Small Dragon Sword(224)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 133: HP: 1767, STR: 532215, VIT: 1164, SPD: 64, LUK: 1, Attack: 617549, Defense: 85027, Current HP: 1767, A Avg: 1642680, D Avg: 85027, [Impulse(166)[630, 630, 630], Small Sword(218)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 132: HP: 3344, STR: 532717, VIT: 515, SPD: 64, LUK: 1, Attack: 617555, Defense: 86432, Current HP: 3344, A Avg: 1642696, D Avg: 86432, [Willow Blade(157)[630, 630, 630], Frying Pan(231)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 131: HP: 1586, STR: 531676, VIT: 883, SPD: 68, LUK: 1, Attack: 617645, Defense: 86761, Current HP: 1586, A Avg: 1642935, D Avg: 86761, [Fire Chariot(138)[630, 630, 630], Sticky thread shield(247)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 130: HP: 3249, STR: 532861, VIT: 566, SPD: 64, LUK: 1, Attack: 617699, Defense: 86483, Current HP: 3249, A Avg: 1643079, D Avg: 86483, [Willow Blade(157)[630, 630, 630], Frying Pan(231)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 129: HP: 2584, STR: 532807, VIT: 1147, SPD: 64, LUK: 1, Attack: 617730, Defense: 87948, Current HP: 2584, A Avg: 1643161, D Avg: 87948, [Pangaea(164)[630, 630, 630], Riot(236)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 128: HP: 1491, STR: 531820, VIT: 931, SPD: 68, LUK: 1, Attack: 617789, Defense: 86809, Current HP: 1491, A Avg: 1643318, D Avg: 86809, [Fire Chariot(138)[630, 630, 630], Sticky thread shield(247)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 127: HP: 2489, STR: 532951, VIT: 1198, SPD: 64, LUK: 1, Attack: 617874, Defense: 87999, Current HP: 2489, A Avg: 1643544, D Avg: 87999, [Pangaea(164)[630, 630, 630], Riot(236)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
