Rank 1000: HP: 460, STR: 240, VIT: 272, SPD: 1, LUK: 1, Attack: 86729, Defense: 84148, Current HP: 460, A Avg: 109278, D Avg: 84148, [Cuttlefish(178)[0, 0, 0], Magic Shield(207)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 209: HP: 660, STR: 189, VIT: 126, SPD: 1, LUK: 1, Attack: 92375, Defense: 84015, Current HP: 660, A Avg: 115468, D Avg: 84015, [Big Bang(171)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 208: HP: 693, STR: 189, VIT: 110, SPD: 1, LUK: 1, Attack: 92375, Defense: 83986, Current HP: 693, A Avg: 115468, D Avg: 83986, [Big Bang(171)[0, 0, 0], Magic Shield(207)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 207: HP: 680, STR: 189, VIT: 108, SPD: 1, LUK: 1, Attack: 92375, Defense: 83945, Current HP: 680, A Avg: 115468, D Avg: 83945, [Big Bang(171)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 206: HP: 756, STR: 189, VIT: 110, SPD: 1, LUK: 1, Attack: 92375, Defense: 83882, Current HP: 756, A Avg: 115468, D Avg: 83882, [Big Bang(171)[0, 0, 0], Clear Shield(211)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 205: HP: 798, STR: 189, VIT: 110, SPD: 1, LUK: 1, Attack: 92375, Defense: 84129, Current HP: 798, A Avg: 115468, D Avg: 84129, [Big Bang(171)[0, 0, 0], Prism Shield(212)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 204: HP: 740, STR: 189, VIT: 117, SPD: 1, LUK: 1, Attack: 92375, Defense: 84045, Current HP: 740, A Avg: 115468, D Avg: 84045, [Big Bang(171)[0, 0, 0], Tower Shield(213)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 203: HP: 798, STR: 189, VIT: 119, SPD: 1, LUK: 1, Attack: 92375, Defense: 84681, Current HP: 798, A Avg: 115468, D Avg: 84681, [Big Bang(171)[0, 0, 0], Slime Shield(221)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 202: HP: 700, STR: 189, VIT: 108, SPD: 1, LUK: 1, Attack: 92375, Defense: 84036, Current HP: 700, A Avg: 115468, D Avg: 84036, [Big Bang(171)[0, 0, 0], Hardwood Shield(223)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 201: HP: 693, STR: 189, VIT: 357, SPD: 1, LUK: 1, Attack: 92375, Defense: 87145, Current HP: 693, A Avg: 115468, D Avg: 87145, [Big Bang(171)[0, 0, 0], Energy Shield(227)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 200: HP: 700, STR: 189, VIT: 153, SPD: 1, LUK: 1, Attack: 92375, Defense: 84744, Current HP: 700, A Avg: 115468, D Avg: 84744, [Big Bang(171)[0, 0, 0], Black Hole(229)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 199: HP: 1660, STR: 189, VIT: 108, SPD: 1, LUK: 1, Attack: 92375, Defense: 86025, Current HP: 1660, A Avg: 115468, D Avg: 86025, [Big Bang(171)[0, 0, 0], Frying Pan(231)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 198: HP: 945, STR: 189, VIT: 136, SPD: 1, LUK: 1, Attack: 92375, Defense: 84870, Current HP: 945, A Avg: 115468, D Avg: 84870, [Big Bang(171)[0, 0, 0], Slafield(232)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 197: HP: 840, STR: 189, VIT: 119, SPD: 1, LUK: 1, Attack: 92375, Defense: 85594, Current HP: 840, A Avg: 115468, D Avg: 85594, [Big Bang(171)[0, 0, 0], Mist Shield(233)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 196: HP: 860, STR: 189, VIT: 108, SPD: 1, LUK: 1, Attack: 92375, Defense: 85076, Current HP: 860, A Avg: 115468, D Avg: 85076, [Big Bang(171)[0, 0, 0], Huge Shield(234)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 195: HP: 780, STR: 189, VIT: 221, SPD: 1, LUK: 1, Attack: 92375, Defense: 87061, Current HP: 780, A Avg: 115468, D Avg: 87061, [Big Bang(171)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 194: HP: 693, STR: 189, VIT: 102, SPD: 1, LUK: 1, Attack: 92375, Defense: 87527, Current HP: 693, A Avg: 115468, D Avg: 87527, [Big Bang(171)[0, 0, 0], Cloud Shield(241)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 193: HP: 660, STR: 189, VIT: 102, SPD: 1, LUK: 1, Attack: 92375, Defense: 86891, Current HP: 660, A Avg: 115468, D Avg: 86891, [Big Bang(171)[0, 0, 0], Graffiti(243)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 192: HP: 660, STR: 189, VIT: 102, SPD: 1, LUK: 1, Attack: 92375, Defense: 89880, Current HP: 660, A Avg: 115468, D Avg: 89880, [Big Bang(171)[0, 0, 0], Blank Shield(244)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 191: HP: 1160, STR: 189, VIT: 288, SPD: 1, LUK: 1, Attack: 92375, Defense: 87076, Current HP: 1160, A Avg: 115468, D Avg: 87076, [Big Bang(171)[0, 0, 0], Golem Shield(245)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 190: HP: 960, STR: 189, VIT: 119, SPD: 1, LUK: 1, Attack: 92375, Defense: 85997, Current HP: 960, A Avg: 115468, D Avg: 85997, [Big Bang(171)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 189: HP: 900, STR: 189, VIT: 198, SPD: 1, LUK: 1, Attack: 92375, Defense: 86414, Current HP: 900, A Avg: 115468, D Avg: 86414, [Big Bang(171)[0, 0, 0], King Shield(248)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 188: HP: 1113, STR: 189, VIT: 442, SPD: 1, LUK: 1, Attack: 92375, Defense: 87477, Current HP: 1113, A Avg: 115468, D Avg: 87477, [Big Bang(171)[0, 0, 0], Warrior's Shield(249)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 187: HP: 693, STR: 189, VIT: 102, SPD: 1, LUK: 1, Attack: 92375, Defense: 87150, Current HP: 693, A Avg: 115468, D Avg: 87150, [Big Bang(171)[0, 0, 0], Ghost shield(251)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 186: HP: 836, STR: 1737, VIT: 155, SPD: 1, LUK: 1, Attack: 91646, Defense: 86943, Current HP: 836, A Avg: 115473, D Avg: 86943, [Spectral Sword Shigure(172)[0, 0, 0], C Magnum(239)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 185: HP: 680, STR: 196, VIT: 110, SPD: 1, LUK: 1, Attack: 92382, Defense: 84116, Current HP: 680, A Avg: 115477, D Avg: 84116, [Big Bang(171)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 184: HP: 660, STR: 196, VIT: 102, SPD: 1, LUK: 1, Attack: 92382, Defense: 85772, Current HP: 660, A Avg: 115477, D Avg: 85772, [Big Bang(171)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 183: HP: 701, STR: 199, VIT: 108, SPD: 1, LUK: 1, Attack: 92385, Defense: 85726, Current HP: 701, A Avg: 115481, D Avg: 85726, [Big Bang(171)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 182: HP: 660, STR: 202, VIT: 110, SPD: 1, LUK: 1, Attack: 92388, Defense: 84135, Current HP: 660, A Avg: 115485, D Avg: 84135, [Big Bang(171)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 181: HP: 660, STR: 202, VIT: 216, SPD: 1, LUK: 1, Attack: 92388, Defense: 85054, Current HP: 660, A Avg: 115485, D Avg: 85054, [Big Bang(171)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 180: HP: 760, STR: 205, VIT: 216, SPD: 1, LUK: 1, Attack: 92391, Defense: 87017, Current HP: 760, A Avg: 115488, D Avg: 87017, [Big Bang(171)[0, 0, 0], Riot(236)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 179: HP: 740, STR: 216, VIT: 117, SPD: 1, LUK: 1, Attack: 92402, Defense: 84058, Current HP: 740, A Avg: 115502, D Avg: 84058, [Big Bang(171)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 178: HP: 760, STR: 216, VIT: 118, SPD: 1, LUK: 1, Attack: 92402, Defense: 84358, Current HP: 760, A Avg: 115502, D Avg: 84358, [Big Bang(171)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 177: HP: 700, STR: 224, VIT: 110, SPD: 1, LUK: 1, Attack: 92410, Defense: 84610, Current HP: 700, A Avg: 115512, D Avg: 84610, [Big Bang(171)[0, 0, 0], Hard Wings of Beast(222)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 176: HP: 760, STR: 229, VIT: 118, SPD: 1, LUK: 1, Attack: 92415, Defense: 84982, Current HP: 760, A Avg: 115518, D Avg: 84982, [Big Bang(171)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 175: HP: 680, STR: 229, VIT: 119, SPD: 1, LUK: 1, Attack: 92415, Defense: 84541, Current HP: 680, A Avg: 115518, D Avg: 84541, [Big Bang(171)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 174: HP: 720, STR: 238, VIT: 119, SPD: 1, LUK: 1, Attack: 92424, Defense: 84125, Current HP: 720, A Avg: 115530, D Avg: 84125, [Big Bang(171)[0, 0, 0], Small Dragon Sword(224)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 173: HP: 460, STR: 2527, VIT: 170, SPD: 1, LUK: 1, Attack: 92436, Defense: 84306, Current HP: 460, A Avg: 115545, D Avg: 84306, [Spectral Sword Shigure(172)[0, 0, 0], Magnum(237)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 172: HP: 665, STR: 251, VIT: 144, SPD: 1, LUK: 1, Attack: 92437, Defense: 87062, Current HP: 665, A Avg: 115546, D Avg: 87062, [Big Bang(171)[0, 0, 0], White Hole(230)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 171: HP: 680, STR: 280, VIT: 110, SPD: 1, LUK: 1, Attack: 92466, Defense: 83973, Current HP: 680, A Avg: 115582, D Avg: 83973, [Big Bang(171)[0, 0, 0], Small Sword(218)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 170: HP: 720, STR: 280, VIT: 110, SPD: 1, LUK: 1, Attack: 92466, Defense: 83999, Current HP: 720, A Avg: 115582, D Avg: 83999, [Big Bang(171)[0, 0, 0], Small Lion(219)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 169: HP: 945, STR: 324, VIT: 204, SPD: 1, LUK: 1, Attack: 92510, Defense: 86316, Current HP: 945, A Avg: 115637, D Avg: 86316, [Big Bang(171)[0, 0, 0], Goblin Hand(250)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 168: HP: 660, STR: 336, VIT: 102, SPD: 1, LUK: 1, Attack: 92522, Defense: 84290, Current HP: 660, A Avg: 115652, D Avg: 84290, [Big Bang(171)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 167: HP: 1060, STR: 351, VIT: 378, SPD: 1, LUK: 1, Attack: 92537, Defense: 85372, Current HP: 1060, A Avg: 115671, D Avg: 85372, [Big Bang(171)[0, 0, 0], Metalization(228)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 166: HP: 700, STR: 364, VIT: 122, SPD: 1, LUK: 1, Attack: 92550, Defense: 85350, Current HP: 700, A Avg: 115687, D Avg: 85350, [Big Bang(171)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 165: HP: 1260, STR: 476, VIT: 442, SPD: 1, LUK: 1, Attack: 92662, Defense: 88010, Current HP: 1260, A Avg: 115827, D Avg: 88010, [Big Bang(171)[0, 0, 0], Storm Wall(242)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 164: HP: 460, STR: 2797, VIT: 170, SPD: 1, LUK: 1, Attack: 92706, Defense: 84514, Current HP: 460, A Avg: 115882, D Avg: 84514, [Spectral Sword Shigure(172)[0, 0, 0], V Magnum(238)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 163: HP: 660, STR: 729, VIT: 102, SPD: 1, LUK: 1, Attack: 92915, Defense: 84238, Current HP: 660, A Avg: 116143, D Avg: 84238, [Big Bang(171)[0, 0, 0], Magnum(237)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 162: HP: 660, STR: 756, VIT: 102, SPD: 1, LUK: 1, Attack: 92942, Defense: 87930, Current HP: 660, A Avg: 116177, D Avg: 87930, [Big Bang(171)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 161: HP: 874, STR: 32, VIT: 51, SPD: 1, LUK: 1, Attack: 92218, Defense: 83774, Current HP: 874, A Avg: 116194, D Avg: 83774, [Big Bang(171)[0, 0, 0], Pot Lid(201)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 160: HP: 874, STR: 32, VIT: 51, SPD: 1, LUK: 1, Attack: 92218, Defense: 83784, Current HP: 874, A Avg: 116194, D Avg: 83784, [Big Bang(171)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 159: HP: 836, STR: 32, VIT: 67, SPD: 1, LUK: 1, Attack: 92218, Defense: 83936, Current HP: 836, A Avg: 116194, D Avg: 83936, [Big Bang(171)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 158: HP: 836, STR: 32, VIT: 75, SPD: 1, LUK: 1, Attack: 92218, Defense: 83879, Current HP: 836, A Avg: 116194, D Avg: 83879, [Big Bang(171)[0, 0, 0], Iron Shield(204)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 157: HP: 836, STR: 32, VIT: 54, SPD: 1, LUK: 1, Attack: 92218, Defense: 83917, Current HP: 836, A Avg: 116194, D Avg: 83917, [Big Bang(171)[0, 0, 0], Titanium Shield(205)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 156: HP: 836, STR: 32, VIT: 81, SPD: 1, LUK: 1, Attack: 92218, Defense: 83970, Current HP: 836, A Avg: 116194, D Avg: 83970, [Big Bang(171)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 155: HP: 874, STR: 32, VIT: 64, SPD: 1, LUK: 1, Attack: 92218, Defense: 83940, Current HP: 874, A Avg: 116194, D Avg: 83940, [Big Bang(171)[0, 0, 0], Magic Shield(207)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 154: HP: 858, STR: 32, VIT: 54, SPD: 1, LUK: 1, Attack: 92218, Defense: 83891, Current HP: 858, A Avg: 116194, D Avg: 83891, [Big Bang(171)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 153: HP: 943, STR: 32, VIT: 64, SPD: 1, LUK: 1, Attack: 92218, Defense: 83836, Current HP: 943, A Avg: 116194, D Avg: 83836, [Big Bang(171)[0, 0, 0], Clear Shield(211)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 152: HP: 989, STR: 32, VIT: 64, SPD: 1, LUK: 1, Attack: 92218, Defense: 84083, Current HP: 989, A Avg: 116194, D Avg: 84083, [Big Bang(171)[0, 0, 0], Prism Shield(212)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 151: HP: 924, STR: 32, VIT: 67, SPD: 1, LUK: 1, Attack: 92218, Defense: 83995, Current HP: 924, A Avg: 116194, D Avg: 83995, [Big Bang(171)[0, 0, 0], Tower Shield(213)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 150: HP: 989, STR: 32, VIT: 77, SPD: 1, LUK: 1, Attack: 92218, Defense: 84639, Current HP: 989, A Avg: 116194, D Avg: 84639, [Big Bang(171)[0, 0, 0], Slime Shield(221)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 149: HP: 880, STR: 32, VIT: 54, SPD: 1, LUK: 1, Attack: 92218, Defense: 83982, Current HP: 880, A Avg: 116194, D Avg: 83982, [Big Bang(171)[0, 0, 0], Hardwood Shield(223)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 148: HP: 874, STR: 32, VIT: 441, SPD: 1, LUK: 1, Attack: 92218, Defense: 87229, Current HP: 874, A Avg: 116194, D Avg: 87229, [Big Bang(171)[0, 0, 0], Energy Shield(227)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 147: HP: 880, STR: 32, VIT: 129, SPD: 1, LUK: 1, Attack: 92218, Defense: 84720, Current HP: 880, A Avg: 116194, D Avg: 84720, [Big Bang(171)[0, 0, 0], Black Hole(229)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 146: HP: 1936, STR: 32, VIT: 54, SPD: 1, LUK: 1, Attack: 92218, Defense: 85971, Current HP: 1936, A Avg: 116194, D Avg: 85971, [Big Bang(171)[0, 0, 0], Frying Pan(231)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 145: HP: 1150, STR: 32, VIT: 103, SPD: 1, LUK: 1, Attack: 92218, Defense: 84837, Current HP: 1150, A Avg: 116194, D Avg: 84837, [Big Bang(171)[0, 0, 0], Slafield(232)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 144: HP: 1035, STR: 32, VIT: 77, SPD: 1, LUK: 1, Attack: 92218, Defense: 85552, Current HP: 1035, A Avg: 116194, D Avg: 85552, [Big Bang(171)[0, 0, 0], Mist Shield(233)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 143: HP: 1056, STR: 32, VIT: 54, SPD: 1, LUK: 1, Attack: 92218, Defense: 85022, Current HP: 1056, A Avg: 116194, D Avg: 85022, [Big Bang(171)[0, 0, 0], Huge Shield(234)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 142: HP: 968, STR: 32, VIT: 233, SPD: 1, LUK: 1, Attack: 92218, Defense: 87073, Current HP: 968, A Avg: 116194, D Avg: 87073, [Big Bang(171)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 141: HP: 874, STR: 32, VIT: 51, SPD: 1, LUK: 1, Attack: 92218, Defense: 87476, Current HP: 874, A Avg: 116194, D Avg: 87476, [Big Bang(171)[0, 0, 0], Cloud Shield(241)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 140: HP: 836, STR: 32, VIT: 51, SPD: 1, LUK: 1, Attack: 92218, Defense: 86840, Current HP: 836, A Avg: 116194, D Avg: 86840, [Big Bang(171)[0, 0, 0], Graffiti(243)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 139: HP: 836, STR: 32, VIT: 51, SPD: 1, LUK: 1, Attack: 92218, Defense: 89829, Current HP: 836, A Avg: 116194, D Avg: 89829, [Big Bang(171)[0, 0, 0], Blank Shield(244)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 138: HP: 1386, STR: 32, VIT: 324, SPD: 1, LUK: 1, Attack: 92218, Defense: 87112, Current HP: 1386, A Avg: 116194, D Avg: 87112, [Big Bang(171)[0, 0, 0], Golem Shield(245)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 137: HP: 1166, STR: 32, VIT: 77, SPD: 1, LUK: 1, Attack: 92218, Defense: 85955, Current HP: 1166, A Avg: 116194, D Avg: 85955, [Big Bang(171)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 136: HP: 1100, STR: 32, VIT: 189, SPD: 1, LUK: 1, Attack: 92218, Defense: 86405, Current HP: 1100, A Avg: 116194, D Avg: 86405, [Big Bang(171)[0, 0, 0], King Shield(248)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 135: HP: 1334, STR: 32, VIT: 571, SPD: 1, LUK: 1, Attack: 92218, Defense: 87606, Current HP: 1334, A Avg: 116194, D Avg: 87606, [Big Bang(171)[0, 0, 0], Warrior's Shield(249)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 134: HP: 874, STR: 32, VIT: 51, SPD: 1, LUK: 1, Attack: 92218, Defense: 87099, Current HP: 874, A Avg: 116194, D Avg: 87099, [Big Bang(171)[0, 0, 0], Ghost shield(251)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 133: HP: 858, STR: 34, VIT: 64, SPD: 1, LUK: 1, Attack: 92220, Defense: 84070, Current HP: 858, A Avg: 116197, D Avg: 84070, [Big Bang(171)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 132: HP: 836, STR: 34, VIT: 51, SPD: 1, LUK: 1, Attack: 92220, Defense: 85721, Current HP: 836, A Avg: 116197, D Avg: 85721, [Big Bang(171)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 131: HP: 883, STR: 38, VIT: 62, SPD: 1, LUK: 1, Attack: 92224, Defense: 85680, Current HP: 883, A Avg: 116202, D Avg: 85680, [Big Bang(171)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 130: HP: 836, STR: 40, VIT: 64, SPD: 1, LUK: 1, Attack: 92226, Defense: 84089, Current HP: 836, A Avg: 116204, D Avg: 84089, [Big Bang(171)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 129: HP: 836, STR: 40, VIT: 216, SPD: 1, LUK: 1, Attack: 92226, Defense: 85054, Current HP: 836, A Avg: 116204, D Avg: 85054, [Big Bang(171)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 128: HP: 946, STR: 41, VIT: 216, SPD: 1, LUK: 1, Attack: 92227, Defense: 87017, Current HP: 946, A Avg: 116206, D Avg: 87017, [Big Bang(171)[0, 0, 0], Riot(236)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 127: HP: 924, STR: 48, VIT: 67, SPD: 1, LUK: 1, Attack: 92234, Defense: 84008, Current HP: 924, A Avg: 116214, D Avg: 84008, [Big Bang(171)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 126: HP: 946, STR: 48, VIT: 70, SPD: 1, LUK: 1, Attack: 92234, Defense: 84310, Current HP: 946, A Avg: 116214, D Avg: 84310, [Big Bang(171)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 125: HP: 880, STR: 51, VIT: 64, SPD: 1, LUK: 1, Attack: 92237, Defense: 84564, Current HP: 880, A Avg: 116218, D Avg: 84564, [Big Bang(171)[0, 0, 0], Hard Wings of Beast(222)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 124: HP: 880, STR: 51, VIT: 129, SPD: 1, LUK: 1, Attack: 92237, Defense: 87047, Current HP: 880, A Avg: 116218, D Avg: 87047, [Big Bang(171)[0, 0, 0], White Hole(230)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 123: HP: 660, STR: 3067, VIT: 170, SPD: 1, LUK: 1, Attack: 92976, Defense: 86958, Current HP: 660, A Avg: 116220, D Avg: 86958, [Spectral Sword Shigure(172)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 122: HP: 946, STR: 56, VIT: 70, SPD: 1, LUK: 1, Attack: 92242, Defense: 84934, Current HP: 946, A Avg: 116224, D Avg: 84934, [Big Bang(171)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 121: HP: 858, STR: 56, VIT: 77, SPD: 1, LUK: 1, Attack: 92242, Defense: 84499, Current HP: 858, A Avg: 116224, D Avg: 84499, [Big Bang(171)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 120: HP: 902, STR: 59, VIT: 77, SPD: 1, LUK: 1, Attack: 92245, Defense: 84083, Current HP: 902, A Avg: 116228, D Avg: 84083, [Big Bang(171)[0, 0, 0], Small Dragon Sword(224)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 119: HP: 858, STR: 85, VIT: 64, SPD: 1, LUK: 1, Attack: 92271, Defense: 83927, Current HP: 858, A Avg: 116261, D Avg: 83927, [Big Bang(171)[0, 0, 0], Small Sword(218)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 118: HP: 902, STR: 85, VIT: 64, SPD: 1, LUK: 1, Attack: 92271, Defense: 83953, Current HP: 902, A Avg: 116261, D Avg: 83953, [Big Bang(171)[0, 0, 0], Small Lion(219)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 117: HP: 1150, STR: 112, VIT: 207, SPD: 1, LUK: 1, Attack: 92298, Defense: 86319, Current HP: 1150, A Avg: 116295, D Avg: 86319, [Big Bang(171)[0, 0, 0], Goblin Hand(250)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 116: HP: 616, STR: 2392, VIT: 155, SPD: 1, LUK: 1, Attack: 92301, Defense: 87983, Current HP: 616, A Avg: 116299, D Avg: 87983, [Spectral Sword Shigure(172)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 115: HP: 836, STR: 119, VIT: 51, SPD: 1, LUK: 1, Attack: 92305, Defense: 84239, Current HP: 836, A Avg: 116304, D Avg: 84239, [Big Bang(171)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 114: HP: 1276, STR: 128, VIT: 459, SPD: 1, LUK: 1, Attack: 92314, Defense: 85453, Current HP: 1276, A Avg: 116315, D Avg: 85453, [Big Bang(171)[0, 0, 0], Metalization(228)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 113: HP: 880, STR: 136, VIT: 83, SPD: 1, LUK: 1, Attack: 92322, Defense: 85311, Current HP: 880, A Avg: 116325, D Avg: 85311, [Big Bang(171)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 112: HP: 1496, STR: 204, VIT: 571, SPD: 1, LUK: 1, Attack: 92390, Defense: 88139, Current HP: 1496, A Avg: 116411, D Avg: 88139, [Big Bang(171)[0, 0, 0], Storm Wall(242)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 111: HP: 660, STR: 999, VIT: 102, SPD: 1, LUK: 1, Attack: 93185, Defense: 84446, Current HP: 660, A Avg: 116481, D Avg: 84446, [Big Bang(171)[0, 0, 0], V Magnum(238)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
