Rank 1000: HP: 1243, STR: 665, VIT: 999, SPD: 48, LUK: 1, Attack: 87716, Defense: 87800, Current HP: 1243, A Avg: 110522, D Avg: 87800, [Tekken(188)[0, 0, 0], Riot(236)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 234: HP: 1240, STR: 4365, VIT: 1230, SPD: 51, LUK: 1, Attack: 92026, Defense: 88798, Current HP: 1240, A Avg: 115032, D Avg: 88798, [Neural Edge(190)[0, 0, 0], Storm Wall(242)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 233: HP: 1672, STR: 3636, VIT: 202, SPD: 51, LUK: 1, Attack: 91297, Defense: 86990, Current HP: 1672, A Avg: 115034, D Avg: 86990, [Neural Edge(190)[0, 0, 0], C Magnum(239)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 232: HP: 4642, STR: 3430, VIT: 1710, SPD: 48, LUK: 1, Attack: 91312, Defense: 89538, Current HP: 4642, A Avg: 115053, D Avg: 89538, [Wild Card(175)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 231: HP: 680, STR: 4409, VIT: 498, SPD: 51, LUK: 1, Attack: 92070, Defense: 85089, Current HP: 680, A Avg: 115087, D Avg: 85089, [Neural Edge(190)[0, 0, 0], Black Hole(229)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 230: HP: 970, STR: 4409, VIT: 547, SPD: 51, LUK: 1, Attack: 92070, Defense: 87465, Current HP: 970, A Avg: 115087, D Avg: 87465, [Neural Edge(190)[0, 0, 0], White Hole(230)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 229: HP: 660, STR: 4412, VIT: 209, SPD: 51, LUK: 1, Attack: 92073, Defense: 84072, Current HP: 660, A Avg: 115091, D Avg: 84072, [Neural Edge(190)[0, 0, 0], Small Sword(218)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 228: HP: 1533, STR: 4465, VIT: 549, SPD: 51, LUK: 1, Attack: 92126, Defense: 86661, Current HP: 1533, A Avg: 115157, D Avg: 86661, [Neural Edge(190)[0, 0, 0], Goblin Hand(250)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 227: HP: 1040, STR: 4492, VIT: 691, SPD: 51, LUK: 1, Attack: 92153, Defense: 85685, Current HP: 1040, A Avg: 115191, D Avg: 85685, [Neural Edge(190)[0, 0, 0], Metalization(228)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 226: HP: 2750, STR: 3636, VIT: 2324, SPD: 48, LUK: 1, Attack: 91464, Defense: 90152, Current HP: 2750, A Avg: 115244, D Avg: 90152, [Stargazer(183)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 225: HP: 990, STR: 4575, VIT: 258, SPD: 51, LUK: 1, Attack: 92236, Defense: 84147, Current HP: 990, A Avg: 115295, D Avg: 84147, [Neural Edge(190)[0, 0, 0], Small Lion(219)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 224: HP: 2730, STR: 4438, VIT: 1756, SPD: 51, LUK: 1, Attack: 92266, Defense: 86984, Current HP: 2730, A Avg: 115332, D Avg: 86984, [Stargazer(183)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 223: HP: 874, STR: 4614, VIT: 266, SPD: 51, LUK: 1, Attack: 92275, Defense: 84272, Current HP: 874, A Avg: 115343, D Avg: 84272, [Neural Edge(190)[0, 0, 0], Small Dragon Sword(224)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 222: HP: 4720, STR: 6474, VIT: 518, SPD: 54, LUK: 1, Attack: 92287, Defense: 87306, Current HP: 4720, A Avg: 115358, D Avg: 87306, [Spear of Regression(182)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 221: HP: 4900, STR: 4479, VIT: 1137, SPD: 54, LUK: 1, Attack: 92361, Defense: 87925, Current HP: 4900, A Avg: 115451, D Avg: 87925, [Wild Card(175)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 220: HP: 640, STR: 6521, VIT: 545, SPD: 51, LUK: 1, Attack: 92399, Defense: 88373, Current HP: 640, A Avg: 115498, D Avg: 88373, [Blue Sword(180)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 219: HP: 1302, STR: 267, VIT: 151, SPD: 51, LUK: 1, Attack: 92453, Defense: 83874, Current HP: 1302, A Avg: 115566, D Avg: 83874, [Big Bang(171)[0, 0, 0], Pot Lid(201)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 218: HP: 1302, STR: 267, VIT: 151, SPD: 51, LUK: 1, Attack: 92453, Defense: 83884, Current HP: 1302, A Avg: 115566, D Avg: 83884, [Big Bang(171)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 217: HP: 1240, STR: 267, VIT: 169, SPD: 51, LUK: 1, Attack: 92453, Defense: 84038, Current HP: 1240, A Avg: 115566, D Avg: 84038, [Big Bang(171)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 216: HP: 1240, STR: 267, VIT: 174, SPD: 51, LUK: 1, Attack: 92453, Defense: 83978, Current HP: 1240, A Avg: 115566, D Avg: 83978, [Big Bang(171)[0, 0, 0], Iron Shield(204)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 215: HP: 1240, STR: 267, VIT: 212, SPD: 51, LUK: 1, Attack: 92453, Defense: 84075, Current HP: 1240, A Avg: 115566, D Avg: 84075, [Big Bang(171)[0, 0, 0], Titanium Shield(205)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 214: HP: 1240, STR: 267, VIT: 230, SPD: 51, LUK: 1, Attack: 92453, Defense: 84119, Current HP: 1240, A Avg: 115566, D Avg: 84119, [Big Bang(171)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 213: HP: 1302, STR: 267, VIT: 258, SPD: 51, LUK: 1, Attack: 92453, Defense: 84134, Current HP: 1302, A Avg: 115566, D Avg: 84134, [Big Bang(171)[0, 0, 0], Magic Shield(207)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 212: HP: 1550, STR: 267, VIT: 316, SPD: 51, LUK: 1, Attack: 92453, Defense: 84153, Current HP: 1550, A Avg: 115566, D Avg: 84153, [Big Bang(171)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 211: HP: 1365, STR: 267, VIT: 209, SPD: 51, LUK: 1, Attack: 92453, Defense: 83981, Current HP: 1365, A Avg: 115566, D Avg: 83981, [Big Bang(171)[0, 0, 0], Clear Shield(211)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 210: HP: 1407, STR: 267, VIT: 258, SPD: 51, LUK: 1, Attack: 92453, Defense: 84277, Current HP: 1407, A Avg: 115566, D Avg: 84277, [Big Bang(171)[0, 0, 0], Prism Shield(212)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 209: HP: 1320, STR: 267, VIT: 221, SPD: 51, LUK: 1, Attack: 92453, Defense: 84149, Current HP: 1320, A Avg: 115566, D Avg: 84149, [Big Bang(171)[0, 0, 0], Tower Shield(213)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 208: HP: 1833, STR: 267, VIT: 414, SPD: 51, LUK: 1, Attack: 92453, Defense: 84976, Current HP: 1833, A Avg: 115566, D Avg: 84976, [Big Bang(171)[0, 0, 0], Slime Shield(221)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 207: HP: 1744, STR: 267, VIT: 212, SPD: 51, LUK: 1, Attack: 92453, Defense: 84140, Current HP: 1744, A Avg: 115566, D Avg: 84140, [Big Bang(171)[0, 0, 0], Hardwood Shield(223)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 206: HP: 1302, STR: 267, VIT: 751, SPD: 51, LUK: 1, Attack: 92453, Defense: 87539, Current HP: 1302, A Avg: 115566, D Avg: 87539, [Big Bang(171)[0, 0, 0], Energy Shield(227)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 205: HP: 3110, STR: 267, VIT: 160, SPD: 51, LUK: 1, Attack: 92453, Defense: 86077, Current HP: 3110, A Avg: 115566, D Avg: 86077, [Big Bang(171)[0, 0, 0], Frying Pan(231)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 204: HP: 2041, STR: 267, VIT: 481, SPD: 51, LUK: 1, Attack: 92453, Defense: 85215, Current HP: 2041, A Avg: 115566, D Avg: 85215, [Big Bang(171)[0, 0, 0], Slafield(232)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 203: HP: 1753, STR: 267, VIT: 414, SPD: 51, LUK: 1, Attack: 92453, Defense: 85889, Current HP: 1753, A Avg: 115566, D Avg: 85889, [Big Bang(171)[0, 0, 0], Mist Shield(233)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 202: HP: 1440, STR: 267, VIT: 682, SPD: 51, LUK: 1, Attack: 92453, Defense: 85650, Current HP: 1440, A Avg: 115566, D Avg: 85650, [Big Bang(171)[0, 0, 0], Huge Shield(234)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 201: HP: 1360, STR: 267, VIT: 763, SPD: 51, LUK: 1, Attack: 92453, Defense: 87603, Current HP: 1360, A Avg: 115566, D Avg: 87603, [Big Bang(171)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 200: HP: 2215, STR: 267, VIT: 595, SPD: 51, LUK: 1, Attack: 92453, Defense: 88020, Current HP: 2215, A Avg: 115566, D Avg: 88020, [Big Bang(171)[0, 0, 0], Cloud Shield(241)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 199: HP: 1240, STR: 267, VIT: 151, SPD: 51, LUK: 1, Attack: 92453, Defense: 86940, Current HP: 1240, A Avg: 115566, D Avg: 86940, [Big Bang(171)[0, 0, 0], Graffiti(243)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 198: HP: 1240, STR: 267, VIT: 1137, SPD: 51, LUK: 1, Attack: 92453, Defense: 90915, Current HP: 1240, A Avg: 115566, D Avg: 90915, [Big Bang(171)[0, 0, 0], Blank Shield(244)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 197: HP: 1740, STR: 267, VIT: 1645, SPD: 51, LUK: 1, Attack: 92453, Defense: 88433, Current HP: 1740, A Avg: 115566, D Avg: 88433, [Big Bang(171)[0, 0, 0], Golem Shield(245)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 196: HP: 1540, STR: 267, VIT: 562, SPD: 54, LUK: 1, Attack: 92453, Defense: 86440, Current HP: 1540, A Avg: 115566, D Avg: 86440, [Big Bang(171)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 195: HP: 2176, STR: 267, VIT: 563, SPD: 51, LUK: 1, Attack: 92453, Defense: 86779, Current HP: 2176, A Avg: 115566, D Avg: 86779, [Big Bang(171)[0, 0, 0], King Shield(248)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 194: HP: 1722, STR: 267, VIT: 688, SPD: 51, LUK: 1, Attack: 92453, Defense: 87723, Current HP: 1722, A Avg: 115566, D Avg: 87723, [Big Bang(171)[0, 0, 0], Warrior's Shield(249)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 193: HP: 1302, STR: 267, VIT: 742, SPD: 51, LUK: 1, Attack: 92453, Defense: 87790, Current HP: 1302, A Avg: 115566, D Avg: 87790, [Big Bang(171)[0, 0, 0], Ghost shield(251)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 192: HP: 1260, STR: 277, VIT: 258, SPD: 51, LUK: 1, Attack: 92463, Defense: 84264, Current HP: 1260, A Avg: 115578, D Avg: 84264, [Big Bang(171)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 191: HP: 1240, STR: 277, VIT: 2616, SPD: 51, LUK: 1, Attack: 92463, Defense: 88286, Current HP: 1240, A Avg: 115578, D Avg: 88286, [Big Bang(171)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 190: HP: 1494, STR: 294, VIT: 325, SPD: 51, LUK: 1, Attack: 92480, Defense: 84266, Current HP: 1494, A Avg: 115600, D Avg: 84266, [Big Bang(171)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 189: HP: 1240, STR: 359, VIT: 258, SPD: 54, LUK: 1, Attack: 92545, Defense: 84283, Current HP: 1240, A Avg: 115681, D Avg: 84283, [Big Bang(171)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 188: HP: 1630, STR: 372, VIT: 327, SPD: 51, LUK: 1, Attack: 92558, Defense: 84567, Current HP: 1630, A Avg: 115697, D Avg: 84567, [Big Bang(171)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 187: HP: 1396, STR: 386, VIT: 258, SPD: 51, LUK: 1, Attack: 92572, Defense: 84758, Current HP: 1396, A Avg: 115715, D Avg: 84758, [Big Bang(171)[0, 0, 0], Hard Wings of Beast(222)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 186: HP: 1675, STR: 434, VIT: 453, SPD: 51, LUK: 1, Attack: 92620, Defense: 86071, Current HP: 1675, A Avg: 115775, D Avg: 86071, [Big Bang(171)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 185: HP: 1311, STR: 1979, VIT: 306, SPD: 48, LUK: 1, Attack: 91888, Defense: 84029, Current HP: 1311, A Avg: 115778, D Avg: 84029, [Spectral Sword Shigure(172)[0, 0, 0], Pot Lid(201)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 184: HP: 1311, STR: 1979, VIT: 306, SPD: 48, LUK: 1, Attack: 91888, Defense: 84039, Current HP: 1311, A Avg: 115778, D Avg: 84039, [Spectral Sword Shigure(172)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 183: HP: 1254, STR: 1979, VIT: 332, SPD: 48, LUK: 1, Attack: 91888, Defense: 84201, Current HP: 1254, A Avg: 115778, D Avg: 84201, [Spectral Sword Shigure(172)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 182: HP: 1254, STR: 1979, VIT: 340, SPD: 48, LUK: 1, Attack: 91888, Defense: 84144, Current HP: 1254, A Avg: 115778, D Avg: 84144, [Spectral Sword Shigure(172)[0, 0, 0], Iron Shield(204)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 181: HP: 1254, STR: 1979, VIT: 396, SPD: 48, LUK: 1, Attack: 91888, Defense: 84259, Current HP: 1254, A Avg: 115778, D Avg: 84259, [Spectral Sword Shigure(172)[0, 0, 0], Titanium Shield(205)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 180: HP: 1254, STR: 1979, VIT: 423, SPD: 48, LUK: 1, Attack: 91888, Defense: 84312, Current HP: 1254, A Avg: 115778, D Avg: 84312, [Spectral Sword Shigure(172)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 179: HP: 1311, STR: 1979, VIT: 470, SPD: 48, LUK: 1, Attack: 91888, Defense: 84346, Current HP: 1311, A Avg: 115778, D Avg: 84346, [Spectral Sword Shigure(172)[0, 0, 0], Magic Shield(207)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 178: HP: 1595, STR: 1979, VIT: 553, SPD: 48, LUK: 1, Attack: 91888, Defense: 84390, Current HP: 1595, A Avg: 115778, D Avg: 84390, [Spectral Sword Shigure(172)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 177: HP: 1380, STR: 1979, VIT: 395, SPD: 48, LUK: 1, Attack: 91888, Defense: 84167, Current HP: 1380, A Avg: 115778, D Avg: 84167, [Spectral Sword Shigure(172)[0, 0, 0], Clear Shield(211)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 176: HP: 1426, STR: 1979, VIT: 470, SPD: 48, LUK: 1, Attack: 91888, Defense: 84489, Current HP: 1426, A Avg: 115778, D Avg: 84489, [Spectral Sword Shigure(172)[0, 0, 0], Prism Shield(212)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 175: HP: 1342, STR: 1979, VIT: 410, SPD: 48, LUK: 1, Attack: 91888, Defense: 84338, Current HP: 1342, A Avg: 115778, D Avg: 84338, [Spectral Sword Shigure(172)[0, 0, 0], Tower Shield(213)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 174: HP: 1892, STR: 1979, VIT: 709, SPD: 48, LUK: 1, Attack: 91888, Defense: 85271, Current HP: 1892, A Avg: 115778, D Avg: 85271, [Spectral Sword Shigure(172)[0, 0, 0], Slime Shield(221)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 173: HP: 1808, STR: 1979, VIT: 396, SPD: 48, LUK: 1, Attack: 91888, Defense: 84324, Current HP: 1808, A Avg: 115778, D Avg: 84324, [Spectral Sword Shigure(172)[0, 0, 0], Hardwood Shield(223)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 172: HP: 1311, STR: 1979, VIT: 1224, SPD: 48, LUK: 1, Attack: 91888, Defense: 88012, Current HP: 1311, A Avg: 115778, D Avg: 88012, [Spectral Sword Shigure(172)[0, 0, 0], Energy Shield(227)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 171: HP: 3311, STR: 1979, VIT: 318, SPD: 48, LUK: 1, Attack: 91888, Defense: 86235, Current HP: 3311, A Avg: 115778, D Avg: 86235, [Spectral Sword Shigure(172)[0, 0, 0], Frying Pan(231)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 170: HP: 2120, STR: 1979, VIT: 811, SPD: 48, LUK: 1, Attack: 91888, Defense: 85545, Current HP: 2120, A Avg: 115778, D Avg: 85545, [Spectral Sword Shigure(172)[0, 0, 0], Slafield(232)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 169: HP: 1805, STR: 1979, VIT: 709, SPD: 48, LUK: 1, Attack: 91888, Defense: 86184, Current HP: 1805, A Avg: 115778, D Avg: 86184, [Spectral Sword Shigure(172)[0, 0, 0], Mist Shield(233)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 168: HP: 1474, STR: 1979, VIT: 1101, SPD: 48, LUK: 1, Attack: 91888, Defense: 86069, Current HP: 1474, A Avg: 115778, D Avg: 86069, [Spectral Sword Shigure(172)[0, 0, 0], Huge Shield(234)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 167: HP: 1386, STR: 1979, VIT: 1242, SPD: 48, LUK: 1, Attack: 91888, Defense: 88082, Current HP: 1386, A Avg: 115778, D Avg: 88082, [Spectral Sword Shigure(172)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 166: HP: 2311, STR: 1979, VIT: 985, SPD: 48, LUK: 1, Attack: 91888, Defense: 88410, Current HP: 2311, A Avg: 115778, D Avg: 88410, [Spectral Sword Shigure(172)[0, 0, 0], Cloud Shield(241)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 165: HP: 1254, STR: 1979, VIT: 306, SPD: 48, LUK: 1, Attack: 91888, Defense: 87095, Current HP: 1254, A Avg: 115778, D Avg: 87095, [Spectral Sword Shigure(172)[0, 0, 0], Graffiti(243)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 164: HP: 1254, STR: 1979, VIT: 1814, SPD: 48, LUK: 1, Attack: 91888, Defense: 91592, Current HP: 1254, A Avg: 115778, D Avg: 91592, [Spectral Sword Shigure(172)[0, 0, 0], Blank Shield(244)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 163: HP: 1804, STR: 1979, VIT: 2546, SPD: 48, LUK: 1, Attack: 91888, Defense: 89334, Current HP: 1804, A Avg: 115778, D Avg: 89334, [Spectral Sword Shigure(172)[0, 0, 0], Golem Shield(245)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 162: HP: 1584, STR: 1979, VIT: 935, SPD: 51, LUK: 1, Attack: 91888, Defense: 86813, Current HP: 1584, A Avg: 115778, D Avg: 86813, [Spectral Sword Shigure(172)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 161: HP: 2283, STR: 1979, VIT: 923, SPD: 48, LUK: 1, Attack: 91888, Defense: 87139, Current HP: 2283, A Avg: 115778, D Avg: 87139, [Spectral Sword Shigure(172)[0, 0, 0], King Shield(248)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 160: HP: 1771, STR: 1979, VIT: 1128, SPD: 48, LUK: 1, Attack: 91888, Defense: 88163, Current HP: 1771, A Avg: 115778, D Avg: 88163, [Spectral Sword Shigure(172)[0, 0, 0], Warrior's Shield(249)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 159: HP: 1311, STR: 1979, VIT: 1211, SPD: 48, LUK: 1, Attack: 91888, Defense: 88259, Current HP: 1311, A Avg: 115778, D Avg: 88259, [Spectral Sword Shigure(172)[0, 0, 0], Ghost shield(251)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 158: HP: 1472, STR: 437, VIT: 633, SPD: 51, LUK: 1, Attack: 92623, Defense: 85471, Current HP: 1472, A Avg: 115778, D Avg: 85471, [Big Bang(171)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 157: HP: 3180, STR: 4806, VIT: 1538, SPD: 54, LUK: 1, Attack: 92634, Defense: 88326, Current HP: 3180, A Avg: 115792, D Avg: 88326, [Stargazer(183)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 156: HP: 1533, STR: 1995, VIT: 567, SPD: 48, LUK: 1, Attack: 91904, Defense: 84508, Current HP: 1533, A Avg: 115799, D Avg: 84508, [Spectral Sword Shigure(172)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 155: HP: 1630, STR: 464, VIT: 379, SPD: 51, LUK: 1, Attack: 92650, Defense: 85243, Current HP: 1630, A Avg: 115812, D Avg: 85243, [Big Bang(171)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 154: HP: 1550, STR: 464, VIT: 414, SPD: 54, LUK: 1, Attack: 92650, Defense: 84836, Current HP: 1550, A Avg: 115812, D Avg: 84836, [Big Bang(171)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 153: HP: 1254, STR: 2033, VIT: 470, SPD: 51, LUK: 1, Attack: 91942, Defense: 84495, Current HP: 1254, A Avg: 115846, D Avg: 84495, [Spectral Sword Shigure(172)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 152: HP: 1683, STR: 2041, VIT: 569, SPD: 48, LUK: 1, Attack: 91950, Defense: 84809, Current HP: 1683, A Avg: 115857, D Avg: 84809, [Spectral Sword Shigure(172)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 151: HP: 640, STR: 5027, VIT: 151, SPD: 54, LUK: 1, Attack: 92688, Defense: 84287, Current HP: 640, A Avg: 115860, D Avg: 84287, [Neural Edge(190)[0, 0, 0], Magnum(237)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 150: HP: 1630, STR: 518, VIT: 685, SPD: 51, LUK: 1, Attack: 92704, Defense: 87486, Current HP: 1630, A Avg: 115880, D Avg: 87486, [Big Bang(171)[0, 0, 0], Riot(236)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 149: HP: 1720, STR: 2078, VIT: 769, SPD: 48, LUK: 1, Attack: 91987, Defense: 86387, Current HP: 1720, A Avg: 115903, D Avg: 86387, [Spectral Sword Shigure(172)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 148: HP: 1509, STR: 2080, VIT: 1028, SPD: 48, LUK: 1, Attack: 91989, Defense: 85866, Current HP: 1509, A Avg: 115906, D Avg: 85866, [Spectral Sword Shigure(172)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 147: HP: 1683, STR: 2096, VIT: 648, SPD: 48, LUK: 1, Attack: 92005, Defense: 85512, Current HP: 1683, A Avg: 115926, D Avg: 85512, [Spectral Sword Shigure(172)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 146: HP: 1595, STR: 2096, VIT: 709, SPD: 51, LUK: 1, Attack: 92005, Defense: 85131, Current HP: 1595, A Avg: 115926, D Avg: 85131, [Spectral Sword Shigure(172)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 145: HP: 1840, STR: 557, VIT: 1230, SPD: 51, LUK: 1, Attack: 92743, Defense: 88798, Current HP: 1840, A Avg: 115928, D Avg: 88798, [Big Bang(171)[0, 0, 0], Storm Wall(242)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 144: HP: 1276, STR: 2102, VIT: 470, SPD: 48, LUK: 1, Attack: 92011, Defense: 84476, Current HP: 1276, A Avg: 115933, D Avg: 84476, [Spectral Sword Shigure(172)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 143: HP: 1254, STR: 2102, VIT: 4076, SPD: 48, LUK: 1, Attack: 92011, Defense: 89746, Current HP: 1254, A Avg: 115933, D Avg: 89746, [Spectral Sword Shigure(172)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 142: HP: 1683, STR: 2128, VIT: 1107, SPD: 48, LUK: 1, Attack: 92037, Defense: 87908, Current HP: 1683, A Avg: 115966, D Avg: 87908, [Spectral Sword Shigure(172)[0, 0, 0], Riot(236)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 141: HP: 1260, STR: 604, VIT: 209, SPD: 51, LUK: 1, Attack: 92790, Defense: 84072, Current HP: 1260, A Avg: 115987, D Avg: 84072, [Big Bang(171)[0, 0, 0], Small Sword(218)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 140: HP: 1425, STR: 2169, VIT: 470, SPD: 48, LUK: 1, Attack: 92078, Defense: 84970, Current HP: 1425, A Avg: 116018, D Avg: 84970, [Spectral Sword Shigure(172)[0, 0, 0], Hard Wings of Beast(222)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 139: HP: 1298, STR: 2257, VIT: 837, SPD: 48, LUK: 1, Attack: 92166, Defense: 85428, Current HP: 1298, A Avg: 116129, D Avg: 85428, [Spectral Sword Shigure(172)[0, 0, 0], Black Hole(229)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
