Rank 1000: HP: 1127, STR: 180, VIT: 293, SPD: 64, LUK: 1, Attack: 88347, Defense: 84026, Current HP: 1127, A Avg: 111317, D Avg: 84026, [Basic(169)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 234: HP: 1504, STR: 5046, VIT: 248, SPD: 68, LUK: 1, Attack: 92707, Defense: 84176, Current HP: 1504, A Avg: 115883, D Avg: 84176, [Neural Edge(190)[0, 0, 0], Hardwood Shield(223)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 233: HP: 882, STR: 5046, VIT: 887, SPD: 68, LUK: 1, Attack: 92707, Defense: 87675, Current HP: 882, A Avg: 115883, D Avg: 87675, [Neural Edge(190)[0, 0, 0], Energy Shield(227)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 232: HP: 3010, STR: 5046, VIT: 178, SPD: 68, LUK: 1, Attack: 92707, Defense: 86095, Current HP: 3010, A Avg: 115883, D Avg: 86095, [Neural Edge(190)[0, 0, 0], Frying Pan(231)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 231: HP: 1789, STR: 5046, VIT: 600, SPD: 68, LUK: 1, Attack: 92707, Defense: 85334, Current HP: 1789, A Avg: 115883, D Avg: 85334, [Neural Edge(190)[0, 0, 0], Slafield(232)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 230: HP: 1438, STR: 5046, VIT: 516, SPD: 68, LUK: 1, Attack: 92707, Defense: 85991, Current HP: 1438, A Avg: 115883, D Avg: 85991, [Neural Edge(190)[0, 0, 0], Mist Shield(233)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 229: HP: 1040, STR: 5046, VIT: 880, SPD: 68, LUK: 1, Attack: 92707, Defense: 85848, Current HP: 1040, A Avg: 115883, D Avg: 85848, [Neural Edge(190)[0, 0, 0], Huge Shield(234)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 228: HP: 960, STR: 5046, VIT: 950, SPD: 68, LUK: 1, Attack: 92707, Defense: 87790, Current HP: 960, A Avg: 115883, D Avg: 87790, [Neural Edge(190)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 227: HP: 2110, STR: 5046, VIT: 765, SPD: 68, LUK: 1, Attack: 92707, Defense: 88190, Current HP: 2110, A Avg: 115883, D Avg: 88190, [Neural Edge(190)[0, 0, 0], Cloud Shield(241)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 226: HP: 840, STR: 5046, VIT: 168, SPD: 68, LUK: 1, Attack: 92707, Defense: 86957, Current HP: 840, A Avg: 115883, D Avg: 86957, [Neural Edge(190)[0, 0, 0], Graffiti(243)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 225: HP: 840, STR: 5046, VIT: 1494, SPD: 68, LUK: 1, Attack: 92707, Defense: 91272, Current HP: 840, A Avg: 115883, D Avg: 91272, [Neural Edge(190)[0, 0, 0], Blank Shield(244)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 224: HP: 1340, STR: 5046, VIT: 2113, SPD: 68, LUK: 1, Attack: 92707, Defense: 88901, Current HP: 1340, A Avg: 115883, D Avg: 88901, [Neural Edge(190)[0, 0, 0], Golem Shield(245)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 223: HP: 1140, STR: 5046, VIT: 715, SPD: 72, LUK: 1, Attack: 92707, Defense: 86593, Current HP: 1140, A Avg: 115883, D Avg: 86593, [Neural Edge(190)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 222: HP: 2016, STR: 5046, VIT: 689, SPD: 68, LUK: 1, Attack: 92707, Defense: 86905, Current HP: 2016, A Avg: 115883, D Avg: 86905, [Neural Edge(190)[0, 0, 0], King Shield(248)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 221: HP: 1302, STR: 5046, VIT: 773, SPD: 68, LUK: 1, Attack: 92707, Defense: 87808, Current HP: 1302, A Avg: 115883, D Avg: 87808, [Neural Edge(190)[0, 0, 0], Warrior's Shield(249)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 220: HP: 882, STR: 5046, VIT: 963, SPD: 68, LUK: 1, Attack: 92707, Defense: 88011, Current HP: 882, A Avg: 115883, D Avg: 88011, [Neural Edge(190)[0, 0, 0], Ghost shield(251)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 219: HP: 1930, STR: 545, VIT: 469, SPD: 68, LUK: 1, Attack: 92731, Defense: 85333, Current HP: 1930, A Avg: 115913, D Avg: 85333, [Big Bang(171)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 218: HP: 1850, STR: 545, VIT: 516, SPD: 72, LUK: 1, Attack: 92731, Defense: 84938, Current HP: 1850, A Avg: 115913, D Avg: 84938, [Big Bang(171)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 217: HP: 1154, STR: 5073, VIT: 397, SPD: 68, LUK: 1, Attack: 92734, Defense: 84338, Current HP: 1154, A Avg: 115917, D Avg: 84338, [Neural Edge(190)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 216: HP: 1080, STR: 6252, VIT: 1166, SPD: 68, LUK: 1, Attack: 92741, Defense: 88994, Current HP: 1080, A Avg: 115926, D Avg: 88994, [Cuttlefish(178)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 215: HP: 1080, STR: 6871, VIT: 831, SPD: 68, LUK: 1, Attack: 92749, Defense: 88659, Current HP: 1080, A Avg: 115936, D Avg: 88659, [God Hand(179)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 214: HP: 2040, STR: 585, VIT: 1502, SPD: 68, LUK: 1, Attack: 92771, Defense: 89070, Current HP: 2040, A Avg: 115963, D Avg: 89070, [Big Bang(171)[0, 0, 0], Storm Wall(242)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 213: HP: 1930, STR: 626, VIT: 847, SPD: 68, LUK: 1, Attack: 92812, Defense: 87648, Current HP: 1930, A Avg: 116015, D Avg: 87648, [Big Bang(171)[0, 0, 0], Riot(236)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 212: HP: 840, STR: 5165, VIT: 309, SPD: 72, LUK: 1, Attack: 92826, Defense: 84334, Current HP: 840, A Avg: 116032, D Avg: 84334, [Neural Edge(190)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 211: HP: 1330, STR: 5178, VIT: 399, SPD: 68, LUK: 1, Attack: 92839, Defense: 84639, Current HP: 1330, A Avg: 116048, D Avg: 84639, [Neural Edge(190)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 210: HP: 3000, STR: 5014, VIT: 1963, SPD: 68, LUK: 1, Attack: 92842, Defense: 86151, Current HP: 3000, A Avg: 116052, D Avg: 86151, [Stargazer(183)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 209: HP: 860, STR: 5233, VIT: 309, SPD: 68, LUK: 1, Attack: 92894, Defense: 84315, Current HP: 860, A Avg: 116117, D Avg: 84315, [Neural Edge(190)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 208: HP: 840, STR: 5233, VIT: 3483, SPD: 68, LUK: 1, Attack: 92894, Defense: 89153, Current HP: 840, A Avg: 116117, D Avg: 89153, [Neural Edge(190)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 207: HP: 880, STR: 4729, VIT: 193, SPD: 68, LUK: 1, Attack: 92896, Defense: 88021, Current HP: 880, A Avg: 116120, D Avg: 88021, [Basic(169)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 206: HP: 1460, STR: 716, VIT: 243, SPD: 68, LUK: 1, Attack: 92902, Defense: 84106, Current HP: 1460, A Avg: 116127, D Avg: 84106, [Big Bang(171)[0, 0, 0], Small Sword(218)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 205: HP: 1381, STR: 5267, VIT: 572, SPD: 68, LUK: 1, Attack: 92928, Defense: 86190, Current HP: 1381, A Avg: 116160, D Avg: 86190, [Neural Edge(190)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 204: HP: 1541, STR: 2283, VIT: 358, SPD: 64, LUK: 1, Attack: 92192, Defense: 84081, Current HP: 1541, A Avg: 116161, D Avg: 84081, [Spectral Sword Shigure(172)[0, 0, 0], Pot Lid(201)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 203: HP: 1541, STR: 2283, VIT: 358, SPD: 64, LUK: 1, Attack: 92192, Defense: 84091, Current HP: 1541, A Avg: 116161, D Avg: 84091, [Spectral Sword Shigure(172)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 202: HP: 1474, STR: 2283, VIT: 386, SPD: 64, LUK: 1, Attack: 92192, Defense: 84255, Current HP: 1474, A Avg: 116161, D Avg: 84255, [Spectral Sword Shigure(172)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 201: HP: 1474, STR: 2283, VIT: 394, SPD: 64, LUK: 1, Attack: 92192, Defense: 84198, Current HP: 1474, A Avg: 116161, D Avg: 84198, [Spectral Sword Shigure(172)[0, 0, 0], Iron Shield(204)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 200: HP: 1474, STR: 2283, VIT: 477, SPD: 64, LUK: 1, Attack: 92192, Defense: 84340, Current HP: 1474, A Avg: 116161, D Avg: 84340, [Spectral Sword Shigure(172)[0, 0, 0], Titanium Shield(205)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 199: HP: 1474, STR: 2283, VIT: 504, SPD: 64, LUK: 1, Attack: 92192, Defense: 84393, Current HP: 1474, A Avg: 116161, D Avg: 84393, [Spectral Sword Shigure(172)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 198: HP: 1541, STR: 2283, VIT: 574, SPD: 64, LUK: 1, Attack: 92192, Defense: 84450, Current HP: 1541, A Avg: 116161, D Avg: 84450, [Spectral Sword Shigure(172)[0, 0, 0], Magic Shield(207)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 197: HP: 1925, STR: 2283, VIT: 688, SPD: 64, LUK: 1, Attack: 92192, Defense: 84525, Current HP: 1925, A Avg: 116161, D Avg: 84525, [Spectral Sword Shigure(172)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 196: HP: 1610, STR: 2283, VIT: 473, SPD: 64, LUK: 1, Attack: 92192, Defense: 84245, Current HP: 1610, A Avg: 116161, D Avg: 84245, [Spectral Sword Shigure(172)[0, 0, 0], Clear Shield(211)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 195: HP: 1656, STR: 2283, VIT: 574, SPD: 64, LUK: 1, Attack: 92192, Defense: 84593, Current HP: 1656, A Avg: 116161, D Avg: 84593, [Spectral Sword Shigure(172)[0, 0, 0], Prism Shield(212)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 194: HP: 1562, STR: 2283, VIT: 491, SPD: 64, LUK: 1, Attack: 92192, Defense: 84419, Current HP: 1562, A Avg: 116161, D Avg: 84419, [Spectral Sword Shigure(172)[0, 0, 0], Tower Shield(213)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 193: HP: 2283, STR: 2283, VIT: 891, SPD: 64, LUK: 1, Attack: 92192, Defense: 85453, Current HP: 2283, A Avg: 116161, D Avg: 85453, [Spectral Sword Shigure(172)[0, 0, 0], Slime Shield(221)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 192: HP: 2204, STR: 2283, VIT: 477, SPD: 64, LUK: 1, Attack: 92192, Defense: 84405, Current HP: 2204, A Avg: 116161, D Avg: 84405, [Spectral Sword Shigure(172)[0, 0, 0], Hardwood Shield(223)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 191: HP: 1541, STR: 2283, VIT: 1458, SPD: 64, LUK: 1, Attack: 92192, Defense: 88246, Current HP: 1541, A Avg: 116161, D Avg: 88246, [Spectral Sword Shigure(172)[0, 0, 0], Energy Shield(227)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 190: HP: 3861, STR: 2283, VIT: 372, SPD: 64, LUK: 1, Attack: 92192, Defense: 86289, Current HP: 3861, A Avg: 116161, D Avg: 86289, [Spectral Sword Shigure(172)[0, 0, 0], Frying Pan(231)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 189: HP: 2534, STR: 2283, VIT: 1019, SPD: 64, LUK: 1, Attack: 92192, Defense: 85753, Current HP: 2534, A Avg: 116161, D Avg: 85753, [Spectral Sword Shigure(172)[0, 0, 0], Slafield(232)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 188: HP: 2150, STR: 2283, VIT: 891, SPD: 64, LUK: 1, Attack: 92192, Defense: 86366, Current HP: 2150, A Avg: 116161, D Avg: 86366, [Spectral Sword Shigure(172)[0, 0, 0], Mist Shield(233)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 187: HP: 1694, STR: 2283, VIT: 1425, SPD: 64, LUK: 1, Attack: 92192, Defense: 86393, Current HP: 1694, A Avg: 116161, D Avg: 86393, [Spectral Sword Shigure(172)[0, 0, 0], Huge Shield(234)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 186: HP: 1606, STR: 2283, VIT: 1554, SPD: 64, LUK: 1, Attack: 92192, Defense: 88394, Current HP: 1606, A Avg: 116161, D Avg: 88394, [Spectral Sword Shigure(172)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 185: HP: 2886, STR: 2283, VIT: 1271, SPD: 64, LUK: 1, Attack: 92192, Defense: 88696, Current HP: 2886, A Avg: 116161, D Avg: 88696, [Spectral Sword Shigure(172)[0, 0, 0], Cloud Shield(241)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 184: HP: 1474, STR: 2283, VIT: 358, SPD: 64, LUK: 1, Attack: 92192, Defense: 87147, Current HP: 1474, A Avg: 116161, D Avg: 87147, [Spectral Sword Shigure(172)[0, 0, 0], Graffiti(243)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 183: HP: 1474, STR: 2283, VIT: 2386, SPD: 64, LUK: 1, Attack: 92192, Defense: 92164, Current HP: 1474, A Avg: 116161, D Avg: 92164, [Spectral Sword Shigure(172)[0, 0, 0], Blank Shield(244)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 182: HP: 2024, STR: 2283, VIT: 3275, SPD: 64, LUK: 1, Attack: 92192, Defense: 90063, Current HP: 2024, A Avg: 116161, D Avg: 90063, [Spectral Sword Shigure(172)[0, 0, 0], Golem Shield(245)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 181: HP: 1804, STR: 2283, VIT: 1195, SPD: 68, LUK: 1, Attack: 92192, Defense: 87073, Current HP: 1804, A Avg: 116161, D Avg: 87073, [Spectral Sword Shigure(172)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 180: HP: 2767, STR: 2283, VIT: 1139, SPD: 64, LUK: 1, Attack: 92192, Defense: 87355, Current HP: 2767, A Avg: 116161, D Avg: 87355, [Spectral Sword Shigure(172)[0, 0, 0], King Shield(248)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 179: HP: 2001, STR: 2283, VIT: 1284, SPD: 64, LUK: 1, Attack: 92192, Defense: 88319, Current HP: 2001, A Avg: 116161, D Avg: 88319, [Spectral Sword Shigure(172)[0, 0, 0], Warrior's Shield(249)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 178: HP: 1541, STR: 2283, VIT: 1575, SPD: 64, LUK: 1, Attack: 92192, Defense: 88623, Current HP: 1541, A Avg: 116161, D Avg: 88623, [Spectral Sword Shigure(172)[0, 0, 0], Ghost shield(251)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 177: HP: 1152, STR: 5270, VIT: 777, SPD: 68, LUK: 1, Attack: 92931, Defense: 85615, Current HP: 1152, A Avg: 116163, D Avg: 85615, [Neural Edge(190)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 176: HP: 1819, STR: 2299, VIT: 702, SPD: 64, LUK: 1, Attack: 92208, Defense: 84643, Current HP: 1819, A Avg: 116182, D Avg: 84643, [Spectral Sword Shigure(172)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 175: HP: 2112, STR: 4548, VIT: 254, SPD: 68, LUK: 1, Attack: 92209, Defense: 87042, Current HP: 2112, A Avg: 116183, D Avg: 87042, [Neural Edge(190)[0, 0, 0], C Magnum(239)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 174: HP: 1330, STR: 5297, VIT: 469, SPD: 68, LUK: 1, Attack: 92958, Defense: 85333, Current HP: 1330, A Avg: 116197, D Avg: 85333, [Neural Edge(190)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 173: HP: 1250, STR: 5297, VIT: 516, SPD: 72, LUK: 1, Attack: 92958, Defense: 84938, Current HP: 1250, A Avg: 116197, D Avg: 84938, [Neural Edge(190)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 172: HP: 1507, STR: 4586, VIT: 691, SPD: 64, LUK: 1, Attack: 92247, Defense: 85919, Current HP: 1507, A Avg: 116231, D Avg: 85919, [Neural Edge(190)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 171: HP: 1474, STR: 2353, VIT: 574, SPD: 68, LUK: 1, Attack: 92262, Defense: 84599, Current HP: 1474, A Avg: 116250, D Avg: 84599, [Spectral Sword Shigure(172)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 170: HP: 2013, STR: 2361, VIT: 704, SPD: 64, LUK: 1, Attack: 92270, Defense: 84944, Current HP: 2013, A Avg: 116260, D Avg: 84944, [Spectral Sword Shigure(172)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 169: HP: 5570, STR: 7204, VIT: 889, SPD: 68, LUK: 1, Attack: 93017, Defense: 86117, Current HP: 5570, A Avg: 116271, D Avg: 86117, [Spear of Regression(182)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 168: HP: 1036, STR: 5370, VIT: 309, SPD: 68, LUK: 1, Attack: 93031, Defense: 84809, Current HP: 1036, A Avg: 116288, D Avg: 84809, [Neural Edge(190)[0, 0, 0], Hard Wings of Beast(222)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 167: HP: 1330, STR: 5378, VIT: 847, SPD: 68, LUK: 1, Attack: 93039, Defense: 87648, Current HP: 1330, A Avg: 116298, D Avg: 87648, [Neural Edge(190)[0, 0, 0], Riot(236)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 166: HP: 2088, STR: 2414, VIT: 977, SPD: 64, LUK: 1, Attack: 92323, Defense: 86595, Current HP: 2088, A Avg: 116326, D Avg: 86595, [Spectral Sword Shigure(172)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 165: HP: 1817, STR: 2416, VIT: 1271, SPD: 64, LUK: 1, Attack: 92325, Defense: 86109, Current HP: 1817, A Avg: 116329, D Avg: 86109, [Spectral Sword Shigure(172)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 164: HP: 1496, STR: 2425, VIT: 574, SPD: 64, LUK: 1, Attack: 92334, Defense: 84580, Current HP: 1496, A Avg: 116340, D Avg: 84580, [Spectral Sword Shigure(172)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 163: HP: 1474, STR: 2425, VIT: 5428, SPD: 64, LUK: 1, Attack: 92334, Defense: 91098, Current HP: 1474, A Avg: 116340, D Avg: 91098, [Spectral Sword Shigure(172)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 162: HP: 2013, STR: 2432, VIT: 810, SPD: 64, LUK: 1, Attack: 92341, Defense: 85674, Current HP: 2013, A Avg: 116349, D Avg: 85674, [Spectral Sword Shigure(172)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 161: HP: 1925, STR: 2432, VIT: 891, SPD: 68, LUK: 1, Attack: 92341, Defense: 85313, Current HP: 1925, A Avg: 116349, D Avg: 85313, [Spectral Sword Shigure(172)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 160: HP: 1771, STR: 156, VIT: 254, SPD: 64, LUK: 1, Attack: 92342, Defense: 83977, Current HP: 1771, A Avg: 116350, D Avg: 83977, [Big Bang(171)[0, 0, 0], Pot Lid(201)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 159: HP: 1771, STR: 156, VIT: 254, SPD: 64, LUK: 1, Attack: 92342, Defense: 83987, Current HP: 1771, A Avg: 116350, D Avg: 83987, [Big Bang(171)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 158: HP: 1694, STR: 156, VIT: 278, SPD: 64, LUK: 1, Attack: 92342, Defense: 84147, Current HP: 1694, A Avg: 116350, D Avg: 84147, [Big Bang(171)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 157: HP: 1694, STR: 156, VIT: 286, SPD: 64, LUK: 1, Attack: 92342, Defense: 84090, Current HP: 1694, A Avg: 116350, D Avg: 84090, [Big Bang(171)[0, 0, 0], Iron Shield(204)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 156: HP: 1694, STR: 156, VIT: 369, SPD: 64, LUK: 1, Attack: 92342, Defense: 84232, Current HP: 1694, A Avg: 116350, D Avg: 84232, [Big Bang(171)[0, 0, 0], Titanium Shield(205)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 155: HP: 1694, STR: 156, VIT: 396, SPD: 64, LUK: 1, Attack: 92342, Defense: 84285, Current HP: 1694, A Avg: 116350, D Avg: 84285, [Big Bang(171)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 154: HP: 1771, STR: 156, VIT: 470, SPD: 64, LUK: 1, Attack: 92342, Defense: 84346, Current HP: 1771, A Avg: 116350, D Avg: 84346, [Big Bang(171)[0, 0, 0], Magic Shield(207)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 153: HP: 2145, STR: 156, VIT: 580, SPD: 64, LUK: 1, Attack: 92342, Defense: 84417, Current HP: 2145, A Avg: 116350, D Avg: 84417, [Big Bang(171)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 152: HP: 1840, STR: 156, VIT: 369, SPD: 64, LUK: 1, Attack: 92342, Defense: 84141, Current HP: 1840, A Avg: 116350, D Avg: 84141, [Big Bang(171)[0, 0, 0], Clear Shield(211)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 151: HP: 1886, STR: 156, VIT: 470, SPD: 64, LUK: 1, Attack: 92342, Defense: 84489, Current HP: 1886, A Avg: 116350, D Avg: 84489, [Big Bang(171)[0, 0, 0], Prism Shield(212)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 150: HP: 1782, STR: 156, VIT: 383, SPD: 64, LUK: 1, Attack: 92342, Defense: 84311, Current HP: 1782, A Avg: 116350, D Avg: 84311, [Big Bang(171)[0, 0, 0], Tower Shield(213)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 149: HP: 2513, STR: 156, VIT: 787, SPD: 64, LUK: 1, Attack: 92342, Defense: 85349, Current HP: 2513, A Avg: 116350, D Avg: 85349, [Big Bang(171)[0, 0, 0], Slime Shield(221)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 148: HP: 2424, STR: 156, VIT: 369, SPD: 64, LUK: 1, Attack: 92342, Defense: 84297, Current HP: 2424, A Avg: 116350, D Avg: 84297, [Big Bang(171)[0, 0, 0], Hardwood Shield(223)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 147: HP: 1771, STR: 156, VIT: 1354, SPD: 64, LUK: 1, Attack: 92342, Defense: 88142, Current HP: 1771, A Avg: 116350, D Avg: 88142, [Big Bang(171)[0, 0, 0], Energy Shield(227)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 146: HP: 4081, STR: 156, VIT: 264, SPD: 64, LUK: 1, Attack: 92342, Defense: 86181, Current HP: 4081, A Avg: 116350, D Avg: 86181, [Big Bang(171)[0, 0, 0], Frying Pan(231)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 145: HP: 2764, STR: 156, VIT: 915, SPD: 64, LUK: 1, Attack: 92342, Defense: 85649, Current HP: 2764, A Avg: 116350, D Avg: 85649, [Big Bang(171)[0, 0, 0], Slafield(232)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 144: HP: 2380, STR: 156, VIT: 787, SPD: 64, LUK: 1, Attack: 92342, Defense: 86262, Current HP: 2380, A Avg: 116350, D Avg: 86262, [Big Bang(171)[0, 0, 0], Mist Shield(233)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 143: HP: 1914, STR: 156, VIT: 1317, SPD: 64, LUK: 1, Attack: 92342, Defense: 86285, Current HP: 1914, A Avg: 116350, D Avg: 86285, [Big Bang(171)[0, 0, 0], Huge Shield(234)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 142: HP: 1826, STR: 156, VIT: 1450, SPD: 64, LUK: 1, Attack: 92342, Defense: 88290, Current HP: 1826, A Avg: 116350, D Avg: 88290, [Big Bang(171)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 141: HP: 3116, STR: 156, VIT: 1167, SPD: 64, LUK: 1, Attack: 92342, Defense: 88592, Current HP: 3116, A Avg: 116350, D Avg: 88592, [Big Bang(171)[0, 0, 0], Cloud Shield(241)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 140: HP: 1694, STR: 156, VIT: 254, SPD: 64, LUK: 1, Attack: 92342, Defense: 87043, Current HP: 1694, A Avg: 116350, D Avg: 87043, [Big Bang(171)[0, 0, 0], Graffiti(243)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 139: HP: 1694, STR: 156, VIT: 2282, SPD: 64, LUK: 1, Attack: 92342, Defense: 92060, Current HP: 1694, A Avg: 116350, D Avg: 92060, [Big Bang(171)[0, 0, 0], Blank Shield(244)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
