Rank 1000: HP: 1342, STR: 899, VIT: 925, SPD: 56, LUK: 1, Attack: 87950, Defense: 87843, Current HP: 1342, A Avg: 110817, D Avg: 87843, [Tekken(188)[0, 0, 0], White Hole(230)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 220: HP: 1460, STR: 280, VIT: 856, SPD: 59, LUK: 1, Attack: 92466, Defense: 87696, Current HP: 1460, A Avg: 115582, D Avg: 87696, [Big Bang(171)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 219: HP: 2478, STR: 280, VIT: 680, SPD: 59, LUK: 1, Attack: 92466, Defense: 88105, Current HP: 2478, A Avg: 115582, D Avg: 88105, [Big Bang(171)[0, 0, 0], Cloud Shield(241)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 218: HP: 1340, STR: 280, VIT: 159, SPD: 59, LUK: 1, Attack: 92466, Defense: 86948, Current HP: 1340, A Avg: 115582, D Avg: 86948, [Big Bang(171)[0, 0, 0], Graffiti(243)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 217: HP: 1340, STR: 280, VIT: 1315, SPD: 59, LUK: 1, Attack: 92466, Defense: 91093, Current HP: 1340, A Avg: 115582, D Avg: 91093, [Big Bang(171)[0, 0, 0], Blank Shield(244)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 216: HP: 1840, STR: 280, VIT: 1879, SPD: 59, LUK: 1, Attack: 92466, Defense: 88667, Current HP: 1840, A Avg: 115582, D Avg: 88667, [Big Bang(171)[0, 0, 0], Golem Shield(245)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 215: HP: 1640, STR: 280, VIT: 639, SPD: 63, LUK: 1, Attack: 92466, Defense: 86517, Current HP: 1640, A Avg: 115582, D Avg: 86517, [Big Bang(171)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 214: HP: 2396, STR: 280, VIT: 626, SPD: 59, LUK: 1, Attack: 92466, Defense: 86842, Current HP: 2396, A Avg: 115582, D Avg: 86842, [Big Bang(171)[0, 0, 0], King Shield(248)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 213: HP: 1827, STR: 280, VIT: 731, SPD: 59, LUK: 1, Attack: 92466, Defense: 87766, Current HP: 1827, A Avg: 115582, D Avg: 87766, [Big Bang(171)[0, 0, 0], Warrior's Shield(249)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 212: HP: 1407, STR: 280, VIT: 853, SPD: 59, LUK: 1, Attack: 92466, Defense: 87901, Current HP: 1407, A Avg: 115582, D Avg: 87901, [Big Bang(171)[0, 0, 0], Ghost shield(251)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 211: HP: 1360, STR: 291, VIT: 283, SPD: 59, LUK: 1, Attack: 92477, Defense: 84289, Current HP: 1360, A Avg: 115596, D Avg: 84289, [Big Bang(171)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 210: HP: 1340, STR: 291, VIT: 3049, SPD: 59, LUK: 1, Attack: 92477, Defense: 88719, Current HP: 1340, A Avg: 115596, D Avg: 88719, [Big Bang(171)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 209: HP: 1892, STR: 4092, VIT: 228, SPD: 59, LUK: 1, Attack: 91753, Defense: 87016, Current HP: 1892, A Avg: 115608, D Avg: 87016, [Neural Edge(190)[0, 0, 0], C Magnum(239)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 208: HP: 1624, STR: 307, VIT: 361, SPD: 59, LUK: 1, Attack: 92493, Defense: 84302, Current HP: 1624, A Avg: 115616, D Avg: 84302, [Big Bang(171)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 207: HP: 4920, STR: 6686, VIT: 812, SPD: 59, LUK: 1, Attack: 92499, Defense: 86040, Current HP: 4920, A Avg: 115623, D Avg: 86040, [Spear of Regression(182)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 206: HP: 740, STR: 7991, VIT: 159, SPD: 59, LUK: 1, Attack: 92569, Defense: 87987, Current HP: 740, A Avg: 115711, D Avg: 87987, [Magical(187)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 205: HP: 1340, STR: 386, VIT: 283, SPD: 63, LUK: 1, Attack: 92572, Defense: 84308, Current HP: 1340, A Avg: 115715, D Avg: 84308, [Big Bang(171)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 204: HP: 5412, STR: 3957, VIT: 1996, SPD: 56, LUK: 1, Attack: 91839, Defense: 89824, Current HP: 5412, A Avg: 115717, D Avg: 89824, [Wild Card(175)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 203: HP: 940, STR: 7039, VIT: 737, SPD: 59, LUK: 1, Attack: 92579, Defense: 88565, Current HP: 940, A Avg: 115723, D Avg: 88565, [Zodiac(184)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 202: HP: 1780, STR: 399, VIT: 363, SPD: 59, LUK: 1, Attack: 92585, Defense: 84603, Current HP: 1780, A Avg: 115731, D Avg: 84603, [Big Bang(171)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 201: HP: 1340, STR: 4939, VIT: 1366, SPD: 59, LUK: 1, Attack: 92600, Defense: 88934, Current HP: 1340, A Avg: 115750, D Avg: 88934, [Neural Edge(190)[0, 0, 0], Storm Wall(242)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 200: HP: 1516, STR: 414, VIT: 283, SPD: 59, LUK: 1, Attack: 92600, Defense: 84783, Current HP: 1516, A Avg: 115750, D Avg: 84783, [Big Bang(171)[0, 0, 0], Hard Wings of Beast(222)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 199: HP: 5200, STR: 4743, VIT: 1567, SPD: 59, LUK: 1, Attack: 92625, Defense: 86795, Current HP: 5200, A Avg: 115781, D Avg: 86795, [Wild Card(175)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 198: HP: 1843, STR: 475, VIT: 513, SPD: 59, LUK: 1, Attack: 92661, Defense: 86131, Current HP: 1843, A Avg: 115826, D Avg: 86131, [Big Bang(171)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 197: HP: 1612, STR: 477, VIT: 705, SPD: 59, LUK: 1, Attack: 92663, Defense: 85543, Current HP: 1612, A Avg: 115828, D Avg: 85543, [Big Bang(171)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 196: HP: 760, STR: 5028, VIT: 226, SPD: 59, LUK: 1, Attack: 92689, Defense: 84089, Current HP: 760, A Avg: 115861, D Avg: 84089, [Neural Edge(190)[0, 0, 0], Small Sword(218)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 195: HP: 1780, STR: 504, VIT: 424, SPD: 59, LUK: 1, Attack: 92690, Defense: 85288, Current HP: 1780, A Avg: 115862, D Avg: 85288, [Big Bang(171)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 194: HP: 1700, STR: 504, VIT: 465, SPD: 63, LUK: 1, Attack: 92690, Defense: 84887, Current HP: 1700, A Avg: 115862, D Avg: 84887, [Big Bang(171)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 193: HP: 780, STR: 5043, VIT: 557, SPD: 59, LUK: 1, Attack: 92704, Defense: 85148, Current HP: 780, A Avg: 115880, D Avg: 85148, [Neural Edge(190)[0, 0, 0], Black Hole(229)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 192: HP: 1120, STR: 5043, VIT: 615, SPD: 59, LUK: 1, Attack: 92704, Defense: 87533, Current HP: 1120, A Avg: 115880, D Avg: 87533, [Neural Edge(190)[0, 0, 0], White Hole(230)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 191: HP: 3080, STR: 4154, VIT: 2662, SPD: 56, LUK: 1, Attack: 91982, Defense: 90490, Current HP: 3080, A Avg: 115897, D Avg: 90490, [Stargazer(183)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 190: HP: 5420, STR: 6906, VIT: 561, SPD: 63, LUK: 1, Attack: 92719, Defense: 87349, Current HP: 5420, A Avg: 115898, D Avg: 87349, [Spear of Regression(182)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 189: HP: 1743, STR: 5086, VIT: 608, SPD: 59, LUK: 1, Attack: 92747, Defense: 86720, Current HP: 1743, A Avg: 115933, D Avg: 86720, [Neural Edge(190)[0, 0, 0], Goblin Hand(250)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 188: HP: 1940, STR: 571, VIT: 1366, SPD: 59, LUK: 1, Attack: 92757, Defense: 88934, Current HP: 1940, A Avg: 115946, D Avg: 88934, [Big Bang(171)[0, 0, 0], Storm Wall(242)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 187: HP: 1780, STR: 572, VIT: 766, SPD: 59, LUK: 1, Attack: 92758, Defense: 87567, Current HP: 1780, A Avg: 115947, D Avg: 87567, [Big Bang(171)[0, 0, 0], Riot(236)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 186: HP: 1140, STR: 5113, VIT: 745, SPD: 59, LUK: 1, Attack: 92774, Defense: 85739, Current HP: 1140, A Avg: 115967, D Avg: 85739, [Neural Edge(190)[0, 0, 0], Metalization(228)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 185: HP: 1426, STR: 2131, VIT: 332, SPD: 56, LUK: 1, Attack: 92040, Defense: 84055, Current HP: 1426, A Avg: 115970, D Avg: 84055, [Spectral Sword Shigure(172)[0, 0, 0], Pot Lid(201)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 184: HP: 1426, STR: 2131, VIT: 332, SPD: 56, LUK: 1, Attack: 92040, Defense: 84065, Current HP: 1426, A Avg: 115970, D Avg: 84065, [Spectral Sword Shigure(172)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 183: HP: 1364, STR: 2131, VIT: 359, SPD: 56, LUK: 1, Attack: 92040, Defense: 84228, Current HP: 1364, A Avg: 115970, D Avg: 84228, [Spectral Sword Shigure(172)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 182: HP: 1364, STR: 2131, VIT: 367, SPD: 56, LUK: 1, Attack: 92040, Defense: 84171, Current HP: 1364, A Avg: 115970, D Avg: 84171, [Spectral Sword Shigure(172)[0, 0, 0], Iron Shield(204)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 181: HP: 1364, STR: 2131, VIT: 437, SPD: 56, LUK: 1, Attack: 92040, Defense: 84300, Current HP: 1364, A Avg: 115970, D Avg: 84300, [Spectral Sword Shigure(172)[0, 0, 0], Titanium Shield(205)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 180: HP: 1364, STR: 2131, VIT: 464, SPD: 56, LUK: 1, Attack: 92040, Defense: 84353, Current HP: 1364, A Avg: 115970, D Avg: 84353, [Spectral Sword Shigure(172)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 179: HP: 1426, STR: 2131, VIT: 522, SPD: 56, LUK: 1, Attack: 92040, Defense: 84398, Current HP: 1426, A Avg: 115970, D Avg: 84398, [Spectral Sword Shigure(172)[0, 0, 0], Magic Shield(207)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 178: HP: 1760, STR: 2131, VIT: 621, SPD: 56, LUK: 1, Attack: 92040, Defense: 84458, Current HP: 1760, A Avg: 115970, D Avg: 84458, [Spectral Sword Shigure(172)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 177: HP: 1495, STR: 2131, VIT: 434, SPD: 56, LUK: 1, Attack: 92040, Defense: 84206, Current HP: 1495, A Avg: 115970, D Avg: 84206, [Spectral Sword Shigure(172)[0, 0, 0], Clear Shield(211)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 176: HP: 1541, STR: 2131, VIT: 522, SPD: 56, LUK: 1, Attack: 92040, Defense: 84541, Current HP: 1541, A Avg: 115970, D Avg: 84541, [Spectral Sword Shigure(172)[0, 0, 0], Prism Shield(212)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 175: HP: 1452, STR: 2131, VIT: 450, SPD: 56, LUK: 1, Attack: 92040, Defense: 84378, Current HP: 1452, A Avg: 115970, D Avg: 84378, [Spectral Sword Shigure(172)[0, 0, 0], Tower Shield(213)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 174: HP: 2088, STR: 2131, VIT: 800, SPD: 56, LUK: 1, Attack: 92040, Defense: 85362, Current HP: 2088, A Avg: 115970, D Avg: 85362, [Spectral Sword Shigure(172)[0, 0, 0], Slime Shield(221)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 173: HP: 2006, STR: 2131, VIT: 437, SPD: 56, LUK: 1, Attack: 92040, Defense: 84365, Current HP: 2006, A Avg: 115970, D Avg: 84365, [Spectral Sword Shigure(172)[0, 0, 0], Hardwood Shield(223)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 172: HP: 1426, STR: 2131, VIT: 1341, SPD: 56, LUK: 1, Attack: 92040, Defense: 88129, Current HP: 1426, A Avg: 115970, D Avg: 88129, [Spectral Sword Shigure(172)[0, 0, 0], Energy Shield(227)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 171: HP: 3586, STR: 2131, VIT: 345, SPD: 56, LUK: 1, Attack: 92040, Defense: 86262, Current HP: 3586, A Avg: 115970, D Avg: 86262, [Spectral Sword Shigure(172)[0, 0, 0], Frying Pan(231)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 170: HP: 2327, STR: 2131, VIT: 915, SPD: 56, LUK: 1, Attack: 92040, Defense: 85649, Current HP: 2327, A Avg: 115970, D Avg: 85649, [Spectral Sword Shigure(172)[0, 0, 0], Slafield(232)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 169: HP: 1978, STR: 2131, VIT: 800, SPD: 56, LUK: 1, Attack: 92040, Defense: 86275, Current HP: 1978, A Avg: 115970, D Avg: 86275, [Spectral Sword Shigure(172)[0, 0, 0], Mist Shield(233)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 168: HP: 1584, STR: 2131, VIT: 1263, SPD: 56, LUK: 1, Attack: 92040, Defense: 86231, Current HP: 1584, A Avg: 115970, D Avg: 86231, [Spectral Sword Shigure(172)[0, 0, 0], Huge Shield(234)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 167: HP: 1496, STR: 2131, VIT: 1398, SPD: 56, LUK: 1, Attack: 92040, Defense: 88238, Current HP: 1496, A Avg: 115970, D Avg: 88238, [Spectral Sword Shigure(172)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 166: HP: 2599, STR: 2131, VIT: 1128, SPD: 56, LUK: 1, Attack: 92040, Defense: 88553, Current HP: 2599, A Avg: 115970, D Avg: 88553, [Spectral Sword Shigure(172)[0, 0, 0], Cloud Shield(241)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 165: HP: 1364, STR: 2131, VIT: 332, SPD: 56, LUK: 1, Attack: 92040, Defense: 87121, Current HP: 1364, A Avg: 115970, D Avg: 87121, [Spectral Sword Shigure(172)[0, 0, 0], Graffiti(243)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 164: HP: 1364, STR: 2131, VIT: 2100, SPD: 56, LUK: 1, Attack: 92040, Defense: 91878, Current HP: 1364, A Avg: 115970, D Avg: 91878, [Spectral Sword Shigure(172)[0, 0, 0], Blank Shield(244)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 163: HP: 1914, STR: 2131, VIT: 2910, SPD: 56, LUK: 1, Attack: 92040, Defense: 89698, Current HP: 1914, A Avg: 115970, D Avg: 89698, [Spectral Sword Shigure(172)[0, 0, 0], Golem Shield(245)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 162: HP: 1694, STR: 2131, VIT: 1065, SPD: 59, LUK: 1, Attack: 92040, Defense: 86943, Current HP: 1694, A Avg: 115970, D Avg: 86943, [Spectral Sword Shigure(172)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 161: HP: 2525, STR: 2131, VIT: 1031, SPD: 56, LUK: 1, Attack: 92040, Defense: 87247, Current HP: 2525, A Avg: 115970, D Avg: 87247, [Spectral Sword Shigure(172)[0, 0, 0], King Shield(248)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 160: HP: 1886, STR: 2131, VIT: 1206, SPD: 56, LUK: 1, Attack: 92040, Defense: 88241, Current HP: 1886, A Avg: 115970, D Avg: 88241, [Spectral Sword Shigure(172)[0, 0, 0], Warrior's Shield(249)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 159: HP: 1426, STR: 2131, VIT: 1393, SPD: 56, LUK: 1, Attack: 92040, Defense: 88441, Current HP: 1426, A Avg: 115970, D Avg: 88441, [Spectral Sword Shigure(172)[0, 0, 0], Ghost shield(251)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 158: HP: 1676, STR: 2147, VIT: 634, SPD: 56, LUK: 1, Attack: 92056, Defense: 84575, Current HP: 1676, A Avg: 115990, D Avg: 84575, [Spectral Sword Shigure(172)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 157: HP: 1364, STR: 2193, VIT: 522, SPD: 59, LUK: 1, Attack: 92102, Defense: 84547, Current HP: 1364, A Avg: 116048, D Avg: 84547, [Spectral Sword Shigure(172)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 156: HP: 1360, STR: 660, VIT: 226, SPD: 59, LUK: 1, Attack: 92846, Defense: 84089, Current HP: 1360, A Avg: 116057, D Avg: 84089, [Big Bang(171)[0, 0, 0], Small Sword(218)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 155: HP: 1848, STR: 2201, VIT: 637, SPD: 56, LUK: 1, Attack: 92110, Defense: 84877, Current HP: 1848, A Avg: 116058, D Avg: 84877, [Spectral Sword Shigure(172)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 154: HP: 1140, STR: 5219, VIT: 283, SPD: 59, LUK: 1, Attack: 92880, Defense: 84172, Current HP: 1140, A Avg: 116100, D Avg: 84172, [Neural Edge(190)[0, 0, 0], Small Lion(219)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 153: HP: 1904, STR: 2246, VIT: 873, SPD: 56, LUK: 1, Attack: 92155, Defense: 86491, Current HP: 1904, A Avg: 116115, D Avg: 86491, [Spectral Sword Shigure(172)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 152: HP: 1663, STR: 2248, VIT: 1150, SPD: 56, LUK: 1, Attack: 92157, Defense: 85988, Current HP: 1663, A Avg: 116117, D Avg: 85988, [Spectral Sword Shigure(172)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 151: HP: 3080, STR: 5068, VIT: 2002, SPD: 59, LUK: 1, Attack: 92896, Defense: 87230, Current HP: 3080, A Avg: 116120, D Avg: 87230, [Stargazer(183)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 150: HP: 1848, STR: 2264, VIT: 729, SPD: 56, LUK: 1, Attack: 92173, Defense: 85593, Current HP: 1848, A Avg: 116137, D Avg: 85593, [Spectral Sword Shigure(172)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 149: HP: 1760, STR: 2264, VIT: 800, SPD: 59, LUK: 1, Attack: 92173, Defense: 85222, Current HP: 1760, A Avg: 116137, D Avg: 85222, [Spectral Sword Shigure(172)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 148: HP: 1386, STR: 2264, VIT: 522, SPD: 56, LUK: 1, Attack: 92173, Defense: 84528, Current HP: 1386, A Avg: 116137, D Avg: 84528, [Spectral Sword Shigure(172)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 147: HP: 1364, STR: 2264, VIT: 4752, SPD: 56, LUK: 1, Attack: 92173, Defense: 90422, Current HP: 1364, A Avg: 116137, D Avg: 90422, [Spectral Sword Shigure(172)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 146: HP: 5700, STR: 5032, VIT: 1315, SPD: 63, LUK: 1, Attack: 92914, Defense: 88103, Current HP: 5700, A Avg: 116142, D Avg: 88103, [Wild Card(175)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 145: HP: 1004, STR: 5272, VIT: 292, SPD: 59, LUK: 1, Attack: 92933, Defense: 84298, Current HP: 1004, A Avg: 116166, D Avg: 84298, [Neural Edge(190)[0, 0, 0], Small Dragon Sword(224)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 144: HP: 1848, STR: 2304, VIT: 1242, SPD: 56, LUK: 1, Attack: 92213, Defense: 88043, Current HP: 1848, A Avg: 116188, D Avg: 88043, [Spectral Sword Shigure(172)[0, 0, 0], Riot(236)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 143: HP: 1557, STR: 2339, VIT: 522, SPD: 56, LUK: 1, Attack: 92248, Defense: 85022, Current HP: 1557, A Avg: 116232, D Avg: 85022, [Spectral Sword Shigure(172)[0, 0, 0], Hard Wings of Beast(222)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 142: HP: 1380, STR: 831, VIT: 557, SPD: 59, LUK: 1, Attack: 93017, Defense: 85148, Current HP: 1380, A Avg: 116271, D Avg: 85148, [Big Bang(171)[0, 0, 0], Black Hole(229)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 141: HP: 1740, STR: 851, VIT: 283, SPD: 59, LUK: 1, Attack: 93037, Defense: 84172, Current HP: 1740, A Avg: 116296, D Avg: 84172, [Big Bang(171)[0, 0, 0], Small Lion(219)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 140: HP: 2373, STR: 874, VIT: 608, SPD: 59, LUK: 1, Attack: 93060, Defense: 86720, Current HP: 2373, A Avg: 116325, D Avg: 86720, [Big Bang(171)[0, 0, 0], Goblin Hand(250)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 139: HP: 1656, STR: 140, VIT: 228, SPD: 56, LUK: 1, Attack: 92326, Defense: 83951, Current HP: 1656, A Avg: 116330, D Avg: 83951, [Big Bang(171)[0, 0, 0], Pot Lid(201)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 138: HP: 1656, STR: 140, VIT: 228, SPD: 56, LUK: 1, Attack: 92326, Defense: 83961, Current HP: 1656, A Avg: 116330, D Avg: 83961, [Big Bang(171)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 137: HP: 1584, STR: 140, VIT: 251, SPD: 56, LUK: 1, Attack: 92326, Defense: 84120, Current HP: 1584, A Avg: 116330, D Avg: 84120, [Big Bang(171)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 136: HP: 1584, STR: 140, VIT: 259, SPD: 56, LUK: 1, Attack: 92326, Defense: 84063, Current HP: 1584, A Avg: 116330, D Avg: 84063, [Big Bang(171)[0, 0, 0], Iron Shield(204)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 135: HP: 1584, STR: 140, VIT: 329, SPD: 56, LUK: 1, Attack: 92326, Defense: 84192, Current HP: 1584, A Avg: 116330, D Avg: 84192, [Big Bang(171)[0, 0, 0], Titanium Shield(205)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 134: HP: 1584, STR: 140, VIT: 356, SPD: 56, LUK: 1, Attack: 92326, Defense: 84245, Current HP: 1584, A Avg: 116330, D Avg: 84245, [Big Bang(171)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 133: HP: 1656, STR: 140, VIT: 418, SPD: 56, LUK: 1, Attack: 92326, Defense: 84294, Current HP: 1656, A Avg: 116330, D Avg: 84294, [Big Bang(171)[0, 0, 0], Magic Shield(207)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 132: HP: 1980, STR: 140, VIT: 513, SPD: 56, LUK: 1, Attack: 92326, Defense: 84350, Current HP: 1980, A Avg: 116330, D Avg: 84350, [Big Bang(171)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 131: HP: 1725, STR: 140, VIT: 330, SPD: 56, LUK: 1, Attack: 92326, Defense: 84102, Current HP: 1725, A Avg: 116330, D Avg: 84102, [Big Bang(171)[0, 0, 0], Clear Shield(211)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 130: HP: 1771, STR: 140, VIT: 418, SPD: 56, LUK: 1, Attack: 92326, Defense: 84437, Current HP: 1771, A Avg: 116330, D Avg: 84437, [Big Bang(171)[0, 0, 0], Prism Shield(212)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 129: HP: 1672, STR: 140, VIT: 342, SPD: 56, LUK: 1, Attack: 92326, Defense: 84270, Current HP: 1672, A Avg: 116330, D Avg: 84270, [Big Bang(171)[0, 0, 0], Tower Shield(213)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 128: HP: 2318, STR: 140, VIT: 696, SPD: 56, LUK: 1, Attack: 92326, Defense: 85258, Current HP: 2318, A Avg: 116330, D Avg: 85258, [Big Bang(171)[0, 0, 0], Slime Shield(221)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 127: HP: 2226, STR: 140, VIT: 329, SPD: 56, LUK: 1, Attack: 92326, Defense: 84257, Current HP: 2226, A Avg: 116330, D Avg: 84257, [Big Bang(171)[0, 0, 0], Hardwood Shield(223)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 126: HP: 1656, STR: 140, VIT: 1237, SPD: 56, LUK: 1, Attack: 92326, Defense: 88025, Current HP: 1656, A Avg: 116330, D Avg: 88025, [Big Bang(171)[0, 0, 0], Energy Shield(227)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 125: HP: 3806, STR: 140, VIT: 237, SPD: 56, LUK: 1, Attack: 92326, Defense: 86154, Current HP: 3806, A Avg: 116330, D Avg: 86154, [Big Bang(171)[0, 0, 0], Frying Pan(231)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
