Rank 1000: HP: 414, STR: 224, VIT: 566, SPD: 16, LUK: 1, Attack: 86752, Defense: 87614, Current HP: 414, A Avg: 109307, D Avg: 87614, [Moon Knuckle(153)[0, 0, 0], Ghost shield(251)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 235: HP: 1540, STR: 4012, VIT: 348, SPD: 18, LUK: 1, Attack: 89825, Defense: 84484, Current HP: 1540, A Avg: 112281, D Avg: 84484, [Spear of Regression(182)[0, 0, 0], Magnum(237)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 234: HP: 418, STR: 965, VIT: 137, SPD: 16, LUK: 1, Attack: 89132, Defense: 87965, Current HP: 418, A Avg: 112306, D Avg: 87965, [Basic(169)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 233: HP: 660, STR: 1698, VIT: 142, SPD: 18, LUK: 1, Attack: 89865, Defense: 86930, Current HP: 660, A Avg: 112331, D Avg: 86930, [Basic(169)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 232: HP: 1980, STR: 1276, VIT: 566, SPD: 17, LUK: 1, Attack: 89158, Defense: 87354, Current HP: 1980, A Avg: 112339, D Avg: 87354, [Wild Card(175)[0, 0, 0], C Magnum(239)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 231: HP: 280, STR: 1705, VIT: 142, SPD: 17, LUK: 1, Attack: 89872, Defense: 87970, Current HP: 280, A Avg: 112340, D Avg: 87970, [Basic(169)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 230: HP: 1670, STR: 4096, VIT: 430, SPD: 17, LUK: 1, Attack: 89909, Defense: 85658, Current HP: 1670, A Avg: 112386, D Avg: 85658, [Spear of Regression(182)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 229: HP: 1562, STR: 1322, VIT: 566, SPD: 16, LUK: 1, Attack: 89204, Defense: 88394, Current HP: 1562, A Avg: 112397, D Avg: 88394, [Wild Card(175)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 228: HP: 374, STR: 1552, VIT: 98, SPD: 17, LUK: 1, Attack: 89213, Defense: 84442, Current HP: 374, A Avg: 112408, D Avg: 84442, [Neural Edge(190)[0, 0, 0], V Magnum(238)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 227: HP: 240, STR: 2282, VIT: 117, SPD: 17, LUK: 1, Attack: 89943, Defense: 84305, Current HP: 240, A Avg: 112428, D Avg: 84305, [Neural Edge(190)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 226: HP: 1200, STR: 2205, VIT: 688, SPD: 18, LUK: 1, Attack: 90033, Defense: 85032, Current HP: 1200, A Avg: 112541, D Avg: 85032, [Stargazer(183)[0, 0, 0], V Magnum(238)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 225: HP: 1848, STR: 1502, VIT: 972, SPD: 17, LUK: 1, Attack: 89330, Defense: 87760, Current HP: 1848, A Avg: 112555, D Avg: 87760, [Stargazer(183)[0, 0, 0], C Magnum(239)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 224: HP: 240, STR: 2435, VIT: 117, SPD: 18, LUK: 1, Attack: 90096, Defense: 84253, Current HP: 240, A Avg: 112620, D Avg: 84253, [Neural Edge(190)[0, 0, 0], Magnum(237)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 223: HP: 1430, STR: 1562, VIT: 972, SPD: 16, LUK: 1, Attack: 89390, Defense: 88800, Current HP: 1430, A Avg: 112631, D Avg: 88800, [Stargazer(183)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 222: HP: 1540, STR: 4306, VIT: 348, SPD: 18, LUK: 1, Attack: 90119, Defense: 84692, Current HP: 1540, A Avg: 112648, D Avg: 84692, [Spear of Regression(182)[0, 0, 0], V Magnum(238)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 221: HP: 370, STR: 2461, VIT: 198, SPD: 17, LUK: 1, Attack: 90122, Defense: 85426, Current HP: 370, A Avg: 112652, D Avg: 85426, [Neural Edge(190)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 220: HP: 1700, STR: 2265, VIT: 423, SPD: 18, LUK: 1, Attack: 90147, Defense: 87211, Current HP: 1700, A Avg: 112683, D Avg: 87211, [Wild Card(175)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 219: HP: 1320, STR: 2293, VIT: 423, SPD: 17, LUK: 1, Attack: 90175, Defense: 88251, Current HP: 1320, A Avg: 112718, D Avg: 88251, [Wild Card(175)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 218: HP: 792, STR: 1812, VIT: 98, SPD: 17, LUK: 1, Attack: 89473, Defense: 86886, Current HP: 792, A Avg: 112735, D Avg: 86886, [Neural Edge(190)[0, 0, 0], C Magnum(239)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 217: HP: 1463, STR: 4402, VIT: 616, SPD: 16, LUK: 1, Attack: 90215, Defense: 90394, Current HP: 1463, A Avg: 112768, D Avg: 90394, [Spear of Regression(182)[0, 0, 0], Blank Shield(244)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 216: HP: 374, STR: 1892, VIT: 98, SPD: 16, LUK: 1, Attack: 89553, Defense: 87926, Current HP: 374, A Avg: 112836, D Avg: 87926, [Neural Edge(190)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 215: HP: 240, STR: 2729, VIT: 117, SPD: 18, LUK: 1, Attack: 90390, Defense: 84461, Current HP: 240, A Avg: 112987, D Avg: 84461, [Neural Edge(190)[0, 0, 0], V Magnum(238)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 214: HP: 1580, STR: 2646, VIT: 688, SPD: 18, LUK: 1, Attack: 90474, Defense: 87476, Current HP: 1580, A Avg: 113092, D Avg: 87476, [Stargazer(183)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 213: HP: 1200, STR: 2688, VIT: 688, SPD: 17, LUK: 1, Attack: 90516, Defense: 88516, Current HP: 1200, A Avg: 113145, D Avg: 88516, [Stargazer(183)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 212: HP: 1920, STR: 4746, VIT: 348, SPD: 18, LUK: 1, Attack: 90559, Defense: 87136, Current HP: 1920, A Avg: 113198, D Avg: 87136, [Spear of Regression(182)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 211: HP: 1540, STR: 4866, VIT: 348, SPD: 17, LUK: 1, Attack: 90679, Defense: 88176, Current HP: 1540, A Avg: 113348, D Avg: 88176, [Spear of Regression(182)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 210: HP: 620, STR: 3169, VIT: 117, SPD: 18, LUK: 1, Attack: 90830, Defense: 86905, Current HP: 620, A Avg: 113537, D Avg: 86905, [Neural Edge(190)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 209: HP: 240, STR: 3231, VIT: 117, SPD: 17, LUK: 1, Attack: 90892, Defense: 87945, Current HP: 240, A Avg: 113615, D Avg: 87945, [Neural Edge(190)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 208: HP: 851, STR: 1371, VIT: 202, SPD: 16, LUK: 1, Attack: 91280, Defense: 83925, Current HP: 851, A Avg: 115012, D Avg: 83925, [Spectral Sword Shigure(172)[0, 0, 0], Pot Lid(201)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 207: HP: 851, STR: 1371, VIT: 202, SPD: 16, LUK: 1, Attack: 91280, Defense: 83935, Current HP: 851, A Avg: 115012, D Avg: 83935, [Spectral Sword Shigure(172)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 206: HP: 814, STR: 1371, VIT: 224, SPD: 16, LUK: 1, Attack: 91280, Defense: 84093, Current HP: 814, A Avg: 115012, D Avg: 84093, [Spectral Sword Shigure(172)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 205: HP: 814, STR: 1371, VIT: 232, SPD: 16, LUK: 1, Attack: 91280, Defense: 84036, Current HP: 814, A Avg: 115012, D Avg: 84036, [Spectral Sword Shigure(172)[0, 0, 0], Iron Shield(204)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 204: HP: 814, STR: 1371, VIT: 234, SPD: 16, LUK: 1, Attack: 91280, Defense: 84097, Current HP: 814, A Avg: 115012, D Avg: 84097, [Spectral Sword Shigure(172)[0, 0, 0], Titanium Shield(205)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 203: HP: 814, STR: 1371, VIT: 261, SPD: 16, LUK: 1, Attack: 91280, Defense: 84150, Current HP: 814, A Avg: 115012, D Avg: 84150, [Spectral Sword Shigure(172)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 202: HP: 851, STR: 1371, VIT: 262, SPD: 16, LUK: 1, Attack: 91280, Defense: 84138, Current HP: 851, A Avg: 115012, D Avg: 84138, [Spectral Sword Shigure(172)[0, 0, 0], Magic Shield(207)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 201: HP: 935, STR: 1371, VIT: 283, SPD: 16, LUK: 1, Attack: 91280, Defense: 84120, Current HP: 935, A Avg: 115012, D Avg: 84120, [Spectral Sword Shigure(172)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 200: HP: 920, STR: 1371, VIT: 239, SPD: 16, LUK: 1, Attack: 91280, Defense: 84011, Current HP: 920, A Avg: 115012, D Avg: 84011, [Spectral Sword Shigure(172)[0, 0, 0], Clear Shield(211)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 199: HP: 966, STR: 1371, VIT: 262, SPD: 16, LUK: 1, Attack: 91280, Defense: 84281, Current HP: 966, A Avg: 115012, D Avg: 84281, [Spectral Sword Shigure(172)[0, 0, 0], Prism Shield(212)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 198: HP: 902, STR: 1371, VIT: 248, SPD: 16, LUK: 1, Attack: 91280, Defense: 84176, Current HP: 902, A Avg: 115012, D Avg: 84176, [Spectral Sword Shigure(172)[0, 0, 0], Tower Shield(213)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 197: HP: 1110, STR: 1371, VIT: 345, SPD: 16, LUK: 1, Attack: 91280, Defense: 84907, Current HP: 1110, A Avg: 115012, D Avg: 84907, [Spectral Sword Shigure(172)[0, 0, 0], Slime Shield(221)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 196: HP: 1016, STR: 1371, VIT: 234, SPD: 16, LUK: 1, Attack: 91280, Defense: 84162, Current HP: 1016, A Avg: 115012, D Avg: 84162, [Spectral Sword Shigure(172)[0, 0, 0], Hardwood Shield(223)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 195: HP: 851, STR: 1371, VIT: 756, SPD: 16, LUK: 1, Attack: 91280, Defense: 87544, Current HP: 851, A Avg: 115012, D Avg: 87544, [Spectral Sword Shigure(172)[0, 0, 0], Energy Shield(227)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 194: HP: 2211, STR: 1371, VIT: 210, SPD: 16, LUK: 1, Attack: 91280, Defense: 86127, Current HP: 2211, A Avg: 115012, D Avg: 86127, [Spectral Sword Shigure(172)[0, 0, 0], Frying Pan(231)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 193: HP: 1292, STR: 1371, VIT: 395, SPD: 16, LUK: 1, Attack: 91280, Defense: 85129, Current HP: 1292, A Avg: 115012, D Avg: 85129, [Spectral Sword Shigure(172)[0, 0, 0], Slafield(232)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 192: HP: 1115, STR: 1371, VIT: 345, SPD: 16, LUK: 1, Attack: 91280, Defense: 85820, Current HP: 1115, A Avg: 115012, D Avg: 85820, [Spectral Sword Shigure(172)[0, 0, 0], Mist Shield(233)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 191: HP: 1034, STR: 1371, VIT: 453, SPD: 16, LUK: 1, Attack: 91280, Defense: 85421, Current HP: 1034, A Avg: 115012, D Avg: 85421, [Spectral Sword Shigure(172)[0, 0, 0], Huge Shield(234)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 190: HP: 946, STR: 1371, VIT: 618, SPD: 16, LUK: 1, Attack: 91280, Defense: 87458, Current HP: 946, A Avg: 115012, D Avg: 87458, [Spectral Sword Shigure(172)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 189: HP: 1161, STR: 1371, VIT: 413, SPD: 16, LUK: 1, Attack: 91280, Defense: 87838, Current HP: 1161, A Avg: 115012, D Avg: 87838, [Spectral Sword Shigure(172)[0, 0, 0], Cloud Shield(241)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 188: HP: 814, STR: 1371, VIT: 202, SPD: 16, LUK: 1, Attack: 91280, Defense: 86991, Current HP: 814, A Avg: 115012, D Avg: 86991, [Spectral Sword Shigure(172)[0, 0, 0], Graffiti(243)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 187: HP: 814, STR: 1371, VIT: 670, SPD: 16, LUK: 1, Attack: 91280, Defense: 90448, Current HP: 814, A Avg: 115012, D Avg: 90448, [Spectral Sword Shigure(172)[0, 0, 0], Blank Shield(244)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 186: HP: 1364, STR: 1371, VIT: 1088, SPD: 16, LUK: 1, Attack: 91280, Defense: 87876, Current HP: 1364, A Avg: 115012, D Avg: 87876, [Spectral Sword Shigure(172)[0, 0, 0], Golem Shield(245)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 185: HP: 1144, STR: 1371, VIT: 415, SPD: 17, LUK: 1, Attack: 91280, Defense: 86293, Current HP: 1144, A Avg: 115012, D Avg: 86293, [Spectral Sword Shigure(172)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 184: HP: 1315, STR: 1371, VIT: 491, SPD: 16, LUK: 1, Attack: 91280, Defense: 86707, Current HP: 1315, A Avg: 115012, D Avg: 86707, [Spectral Sword Shigure(172)[0, 0, 0], King Shield(248)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 183: HP: 1311, STR: 1371, VIT: 816, SPD: 16, LUK: 1, Attack: 91280, Defense: 87851, Current HP: 1311, A Avg: 115012, D Avg: 87851, [Spectral Sword Shigure(172)[0, 0, 0], Warrior's Shield(249)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 182: HP: 851, STR: 1371, VIT: 483, SPD: 16, LUK: 1, Attack: 91280, Defense: 87531, Current HP: 851, A Avg: 115012, D Avg: 87531, [Spectral Sword Shigure(172)[0, 0, 0], Ghost shield(251)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 181: HP: 961, STR: 1387, VIT: 297, SPD: 16, LUK: 1, Attack: 91296, Defense: 84238, Current HP: 961, A Avg: 115032, D Avg: 84238, [Spectral Sword Shigure(172)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 180: HP: 814, STR: 1393, VIT: 262, SPD: 17, LUK: 1, Attack: 91302, Defense: 84287, Current HP: 814, A Avg: 115040, D Avg: 84287, [Spectral Sword Shigure(172)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 179: HP: 1023, STR: 1401, VIT: 299, SPD: 16, LUK: 1, Attack: 91310, Defense: 84539, Current HP: 1023, A Avg: 115050, D Avg: 84539, [Spectral Sword Shigure(172)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 178: HP: 984, STR: 1406, VIT: 353, SPD: 16, LUK: 1, Attack: 91315, Defense: 85971, Current HP: 984, A Avg: 115056, D Avg: 85971, [Spectral Sword Shigure(172)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 177: HP: 893, STR: 1408, VIT: 542, SPD: 16, LUK: 1, Attack: 91317, Defense: 85380, Current HP: 893, A Avg: 115059, D Avg: 85380, [Spectral Sword Shigure(172)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 176: HP: 1023, STR: 1424, VIT: 567, SPD: 16, LUK: 1, Attack: 91333, Defense: 87368, Current HP: 1023, A Avg: 115079, D Avg: 87368, [Spectral Sword Shigure(172)[0, 0, 0], Riot(236)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 175: HP: 1023, STR: 1424, VIT: 324, SPD: 16, LUK: 1, Attack: 91333, Defense: 85188, Current HP: 1023, A Avg: 115079, D Avg: 85188, [Spectral Sword Shigure(172)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 174: HP: 935, STR: 1424, VIT: 345, SPD: 17, LUK: 1, Attack: 91333, Defense: 84767, Current HP: 935, A Avg: 115079, D Avg: 84767, [Spectral Sword Shigure(172)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 173: HP: 836, STR: 1456, VIT: 262, SPD: 16, LUK: 1, Attack: 91365, Defense: 84268, Current HP: 836, A Avg: 115119, D Avg: 84268, [Spectral Sword Shigure(172)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 172: HP: 814, STR: 1456, VIT: 1372, SPD: 16, LUK: 1, Attack: 91365, Defense: 87042, Current HP: 814, A Avg: 115119, D Avg: 87042, [Spectral Sword Shigure(172)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 171: HP: 858, STR: 1457, VIT: 421, SPD: 16, LUK: 1, Attack: 91366, Defense: 85012, Current HP: 858, A Avg: 115121, D Avg: 85012, [Spectral Sword Shigure(172)[0, 0, 0], Black Hole(229)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 170: HP: 957, STR: 1457, VIT: 444, SPD: 16, LUK: 1, Attack: 91366, Defense: 87362, Current HP: 957, A Avg: 115121, D Avg: 87362, [Spectral Sword Shigure(172)[0, 0, 0], White Hole(230)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 169: HP: 897, STR: 1489, VIT: 262, SPD: 16, LUK: 1, Attack: 91398, Defense: 84762, Current HP: 897, A Avg: 115161, D Avg: 84762, [Spectral Sword Shigure(172)[0, 0, 0], Hard Wings of Beast(222)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 168: HP: 1334, STR: 1523, VIT: 499, SPD: 16, LUK: 1, Attack: 91432, Defense: 86611, Current HP: 1334, A Avg: 115204, D Avg: 86611, [Spectral Sword Shigure(172)[0, 0, 0], Goblin Hand(250)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 167: HP: 1254, STR: 1539, VIT: 737, SPD: 16, LUK: 1, Attack: 91448, Defense: 85731, Current HP: 1254, A Avg: 115224, D Avg: 85731, [Spectral Sword Shigure(172)[0, 0, 0], Metalization(228)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 166: HP: 836, STR: 1553, VIT: 239, SPD: 16, LUK: 1, Attack: 91462, Defense: 84102, Current HP: 836, A Avg: 115242, D Avg: 84102, [Spectral Sword Shigure(172)[0, 0, 0], Small Sword(218)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 165: HP: 939, STR: 1574, VIT: 275, SPD: 16, LUK: 1, Attack: 91483, Defense: 84281, Current HP: 939, A Avg: 115268, D Avg: 84281, [Spectral Sword Shigure(172)[0, 0, 0], Small Dragon Sword(224)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 164: HP: 979, STR: 1584, VIT: 262, SPD: 16, LUK: 1, Attack: 91493, Defense: 84151, Current HP: 979, A Avg: 115281, D Avg: 84151, [Spectral Sword Shigure(172)[0, 0, 0], Small Lion(219)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 163: HP: 1474, STR: 1626, VIT: 1073, SPD: 16, LUK: 1, Attack: 91535, Defense: 88641, Current HP: 1474, A Avg: 115334, D Avg: 88641, [Spectral Sword Shigure(172)[0, 0, 0], Storm Wall(242)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 162: HP: 672, STR: 2424, VIT: 185, SPD: 17, LUK: 1, Attack: 92333, Defense: 83908, Current HP: 672, A Avg: 115416, D Avg: 83908, [Spectral Sword Shigure(172)[0, 0, 0], Pot Lid(201)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 161: HP: 672, STR: 2424, VIT: 185, SPD: 17, LUK: 1, Attack: 92333, Defense: 83918, Current HP: 672, A Avg: 115416, D Avg: 83918, [Spectral Sword Shigure(172)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 160: HP: 640, STR: 2424, VIT: 205, SPD: 17, LUK: 1, Attack: 92333, Defense: 84074, Current HP: 640, A Avg: 115416, D Avg: 84074, [Spectral Sword Shigure(172)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 159: HP: 640, STR: 2424, VIT: 210, SPD: 17, LUK: 1, Attack: 92333, Defense: 84014, Current HP: 640, A Avg: 115416, D Avg: 84014, [Spectral Sword Shigure(172)[0, 0, 0], Iron Shield(204)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 158: HP: 640, STR: 2424, VIT: 212, SPD: 17, LUK: 1, Attack: 92333, Defense: 84075, Current HP: 640, A Avg: 115416, D Avg: 84075, [Spectral Sword Shigure(172)[0, 0, 0], Titanium Shield(205)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 157: HP: 640, STR: 2424, VIT: 230, SPD: 17, LUK: 1, Attack: 92333, Defense: 84119, Current HP: 640, A Avg: 115416, D Avg: 84119, [Spectral Sword Shigure(172)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 156: HP: 672, STR: 2424, VIT: 224, SPD: 17, LUK: 1, Attack: 92333, Defense: 84100, Current HP: 672, A Avg: 115416, D Avg: 84100, [Spectral Sword Shigure(172)[0, 0, 0], Magic Shield(207)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 155: HP: 750, STR: 2424, VIT: 244, SPD: 17, LUK: 1, Attack: 92333, Defense: 84081, Current HP: 750, A Avg: 115416, D Avg: 84081, [Spectral Sword Shigure(172)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 154: HP: 735, STR: 2424, VIT: 209, SPD: 17, LUK: 1, Attack: 92333, Defense: 83981, Current HP: 735, A Avg: 115416, D Avg: 83981, [Spectral Sword Shigure(172)[0, 0, 0], Clear Shield(211)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 153: HP: 777, STR: 2424, VIT: 224, SPD: 17, LUK: 1, Attack: 92333, Defense: 84243, Current HP: 777, A Avg: 115416, D Avg: 84243, [Spectral Sword Shigure(172)[0, 0, 0], Prism Shield(212)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 152: HP: 720, STR: 2424, VIT: 221, SPD: 17, LUK: 1, Attack: 92333, Defense: 84149, Current HP: 720, A Avg: 115416, D Avg: 84149, [Spectral Sword Shigure(172)[0, 0, 0], Tower Shield(213)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 151: HP: 909, STR: 2424, VIT: 278, SPD: 17, LUK: 1, Attack: 92333, Defense: 84840, Current HP: 909, A Avg: 115416, D Avg: 84840, [Spectral Sword Shigure(172)[0, 0, 0], Slime Shield(221)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 150: HP: 824, STR: 2424, VIT: 212, SPD: 17, LUK: 1, Attack: 92333, Defense: 84140, Current HP: 824, A Avg: 115416, D Avg: 84140, [Spectral Sword Shigure(172)[0, 0, 0], Hardwood Shield(223)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 149: HP: 672, STR: 2424, VIT: 547, SPD: 17, LUK: 1, Attack: 92333, Defense: 87335, Current HP: 672, A Avg: 115416, D Avg: 87335, [Spectral Sword Shigure(172)[0, 0, 0], Energy Shield(227)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 148: HP: 1910, STR: 2424, VIT: 196, SPD: 17, LUK: 1, Attack: 92333, Defense: 86113, Current HP: 1910, A Avg: 115416, D Avg: 86113, [Spectral Sword Shigure(172)[0, 0, 0], Frying Pan(231)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 147: HP: 1075, STR: 2424, VIT: 311, SPD: 17, LUK: 1, Attack: 92333, Defense: 85045, Current HP: 1075, A Avg: 115416, D Avg: 85045, [Spectral Sword Shigure(172)[0, 0, 0], Slafield(232)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 146: HP: 913, STR: 2424, VIT: 278, SPD: 17, LUK: 1, Attack: 92333, Defense: 85753, Current HP: 913, A Avg: 115416, D Avg: 85753, [Spectral Sword Shigure(172)[0, 0, 0], Mist Shield(233)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 145: HP: 840, STR: 2424, VIT: 358, SPD: 17, LUK: 1, Attack: 92333, Defense: 85326, Current HP: 840, A Avg: 115416, D Avg: 85326, [Spectral Sword Shigure(172)[0, 0, 0], Huge Shield(234)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 144: HP: 760, STR: 2424, VIT: 457, SPD: 17, LUK: 1, Attack: 92333, Defense: 87297, Current HP: 760, A Avg: 115416, D Avg: 87297, [Spectral Sword Shigure(172)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 143: HP: 955, STR: 2424, VIT: 323, SPD: 17, LUK: 1, Attack: 92333, Defense: 87748, Current HP: 955, A Avg: 115416, D Avg: 87748, [Spectral Sword Shigure(172)[0, 0, 0], Cloud Shield(241)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 142: HP: 640, STR: 2424, VIT: 185, SPD: 17, LUK: 1, Attack: 92333, Defense: 86974, Current HP: 640, A Avg: 115416, D Avg: 86974, [Spectral Sword Shigure(172)[0, 0, 0], Graffiti(243)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 141: HP: 640, STR: 2424, VIT: 491, SPD: 17, LUK: 1, Attack: 92333, Defense: 90269, Current HP: 640, A Avg: 115416, D Avg: 90269, [Spectral Sword Shigure(172)[0, 0, 0], Blank Shield(244)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
