Rank 1000: HP: 1064, STR: 288928, VIT: 539, SPD: 42, LUK: 1, Attack: 374897, Defense: 86417, Current HP: 1064, A Avg: 997226, D Avg: 86417, [Fire Chariot(138)[230, 230, 230], Sticky thread shield(247)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 211: HP: 1824, STR: 341434, VIT: 710, SPD: 42, LUK: 1, Attack: 426768, Defense: 87498, Current HP: 1824, A Avg: 1135202, D Avg: 87498, [Impulse(166)[230, 230, 230], C Magnum(239)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 210: HP: 703, STR: 341653, VIT: 438, SPD: 42, LUK: 1, Attack: 427193, Defense: 84782, Current HP: 703, A Avg: 1136333, D Avg: 84782, [Zodiac(184)[230, 230, 230], V Magnum(238)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 209: HP: 2820, STR: 339611, VIT: 1513, SPD: 40, LUK: 1, Attack: 427439, Defense: 88938, Current HP: 2820, A Avg: 1136987, D Avg: 88938, [Stargazer(183)[230, 230, 230], Cloud Shield(241)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 208: HP: 3268, STR: 342039, VIT: 1244, SPD: 40, LUK: 1, Attack: 427852, Defense: 91022, Current HP: 3268, A Avg: 1138086, D Avg: 91022, [Spear of Regression(182)[230, 230, 230], Blank Shield(244)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 207: HP: 1349, STR: 342778, VIT: 438, SPD: 42, LUK: 1, Attack: 428318, Defense: 87226, Current HP: 1349, A Avg: 1139325, D Avg: 87226, [Zodiac(184)[230, 230, 230], C Magnum(239)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 206: HP: 1083, STR: 345234, VIT: 988, SPD: 40, LUK: 1, Attack: 429110, Defense: 88556, Current HP: 1083, A Avg: 1141432, D Avg: 88556, [Tornado(111)[230, 230, 230], Storm Wall(242)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 205: HP: 1083, STR: 345358, VIT: 988, SPD: 40, LUK: 1, Attack: 429507, Defense: 88556, Current HP: 1083, A Avg: 1142488, D Avg: 88556, [Giant Tornado(114)[230, 230, 230], Storm Wall(242)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 204: HP: 684, STR: 345805, VIT: 141, SPD: 40, LUK: 1, Attack: 429577, Defense: 84069, Current HP: 684, A Avg: 1142674, D Avg: 84069, [Short Sword(103)[230, 230, 230], Tower Shield(213)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 203: HP: 915, STR: 345938, VIT: 183, SPD: 40, LUK: 1, Attack: 429664, Defense: 84111, Current HP: 915, A Avg: 1142906, D Avg: 84111, [Wooden Stick(101)[230, 230, 230], Hardwood Shield(223)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 202: HP: 915, STR: 345938, VIT: 183, SPD: 40, LUK: 1, Attack: 429703, Defense: 84111, Current HP: 915, A Avg: 1143009, D Avg: 84111, [Club(102)[230, 230, 230], Hardwood Shield(223)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 201: HP: 540, STR: 345938, VIT: 134, SPD: 40, LUK: 1, Attack: 429706, Defense: 83867, Current HP: 540, A Avg: 1143017, D Avg: 83867, [Decorative Swords(109)[230, 230, 230], High Pot Lid(202)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 200: HP: 684, STR: 345898, VIT: 141, SPD: 40, LUK: 1, Attack: 429709, Defense: 84069, Current HP: 684, A Avg: 1143025, D Avg: 84069, [Long Sword(104)[230, 230, 230], Tower Shield(213)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 199: HP: 589, STR: 345949, VIT: 192, SPD: 40, LUK: 1, Attack: 429721, Defense: 84120, Current HP: 589, A Avg: 1143057, D Avg: 84120, [Short Sword(103)[230, 230, 230], Tower Shield(213)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 198: HP: 608, STR: 345967, VIT: 132, SPD: 40, LUK: 1, Attack: 429739, Defense: 83995, Current HP: 608, A Avg: 1143105, D Avg: 83995, [Wasp Knife(105)[230, 230, 230], Titanium Shield(205)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 197: HP: 1001, STR: 345992, VIT: 449, SPD: 42, LUK: 1, Attack: 429790, Defense: 86327, Current HP: 1001, A Avg: 1143241, D Avg: 86327, [Ninja(135)[230, 230, 230], Sticky thread shield(247)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 196: HP: 1121, STR: 345967, VIT: 295, SPD: 40, LUK: 1, Attack: 429823, Defense: 84132, Current HP: 1121, A Avg: 1143329, D Avg: 84132, [Emerald Sword(115)[230, 230, 230], Emerald Shield(209)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 195: HP: 589, STR: 346042, VIT: 192, SPD: 40, LUK: 1, Attack: 429853, Defense: 84120, Current HP: 589, A Avg: 1143408, D Avg: 84120, [Long Sword(104)[230, 230, 230], Tower Shield(213)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 194: HP: 513, STR: 346111, VIT: 183, SPD: 40, LUK: 1, Attack: 429883, Defense: 84046, Current HP: 513, A Avg: 1143488, D Avg: 84046, [Wasp Knife(105)[230, 230, 230], Titanium Shield(205)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 193: HP: 950, STR: 346111, VIT: 520, SPD: 40, LUK: 1, Attack: 429886, Defense: 87321, Current HP: 950, A Avg: 1143496, D Avg: 87321, [Peacemaker(131)[230, 230, 230], Riot(236)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 192: HP: 906, STR: 346136, VIT: 497, SPD: 42, LUK: 1, Attack: 429934, Defense: 86375, Current HP: 906, A Avg: 1143624, D Avg: 86375, [Ninja(135)[230, 230, 230], Sticky thread shield(247)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 191: HP: 1001, STR: 346129, VIT: 1373, SPD: 40, LUK: 1, Attack: 429945, Defense: 88161, Current HP: 1001, A Avg: 1143653, D Avg: 88161, [Hand Axe(140)[230, 230, 230], Golem Shield(245)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 190: HP: 1026, STR: 346111, VIT: 346, SPD: 40, LUK: 1, Attack: 429967, Defense: 84183, Current HP: 1026, A Avg: 1143712, D Avg: 84183, [Emerald Sword(115)[230, 230, 230], Emerald Shield(209)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 189: HP: 1029, STR: 346071, VIT: 489, SPD: 42, LUK: 1, Attack: 429973, Defense: 86367, Current HP: 1029, A Avg: 1143728, D Avg: 86367, [Crossed Shuriken(136)[230, 230, 230], Sticky thread shield(247)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 188: HP: 988, STR: 346075, VIT: 520, SPD: 40, LUK: 1, Attack: 429977, Defense: 87321, Current HP: 988, A Avg: 1143738, D Avg: 87321, [Daydream(132)[230, 230, 230], Riot(236)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 187: HP: 1098, STR: 345985, VIT: 1326, SPD: 40, LUK: 1, Attack: 429991, Defense: 88114, Current HP: 1098, A Avg: 1143776, D Avg: 88114, [Crescent(141)[230, 230, 230], Golem Shield(245)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 186: HP: 925, STR: 346024, VIT: 183, SPD: 40, LUK: 1, Attack: 430017, Defense: 84111, Current HP: 925, A Avg: 1143845, D Avg: 84111, [Sword of Wood(124)[230, 230, 230], Hardwood Shield(223)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 185: HP: 960, STR: 346129, VIT: 608, SPD: 40, LUK: 1, Attack: 430018, Defense: 87643, Current HP: 960, A Avg: 1143847, D Avg: 87643, [Iron Lumps(108)[230, 230, 230], Warrior's Shield(249)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 184: HP: 855, STR: 346255, VIT: 571, SPD: 40, LUK: 1, Attack: 430030, Defense: 87372, Current HP: 855, A Avg: 1143879, D Avg: 87372, [Peacemaker(131)[230, 230, 230], Riot(236)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 183: HP: 950, STR: 346078, VIT: 592, SPD: 40, LUK: 1, Attack: 430045, Defense: 87432, Current HP: 950, A Avg: 1143919, D Avg: 87432, [Phantom Sword(117)[230, 230, 230], Aurora Shield(240)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 182: HP: 934, STR: 346215, VIT: 537, SPD: 42, LUK: 1, Attack: 430117, Defense: 86415, Current HP: 934, A Avg: 1144111, D Avg: 86415, [Crossed Shuriken(136)[230, 230, 230], Sticky thread shield(247)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 181: HP: 893, STR: 346219, VIT: 571, SPD: 40, LUK: 1, Attack: 430121, Defense: 87372, Current HP: 893, A Avg: 1144121, D Avg: 87372, [Daydream(132)[230, 230, 230], Riot(236)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 180: HP: 598, STR: 346129, VIT: 192, SPD: 40, LUK: 1, Attack: 430128, Defense: 84120, Current HP: 598, A Avg: 1144140, D Avg: 84120, [Greatsword(127)[230, 230, 230], Tower Shield(213)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 179: HP: 1003, STR: 346129, VIT: 1377, SPD: 40, LUK: 1, Attack: 430135, Defense: 88165, Current HP: 1003, A Avg: 1144159, D Avg: 88165, [Crescent(141)[230, 230, 230], Golem Shield(245)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 178: HP: 2489, STR: 346244, VIT: 295, SPD: 40, LUK: 1, Attack: 430185, Defense: 86212, Current HP: 2489, A Avg: 1144292, D Avg: 86212, [Rusty Knife(156)[230, 230, 230], Frying Pan(231)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 177: HP: 855, STR: 346222, VIT: 640, SPD: 40, LUK: 1, Attack: 430189, Defense: 87480, Current HP: 855, A Avg: 1144302, D Avg: 87480, [Phantom Sword(117)[230, 230, 230], Aurora Shield(240)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 176: HP: 960, STR: 346215, VIT: 608, SPD: 40, LUK: 1, Attack: 430221, Defense: 87643, Current HP: 960, A Avg: 1144387, D Avg: 87643, [Great Iron Mass(122)[230, 230, 230], Warrior's Shield(249)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 175: HP: 2394, STR: 346388, VIT: 346, SPD: 40, LUK: 1, Attack: 430329, Defense: 86263, Current HP: 2394, A Avg: 1144675, D Avg: 86263, [Rusty Knife(156)[230, 230, 230], Frying Pan(231)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 174: HP: 988, STR: 346161, VIT: 642, SPD: 40, LUK: 1, Attack: 430349, Defense: 87443, Current HP: 988, A Avg: 1144728, D Avg: 87443, [Cagliostro(133)[230, 230, 230], Riot(236)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 173: HP: 902, STR: 346247, VIT: 529, SPD: 42, LUK: 1, Attack: 430357, Defense: 86407, Current HP: 902, A Avg: 1144749, D Avg: 86407, [Windmill(137)[230, 230, 230], Sticky thread shield(247)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 172: HP: 1257, STR: 346175, VIT: 132, SPD: 40, LUK: 1, Attack: 430363, Defense: 84060, Current HP: 1257, A Avg: 1144765, D Avg: 84060, [Sword of the Spirit Tree(125)[230, 230, 230], Hardwood Shield(223)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 171: HP: 1260, STR: 346636, VIT: 460, SPD: 40, LUK: 1, Attack: 430460, Defense: 86572, Current HP: 1260, A Avg: 1145023, D Avg: 86572, [Stun Knuckle(106)[230, 230, 230], Goblin Hand(250)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 170: HP: 893, STR: 346305, VIT: 693, SPD: 40, LUK: 1, Attack: 430493, Defense: 87494, Current HP: 893, A Avg: 1145111, D Avg: 87494, [Cagliostro(133)[230, 230, 230], Riot(236)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 169: HP: 828, STR: 346384, VIT: 362, SPD: 40, LUK: 1, Attack: 430494, Defense: 84290, Current HP: 828, A Avg: 1145114, D Avg: 84290, [Dragon Killer(139)[230, 230, 230], Tower Shield(213)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 168: HP: 807, STR: 346391, VIT: 577, SPD: 42, LUK: 1, Attack: 430501, Defense: 86455, Current HP: 807, A Avg: 1145132, D Avg: 86455, [Windmill(137)[230, 230, 230], Sticky thread shield(247)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 167: HP: 965, STR: 346082, VIT: 582, SPD: 40, LUK: 1, Attack: 430504, Defense: 87422, Current HP: 965, A Avg: 1145140, D Avg: 87422, [Dreaming Sword(128)[230, 230, 230], Aurora Shield(240)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 166: HP: 1162, STR: 346319, VIT: 183, SPD: 40, LUK: 1, Attack: 430507, Defense: 84111, Current HP: 1162, A Avg: 1145148, D Avg: 84111, [Sword of the Spirit Tree(125)[230, 230, 230], Hardwood Shield(223)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 165: HP: 1020, STR: 346283, VIT: 774, SPD: 40, LUK: 1, Attack: 430601, Defense: 87562, Current HP: 1020, A Avg: 1145398, D Avg: 87562, [Ruby Knuckle(151)[230, 230, 230], Energy Shield(227)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 164: HP: 870, STR: 346226, VIT: 630, SPD: 40, LUK: 1, Attack: 430648, Defense: 87470, Current HP: 870, A Avg: 1145523, D Avg: 87470, [Dreaming Sword(128)[230, 230, 230], Aurora Shield(240)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 163: HP: 1330, STR: 346247, VIT: 1451, SPD: 40, LUK: 1, Attack: 430760, Defense: 88239, Current HP: 1330, A Avg: 1145821, D Avg: 88239, [Volcano(142)[230, 230, 230], Golem Shield(245)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 162: HP: 1220, STR: 346301, VIT: 692, SPD: 40, LUK: 1, Attack: 430814, Defense: 87727, Current HP: 1220, A Avg: 1145965, D Avg: 87727, [Maximum Iron Mass(123)[230, 230, 230], Warrior's Shield(249)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 161: HP: 1235, STR: 346391, VIT: 1502, SPD: 40, LUK: 1, Attack: 430904, Defense: 88290, Current HP: 1235, A Avg: 1146204, D Avg: 88290, [Volcano(142)[230, 230, 230], Golem Shield(245)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 160: HP: 3059, STR: 346244, VIT: 533, SPD: 40, LUK: 1, Attack: 430952, Defense: 86450, Current HP: 3059, A Avg: 1146332, D Avg: 86450, [Thin Blade(158)[230, 230, 230], Frying Pan(231)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 159: HP: 627, STR: 346210, VIT: 708, SPD: 40, LUK: 1, Attack: 430998, Defense: 84714, Current HP: 627, A Avg: 1146454, D Avg: 84714, [Pulse Knife(165)[230, 230, 230], Wings of Beast(210)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 158: HP: 608, STR: 346210, VIT: 2544, SPD: 40, LUK: 1, Attack: 430998, Defense: 88214, Current HP: 608, A Avg: 1146454, D Avg: 88214, [Pulse Knife(165)[230, 230, 230], Shield of Thousand(246)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 157: HP: 2964, STR: 346388, VIT: 584, SPD: 40, LUK: 1, Attack: 431096, Defense: 86501, Current HP: 2964, A Avg: 1146715, D Avg: 86501, [Thin Blade(158)[230, 230, 230], Frying Pan(231)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 156: HP: 737, STR: 346356, VIT: 708, SPD: 40, LUK: 1, Attack: 431144, Defense: 85208, Current HP: 737, A Avg: 1146843, D Avg: 85208, [Pulse Knife(165)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 155: HP: 1040, STR: 346528, VIT: 851, SPD: 40, LUK: 1, Attack: 431178, Defense: 87639, Current HP: 1040, A Avg: 1146933, D Avg: 87639, [Diamond Knuckle(152)[230, 230, 230], Energy Shield(227)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 154: HP: 1064, STR: 346312, VIT: 403, SPD: 40, LUK: 1, Attack: 431280, Defense: 87321, Current HP: 1064, A Avg: 1147204, D Avg: 87321, [Cluster Bomb(170)[230, 230, 230], White Hole(230)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 153: HP: 1208, STR: 345685, VIT: 569, SPD: 40, LUK: 1, Attack: 431329, Defense: 85069, Current HP: 1208, A Avg: 1147335, D Avg: 85069, [Gladius(162)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 152: HP: 1235, STR: 346525, VIT: 700, SPD: 40, LUK: 1, Attack: 431337, Defense: 87501, Current HP: 1235, A Avg: 1147356, D Avg: 87501, [Granada(150)[230, 230, 230], Riot(236)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 151: HP: 1330, STR: 346679, VIT: 1438, SPD: 40, LUK: 1, Attack: 431413, Defense: 88226, Current HP: 1330, A Avg: 1147558, D Avg: 88226, [Irruption(154)[230, 230, 230], Golem Shield(245)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 150: HP: 969, STR: 346456, VIT: 451, SPD: 40, LUK: 1, Attack: 431424, Defense: 87369, Current HP: 969, A Avg: 1147587, D Avg: 87369, [Cluster Bomb(170)[230, 230, 230], White Hole(230)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 149: HP: 893, STR: 346586, VIT: 601, SPD: 40, LUK: 1, Attack: 431427, Defense: 85595, Current HP: 893, A Avg: 1147595, D Avg: 85595, [Grand Slam(163)[230, 230, 230], Metalization(228)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 148: HP: 1178, STR: 346640, VIT: 1520, SPD: 40, LUK: 1, Attack: 431428, Defense: 89088, Current HP: 1178, A Avg: 1147598, D Avg: 89088, [Pulse Knife(165)[230, 230, 230], Storm Wall(242)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 147: HP: 627, STR: 346648, VIT: 670, SPD: 40, LUK: 1, Attack: 431436, Defense: 84533, Current HP: 627, A Avg: 1147619, D Avg: 84533, [Pulse Knife(165)[230, 230, 230], Small Sword(218)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 146: HP: 798, STR: 346780, VIT: 499, SPD: 40, LUK: 1, Attack: 431436, Defense: 85467, Current HP: 798, A Avg: 1147619, D Avg: 85467, [Penetra(161)[230, 230, 230], Huge Shield(234)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 145: HP: 1140, STR: 346669, VIT: 751, SPD: 40, LUK: 1, Attack: 431481, Defense: 87552, Current HP: 1140, A Avg: 1147739, D Avg: 87552, [Granada(150)[230, 230, 230], Riot(236)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 144: HP: 1485, STR: 346435, VIT: 312, SPD: 40, LUK: 1, Attack: 431533, Defense: 84240, Current HP: 1485, A Avg: 1147877, D Avg: 84240, [Yggdrasil(126)[230, 230, 230], Hardwood Shield(223)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 143: HP: 1235, STR: 346823, VIT: 1489, SPD: 40, LUK: 1, Attack: 431557, Defense: 88277, Current HP: 1235, A Avg: 1147941, D Avg: 88277, [Irruption(154)[230, 230, 230], Golem Shield(245)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 142: HP: 703, STR: 346924, VIT: 550, SPD: 40, LUK: 1, Attack: 431580, Defense: 85518, Current HP: 703, A Avg: 1148002, D Avg: 85518, [Penetra(161)[230, 230, 230], Huge Shield(234)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 141: HP: 1197, STR: 346296, VIT: 795, SPD: 40, LUK: 1, Attack: 431630, Defense: 84801, Current HP: 1197, A Avg: 1148135, D Avg: 84801, [Impulse(166)[230, 230, 230], Wings of Beast(210)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 140: HP: 1178, STR: 346296, VIT: 2630, SPD: 40, LUK: 1, Attack: 431630, Defense: 88300, Current HP: 1178, A Avg: 1148135, D Avg: 88300, [Impulse(166)[230, 230, 230], Shield of Thousand(246)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 139: HP: 893, STR: 346855, VIT: 708, SPD: 40, LUK: 1, Attack: 431643, Defense: 84597, Current HP: 893, A Avg: 1148170, D Avg: 84597, [Pulse Knife(165)[230, 230, 230], Small Lion(219)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 138: HP: 1390, STR: 346579, VIT: 363, SPD: 40, LUK: 1, Attack: 431677, Defense: 84291, Current HP: 1390, A Avg: 1148260, D Avg: 84291, [Yggdrasil(126)[230, 230, 230], Hardwood Shield(223)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 137: HP: 801, STR: 346893, VIT: 716, SPD: 40, LUK: 1, Attack: 431681, Defense: 84722, Current HP: 801, A Avg: 1148271, D Avg: 84722, [Pulse Knife(165)[230, 230, 230], Small Dragon Sword(224)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 136: HP: 2489, STR: 346903, VIT: 336, SPD: 40, LUK: 1, Attack: 431741, Defense: 86253, Current HP: 2489, A Avg: 1148431, D Avg: 86253, [Willow Blade(157)[230, 230, 230], Frying Pan(231)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 135: HP: 1307, STR: 346442, VIT: 795, SPD: 40, LUK: 1, Attack: 431776, Defense: 85295, Current HP: 1307, A Avg: 1148524, D Avg: 85295, [Impulse(166)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 134: HP: 912, STR: 346492, VIT: 453, SPD: 40, LUK: 1, Attack: 431824, Defense: 84381, Current HP: 912, A Avg: 1148651, D Avg: 84381, [Tower(149)[230, 230, 230], Tower Shield(213)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 133: HP: 1729, STR: 346939, VIT: 765, SPD: 40, LUK: 1, Attack: 431862, Defense: 87566, Current HP: 1729, A Avg: 1148752, D Avg: 87566, [Pangaea(164)[230, 230, 230], Riot(236)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 132: HP: 2394, STR: 347047, VIT: 387, SPD: 40, LUK: 1, Attack: 431885, Defense: 86304, Current HP: 2394, A Avg: 1148814, D Avg: 86304, [Willow Blade(157)[230, 230, 230], Frying Pan(231)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 131: HP: 1634, STR: 347083, VIT: 816, SPD: 40, LUK: 1, Attack: 432006, Defense: 87617, Current HP: 1634, A Avg: 1149135, D Avg: 87617, [Pangaea(164)[230, 230, 230], Riot(236)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 130: HP: 1748, STR: 346726, VIT: 1606, SPD: 40, LUK: 1, Attack: 432060, Defense: 89174, Current HP: 1748, A Avg: 1149279, D Avg: 89174, [Impulse(166)[230, 230, 230], Storm Wall(242)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 129: HP: 1197, STR: 346734, VIT: 756, SPD: 40, LUK: 1, Attack: 432068, Defense: 84619, Current HP: 1197, A Avg: 1149300, D Avg: 84619, [Impulse(166)[230, 230, 230], Small Sword(218)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 128: HP: 1159, STR: 346240, VIT: 571, SPD: 42, LUK: 1, Attack: 432209, Defense: 86449, Current HP: 1159, A Avg: 1149675, D Avg: 86449, [Fire Chariot(138)[230, 230, 230], Sticky thread shield(247)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 127: HP: 1463, STR: 346941, VIT: 795, SPD: 40, LUK: 1, Attack: 432275, Defense: 84684, Current HP: 1463, A Avg: 1149851, D Avg: 84684, [Impulse(166)[230, 230, 230], Small Lion(219)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 126: HP: 1371, STR: 346979, VIT: 803, SPD: 40, LUK: 1, Attack: 432313, Defense: 84809, Current HP: 1371, A Avg: 1149952, D Avg: 84809, [Impulse(166)[230, 230, 230], Small Dragon Sword(224)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 125: HP: 1184, STR: 346600, VIT: 444, SPD: 40, LUK: 1, Attack: 432348, Defense: 86062, Current HP: 1184, A Avg: 1150045, D Avg: 86062, [Scythe of the Grim Reaper(148)[230, 230, 230], Mask of the Grim Reaper(214)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 124: HP: 1064, STR: 346384, VIT: 619, SPD: 42, LUK: 1, Attack: 432353, Defense: 86497, Current HP: 1064, A Avg: 1150058, D Avg: 86497, [Fire Chariot(138)[230, 230, 230], Sticky thread shield(247)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 123: HP: 1084, STR: 346744, VIT: 492, SPD: 40, LUK: 1, Attack: 432492, Defense: 86110, Current HP: 1084, A Avg: 1150428, D Avg: 86110, [Scythe of the Grim Reaper(148)[230, 230, 230], Mask of the Grim Reaper(214)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 122: HP: 3059, STR: 346766, VIT: 550, SPD: 40, LUK: 1, Attack: 432618, Defense: 86467, Current HP: 3059, A Avg: 1150763, D Avg: 86467, [Santoku(159)[230, 230, 230], Frying Pan(231)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 121: HP: 608, STR: 347870, VIT: 624, SPD: 40, LUK: 1, Attack: 432658, Defense: 84812, Current HP: 608, A Avg: 1150870, D Avg: 84812, [Pulse Knife(165)[230, 230, 230], Dragon Sword(225)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 120: HP: 2964, STR: 346910, VIT: 601, SPD: 40, LUK: 1, Attack: 432762, Defense: 86518, Current HP: 2964, A Avg: 1151146, D Avg: 86518, [Santoku(159)[230, 230, 230], Frying Pan(231)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 119: HP: 1254, STR: 348875, VIT: 208, SPD: 42, LUK: 1, Attack: 432875, Defense: 86996, Current HP: 1254, A Avg: 1151447, D Avg: 86996, [Kirisame(129)[230, 230, 230], C Magnum(239)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 118: HP: 1501, STR: 348893, VIT: 208, SPD: 42, LUK: 1, Attack: 433014, Defense: 86996, Current HP: 1501, A Avg: 1151817, D Avg: 86996, [Black Kirisame(130)[230, 230, 230], C Magnum(239)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 117: HP: 1159, STR: 349019, VIT: 256, SPD: 42, LUK: 1, Attack: 433019, Defense: 87044, Current HP: 1159, A Avg: 1151830, D Avg: 87044, [Kirisame(129)[230, 230, 230], C Magnum(239)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 116: HP: 1406, STR: 349037, VIT: 256, SPD: 42, LUK: 1, Attack: 433158, Defense: 87044, Current HP: 1406, A Avg: 1152200, D Avg: 87044, [Black Kirisame(130)[230, 230, 230], C Magnum(239)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 115: HP: 722, STR: 347672, VIT: 523, SPD: 40, LUK: 1, Attack: 433212, Defense: 84529, Current HP: 722, A Avg: 1152343, D Avg: 84529, [Zodiac(184)[230, 230, 230], Wings of Beast(210)[230, 230, 67], Ring of power(314)[68, 803, 807]]
