Rank 1000: HP: 950, STR: 5437, VIT: 193, SPD: 76, LUK: 1, Attack: 89336, Defense: 88021, Current HP: 950, A Avg: 111670, D Avg: 88021, [Sylph(119)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 262: HP: 2179, STR: 556, VIT: 632, SPD: 76, LUK: 1, Attack: 92742, Defense: 86250, Current HP: 2179, A Avg: 115927, D Avg: 86250, [Big Bang(171)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 261: HP: 1892, STR: 558, VIT: 849, SPD: 76, LUK: 1, Attack: 92744, Defense: 85687, Current HP: 1892, A Avg: 115930, D Avg: 85687, [Big Bang(171)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 260: HP: 1144, STR: 4352, VIT: 280, SPD: 76, LUK: 1, Attack: 92013, Defense: 84624, Current HP: 1144, A Avg: 115936, D Avg: 84624, [Neural Edge(190)[0, 0, 0], V Magnum(238)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 259: HP: 3300, STR: 4935, VIT: 2176, SPD: 81, LUK: 1, Attack: 92763, Defense: 86312, Current HP: 3300, A Avg: 115953, D Avg: 86312, [Stargazer(183)[0, 0, 0], Magnum(237)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 258: HP: 5740, STR: 6955, VIT: 646, SPD: 76, LUK: 1, Attack: 92768, Defense: 84834, Current HP: 5740, A Avg: 115960, D Avg: 84834, [Spear of Regression(182)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 257: HP: 2080, STR: 585, VIT: 514, SPD: 76, LUK: 1, Attack: 92771, Defense: 85378, Current HP: 2080, A Avg: 115963, D Avg: 85378, [Big Bang(171)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 256: HP: 2000, STR: 585, VIT: 567, SPD: 81, LUK: 1, Attack: 92771, Defense: 84989, Current HP: 2000, A Avg: 115963, D Avg: 84989, [Big Bang(171)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 255: HP: 2140, STR: 599, VIT: 1638, SPD: 76, LUK: 1, Attack: 92785, Defense: 89206, Current HP: 2140, A Avg: 115981, D Avg: 89206, [Big Bang(171)[0, 0, 0], Storm Wall(242)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 254: HP: 960, STR: 6260, VIT: 775, SPD: 76, LUK: 1, Attack: 92788, Defense: 88603, Current HP: 960, A Avg: 115985, D Avg: 88603, [Moon Knuckle(153)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 253: HP: 1860, STR: 6451, VIT: 717, SPD: 76, LUK: 1, Attack: 92797, Defense: 88545, Current HP: 1860, A Avg: 115996, D Avg: 88545, [Progress(147)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 252: HP: 2080, STR: 680, VIT: 928, SPD: 76, LUK: 1, Attack: 92866, Defense: 87729, Current HP: 2080, A Avg: 116082, D Avg: 87729, [Big Bang(171)[0, 0, 0], Riot(236)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 251: HP: 6220, STR: 5038, VIT: 1672, SPD: 81, LUK: 1, Attack: 92920, Defense: 86016, Current HP: 6220, A Avg: 116150, D Avg: 86016, [Wild Card(175)[0, 0, 0], V Magnum(238)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 250: HP: 1560, STR: 772, VIT: 260, SPD: 76, LUK: 1, Attack: 92958, Defense: 84123, Current HP: 1560, A Avg: 116197, D Avg: 84123, [Big Bang(171)[0, 0, 0], Small Sword(218)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 249: HP: 1144, STR: 4647, VIT: 280, SPD: 72, LUK: 1, Attack: 92308, Defense: 84468, Current HP: 1144, A Avg: 116308, D Avg: 84468, [Neural Edge(190)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 248: HP: 1656, STR: 2435, VIT: 384, SPD: 72, LUK: 1, Attack: 92344, Defense: 84107, Current HP: 1656, A Avg: 116353, D Avg: 84107, [Spectral Sword Shigure(172)[0, 0, 0], Pot Lid(201)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 247: HP: 1656, STR: 2435, VIT: 384, SPD: 72, LUK: 1, Attack: 92344, Defense: 84117, Current HP: 1656, A Avg: 116353, D Avg: 84117, [Spectral Sword Shigure(172)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 246: HP: 1584, STR: 2435, VIT: 413, SPD: 72, LUK: 1, Attack: 92344, Defense: 84282, Current HP: 1584, A Avg: 116353, D Avg: 84282, [Spectral Sword Shigure(172)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 245: HP: 1584, STR: 2435, VIT: 421, SPD: 72, LUK: 1, Attack: 92344, Defense: 84225, Current HP: 1584, A Avg: 116353, D Avg: 84225, [Spectral Sword Shigure(172)[0, 0, 0], Iron Shield(204)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 244: HP: 1584, STR: 2435, VIT: 518, SPD: 72, LUK: 1, Attack: 92344, Defense: 84381, Current HP: 1584, A Avg: 116353, D Avg: 84381, [Spectral Sword Shigure(172)[0, 0, 0], Titanium Shield(205)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 243: HP: 1584, STR: 2435, VIT: 545, SPD: 72, LUK: 1, Attack: 92344, Defense: 84434, Current HP: 1584, A Avg: 116353, D Avg: 84434, [Spectral Sword Shigure(172)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 242: HP: 1656, STR: 2435, VIT: 626, SPD: 72, LUK: 1, Attack: 92344, Defense: 84502, Current HP: 1656, A Avg: 116353, D Avg: 84502, [Spectral Sword Shigure(172)[0, 0, 0], Magic Shield(207)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 241: HP: 2090, STR: 2435, VIT: 756, SPD: 72, LUK: 1, Attack: 92344, Defense: 84593, Current HP: 2090, A Avg: 116353, D Avg: 84593, [Spectral Sword Shigure(172)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 240: HP: 1725, STR: 2435, VIT: 512, SPD: 72, LUK: 1, Attack: 92344, Defense: 84284, Current HP: 1725, A Avg: 116353, D Avg: 84284, [Spectral Sword Shigure(172)[0, 0, 0], Clear Shield(211)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 239: HP: 1771, STR: 2435, VIT: 626, SPD: 72, LUK: 1, Attack: 92344, Defense: 84645, Current HP: 1771, A Avg: 116353, D Avg: 84645, [Spectral Sword Shigure(172)[0, 0, 0], Prism Shield(212)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 238: HP: 1672, STR: 2435, VIT: 531, SPD: 72, LUK: 1, Attack: 92344, Defense: 84459, Current HP: 1672, A Avg: 116353, D Avg: 84459, [Spectral Sword Shigure(172)[0, 0, 0], Tower Shield(213)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 237: HP: 2479, STR: 2435, VIT: 982, SPD: 72, LUK: 1, Attack: 92344, Defense: 85544, Current HP: 2479, A Avg: 116353, D Avg: 85544, [Spectral Sword Shigure(172)[0, 0, 0], Slime Shield(221)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 236: HP: 2402, STR: 2435, VIT: 518, SPD: 72, LUK: 1, Attack: 92344, Defense: 84446, Current HP: 2402, A Avg: 116353, D Avg: 84446, [Spectral Sword Shigure(172)[0, 0, 0], Hardwood Shield(223)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 235: HP: 1656, STR: 2435, VIT: 1575, SPD: 72, LUK: 1, Attack: 92344, Defense: 88363, Current HP: 1656, A Avg: 116353, D Avg: 88363, [Spectral Sword Shigure(172)[0, 0, 0], Energy Shield(227)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 234: HP: 4136, STR: 2435, VIT: 399, SPD: 72, LUK: 1, Attack: 92344, Defense: 86316, Current HP: 4136, A Avg: 116353, D Avg: 86316, [Spectral Sword Shigure(172)[0, 0, 0], Frying Pan(231)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 233: HP: 2741, STR: 2435, VIT: 1123, SPD: 72, LUK: 1, Attack: 92344, Defense: 85857, Current HP: 2741, A Avg: 116353, D Avg: 85857, [Spectral Sword Shigure(172)[0, 0, 0], Slafield(232)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 232: HP: 2323, STR: 2435, VIT: 982, SPD: 72, LUK: 1, Attack: 92344, Defense: 86457, Current HP: 2323, A Avg: 116353, D Avg: 86457, [Spectral Sword Shigure(172)[0, 0, 0], Mist Shield(233)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 231: HP: 1804, STR: 2435, VIT: 1587, SPD: 72, LUK: 1, Attack: 92344, Defense: 86555, Current HP: 1804, A Avg: 116353, D Avg: 86555, [Spectral Sword Shigure(172)[0, 0, 0], Huge Shield(234)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 230: HP: 1716, STR: 2435, VIT: 1710, SPD: 72, LUK: 1, Attack: 92344, Defense: 88550, Current HP: 1716, A Avg: 116353, D Avg: 88550, [Spectral Sword Shigure(172)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 229: HP: 3174, STR: 2435, VIT: 1414, SPD: 72, LUK: 1, Attack: 92344, Defense: 88839, Current HP: 3174, A Avg: 116353, D Avg: 88839, [Spectral Sword Shigure(172)[0, 0, 0], Cloud Shield(241)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 228: HP: 1584, STR: 2435, VIT: 384, SPD: 72, LUK: 1, Attack: 92344, Defense: 87173, Current HP: 1584, A Avg: 116353, D Avg: 87173, [Spectral Sword Shigure(172)[0, 0, 0], Graffiti(243)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 227: HP: 1584, STR: 2435, VIT: 2672, SPD: 72, LUK: 1, Attack: 92344, Defense: 92450, Current HP: 1584, A Avg: 116353, D Avg: 92450, [Spectral Sword Shigure(172)[0, 0, 0], Blank Shield(244)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 226: HP: 2134, STR: 2435, VIT: 3639, SPD: 72, LUK: 1, Attack: 92344, Defense: 90427, Current HP: 2134, A Avg: 116353, D Avg: 90427, [Spectral Sword Shigure(172)[0, 0, 0], Golem Shield(245)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 225: HP: 1914, STR: 2435, VIT: 1325, SPD: 76, LUK: 1, Attack: 92344, Defense: 87203, Current HP: 1914, A Avg: 116353, D Avg: 87203, [Spectral Sword Shigure(172)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 224: HP: 3009, STR: 2435, VIT: 1247, SPD: 72, LUK: 1, Attack: 92344, Defense: 87463, Current HP: 3009, A Avg: 116353, D Avg: 87463, [Spectral Sword Shigure(172)[0, 0, 0], King Shield(248)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 223: HP: 2116, STR: 2435, VIT: 1362, SPD: 72, LUK: 1, Attack: 92344, Defense: 88397, Current HP: 2116, A Avg: 116353, D Avg: 88397, [Spectral Sword Shigure(172)[0, 0, 0], Warrior's Shield(249)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 222: HP: 1656, STR: 2435, VIT: 1757, SPD: 72, LUK: 1, Attack: 92344, Defense: 88805, Current HP: 1656, A Avg: 116353, D Avg: 88805, [Spectral Sword Shigure(172)[0, 0, 0], Ghost shield(251)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 221: HP: 1886, STR: 172, VIT: 280, SPD: 72, LUK: 1, Attack: 92358, Defense: 84003, Current HP: 1886, A Avg: 116371, D Avg: 84003, [Big Bang(171)[0, 0, 0], Pot Lid(201)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 220: HP: 1886, STR: 172, VIT: 280, SPD: 72, LUK: 1, Attack: 92358, Defense: 84013, Current HP: 1886, A Avg: 116371, D Avg: 84013, [Big Bang(171)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 219: HP: 1804, STR: 172, VIT: 305, SPD: 72, LUK: 1, Attack: 92358, Defense: 84174, Current HP: 1804, A Avg: 116371, D Avg: 84174, [Big Bang(171)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 218: HP: 1804, STR: 172, VIT: 313, SPD: 72, LUK: 1, Attack: 92358, Defense: 84117, Current HP: 1804, A Avg: 116371, D Avg: 84117, [Big Bang(171)[0, 0, 0], Iron Shield(204)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 217: HP: 1804, STR: 172, VIT: 410, SPD: 72, LUK: 1, Attack: 92358, Defense: 84273, Current HP: 1804, A Avg: 116371, D Avg: 84273, [Big Bang(171)[0, 0, 0], Titanium Shield(205)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 216: HP: 1804, STR: 172, VIT: 437, SPD: 72, LUK: 1, Attack: 92358, Defense: 84326, Current HP: 1804, A Avg: 116371, D Avg: 84326, [Big Bang(171)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 215: HP: 1886, STR: 172, VIT: 522, SPD: 72, LUK: 1, Attack: 92358, Defense: 84398, Current HP: 1886, A Avg: 116371, D Avg: 84398, [Big Bang(171)[0, 0, 0], Magic Shield(207)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 214: HP: 2310, STR: 172, VIT: 648, SPD: 72, LUK: 1, Attack: 92358, Defense: 84485, Current HP: 2310, A Avg: 116371, D Avg: 84485, [Big Bang(171)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 213: HP: 1955, STR: 172, VIT: 408, SPD: 72, LUK: 1, Attack: 92358, Defense: 84180, Current HP: 1955, A Avg: 116371, D Avg: 84180, [Big Bang(171)[0, 0, 0], Clear Shield(211)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 212: HP: 2001, STR: 172, VIT: 522, SPD: 72, LUK: 1, Attack: 92358, Defense: 84541, Current HP: 2001, A Avg: 116371, D Avg: 84541, [Big Bang(171)[0, 0, 0], Prism Shield(212)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 211: HP: 1892, STR: 172, VIT: 423, SPD: 72, LUK: 1, Attack: 92358, Defense: 84351, Current HP: 1892, A Avg: 116371, D Avg: 84351, [Big Bang(171)[0, 0, 0], Tower Shield(213)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 210: HP: 2709, STR: 172, VIT: 878, SPD: 72, LUK: 1, Attack: 92358, Defense: 85440, Current HP: 2709, A Avg: 116371, D Avg: 85440, [Big Bang(171)[0, 0, 0], Slime Shield(221)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 209: HP: 2622, STR: 172, VIT: 410, SPD: 72, LUK: 1, Attack: 92358, Defense: 84338, Current HP: 2622, A Avg: 116371, D Avg: 84338, [Big Bang(171)[0, 0, 0], Hardwood Shield(223)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 208: HP: 1886, STR: 172, VIT: 1471, SPD: 72, LUK: 1, Attack: 92358, Defense: 88259, Current HP: 1886, A Avg: 116371, D Avg: 88259, [Big Bang(171)[0, 0, 0], Energy Shield(227)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 207: HP: 4356, STR: 172, VIT: 291, SPD: 72, LUK: 1, Attack: 92358, Defense: 86208, Current HP: 4356, A Avg: 116371, D Avg: 86208, [Big Bang(171)[0, 0, 0], Frying Pan(231)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 206: HP: 2971, STR: 172, VIT: 1019, SPD: 72, LUK: 1, Attack: 92358, Defense: 85753, Current HP: 2971, A Avg: 116371, D Avg: 85753, [Big Bang(171)[0, 0, 0], Slafield(232)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 205: HP: 2553, STR: 172, VIT: 878, SPD: 72, LUK: 1, Attack: 92358, Defense: 86353, Current HP: 2553, A Avg: 116371, D Avg: 86353, [Big Bang(171)[0, 0, 0], Mist Shield(233)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 204: HP: 2024, STR: 172, VIT: 1479, SPD: 72, LUK: 1, Attack: 92358, Defense: 86447, Current HP: 2024, A Avg: 116371, D Avg: 86447, [Big Bang(171)[0, 0, 0], Huge Shield(234)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 203: HP: 1936, STR: 172, VIT: 1606, SPD: 72, LUK: 1, Attack: 92358, Defense: 88446, Current HP: 1936, A Avg: 116371, D Avg: 88446, [Big Bang(171)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 202: HP: 3404, STR: 172, VIT: 1310, SPD: 72, LUK: 1, Attack: 92358, Defense: 88735, Current HP: 3404, A Avg: 116371, D Avg: 88735, [Big Bang(171)[0, 0, 0], Cloud Shield(241)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 201: HP: 1804, STR: 172, VIT: 280, SPD: 72, LUK: 1, Attack: 92358, Defense: 87069, Current HP: 1804, A Avg: 116371, D Avg: 87069, [Big Bang(171)[0, 0, 0], Graffiti(243)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 200: HP: 1804, STR: 172, VIT: 2568, SPD: 72, LUK: 1, Attack: 92358, Defense: 92346, Current HP: 1804, A Avg: 116371, D Avg: 92346, [Big Bang(171)[0, 0, 0], Blank Shield(244)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 199: HP: 2354, STR: 172, VIT: 3531, SPD: 72, LUK: 1, Attack: 92358, Defense: 90319, Current HP: 2354, A Avg: 116371, D Avg: 90319, [Big Bang(171)[0, 0, 0], Golem Shield(245)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 198: HP: 2134, STR: 172, VIT: 1221, SPD: 76, LUK: 1, Attack: 92358, Defense: 87099, Current HP: 2134, A Avg: 116371, D Avg: 87099, [Big Bang(171)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 197: HP: 3229, STR: 172, VIT: 1139, SPD: 72, LUK: 1, Attack: 92358, Defense: 87355, Current HP: 3229, A Avg: 116371, D Avg: 87355, [Big Bang(171)[0, 0, 0], King Shield(248)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 196: HP: 2346, STR: 172, VIT: 1258, SPD: 72, LUK: 1, Attack: 92358, Defense: 88293, Current HP: 2346, A Avg: 116371, D Avg: 88293, [Big Bang(171)[0, 0, 0], Warrior's Shield(249)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 195: HP: 1886, STR: 172, VIT: 1653, SPD: 72, LUK: 1, Attack: 92358, Defense: 88701, Current HP: 1886, A Avg: 116371, D Avg: 88701, [Big Bang(171)[0, 0, 0], Ghost shield(251)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 194: HP: 1962, STR: 2451, VIT: 769, SPD: 72, LUK: 1, Attack: 92360, Defense: 84710, Current HP: 1962, A Avg: 116373, D Avg: 84710, [Spectral Sword Shigure(172)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 193: HP: 1826, STR: 183, VIT: 522, SPD: 72, LUK: 1, Attack: 92369, Defense: 84528, Current HP: 1826, A Avg: 116384, D Avg: 84528, [Big Bang(171)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 192: HP: 1804, STR: 183, VIT: 6000, SPD: 72, LUK: 1, Attack: 92369, Defense: 91670, Current HP: 1804, A Avg: 116384, D Avg: 91670, [Big Bang(171)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 191: HP: 2182, STR: 188, VIT: 661, SPD: 72, LUK: 1, Attack: 92374, Defense: 84602, Current HP: 2182, A Avg: 116391, D Avg: 84602, [Big Bang(171)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 190: HP: 940, STR: 6087, VIT: 176, SPD: 76, LUK: 1, Attack: 93138, Defense: 88004, Current HP: 940, A Avg: 116422, D Avg: 88004, [Tekken(188)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 189: HP: 1420, STR: 7263, VIT: 1094, SPD: 76, LUK: 1, Attack: 93141, Defense: 86322, Current HP: 1420, A Avg: 116426, D Avg: 86322, [Blue Sword(180)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 188: HP: 6220, STR: 5264, VIT: 1672, SPD: 76, LUK: 1, Attack: 93146, Defense: 85860, Current HP: 6220, A Avg: 116432, D Avg: 85860, [Wild Card(175)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 187: HP: 1540, STR: 8652, VIT: 979, SPD: 76, LUK: 1, Attack: 93152, Defense: 88807, Current HP: 1540, A Avg: 116440, D Avg: 88807, [Divine Dragon Sword(181)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 186: HP: 3300, STR: 5324, VIT: 2176, SPD: 81, LUK: 1, Attack: 93152, Defense: 86520, Current HP: 3300, A Avg: 116440, D Avg: 86520, [Stargazer(183)[0, 0, 0], V Magnum(238)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 185: HP: 1584, STR: 2513, VIT: 626, SPD: 76, LUK: 1, Attack: 92422, Defense: 84651, Current HP: 1584, A Avg: 116451, D Avg: 84651, [Spectral Sword Shigure(172)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 184: HP: 2178, STR: 2521, VIT: 772, SPD: 72, LUK: 1, Attack: 92430, Defense: 85012, Current HP: 2178, A Avg: 116461, D Avg: 85012, [Spectral Sword Shigure(172)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 183: HP: 1804, STR: 251, VIT: 522, SPD: 76, LUK: 1, Attack: 92437, Defense: 84547, Current HP: 1804, A Avg: 116470, D Avg: 84547, [Big Bang(171)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 182: HP: 2398, STR: 259, VIT: 664, SPD: 72, LUK: 1, Attack: 92445, Defense: 84904, Current HP: 2398, A Avg: 116480, D Avg: 84904, [Big Bang(171)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 181: HP: 2041, STR: 275, VIT: 522, SPD: 72, LUK: 1, Attack: 92461, Defense: 85022, Current HP: 2041, A Avg: 116500, D Avg: 85022, [Big Bang(171)[0, 0, 0], Hard Wings of Beast(222)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 180: HP: 2020, STR: 7327, VIT: 775, SPD: 81, LUK: 1, Attack: 93205, Defense: 87563, Current HP: 2020, A Avg: 116506, D Avg: 87563, [Blue Sword(180)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 179: HP: 2040, STR: 1019, VIT: 334, SPD: 76, LUK: 1, Attack: 93205, Defense: 84223, Current HP: 2040, A Avg: 116506, D Avg: 84223, [Big Bang(171)[0, 0, 0], Small Lion(219)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 178: HP: 1580, STR: 1020, VIT: 676, SPD: 76, LUK: 1, Attack: 93206, Defense: 85267, Current HP: 1580, A Avg: 116507, D Avg: 85267, [Big Bang(171)[0, 0, 0], Black Hole(229)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 177: HP: 2793, STR: 1036, VIT: 727, SPD: 76, LUK: 1, Attack: 93222, Defense: 86839, Current HP: 2793, A Avg: 116527, D Avg: 86839, [Big Bang(171)[0, 0, 0], Goblin Hand(250)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 176: HP: 2272, STR: 2582, VIT: 1081, SPD: 72, LUK: 1, Attack: 92491, Defense: 86699, Current HP: 2272, A Avg: 116538, D Avg: 86699, [Spectral Sword Shigure(172)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 175: HP: 1971, STR: 2584, VIT: 1393, SPD: 72, LUK: 1, Attack: 92493, Defense: 86231, Current HP: 1971, A Avg: 116541, D Avg: 86231, [Spectral Sword Shigure(172)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 174: HP: 1606, STR: 2587, VIT: 626, SPD: 72, LUK: 1, Attack: 92496, Defense: 84632, Current HP: 1606, A Avg: 116544, D Avg: 84632, [Spectral Sword Shigure(172)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 173: HP: 1584, STR: 2587, VIT: 6104, SPD: 72, LUK: 1, Attack: 92496, Defense: 91774, Current HP: 1584, A Avg: 116544, D Avg: 91774, [Spectral Sword Shigure(172)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 172: HP: 2502, STR: 320, VIT: 977, SPD: 72, LUK: 1, Attack: 92506, Defense: 86595, Current HP: 2502, A Avg: 116557, D Avg: 86595, [Big Bang(171)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 171: HP: 2191, STR: 321, VIT: 1285, SPD: 72, LUK: 1, Attack: 92507, Defense: 86123, Current HP: 2191, A Avg: 116558, D Avg: 86123, [Big Bang(171)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 170: HP: 2178, STR: 2600, VIT: 891, SPD: 72, LUK: 1, Attack: 92509, Defense: 85755, Current HP: 2178, A Avg: 116561, D Avg: 85755, [Spectral Sword Shigure(172)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 169: HP: 2090, STR: 2600, VIT: 982, SPD: 76, LUK: 1, Attack: 92509, Defense: 85404, Current HP: 2090, A Avg: 116561, D Avg: 85404, [Spectral Sword Shigure(172)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 168: HP: 1940, STR: 1063, VIT: 853, SPD: 76, LUK: 1, Attack: 93249, Defense: 85847, Current HP: 1940, A Avg: 116561, D Avg: 85847, [Big Bang(171)[0, 0, 0], Metalization(228)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 167: HP: 987, STR: 5599, VIT: 176, SPD: 76, LUK: 1, Attack: 93260, Defense: 83899, Current HP: 987, A Avg: 116575, D Avg: 83899, [Neural Edge(190)[0, 0, 0], Pot Lid(201)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
