Rank 1000: HP: 1155, STR: 540554, VIT: 806, SPD: 56, LUK: 1, Attack: 624976, Defense: 87646, Current HP: 1155, A Avg: 1268701, D Avg: 87646, [Dreaming Sword(128)[630, 630, 630], Aurora Shield(240)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 219: HP: 1311, STR: 455162, VIT: 1217, SPD: 56, LUK: 1, Attack: 540702, Defense: 88018, Current HP: 1311, A Avg: 1438267, D Avg: 88018, [Zodiac(184)[630, 630, 630], Riot(236)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 218: HP: 931, STR: 455565, VIT: 988, SPD: 56, LUK: 1, Attack: 541105, Defense: 85579, Current HP: 931, A Avg: 1439339, D Avg: 85579, [Zodiac(184)[630, 630, 630], Black Hole(229)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 217: HP: 1254, STR: 455565, VIT: 1043, SPD: 56, LUK: 1, Attack: 541105, Defense: 87961, Current HP: 1254, A Avg: 1439339, D Avg: 87961, [Zodiac(184)[630, 630, 630], White Hole(230)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 216: HP: 1860, STR: 455632, VIT: 1036, SPD: 56, LUK: 1, Attack: 541172, Defense: 87148, Current HP: 1860, A Avg: 1439517, D Avg: 87148, [Zodiac(184)[630, 630, 630], Goblin Hand(250)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 215: HP: 1273, STR: 455674, VIT: 1196, SPD: 56, LUK: 1, Attack: 541214, Defense: 86190, Current HP: 1273, A Avg: 1439629, D Avg: 86190, [Zodiac(184)[630, 630, 630], Metalization(228)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 214: HP: 1634, STR: 456472, VIT: 864, SPD: 59, LUK: 1, Attack: 541260, Defense: 87652, Current HP: 1634, A Avg: 1439751, D Avg: 87652, [Pulse Knife(165)[630, 630, 630], C Magnum(239)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 213: HP: 1524, STR: 455422, VIT: 864, SPD: 56, LUK: 1, Attack: 541300, Defense: 85598, Current HP: 1524, A Avg: 1439857, D Avg: 85598, [Blue Sword(180)[630, 630, 630], Slafield(232)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 212: HP: 2394, STR: 456556, VIT: 966, SPD: 59, LUK: 1, Attack: 541890, Defense: 87754, Current HP: 2394, A Avg: 1441427, D Avg: 87754, [Impulse(166)[630, 630, 630], C Magnum(239)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 211: HP: 893, STR: 456548, VIT: 614, SPD: 59, LUK: 1, Attack: 542088, Defense: 84750, Current HP: 893, A Avg: 1441954, D Avg: 84750, [Zodiac(184)[630, 630, 630], Magnum(237)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 210: HP: 3720, STR: 454481, VIT: 2057, SPD: 56, LUK: 1, Attack: 542309, Defense: 89482, Current HP: 3720, A Avg: 1442541, D Avg: 89482, [Stargazer(183)[630, 630, 630], Cloud Shield(241)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 209: HP: 4408, STR: 456573, VIT: 1676, SPD: 56, LUK: 1, Attack: 542386, Defense: 91454, Current HP: 4408, A Avg: 1442746, D Avg: 91454, [Spear of Regression(182)[630, 630, 630], Blank Shield(244)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 208: HP: 893, STR: 457111, VIT: 614, SPD: 59, LUK: 1, Attack: 542651, Defense: 84958, Current HP: 893, A Avg: 1443451, D Avg: 84958, [Zodiac(184)[630, 630, 630], V Magnum(238)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 207: HP: 1729, STR: 458530, VIT: 614, SPD: 59, LUK: 1, Attack: 544070, Defense: 87402, Current HP: 1729, A Avg: 1447226, D Avg: 87402, [Zodiac(184)[630, 630, 630], C Magnum(239)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 206: HP: 1273, STR: 461893, VIT: 1260, SPD: 56, LUK: 1, Attack: 545769, Defense: 88828, Current HP: 1273, A Avg: 1451745, D Avg: 88828, [Tornado(111)[630, 630, 630], Storm Wall(242)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 205: HP: 1273, STR: 462060, VIT: 1260, SPD: 56, LUK: 1, Attack: 546209, Defense: 88828, Current HP: 1273, A Avg: 1452915, D Avg: 88828, [Giant Tornado(114)[630, 630, 630], Storm Wall(242)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 204: HP: 874, STR: 462913, VIT: 175, SPD: 56, LUK: 1, Attack: 546685, Defense: 84103, Current HP: 874, A Avg: 1454182, D Avg: 84103, [Short Sword(103)[630, 630, 630], Tower Shield(213)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 203: HP: 1257, STR: 463046, VIT: 217, SPD: 56, LUK: 1, Attack: 546772, Defense: 84145, Current HP: 1257, A Avg: 1454413, D Avg: 84145, [Wooden Stick(101)[630, 630, 630], Hardwood Shield(223)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 202: HP: 1257, STR: 463046, VIT: 217, SPD: 56, LUK: 1, Attack: 546811, Defense: 84145, Current HP: 1257, A Avg: 1454517, D Avg: 84145, [Club(102)[630, 630, 630], Hardwood Shield(223)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 201: HP: 740, STR: 463046, VIT: 150, SPD: 56, LUK: 1, Attack: 546814, Defense: 83883, Current HP: 740, A Avg: 1454525, D Avg: 83883, [Decorative Swords(109)[630, 630, 630], High Pot Lid(202)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 200: HP: 779, STR: 463057, VIT: 226, SPD: 56, LUK: 1, Attack: 546829, Defense: 84154, Current HP: 779, A Avg: 1454565, D Avg: 84154, [Short Sword(103)[630, 630, 630], Tower Shield(213)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 199: HP: 874, STR: 463042, VIT: 175, SPD: 56, LUK: 1, Attack: 546853, Defense: 84103, Current HP: 874, A Avg: 1454628, D Avg: 84103, [Long Sword(104)[630, 630, 630], Tower Shield(213)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 198: HP: 798, STR: 463147, VIT: 166, SPD: 56, LUK: 1, Attack: 546919, Defense: 84029, Current HP: 798, A Avg: 1454804, D Avg: 84029, [Wasp Knife(105)[630, 630, 630], Titanium Shield(205)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 197: HP: 1229, STR: 463172, VIT: 609, SPD: 59, LUK: 1, Attack: 546970, Defense: 86487, Current HP: 1229, A Avg: 1454940, D Avg: 86487, [Ninja(135)[630, 630, 630], Sticky thread shield(247)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 196: HP: 779, STR: 463186, VIT: 226, SPD: 56, LUK: 1, Attack: 546997, Defense: 84154, Current HP: 779, A Avg: 1455012, D Avg: 84154, [Long Sword(104)[630, 630, 630], Tower Shield(213)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 195: HP: 1501, STR: 463147, VIT: 397, SPD: 56, LUK: 1, Attack: 547003, Defense: 84234, Current HP: 1501, A Avg: 1455027, D Avg: 84234, [Emerald Sword(115)[630, 630, 630], Emerald Shield(209)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 194: HP: 703, STR: 463291, VIT: 217, SPD: 56, LUK: 1, Attack: 547063, Defense: 84080, Current HP: 703, A Avg: 1455187, D Avg: 84080, [Wasp Knife(105)[630, 630, 630], Titanium Shield(205)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 193: HP: 1235, STR: 463327, VIT: 673, SPD: 56, LUK: 1, Attack: 547102, Defense: 87474, Current HP: 1235, A Avg: 1455291, D Avg: 87474, [Peacemaker(131)[630, 630, 630], Riot(236)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 192: HP: 1134, STR: 463316, VIT: 657, SPD: 59, LUK: 1, Attack: 547114, Defense: 86535, Current HP: 1134, A Avg: 1455323, D Avg: 86535, [Ninja(135)[630, 630, 630], Sticky thread shield(247)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 191: HP: 1191, STR: 463309, VIT: 1832, SPD: 56, LUK: 1, Attack: 547125, Defense: 88620, Current HP: 1191, A Avg: 1455352, D Avg: 88620, [Hand Axe(140)[630, 630, 630], Golem Shield(245)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 190: HP: 1406, STR: 463291, VIT: 448, SPD: 56, LUK: 1, Attack: 547147, Defense: 84285, Current HP: 1406, A Avg: 1455411, D Avg: 84285, [Emerald Sword(115)[630, 630, 630], Emerald Shield(209)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 189: HP: 1267, STR: 463168, VIT: 217, SPD: 56, LUK: 1, Attack: 547161, Defense: 84145, Current HP: 1267, A Avg: 1455448, D Avg: 84145, [Sword of Wood(124)[630, 630, 630], Hardwood Shield(223)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 188: HP: 1288, STR: 463165, VIT: 1785, SPD: 56, LUK: 1, Attack: 547171, Defense: 88573, Current HP: 1288, A Avg: 1455474, D Avg: 88573, [Crescent(141)[630, 630, 630], Golem Shield(245)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 187: HP: 1276, STR: 463287, VIT: 665, SPD: 59, LUK: 1, Attack: 547189, Defense: 86543, Current HP: 1276, A Avg: 1455522, D Avg: 86543, [Crossed Shuriken(136)[630, 630, 630], Sticky thread shield(247)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 186: HP: 1273, STR: 463291, VIT: 673, SPD: 56, LUK: 1, Attack: 547193, Defense: 87474, Current HP: 1273, A Avg: 1455533, D Avg: 87474, [Daydream(132)[630, 630, 630], Riot(236)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 185: HP: 1160, STR: 463309, VIT: 688, SPD: 56, LUK: 1, Attack: 547198, Defense: 87723, Current HP: 1160, A Avg: 1455546, D Avg: 87723, [Iron Lumps(108)[630, 630, 630], Warrior's Shield(249)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 184: HP: 1140, STR: 463471, VIT: 724, SPD: 56, LUK: 1, Attack: 547246, Defense: 87525, Current HP: 1140, A Avg: 1455674, D Avg: 87525, [Peacemaker(131)[630, 630, 630], Riot(236)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 183: HP: 1235, STR: 463294, VIT: 768, SPD: 56, LUK: 1, Attack: 547261, Defense: 87608, Current HP: 1235, A Avg: 1455714, D Avg: 87608, [Phantom Sword(117)[630, 630, 630], Aurora Shield(240)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 182: HP: 788, STR: 463309, VIT: 226, SPD: 56, LUK: 1, Attack: 547308, Defense: 84154, Current HP: 788, A Avg: 1455839, D Avg: 84154, [Greatsword(127)[630, 630, 630], Tower Shield(213)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 181: HP: 1193, STR: 463309, VIT: 1836, SPD: 56, LUK: 1, Attack: 547315, Defense: 88624, Current HP: 1193, A Avg: 1455857, D Avg: 88624, [Crescent(141)[630, 630, 630], Golem Shield(245)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 180: HP: 1181, STR: 463431, VIT: 713, SPD: 59, LUK: 1, Attack: 547333, Defense: 86591, Current HP: 1181, A Avg: 1455905, D Avg: 86591, [Crossed Shuriken(136)[630, 630, 630], Sticky thread shield(247)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 179: HP: 1178, STR: 463435, VIT: 724, SPD: 56, LUK: 1, Attack: 547337, Defense: 87525, Current HP: 1178, A Avg: 1455916, D Avg: 87525, [Daydream(132)[630, 630, 630], Riot(236)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 178: HP: 1140, STR: 463438, VIT: 816, SPD: 56, LUK: 1, Attack: 547405, Defense: 87656, Current HP: 1140, A Avg: 1456097, D Avg: 87656, [Phantom Sword(117)[630, 630, 630], Aurora Shield(240)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 177: HP: 1160, STR: 463431, VIT: 688, SPD: 56, LUK: 1, Attack: 547437, Defense: 87723, Current HP: 1160, A Avg: 1456182, D Avg: 87723, [Great Iron Mass(122)[630, 630, 630], Warrior's Shield(249)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 176: HP: 3059, STR: 463532, VIT: 397, SPD: 56, LUK: 1, Attack: 547473, Defense: 86314, Current HP: 3059, A Avg: 1456278, D Avg: 86314, [Rusty Knife(156)[630, 630, 630], Frying Pan(231)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 175: HP: 1273, STR: 463413, VIT: 846, SPD: 56, LUK: 1, Attack: 547601, Defense: 87647, Current HP: 1273, A Avg: 1456618, D Avg: 87647, [Cagliostro(133)[630, 630, 630], Riot(236)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 174: HP: 1694, STR: 463427, VIT: 166, SPD: 56, LUK: 1, Attack: 547615, Defense: 84094, Current HP: 1694, A Avg: 1456655, D Avg: 84094, [Sword of the Spirit Tree(125)[630, 630, 630], Hardwood Shield(223)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 173: HP: 2964, STR: 463676, VIT: 448, SPD: 56, LUK: 1, Attack: 547617, Defense: 86365, Current HP: 2964, A Avg: 1456661, D Avg: 86365, [Rusty Knife(156)[630, 630, 630], Frying Pan(231)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 172: HP: 1092, STR: 463535, VIT: 721, SPD: 59, LUK: 1, Attack: 547645, Defense: 86599, Current HP: 1092, A Avg: 1456735, D Avg: 86599, [Windmill(137)[630, 630, 630], Sticky thread shield(247)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 171: HP: 1250, STR: 463298, VIT: 758, SPD: 56, LUK: 1, Attack: 547720, Defense: 87598, Current HP: 1250, A Avg: 1456935, D Avg: 87598, [Dreaming Sword(128)[630, 630, 630], Aurora Shield(240)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 170: HP: 1178, STR: 463557, VIT: 897, SPD: 56, LUK: 1, Attack: 547745, Defense: 87698, Current HP: 1178, A Avg: 1457001, D Avg: 87698, [Cagliostro(133)[630, 630, 630], Riot(236)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 169: HP: 1599, STR: 463571, VIT: 217, SPD: 56, LUK: 1, Attack: 547759, Defense: 84145, Current HP: 1599, A Avg: 1457038, D Avg: 84145, [Sword of the Spirit Tree(125)[630, 630, 630], Hardwood Shield(223)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 168: HP: 1094, STR: 463672, VIT: 464, SPD: 56, LUK: 1, Attack: 547782, Defense: 84392, Current HP: 1094, A Avg: 1457100, D Avg: 84392, [Dragon Killer(139)[630, 630, 630], Tower Shield(213)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 167: HP: 1660, STR: 463960, VIT: 572, SPD: 56, LUK: 1, Attack: 547784, Defense: 86684, Current HP: 1660, A Avg: 1457105, D Avg: 86684, [Stun Knuckle(106)[630, 630, 630], Goblin Hand(250)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 166: HP: 997, STR: 463679, VIT: 769, SPD: 59, LUK: 1, Attack: 547789, Defense: 86647, Current HP: 997, A Avg: 1457118, D Avg: 86647, [Windmill(137)[630, 630, 630], Sticky thread shield(247)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 165: HP: 1420, STR: 463535, VIT: 950, SPD: 56, LUK: 1, Attack: 547853, Defense: 87738, Current HP: 1420, A Avg: 1457288, D Avg: 87738, [Ruby Knuckle(151)[630, 630, 630], Energy Shield(227)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 164: HP: 1155, STR: 463442, VIT: 806, SPD: 56, LUK: 1, Attack: 547864, Defense: 87646, Current HP: 1155, A Avg: 1457318, D Avg: 87646, [Dreaming Sword(128)[630, 630, 630], Aurora Shield(240)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 163: HP: 1615, STR: 463535, VIT: 1961, SPD: 56, LUK: 1, Attack: 548048, Defense: 88749, Current HP: 1615, A Avg: 1457807, D Avg: 88749, [Volcano(142)[630, 630, 630], Golem Shield(245)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 162: HP: 1520, STR: 463553, VIT: 804, SPD: 56, LUK: 1, Attack: 548066, Defense: 87839, Current HP: 1520, A Avg: 1457855, D Avg: 87839, [Maximum Iron Mass(123)[630, 630, 630], Warrior's Shield(249)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 161: HP: 1520, STR: 463679, VIT: 2012, SPD: 56, LUK: 1, Attack: 548192, Defense: 88800, Current HP: 1520, A Avg: 1458190, D Avg: 88800, [Volcano(142)[630, 630, 630], Golem Shield(245)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 160: HP: 817, STR: 463428, VIT: 980, SPD: 56, LUK: 1, Attack: 548216, Defense: 84986, Current HP: 817, A Avg: 1458254, D Avg: 84986, [Pulse Knife(165)[630, 630, 630], Wings of Beast(210)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 159: HP: 798, STR: 463428, VIT: 3584, SPD: 56, LUK: 1, Attack: 548216, Defense: 89254, Current HP: 798, A Avg: 1458254, D Avg: 89254, [Pulse Knife(165)[630, 630, 630], Shield of Thousand(246)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 158: HP: 3819, STR: 463532, VIT: 720, SPD: 56, LUK: 1, Attack: 548240, Defense: 86637, Current HP: 3819, A Avg: 1458318, D Avg: 86637, [Thin Blade(158)[630, 630, 630], Frying Pan(231)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 157: HP: 1664, STR: 462688, VIT: 793, SPD: 56, LUK: 1, Attack: 548332, Defense: 85293, Current HP: 1664, A Avg: 1458563, D Avg: 85293, [Gladius(162)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 156: HP: 3724, STR: 463676, VIT: 771, SPD: 56, LUK: 1, Attack: 548384, Defense: 86688, Current HP: 3724, A Avg: 1458701, D Avg: 86688, [Thin Blade(158)[630, 630, 630], Frying Pan(231)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 155: HP: 965, STR: 463617, VIT: 980, SPD: 56, LUK: 1, Attack: 548405, Defense: 85480, Current HP: 965, A Avg: 1458757, D Avg: 85480, [Pulse Knife(165)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 154: HP: 1440, STR: 463852, VIT: 1059, SPD: 56, LUK: 1, Attack: 548502, Defense: 87847, Current HP: 1440, A Avg: 1459015, D Avg: 87847, [Diamond Knuckle(152)[630, 630, 630], Energy Shield(227)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 153: HP: 1349, STR: 463636, VIT: 531, SPD: 56, LUK: 1, Attack: 548604, Defense: 87449, Current HP: 1349, A Avg: 1459286, D Avg: 87449, [Cluster Bomb(170)[630, 630, 630], White Hole(230)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 152: HP: 1368, STR: 463858, VIT: 2000, SPD: 56, LUK: 1, Attack: 548646, Defense: 89568, Current HP: 1368, A Avg: 1459398, D Avg: 89568, [Pulse Knife(165)[630, 630, 630], Storm Wall(242)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 151: HP: 1083, STR: 463874, VIT: 703, SPD: 56, LUK: 1, Attack: 548715, Defense: 85697, Current HP: 1083, A Avg: 1459581, D Avg: 85697, [Grand Slam(163)[630, 630, 630], Metalization(228)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 150: HP: 1615, STR: 463921, VIT: 921, SPD: 56, LUK: 1, Attack: 548733, Defense: 87722, Current HP: 1615, A Avg: 1459629, D Avg: 87722, [Granada(150)[630, 630, 630], Riot(236)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 149: HP: 1254, STR: 463780, VIT: 579, SPD: 56, LUK: 1, Attack: 548748, Defense: 87497, Current HP: 1254, A Avg: 1459669, D Avg: 87497, [Cluster Bomb(170)[630, 630, 630], White Hole(230)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 148: HP: 817, STR: 463995, VIT: 926, SPD: 56, LUK: 1, Attack: 548783, Defense: 84789, Current HP: 817, A Avg: 1459762, D Avg: 84789, [Pulse Knife(165)[630, 630, 630], Small Sword(218)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 147: HP: 1615, STR: 464111, VIT: 1931, SPD: 56, LUK: 1, Attack: 548845, Defense: 88719, Current HP: 1615, A Avg: 1459927, D Avg: 88719, [Irruption(154)[630, 630, 630], Golem Shield(245)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 146: HP: 1577, STR: 463514, VIT: 1083, SPD: 56, LUK: 1, Attack: 548848, Defense: 85089, Current HP: 1577, A Avg: 1459935, D Avg: 85089, [Impulse(166)[630, 630, 630], Wings of Beast(210)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 145: HP: 1558, STR: 463514, VIT: 3686, SPD: 56, LUK: 1, Attack: 548848, Defense: 89356, Current HP: 1558, A Avg: 1459935, D Avg: 89356, [Impulse(166)[630, 630, 630], Shield of Thousand(246)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 144: HP: 1520, STR: 464065, VIT: 972, SPD: 56, LUK: 1, Attack: 548877, Defense: 87773, Current HP: 1520, A Avg: 1460012, D Avg: 87773, [Granada(150)[630, 630, 630], Riot(236)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 143: HP: 2017, STR: 463795, VIT: 414, SPD: 56, LUK: 1, Attack: 548893, Defense: 84342, Current HP: 2017, A Avg: 1460055, D Avg: 84342, [Yggdrasil(126)[630, 630, 630], Hardwood Shield(223)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 142: HP: 988, STR: 464284, VIT: 686, SPD: 56, LUK: 1, Attack: 548940, Defense: 85654, Current HP: 988, A Avg: 1460180, D Avg: 85654, [Penetra(161)[630, 630, 630], Huge Shield(234)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 141: HP: 1520, STR: 464255, VIT: 1982, SPD: 56, LUK: 1, Attack: 548989, Defense: 88770, Current HP: 1520, A Avg: 1460310, D Avg: 88770, [Irruption(154)[630, 630, 630], Golem Shield(245)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 140: HP: 1922, STR: 463939, VIT: 465, SPD: 56, LUK: 1, Attack: 549037, Defense: 84393, Current HP: 1922, A Avg: 1460438, D Avg: 84393, [Yggdrasil(126)[630, 630, 630], Hardwood Shield(223)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 139: HP: 1725, STR: 463703, VIT: 1083, SPD: 56, LUK: 1, Attack: 549037, Defense: 85583, Current HP: 1725, A Avg: 1460438, D Avg: 85583, [Impulse(166)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 138: HP: 1178, STR: 464288, VIT: 980, SPD: 56, LUK: 1, Attack: 549076, Defense: 84869, Current HP: 1178, A Avg: 1460542, D Avg: 84869, [Pulse Knife(165)[630, 630, 630], Small Lion(219)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 137: HP: 893, STR: 464428, VIT: 737, SPD: 56, LUK: 1, Attack: 549084, Defense: 85705, Current HP: 893, A Avg: 1460563, D Avg: 85705, [Penetra(161)[630, 630, 630], Huge Shield(234)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 136: HP: 1197, STR: 463816, VIT: 589, SPD: 56, LUK: 1, Attack: 549148, Defense: 84517, Current HP: 1197, A Avg: 1460733, D Avg: 84517, [Tower(149)[630, 630, 630], Tower Shield(213)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 135: HP: 1048, STR: 464369, VIT: 988, SPD: 56, LUK: 1, Attack: 549157, Defense: 84994, Current HP: 1048, A Avg: 1460757, D Avg: 84994, [Pulse Knife(165)[630, 630, 630], Small Dragon Sword(224)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 134: HP: 2128, STR: 463944, VIT: 2102, SPD: 56, LUK: 1, Attack: 549278, Defense: 89670, Current HP: 2128, A Avg: 1461079, D Avg: 89670, [Impulse(166)[630, 630, 630], Storm Wall(242)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 133: HP: 3059, STR: 464443, VIT: 455, SPD: 56, LUK: 1, Attack: 549281, Defense: 86372, Current HP: 3059, A Avg: 1461087, D Avg: 86372, [Willow Blade(157)[630, 630, 630], Frying Pan(231)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 132: HP: 1577, STR: 464081, VIT: 1028, SPD: 56, LUK: 1, Attack: 549415, Defense: 84891, Current HP: 1577, A Avg: 1461443, D Avg: 84891, [Impulse(166)[630, 630, 630], Small Sword(218)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 131: HP: 2964, STR: 464587, VIT: 506, SPD: 56, LUK: 1, Attack: 549425, Defense: 86423, Current HP: 2964, A Avg: 1461470, D Avg: 86423, [Willow Blade(157)[630, 630, 630], Frying Pan(231)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 130: HP: 2299, STR: 464515, VIT: 1020, SPD: 56, LUK: 1, Attack: 549438, Defense: 87821, Current HP: 2299, A Avg: 1461505, D Avg: 87821, [Pangaea(164)[630, 630, 630], Riot(236)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 129: HP: 1444, STR: 463528, VIT: 779, SPD: 59, LUK: 1, Attack: 549497, Defense: 86657, Current HP: 1444, A Avg: 1461662, D Avg: 86657, [Fire Chariot(138)[630, 630, 630], Sticky thread shield(247)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 128: HP: 2204, STR: 464659, VIT: 1071, SPD: 56, LUK: 1, Attack: 549582, Defense: 87872, Current HP: 2204, A Avg: 1461888, D Avg: 87872, [Pangaea(164)[630, 630, 630], Riot(236)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 127: HP: 1349, STR: 463672, VIT: 827, SPD: 59, LUK: 1, Attack: 549641, Defense: 86705, Current HP: 1349, A Avg: 1462045, D Avg: 86705, [Fire Chariot(138)[630, 630, 630], Sticky thread shield(247)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 126: HP: 1938, STR: 464374, VIT: 1083, SPD: 56, LUK: 1, Attack: 549708, Defense: 84972, Current HP: 1938, A Avg: 1462223, D Avg: 84972, [Impulse(166)[630, 630, 630], Small Lion(219)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 125: HP: 1604, STR: 464032, VIT: 604, SPD: 56, LUK: 1, Attack: 549780, Defense: 86222, Current HP: 1604, A Avg: 1462414, D Avg: 86222, [Scythe of the Grim Reaper(148)[630, 630, 630], Mask of the Grim Reaper(214)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 124: HP: 1808, STR: 464455, VIT: 1091, SPD: 56, LUK: 1, Attack: 549789, Defense: 85097, Current HP: 1808, A Avg: 1462438, D Avg: 85097, [Impulse(166)[630, 630, 630], Small Dragon Sword(224)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 123: HP: 1504, STR: 464176, VIT: 652, SPD: 56, LUK: 1, Attack: 549924, Defense: 86270, Current HP: 1504, A Avg: 1462797, D Avg: 86270, [Scythe of the Grim Reaper(148)[630, 630, 630], Mask of the Grim Reaper(214)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
