Rank 1000: HP: 748, STR: 323, VIT: 540, SPD: 8, LUK: 1, Attack: 86812, Defense: 85508, Current HP: 748, A Avg: 109383, D Avg: 85508, [Cuttlefish(178)[0, 0, 0], Huge Shield(234)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 230: HP: 800, STR: 1238, VIT: 249, SPD: 8, LUK: 1, Attack: 91147, Defense: 85867, Current HP: 800, A Avg: 114845, D Avg: 85867, [Spectral Sword Shigure(172)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 229: HP: 739, STR: 1240, VIT: 421, SPD: 8, LUK: 1, Attack: 91149, Defense: 85259, Current HP: 739, A Avg: 114847, D Avg: 85259, [Spectral Sword Shigure(172)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 228: HP: 858, STR: 1241, VIT: 232, SPD: 8, LUK: 1, Attack: 91150, Defense: 84472, Current HP: 858, A Avg: 114849, D Avg: 84472, [Spectral Sword Shigure(172)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 227: HP: 858, STR: 1248, VIT: 432, SPD: 8, LUK: 1, Attack: 91157, Defense: 87233, Current HP: 858, A Avg: 114857, D Avg: 87233, [Spectral Sword Shigure(172)[0, 0, 0], Riot(236)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 226: HP: 858, STR: 1256, VIT: 243, SPD: 8, LUK: 1, Attack: 91165, Defense: 85107, Current HP: 858, A Avg: 114867, D Avg: 85107, [Spectral Sword Shigure(172)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 225: HP: 770, STR: 1256, VIT: 254, SPD: 8, LUK: 1, Attack: 91165, Defense: 84676, Current HP: 770, A Avg: 114867, D Avg: 84676, [Spectral Sword Shigure(172)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 224: HP: 748, STR: 1257, VIT: 317, SPD: 8, LUK: 1, Attack: 91166, Defense: 84908, Current HP: 748, A Avg: 114869, D Avg: 84908, [Spectral Sword Shigure(172)[0, 0, 0], Black Hole(229)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 223: HP: 792, STR: 1257, VIT: 327, SPD: 8, LUK: 1, Attack: 91166, Defense: 87245, Current HP: 792, A Avg: 114869, D Avg: 87245, [Spectral Sword Shigure(172)[0, 0, 0], White Hole(230)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 222: HP: 726, STR: 1295, VIT: 210, SPD: 8, LUK: 1, Attack: 91204, Defense: 84216, Current HP: 726, A Avg: 114917, D Avg: 84216, [Spectral Sword Shigure(172)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 221: HP: 704, STR: 1295, VIT: 696, SPD: 8, LUK: 1, Attack: 91204, Defense: 86366, Current HP: 704, A Avg: 114917, D Avg: 86366, [Spectral Sword Shigure(172)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 220: HP: 765, STR: 1319, VIT: 210, SPD: 8, LUK: 1, Attack: 91228, Defense: 84710, Current HP: 765, A Avg: 114947, D Avg: 84710, [Spectral Sword Shigure(172)[0, 0, 0], Hard Wings of Beast(222)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 219: HP: 1104, STR: 1331, VIT: 395, SPD: 8, LUK: 1, Attack: 91240, Defense: 86507, Current HP: 1104, A Avg: 114962, D Avg: 86507, [Spectral Sword Shigure(172)[0, 0, 0], Goblin Hand(250)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 218: HP: 1144, STR: 1347, VIT: 642, SPD: 8, LUK: 1, Attack: 91256, Defense: 85636, Current HP: 1144, A Avg: 114982, D Avg: 85636, [Spectral Sword Shigure(172)[0, 0, 0], Metalization(228)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 217: HP: 796, STR: 1361, VIT: 223, SPD: 8, LUK: 1, Attack: 91270, Defense: 84229, Current HP: 796, A Avg: 115000, D Avg: 84229, [Spectral Sword Shigure(172)[0, 0, 0], Small Dragon Sword(224)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 216: HP: 726, STR: 1366, VIT: 200, SPD: 8, LUK: 1, Attack: 91275, Defense: 84063, Current HP: 726, A Avg: 115006, D Avg: 84063, [Spectral Sword Shigure(172)[0, 0, 0], Small Sword(218)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 215: HP: 814, STR: 1380, VIT: 210, SPD: 8, LUK: 1, Attack: 91289, Defense: 84099, Current HP: 814, A Avg: 115024, D Avg: 84099, [Spectral Sword Shigure(172)[0, 0, 0], Small Lion(219)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 214: HP: 567, STR: 2181, VIT: 176, SPD: 8, LUK: 1, Attack: 92090, Defense: 83899, Current HP: 567, A Avg: 115112, D Avg: 83899, [Spectral Sword Shigure(172)[0, 0, 0], Pot Lid(201)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 213: HP: 567, STR: 2181, VIT: 176, SPD: 8, LUK: 1, Attack: 92090, Defense: 83909, Current HP: 567, A Avg: 115112, D Avg: 83909, [Spectral Sword Shigure(172)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 212: HP: 540, STR: 2181, VIT: 196, SPD: 8, LUK: 1, Attack: 92090, Defense: 84065, Current HP: 540, A Avg: 115112, D Avg: 84065, [Spectral Sword Shigure(172)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 211: HP: 540, STR: 2181, VIT: 201, SPD: 8, LUK: 1, Attack: 92090, Defense: 84005, Current HP: 540, A Avg: 115112, D Avg: 84005, [Spectral Sword Shigure(172)[0, 0, 0], Iron Shield(204)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 210: HP: 540, STR: 2181, VIT: 194, SPD: 8, LUK: 1, Attack: 92090, Defense: 84057, Current HP: 540, A Avg: 115112, D Avg: 84057, [Spectral Sword Shigure(172)[0, 0, 0], Titanium Shield(205)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 209: HP: 540, STR: 2181, VIT: 212, SPD: 8, LUK: 1, Attack: 92090, Defense: 84101, Current HP: 540, A Avg: 115112, D Avg: 84101, [Spectral Sword Shigure(172)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 208: HP: 567, STR: 2181, VIT: 198, SPD: 8, LUK: 1, Attack: 92090, Defense: 84074, Current HP: 567, A Avg: 115112, D Avg: 84074, [Spectral Sword Shigure(172)[0, 0, 0], Magic Shield(207)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 207: HP: 600, STR: 2181, VIT: 208, SPD: 8, LUK: 1, Attack: 92090, Defense: 84045, Current HP: 600, A Avg: 115112, D Avg: 84045, [Spectral Sword Shigure(172)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 206: HP: 630, STR: 2181, VIT: 192, SPD: 8, LUK: 1, Attack: 92090, Defense: 83964, Current HP: 630, A Avg: 115112, D Avg: 83964, [Spectral Sword Shigure(172)[0, 0, 0], Clear Shield(211)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 205: HP: 672, STR: 2181, VIT: 198, SPD: 8, LUK: 1, Attack: 92090, Defense: 84217, Current HP: 672, A Avg: 115112, D Avg: 84217, [Spectral Sword Shigure(172)[0, 0, 0], Prism Shield(212)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 204: HP: 620, STR: 2181, VIT: 203, SPD: 8, LUK: 1, Attack: 92090, Defense: 84131, Current HP: 620, A Avg: 115112, D Avg: 84131, [Spectral Sword Shigure(172)[0, 0, 0], Tower Shield(213)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 203: HP: 730, STR: 2181, VIT: 227, SPD: 8, LUK: 1, Attack: 92090, Defense: 84789, Current HP: 730, A Avg: 115112, D Avg: 84789, [Spectral Sword Shigure(172)[0, 0, 0], Slime Shield(221)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 202: HP: 644, STR: 2181, VIT: 194, SPD: 8, LUK: 1, Attack: 92090, Defense: 84122, Current HP: 644, A Avg: 115112, D Avg: 84122, [Spectral Sword Shigure(172)[0, 0, 0], Hardwood Shield(223)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 201: HP: 567, STR: 2181, VIT: 479, SPD: 8, LUK: 1, Attack: 92090, Defense: 87267, Current HP: 567, A Avg: 115112, D Avg: 87267, [Spectral Sword Shigure(172)[0, 0, 0], Energy Shield(227)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 200: HP: 1660, STR: 2181, VIT: 187, SPD: 8, LUK: 1, Attack: 92090, Defense: 86104, Current HP: 1660, A Avg: 115112, D Avg: 86104, [Spectral Sword Shigure(172)[0, 0, 0], Frying Pan(231)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 199: HP: 886, STR: 2181, VIT: 251, SPD: 8, LUK: 1, Attack: 92090, Defense: 84985, Current HP: 886, A Avg: 115112, D Avg: 84985, [Spectral Sword Shigure(172)[0, 0, 0], Slafield(232)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 198: HP: 756, STR: 2181, VIT: 227, SPD: 8, LUK: 1, Attack: 92090, Defense: 85702, Current HP: 756, A Avg: 115112, D Avg: 85702, [Spectral Sword Shigure(172)[0, 0, 0], Mist Shield(233)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 197: HP: 740, STR: 2181, VIT: 259, SPD: 8, LUK: 1, Attack: 92090, Defense: 85227, Current HP: 740, A Avg: 115112, D Avg: 85227, [Spectral Sword Shigure(172)[0, 0, 0], Huge Shield(234)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 196: HP: 660, STR: 2181, VIT: 363, SPD: 8, LUK: 1, Attack: 92090, Defense: 87203, Current HP: 660, A Avg: 115112, D Avg: 87203, [Spectral Sword Shigure(172)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 195: HP: 693, STR: 2181, VIT: 238, SPD: 8, LUK: 1, Attack: 92090, Defense: 87663, Current HP: 693, A Avg: 115112, D Avg: 87663, [Spectral Sword Shigure(172)[0, 0, 0], Cloud Shield(241)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 194: HP: 540, STR: 2181, VIT: 176, SPD: 8, LUK: 1, Attack: 92090, Defense: 86965, Current HP: 540, A Avg: 115112, D Avg: 86965, [Spectral Sword Shigure(172)[0, 0, 0], Graffiti(243)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 193: HP: 540, STR: 2181, VIT: 312, SPD: 8, LUK: 1, Attack: 92090, Defense: 90090, Current HP: 540, A Avg: 115112, D Avg: 90090, [Spectral Sword Shigure(172)[0, 0, 0], Blank Shield(244)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 192: HP: 1040, STR: 2181, VIT: 547, SPD: 8, LUK: 1, Attack: 92090, Defense: 87335, Current HP: 1040, A Avg: 115112, D Avg: 87335, [Spectral Sword Shigure(172)[0, 0, 0], Golem Shield(245)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 191: HP: 840, STR: 2181, VIT: 248, SPD: 9, LUK: 1, Attack: 92090, Defense: 86126, Current HP: 840, A Avg: 115112, D Avg: 86126, [Spectral Sword Shigure(172)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 190: HP: 876, STR: 2181, VIT: 320, SPD: 8, LUK: 1, Attack: 92090, Defense: 86536, Current HP: 876, A Avg: 115112, D Avg: 86536, [Spectral Sword Shigure(172)[0, 0, 0], King Shield(248)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 189: HP: 987, STR: 2181, VIT: 544, SPD: 8, LUK: 1, Attack: 92090, Defense: 87579, Current HP: 987, A Avg: 115112, D Avg: 87579, [Spectral Sword Shigure(172)[0, 0, 0], Warrior's Shield(249)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 188: HP: 567, STR: 2181, VIT: 258, SPD: 8, LUK: 1, Attack: 92090, Defense: 87306, Current HP: 567, A Avg: 115112, D Avg: 87306, [Spectral Sword Shigure(172)[0, 0, 0], Ghost shield(251)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 187: HP: 1364, STR: 1465, VIT: 852, SPD: 8, LUK: 1, Attack: 91374, Defense: 88420, Current HP: 1364, A Avg: 115131, D Avg: 88420, [Spectral Sword Shigure(172)[0, 0, 0], Storm Wall(242)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 186: HP: 540, STR: 2205, VIT: 198, SPD: 9, LUK: 1, Attack: 92114, Defense: 84223, Current HP: 540, A Avg: 115142, D Avg: 84223, [Spectral Sword Shigure(172)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 185: HP: 704, STR: 1475, VIT: 176, SPD: 8, LUK: 1, Attack: 91384, Defense: 84364, Current HP: 704, A Avg: 115143, D Avg: 84364, [Spectral Sword Shigure(172)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 184: HP: 644, STR: 2208, VIT: 217, SPD: 8, LUK: 1, Attack: 92117, Defense: 84158, Current HP: 644, A Avg: 115146, D Avg: 84158, [Spectral Sword Shigure(172)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 183: HP: 625, STR: 2214, VIT: 224, SPD: 8, LUK: 1, Attack: 92123, Defense: 85842, Current HP: 625, A Avg: 115153, D Avg: 85842, [Spectral Sword Shigure(172)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 182: HP: 572, STR: 2216, VIT: 345, SPD: 8, LUK: 1, Attack: 92125, Defense: 85183, Current HP: 572, A Avg: 115156, D Avg: 85183, [Spectral Sword Shigure(172)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 181: HP: 680, STR: 2219, VIT: 219, SPD: 8, LUK: 1, Attack: 92128, Defense: 84459, Current HP: 680, A Avg: 115160, D Avg: 84459, [Spectral Sword Shigure(172)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 180: HP: 680, STR: 2230, VIT: 352, SPD: 8, LUK: 1, Attack: 92139, Defense: 87153, Current HP: 680, A Avg: 115173, D Avg: 87153, [Spectral Sword Shigure(172)[0, 0, 0], Riot(236)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 179: HP: 680, STR: 2243, VIT: 226, SPD: 8, LUK: 1, Attack: 92152, Defense: 85090, Current HP: 680, A Avg: 115190, D Avg: 85090, [Spectral Sword Shigure(172)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 178: HP: 600, STR: 2243, VIT: 227, SPD: 9, LUK: 1, Attack: 92152, Defense: 84649, Current HP: 600, A Avg: 115190, D Avg: 84649, [Spectral Sword Shigure(172)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 177: HP: 580, STR: 2246, VIT: 268, SPD: 8, LUK: 1, Attack: 92155, Defense: 84859, Current HP: 580, A Avg: 115193, D Avg: 84859, [Spectral Sword Shigure(172)[0, 0, 0], Black Hole(229)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 176: HP: 620, STR: 2246, VIT: 275, SPD: 8, LUK: 1, Attack: 92155, Defense: 87193, Current HP: 620, A Avg: 115193, D Avg: 87193, [Spectral Sword Shigure(172)[0, 0, 0], White Hole(230)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 175: HP: 560, STR: 2262, VIT: 198, SPD: 8, LUK: 1, Attack: 92171, Defense: 84204, Current HP: 560, A Avg: 115213, D Avg: 84204, [Spectral Sword Shigure(172)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 174: HP: 540, STR: 2262, VIT: 516, SPD: 8, LUK: 1, Attack: 92171, Defense: 86186, Current HP: 540, A Avg: 115213, D Avg: 86186, [Spectral Sword Shigure(172)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 173: HP: 792, STR: 1533, VIT: 249, SPD: 8, LUK: 1, Attack: 91442, Defense: 85477, Current HP: 792, A Avg: 115216, D Avg: 85477, [Spectral Sword Shigure(172)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 172: HP: 596, STR: 2301, VIT: 198, SPD: 8, LUK: 1, Attack: 92210, Defense: 84698, Current HP: 596, A Avg: 115262, D Avg: 84698, [Spectral Sword Shigure(172)[0, 0, 0], Hard Wings of Beast(222)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 171: HP: 704, STR: 1584, VIT: 176, SPD: 8, LUK: 1, Attack: 91493, Defense: 84312, Current HP: 704, A Avg: 115281, D Avg: 84312, [Spectral Sword Shigure(172)[0, 0, 0], Magnum(237)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 170: HP: 903, STR: 2370, VIT: 319, SPD: 8, LUK: 1, Attack: 92279, Defense: 86431, Current HP: 903, A Avg: 115348, D Avg: 86431, [Spectral Sword Shigure(172)[0, 0, 0], Goblin Hand(250)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 169: HP: 624, STR: 2371, VIT: 207, SPD: 8, LUK: 1, Attack: 92280, Defense: 84213, Current HP: 624, A Avg: 115350, D Avg: 84213, [Spectral Sword Shigure(172)[0, 0, 0], Small Dragon Sword(224)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 168: HP: 560, STR: 2380, VIT: 192, SPD: 8, LUK: 1, Attack: 92289, Defense: 84055, Current HP: 560, A Avg: 115361, D Avg: 84055, [Spectral Sword Shigure(172)[0, 0, 0], Small Sword(218)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 167: HP: 940, STR: 2397, VIT: 493, SPD: 8, LUK: 1, Attack: 92306, Defense: 85487, Current HP: 940, A Avg: 115382, D Avg: 85487, [Spectral Sword Shigure(172)[0, 0, 0], Metalization(228)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 166: HP: 640, STR: 2402, VIT: 198, SPD: 8, LUK: 1, Attack: 92311, Defense: 84087, Current HP: 640, A Avg: 115388, D Avg: 84087, [Spectral Sword Shigure(172)[0, 0, 0], Small Lion(219)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 165: HP: 777, STR: 199, VIT: 108, SPD: 8, LUK: 1, Attack: 92385, Defense: 83831, Current HP: 777, A Avg: 115481, D Avg: 83831, [Big Bang(171)[0, 0, 0], Pot Lid(201)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 164: HP: 777, STR: 199, VIT: 108, SPD: 8, LUK: 1, Attack: 92385, Defense: 83841, Current HP: 777, A Avg: 115481, D Avg: 83841, [Big Bang(171)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 163: HP: 740, STR: 199, VIT: 124, SPD: 8, LUK: 1, Attack: 92385, Defense: 83993, Current HP: 740, A Avg: 115481, D Avg: 83993, [Big Bang(171)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 162: HP: 740, STR: 199, VIT: 129, SPD: 8, LUK: 1, Attack: 92385, Defense: 83933, Current HP: 740, A Avg: 115481, D Avg: 83933, [Big Bang(171)[0, 0, 0], Iron Shield(204)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 161: HP: 740, STR: 199, VIT: 122, SPD: 8, LUK: 1, Attack: 92385, Defense: 83985, Current HP: 740, A Avg: 115481, D Avg: 83985, [Big Bang(171)[0, 0, 0], Titanium Shield(205)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 160: HP: 740, STR: 199, VIT: 140, SPD: 8, LUK: 1, Attack: 92385, Defense: 84029, Current HP: 740, A Avg: 115481, D Avg: 84029, [Big Bang(171)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 159: HP: 777, STR: 199, VIT: 130, SPD: 8, LUK: 1, Attack: 92385, Defense: 84006, Current HP: 777, A Avg: 115481, D Avg: 84006, [Big Bang(171)[0, 0, 0], Magic Shield(207)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 158: HP: 800, STR: 199, VIT: 136, SPD: 8, LUK: 1, Attack: 92385, Defense: 83973, Current HP: 800, A Avg: 115481, D Avg: 83973, [Big Bang(171)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 157: HP: 840, STR: 199, VIT: 124, SPD: 8, LUK: 1, Attack: 92385, Defense: 83896, Current HP: 840, A Avg: 115481, D Avg: 83896, [Big Bang(171)[0, 0, 0], Clear Shield(211)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 156: HP: 882, STR: 199, VIT: 130, SPD: 8, LUK: 1, Attack: 92385, Defense: 84149, Current HP: 882, A Avg: 115481, D Avg: 84149, [Big Bang(171)[0, 0, 0], Prism Shield(212)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 155: HP: 820, STR: 199, VIT: 131, SPD: 8, LUK: 1, Attack: 92385, Defense: 84059, Current HP: 820, A Avg: 115481, D Avg: 84059, [Big Bang(171)[0, 0, 0], Tower Shield(213)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 154: HP: 940, STR: 199, VIT: 159, SPD: 8, LUK: 1, Attack: 92385, Defense: 84721, Current HP: 940, A Avg: 115481, D Avg: 84721, [Big Bang(171)[0, 0, 0], Slime Shield(221)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 153: HP: 844, STR: 199, VIT: 122, SPD: 8, LUK: 1, Attack: 92385, Defense: 84050, Current HP: 844, A Avg: 115481, D Avg: 84050, [Big Bang(171)[0, 0, 0], Hardwood Shield(223)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 152: HP: 777, STR: 199, VIT: 411, SPD: 8, LUK: 1, Attack: 92385, Defense: 87199, Current HP: 777, A Avg: 115481, D Avg: 87199, [Big Bang(171)[0, 0, 0], Energy Shield(227)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 151: HP: 1860, STR: 199, VIT: 115, SPD: 8, LUK: 1, Attack: 92385, Defense: 86032, Current HP: 1860, A Avg: 115481, D Avg: 86032, [Big Bang(171)[0, 0, 0], Frying Pan(231)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 150: HP: 1096, STR: 199, VIT: 183, SPD: 8, LUK: 1, Attack: 92385, Defense: 84917, Current HP: 1096, A Avg: 115481, D Avg: 84917, [Big Bang(171)[0, 0, 0], Slafield(232)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 149: HP: 966, STR: 199, VIT: 159, SPD: 8, LUK: 1, Attack: 92385, Defense: 85634, Current HP: 966, A Avg: 115481, D Avg: 85634, [Big Bang(171)[0, 0, 0], Mist Shield(233)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 148: HP: 940, STR: 199, VIT: 187, SPD: 8, LUK: 1, Attack: 92385, Defense: 85155, Current HP: 940, A Avg: 115481, D Avg: 85155, [Big Bang(171)[0, 0, 0], Huge Shield(234)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 147: HP: 860, STR: 199, VIT: 295, SPD: 8, LUK: 1, Attack: 92385, Defense: 87135, Current HP: 860, A Avg: 115481, D Avg: 87135, [Big Bang(171)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 146: HP: 903, STR: 199, VIT: 170, SPD: 8, LUK: 1, Attack: 92385, Defense: 87595, Current HP: 903, A Avg: 115481, D Avg: 87595, [Big Bang(171)[0, 0, 0], Cloud Shield(241)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 145: HP: 740, STR: 199, VIT: 108, SPD: 8, LUK: 1, Attack: 92385, Defense: 86897, Current HP: 740, A Avg: 115481, D Avg: 86897, [Big Bang(171)[0, 0, 0], Graffiti(243)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 144: HP: 740, STR: 199, VIT: 244, SPD: 8, LUK: 1, Attack: 92385, Defense: 90022, Current HP: 740, A Avg: 115481, D Avg: 90022, [Big Bang(171)[0, 0, 0], Blank Shield(244)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 143: HP: 1240, STR: 199, VIT: 475, SPD: 8, LUK: 1, Attack: 92385, Defense: 87263, Current HP: 1240, A Avg: 115481, D Avg: 87263, [Big Bang(171)[0, 0, 0], Golem Shield(245)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 142: HP: 1040, STR: 199, VIT: 180, SPD: 9, LUK: 1, Attack: 92385, Defense: 86058, Current HP: 1040, A Avg: 115481, D Avg: 86058, [Big Bang(171)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 141: HP: 1076, STR: 199, VIT: 248, SPD: 8, LUK: 1, Attack: 92385, Defense: 86464, Current HP: 1076, A Avg: 115481, D Avg: 86464, [Big Bang(171)[0, 0, 0], King Shield(248)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 140: HP: 1197, STR: 199, VIT: 476, SPD: 8, LUK: 1, Attack: 92385, Defense: 87511, Current HP: 1197, A Avg: 115481, D Avg: 87511, [Big Bang(171)[0, 0, 0], Warrior's Shield(249)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 139: HP: 777, STR: 199, VIT: 190, SPD: 8, LUK: 1, Attack: 92385, Defense: 87238, Current HP: 777, A Avg: 115481, D Avg: 87238, [Big Bang(171)[0, 0, 0], Ghost shield(251)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 138: HP: 704, STR: 1750, VIT: 176, SPD: 8, LUK: 1, Attack: 91659, Defense: 84520, Current HP: 704, A Avg: 115490, D Avg: 84520, [Spectral Sword Shigure(172)[0, 0, 0], V Magnum(238)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 137: HP: 760, STR: 207, VIT: 130, SPD: 8, LUK: 1, Attack: 92393, Defense: 84136, Current HP: 760, A Avg: 115491, D Avg: 84136, [Big Bang(171)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 136: HP: 740, STR: 207, VIT: 448, SPD: 8, LUK: 1, Attack: 92393, Defense: 86118, Current HP: 740, A Avg: 115491, D Avg: 86118, [Big Bang(171)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 135: HP: 740, STR: 224, VIT: 130, SPD: 9, LUK: 1, Attack: 92410, Defense: 84155, Current HP: 740, A Avg: 115512, D Avg: 84155, [Big Bang(171)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
