Rank 1000: HP: 1560, STR: 500046, VIT: 468, SPD: 48, LUK: 1, Attack: 584169, Defense: 86580, Current HP: 1560, A Avg: 1109921, D Avg: 86580, [Pinpoint(112)[630, 630, 630], Goblin Hand(250)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 264: HP: 1592, STR: 387403, VIT: 579, SPD: 48, LUK: 1, Attack: 472332, Defense: 86795, Current HP: 1592, A Avg: 1256403, D Avg: 86795, [Jack Knife(185)[630, 630, 630], King Shield(248)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 263: HP: 1643, STR: 388268, VIT: 208, SPD: 51, LUK: 1, Attack: 472389, Defense: 86996, Current HP: 1643, A Avg: 1256554, D Avg: 86996, [Black Kirisame(130)[630, 630, 630], C Magnum(239)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 262: HP: 2260, STR: 387067, VIT: 1212, SPD: 48, LUK: 1, Attack: 472401, Defense: 87324, Current HP: 2260, A Avg: 1256586, D Avg: 87324, [Impulse(166)[630, 630, 630], Goblin Hand(250)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 261: HP: 1748, STR: 387109, VIT: 1392, SPD: 48, LUK: 1, Attack: 472443, Defense: 86386, Current HP: 1748, A Avg: 1256698, D Avg: 86386, [Impulse(166)[630, 630, 630], Metalization(228)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 260: HP: 1225, STR: 386110, VIT: 1166, SPD: 51, LUK: 1, Attack: 472599, Defense: 85588, Current HP: 1225, A Avg: 1257113, D Avg: 85588, [Cuttlefish(178)[630, 630, 630], Superconducting Barrier(220)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 259: HP: 703, STR: 387857, VIT: 744, SPD: 51, LUK: 1, Attack: 472645, Defense: 84880, Current HP: 703, A Avg: 1257235, D Avg: 84880, [Pulse Knife(165)[630, 630, 630], Magnum(237)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 258: HP: 1548, STR: 388554, VIT: 872, SPD: 48, LUK: 1, Attack: 473054, Defense: 85736, Current HP: 1548, A Avg: 1258323, D Avg: 85736, [Divine Dragon Sword(181)[630, 630, 630], Dragon's Head(217)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 257: HP: 703, STR: 388399, VIT: 744, SPD: 51, LUK: 1, Attack: 473187, Defense: 85088, Current HP: 703, A Avg: 1258677, D Avg: 85088, [Pulse Knife(165)[630, 630, 630], V Magnum(238)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 256: HP: 1368, STR: 387941, VIT: 838, SPD: 51, LUK: 1, Attack: 473275, Defense: 84974, Current HP: 1368, A Avg: 1258911, D Avg: 84974, [Impulse(166)[630, 630, 630], Magnum(237)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 255: HP: 840, STR: 387907, VIT: 526, SPD: 48, LUK: 1, Attack: 473447, Defense: 84249, Current HP: 840, A Avg: 1259369, D Avg: 84249, [Zodiac(184)[630, 630, 630], Pot Lid(201)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 254: HP: 840, STR: 387907, VIT: 526, SPD: 48, LUK: 1, Attack: 473447, Defense: 84259, Current HP: 840, A Avg: 1259369, D Avg: 84259, [Zodiac(184)[630, 630, 630], High Pot Lid(202)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 253: HP: 798, STR: 387907, VIT: 567, SPD: 48, LUK: 1, Attack: 473447, Defense: 84436, Current HP: 798, A Avg: 1259369, D Avg: 84436, [Zodiac(184)[630, 630, 630], Wooden Shield(203)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 252: HP: 798, STR: 387907, VIT: 572, SPD: 48, LUK: 1, Attack: 473447, Defense: 84376, Current HP: 798, A Avg: 1259369, D Avg: 84376, [Zodiac(184)[630, 630, 630], Iron Shield(204)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 251: HP: 798, STR: 387907, VIT: 608, SPD: 48, LUK: 1, Attack: 473447, Defense: 84471, Current HP: 798, A Avg: 1259369, D Avg: 84471, [Zodiac(184)[630, 630, 630], Titanium Shield(205)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 250: HP: 798, STR: 387907, VIT: 625, SPD: 48, LUK: 1, Attack: 473447, Defense: 84514, Current HP: 798, A Avg: 1259369, D Avg: 84514, [Zodiac(184)[630, 630, 630], Large iron Shield(206)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 249: HP: 840, STR: 387907, VIT: 627, SPD: 48, LUK: 1, Attack: 473447, Defense: 84503, Current HP: 840, A Avg: 1259369, D Avg: 84503, [Zodiac(184)[630, 630, 630], Magic Shield(207)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 248: HP: 1092, STR: 387907, VIT: 707, SPD: 48, LUK: 1, Attack: 473447, Defense: 84544, Current HP: 1092, A Avg: 1259369, D Avg: 84544, [Zodiac(184)[630, 630, 630], Emerald Shield(209)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 247: HP: 900, STR: 387907, VIT: 580, SPD: 48, LUK: 1, Attack: 473447, Defense: 84352, Current HP: 900, A Avg: 1259369, D Avg: 84352, [Zodiac(184)[630, 630, 630], Clear Shield(211)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 246: HP: 940, STR: 387907, VIT: 627, SPD: 48, LUK: 1, Attack: 473447, Defense: 84646, Current HP: 940, A Avg: 1259369, D Avg: 84646, [Zodiac(184)[630, 630, 630], Prism Shield(212)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 245: HP: 874, STR: 387907, VIT: 617, SPD: 48, LUK: 1, Attack: 473447, Defense: 84545, Current HP: 874, A Avg: 1259369, D Avg: 84545, [Zodiac(184)[630, 630, 630], Tower Shield(213)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 244: HP: 1346, STR: 387907, VIT: 774, SPD: 48, LUK: 1, Attack: 473447, Defense: 85336, Current HP: 1346, A Avg: 1259369, D Avg: 85336, [Zodiac(184)[630, 630, 630], Slime Shield(221)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 243: HP: 1276, STR: 387907, VIT: 608, SPD: 48, LUK: 1, Attack: 473447, Defense: 84536, Current HP: 1276, A Avg: 1259369, D Avg: 84536, [Zodiac(184)[630, 630, 630], Hardwood Shield(223)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 242: HP: 840, STR: 387907, VIT: 1091, SPD: 48, LUK: 1, Attack: 473447, Defense: 87879, Current HP: 840, A Avg: 1259369, D Avg: 87879, [Zodiac(184)[630, 630, 630], Energy Shield(227)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 241: HP: 2574, STR: 387907, VIT: 559, SPD: 48, LUK: 1, Attack: 473447, Defense: 86476, Current HP: 2574, A Avg: 1259369, D Avg: 86476, [Zodiac(184)[630, 630, 630], Frying Pan(231)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 240: HP: 1544, STR: 387907, VIT: 836, SPD: 48, LUK: 1, Attack: 473447, Defense: 85570, Current HP: 1544, A Avg: 1259369, D Avg: 85570, [Zodiac(184)[630, 630, 630], Slafield(232)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 239: HP: 1270, STR: 387907, VIT: 774, SPD: 48, LUK: 1, Attack: 473447, Defense: 86249, Current HP: 1270, A Avg: 1259369, D Avg: 86249, [Zodiac(184)[630, 630, 630], Mist Shield(233)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 238: HP: 988, STR: 387907, VIT: 1052, SPD: 48, LUK: 1, Attack: 473447, Defense: 86020, Current HP: 988, A Avg: 1259369, D Avg: 86020, [Zodiac(184)[630, 630, 630], Huge Shield(234)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 237: HP: 912, STR: 387907, VIT: 1102, SPD: 48, LUK: 1, Attack: 473447, Defense: 87942, Current HP: 912, A Avg: 1259369, D Avg: 87942, [Zodiac(184)[630, 630, 630], Aurora Shield(240)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 236: HP: 1710, STR: 387907, VIT: 944, SPD: 48, LUK: 1, Attack: 473447, Defense: 88369, Current HP: 1710, A Avg: 1259369, D Avg: 88369, [Zodiac(184)[630, 630, 630], Cloud Shield(241)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 235: HP: 798, STR: 387907, VIT: 526, SPD: 48, LUK: 1, Attack: 473447, Defense: 87315, Current HP: 798, A Avg: 1259369, D Avg: 87315, [Zodiac(184)[630, 630, 630], Graffiti(243)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 234: HP: 798, STR: 387907, VIT: 1454, SPD: 48, LUK: 1, Attack: 473447, Defense: 91232, Current HP: 798, A Avg: 1259369, D Avg: 91232, [Zodiac(184)[630, 630, 630], Blank Shield(244)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 233: HP: 1273, STR: 387907, VIT: 1961, SPD: 48, LUK: 1, Attack: 473447, Defense: 88749, Current HP: 1273, A Avg: 1259369, D Avg: 88749, [Zodiac(184)[630, 630, 630], Golem Shield(245)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 232: HP: 1083, STR: 387907, VIT: 913, SPD: 51, LUK: 1, Attack: 473447, Defense: 86791, Current HP: 1083, A Avg: 1259369, D Avg: 86791, [Zodiac(184)[630, 630, 630], Sticky thread shield(247)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 231: HP: 1687, STR: 387907, VIT: 940, SPD: 48, LUK: 1, Attack: 473447, Defense: 87156, Current HP: 1687, A Avg: 1259369, D Avg: 87156, [Zodiac(184)[630, 630, 630], King Shield(248)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 230: HP: 1240, STR: 387907, VIT: 1032, SPD: 48, LUK: 1, Attack: 473447, Defense: 88067, Current HP: 1240, A Avg: 1259369, D Avg: 88067, [Zodiac(184)[630, 630, 630], Warrior's Shield(249)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 229: HP: 840, STR: 387907, VIT: 1083, SPD: 48, LUK: 1, Attack: 473447, Defense: 88131, Current HP: 840, A Avg: 1259369, D Avg: 88131, [Zodiac(184)[630, 630, 630], Ghost shield(251)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 228: HP: 1808, STR: 388520, VIT: 212, SPD: 51, LUK: 1, Attack: 473486, Defense: 87000, Current HP: 1808, A Avg: 1259472, D Avg: 87000, [Red Shark(134)[630, 630, 630], C Magnum(239)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 227: HP: 1039, STR: 387949, VIT: 715, SPD: 48, LUK: 1, Attack: 473489, Defense: 84656, Current HP: 1039, A Avg: 1259480, D Avg: 84656, [Zodiac(184)[630, 630, 630], Dragon's Scales(215)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 226: HP: 798, STR: 388050, VIT: 627, SPD: 51, LUK: 1, Attack: 473590, Defense: 84652, Current HP: 798, A Avg: 1259749, D Avg: 84652, [Zodiac(184)[630, 630, 630], Conductive Barrier(208)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 225: HP: 1168, STR: 388071, VIT: 717, SPD: 48, LUK: 1, Attack: 473611, Defense: 84957, Current HP: 1168, A Avg: 1259805, D Avg: 84957, [Zodiac(184)[630, 630, 630], Dragon's Wings(216)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 224: HP: 1196, STR: 388168, VIT: 811, SPD: 48, LUK: 1, Attack: 473708, Defense: 86429, Current HP: 1196, A Avg: 1260063, D Avg: 86429, [Zodiac(184)[630, 630, 630], Mask of the Grim Reaper(214)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 223: HP: 1018, STR: 388172, VIT: 1006, SPD: 48, LUK: 1, Attack: 473712, Defense: 85844, Current HP: 1018, A Avg: 1260073, D Avg: 85844, [Zodiac(184)[630, 630, 630], Bulletproof Shield(235)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 222: HP: 1168, STR: 388214, VIT: 766, SPD: 48, LUK: 1, Attack: 473754, Defense: 85630, Current HP: 1168, A Avg: 1260185, D Avg: 85630, [Zodiac(184)[630, 630, 630], Dragon's Head(217)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 221: HP: 1092, STR: 388214, VIT: 774, SPD: 51, LUK: 1, Attack: 473754, Defense: 85196, Current HP: 1092, A Avg: 1260185, D Avg: 85196, [Zodiac(184)[630, 630, 630], Superconducting Barrier(220)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 220: HP: 1368, STR: 388483, VIT: 838, SPD: 51, LUK: 1, Attack: 473817, Defense: 85182, Current HP: 1368, A Avg: 1260353, D Avg: 85182, [Impulse(166)[630, 630, 630], V Magnum(238)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 219: HP: 1168, STR: 388298, VIT: 1055, SPD: 48, LUK: 1, Attack: 473838, Defense: 87856, Current HP: 1168, A Avg: 1260409, D Avg: 87856, [Zodiac(184)[630, 630, 630], Riot(236)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 218: HP: 836, STR: 388638, VIT: 852, SPD: 48, LUK: 1, Attack: 474178, Defense: 85443, Current HP: 836, A Avg: 1261313, D Avg: 85443, [Zodiac(184)[630, 630, 630], Black Hole(229)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 217: HP: 1111, STR: 388638, VIT: 899, SPD: 48, LUK: 1, Attack: 474178, Defense: 87817, Current HP: 1111, A Avg: 1261313, D Avg: 87817, [Zodiac(184)[630, 630, 630], White Hole(230)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 216: HP: 1660, STR: 388726, VIT: 900, SPD: 48, LUK: 1, Attack: 474266, Defense: 87012, Current HP: 1660, A Avg: 1261547, D Avg: 87012, [Zodiac(184)[630, 630, 630], Goblin Hand(250)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 215: HP: 1178, STR: 388768, VIT: 1060, SPD: 48, LUK: 1, Attack: 474308, Defense: 86054, Current HP: 1178, A Avg: 1261659, D Avg: 86054, [Zodiac(184)[630, 630, 630], Metalization(228)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 214: HP: 1344, STR: 388516, VIT: 744, SPD: 48, LUK: 1, Attack: 474394, Defense: 85478, Current HP: 1344, A Avg: 1261888, D Avg: 85478, [Blue Sword(180)[630, 630, 630], Slafield(232)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 213: HP: 1444, STR: 389671, VIT: 744, SPD: 51, LUK: 1, Attack: 474459, Defense: 87532, Current HP: 1444, A Avg: 1262060, D Avg: 87532, [Pulse Knife(165)[630, 630, 630], C Magnum(239)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 212: HP: 2109, STR: 389755, VIT: 838, SPD: 51, LUK: 1, Attack: 475089, Defense: 87626, Current HP: 2109, A Avg: 1263736, D Avg: 87626, [Impulse(166)[630, 630, 630], C Magnum(239)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 211: HP: 798, STR: 389600, VIT: 526, SPD: 51, LUK: 1, Attack: 475140, Defense: 84662, Current HP: 798, A Avg: 1263872, D Avg: 84662, [Zodiac(184)[630, 630, 630], Magnum(237)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 210: HP: 3270, STR: 387806, VIT: 1785, SPD: 48, LUK: 1, Attack: 475634, Defense: 89210, Current HP: 3270, A Avg: 1265186, D Avg: 89210, [Stargazer(183)[630, 630, 630], Cloud Shield(241)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 209: HP: 798, STR: 390142, VIT: 526, SPD: 51, LUK: 1, Attack: 475682, Defense: 84870, Current HP: 798, A Avg: 1265314, D Avg: 84870, [Zodiac(184)[630, 630, 630], V Magnum(238)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 208: HP: 3838, STR: 390066, VIT: 1460, SPD: 48, LUK: 1, Attack: 475879, Defense: 91238, Current HP: 3838, A Avg: 1265838, D Avg: 91238, [Spear of Regression(182)[630, 630, 630], Blank Shield(244)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 207: HP: 1539, STR: 391414, VIT: 526, SPD: 51, LUK: 1, Attack: 476954, Defense: 87314, Current HP: 1539, A Avg: 1268697, D Avg: 87314, [Zodiac(184)[630, 630, 630], C Magnum(239)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 206: HP: 1178, STR: 394103, VIT: 1124, SPD: 48, LUK: 1, Attack: 477979, Defense: 88692, Current HP: 1178, A Avg: 1271424, D Avg: 88692, [Tornado(111)[630, 630, 630], Storm Wall(242)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 205: HP: 1178, STR: 394249, VIT: 1124, SPD: 48, LUK: 1, Attack: 478398, Defense: 88692, Current HP: 1178, A Avg: 1272538, D Avg: 88692, [Giant Tornado(114)[630, 630, 630], Storm Wall(242)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 204: HP: 779, STR: 394855, VIT: 158, SPD: 48, LUK: 1, Attack: 478627, Defense: 84086, Current HP: 779, A Avg: 1273147, D Avg: 84086, [Short Sword(103)[630, 630, 630], Tower Shield(213)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 203: HP: 1086, STR: 394988, VIT: 200, SPD: 48, LUK: 1, Attack: 478714, Defense: 84128, Current HP: 1086, A Avg: 1273379, D Avg: 84128, [Wooden Stick(101)[630, 630, 630], Hardwood Shield(223)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 202: HP: 1086, STR: 394988, VIT: 200, SPD: 48, LUK: 1, Attack: 478753, Defense: 84128, Current HP: 1086, A Avg: 1273482, D Avg: 84128, [Club(102)[630, 630, 630], Hardwood Shield(223)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 201: HP: 640, STR: 394988, VIT: 142, SPD: 48, LUK: 1, Attack: 478756, Defense: 83875, Current HP: 640, A Avg: 1273490, D Avg: 83875, [Decorative Swords(109)[630, 630, 630], High Pot Lid(202)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 200: HP: 684, STR: 394999, VIT: 209, SPD: 48, LUK: 1, Attack: 478771, Defense: 84137, Current HP: 684, A Avg: 1273530, D Avg: 84137, [Short Sword(103)[630, 630, 630], Tower Shield(213)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 199: HP: 779, STR: 394966, VIT: 158, SPD: 48, LUK: 1, Attack: 478777, Defense: 84086, Current HP: 779, A Avg: 1273546, D Avg: 84086, [Long Sword(104)[630, 630, 630], Tower Shield(213)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 198: HP: 703, STR: 395053, VIT: 149, SPD: 48, LUK: 1, Attack: 478825, Defense: 84012, Current HP: 703, A Avg: 1273674, D Avg: 84012, [Wasp Knife(105)[630, 630, 630], Titanium Shield(205)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 197: HP: 1115, STR: 395078, VIT: 529, SPD: 51, LUK: 1, Attack: 478876, Defense: 86407, Current HP: 1115, A Avg: 1273810, D Avg: 86407, [Ninja(135)[630, 630, 630], Sticky thread shield(247)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 196: HP: 1311, STR: 395053, VIT: 346, SPD: 48, LUK: 1, Attack: 478909, Defense: 84183, Current HP: 1311, A Avg: 1273897, D Avg: 84183, [Emerald Sword(115)[630, 630, 630], Emerald Shield(209)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 195: HP: 684, STR: 395110, VIT: 209, SPD: 48, LUK: 1, Attack: 478921, Defense: 84137, Current HP: 684, A Avg: 1273929, D Avg: 84137, [Long Sword(104)[630, 630, 630], Tower Shield(213)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 194: HP: 608, STR: 395197, VIT: 200, SPD: 48, LUK: 1, Attack: 478969, Defense: 84063, Current HP: 608, A Avg: 1274057, D Avg: 84063, [Wasp Knife(105)[630, 630, 630], Titanium Shield(205)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 193: HP: 1092, STR: 395215, VIT: 596, SPD: 48, LUK: 1, Attack: 478990, Defense: 87397, Current HP: 1092, A Avg: 1274113, D Avg: 87397, [Peacemaker(131)[630, 630, 630], Riot(236)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 192: HP: 1020, STR: 395222, VIT: 577, SPD: 51, LUK: 1, Attack: 479020, Defense: 86455, Current HP: 1020, A Avg: 1274193, D Avg: 86455, [Ninja(135)[630, 630, 630], Sticky thread shield(247)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 191: HP: 1096, STR: 395215, VIT: 1603, SPD: 48, LUK: 1, Attack: 479031, Defense: 88391, Current HP: 1096, A Avg: 1274222, D Avg: 88391, [Hand Axe(140)[630, 630, 630], Golem Shield(245)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 190: HP: 1216, STR: 395197, VIT: 397, SPD: 48, LUK: 1, Attack: 479053, Defense: 84234, Current HP: 1216, A Avg: 1274280, D Avg: 84234, [Emerald Sword(115)[630, 630, 630], Emerald Shield(209)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 189: HP: 1153, STR: 395175, VIT: 577, SPD: 51, LUK: 1, Attack: 479077, Defense: 86455, Current HP: 1153, A Avg: 1274344, D Avg: 86455, [Crossed Shuriken(136)[630, 630, 630], Sticky thread shield(247)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 188: HP: 1193, STR: 395071, VIT: 1555, SPD: 48, LUK: 1, Attack: 479077, Defense: 88343, Current HP: 1193, A Avg: 1274344, D Avg: 88343, [Crescent(141)[630, 630, 630], Golem Shield(245)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 187: HP: 1130, STR: 395179, VIT: 596, SPD: 48, LUK: 1, Attack: 479081, Defense: 87397, Current HP: 1130, A Avg: 1274355, D Avg: 87397, [Daydream(132)[630, 630, 630], Riot(236)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 186: HP: 1096, STR: 395092, VIT: 200, SPD: 48, LUK: 1, Attack: 479085, Defense: 84128, Current HP: 1096, A Avg: 1274366, D Avg: 84128, [Sword of Wood(124)[630, 630, 630], Hardwood Shield(223)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 185: HP: 1060, STR: 395215, VIT: 648, SPD: 48, LUK: 1, Attack: 479104, Defense: 87683, Current HP: 1060, A Avg: 1274416, D Avg: 87683, [Iron Lumps(108)[630, 630, 630], Warrior's Shield(249)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 184: HP: 997, STR: 395359, VIT: 647, SPD: 48, LUK: 1, Attack: 479134, Defense: 87448, Current HP: 997, A Avg: 1274496, D Avg: 87448, [Peacemaker(131)[630, 630, 630], Riot(236)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 183: HP: 1092, STR: 395182, VIT: 680, SPD: 48, LUK: 1, Attack: 479149, Defense: 87520, Current HP: 1092, A Avg: 1274536, D Avg: 87520, [Phantom Sword(117)[630, 630, 630], Aurora Shield(240)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 182: HP: 693, STR: 395215, VIT: 209, SPD: 48, LUK: 1, Attack: 479214, Defense: 84137, Current HP: 693, A Avg: 1274709, D Avg: 84137, [Greatsword(127)[630, 630, 630], Tower Shield(213)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 181: HP: 1058, STR: 395319, VIT: 625, SPD: 51, LUK: 1, Attack: 479221, Defense: 86503, Current HP: 1058, A Avg: 1274727, D Avg: 86503, [Crossed Shuriken(136)[630, 630, 630], Sticky thread shield(247)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 180: HP: 1098, STR: 395215, VIT: 1606, SPD: 48, LUK: 1, Attack: 479221, Defense: 88394, Current HP: 1098, A Avg: 1274727, D Avg: 88394, [Crescent(141)[630, 630, 630], Golem Shield(245)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 179: HP: 1035, STR: 395323, VIT: 647, SPD: 48, LUK: 1, Attack: 479225, Defense: 87448, Current HP: 1035, A Avg: 1274738, D Avg: 87448, [Daydream(132)[630, 630, 630], Riot(236)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 178: HP: 997, STR: 395326, VIT: 728, SPD: 48, LUK: 1, Attack: 479293, Defense: 87568, Current HP: 997, A Avg: 1274919, D Avg: 87568, [Phantom Sword(117)[630, 630, 630], Aurora Shield(240)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 177: HP: 2774, STR: 395384, VIT: 346, SPD: 48, LUK: 1, Attack: 479325, Defense: 86263, Current HP: 2774, A Avg: 1275004, D Avg: 86263, [Rusty Knife(156)[630, 630, 630], Frying Pan(231)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 176: HP: 1060, STR: 395319, VIT: 648, SPD: 48, LUK: 1, Attack: 479325, Defense: 87683, Current HP: 1060, A Avg: 1275004, D Avg: 87683, [Great Iron Mass(122)[630, 630, 630], Warrior's Shield(249)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 175: HP: 2679, STR: 395528, VIT: 397, SPD: 48, LUK: 1, Attack: 479469, Defense: 86314, Current HP: 2679, A Avg: 1275387, D Avg: 86314, [Rusty Knife(156)[630, 630, 630], Frying Pan(231)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 174: HP: 1130, STR: 395283, VIT: 744, SPD: 48, LUK: 1, Attack: 479471, Defense: 87545, Current HP: 1130, A Avg: 1275392, D Avg: 87545, [Cagliostro(133)[630, 630, 630], Riot(236)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 173: HP: 1476, STR: 395297, VIT: 149, SPD: 48, LUK: 1, Attack: 479485, Defense: 84077, Current HP: 1476, A Avg: 1275430, D Avg: 84077, [Sword of the Spirit Tree(125)[630, 630, 630], Hardwood Shield(223)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 172: HP: 997, STR: 395387, VIT: 625, SPD: 51, LUK: 1, Attack: 479497, Defense: 86503, Current HP: 997, A Avg: 1275462, D Avg: 86503, [Windmill(137)[630, 630, 630], Sticky thread shield(247)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 171: HP: 1107, STR: 395186, VIT: 670, SPD: 48, LUK: 1, Attack: 479608, Defense: 87510, Current HP: 1107, A Avg: 1275757, D Avg: 87510, [Dreaming Sword(128)[630, 630, 630], Aurora Shield(240)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 170: HP: 1035, STR: 395427, VIT: 795, SPD: 48, LUK: 1, Attack: 479615, Defense: 87596, Current HP: 1035, A Avg: 1275775, D Avg: 87596, [Cagliostro(133)[630, 630, 630], Riot(236)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 169: HP: 1460, STR: 395794, VIT: 516, SPD: 48, LUK: 1, Attack: 479618, Defense: 86628, Current HP: 1460, A Avg: 1275783, D Avg: 86628, [Stun Knuckle(106)[630, 630, 630], Goblin Hand(250)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 168: HP: 1381, STR: 395441, VIT: 200, SPD: 48, LUK: 1, Attack: 479629, Defense: 84128, Current HP: 1381, A Avg: 1275813, D Avg: 84128, [Sword of the Spirit Tree(125)[630, 630, 630], Hardwood Shield(223)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 167: HP: 961, STR: 395524, VIT: 413, SPD: 48, LUK: 1, Attack: 479634, Defense: 84341, Current HP: 961, A Avg: 1275826, D Avg: 84341, [Dragon Killer(139)[630, 630, 630], Tower Shield(213)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
