Rank 1000: HP: 7414, STR: 3043, VIT: 2121, SPD: 85, LUK: 1, Attack: 88856, Defense: 87999, Current HP: 7414, A Avg: 111958, D Avg: 87999, [Spear of Regression(182)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 209: HP: 1771, STR: 2587, VIT: 1692, SPD: 80, LUK: 1, Attack: 92496, Defense: 88480, Current HP: 1771, A Avg: 116544, D Avg: 88480, [Spectral Sword Shigure(172)[0, 0, 0], Energy Shield(227)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 208: HP: 4411, STR: 2587, VIT: 426, SPD: 80, LUK: 1, Attack: 92496, Defense: 86343, Current HP: 4411, A Avg: 116544, D Avg: 86343, [Spectral Sword Shigure(172)[0, 0, 0], Frying Pan(231)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 207: HP: 2948, STR: 2587, VIT: 1227, SPD: 80, LUK: 1, Attack: 92496, Defense: 85961, Current HP: 2948, A Avg: 116544, D Avg: 85961, [Spectral Sword Shigure(172)[0, 0, 0], Slafield(232)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 206: HP: 2495, STR: 2587, VIT: 1073, SPD: 80, LUK: 1, Attack: 92496, Defense: 86548, Current HP: 2495, A Avg: 116544, D Avg: 86548, [Spectral Sword Shigure(172)[0, 0, 0], Mist Shield(233)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 205: HP: 1914, STR: 2587, VIT: 1749, SPD: 80, LUK: 1, Attack: 92496, Defense: 86717, Current HP: 1914, A Avg: 116544, D Avg: 86717, [Spectral Sword Shigure(172)[0, 0, 0], Huge Shield(234)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 204: HP: 1826, STR: 2587, VIT: 1866, SPD: 80, LUK: 1, Attack: 92496, Defense: 88706, Current HP: 1826, A Avg: 116544, D Avg: 88706, [Spectral Sword Shigure(172)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 203: HP: 3461, STR: 2587, VIT: 1557, SPD: 80, LUK: 1, Attack: 92496, Defense: 88982, Current HP: 3461, A Avg: 116544, D Avg: 88982, [Spectral Sword Shigure(172)[0, 0, 0], Cloud Shield(241)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 202: HP: 1694, STR: 2587, VIT: 410, SPD: 80, LUK: 1, Attack: 92496, Defense: 87199, Current HP: 1694, A Avg: 116544, D Avg: 87199, [Spectral Sword Shigure(172)[0, 0, 0], Graffiti(243)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 201: HP: 1694, STR: 2587, VIT: 2958, SPD: 80, LUK: 1, Attack: 92496, Defense: 92736, Current HP: 1694, A Avg: 116544, D Avg: 92736, [Spectral Sword Shigure(172)[0, 0, 0], Blank Shield(244)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 200: HP: 2244, STR: 2587, VIT: 4004, SPD: 80, LUK: 1, Attack: 92496, Defense: 90792, Current HP: 2244, A Avg: 116544, D Avg: 90792, [Spectral Sword Shigure(172)[0, 0, 0], Golem Shield(245)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 199: HP: 2024, STR: 2587, VIT: 1455, SPD: 85, LUK: 1, Attack: 92496, Defense: 87333, Current HP: 2024, A Avg: 116544, D Avg: 87333, [Spectral Sword Shigure(172)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 198: HP: 3251, STR: 2587, VIT: 1355, SPD: 80, LUK: 1, Attack: 92496, Defense: 87571, Current HP: 3251, A Avg: 116544, D Avg: 87571, [Spectral Sword Shigure(172)[0, 0, 0], King Shield(248)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 197: HP: 2231, STR: 2587, VIT: 1440, SPD: 80, LUK: 1, Attack: 92496, Defense: 88475, Current HP: 2231, A Avg: 116544, D Avg: 88475, [Spectral Sword Shigure(172)[0, 0, 0], Warrior's Shield(249)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 196: HP: 1771, STR: 2587, VIT: 1939, SPD: 80, LUK: 1, Attack: 92496, Defense: 88987, Current HP: 1771, A Avg: 116544, D Avg: 88987, [Spectral Sword Shigure(172)[0, 0, 0], Ghost shield(251)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 195: HP: 2105, STR: 2603, VIT: 837, SPD: 80, LUK: 1, Attack: 92512, Defense: 84778, Current HP: 2105, A Avg: 116565, D Avg: 84778, [Spectral Sword Shigure(172)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 194: HP: 2220, STR: 8677, VIT: 185, SPD: 90, LUK: 1, Attack: 93255, Defense: 86973, Current HP: 2220, A Avg: 116568, D Avg: 86973, [Magical(187)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 193: HP: 2686, STR: 352, VIT: 1081, SPD: 80, LUK: 1, Attack: 92538, Defense: 86699, Current HP: 2686, A Avg: 116597, D Avg: 86699, [Big Bang(171)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 192: HP: 2345, STR: 353, VIT: 1406, SPD: 80, LUK: 1, Attack: 92539, Defense: 86244, Current HP: 2345, A Avg: 116599, D Avg: 86244, [Big Bang(171)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 191: HP: 2190, STR: 1103, VIT: 360, SPD: 85, LUK: 1, Attack: 93289, Defense: 84249, Current HP: 2190, A Avg: 116611, D Avg: 84249, [Big Bang(171)[0, 0, 0], Small Lion(219)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 190: HP: 2563, STR: 369, VIT: 864, SPD: 80, LUK: 1, Attack: 92555, Defense: 85728, Current HP: 2563, A Avg: 116619, D Avg: 85728, [Big Bang(171)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 189: HP: 2475, STR: 369, VIT: 969, SPD: 85, LUK: 1, Attack: 92555, Defense: 85391, Current HP: 2475, A Avg: 116619, D Avg: 85391, [Big Bang(171)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 188: HP: 2574, STR: 370, VIT: 2737, SPD: 80, LUK: 1, Attack: 92556, Defense: 90305, Current HP: 2574, A Avg: 116620, D Avg: 90305, [Big Bang(171)[0, 0, 0], Storm Wall(242)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 187: HP: 1680, STR: 1115, VIT: 736, SPD: 85, LUK: 1, Attack: 93301, Defense: 85327, Current HP: 1680, A Avg: 116626, D Avg: 85327, [Big Bang(171)[0, 0, 0], Black Hole(229)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 186: HP: 3003, STR: 1117, VIT: 787, SPD: 85, LUK: 1, Attack: 93303, Defense: 86899, Current HP: 3003, A Avg: 116628, D Avg: 86899, [Big Bang(171)[0, 0, 0], Goblin Hand(250)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 185: HP: 1570, STR: 8733, VIT: 538, SPD: 85, LUK: 1, Attack: 93311, Defense: 85766, Current HP: 1570, A Avg: 116638, D Avg: 85766, [Magical(187)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 184: HP: 1694, STR: 2673, VIT: 678, SPD: 85, LUK: 1, Attack: 92582, Defense: 84703, Current HP: 1694, A Avg: 116653, D Avg: 84703, [Spectral Sword Shigure(172)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 183: HP: 2040, STR: 1144, VIT: 907, SPD: 85, LUK: 1, Attack: 93330, Defense: 85901, Current HP: 2040, A Avg: 116662, D Avg: 85901, [Big Bang(171)[0, 0, 0], Metalization(228)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 182: HP: 2343, STR: 2681, VIT: 839, SPD: 80, LUK: 1, Attack: 92590, Defense: 85079, Current HP: 2343, A Avg: 116663, D Avg: 85079, [Spectral Sword Shigure(172)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 181: HP: 2563, STR: 433, VIT: 1539, SPD: 80, LUK: 1, Attack: 92619, Defense: 88340, Current HP: 2563, A Avg: 116699, D Avg: 88340, [Big Bang(171)[0, 0, 0], Riot(236)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 180: HP: 6920, STR: 5497, VIT: 1851, SPD: 90, LUK: 1, Attack: 93379, Defense: 86195, Current HP: 6920, A Avg: 116723, D Avg: 86195, [Wild Card(175)[0, 0, 0], V Magnum(238)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 179: HP: 1994, STR: 1198, VIT: 368, SPD: 85, LUK: 1, Attack: 93384, Defense: 84374, Current HP: 1994, A Avg: 116730, D Avg: 84374, [Big Bang(171)[0, 0, 0], Small Dragon Sword(224)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 178: HP: 1716, STR: 2748, VIT: 678, SPD: 80, LUK: 1, Attack: 92657, Defense: 84684, Current HP: 1716, A Avg: 116747, D Avg: 84684, [Spectral Sword Shigure(172)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 177: HP: 1694, STR: 2748, VIT: 6780, SPD: 80, LUK: 1, Attack: 92657, Defense: 92450, Current HP: 1694, A Avg: 116747, D Avg: 92450, [Spectral Sword Shigure(172)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 176: HP: 2456, STR: 2750, VIT: 1185, SPD: 80, LUK: 1, Attack: 92659, Defense: 86803, Current HP: 2456, A Avg: 116750, D Avg: 86803, [Spectral Sword Shigure(172)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 175: HP: 2125, STR: 2752, VIT: 1514, SPD: 80, LUK: 1, Attack: 92661, Defense: 86352, Current HP: 2125, A Avg: 116752, D Avg: 86352, [Spectral Sword Shigure(172)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 174: HP: 1060, STR: 6876, VIT: 851, SPD: 85, LUK: 1, Attack: 93404, Defense: 88679, Current HP: 1060, A Avg: 116755, D Avg: 88679, [Moon Knuckle(153)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 173: HP: 2343, STR: 2768, VIT: 972, SPD: 80, LUK: 1, Attack: 92677, Defense: 85836, Current HP: 2343, A Avg: 116773, D Avg: 85836, [Spectral Sword Shigure(172)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 172: HP: 2255, STR: 2768, VIT: 1073, SPD: 85, LUK: 1, Attack: 92677, Defense: 85495, Current HP: 2255, A Avg: 116773, D Avg: 85495, [Spectral Sword Shigure(172)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 171: HP: 2140, STR: 8089, VIT: 1319, SPD: 85, LUK: 1, Attack: 93423, Defense: 89147, Current HP: 2140, A Avg: 116778, D Avg: 89147, [Impulse(166)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 170: HP: 1936, STR: 501, VIT: 447, SPD: 80, LUK: 1, Attack: 92687, Defense: 84310, Current HP: 1936, A Avg: 116785, D Avg: 84310, [Big Bang(171)[0, 0, 0], Small Sword(218)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 169: HP: 2060, STR: 7095, VIT: 785, SPD: 85, LUK: 1, Attack: 93441, Defense: 88613, Current HP: 2060, A Avg: 116801, D Avg: 88613, [Progress(147)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 168: HP: 2343, STR: 2832, VIT: 1647, SPD: 80, LUK: 1, Attack: 92741, Defense: 88448, Current HP: 2343, A Avg: 116853, D Avg: 88448, [Spectral Sword Shigure(172)[0, 0, 0], Riot(236)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 167: HP: 1953, STR: 2849, VIT: 678, SPD: 80, LUK: 1, Attack: 92758, Defense: 85178, Current HP: 1953, A Avg: 116875, D Avg: 85178, [Spectral Sword Shigure(172)[0, 0, 0], Hard Wings of Beast(222)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 166: HP: 1254, STR: 5123, VIT: 306, SPD: 80, LUK: 1, Attack: 92784, Defense: 84494, Current HP: 1254, A Avg: 116907, D Avg: 84494, [Neural Edge(190)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 165: HP: 2354, STR: 2918, VIT: 2841, SPD: 80, LUK: 1, Attack: 92827, Defense: 90409, Current HP: 2354, A Avg: 116962, D Avg: 90409, [Spectral Sword Shigure(172)[0, 0, 0], Storm Wall(242)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 164: HP: 1958, STR: 659, VIT: 1149, SPD: 80, LUK: 1, Attack: 92845, Defense: 85740, Current HP: 1958, A Avg: 116984, D Avg: 85740, [Big Bang(171)[0, 0, 0], Black Hole(229)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 163: HP: 3404, STR: 660, VIT: 1227, SPD: 80, LUK: 1, Attack: 92846, Defense: 87339, Current HP: 3404, A Avg: 116985, D Avg: 87339, [Big Bang(171)[0, 0, 0], Goblin Hand(250)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 162: HP: 3600, STR: 5769, VIT: 2388, SPD: 90, LUK: 1, Attack: 93597, Defense: 86732, Current HP: 3600, A Avg: 116996, D Avg: 86732, [Stargazer(183)[0, 0, 0], V Magnum(238)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 161: HP: 2519, STR: 668, VIT: 574, SPD: 80, LUK: 1, Attack: 92854, Defense: 84463, Current HP: 2519, A Avg: 116996, D Avg: 84463, [Big Bang(171)[0, 0, 0], Small Lion(219)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 160: HP: 2354, STR: 676, VIT: 1385, SPD: 80, LUK: 1, Attack: 92862, Defense: 86379, Current HP: 2354, A Avg: 117006, D Avg: 86379, [Big Bang(171)[0, 0, 0], Metalization(228)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 159: HP: 2303, STR: 725, VIT: 587, SPD: 80, LUK: 1, Attack: 92911, Defense: 84593, Current HP: 2303, A Avg: 117067, D Avg: 84593, [Big Bang(171)[0, 0, 0], Small Dragon Sword(224)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 158: HP: 2061, STR: 1486, VIT: 771, SPD: 80, LUK: 1, Attack: 93672, Defense: 87689, Current HP: 2061, A Avg: 117090, D Avg: 87689, [Big Bang(171)[0, 0, 0], White Hole(230)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 157: HP: 1716, STR: 3049, VIT: 551, SPD: 80, LUK: 1, Attack: 92958, Defense: 84414, Current HP: 1716, A Avg: 117127, D Avg: 84414, [Spectral Sword Shigure(172)[0, 0, 0], Small Sword(218)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 156: HP: 6920, STR: 5824, VIT: 1851, SPD: 85, LUK: 1, Attack: 93706, Defense: 86039, Current HP: 6920, A Avg: 117132, D Avg: 86039, [Wild Card(175)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 155: HP: 1738, STR: 3057, VIT: 1253, SPD: 80, LUK: 1, Attack: 92966, Defense: 85844, Current HP: 1738, A Avg: 117137, D Avg: 85844, [Spectral Sword Shigure(172)[0, 0, 0], Black Hole(229)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 154: HP: 2277, STR: 3057, VIT: 1380, SPD: 80, LUK: 1, Attack: 92966, Defense: 88298, Current HP: 2277, A Avg: 117137, D Avg: 88298, [Spectral Sword Shigure(172)[0, 0, 0], White Hole(230)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 153: HP: 3174, STR: 3059, VIT: 1331, SPD: 80, LUK: 1, Attack: 92968, Defense: 87443, Current HP: 3174, A Avg: 117139, D Avg: 87443, [Spectral Sword Shigure(172)[0, 0, 0], Goblin Hand(250)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 152: HP: 1040, STR: 6661, VIT: 185, SPD: 85, LUK: 1, Attack: 93712, Defense: 88013, Current HP: 1040, A Avg: 117140, D Avg: 88013, [Tekken(188)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 151: HP: 2134, STR: 3075, VIT: 1493, SPD: 80, LUK: 1, Attack: 92984, Defense: 86487, Current HP: 2134, A Avg: 117159, D Avg: 86487, [Spectral Sword Shigure(172)[0, 0, 0], Metalization(228)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 150: HP: 1092, STR: 6153, VIT: 185, SPD: 85, LUK: 1, Attack: 93814, Defense: 83908, Current HP: 1092, A Avg: 117267, D Avg: 83908, [Neural Edge(190)[0, 0, 0], Pot Lid(201)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 149: HP: 1092, STR: 6153, VIT: 185, SPD: 85, LUK: 1, Attack: 93814, Defense: 83918, Current HP: 1092, A Avg: 117267, D Avg: 83918, [Neural Edge(190)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 148: HP: 1040, STR: 6153, VIT: 205, SPD: 85, LUK: 1, Attack: 93814, Defense: 84074, Current HP: 1040, A Avg: 117267, D Avg: 84074, [Neural Edge(190)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 147: HP: 1040, STR: 6153, VIT: 210, SPD: 85, LUK: 1, Attack: 93814, Defense: 84014, Current HP: 1040, A Avg: 117267, D Avg: 84014, [Neural Edge(190)[0, 0, 0], Iron Shield(204)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 146: HP: 1040, STR: 6153, VIT: 284, SPD: 85, LUK: 1, Attack: 93814, Defense: 84147, Current HP: 1040, A Avg: 117267, D Avg: 84147, [Neural Edge(190)[0, 0, 0], Titanium Shield(205)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 145: HP: 1040, STR: 6153, VIT: 302, SPD: 85, LUK: 1, Attack: 93814, Defense: 84191, Current HP: 1040, A Avg: 117267, D Avg: 84191, [Neural Edge(190)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 144: HP: 1092, STR: 6153, VIT: 360, SPD: 85, LUK: 1, Attack: 93814, Defense: 84236, Current HP: 1092, A Avg: 117267, D Avg: 84236, [Neural Edge(190)[0, 0, 0], Magic Shield(207)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 143: HP: 1550, STR: 6153, VIT: 460, SPD: 85, LUK: 1, Attack: 93814, Defense: 84297, Current HP: 1550, A Avg: 117267, D Avg: 84297, [Neural Edge(190)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 142: HP: 1155, STR: 6153, VIT: 277, SPD: 85, LUK: 1, Attack: 93814, Defense: 84049, Current HP: 1155, A Avg: 117267, D Avg: 84049, [Neural Edge(190)[0, 0, 0], Clear Shield(211)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 141: HP: 1197, STR: 6153, VIT: 360, SPD: 85, LUK: 1, Attack: 93814, Defense: 84379, Current HP: 1197, A Avg: 117267, D Avg: 84379, [Neural Edge(190)[0, 0, 0], Prism Shield(212)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 140: HP: 1120, STR: 6153, VIT: 293, SPD: 85, LUK: 1, Attack: 93814, Defense: 84221, Current HP: 1120, A Avg: 117267, D Avg: 84221, [Neural Edge(190)[0, 0, 0], Tower Shield(213)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 139: HP: 1917, STR: 6153, VIT: 618, SPD: 85, LUK: 1, Attack: 93814, Defense: 85180, Current HP: 1917, A Avg: 117267, D Avg: 85180, [Neural Edge(190)[0, 0, 0], Slime Shield(221)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 138: HP: 1864, STR: 6153, VIT: 284, SPD: 85, LUK: 1, Attack: 93814, Defense: 84212, Current HP: 1864, A Avg: 117267, D Avg: 84212, [Neural Edge(190)[0, 0, 0], Hardwood Shield(223)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 137: HP: 1092, STR: 6153, VIT: 1023, SPD: 85, LUK: 1, Attack: 93814, Defense: 87811, Current HP: 1092, A Avg: 117267, D Avg: 87811, [Neural Edge(190)[0, 0, 0], Energy Shield(227)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 136: HP: 3510, STR: 6153, VIT: 196, SPD: 85, LUK: 1, Attack: 93814, Defense: 86113, Current HP: 3510, A Avg: 117267, D Avg: 86113, [Neural Edge(190)[0, 0, 0], Frying Pan(231)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 135: HP: 2167, STR: 6153, VIT: 719, SPD: 85, LUK: 1, Attack: 93814, Defense: 85453, Current HP: 2167, A Avg: 117267, D Avg: 85453, [Neural Edge(190)[0, 0, 0], Slafield(232)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 134: HP: 1753, STR: 6153, VIT: 618, SPD: 85, LUK: 1, Attack: 93814, Defense: 86093, Current HP: 1753, A Avg: 117267, D Avg: 86093, [Neural Edge(190)[0, 0, 0], Mist Shield(233)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 133: HP: 1240, STR: 6153, VIT: 1078, SPD: 85, LUK: 1, Attack: 93814, Defense: 86046, Current HP: 1240, A Avg: 117267, D Avg: 86046, [Neural Edge(190)[0, 0, 0], Huge Shield(234)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 132: HP: 1160, STR: 6153, VIT: 1137, SPD: 85, LUK: 1, Attack: 93814, Defense: 87977, Current HP: 1160, A Avg: 117267, D Avg: 87977, [Neural Edge(190)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 131: HP: 2635, STR: 6153, VIT: 935, SPD: 85, LUK: 1, Attack: 93814, Defense: 88360, Current HP: 2635, A Avg: 117267, D Avg: 88360, [Neural Edge(190)[0, 0, 0], Cloud Shield(241)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 130: HP: 1040, STR: 6153, VIT: 185, SPD: 85, LUK: 1, Attack: 93814, Defense: 86974, Current HP: 1040, A Avg: 117267, D Avg: 86974, [Neural Edge(190)[0, 0, 0], Graffiti(243)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 129: HP: 1040, STR: 6153, VIT: 1851, SPD: 85, LUK: 1, Attack: 93814, Defense: 91629, Current HP: 1040, A Avg: 117267, D Avg: 91629, [Neural Edge(190)[0, 0, 0], Blank Shield(244)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 128: HP: 1540, STR: 6153, VIT: 2581, SPD: 85, LUK: 1, Attack: 93814, Defense: 89369, Current HP: 1540, A Avg: 117267, D Avg: 89369, [Neural Edge(190)[0, 0, 0], Golem Shield(245)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 127: HP: 1340, STR: 6153, VIT: 868, SPD: 90, LUK: 1, Attack: 93814, Defense: 86746, Current HP: 1340, A Avg: 117267, D Avg: 86746, [Neural Edge(190)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 126: HP: 2456, STR: 6153, VIT: 815, SPD: 85, LUK: 1, Attack: 93814, Defense: 87031, Current HP: 2456, A Avg: 117267, D Avg: 87031, [Neural Edge(190)[0, 0, 0], King Shield(248)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 125: HP: 1512, STR: 6153, VIT: 858, SPD: 85, LUK: 1, Attack: 93814, Defense: 87893, Current HP: 1512, A Avg: 117267, D Avg: 87893, [Neural Edge(190)[0, 0, 0], Warrior's Shield(249)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 124: HP: 1092, STR: 6153, VIT: 1184, SPD: 85, LUK: 1, Attack: 93814, Defense: 88232, Current HP: 1092, A Avg: 117267, D Avg: 88232, [Neural Edge(190)[0, 0, 0], Ghost shield(251)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 123: HP: 1414, STR: 6180, VIT: 469, SPD: 85, LUK: 1, Attack: 93841, Defense: 84410, Current HP: 1414, A Avg: 117301, D Avg: 84410, [Neural Edge(190)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 122: HP: 2552, STR: 5460, VIT: 306, SPD: 85, LUK: 1, Attack: 93121, Defense: 87094, Current HP: 2552, A Avg: 117332, D Avg: 87094, [Neural Edge(190)[0, 0, 0], C Magnum(239)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 121: HP: 2299, STR: 3216, VIT: 678, SPD: 80, LUK: 1, Attack: 93125, Defense: 84567, Current HP: 2299, A Avg: 117337, D Avg: 84567, [Spectral Sword Shigure(172)[0, 0, 0], Small Lion(219)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 120: HP: 2220, STR: 8016, VIT: 851, SPD: 90, LUK: 1, Attack: 93894, Defense: 87639, Current HP: 2220, A Avg: 117367, D Avg: 87639, [Blue Sword(180)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 119: HP: 1080, STR: 5737, VIT: 210, SPD: 85, LUK: 1, Attack: 93904, Defense: 88038, Current HP: 1080, A Avg: 117380, D Avg: 88038, [Basic(169)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 118: HP: 1640, STR: 9422, VIT: 1055, SPD: 85, LUK: 1, Attack: 93922, Defense: 88883, Current HP: 1640, A Avg: 117402, D Avg: 88883, [Divine Dragon Sword(181)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 117: HP: 1570, STR: 8047, VIT: 1205, SPD: 85, LUK: 1, Attack: 93925, Defense: 86433, Current HP: 1570, A Avg: 117406, D Avg: 86433, [Blue Sword(180)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 116: HP: 2083, STR: 3274, VIT: 691, SPD: 80, LUK: 1, Attack: 93183, Defense: 84697, Current HP: 2083, A Avg: 117410, D Avg: 84697, [Spectral Sword Shigure(172)[0, 0, 0], Small Dragon Sword(224)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 115: HP: 3600, STR: 6106, VIT: 2388, SPD: 85, LUK: 1, Attack: 93934, Defense: 86576, Current HP: 3600, A Avg: 117417, D Avg: 86576, [Stargazer(183)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 114: HP: 1040, STR: 6299, VIT: 360, SPD: 90, LUK: 1, Attack: 93960, Defense: 84385, Current HP: 1040, A Avg: 117450, D Avg: 84385, [Neural Edge(190)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
