Rank 1000: HP: 736, STR: 460, VIT: 176, SPD: 40, LUK: 1, Attack: 87511, Defense: 83899, Current HP: 736, A Avg: 110263, D Avg: 83899, [Tekken(188)[0, 0, 0], Pot Lid(201)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 238: HP: 2100, STR: 3542, VIT: 1326, SPD: 45, LUK: 1, Attack: 91370, Defense: 85670, Current HP: 2100, A Avg: 114212, D Avg: 85670, [Stargazer(183)[0, 0, 0], V Magnum(238)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 237: HP: 580, STR: 3217, VIT: 168, SPD: 42, LUK: 1, Attack: 91384, Defense: 87996, Current HP: 580, A Avg: 114230, D Avg: 87996, [Basic(169)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 236: HP: 1012, STR: 3005, VIT: 457, SPD: 40, LUK: 1, Attack: 90666, Defense: 85685, Current HP: 1012, A Avg: 114239, D Avg: 85685, [Neural Edge(190)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 235: HP: 540, STR: 5527, VIT: 469, SPD: 42, LUK: 1, Attack: 91405, Defense: 88297, Current HP: 540, A Avg: 114256, D Avg: 88297, [Blue Sword(180)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 234: HP: 580, STR: 3774, VIT: 438, SPD: 42, LUK: 1, Attack: 91435, Defense: 85029, Current HP: 580, A Avg: 114293, D Avg: 85029, [Neural Edge(190)[0, 0, 0], Black Hole(229)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 233: HP: 820, STR: 3774, VIT: 479, SPD: 42, LUK: 1, Attack: 91435, Defense: 87397, Current HP: 820, A Avg: 114293, D Avg: 87397, [Neural Edge(190)[0, 0, 0], White Hole(230)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 232: HP: 1140, STR: 3791, VIT: 1094, SPD: 42, LUK: 1, Attack: 91452, Defense: 88662, Current HP: 1140, A Avg: 114315, D Avg: 88662, [Neural Edge(190)[0, 0, 0], Storm Wall(242)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 231: HP: 560, STR: 3796, VIT: 192, SPD: 42, LUK: 1, Attack: 91457, Defense: 84055, Current HP: 560, A Avg: 114321, D Avg: 84055, [Neural Edge(190)[0, 0, 0], Small Sword(218)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 230: HP: 3620, STR: 5650, VIT: 659, SPD: 42, LUK: 1, Attack: 91463, Defense: 85887, Current HP: 3620, A Avg: 114328, D Avg: 85887, [Spear of Regression(182)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 229: HP: 1323, STR: 3844, VIT: 489, SPD: 42, LUK: 1, Attack: 91505, Defense: 86601, Current HP: 1323, A Avg: 114381, D Avg: 86601, [Neural Edge(190)[0, 0, 0], Goblin Hand(250)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 228: HP: 3872, STR: 2903, VIT: 1424, SPD: 40, LUK: 1, Attack: 90785, Defense: 89252, Current HP: 3872, A Avg: 114389, D Avg: 89252, [Wild Card(175)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 227: HP: 940, STR: 3871, VIT: 637, SPD: 42, LUK: 1, Attack: 91532, Defense: 85631, Current HP: 940, A Avg: 114415, D Avg: 85631, [Neural Edge(190)[0, 0, 0], Metalization(228)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 226: HP: 1452, STR: 3180, VIT: 176, SPD: 42, LUK: 1, Attack: 90841, Defense: 86964, Current HP: 1452, A Avg: 114459, D Avg: 86964, [Neural Edge(190)[0, 0, 0], C Magnum(239)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 225: HP: 840, STR: 3931, VIT: 232, SPD: 42, LUK: 1, Attack: 91592, Defense: 84121, Current HP: 840, A Avg: 114490, D Avg: 84121, [Neural Edge(190)[0, 0, 0], Small Lion(219)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 224: HP: 744, STR: 3956, VIT: 241, SPD: 42, LUK: 1, Attack: 91617, Defense: 84247, Current HP: 744, A Avg: 114521, D Avg: 84247, [Neural Edge(190)[0, 0, 0], Small Dragon Sword(224)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 223: HP: 2380, STR: 3808, VIT: 1509, SPD: 42, LUK: 1, Attack: 91636, Defense: 86737, Current HP: 2380, A Avg: 114545, D Avg: 86737, [Stargazer(183)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 222: HP: 2420, STR: 3117, VIT: 1986, SPD: 40, LUK: 1, Attack: 90945, Defense: 89814, Current HP: 2420, A Avg: 114590, D Avg: 89814, [Stargazer(183)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 221: HP: 4100, STR: 3925, VIT: 958, SPD: 45, LUK: 1, Attack: 91807, Defense: 87746, Current HP: 4100, A Avg: 114758, D Avg: 87746, [Wild Card(175)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 220: HP: 4020, STR: 6042, VIT: 476, SPD: 45, LUK: 1, Attack: 91855, Defense: 87264, Current HP: 4020, A Avg: 114818, D Avg: 87264, [Spear of Regression(182)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 219: HP: 540, STR: 4379, VIT: 142, SPD: 45, LUK: 1, Attack: 92040, Defense: 84278, Current HP: 540, A Avg: 115050, D Avg: 84278, [Neural Edge(190)[0, 0, 0], Magnum(237)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 218: HP: 2780, STR: 4266, VIT: 1326, SPD: 45, LUK: 1, Attack: 92094, Defense: 88114, Current HP: 2780, A Avg: 115117, D Avg: 88114, [Stargazer(183)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 217: HP: 704, STR: 3855, VIT: 176, SPD: 40, LUK: 1, Attack: 91516, Defense: 88004, Current HP: 704, A Avg: 115310, D Avg: 88004, [Neural Edge(190)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 216: HP: 540, STR: 4592, VIT: 142, SPD: 42, LUK: 1, Attack: 92253, Defense: 84330, Current HP: 540, A Avg: 115316, D Avg: 84330, [Neural Edge(190)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 215: HP: 540, STR: 4714, VIT: 142, SPD: 45, LUK: 1, Attack: 92375, Defense: 84486, Current HP: 540, A Avg: 115468, D Avg: 84486, [Neural Edge(190)[0, 0, 0], V Magnum(238)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 214: HP: 1197, STR: 253, VIT: 142, SPD: 42, LUK: 1, Attack: 92439, Defense: 83865, Current HP: 1197, A Avg: 115548, D Avg: 83865, [Big Bang(171)[0, 0, 0], Pot Lid(201)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 213: HP: 1197, STR: 253, VIT: 142, SPD: 42, LUK: 1, Attack: 92439, Defense: 83875, Current HP: 1197, A Avg: 115548, D Avg: 83875, [Big Bang(171)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 212: HP: 1140, STR: 253, VIT: 160, SPD: 42, LUK: 1, Attack: 92439, Defense: 84029, Current HP: 1140, A Avg: 115548, D Avg: 84029, [Big Bang(171)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 211: HP: 1140, STR: 253, VIT: 165, SPD: 42, LUK: 1, Attack: 92439, Defense: 83969, Current HP: 1140, A Avg: 115548, D Avg: 83969, [Big Bang(171)[0, 0, 0], Iron Shield(204)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 210: HP: 1140, STR: 253, VIT: 194, SPD: 42, LUK: 1, Attack: 92439, Defense: 84057, Current HP: 1140, A Avg: 115548, D Avg: 84057, [Big Bang(171)[0, 0, 0], Titanium Shield(205)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 209: HP: 1140, STR: 253, VIT: 212, SPD: 42, LUK: 1, Attack: 92439, Defense: 84101, Current HP: 1140, A Avg: 115548, D Avg: 84101, [Big Bang(171)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 208: HP: 1197, STR: 253, VIT: 232, SPD: 42, LUK: 1, Attack: 92439, Defense: 84108, Current HP: 1197, A Avg: 115548, D Avg: 84108, [Big Bang(171)[0, 0, 0], Magic Shield(207)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 207: HP: 1400, STR: 253, VIT: 280, SPD: 42, LUK: 1, Attack: 92439, Defense: 84117, Current HP: 1400, A Avg: 115548, D Avg: 84117, [Big Bang(171)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 206: HP: 1260, STR: 253, VIT: 192, SPD: 42, LUK: 1, Attack: 92439, Defense: 83964, Current HP: 1260, A Avg: 115548, D Avg: 83964, [Big Bang(171)[0, 0, 0], Clear Shield(211)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 205: HP: 1302, STR: 253, VIT: 232, SPD: 42, LUK: 1, Attack: 92439, Defense: 84251, Current HP: 1302, A Avg: 115548, D Avg: 84251, [Big Bang(171)[0, 0, 0], Prism Shield(212)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 204: HP: 1220, STR: 253, VIT: 203, SPD: 42, LUK: 1, Attack: 92439, Defense: 84131, Current HP: 1220, A Avg: 115548, D Avg: 84131, [Big Bang(171)[0, 0, 0], Tower Shield(213)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 203: HP: 1654, STR: 253, VIT: 363, SPD: 42, LUK: 1, Attack: 92439, Defense: 84925, Current HP: 1654, A Avg: 115548, D Avg: 84925, [Big Bang(171)[0, 0, 0], Slime Shield(221)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 202: HP: 1564, STR: 253, VIT: 194, SPD: 42, LUK: 1, Attack: 92439, Defense: 84122, Current HP: 1564, A Avg: 115548, D Avg: 84122, [Big Bang(171)[0, 0, 0], Hardwood Shield(223)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 201: HP: 1197, STR: 253, VIT: 683, SPD: 42, LUK: 1, Attack: 92439, Defense: 87471, Current HP: 1197, A Avg: 115548, D Avg: 87471, [Big Bang(171)[0, 0, 0], Energy Shield(227)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 200: HP: 2860, STR: 253, VIT: 151, SPD: 42, LUK: 1, Attack: 92439, Defense: 86068, Current HP: 2860, A Avg: 115548, D Avg: 86068, [Big Bang(171)[0, 0, 0], Frying Pan(231)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 199: HP: 1852, STR: 253, VIT: 421, SPD: 42, LUK: 1, Attack: 92439, Defense: 85155, Current HP: 1852, A Avg: 115548, D Avg: 85155, [Big Bang(171)[0, 0, 0], Slafield(232)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 198: HP: 1596, STR: 253, VIT: 363, SPD: 42, LUK: 1, Attack: 92439, Defense: 85838, Current HP: 1596, A Avg: 115548, D Avg: 85838, [Big Bang(171)[0, 0, 0], Mist Shield(233)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 197: HP: 1340, STR: 253, VIT: 583, SPD: 42, LUK: 1, Attack: 92439, Defense: 85551, Current HP: 1340, A Avg: 115548, D Avg: 85551, [Big Bang(171)[0, 0, 0], Huge Shield(234)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 196: HP: 1260, STR: 253, VIT: 669, SPD: 42, LUK: 1, Attack: 92439, Defense: 87509, Current HP: 1260, A Avg: 115548, D Avg: 87509, [Big Bang(171)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 195: HP: 1953, STR: 253, VIT: 510, SPD: 42, LUK: 1, Attack: 92439, Defense: 87935, Current HP: 1953, A Avg: 115548, D Avg: 87935, [Big Bang(171)[0, 0, 0], Cloud Shield(241)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 194: HP: 1140, STR: 253, VIT: 142, SPD: 42, LUK: 1, Attack: 92439, Defense: 86931, Current HP: 1140, A Avg: 115548, D Avg: 86931, [Big Bang(171)[0, 0, 0], Graffiti(243)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 193: HP: 1140, STR: 253, VIT: 958, SPD: 42, LUK: 1, Attack: 92439, Defense: 90736, Current HP: 1140, A Avg: 115548, D Avg: 90736, [Big Bang(171)[0, 0, 0], Blank Shield(244)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 192: HP: 1640, STR: 253, VIT: 1411, SPD: 42, LUK: 1, Attack: 92439, Defense: 88199, Current HP: 1640, A Avg: 115548, D Avg: 88199, [Big Bang(171)[0, 0, 0], Golem Shield(245)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 191: HP: 1440, STR: 253, VIT: 486, SPD: 45, LUK: 1, Attack: 92439, Defense: 86364, Current HP: 1440, A Avg: 115548, D Avg: 86364, [Big Bang(171)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 190: HP: 1956, STR: 253, VIT: 500, SPD: 42, LUK: 1, Attack: 92439, Defense: 86716, Current HP: 1956, A Avg: 115548, D Avg: 86716, [Big Bang(171)[0, 0, 0], King Shield(248)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 189: HP: 1617, STR: 253, VIT: 646, SPD: 42, LUK: 1, Attack: 92439, Defense: 87681, Current HP: 1617, A Avg: 115548, D Avg: 87681, [Big Bang(171)[0, 0, 0], Warrior's Shield(249)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 188: HP: 1197, STR: 253, VIT: 632, SPD: 42, LUK: 1, Attack: 92439, Defense: 87680, Current HP: 1197, A Avg: 115548, D Avg: 87680, [Big Bang(171)[0, 0, 0], Ghost shield(251)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 187: HP: 1160, STR: 263, VIT: 232, SPD: 42, LUK: 1, Attack: 92449, Defense: 84238, Current HP: 1160, A Avg: 115561, D Avg: 84238, [Big Bang(171)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 186: HP: 1140, STR: 263, VIT: 2182, SPD: 42, LUK: 1, Attack: 92449, Defense: 87852, Current HP: 1140, A Avg: 115561, D Avg: 87852, [Big Bang(171)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 185: HP: 1364, STR: 280, VIT: 289, SPD: 42, LUK: 1, Attack: 92466, Defense: 84230, Current HP: 1364, A Avg: 115582, D Avg: 84230, [Big Bang(171)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 184: HP: 1196, STR: 1827, VIT: 280, SPD: 40, LUK: 1, Attack: 91736, Defense: 84003, Current HP: 1196, A Avg: 115587, D Avg: 84003, [Spectral Sword Shigure(172)[0, 0, 0], Pot Lid(201)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 183: HP: 1196, STR: 1827, VIT: 280, SPD: 40, LUK: 1, Attack: 91736, Defense: 84013, Current HP: 1196, A Avg: 115587, D Avg: 84013, [Spectral Sword Shigure(172)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 182: HP: 1144, STR: 1827, VIT: 305, SPD: 40, LUK: 1, Attack: 91736, Defense: 84174, Current HP: 1144, A Avg: 115587, D Avg: 84174, [Spectral Sword Shigure(172)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 181: HP: 1144, STR: 1827, VIT: 313, SPD: 40, LUK: 1, Attack: 91736, Defense: 84117, Current HP: 1144, A Avg: 115587, D Avg: 84117, [Spectral Sword Shigure(172)[0, 0, 0], Iron Shield(204)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 180: HP: 1144, STR: 1827, VIT: 356, SPD: 40, LUK: 1, Attack: 91736, Defense: 84219, Current HP: 1144, A Avg: 115587, D Avg: 84219, [Spectral Sword Shigure(172)[0, 0, 0], Titanium Shield(205)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 179: HP: 1144, STR: 1827, VIT: 383, SPD: 40, LUK: 1, Attack: 91736, Defense: 84272, Current HP: 1144, A Avg: 115587, D Avg: 84272, [Spectral Sword Shigure(172)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 178: HP: 1196, STR: 1827, VIT: 418, SPD: 40, LUK: 1, Attack: 91736, Defense: 84294, Current HP: 1196, A Avg: 115587, D Avg: 84294, [Spectral Sword Shigure(172)[0, 0, 0], Magic Shield(207)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 177: HP: 1430, STR: 1827, VIT: 486, SPD: 40, LUK: 1, Attack: 91736, Defense: 84323, Current HP: 1430, A Avg: 115587, D Avg: 84323, [Spectral Sword Shigure(172)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 176: HP: 1265, STR: 1827, VIT: 356, SPD: 40, LUK: 1, Attack: 91736, Defense: 84128, Current HP: 1265, A Avg: 115587, D Avg: 84128, [Spectral Sword Shigure(172)[0, 0, 0], Clear Shield(211)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 175: HP: 1311, STR: 1827, VIT: 418, SPD: 40, LUK: 1, Attack: 91736, Defense: 84437, Current HP: 1311, A Avg: 115587, D Avg: 84437, [Spectral Sword Shigure(172)[0, 0, 0], Prism Shield(212)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 174: HP: 1232, STR: 1827, VIT: 369, SPD: 40, LUK: 1, Attack: 91736, Defense: 84297, Current HP: 1232, A Avg: 115587, D Avg: 84297, [Spectral Sword Shigure(172)[0, 0, 0], Tower Shield(213)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 173: HP: 1697, STR: 1827, VIT: 618, SPD: 40, LUK: 1, Attack: 91736, Defense: 85180, Current HP: 1697, A Avg: 115587, D Avg: 85180, [Spectral Sword Shigure(172)[0, 0, 0], Slime Shield(221)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 172: HP: 1610, STR: 1827, VIT: 356, SPD: 40, LUK: 1, Attack: 91736, Defense: 84284, Current HP: 1610, A Avg: 115587, D Avg: 84284, [Spectral Sword Shigure(172)[0, 0, 0], Hardwood Shield(223)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 171: HP: 1196, STR: 1827, VIT: 1107, SPD: 40, LUK: 1, Attack: 91736, Defense: 87895, Current HP: 1196, A Avg: 115587, D Avg: 87895, [Spectral Sword Shigure(172)[0, 0, 0], Energy Shield(227)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 170: HP: 3036, STR: 1827, VIT: 291, SPD: 40, LUK: 1, Attack: 91736, Defense: 86208, Current HP: 3036, A Avg: 115587, D Avg: 86208, [Spectral Sword Shigure(172)[0, 0, 0], Frying Pan(231)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 169: HP: 1913, STR: 1827, VIT: 707, SPD: 40, LUK: 1, Attack: 91736, Defense: 85441, Current HP: 1913, A Avg: 115587, D Avg: 85441, [Spectral Sword Shigure(172)[0, 0, 0], Slafield(232)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 168: HP: 1633, STR: 1827, VIT: 618, SPD: 40, LUK: 1, Attack: 91736, Defense: 86093, Current HP: 1633, A Avg: 115587, D Avg: 86093, [Spectral Sword Shigure(172)[0, 0, 0], Mist Shield(233)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 167: HP: 1364, STR: 1827, VIT: 939, SPD: 40, LUK: 1, Attack: 91736, Defense: 85907, Current HP: 1364, A Avg: 115587, D Avg: 85907, [Spectral Sword Shigure(172)[0, 0, 0], Huge Shield(234)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 166: HP: 1276, STR: 1827, VIT: 1086, SPD: 40, LUK: 1, Attack: 91736, Defense: 87926, Current HP: 1276, A Avg: 115587, D Avg: 87926, [Spectral Sword Shigure(172)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 165: HP: 2024, STR: 1827, VIT: 842, SPD: 40, LUK: 1, Attack: 91736, Defense: 88267, Current HP: 2024, A Avg: 115587, D Avg: 88267, [Spectral Sword Shigure(172)[0, 0, 0], Cloud Shield(241)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 164: HP: 1144, STR: 1827, VIT: 280, SPD: 40, LUK: 1, Attack: 91736, Defense: 87069, Current HP: 1144, A Avg: 115587, D Avg: 87069, [Spectral Sword Shigure(172)[0, 0, 0], Graffiti(243)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 163: HP: 1144, STR: 1827, VIT: 1528, SPD: 40, LUK: 1, Attack: 91736, Defense: 91306, Current HP: 1144, A Avg: 115587, D Avg: 91306, [Spectral Sword Shigure(172)[0, 0, 0], Blank Shield(244)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 162: HP: 1694, STR: 1827, VIT: 2181, SPD: 40, LUK: 1, Attack: 91736, Defense: 88969, Current HP: 1694, A Avg: 115587, D Avg: 88969, [Spectral Sword Shigure(172)[0, 0, 0], Golem Shield(245)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 161: HP: 1474, STR: 1827, VIT: 805, SPD: 42, LUK: 1, Attack: 91736, Defense: 86683, Current HP: 1474, A Avg: 115587, D Avg: 86683, [Spectral Sword Shigure(172)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 160: HP: 2041, STR: 1827, VIT: 815, SPD: 40, LUK: 1, Attack: 91736, Defense: 87031, Current HP: 2041, A Avg: 115587, D Avg: 87031, [Spectral Sword Shigure(172)[0, 0, 0], King Shield(248)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 159: HP: 1656, STR: 1827, VIT: 1050, SPD: 40, LUK: 1, Attack: 91736, Defense: 88085, Current HP: 1656, A Avg: 115587, D Avg: 88085, [Spectral Sword Shigure(172)[0, 0, 0], Warrior's Shield(249)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 158: HP: 1196, STR: 1827, VIT: 1029, SPD: 40, LUK: 1, Attack: 91736, Defense: 88077, Current HP: 1196, A Avg: 115587, D Avg: 88077, [Spectral Sword Shigure(172)[0, 0, 0], Ghost shield(251)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 157: HP: 1390, STR: 1843, VIT: 499, SPD: 40, LUK: 1, Attack: 91752, Defense: 84440, Current HP: 1390, A Avg: 115607, D Avg: 84440, [Spectral Sword Shigure(172)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 156: HP: 1144, STR: 1873, VIT: 418, SPD: 42, LUK: 1, Attack: 91782, Defense: 84443, Current HP: 1144, A Avg: 115645, D Avg: 84443, [Spectral Sword Shigure(172)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 155: HP: 1140, STR: 332, VIT: 232, SPD: 45, LUK: 1, Attack: 92518, Defense: 84257, Current HP: 1140, A Avg: 115647, D Avg: 84257, [Big Bang(171)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 154: HP: 1518, STR: 1881, VIT: 502, SPD: 40, LUK: 1, Attack: 91790, Defense: 84742, Current HP: 1518, A Avg: 115655, D Avg: 84742, [Spectral Sword Shigure(172)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 153: HP: 1480, STR: 345, VIT: 291, SPD: 42, LUK: 1, Attack: 92531, Defense: 84531, Current HP: 1480, A Avg: 115663, D Avg: 84531, [Big Bang(171)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 152: HP: 1276, STR: 358, VIT: 232, SPD: 42, LUK: 1, Attack: 92544, Defense: 84732, Current HP: 1276, A Avg: 115680, D Avg: 84732, [Big Bang(171)[0, 0, 0], Hard Wings of Beast(222)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 151: HP: 1536, STR: 1910, VIT: 665, SPD: 40, LUK: 1, Attack: 91819, Defense: 86283, Current HP: 1536, A Avg: 115691, D Avg: 86283, [Spectral Sword Shigure(172)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 150: HP: 1355, STR: 1912, VIT: 907, SPD: 40, LUK: 1, Attack: 91821, Defense: 85745, Current HP: 1355, A Avg: 115694, D Avg: 85745, [Spectral Sword Shigure(172)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 149: HP: 1518, STR: 1928, VIT: 567, SPD: 40, LUK: 1, Attack: 91837, Defense: 85431, Current HP: 1518, A Avg: 115714, D Avg: 85431, [Spectral Sword Shigure(172)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 148: HP: 1430, STR: 1928, VIT: 618, SPD: 42, LUK: 1, Attack: 91837, Defense: 85040, Current HP: 1430, A Avg: 115714, D Avg: 85040, [Spectral Sword Shigure(172)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 147: HP: 1507, STR: 394, VIT: 394, SPD: 42, LUK: 1, Attack: 92580, Defense: 86012, Current HP: 1507, A Avg: 115725, D Avg: 86012, [Big Bang(171)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 146: HP: 1332, STR: 396, VIT: 561, SPD: 42, LUK: 1, Attack: 92582, Defense: 85399, Current HP: 1332, A Avg: 115727, D Avg: 85399, [Big Bang(171)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 145: HP: 1166, STR: 1941, VIT: 418, SPD: 40, LUK: 1, Attack: 91850, Defense: 84424, Current HP: 1166, A Avg: 115731, D Avg: 84424, [Spectral Sword Shigure(172)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 144: HP: 1144, STR: 1941, VIT: 3400, SPD: 40, LUK: 1, Attack: 91850, Defense: 89070, Current HP: 1144, A Avg: 115731, D Avg: 89070, [Spectral Sword Shigure(172)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 143: HP: 1518, STR: 1952, VIT: 972, SPD: 40, LUK: 1, Attack: 91861, Defense: 87773, Current HP: 1518, A Avg: 115744, D Avg: 87773, [Spectral Sword Shigure(172)[0, 0, 0], Riot(236)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
