Rank 1000: HP: 380, STR: 288330, VIT: 123, SPD: 8, LUK: 1, Attack: 373662, Defense: 83986, Current HP: 380, A Avg: 993940, D Avg: 83986, [Tower(149)[230, 230, 230], Small Sword(218)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 242: HP: 608, STR: 336982, VIT: 153, SPD: 8, LUK: 1, Attack: 422522, Defense: 86031, Current HP: 608, A Avg: 1123908, D Avg: 86031, [Zodiac(184)[230, 230, 230], Sticky thread shield(247)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 241: HP: 642, STR: 336982, VIT: 217, SPD: 8, LUK: 1, Attack: 422522, Defense: 86433, Current HP: 642, A Avg: 1123908, D Avg: 86433, [Zodiac(184)[230, 230, 230], King Shield(248)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 240: HP: 740, STR: 336982, VIT: 432, SPD: 8, LUK: 1, Attack: 422522, Defense: 87467, Current HP: 740, A Avg: 1123908, D Avg: 87467, [Zodiac(184)[230, 230, 230], Warrior's Shield(249)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 239: HP: 340, STR: 336982, VIT: 163, SPD: 8, LUK: 1, Attack: 422522, Defense: 87211, Current HP: 340, A Avg: 1123908, D Avg: 87211, [Zodiac(184)[230, 230, 230], Ghost shield(251)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 238: HP: 760, STR: 337192, VIT: 332, SPD: 8, LUK: 1, Attack: 422526, Defense: 86444, Current HP: 760, A Avg: 1123919, D Avg: 86444, [Impulse(166)[230, 230, 230], Goblin Hand(250)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 237: HP: 323, STR: 337020, VIT: 107, SPD: 8, LUK: 1, Attack: 422560, Defense: 84132, Current HP: 323, A Avg: 1124009, D Avg: 84132, [Zodiac(184)[230, 230, 230], Conductive Barrier(208)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 236: HP: 228, STR: 337772, VIT: 144, SPD: 8, LUK: 1, Attack: 422560, Defense: 84280, Current HP: 228, A Avg: 1124009, D Avg: 84280, [Pulse Knife(165)[230, 230, 230], Magnum(237)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 235: HP: 421, STR: 337024, VIT: 120, SPD: 8, LUK: 1, Attack: 422564, Defense: 84061, Current HP: 421, A Avg: 1124020, D Avg: 84061, [Zodiac(184)[230, 230, 230], Dragon's Scales(215)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 234: HP: 798, STR: 337234, VIT: 499, SPD: 8, LUK: 1, Attack: 422568, Defense: 85493, Current HP: 798, A Avg: 1124030, D Avg: 85493, [Impulse(166)[230, 230, 230], Metalization(228)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 233: HP: 396, STR: 337033, VIT: 131, SPD: 8, LUK: 1, Attack: 422573, Defense: 85749, Current HP: 396, A Avg: 1124044, D Avg: 85749, [Zodiac(184)[230, 230, 230], Mask of the Grim Reaper(214)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 232: HP: 353, STR: 337037, VIT: 241, SPD: 8, LUK: 1, Attack: 422577, Defense: 85079, Current HP: 353, A Avg: 1124054, D Avg: 85079, [Zodiac(184)[230, 230, 230], Bulletproof Shield(235)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 231: HP: 456, STR: 337041, VIT: 122, SPD: 8, LUK: 1, Attack: 422581, Defense: 84362, Current HP: 456, A Avg: 1124065, D Avg: 84362, [Zodiac(184)[230, 230, 230], Dragon's Wings(216)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 230: HP: 456, STR: 337058, VIT: 248, SPD: 8, LUK: 1, Attack: 422598, Defense: 87049, Current HP: 456, A Avg: 1124110, D Avg: 87049, [Zodiac(184)[230, 230, 230], Riot(236)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 229: HP: 456, STR: 337079, VIT: 129, SPD: 8, LUK: 1, Attack: 422619, Defense: 84993, Current HP: 456, A Avg: 1124166, D Avg: 84993, [Zodiac(184)[230, 230, 230], Dragon's Head(217)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 228: HP: 380, STR: 337079, VIT: 134, SPD: 8, LUK: 1, Attack: 422619, Defense: 84556, Current HP: 380, A Avg: 1124166, D Avg: 84556, [Zodiac(184)[230, 230, 230], Superconducting Barrier(220)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 227: HP: 456, STR: 338498, VIT: 48, SPD: 8, LUK: 1, Attack: 422619, Defense: 86836, Current HP: 456, A Avg: 1124166, D Avg: 86836, [Black Kirisame(130)[230, 230, 230], C Magnum(239)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 226: HP: 361, STR: 337083, VIT: 172, SPD: 8, LUK: 1, Attack: 422623, Defense: 84763, Current HP: 361, A Avg: 1124177, D Avg: 84763, [Zodiac(184)[230, 230, 230], Black Hole(229)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 225: HP: 399, STR: 337083, VIT: 179, SPD: 8, LUK: 1, Attack: 422623, Defense: 87097, Current HP: 399, A Avg: 1124177, D Avg: 87097, [Zodiac(184)[230, 230, 230], White Hole(230)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 224: HP: 660, STR: 337276, VIT: 220, SPD: 8, LUK: 1, Attack: 422816, Defense: 86332, Current HP: 660, A Avg: 1124690, D Avg: 86332, [Zodiac(184)[230, 230, 230], Goblin Hand(250)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 223: HP: 703, STR: 337318, VIT: 380, SPD: 8, LUK: 1, Attack: 422858, Defense: 85374, Current HP: 703, A Avg: 1124802, D Avg: 85374, [Zodiac(184)[230, 230, 230], Metalization(228)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 222: HP: 444, STR: 337066, VIT: 144, SPD: 8, LUK: 1, Attack: 422944, Defense: 84878, Current HP: 444, A Avg: 1125031, D Avg: 84878, [Blue Sword(180)[230, 230, 230], Slafield(232)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 221: HP: 228, STR: 338209, VIT: 144, SPD: 8, LUK: 1, Attack: 422997, Defense: 84488, Current HP: 228, A Avg: 1125172, D Avg: 84488, [Pulse Knife(165)[230, 230, 230], V Magnum(238)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 220: HP: 836, STR: 338574, VIT: 319, SPD: 8, LUK: 1, Attack: 423074, Defense: 85183, Current HP: 836, A Avg: 1125376, D Avg: 85183, [Divine Dragon Sword(181)[230, 230, 230], Dragon's Head(217)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 219: HP: 418, STR: 337856, VIT: 198, SPD: 8, LUK: 1, Attack: 423190, Defense: 84334, Current HP: 418, A Avg: 1125685, D Avg: 84334, [Impulse(166)[230, 230, 230], Magnum(237)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 218: HP: 513, STR: 336970, VIT: 326, SPD: 8, LUK: 1, Attack: 423459, Defense: 84748, Current HP: 513, A Avg: 1126400, D Avg: 84748, [Cuttlefish(178)[230, 230, 230], Superconducting Barrier(220)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 217: HP: 323, STR: 337940, VIT: 86, SPD: 8, LUK: 1, Attack: 423480, Defense: 84222, Current HP: 323, A Avg: 1126456, D Avg: 84222, [Zodiac(184)[230, 230, 230], Magnum(237)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 216: HP: 478, STR: 338540, VIT: 52, SPD: 8, LUK: 1, Attack: 423506, Defense: 86840, Current HP: 478, A Avg: 1126525, D Avg: 86840, [Red Shark(134)[230, 230, 230], C Magnum(239)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 215: HP: 494, STR: 338746, VIT: 144, SPD: 8, LUK: 1, Attack: 423534, Defense: 86932, Current HP: 494, A Avg: 1126600, D Avg: 86932, [Pulse Knife(165)[230, 230, 230], C Magnum(239)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 214: HP: 418, STR: 338293, VIT: 198, SPD: 8, LUK: 1, Attack: 423627, Defense: 84542, Current HP: 418, A Avg: 1126847, D Avg: 84542, [Impulse(166)[230, 230, 230], V Magnum(238)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 213: HP: 323, STR: 338377, VIT: 86, SPD: 8, LUK: 1, Attack: 423917, Defense: 84430, Current HP: 323, A Avg: 1127619, D Avg: 84430, [Zodiac(184)[230, 230, 230], V Magnum(238)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 212: HP: 684, STR: 338830, VIT: 198, SPD: 8, LUK: 1, Attack: 424164, Defense: 86986, Current HP: 684, A Avg: 1128276, D Avg: 86986, [Impulse(166)[230, 230, 230], C Magnum(239)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 211: HP: 589, STR: 338914, VIT: 86, SPD: 8, LUK: 1, Attack: 424454, Defense: 86874, Current HP: 589, A Avg: 1129047, D Avg: 86874, [Zodiac(184)[230, 230, 230], C Magnum(239)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 210: HP: 1020, STR: 337511, VIT: 425, SPD: 8, LUK: 1, Attack: 425339, Defense: 87850, Current HP: 1020, A Avg: 1131401, D Avg: 87850, [Stargazer(183)[230, 230, 230], Cloud Shield(241)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 209: HP: 988, STR: 340611, VIT: 380, SPD: 8, LUK: 1, Attack: 426424, Defense: 90158, Current HP: 988, A Avg: 1134287, D Avg: 90158, [Spear of Regression(182)[230, 230, 230], Blank Shield(244)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 208: HP: 703, STR: 344976, VIT: 444, SPD: 8, LUK: 1, Attack: 428852, Defense: 88012, Current HP: 703, A Avg: 1140746, D Avg: 88012, [Tornado(111)[230, 230, 230], Storm Wall(242)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 207: HP: 703, STR: 345014, VIT: 444, SPD: 8, LUK: 1, Attack: 429163, Defense: 88012, Current HP: 703, A Avg: 1141573, D Avg: 88012, [Giant Tornado(114)[230, 230, 230], Storm Wall(242)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 206: HP: 304, STR: 345733, VIT: 73, SPD: 8, LUK: 1, Attack: 429505, Defense: 84001, Current HP: 304, A Avg: 1142483, D Avg: 84001, [Short Sword(103)[230, 230, 230], Tower Shield(213)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 205: HP: 228, STR: 345751, VIT: 64, SPD: 8, LUK: 1, Attack: 429523, Defense: 83927, Current HP: 228, A Avg: 1142531, D Avg: 83927, [Wasp Knife(105)[230, 230, 230], Titanium Shield(205)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 204: HP: 304, STR: 345754, VIT: 73, SPD: 8, LUK: 1, Attack: 429565, Defense: 84001, Current HP: 304, A Avg: 1142642, D Avg: 84001, [Long Sword(104)[230, 230, 230], Tower Shield(213)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 203: HP: 545, STR: 345776, VIT: 129, SPD: 8, LUK: 1, Attack: 429574, Defense: 86007, Current HP: 545, A Avg: 1142666, D Avg: 86007, [Ninja(135)[230, 230, 230], Sticky thread shield(247)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 202: HP: 231, STR: 345866, VIT: 115, SPD: 8, LUK: 1, Attack: 429592, Defense: 84043, Current HP: 231, A Avg: 1142714, D Avg: 84043, [Wooden Stick(101)[230, 230, 230], Hardwood Shield(223)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 201: HP: 380, STR: 345823, VIT: 214, SPD: 8, LUK: 1, Attack: 429598, Defense: 87015, Current HP: 380, A Avg: 1142730, D Avg: 87015, [Peacemaker(131)[230, 230, 230], Riot(236)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 200: HP: 361, STR: 345751, VIT: 91, SPD: 8, LUK: 1, Attack: 429607, Defense: 83928, Current HP: 361, A Avg: 1142754, D Avg: 83928, [Emerald Sword(115)[230, 230, 230], Emerald Shield(209)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 199: HP: 247, STR: 344834, VIT: 164, SPD: 8, LUK: 1, Attack: 429622, Defense: 84170, Current HP: 247, A Avg: 1142794, D Avg: 84170, [Pulse Knife(165)[230, 230, 230], Wings of Beast(210)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 198: HP: 228, STR: 344834, VIT: 464, SPD: 8, LUK: 1, Attack: 429622, Defense: 86134, Current HP: 228, A Avg: 1142794, D Avg: 86134, [Pulse Knife(165)[230, 230, 230], Shield of Thousand(246)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 197: HP: 231, STR: 345866, VIT: 115, SPD: 8, LUK: 1, Attack: 429631, Defense: 84043, Current HP: 231, A Avg: 1142818, D Avg: 84043, [Club(102)[230, 230, 230], Hardwood Shield(223)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 196: HP: 140, STR: 345866, VIT: 102, SPD: 8, LUK: 1, Attack: 429634, Defense: 83835, Current HP: 140, A Avg: 1142826, D Avg: 83835, [Decorative Swords(109)[230, 230, 230], High Pot Lid(202)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 195: HP: 209, STR: 345877, VIT: 124, SPD: 8, LUK: 1, Attack: 429649, Defense: 84052, Current HP: 209, A Avg: 1142866, D Avg: 84052, [Short Sword(103)[230, 230, 230], Tower Shield(213)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 194: HP: 133, STR: 345895, VIT: 115, SPD: 8, LUK: 1, Attack: 429667, Defense: 83978, Current HP: 133, A Avg: 1142914, D Avg: 83978, [Wasp Knife(105)[230, 230, 230], Titanium Shield(205)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 193: HP: 281, STR: 344894, VIT: 164, SPD: 8, LUK: 1, Attack: 429682, Defense: 84664, Current HP: 281, A Avg: 1142954, D Avg: 84664, [Pulse Knife(165)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 192: HP: 535, STR: 345783, VIT: 137, SPD: 8, LUK: 1, Attack: 429685, Defense: 86015, Current HP: 535, A Avg: 1142962, D Avg: 86015, [Crossed Shuriken(136)[230, 230, 230], Sticky thread shield(247)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 191: HP: 418, STR: 345787, VIT: 214, SPD: 8, LUK: 1, Attack: 429689, Defense: 87015, Current HP: 418, A Avg: 1142972, D Avg: 87015, [Daydream(132)[230, 230, 230], Riot(236)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 190: HP: 209, STR: 345898, VIT: 124, SPD: 8, LUK: 1, Attack: 429709, Defense: 84052, Current HP: 209, A Avg: 1143025, D Avg: 84052, [Long Sword(104)[230, 230, 230], Tower Shield(213)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 189: HP: 450, STR: 345920, VIT: 177, SPD: 8, LUK: 1, Attack: 429718, Defense: 86055, Current HP: 450, A Avg: 1143049, D Avg: 86055, [Ninja(135)[230, 230, 230], Sticky thread shield(247)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 188: HP: 621, STR: 345913, VIT: 455, SPD: 8, LUK: 1, Attack: 429729, Defense: 87243, Current HP: 621, A Avg: 1143079, D Avg: 87243, [Hand Axe(140)[230, 230, 230], Golem Shield(245)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 187: HP: 285, STR: 345967, VIT: 265, SPD: 8, LUK: 1, Attack: 429742, Defense: 87066, Current HP: 285, A Avg: 1143113, D Avg: 87066, [Peacemaker(131)[230, 230, 230], Riot(236)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 186: HP: 266, STR: 345895, VIT: 142, SPD: 8, LUK: 1, Attack: 429751, Defense: 83979, Current HP: 266, A Avg: 1143137, D Avg: 83979, [Emerald Sword(115)[230, 230, 230], Emerald Shield(209)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 185: HP: 1349, STR: 345812, VIT: 91, SPD: 8, LUK: 1, Attack: 429753, Defense: 86008, Current HP: 1349, A Avg: 1143142, D Avg: 86008, [Rusty Knife(156)[230, 230, 230], Frying Pan(231)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 184: HP: 380, STR: 345790, VIT: 240, SPD: 8, LUK: 1, Attack: 429757, Defense: 87080, Current HP: 380, A Avg: 1143153, D Avg: 87080, [Phantom Sword(117)[230, 230, 230], Aurora Shield(240)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 183: HP: 718, STR: 345769, VIT: 408, SPD: 8, LUK: 1, Attack: 429775, Defense: 87196, Current HP: 718, A Avg: 1143201, D Avg: 87196, [Crescent(141)[230, 230, 230], Golem Shield(245)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 182: HP: 307, STR: 345001, VIT: 172, SPD: 8, LUK: 1, Attack: 429789, Defense: 84178, Current HP: 307, A Avg: 1143238, D Avg: 84178, [Pulse Knife(165)[230, 230, 230], Small Dragon Sword(224)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 181: HP: 247, STR: 345014, VIT: 158, SPD: 8, LUK: 1, Attack: 429802, Defense: 84021, Current HP: 247, A Avg: 1143273, D Avg: 84021, [Pulse Knife(165)[230, 230, 230], Small Sword(218)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 180: HP: 560, STR: 345913, VIT: 448, SPD: 8, LUK: 1, Attack: 429802, Defense: 87483, Current HP: 560, A Avg: 1143273, D Avg: 87483, [Iron Lumps(108)[230, 230, 230], Warrior's Shield(249)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 179: HP: 440, STR: 345927, VIT: 185, SPD: 8, LUK: 1, Attack: 429829, Defense: 86063, Current HP: 440, A Avg: 1143345, D Avg: 86063, [Crossed Shuriken(136)[230, 230, 230], Sticky thread shield(247)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 178: HP: 323, STR: 345931, VIT: 265, SPD: 8, LUK: 1, Attack: 429833, Defense: 87066, Current HP: 323, A Avg: 1143355, D Avg: 87066, [Daydream(132)[230, 230, 230], Riot(236)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 177: HP: 323, STR: 345049, VIT: 164, SPD: 8, LUK: 1, Attack: 429837, Defense: 84053, Current HP: 323, A Avg: 1143366, D Avg: 84053, [Pulse Knife(165)[230, 230, 230], Small Lion(219)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 176: HP: 241, STR: 345880, VIT: 115, SPD: 8, LUK: 1, Attack: 429873, Defense: 84043, Current HP: 241, A Avg: 1143462, D Avg: 84043, [Sword of Wood(124)[230, 230, 230], Hardwood Shield(223)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 175: HP: 1254, STR: 345956, VIT: 142, SPD: 8, LUK: 1, Attack: 429897, Defense: 86059, Current HP: 1254, A Avg: 1143526, D Avg: 86059, [Rusty Knife(156)[230, 230, 230], Frying Pan(231)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 174: HP: 285, STR: 345934, VIT: 288, SPD: 8, LUK: 1, Attack: 429901, Defense: 87128, Current HP: 285, A Avg: 1143536, D Avg: 87128, [Phantom Sword(117)[230, 230, 230], Aurora Shield(240)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 173: HP: 218, STR: 345913, VIT: 124, SPD: 8, LUK: 1, Attack: 429912, Defense: 84052, Current HP: 218, A Avg: 1143565, D Avg: 84052, [Greatsword(127)[230, 230, 230], Tower Shield(213)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 172: HP: 623, STR: 345913, VIT: 459, SPD: 8, LUK: 1, Attack: 429919, Defense: 87247, Current HP: 623, A Avg: 1143584, D Avg: 87247, [Crescent(141)[230, 230, 230], Golem Shield(245)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 171: HP: 522, STR: 345815, VIT: 145, SPD: 8, LUK: 1, Attack: 429925, Defense: 86023, Current HP: 522, A Avg: 1143600, D Avg: 86023, [Windmill(137)[230, 230, 230], Sticky thread shield(247)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 170: HP: 560, STR: 345927, VIT: 448, SPD: 8, LUK: 1, Attack: 429933, Defense: 87483, Current HP: 560, A Avg: 1143621, D Avg: 87483, [Great Iron Mass(122)[230, 230, 230], Warrior's Shield(249)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 169: HP: 460, STR: 346132, VIT: 236, SPD: 8, LUK: 1, Attack: 429956, Defense: 86348, Current HP: 460, A Avg: 1143682, D Avg: 86348, [Stun Knuckle(106)[230, 230, 230], Goblin Hand(250)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 168: HP: 418, STR: 345801, VIT: 234, SPD: 8, LUK: 1, Attack: 429989, Defense: 87035, Current HP: 418, A Avg: 1143770, D Avg: 87035, [Cagliostro(133)[230, 230, 230], Riot(236)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 167: HP: 383, STR: 345815, VIT: 64, SPD: 8, LUK: 1, Attack: 430003, Defense: 83992, Current HP: 383, A Avg: 1143807, D Avg: 83992, [Sword of the Spirit Tree(125)[230, 230, 230], Hardwood Shield(223)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 166: HP: 798, STR: 345264, VIT: 560, SPD: 8, LUK: 1, Attack: 430052, Defense: 88128, Current HP: 798, A Avg: 1143938, D Avg: 88128, [Pulse Knife(165)[230, 230, 230], Storm Wall(242)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 165: HP: 296, STR: 345952, VIT: 158, SPD: 8, LUK: 1, Attack: 430062, Defense: 84086, Current HP: 296, A Avg: 1143964, D Avg: 84086, [Dragon Killer(139)[230, 230, 230], Tower Shield(213)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 164: HP: 427, STR: 345959, VIT: 193, SPD: 8, LUK: 1, Attack: 430069, Defense: 86071, Current HP: 427, A Avg: 1143983, D Avg: 86071, [Windmill(137)[230, 230, 230], Sticky thread shield(247)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 163: HP: 228, STR: 345290, VIT: 144, SPD: 8, LUK: 1, Attack: 430078, Defense: 84332, Current HP: 228, A Avg: 1144007, D Avg: 84332, [Pulse Knife(165)[230, 230, 230], Dragon Sword(225)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 162: HP: 323, STR: 345945, VIT: 285, SPD: 8, LUK: 1, Attack: 430133, Defense: 87086, Current HP: 323, A Avg: 1144153, D Avg: 87086, [Cagliostro(133)[230, 230, 230], Riot(236)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 161: HP: 288, STR: 345959, VIT: 115, SPD: 8, LUK: 1, Attack: 430147, Defense: 84043, Current HP: 288, A Avg: 1144191, D Avg: 84043, [Sword of the Spirit Tree(125)[230, 230, 230], Hardwood Shield(223)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 160: HP: 395, STR: 345794, VIT: 230, SPD: 8, LUK: 1, Attack: 430216, Defense: 87070, Current HP: 395, A Avg: 1144374, D Avg: 87070, [Dreaming Sword(128)[230, 230, 230], Aurora Shield(240)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 159: HP: 304, STR: 345436, VIT: 188, SPD: 8, LUK: 1, Attack: 430224, Defense: 85416, Current HP: 304, A Avg: 1144395, D Avg: 85416, [Pulse Knife(165)[230, 230, 230], Wave Motion Sword(226)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 158: HP: 220, STR: 345923, VIT: 422, SPD: 8, LUK: 1, Attack: 430241, Defense: 87210, Current HP: 220, A Avg: 1144441, D Avg: 87210, [Ruby Knuckle(151)[230, 230, 230], Energy Shield(227)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 157: HP: 437, STR: 344920, VIT: 219, SPD: 8, LUK: 1, Attack: 430254, Defense: 84225, Current HP: 437, A Avg: 1144475, D Avg: 84225, [Impulse(166)[230, 230, 230], Wings of Beast(210)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 156: HP: 418, STR: 344920, VIT: 518, SPD: 8, LUK: 1, Attack: 430254, Defense: 86188, Current HP: 418, A Avg: 1144475, D Avg: 86188, [Impulse(166)[230, 230, 230], Shield of Thousand(246)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 155: HP: 471, STR: 344980, VIT: 219, SPD: 8, LUK: 1, Attack: 430314, Defense: 84719, Current HP: 471, A Avg: 1144635, D Avg: 84719, [Impulse(166)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 154: HP: 760, STR: 345815, VIT: 431, SPD: 8, LUK: 1, Attack: 430328, Defense: 87219, Current HP: 760, A Avg: 1144672, D Avg: 87219, [Volcano(142)[230, 230, 230], Golem Shield(245)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 153: HP: 300, STR: 345938, VIT: 278, SPD: 8, LUK: 1, Attack: 430360, Defense: 87118, Current HP: 300, A Avg: 1144757, D Avg: 87118, [Dreaming Sword(128)[230, 230, 230], Aurora Shield(240)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 152: HP: 296, STR: 344739, VIT: 121, SPD: 8, LUK: 1, Attack: 430383, Defense: 84621, Current HP: 296, A Avg: 1144818, D Avg: 84621, [Gladius(162)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 151: HP: 497, STR: 345087, VIT: 227, SPD: 8, LUK: 1, Attack: 430421, Defense: 84233, Current HP: 497, A Avg: 1144919, D Avg: 84233, [Impulse(166)[230, 230, 230], Small Dragon Sword(224)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 150: HP: 437, STR: 345100, VIT: 212, SPD: 8, LUK: 1, Attack: 430434, Defense: 84075, Current HP: 437, A Avg: 1144954, D Avg: 84075, [Impulse(166)[230, 230, 230], Small Sword(218)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 149: HP: 620, STR: 345941, VIT: 468, SPD: 8, LUK: 1, Attack: 430454, Defense: 87503, Current HP: 620, A Avg: 1145007, D Avg: 87503, [Maximum Iron Mass(123)[230, 230, 230], Warrior's Shield(249)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 148: HP: 513, STR: 345135, VIT: 219, SPD: 8, LUK: 1, Attack: 430469, Defense: 84108, Current HP: 513, A Avg: 1145047, D Avg: 84108, [Impulse(166)[230, 230, 230], Small Lion(219)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 147: HP: 665, STR: 345959, VIT: 482, SPD: 8, LUK: 1, Attack: 430472, Defense: 87270, Current HP: 665, A Avg: 1145055, D Avg: 87270, [Volcano(142)[230, 230, 230], Golem Shield(245)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 146: HP: 1539, STR: 345812, VIT: 159, SPD: 8, LUK: 1, Attack: 430520, Defense: 86076, Current HP: 1539, A Avg: 1145183, D Avg: 86076, [Thin Blade(158)[230, 230, 230], Frying Pan(231)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 145: HP: 342, STR: 345006, VIT: 107, SPD: 8, LUK: 1, Attack: 430546, Defense: 84113, Current HP: 342, A Avg: 1145252, D Avg: 84113, [Zodiac(184)[230, 230, 230], Wings of Beast(210)[230, 230, 67], Ring of power(314)[68, 803, 807]]
