Rank 1000: HP: 1121, STR: 506685, VIT: 329, SPD: 72, LUK: 1, Attack: 594346, Defense: 84133, Current HP: 1121, A Avg: 1580960, D Avg: 84133, [Neural Edge(190)[630, 630, 630], Iron Shield(204)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 191: HP: 1609, STR: 599320, VIT: 251, SPD: 72, LUK: 1, Attack: 683313, Defense: 84179, Current HP: 1609, A Avg: 1817612, D Avg: 84179, [Sword of Wood(124)[630, 630, 630], Hardwood Shield(223)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 190: HP: 1520, STR: 599551, VIT: 826, SPD: 72, LUK: 1, Attack: 683326, Defense: 87627, Current HP: 1520, A Avg: 1817647, D Avg: 87627, [Peacemaker(131)[630, 630, 630], Riot(236)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 189: HP: 1786, STR: 599479, VIT: 550, SPD: 72, LUK: 1, Attack: 683335, Defense: 84387, Current HP: 1786, A Avg: 1817671, D Avg: 84387, [Emerald Sword(115)[630, 630, 630], Emerald Shield(209)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 188: HP: 1478, STR: 599353, VIT: 2244, SPD: 72, LUK: 1, Attack: 683359, Defense: 89032, Current HP: 1478, A Avg: 1817734, D Avg: 89032, [Crescent(141)[630, 630, 630], Golem Shield(245)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 187: HP: 1360, STR: 599497, VIT: 768, SPD: 72, LUK: 1, Attack: 683386, Defense: 87803, Current HP: 1360, A Avg: 1817806, D Avg: 87803, [Iron Lumps(108)[630, 630, 630], Warrior's Shield(249)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 186: HP: 1523, STR: 599511, VIT: 841, SPD: 76, LUK: 1, Attack: 683413, Defense: 86719, Current HP: 1523, A Avg: 1817878, D Avg: 86719, [Crossed Shuriken(136)[630, 630, 630], Sticky thread shield(247)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 185: HP: 1558, STR: 599515, VIT: 826, SPD: 72, LUK: 1, Attack: 683417, Defense: 87627, Current HP: 1558, A Avg: 1817889, D Avg: 87627, [Daydream(132)[630, 630, 630], Riot(236)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 184: HP: 1425, STR: 599695, VIT: 877, SPD: 72, LUK: 1, Attack: 683470, Defense: 87678, Current HP: 1425, A Avg: 1818030, D Avg: 87678, [Peacemaker(131)[630, 630, 630], Riot(236)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 183: HP: 1520, STR: 599518, VIT: 944, SPD: 72, LUK: 1, Attack: 683485, Defense: 87784, Current HP: 1520, A Avg: 1818070, D Avg: 87784, [Phantom Sword(117)[630, 630, 630], Aurora Shield(240)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 182: HP: 978, STR: 599497, VIT: 260, SPD: 72, LUK: 1, Attack: 683496, Defense: 84188, Current HP: 978, A Avg: 1818099, D Avg: 84188, [Greatsword(127)[630, 630, 630], Tower Shield(213)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 181: HP: 1383, STR: 599497, VIT: 2295, SPD: 72, LUK: 1, Attack: 683503, Defense: 89083, Current HP: 1383, A Avg: 1818117, D Avg: 89083, [Crescent(141)[630, 630, 630], Golem Shield(245)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 180: HP: 1428, STR: 599655, VIT: 889, SPD: 76, LUK: 1, Attack: 683557, Defense: 86767, Current HP: 1428, A Avg: 1818261, D Avg: 86767, [Crossed Shuriken(136)[630, 630, 630], Sticky thread shield(247)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 179: HP: 1463, STR: 599659, VIT: 877, SPD: 72, LUK: 1, Attack: 683561, Defense: 87678, Current HP: 1463, A Avg: 1818272, D Avg: 87678, [Daydream(132)[630, 630, 630], Riot(236)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 178: HP: 1425, STR: 599662, VIT: 992, SPD: 72, LUK: 1, Attack: 683629, Defense: 87832, Current HP: 1425, A Avg: 1818453, D Avg: 87832, [Phantom Sword(117)[630, 630, 630], Aurora Shield(240)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 177: HP: 1360, STR: 599655, VIT: 768, SPD: 72, LUK: 1, Attack: 683661, Defense: 87803, Current HP: 1360, A Avg: 1818538, D Avg: 87803, [Great Iron Mass(122)[630, 630, 630], Warrior's Shield(249)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 176: HP: 3629, STR: 599828, VIT: 499, SPD: 72, LUK: 1, Attack: 683769, Defense: 86416, Current HP: 3629, A Avg: 1818825, D Avg: 86416, [Rusty Knife(156)[630, 630, 630], Frying Pan(231)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 175: HP: 1558, STR: 599673, VIT: 1050, SPD: 72, LUK: 1, Attack: 683861, Defense: 87851, Current HP: 1558, A Avg: 1819070, D Avg: 87851, [Cagliostro(133)[630, 630, 630], Riot(236)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 174: HP: 2131, STR: 599687, VIT: 200, SPD: 72, LUK: 1, Attack: 683875, Defense: 84128, Current HP: 2131, A Avg: 1819107, D Avg: 84128, [Sword of the Spirit Tree(125)[630, 630, 630], Hardwood Shield(223)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 173: HP: 3534, STR: 599972, VIT: 550, SPD: 72, LUK: 1, Attack: 683913, Defense: 86467, Current HP: 3534, A Avg: 1819208, D Avg: 86467, [Rusty Knife(156)[630, 630, 630], Frying Pan(231)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 172: HP: 1282, STR: 599831, VIT: 913, SPD: 76, LUK: 1, Attack: 683941, Defense: 86791, Current HP: 1282, A Avg: 1819283, D Avg: 86791, [Windmill(137)[630, 630, 630], Sticky thread shield(247)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 171: HP: 1535, STR: 599522, VIT: 934, SPD: 72, LUK: 1, Attack: 683944, Defense: 87774, Current HP: 1535, A Avg: 1819291, D Avg: 87774, [Dreaming Sword(128)[630, 630, 630], Aurora Shield(240)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 170: HP: 1463, STR: 599817, VIT: 1101, SPD: 72, LUK: 1, Attack: 684005, Defense: 87902, Current HP: 1463, A Avg: 1819453, D Avg: 87902, [Cagliostro(133)[630, 630, 630], Riot(236)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 169: HP: 2036, STR: 599831, VIT: 251, SPD: 72, LUK: 1, Attack: 684019, Defense: 84179, Current HP: 2036, A Avg: 1819490, D Avg: 84179, [Sword of the Spirit Tree(125)[630, 630, 630], Hardwood Shield(223)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 168: HP: 1360, STR: 599968, VIT: 566, SPD: 72, LUK: 1, Attack: 684078, Defense: 84494, Current HP: 1360, A Avg: 1819647, D Avg: 84494, [Dragon Killer(139)[630, 630, 630], Tower Shield(213)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 167: HP: 1187, STR: 599975, VIT: 961, SPD: 76, LUK: 1, Attack: 684085, Defense: 86839, Current HP: 1187, A Avg: 1819666, D Avg: 86839, [Windmill(137)[630, 630, 630], Sticky thread shield(247)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 166: HP: 1440, STR: 599666, VIT: 982, SPD: 72, LUK: 1, Attack: 684088, Defense: 87822, Current HP: 1440, A Avg: 1819674, D Avg: 87822, [Dreaming Sword(128)[630, 630, 630], Aurora Shield(240)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 165: HP: 1820, STR: 599795, VIT: 1126, SPD: 72, LUK: 1, Attack: 684113, Defense: 87914, Current HP: 1820, A Avg: 1819740, D Avg: 87914, [Ruby Knuckle(151)[630, 630, 630], Energy Shield(227)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 164: HP: 2060, STR: 600292, VIT: 684, SPD: 72, LUK: 1, Attack: 684116, Defense: 86796, Current HP: 2060, A Avg: 1819748, D Avg: 86796, [Stun Knuckle(106)[630, 630, 630], Goblin Hand(250)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 163: HP: 2120, STR: 598611, VIT: 1017, SPD: 72, LUK: 1, Attack: 684255, Defense: 85517, Current HP: 2120, A Avg: 1820118, D Avg: 85517, [Gladius(162)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 162: HP: 1820, STR: 599813, VIT: 916, SPD: 72, LUK: 1, Attack: 684326, Defense: 87951, Current HP: 1820, A Avg: 1820307, D Avg: 87951, [Maximum Iron Mass(123)[630, 630, 630], Warrior's Shield(249)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 161: HP: 1900, STR: 599831, VIT: 2471, SPD: 72, LUK: 1, Attack: 684344, Defense: 89259, Current HP: 1900, A Avg: 1820355, D Avg: 89259, [Volcano(142)[630, 630, 630], Golem Shield(245)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 160: HP: 1007, STR: 599566, VIT: 1252, SPD: 72, LUK: 1, Attack: 684354, Defense: 85258, Current HP: 1007, A Avg: 1820381, D Avg: 85258, [Pulse Knife(165)[630, 630, 630], Wings of Beast(210)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 159: HP: 988, STR: 599566, VIT: 4624, SPD: 72, LUK: 1, Attack: 684354, Defense: 90294, Current HP: 988, A Avg: 1820381, D Avg: 90294, [Pulse Knife(165)[630, 630, 630], Shield of Thousand(246)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 158: HP: 1805, STR: 599975, VIT: 2522, SPD: 72, LUK: 1, Attack: 684488, Defense: 89310, Current HP: 1805, A Avg: 1820738, D Avg: 89310, [Volcano(142)[630, 630, 630], Golem Shield(245)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 157: HP: 4579, STR: 599828, VIT: 907, SPD: 72, LUK: 1, Attack: 684536, Defense: 86824, Current HP: 4579, A Avg: 1820865, D Avg: 86824, [Thin Blade(158)[630, 630, 630], Frying Pan(231)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 156: HP: 1193, STR: 599798, VIT: 1252, SPD: 72, LUK: 1, Attack: 684586, Defense: 85752, Current HP: 1193, A Avg: 1820998, D Avg: 85752, [Pulse Knife(165)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 155: HP: 4484, STR: 599972, VIT: 958, SPD: 72, LUK: 1, Attack: 684680, Defense: 86875, Current HP: 4484, A Avg: 1821248, D Avg: 86875, [Thin Blade(158)[630, 630, 630], Frying Pan(231)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 154: HP: 1558, STR: 599996, VIT: 2480, SPD: 72, LUK: 1, Attack: 684784, Defense: 90048, Current HP: 1558, A Avg: 1821525, D Avg: 90048, [Pulse Knife(165)[630, 630, 630], Storm Wall(242)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 153: HP: 1840, STR: 600184, VIT: 1267, SPD: 72, LUK: 1, Attack: 684834, Defense: 88055, Current HP: 1840, A Avg: 1821658, D Avg: 88055, [Diamond Knuckle(152)[630, 630, 630], Energy Shield(227)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 152: HP: 1634, STR: 599968, VIT: 659, SPD: 72, LUK: 1, Attack: 684936, Defense: 87577, Current HP: 1634, A Avg: 1821929, D Avg: 87577, [Cluster Bomb(170)[630, 630, 630], White Hole(230)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 151: HP: 1957, STR: 599652, VIT: 1371, SPD: 72, LUK: 1, Attack: 684986, Defense: 85377, Current HP: 1957, A Avg: 1822062, D Avg: 85377, [Impulse(166)[630, 630, 630], Wings of Beast(210)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 150: HP: 1938, STR: 599652, VIT: 4742, SPD: 72, LUK: 1, Attack: 684986, Defense: 90412, Current HP: 1938, A Avg: 1822062, D Avg: 90412, [Impulse(166)[630, 630, 630], Shield of Thousand(246)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 149: HP: 1273, STR: 600170, VIT: 805, SPD: 72, LUK: 1, Attack: 685011, Defense: 85799, Current HP: 1273, A Avg: 1822129, D Avg: 85799, [Grand Slam(163)[630, 630, 630], Metalization(228)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 148: HP: 1007, STR: 600262, VIT: 1182, SPD: 72, LUK: 1, Attack: 685050, Defense: 85045, Current HP: 1007, A Avg: 1822232, D Avg: 85045, [Pulse Knife(165)[630, 630, 630], Small Sword(218)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 147: HP: 1539, STR: 600112, VIT: 707, SPD: 72, LUK: 1, Attack: 685080, Defense: 87625, Current HP: 1539, A Avg: 1822312, D Avg: 87625, [Cluster Bomb(170)[630, 630, 630], White Hole(230)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 146: HP: 1995, STR: 600325, VIT: 1142, SPD: 72, LUK: 1, Attack: 685137, Defense: 87943, Current HP: 1995, A Avg: 1822464, D Avg: 87943, [Granada(150)[630, 630, 630], Riot(236)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 145: HP: 2143, STR: 599884, VIT: 1371, SPD: 72, LUK: 1, Attack: 685218, Defense: 85871, Current HP: 2143, A Avg: 1822679, D Avg: 85871, [Impulse(166)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 144: HP: 2549, STR: 600163, VIT: 516, SPD: 72, LUK: 1, Attack: 685261, Defense: 84444, Current HP: 2549, A Avg: 1822794, D Avg: 84444, [Yggdrasil(126)[630, 630, 630], Hardwood Shield(223)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 143: HP: 1900, STR: 600469, VIT: 1193, SPD: 72, LUK: 1, Attack: 685281, Defense: 87994, Current HP: 1900, A Avg: 1822847, D Avg: 87994, [Granada(150)[630, 630, 630], Riot(236)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 142: HP: 1900, STR: 600551, VIT: 2424, SPD: 72, LUK: 1, Attack: 685285, Defense: 89212, Current HP: 1900, A Avg: 1822858, D Avg: 89212, [Irruption(154)[630, 630, 630], Golem Shield(245)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 141: HP: 2454, STR: 600307, VIT: 567, SPD: 72, LUK: 1, Attack: 685405, Defense: 84495, Current HP: 2454, A Avg: 1823177, D Avg: 84495, [Yggdrasil(126)[630, 630, 630], Hardwood Shield(223)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 140: HP: 2508, STR: 600082, VIT: 2598, SPD: 72, LUK: 1, Attack: 685416, Defense: 90166, Current HP: 2508, A Avg: 1823206, D Avg: 90166, [Impulse(166)[630, 630, 630], Storm Wall(242)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 139: HP: 1805, STR: 600695, VIT: 2475, SPD: 72, LUK: 1, Attack: 685429, Defense: 89263, Current HP: 1805, A Avg: 1823241, D Avg: 89263, [Irruption(154)[630, 630, 630], Golem Shield(245)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 138: HP: 1463, STR: 600641, VIT: 1252, SPD: 72, LUK: 1, Attack: 685429, Defense: 85141, Current HP: 1463, A Avg: 1823241, D Avg: 85141, [Pulse Knife(165)[630, 630, 630], Small Lion(219)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 137: HP: 1178, STR: 600796, VIT: 873, SPD: 72, LUK: 1, Attack: 685452, Defense: 85841, Current HP: 1178, A Avg: 1823302, D Avg: 85841, [Penetra(161)[630, 630, 630], Huge Shield(234)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 136: HP: 1482, STR: 600148, VIT: 725, SPD: 72, LUK: 1, Attack: 685480, Defense: 84653, Current HP: 1482, A Avg: 1823376, D Avg: 84653, [Tower(149)[630, 630, 630], Tower Shield(213)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 135: HP: 1295, STR: 600765, VIT: 1260, SPD: 72, LUK: 1, Attack: 685553, Defense: 85266, Current HP: 1295, A Avg: 1823570, D Avg: 85266, [Pulse Knife(165)[630, 630, 630], Small Dragon Sword(224)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 134: HP: 1083, STR: 600940, VIT: 924, SPD: 72, LUK: 1, Attack: 685596, Defense: 85892, Current HP: 1083, A Avg: 1823685, D Avg: 85892, [Penetra(161)[630, 630, 630], Huge Shield(234)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 133: HP: 1957, STR: 600348, VIT: 1300, SPD: 72, LUK: 1, Attack: 685682, Defense: 85163, Current HP: 1957, A Avg: 1823914, D Avg: 85163, [Impulse(166)[630, 630, 630], Small Sword(218)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 132: HP: 1729, STR: 599824, VIT: 987, SPD: 76, LUK: 1, Attack: 685793, Defense: 86865, Current HP: 1729, A Avg: 1824209, D Avg: 86865, [Fire Chariot(138)[630, 630, 630], Sticky thread shield(247)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 131: HP: 3629, STR: 600991, VIT: 574, SPD: 72, LUK: 1, Attack: 685829, Defense: 86491, Current HP: 3629, A Avg: 1824305, D Avg: 86491, [Willow Blade(157)[630, 630, 630], Frying Pan(231)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 130: HP: 1634, STR: 599968, VIT: 1035, SPD: 76, LUK: 1, Attack: 685937, Defense: 86913, Current HP: 1634, A Avg: 1824592, D Avg: 86913, [Fire Chariot(138)[630, 630, 630], Sticky thread shield(247)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 129: HP: 3534, STR: 601135, VIT: 625, SPD: 72, LUK: 1, Attack: 685973, Defense: 86542, Current HP: 3534, A Avg: 1824688, D Avg: 86542, [Willow Blade(157)[630, 630, 630], Frying Pan(231)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 128: HP: 2869, STR: 601099, VIT: 1275, SPD: 72, LUK: 1, Attack: 686022, Defense: 88076, Current HP: 2869, A Avg: 1824818, D Avg: 88076, [Pangaea(164)[630, 630, 630], Riot(236)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 127: HP: 2413, STR: 600727, VIT: 1371, SPD: 72, LUK: 1, Attack: 686061, Defense: 85260, Current HP: 2413, A Avg: 1824922, D Avg: 85260, [Impulse(166)[630, 630, 630], Small Lion(219)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 126: HP: 2774, STR: 601243, VIT: 1326, SPD: 72, LUK: 1, Attack: 686166, Defense: 88127, Current HP: 2774, A Avg: 1825201, D Avg: 88127, [Pangaea(164)[630, 630, 630], Riot(236)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 125: HP: 2245, STR: 600851, VIT: 1379, SPD: 72, LUK: 1, Attack: 686185, Defense: 85385, Current HP: 2245, A Avg: 1825252, D Avg: 85385, [Impulse(166)[630, 630, 630], Small Dragon Sword(224)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 124: HP: 2024, STR: 600472, VIT: 764, SPD: 72, LUK: 1, Attack: 686220, Defense: 86382, Current HP: 2024, A Avg: 1825345, D Avg: 86382, [Scythe of the Grim Reaper(148)[630, 630, 630], Mask of the Grim Reaper(214)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 123: HP: 1924, STR: 600616, VIT: 812, SPD: 72, LUK: 1, Attack: 686364, Defense: 86430, Current HP: 1924, A Avg: 1825728, D Avg: 86430, [Scythe of the Grim Reaper(148)[630, 630, 630], Mask of the Grim Reaper(214)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 122: HP: 4579, STR: 600710, VIT: 924, SPD: 72, LUK: 1, Attack: 686562, Defense: 86841, Current HP: 4579, A Avg: 1826254, D Avg: 86841, [Santoku(159)[630, 630, 630], Frying Pan(231)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 121: HP: 4484, STR: 600854, VIT: 975, SPD: 72, LUK: 1, Attack: 686706, Defense: 86892, Current HP: 4484, A Avg: 1826637, D Avg: 86892, [Santoku(159)[630, 630, 630], Frying Pan(231)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 120: HP: 960, STR: 600537, VIT: 1462, SPD: 72, LUK: 1, Attack: 687065, Defense: 88250, Current HP: 960, A Avg: 1827592, D Avg: 88250, [Moon Knuckle(153)[630, 630, 630], Energy Shield(227)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 119: HP: 988, STR: 602430, VIT: 1104, SPD: 72, LUK: 1, Attack: 687218, Defense: 85292, Current HP: 988, A Avg: 1827999, D Avg: 85292, [Pulse Knife(165)[630, 630, 630], Dragon Sword(225)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 118: HP: 2014, STR: 603467, VIT: 336, SPD: 76, LUK: 1, Attack: 687467, Defense: 87124, Current HP: 2014, A Avg: 1828662, D Avg: 87124, [Kirisame(129)[630, 630, 630], C Magnum(239)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 117: HP: 2451, STR: 603485, VIT: 336, SPD: 76, LUK: 1, Attack: 687606, Defense: 87124, Current HP: 2451, A Avg: 1829031, D Avg: 87124, [Black Kirisame(130)[630, 630, 630], C Magnum(239)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 116: HP: 1919, STR: 603611, VIT: 384, SPD: 76, LUK: 1, Attack: 687611, Defense: 87172, Current HP: 1919, A Avg: 1829045, D Avg: 87172, [Kirisame(129)[630, 630, 630], C Magnum(239)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 115: HP: 2356, STR: 603629, VIT: 384, SPD: 76, LUK: 1, Attack: 687750, Defense: 87172, Current HP: 2356, A Avg: 1829414, D Avg: 87172, [Black Kirisame(130)[630, 630, 630], C Magnum(239)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 114: HP: 1938, STR: 602516, VIT: 1222, SPD: 72, LUK: 1, Attack: 687850, Defense: 85410, Current HP: 1938, A Avg: 1829680, D Avg: 85410, [Impulse(166)[630, 630, 630], Dragon Sword(225)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 113: HP: 1102, STR: 602318, VIT: 939, SPD: 72, LUK: 1, Attack: 687858, Defense: 84945, Current HP: 1102, A Avg: 1829702, D Avg: 84945, [Zodiac(184)[630, 630, 630], Wings of Beast(210)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 112: HP: 1083, STR: 602318, VIT: 4310, SPD: 72, LUK: 1, Attack: 687858, Defense: 89980, Current HP: 1083, A Avg: 1829702, D Avg: 89980, [Zodiac(184)[630, 630, 630], Shield of Thousand(246)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 111: HP: 2219, STR: 603086, VIT: 659, SPD: 72, LUK: 1, Attack: 688015, Defense: 86875, Current HP: 2219, A Avg: 1830119, D Avg: 86875, [Jack Knife(185)[630, 630, 630], King Shield(248)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 110: HP: 1653, STR: 601599, VIT: 1529, SPD: 76, LUK: 1, Attack: 688088, Defense: 85951, Current HP: 1653, A Avg: 1830314, D Avg: 85951, [Cuttlefish(178)[630, 630, 630], Superconducting Barrier(220)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 109: HP: 1288, STR: 602550, VIT: 939, SPD: 72, LUK: 1, Attack: 688090, Defense: 85439, Current HP: 1288, A Avg: 1830319, D Avg: 85439, [Zodiac(184)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 108: HP: 2124, STR: 603230, VIT: 710, SPD: 72, LUK: 1, Attack: 688159, Defense: 86926, Current HP: 2124, A Avg: 1830502, D Avg: 86926, [Jack Knife(185)[630, 630, 630], King Shield(248)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 107: HP: 1558, STR: 601743, VIT: 1577, SPD: 76, LUK: 1, Attack: 688232, Defense: 85999, Current HP: 1558, A Avg: 1830697, D Avg: 85999, [Cuttlefish(178)[630, 630, 630], Superconducting Barrier(220)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 106: HP: 1653, STR: 602748, VIT: 2166, SPD: 72, LUK: 1, Attack: 688288, Defense: 89734, Current HP: 1653, A Avg: 1830846, D Avg: 89734, [Zodiac(184)[630, 630, 630], Storm Wall(242)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 105: HP: 2071, STR: 603838, VIT: 1237, SPD: 72, LUK: 1, Attack: 688338, Defense: 86101, Current HP: 2071, A Avg: 1830979, D Avg: 86101, [Divine Dragon Sword(181)[630, 630, 630], Dragon's Head(217)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 104: HP: 1444, STR: 603608, VIT: 1404, SPD: 72, LUK: 1, Attack: 688396, Defense: 86632, Current HP: 1444, A Avg: 1831133, D Avg: 86632, [Pulse Knife(165)[630, 630, 630], Wave Motion Sword(226)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 103: HP: 1976, STR: 603982, VIT: 1288, SPD: 72, LUK: 1, Attack: 688482, Defense: 86152, Current HP: 1976, A Avg: 1831362, D Avg: 86152, [Divine Dragon Sword(181)[630, 630, 630], Dragon's Head(217)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 102: HP: 1102, STR: 603014, VIT: 868, SPD: 72, LUK: 1, Attack: 688554, Defense: 84731, Current HP: 1102, A Avg: 1831553, D Avg: 84731, [Zodiac(184)[630, 630, 630], Small Sword(218)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 101: HP: 2701, STR: 603809, VIT: 340, SPD: 76, LUK: 1, Attack: 688775, Defense: 87128, Current HP: 2701, A Avg: 1832141, D Avg: 87128, [Red Shark(134)[630, 630, 630], C Magnum(239)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 100: HP: 2606, STR: 603953, VIT: 388, SPD: 76, LUK: 1, Attack: 688919, Defense: 87176, Current HP: 2606, A Avg: 1832524, D Avg: 87176, [Red Shark(134)[630, 630, 630], C Magnum(239)[630, 630, 630], Oculus Ring(315)[67, 803, 807]]
Rank 099: HP: 1558, STR: 603393, VIT: 939, SPD: 72, LUK: 1, Attack: 688933, Defense: 84828, Current HP: 1558, A Avg: 1832561, D Avg: 84828, [Zodiac(184)[630, 630, 630], Small Lion(219)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 098: HP: 2394, STR: 603694, VIT: 1523, SPD: 72, LUK: 1, Attack: 689028, Defense: 86751, Current HP: 2394, A Avg: 1832814, D Avg: 86751, [Impulse(166)[630, 630, 630], Wave Motion Sword(226)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 097: HP: 1390, STR: 603517, VIT: 947, SPD: 72, LUK: 1, Attack: 689057, Defense: 84953, Current HP: 1390, A Avg: 1832891, D Avg: 84953, [Zodiac(184)[630, 630, 630], Small Dragon Sword(224)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 096: HP: 1140, STR: 605354, VIT: 267, SPD: 72, LUK: 1, Attack: 689932, Defense: 84286, Current HP: 1140, A Avg: 1835219, D Avg: 84286, [Magical(187)[630, 630, 630], Prism Shield(212)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
