Rank 1000: HP: 760, STR: 1220, VIT: 788, SPD: 25, LUK: 1, Attack: 87709, Defense: 87706, Current HP: 760, A Avg: 109636, D Avg: 87706, [Cuttlefish(178)[0, 0, 0], White Hole(230)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 209: HP: 340, STR: 4295, VIT: 125, SPD: 25, LUK: 1, Attack: 91956, Defense: 87953, Current HP: 340, A Avg: 114945, D Avg: 87953, [Neural Edge(190)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 208: HP: 966, STR: 1523, VIT: 228, SPD: 24, LUK: 1, Attack: 91432, Defense: 83951, Current HP: 966, A Avg: 115204, D Avg: 83951, [Spectral Sword Shigure(172)[0, 0, 0], Pot Lid(201)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 207: HP: 966, STR: 1523, VIT: 228, SPD: 24, LUK: 1, Attack: 91432, Defense: 83961, Current HP: 966, A Avg: 115204, D Avg: 83961, [Spectral Sword Shigure(172)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 206: HP: 924, STR: 1523, VIT: 251, SPD: 24, LUK: 1, Attack: 91432, Defense: 84120, Current HP: 924, A Avg: 115204, D Avg: 84120, [Spectral Sword Shigure(172)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 205: HP: 924, STR: 1523, VIT: 259, SPD: 24, LUK: 1, Attack: 91432, Defense: 84063, Current HP: 924, A Avg: 115204, D Avg: 84063, [Spectral Sword Shigure(172)[0, 0, 0], Iron Shield(204)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 204: HP: 924, STR: 1523, VIT: 275, SPD: 24, LUK: 1, Attack: 91432, Defense: 84138, Current HP: 924, A Avg: 115204, D Avg: 84138, [Spectral Sword Shigure(172)[0, 0, 0], Titanium Shield(205)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 203: HP: 924, STR: 1523, VIT: 302, SPD: 24, LUK: 1, Attack: 91432, Defense: 84191, Current HP: 924, A Avg: 115204, D Avg: 84191, [Spectral Sword Shigure(172)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 202: HP: 966, STR: 1523, VIT: 314, SPD: 24, LUK: 1, Attack: 91432, Defense: 84190, Current HP: 966, A Avg: 115204, D Avg: 84190, [Spectral Sword Shigure(172)[0, 0, 0], Magic Shield(207)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 201: HP: 1100, STR: 1523, VIT: 351, SPD: 24, LUK: 1, Attack: 91432, Defense: 84188, Current HP: 1100, A Avg: 115204, D Avg: 84188, [Spectral Sword Shigure(172)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 200: HP: 1035, STR: 1523, VIT: 278, SPD: 24, LUK: 1, Attack: 91432, Defense: 84050, Current HP: 1035, A Avg: 115204, D Avg: 84050, [Spectral Sword Shigure(172)[0, 0, 0], Clear Shield(211)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 199: HP: 1081, STR: 1523, VIT: 314, SPD: 24, LUK: 1, Attack: 91432, Defense: 84333, Current HP: 1081, A Avg: 115204, D Avg: 84333, [Spectral Sword Shigure(172)[0, 0, 0], Prism Shield(212)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 198: HP: 1012, STR: 1523, VIT: 288, SPD: 24, LUK: 1, Attack: 91432, Defense: 84216, Current HP: 1012, A Avg: 115204, D Avg: 84216, [Spectral Sword Shigure(172)[0, 0, 0], Tower Shield(213)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 197: HP: 1306, STR: 1523, VIT: 436, SPD: 24, LUK: 1, Attack: 91432, Defense: 84998, Current HP: 1306, A Avg: 115204, D Avg: 84998, [Spectral Sword Shigure(172)[0, 0, 0], Slime Shield(221)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 196: HP: 1214, STR: 1523, VIT: 275, SPD: 24, LUK: 1, Attack: 91432, Defense: 84203, Current HP: 1214, A Avg: 115204, D Avg: 84203, [Spectral Sword Shigure(172)[0, 0, 0], Hardwood Shield(223)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 195: HP: 966, STR: 1523, VIT: 873, SPD: 24, LUK: 1, Attack: 91432, Defense: 87661, Current HP: 966, A Avg: 115204, D Avg: 87661, [Spectral Sword Shigure(172)[0, 0, 0], Energy Shield(227)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 194: HP: 2486, STR: 1523, VIT: 237, SPD: 24, LUK: 1, Attack: 91432, Defense: 86154, Current HP: 2486, A Avg: 115204, D Avg: 86154, [Spectral Sword Shigure(172)[0, 0, 0], Frying Pan(231)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 193: HP: 1499, STR: 1523, VIT: 499, SPD: 24, LUK: 1, Attack: 91432, Defense: 85233, Current HP: 1499, A Avg: 115204, D Avg: 85233, [Spectral Sword Shigure(172)[0, 0, 0], Slafield(232)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 192: HP: 1288, STR: 1523, VIT: 436, SPD: 24, LUK: 1, Attack: 91432, Defense: 85911, Current HP: 1288, A Avg: 115204, D Avg: 85911, [Spectral Sword Shigure(172)[0, 0, 0], Mist Shield(233)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 191: HP: 1144, STR: 1523, VIT: 615, SPD: 24, LUK: 1, Attack: 91432, Defense: 85583, Current HP: 1144, A Avg: 115204, D Avg: 85583, [Spectral Sword Shigure(172)[0, 0, 0], Huge Shield(234)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 190: HP: 1056, STR: 1523, VIT: 774, SPD: 24, LUK: 1, Attack: 91432, Defense: 87614, Current HP: 1056, A Avg: 115204, D Avg: 87614, [Spectral Sword Shigure(172)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 189: HP: 1449, STR: 1523, VIT: 556, SPD: 24, LUK: 1, Attack: 91432, Defense: 87981, Current HP: 1449, A Avg: 115204, D Avg: 87981, [Spectral Sword Shigure(172)[0, 0, 0], Cloud Shield(241)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 188: HP: 924, STR: 1523, VIT: 228, SPD: 24, LUK: 1, Attack: 91432, Defense: 87017, Current HP: 924, A Avg: 115204, D Avg: 87017, [Spectral Sword Shigure(172)[0, 0, 0], Graffiti(243)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 187: HP: 924, STR: 1523, VIT: 956, SPD: 24, LUK: 1, Attack: 91432, Defense: 90734, Current HP: 924, A Avg: 115204, D Avg: 90734, [Spectral Sword Shigure(172)[0, 0, 0], Blank Shield(244)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 186: HP: 1474, STR: 1523, VIT: 1452, SPD: 24, LUK: 1, Attack: 91432, Defense: 88240, Current HP: 1474, A Avg: 115204, D Avg: 88240, [Spectral Sword Shigure(172)[0, 0, 0], Golem Shield(245)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 185: HP: 1254, STR: 1523, VIT: 545, SPD: 25, LUK: 1, Attack: 91432, Defense: 86423, Current HP: 1254, A Avg: 115204, D Avg: 86423, [Spectral Sword Shigure(172)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 184: HP: 1557, STR: 1523, VIT: 599, SPD: 24, LUK: 1, Attack: 91432, Defense: 86815, Current HP: 1557, A Avg: 115204, D Avg: 86815, [Spectral Sword Shigure(172)[0, 0, 0], King Shield(248)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 183: HP: 1426, STR: 1523, VIT: 894, SPD: 24, LUK: 1, Attack: 91432, Defense: 87929, Current HP: 1426, A Avg: 115204, D Avg: 87929, [Spectral Sword Shigure(172)[0, 0, 0], Warrior's Shield(249)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 182: HP: 966, STR: 1523, VIT: 665, SPD: 24, LUK: 1, Attack: 91432, Defense: 87713, Current HP: 966, A Avg: 115204, D Avg: 87713, [Spectral Sword Shigure(172)[0, 0, 0], Ghost shield(251)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 181: HP: 1104, STR: 1539, VIT: 364, SPD: 24, LUK: 1, Attack: 91448, Defense: 84305, Current HP: 1104, A Avg: 115224, D Avg: 84305, [Spectral Sword Shigure(172)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 180: HP: 924, STR: 1553, VIT: 314, SPD: 25, LUK: 1, Attack: 91462, Defense: 84339, Current HP: 924, A Avg: 115242, D Avg: 84339, [Spectral Sword Shigure(172)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 179: HP: 1188, STR: 1561, VIT: 367, SPD: 24, LUK: 1, Attack: 91470, Defense: 84607, Current HP: 1188, A Avg: 115252, D Avg: 84607, [Spectral Sword Shigure(172)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 178: HP: 1168, STR: 1574, VIT: 457, SPD: 24, LUK: 1, Attack: 91483, Defense: 86075, Current HP: 1168, A Avg: 115268, D Avg: 86075, [Spectral Sword Shigure(172)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 177: HP: 1047, STR: 1576, VIT: 664, SPD: 24, LUK: 1, Attack: 91485, Defense: 85502, Current HP: 1047, A Avg: 115271, D Avg: 85502, [Spectral Sword Shigure(172)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 176: HP: 1188, STR: 1592, VIT: 405, SPD: 24, LUK: 1, Attack: 91501, Defense: 85269, Current HP: 1188, A Avg: 115291, D Avg: 85269, [Spectral Sword Shigure(172)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 175: HP: 1100, STR: 1592, VIT: 436, SPD: 25, LUK: 1, Attack: 91501, Defense: 84858, Current HP: 1100, A Avg: 115291, D Avg: 84858, [Spectral Sword Shigure(172)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 174: HP: 1188, STR: 1600, VIT: 702, SPD: 24, LUK: 1, Attack: 91509, Defense: 87503, Current HP: 1188, A Avg: 115301, D Avg: 87503, [Spectral Sword Shigure(172)[0, 0, 0], Riot(236)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 173: HP: 946, STR: 1618, VIT: 314, SPD: 24, LUK: 1, Attack: 91527, Defense: 84320, Current HP: 946, A Avg: 115324, D Avg: 84320, [Spectral Sword Shigure(172)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 172: HP: 924, STR: 1618, VIT: 2048, SPD: 24, LUK: 1, Attack: 91527, Defense: 87718, Current HP: 924, A Avg: 115324, D Avg: 87718, [Spectral Sword Shigure(172)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 171: HP: 968, STR: 1657, VIT: 525, SPD: 24, LUK: 1, Attack: 91566, Defense: 85116, Current HP: 968, A Avg: 115373, D Avg: 85116, [Spectral Sword Shigure(172)[0, 0, 0], Black Hole(229)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 170: HP: 1122, STR: 1657, VIT: 561, SPD: 24, LUK: 1, Attack: 91566, Defense: 87479, Current HP: 1122, A Avg: 115373, D Avg: 87479, [Spectral Sword Shigure(172)[0, 0, 0], White Hole(230)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 169: HP: 1029, STR: 1659, VIT: 314, SPD: 24, LUK: 1, Attack: 91568, Defense: 84814, Current HP: 1029, A Avg: 115375, D Avg: 84814, [Spectral Sword Shigure(172)[0, 0, 0], Hard Wings of Beast(222)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 168: HP: 1564, STR: 1715, VIT: 603, SPD: 24, LUK: 1, Attack: 91624, Defense: 86715, Current HP: 1564, A Avg: 115446, D Avg: 86715, [Spectral Sword Shigure(172)[0, 0, 0], Goblin Hand(250)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 167: HP: 1364, STR: 1731, VIT: 831, SPD: 24, LUK: 1, Attack: 91640, Defense: 85825, Current HP: 1364, A Avg: 115466, D Avg: 85825, [Spectral Sword Shigure(172)[0, 0, 0], Metalization(228)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 166: HP: 946, STR: 1740, VIT: 278, SPD: 24, LUK: 1, Attack: 91649, Defense: 84141, Current HP: 946, A Avg: 115477, D Avg: 84141, [Spectral Sword Shigure(172)[0, 0, 0], Small Sword(218)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 165: HP: 987, STR: 226, VIT: 125, SPD: 25, LUK: 1, Attack: 92412, Defense: 83848, Current HP: 987, A Avg: 115515, D Avg: 83848, [Big Bang(171)[0, 0, 0], Pot Lid(201)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 164: HP: 987, STR: 226, VIT: 125, SPD: 25, LUK: 1, Attack: 92412, Defense: 83858, Current HP: 987, A Avg: 115515, D Avg: 83858, [Big Bang(171)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 163: HP: 940, STR: 226, VIT: 142, SPD: 25, LUK: 1, Attack: 92412, Defense: 84011, Current HP: 940, A Avg: 115515, D Avg: 84011, [Big Bang(171)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 162: HP: 940, STR: 226, VIT: 147, SPD: 25, LUK: 1, Attack: 92412, Defense: 83951, Current HP: 940, A Avg: 115515, D Avg: 83951, [Big Bang(171)[0, 0, 0], Iron Shield(204)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 161: HP: 940, STR: 226, VIT: 158, SPD: 25, LUK: 1, Attack: 92412, Defense: 84021, Current HP: 940, A Avg: 115515, D Avg: 84021, [Big Bang(171)[0, 0, 0], Titanium Shield(205)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 160: HP: 940, STR: 226, VIT: 176, SPD: 25, LUK: 1, Attack: 92412, Defense: 84065, Current HP: 940, A Avg: 115515, D Avg: 84065, [Big Bang(171)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 159: HP: 987, STR: 226, VIT: 181, SPD: 25, LUK: 1, Attack: 92412, Defense: 84057, Current HP: 987, A Avg: 115515, D Avg: 84057, [Big Bang(171)[0, 0, 0], Magic Shield(207)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 158: HP: 1100, STR: 226, VIT: 208, SPD: 25, LUK: 1, Attack: 92412, Defense: 84045, Current HP: 1100, A Avg: 115515, D Avg: 84045, [Big Bang(171)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 157: HP: 1050, STR: 226, VIT: 158, SPD: 25, LUK: 1, Attack: 92412, Defense: 83930, Current HP: 1050, A Avg: 115515, D Avg: 83930, [Big Bang(171)[0, 0, 0], Clear Shield(211)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 156: HP: 1092, STR: 226, VIT: 181, SPD: 25, LUK: 1, Attack: 92412, Defense: 84200, Current HP: 1092, A Avg: 115515, D Avg: 84200, [Big Bang(171)[0, 0, 0], Prism Shield(212)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 155: HP: 1020, STR: 226, VIT: 167, SPD: 25, LUK: 1, Attack: 92412, Defense: 84095, Current HP: 1020, A Avg: 115515, D Avg: 84095, [Big Bang(171)[0, 0, 0], Tower Shield(213)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 154: HP: 1297, STR: 226, VIT: 261, SPD: 25, LUK: 1, Attack: 92412, Defense: 84823, Current HP: 1297, A Avg: 115515, D Avg: 84823, [Big Bang(171)[0, 0, 0], Slime Shield(221)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 153: HP: 1204, STR: 226, VIT: 158, SPD: 25, LUK: 1, Attack: 92412, Defense: 84086, Current HP: 1204, A Avg: 115515, D Avg: 84086, [Big Bang(171)[0, 0, 0], Hardwood Shield(223)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 152: HP: 987, STR: 226, VIT: 547, SPD: 25, LUK: 1, Attack: 92412, Defense: 87335, Current HP: 987, A Avg: 115515, D Avg: 87335, [Big Bang(171)[0, 0, 0], Energy Shield(227)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 151: HP: 2360, STR: 226, VIT: 133, SPD: 25, LUK: 1, Attack: 92412, Defense: 86050, Current HP: 2360, A Avg: 115515, D Avg: 86050, [Big Bang(171)[0, 0, 0], Frying Pan(231)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 150: HP: 1474, STR: 226, VIT: 302, SPD: 25, LUK: 1, Attack: 92412, Defense: 85036, Current HP: 1474, A Avg: 115515, D Avg: 85036, [Big Bang(171)[0, 0, 0], Slafield(232)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 149: HP: 1281, STR: 226, VIT: 261, SPD: 25, LUK: 1, Attack: 92412, Defense: 85736, Current HP: 1281, A Avg: 115515, D Avg: 85736, [Big Bang(171)[0, 0, 0], Mist Shield(233)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 148: HP: 1140, STR: 226, VIT: 385, SPD: 25, LUK: 1, Attack: 92412, Defense: 85353, Current HP: 1140, A Avg: 115515, D Avg: 85353, [Big Bang(171)[0, 0, 0], Huge Shield(234)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 147: HP: 1060, STR: 226, VIT: 482, SPD: 25, LUK: 1, Attack: 92412, Defense: 87322, Current HP: 1060, A Avg: 115515, D Avg: 87322, [Big Bang(171)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 146: HP: 1428, STR: 226, VIT: 340, SPD: 25, LUK: 1, Attack: 92412, Defense: 87765, Current HP: 1428, A Avg: 115515, D Avg: 87765, [Big Bang(171)[0, 0, 0], Cloud Shield(241)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 145: HP: 940, STR: 226, VIT: 125, SPD: 25, LUK: 1, Attack: 92412, Defense: 86914, Current HP: 940, A Avg: 115515, D Avg: 86914, [Big Bang(171)[0, 0, 0], Graffiti(243)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 144: HP: 940, STR: 226, VIT: 601, SPD: 25, LUK: 1, Attack: 92412, Defense: 90379, Current HP: 940, A Avg: 115515, D Avg: 90379, [Big Bang(171)[0, 0, 0], Blank Shield(244)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 143: HP: 1440, STR: 226, VIT: 943, SPD: 25, LUK: 1, Attack: 92412, Defense: 87731, Current HP: 1440, A Avg: 115515, D Avg: 87731, [Big Bang(171)[0, 0, 0], Golem Shield(245)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 142: HP: 1240, STR: 226, VIT: 333, SPD: 27, LUK: 1, Attack: 92412, Defense: 86211, Current HP: 1240, A Avg: 115515, D Avg: 86211, [Big Bang(171)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 141: HP: 1516, STR: 226, VIT: 374, SPD: 25, LUK: 1, Attack: 92412, Defense: 86590, Current HP: 1516, A Avg: 115515, D Avg: 86590, [Big Bang(171)[0, 0, 0], King Shield(248)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 140: HP: 1407, STR: 226, VIT: 561, SPD: 25, LUK: 1, Attack: 92412, Defense: 87596, Current HP: 1407, A Avg: 115515, D Avg: 87596, [Big Bang(171)[0, 0, 0], Warrior's Shield(249)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 139: HP: 987, STR: 226, VIT: 411, SPD: 25, LUK: 1, Attack: 92412, Defense: 87459, Current HP: 987, A Avg: 115515, D Avg: 87459, [Big Bang(171)[0, 0, 0], Ghost shield(251)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 138: HP: 960, STR: 235, VIT: 181, SPD: 25, LUK: 1, Attack: 92421, Defense: 84187, Current HP: 960, A Avg: 115526, D Avg: 84187, [Big Bang(171)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 137: HP: 940, STR: 235, VIT: 1315, SPD: 25, LUK: 1, Attack: 92421, Defense: 86985, Current HP: 940, A Avg: 115526, D Avg: 86985, [Big Bang(171)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 136: HP: 1082, STR: 1786, VIT: 327, SPD: 24, LUK: 1, Attack: 91695, Defense: 84333, Current HP: 1082, A Avg: 115535, D Avg: 84333, [Spectral Sword Shigure(172)[0, 0, 0], Small Dragon Sword(224)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 135: HP: 1144, STR: 1788, VIT: 314, SPD: 24, LUK: 1, Attack: 91697, Defense: 84203, Current HP: 1144, A Avg: 115538, D Avg: 84203, [Spectral Sword Shigure(172)[0, 0, 0], Small Lion(219)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 134: HP: 1584, STR: 1788, VIT: 1294, SPD: 24, LUK: 1, Attack: 91697, Defense: 88862, Current HP: 1584, A Avg: 115538, D Avg: 88862, [Spectral Sword Shigure(172)[0, 0, 0], Storm Wall(242)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 133: HP: 1104, STR: 253, VIT: 217, SPD: 25, LUK: 1, Attack: 92439, Defense: 84158, Current HP: 1104, A Avg: 115548, D Avg: 84158, [Big Bang(171)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 132: HP: 940, STR: 278, VIT: 181, SPD: 27, LUK: 1, Attack: 92464, Defense: 84206, Current HP: 940, A Avg: 115580, D Avg: 84206, [Big Bang(171)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 131: HP: 1180, STR: 291, VIT: 219, SPD: 25, LUK: 1, Attack: 92477, Defense: 84459, Current HP: 1180, A Avg: 115596, D Avg: 84459, [Big Bang(171)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 130: HP: 1036, STR: 302, VIT: 181, SPD: 25, LUK: 1, Attack: 92488, Defense: 84681, Current HP: 1036, A Avg: 115610, D Avg: 84681, [Big Bang(171)[0, 0, 0], Hard Wings of Beast(222)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 129: HP: 1171, STR: 313, VIT: 275, SPD: 25, LUK: 1, Attack: 92499, Defense: 85893, Current HP: 1171, A Avg: 115623, D Avg: 85893, [Big Bang(171)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 128: HP: 1052, STR: 315, VIT: 417, SPD: 25, LUK: 1, Attack: 92501, Defense: 85255, Current HP: 1052, A Avg: 115626, D Avg: 85255, [Big Bang(171)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 127: HP: 1180, STR: 342, VIT: 244, SPD: 25, LUK: 1, Attack: 92528, Defense: 85108, Current HP: 1180, A Avg: 115660, D Avg: 85108, [Big Bang(171)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 126: HP: 1100, STR: 342, VIT: 261, SPD: 27, LUK: 1, Attack: 92528, Defense: 84683, Current HP: 1100, A Avg: 115660, D Avg: 84683, [Big Bang(171)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 125: HP: 1180, STR: 356, VIT: 442, SPD: 25, LUK: 1, Attack: 92542, Defense: 87243, Current HP: 1180, A Avg: 115677, D Avg: 87243, [Big Bang(171)[0, 0, 0], Riot(236)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 124: HP: 777, STR: 2667, VIT: 193, SPD: 25, LUK: 1, Attack: 92576, Defense: 83916, Current HP: 777, A Avg: 115720, D Avg: 83916, [Spectral Sword Shigure(172)[0, 0, 0], Pot Lid(201)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 123: HP: 777, STR: 2667, VIT: 193, SPD: 25, LUK: 1, Attack: 92576, Defense: 83926, Current HP: 777, A Avg: 115720, D Avg: 83926, [Spectral Sword Shigure(172)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 122: HP: 740, STR: 2667, VIT: 214, SPD: 25, LUK: 1, Attack: 92576, Defense: 84083, Current HP: 740, A Avg: 115720, D Avg: 84083, [Spectral Sword Shigure(172)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 121: HP: 740, STR: 2667, VIT: 219, SPD: 25, LUK: 1, Attack: 92576, Defense: 84023, Current HP: 740, A Avg: 115720, D Avg: 84023, [Spectral Sword Shigure(172)[0, 0, 0], Iron Shield(204)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 120: HP: 740, STR: 2667, VIT: 230, SPD: 25, LUK: 1, Attack: 92576, Defense: 84093, Current HP: 740, A Avg: 115720, D Avg: 84093, [Spectral Sword Shigure(172)[0, 0, 0], Titanium Shield(205)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 119: HP: 740, STR: 2667, VIT: 248, SPD: 25, LUK: 1, Attack: 92576, Defense: 84137, Current HP: 740, A Avg: 115720, D Avg: 84137, [Spectral Sword Shigure(172)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 118: HP: 777, STR: 2667, VIT: 249, SPD: 25, LUK: 1, Attack: 92576, Defense: 84125, Current HP: 777, A Avg: 115720, D Avg: 84125, [Spectral Sword Shigure(172)[0, 0, 0], Magic Shield(207)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 117: HP: 900, STR: 2667, VIT: 280, SPD: 25, LUK: 1, Attack: 92576, Defense: 84117, Current HP: 900, A Avg: 115720, D Avg: 84117, [Spectral Sword Shigure(172)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 116: HP: 840, STR: 2667, VIT: 226, SPD: 25, LUK: 1, Attack: 92576, Defense: 83998, Current HP: 840, A Avg: 115720, D Avg: 83998, [Spectral Sword Shigure(172)[0, 0, 0], Clear Shield(211)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 115: HP: 882, STR: 2667, VIT: 249, SPD: 25, LUK: 1, Attack: 92576, Defense: 84268, Current HP: 882, A Avg: 115720, D Avg: 84268, [Spectral Sword Shigure(172)[0, 0, 0], Prism Shield(212)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 114: HP: 820, STR: 2667, VIT: 239, SPD: 25, LUK: 1, Attack: 92576, Defense: 84167, Current HP: 820, A Avg: 115720, D Avg: 84167, [Spectral Sword Shigure(172)[0, 0, 0], Tower Shield(213)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
