Rank 1000: HP: 988, STR: 288132, VIT: 1190, SPD: 24, LUK: 1, Attack: 374374, Defense: 86860, Current HP: 988, A Avg: 995834, D Avg: 86860, [Droid Hammer(177)[230, 230, 230], Shield of Thousand(246)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 220: HP: 551, STR: 338637, VIT: 444, SPD: 24, LUK: 1, Attack: 424177, Defense: 85035, Current HP: 551, A Avg: 1128310, D Avg: 85035, [Zodiac(184)[230, 230, 230], Black Hole(229)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 219: HP: 684, STR: 338637, VIT: 467, SPD: 24, LUK: 1, Attack: 424177, Defense: 87385, Current HP: 684, A Avg: 1128310, D Avg: 87385, [Zodiac(184)[230, 230, 230], White Hole(230)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 218: HP: 1060, STR: 338788, VIT: 492, SPD: 24, LUK: 1, Attack: 424328, Defense: 86604, Current HP: 1060, A Avg: 1128712, D Avg: 86604, [Zodiac(184)[230, 230, 230], Goblin Hand(250)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 217: HP: 893, STR: 338830, VIT: 652, SPD: 24, LUK: 1, Attack: 424370, Defense: 85646, Current HP: 893, A Avg: 1128824, D Avg: 85646, [Zodiac(184)[230, 230, 230], Metalization(228)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 216: HP: 1010, STR: 339464, VIT: 116, SPD: 25, LUK: 1, Attack: 424430, Defense: 86904, Current HP: 1010, A Avg: 1128983, D Avg: 86904, [Red Shark(134)[230, 230, 230], C Magnum(239)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 215: HP: 804, STR: 338578, VIT: 384, SPD: 24, LUK: 1, Attack: 424456, Defense: 85118, Current HP: 804, A Avg: 1129052, D Avg: 85118, [Blue Sword(180)[230, 230, 230], Slafield(232)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 214: HP: 798, STR: 339301, VIT: 454, SPD: 25, LUK: 1, Attack: 424635, Defense: 84798, Current HP: 798, A Avg: 1129529, D Avg: 84798, [Impulse(166)[230, 230, 230], V Magnum(238)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 213: HP: 874, STR: 340048, VIT: 384, SPD: 25, LUK: 1, Attack: 424836, Defense: 87172, Current HP: 874, A Avg: 1130063, D Avg: 87172, [Pulse Knife(165)[230, 230, 230], C Magnum(239)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 212: HP: 513, STR: 339536, VIT: 262, SPD: 25, LUK: 1, Attack: 425076, Defense: 84398, Current HP: 513, A Avg: 1130702, D Avg: 84398, [Zodiac(184)[230, 230, 230], Magnum(237)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 211: HP: 1254, STR: 340132, VIT: 454, SPD: 25, LUK: 1, Attack: 425466, Defense: 87242, Current HP: 1254, A Avg: 1131739, D Avg: 87242, [Impulse(166)[230, 230, 230], C Magnum(239)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 210: HP: 513, STR: 340015, VIT: 262, SPD: 25, LUK: 1, Attack: 425555, Defense: 84606, Current HP: 513, A Avg: 1131976, D Avg: 84606, [Zodiac(184)[230, 230, 230], V Magnum(238)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 209: HP: 969, STR: 340846, VIT: 262, SPD: 25, LUK: 1, Attack: 426386, Defense: 87050, Current HP: 969, A Avg: 1134186, D Avg: 87050, [Zodiac(184)[230, 230, 230], C Magnum(239)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 208: HP: 1920, STR: 338561, VIT: 969, SPD: 24, LUK: 1, Attack: 426389, Defense: 88394, Current HP: 1920, A Avg: 1134194, D Avg: 88394, [Stargazer(183)[230, 230, 230], Cloud Shield(241)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 207: HP: 2128, STR: 341325, VIT: 812, SPD: 24, LUK: 1, Attack: 427138, Defense: 90590, Current HP: 2128, A Avg: 1136187, D Avg: 90590, [Spear of Regression(182)[230, 230, 230], Blank Shield(244)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 206: HP: 893, STR: 345105, VIT: 716, SPD: 24, LUK: 1, Attack: 428981, Defense: 88284, Current HP: 893, A Avg: 1141089, D Avg: 88284, [Tornado(111)[230, 230, 230], Storm Wall(242)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 205: HP: 893, STR: 345186, VIT: 716, SPD: 24, LUK: 1, Attack: 429335, Defense: 88284, Current HP: 893, A Avg: 1142031, D Avg: 88284, [Giant Tornado(114)[230, 230, 230], Storm Wall(242)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 204: HP: 494, STR: 345769, VIT: 107, SPD: 24, LUK: 1, Attack: 429541, Defense: 84035, Current HP: 494, A Avg: 1142579, D Avg: 84035, [Short Sword(103)[230, 230, 230], Tower Shield(213)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 203: HP: 573, STR: 345902, VIT: 149, SPD: 24, LUK: 1, Attack: 429628, Defense: 84077, Current HP: 573, A Avg: 1142810, D Avg: 84077, [Wooden Stick(101)[230, 230, 230], Hardwood Shield(223)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 202: HP: 418, STR: 345859, VIT: 98, SPD: 24, LUK: 1, Attack: 429631, Defense: 83961, Current HP: 418, A Avg: 1142818, D Avg: 83961, [Wasp Knife(105)[230, 230, 230], Titanium Shield(205)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 201: HP: 494, STR: 345826, VIT: 107, SPD: 24, LUK: 1, Attack: 429637, Defense: 84035, Current HP: 494, A Avg: 1142834, D Avg: 84035, [Long Sword(104)[230, 230, 230], Tower Shield(213)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 200: HP: 573, STR: 345902, VIT: 149, SPD: 24, LUK: 1, Attack: 429667, Defense: 84077, Current HP: 573, A Avg: 1142914, D Avg: 84077, [Club(102)[230, 230, 230], Hardwood Shield(223)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 199: HP: 340, STR: 345902, VIT: 118, SPD: 24, LUK: 1, Attack: 429670, Defense: 83851, Current HP: 340, A Avg: 1142922, D Avg: 83851, [Decorative Swords(109)[230, 230, 230], High Pot Lid(202)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 198: HP: 773, STR: 345884, VIT: 289, SPD: 25, LUK: 1, Attack: 429682, Defense: 86167, Current HP: 773, A Avg: 1142954, D Avg: 86167, [Ninja(135)[230, 230, 230], Sticky thread shield(247)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 197: HP: 399, STR: 345913, VIT: 158, SPD: 24, LUK: 1, Attack: 429685, Defense: 84086, Current HP: 399, A Avg: 1142962, D Avg: 84086, [Short Sword(103)[230, 230, 230], Tower Shield(213)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 196: HP: 741, STR: 345859, VIT: 193, SPD: 24, LUK: 1, Attack: 429715, Defense: 84030, Current HP: 741, A Avg: 1143041, D Avg: 84030, [Emerald Sword(115)[230, 230, 230], Emerald Shield(209)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 195: HP: 665, STR: 345967, VIT: 367, SPD: 24, LUK: 1, Attack: 429742, Defense: 87168, Current HP: 665, A Avg: 1143113, D Avg: 87168, [Peacemaker(131)[230, 230, 230], Riot(236)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 194: HP: 323, STR: 346003, VIT: 149, SPD: 24, LUK: 1, Attack: 429775, Defense: 84012, Current HP: 323, A Avg: 1143201, D Avg: 84012, [Wasp Knife(105)[230, 230, 230], Titanium Shield(205)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 193: HP: 399, STR: 345970, VIT: 158, SPD: 24, LUK: 1, Attack: 429781, Defense: 84086, Current HP: 399, A Avg: 1143217, D Avg: 84086, [Long Sword(104)[230, 230, 230], Tower Shield(213)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 192: HP: 678, STR: 346028, VIT: 337, SPD: 25, LUK: 1, Attack: 429826, Defense: 86215, Current HP: 678, A Avg: 1143337, D Avg: 86215, [Ninja(135)[230, 230, 230], Sticky thread shield(247)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 191: HP: 782, STR: 345927, VIT: 313, SPD: 25, LUK: 1, Attack: 429829, Defense: 86191, Current HP: 782, A Avg: 1143345, D Avg: 86191, [Crossed Shuriken(136)[230, 230, 230], Sticky thread shield(247)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 190: HP: 703, STR: 345931, VIT: 367, SPD: 24, LUK: 1, Attack: 429833, Defense: 87168, Current HP: 703, A Avg: 1143355, D Avg: 87168, [Daydream(132)[230, 230, 230], Riot(236)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 189: HP: 811, STR: 346021, VIT: 914, SPD: 24, LUK: 1, Attack: 429837, Defense: 87702, Current HP: 811, A Avg: 1143366, D Avg: 87702, [Hand Axe(140)[230, 230, 230], Golem Shield(245)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 188: HP: 646, STR: 346003, VIT: 244, SPD: 24, LUK: 1, Attack: 429859, Defense: 84081, Current HP: 646, A Avg: 1143424, D Avg: 84081, [Emerald Sword(115)[230, 230, 230], Emerald Shield(209)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 187: HP: 908, STR: 345877, VIT: 867, SPD: 24, LUK: 1, Attack: 429883, Defense: 87655, Current HP: 908, A Avg: 1143488, D Avg: 87655, [Crescent(141)[230, 230, 230], Golem Shield(245)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 186: HP: 570, STR: 346111, VIT: 418, SPD: 24, LUK: 1, Attack: 429886, Defense: 87219, Current HP: 570, A Avg: 1143496, D Avg: 87219, [Peacemaker(131)[230, 230, 230], Riot(236)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 185: HP: 665, STR: 345934, VIT: 416, SPD: 24, LUK: 1, Attack: 429901, Defense: 87256, Current HP: 665, A Avg: 1143536, D Avg: 87256, [Phantom Sword(117)[230, 230, 230], Aurora Shield(240)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 184: HP: 760, STR: 346021, VIT: 528, SPD: 24, LUK: 1, Attack: 429910, Defense: 87563, Current HP: 760, A Avg: 1143560, D Avg: 87563, [Iron Lumps(108)[230, 230, 230], Warrior's Shield(249)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 183: HP: 583, STR: 345952, VIT: 149, SPD: 24, LUK: 1, Attack: 429945, Defense: 84077, Current HP: 583, A Avg: 1143653, D Avg: 84077, [Sword of Wood(124)[230, 230, 230], Hardwood Shield(223)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 182: HP: 1919, STR: 346028, VIT: 193, SPD: 24, LUK: 1, Attack: 429969, Defense: 86110, Current HP: 1919, A Avg: 1143717, D Avg: 86110, [Rusty Knife(156)[230, 230, 230], Frying Pan(231)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 181: HP: 687, STR: 346071, VIT: 361, SPD: 25, LUK: 1, Attack: 429973, Defense: 86239, Current HP: 687, A Avg: 1143728, D Avg: 86239, [Crossed Shuriken(136)[230, 230, 230], Sticky thread shield(247)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 180: HP: 608, STR: 346075, VIT: 418, SPD: 24, LUK: 1, Attack: 429977, Defense: 87219, Current HP: 608, A Avg: 1143738, D Avg: 87219, [Daydream(132)[230, 230, 230], Riot(236)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 179: HP: 408, STR: 346021, VIT: 158, SPD: 24, LUK: 1, Attack: 430020, Defense: 84086, Current HP: 408, A Avg: 1143853, D Avg: 84086, [Greatsword(127)[230, 230, 230], Tower Shield(213)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 178: HP: 813, STR: 346021, VIT: 918, SPD: 24, LUK: 1, Attack: 430027, Defense: 87706, Current HP: 813, A Avg: 1143871, D Avg: 87706, [Crescent(141)[230, 230, 230], Golem Shield(245)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 177: HP: 570, STR: 346078, VIT: 464, SPD: 24, LUK: 1, Attack: 430045, Defense: 87304, Current HP: 570, A Avg: 1143919, D Avg: 87304, [Phantom Sword(117)[230, 230, 230], Aurora Shield(240)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 176: HP: 760, STR: 346071, VIT: 528, SPD: 24, LUK: 1, Attack: 430077, Defense: 87563, Current HP: 760, A Avg: 1144004, D Avg: 87563, [Great Iron Mass(122)[230, 230, 230], Warrior's Shield(249)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 175: HP: 1824, STR: 346172, VIT: 244, SPD: 24, LUK: 1, Attack: 430113, Defense: 86161, Current HP: 1824, A Avg: 1144100, D Avg: 86161, [Rusty Knife(156)[230, 230, 230], Frying Pan(231)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 174: HP: 712, STR: 346031, VIT: 337, SPD: 25, LUK: 1, Attack: 430141, Defense: 86215, Current HP: 712, A Avg: 1144175, D Avg: 86215, [Windmill(137)[230, 230, 230], Sticky thread shield(247)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 173: HP: 703, STR: 345981, VIT: 438, SPD: 24, LUK: 1, Attack: 430169, Defense: 87239, Current HP: 703, A Avg: 1144249, D Avg: 87239, [Cagliostro(133)[230, 230, 230], Riot(236)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 172: HP: 820, STR: 345995, VIT: 98, SPD: 24, LUK: 1, Attack: 430183, Defense: 84026, Current HP: 820, A Avg: 1144286, D Avg: 84026, [Sword of the Spirit Tree(125)[230, 230, 230], Hardwood Shield(223)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 171: HP: 860, STR: 346384, VIT: 348, SPD: 24, LUK: 1, Attack: 430208, Defense: 86460, Current HP: 860, A Avg: 1144353, D Avg: 86460, [Stun Knuckle(106)[230, 230, 230], Goblin Hand(250)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 170: HP: 562, STR: 346168, VIT: 260, SPD: 24, LUK: 1, Attack: 430278, Defense: 84188, Current HP: 562, A Avg: 1144539, D Avg: 84188, [Dragon Killer(139)[230, 230, 230], Tower Shield(213)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 169: HP: 617, STR: 346175, VIT: 385, SPD: 25, LUK: 1, Attack: 430285, Defense: 86263, Current HP: 617, A Avg: 1144558, D Avg: 86263, [Windmill(137)[230, 230, 230], Sticky thread shield(247)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 168: HP: 437, STR: 345522, VIT: 436, SPD: 24, LUK: 1, Attack: 430310, Defense: 84442, Current HP: 437, A Avg: 1144624, D Avg: 84442, [Pulse Knife(165)[230, 230, 230], Wings of Beast(210)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 167: HP: 418, STR: 345522, VIT: 1504, SPD: 24, LUK: 1, Attack: 430310, Defense: 87174, Current HP: 418, A Avg: 1144624, D Avg: 87174, [Pulse Knife(165)[230, 230, 230], Shield of Thousand(246)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 166: HP: 608, STR: 346125, VIT: 489, SPD: 24, LUK: 1, Attack: 430313, Defense: 87290, Current HP: 608, A Avg: 1144632, D Avg: 87290, [Cagliostro(133)[230, 230, 230], Riot(236)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 165: HP: 725, STR: 346139, VIT: 149, SPD: 24, LUK: 1, Attack: 430327, Defense: 84077, Current HP: 725, A Avg: 1144669, D Avg: 84077, [Sword of the Spirit Tree(125)[230, 230, 230], Hardwood Shield(223)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 164: HP: 680, STR: 345938, VIT: 406, SPD: 24, LUK: 1, Attack: 430360, Defense: 87246, Current HP: 680, A Avg: 1144757, D Avg: 87246, [Dreaming Sword(128)[230, 230, 230], Aurora Shield(240)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 163: HP: 509, STR: 345625, VIT: 436, SPD: 24, LUK: 1, Attack: 430413, Defense: 84936, Current HP: 509, A Avg: 1144898, D Avg: 84936, [Pulse Knife(165)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 162: HP: 620, STR: 346103, VIT: 598, SPD: 24, LUK: 1, Attack: 430421, Defense: 87386, Current HP: 620, A Avg: 1144919, D Avg: 87386, [Ruby Knuckle(151)[230, 230, 230], Energy Shield(227)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 161: HP: 585, STR: 346082, VIT: 454, SPD: 24, LUK: 1, Attack: 430504, Defense: 87294, Current HP: 585, A Avg: 1145140, D Avg: 87294, [Dreaming Sword(128)[230, 230, 230], Aurora Shield(240)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 160: HP: 1045, STR: 346031, VIT: 941, SPD: 24, LUK: 1, Attack: 430544, Defense: 87729, Current HP: 1045, A Avg: 1145247, D Avg: 87729, [Volcano(142)[230, 230, 230], Golem Shield(245)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 159: HP: 437, STR: 345831, VIT: 414, SPD: 24, LUK: 1, Attack: 430619, Defense: 84277, Current HP: 437, A Avg: 1145446, D Avg: 84277, [Pulse Knife(165)[230, 230, 230], Small Sword(218)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 158: HP: 920, STR: 346121, VIT: 580, SPD: 24, LUK: 1, Attack: 430634, Defense: 87615, Current HP: 920, A Avg: 1145486, D Avg: 87615, [Maximum Iron Mass(123)[230, 230, 230], Warrior's Shield(249)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 157: HP: 950, STR: 346175, VIT: 992, SPD: 24, LUK: 1, Attack: 430688, Defense: 87780, Current HP: 950, A Avg: 1145630, D Avg: 87780, [Volcano(142)[230, 230, 230], Golem Shield(245)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 156: HP: 554, STR: 345947, VIT: 444, SPD: 24, LUK: 1, Attack: 430735, Defense: 84450, Current HP: 554, A Avg: 1145755, D Avg: 84450, [Pulse Knife(165)[230, 230, 230], Small Dragon Sword(224)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 155: HP: 2299, STR: 346028, VIT: 346, SPD: 24, LUK: 1, Attack: 430736, Defense: 86263, Current HP: 2299, A Avg: 1145757, D Avg: 86263, [Thin Blade(158)[230, 230, 230], Frying Pan(231)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 154: HP: 608, STR: 345952, VIT: 436, SPD: 24, LUK: 1, Attack: 430740, Defense: 84325, Current HP: 608, A Avg: 1145768, D Avg: 84325, [Pulse Knife(165)[230, 230, 230], Small Lion(219)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 153: HP: 988, STR: 345952, VIT: 1040, SPD: 24, LUK: 1, Attack: 430740, Defense: 88608, Current HP: 988, A Avg: 1145768, D Avg: 88608, [Pulse Knife(165)[230, 230, 230], Storm Wall(242)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 152: HP: 752, STR: 345212, VIT: 345, SPD: 24, LUK: 1, Attack: 430856, Defense: 84845, Current HP: 752, A Avg: 1146076, D Avg: 84845, [Gladius(162)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 151: HP: 2204, STR: 346172, VIT: 397, SPD: 24, LUK: 1, Attack: 430880, Defense: 86314, Current HP: 2204, A Avg: 1146140, D Avg: 86314, [Thin Blade(158)[230, 230, 230], Frying Pan(231)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 150: HP: 640, STR: 346276, VIT: 643, SPD: 24, LUK: 1, Attack: 430926, Defense: 87431, Current HP: 640, A Avg: 1146263, D Avg: 87431, [Diamond Knuckle(152)[230, 230, 230], Energy Shield(227)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 149: HP: 817, STR: 345608, VIT: 507, SPD: 24, LUK: 1, Attack: 430942, Defense: 84513, Current HP: 817, A Avg: 1146305, D Avg: 84513, [Impulse(166)[230, 230, 230], Wings of Beast(210)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 148: HP: 798, STR: 345608, VIT: 1574, SPD: 24, LUK: 1, Attack: 430942, Defense: 87244, Current HP: 798, A Avg: 1146305, D Avg: 87244, [Impulse(166)[230, 230, 230], Shield of Thousand(246)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 147: HP: 608, STR: 346348, VIT: 312, SPD: 24, LUK: 1, Attack: 431004, Defense: 85280, Current HP: 608, A Avg: 1146470, D Avg: 85280, [Penetra(161)[230, 230, 230], Huge Shield(234)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 146: HP: 855, STR: 346201, VIT: 479, SPD: 24, LUK: 1, Attack: 431013, Defense: 87280, Current HP: 855, A Avg: 1146494, D Avg: 87280, [Granada(150)[230, 230, 230], Riot(236)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 145: HP: 779, STR: 346060, VIT: 275, SPD: 24, LUK: 1, Attack: 431028, Defense: 87193, Current HP: 779, A Avg: 1146534, D Avg: 87193, [Cluster Bomb(170)[230, 230, 230], White Hole(230)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 144: HP: 889, STR: 345711, VIT: 507, SPD: 24, LUK: 1, Attack: 431045, Defense: 85007, Current HP: 889, A Avg: 1146579, D Avg: 85007, [Impulse(166)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 143: HP: 1045, STR: 346319, VIT: 945, SPD: 24, LUK: 1, Attack: 431053, Defense: 87733, Current HP: 1045, A Avg: 1146600, D Avg: 87733, [Irruption(154)[230, 230, 230], Golem Shield(245)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 142: HP: 513, STR: 346492, VIT: 363, SPD: 24, LUK: 1, Attack: 431148, Defense: 85331, Current HP: 513, A Avg: 1146853, D Avg: 85331, [Penetra(161)[230, 230, 230], Huge Shield(234)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 141: HP: 760, STR: 346345, VIT: 530, SPD: 24, LUK: 1, Attack: 431157, Defense: 87331, Current HP: 760, A Avg: 1146877, D Avg: 87331, [Granada(150)[230, 230, 230], Riot(236)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 140: HP: 684, STR: 346204, VIT: 323, SPD: 24, LUK: 1, Attack: 431172, Defense: 87241, Current HP: 684, A Avg: 1146917, D Avg: 87241, [Cluster Bomb(170)[230, 230, 230], White Hole(230)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 139: HP: 950, STR: 346463, VIT: 996, SPD: 24, LUK: 1, Attack: 431197, Defense: 87784, Current HP: 950, A Avg: 1146984, D Avg: 87784, [Irruption(154)[230, 230, 230], Golem Shield(245)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 138: HP: 703, STR: 346370, VIT: 499, SPD: 24, LUK: 1, Attack: 431211, Defense: 85493, Current HP: 703, A Avg: 1147021, D Avg: 85493, [Grand Slam(163)[230, 230, 230], Metalization(228)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 137: HP: 953, STR: 346147, VIT: 210, SPD: 24, LUK: 1, Attack: 431245, Defense: 84138, Current HP: 953, A Avg: 1147111, D Avg: 84138, [Yggdrasil(126)[230, 230, 230], Hardwood Shield(223)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 136: HP: 817, STR: 345917, VIT: 484, SPD: 24, LUK: 1, Attack: 431251, Defense: 84347, Current HP: 817, A Avg: 1147127, D Avg: 84347, [Impulse(166)[230, 230, 230], Small Sword(218)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 135: HP: 1919, STR: 346435, VIT: 217, SPD: 24, LUK: 1, Attack: 431273, Defense: 86134, Current HP: 1919, A Avg: 1147186, D Avg: 86134, [Willow Blade(157)[230, 230, 230], Frying Pan(231)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 134: HP: 1159, STR: 346435, VIT: 510, SPD: 24, LUK: 1, Attack: 431358, Defense: 87311, Current HP: 1159, A Avg: 1147412, D Avg: 87311, [Pangaea(164)[230, 230, 230], Riot(236)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 133: HP: 934, STR: 346033, VIT: 515, SPD: 24, LUK: 1, Attack: 431367, Defense: 84521, Current HP: 934, A Avg: 1147436, D Avg: 84521, [Impulse(166)[230, 230, 230], Small Dragon Sword(224)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 132: HP: 418, STR: 346580, VIT: 384, SPD: 24, LUK: 1, Attack: 431368, Defense: 84572, Current HP: 418, A Avg: 1147438, D Avg: 84572, [Pulse Knife(165)[230, 230, 230], Dragon Sword(225)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 131: HP: 988, STR: 346038, VIT: 507, SPD: 24, LUK: 1, Attack: 431372, Defense: 84396, Current HP: 988, A Avg: 1147449, D Avg: 84396, [Impulse(166)[230, 230, 230], Small Lion(219)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 130: HP: 1368, STR: 346038, VIT: 1110, SPD: 24, LUK: 1, Attack: 431372, Defense: 88678, Current HP: 1368, A Avg: 1147449, D Avg: 88678, [Impulse(166)[230, 230, 230], Storm Wall(242)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 129: HP: 858, STR: 346291, VIT: 261, SPD: 24, LUK: 1, Attack: 431389, Defense: 84189, Current HP: 858, A Avg: 1147494, D Avg: 84189, [Yggdrasil(126)[230, 230, 230], Hardwood Shield(223)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 128: HP: 1824, STR: 346579, VIT: 268, SPD: 24, LUK: 1, Attack: 431417, Defense: 86185, Current HP: 1824, A Avg: 1147569, D Avg: 86185, [Willow Blade(157)[230, 230, 230], Frying Pan(231)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 127: HP: 1064, STR: 346579, VIT: 561, SPD: 24, LUK: 1, Attack: 431502, Defense: 87362, Current HP: 1064, A Avg: 1147795, D Avg: 87362, [Pangaea(164)[230, 230, 230], Riot(236)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 126: HP: 627, STR: 346240, VIT: 317, SPD: 24, LUK: 1, Attack: 431572, Defense: 84245, Current HP: 627, A Avg: 1147981, D Avg: 84245, [Tower(149)[230, 230, 230], Tower Shield(213)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 125: HP: 589, STR: 346984, VIT: 492, SPD: 24, LUK: 1, Attack: 431772, Defense: 85720, Current HP: 589, A Avg: 1148513, D Avg: 85720, [Pulse Knife(165)[230, 230, 230], Wave Motion Sword(226)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 124: HP: 532, STR: 346339, VIT: 315, SPD: 24, LUK: 1, Attack: 431879, Defense: 84321, Current HP: 532, A Avg: 1148798, D Avg: 84321, [Zodiac(184)[230, 230, 230], Wings of Beast(210)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 123: HP: 513, STR: 346339, VIT: 1382, SPD: 24, LUK: 1, Attack: 431879, Defense: 87052, Current HP: 513, A Avg: 1148798, D Avg: 87052, [Zodiac(184)[230, 230, 230], Shield of Thousand(246)[230, 230, 67], Ring of power(314)[68, 803, 807]]
