Rank 1000: HP: 95, STR: 30, VIT: 21, SPD: 1, LUK: 1, Attack: 148945, Defense: 83949, Current HP: 95, A Avg: 1240711, D Avg: 117528, [Sword of Evil[189, 0, 0, 0], Hardwood Shield[223, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 236: HP: 946, STR: 242, VIT: 676, SPD: 1, LUK: 1, Attack: 149263, Defense: 88244, Current HP: 946, A Avg: 1243360, D Avg: 123541, [Sword of Evil[189, 0, 0, 0], Storm Wall[242, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 235: HP: 160, STR: 243, VIT: 273, SPD: 1, LUK: 1, Attack: 149264, Defense: 87074, Current HP: 160, A Avg: 1243369, D Avg: 121903, [Sword of Evil[189, 0, 0, 0], Riot[236, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 234: HP: 300, STR: 247, VIT: 166, SPD: 1, LUK: 1, Attack: 149270, Defense: 86278, Current HP: 300, A Avg: 1243419, D Avg: 120789, [Sword of Evil[189, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 233: HP: 400, STR: 247, VIT: 186, SPD: 1, LUK: 1, Attack: 149270, Defense: 86298, Current HP: 400, A Avg: 1243419, D Avg: 120817, [Sword of Evil[189, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 232: HP: 400, STR: 247, VIT: 186, SPD: 1, LUK: 1, Attack: 149270, Defense: 86298, Current HP: 400, A Avg: 1243419, D Avg: 120817, [Sword of Evil[189, 0, 0, 0], Goblin Hand[250, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 231: HP: 627, STR: 253, VIT: 645, SPD: 1, LUK: 1, Attack: 149279, Defense: 88213, Current HP: 627, A Avg: 1243494, D Avg: 123498, [Sword of Evil[189, 0, 0, 0], Storm Wall[242, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 230: HP: 627, STR: 253, VIT: 676, SPD: 1, LUK: 1, Attack: 149279, Defense: 88244, Current HP: 627, A Avg: 1243494, D Avg: 123541, [Sword of Evil[189, 0, 0, 0], Storm Wall[242, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 229: HP: 1102, STR: 253, VIT: 466, SPD: 1, LUK: 1, Attack: 149279, Defense: 88034, Current HP: 1102, A Avg: 1243494, D Avg: 123247, [Sword of Evil[189, 0, 0, 0], Storm Wall[242, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 228: HP: 550, STR: 253, VIT: 425, SPD: 1, LUK: 1, Attack: 149279, Defense: 86537, Current HP: 550, A Avg: 1243494, D Avg: 121151, [Sword of Evil[189, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 227: HP: 140, STR: 256, VIT: 147, SPD: 1, LUK: 1, Attack: 149284, Defense: 84088, Current HP: 140, A Avg: 1243535, D Avg: 117723, [Sword of Evil[189, 0, 0, 0], Dragon's Scales[215, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 226: HP: 160, STR: 256, VIT: 150, SPD: 1, LUK: 1, Attack: 149284, Defense: 84390, Current HP: 160, A Avg: 1243535, D Avg: 118145, [Sword of Evil[189, 0, 0, 0], Dragon's Wings[216, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 225: HP: 57, STR: 256, VIT: 41, SPD: 1, LUK: 1, Attack: 149284, Defense: 84229, Current HP: 57, A Avg: 1243535, D Avg: 117920, [Sword of Evil[189, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 224: HP: 152, STR: 256, VIT: 62, SPD: 1, LUK: 1, Attack: 149284, Defense: 84250, Current HP: 152, A Avg: 1243535, D Avg: 117949, [Sword of Evil[189, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 223: HP: 152, STR: 256, VIT: 62, SPD: 1, LUK: 1, Attack: 149284, Defense: 84250, Current HP: 152, A Avg: 1243535, D Avg: 117949, [Sword of Evil[189, 0, 0, 0], Dragon Sword[225, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 222: HP: 100, STR: 264, VIT: 141, SPD: 1, LUK: 1, Attack: 149296, Defense: 84641, Current HP: 100, A Avg: 1243635, D Avg: 118497, [Sword of Evil[189, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 221: HP: 272, STR: 264, VIT: 229, SPD: 1, LUK: 1, Attack: 149296, Defense: 84417, Current HP: 272, A Avg: 1243635, D Avg: 118183, [Sword of Evil[189, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 220: HP: 646, STR: 264, VIT: 456, SPD: 1, LUK: 2, Attack: 149296, Defense: 88024, Current HP: 646, A Avg: 1243635, D Avg: 123233, [Sword of Evil[189, 0, 0, 0], Storm Wall[242, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 219: HP: 836, STR: 264, VIT: 676, SPD: 1, LUK: 1, Attack: 149296, Defense: 88244, Current HP: 836, A Avg: 1243635, D Avg: 123541, [Sword of Evil[189, 0, 0, 0], Storm Wall[242, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 218: HP: 160, STR: 272, VIT: 150, SPD: 1, LUK: 1, Attack: 149308, Defense: 85014, Current HP: 160, A Avg: 1243735, D Avg: 119019, [Sword of Evil[189, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 217: HP: 80, STR: 272, VIT: 152, SPD: 1, LUK: 1, Attack: 149308, Defense: 84574, Current HP: 80, A Avg: 1243735, D Avg: 118403, [Sword of Evil[189, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 216: HP: 684, STR: 275, VIT: 477, SPD: 2, LUK: 1, Attack: 149312, Defense: 88045, Current HP: 684, A Avg: 1243768, D Avg: 123262, [Sword of Evil[189, 0, 0, 0], Storm Wall[242, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 215: HP: 692, STR: 276, VIT: 742, SPD: 1, LUK: 1, Attack: 149314, Defense: 85736, Current HP: 692, A Avg: 1243785, D Avg: 120030, [Sword of Evil[189, 0, 0, 0], Metalization[228, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 214: HP: 437, STR: 278, VIT: 369, SPD: 1, LUK: 1, Attack: 149317, Defense: 85363, Current HP: 437, A Avg: 1243810, D Avg: 119508, [Sword of Evil[189, 0, 0, 0], Metalization[228, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 213: HP: 532, STR: 278, VIT: 391, SPD: 1, LUK: 1, Attack: 149317, Defense: 85385, Current HP: 532, A Avg: 1243810, D Avg: 119538, [Sword of Evil[189, 0, 0, 0], Metalization[228, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 212: HP: 532, STR: 278, VIT: 391, SPD: 1, LUK: 1, Attack: 149317, Defense: 85385, Current HP: 532, A Avg: 1243810, D Avg: 119538, [Sword of Evil[189, 0, 0, 0], Metalization[228, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 211: HP: 120, STR: 280, VIT: 152, SPD: 1, LUK: 1, Attack: 149320, Defense: 84158, Current HP: 120, A Avg: 1243835, D Avg: 117821, [Sword of Evil[189, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 210: HP: 60, STR: 287, VIT: 124, SPD: 1, LUK: 1, Attack: 149330, Defense: 87172, Current HP: 60, A Avg: 1243918, D Avg: 122040, [Sword of Evil[189, 0, 0, 0], Ghost shield[251, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 209: HP: 95, STR: 288, VIT: 66, SPD: 1, LUK: 1, Attack: 149332, Defense: 85294, Current HP: 95, A Avg: 1243935, D Avg: 119411, [Sword of Evil[189, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 208: HP: 190, STR: 288, VIT: 87, SPD: 1, LUK: 1, Attack: 149332, Defense: 85315, Current HP: 190, A Avg: 1243935, D Avg: 119440, [Sword of Evil[189, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 207: HP: 314, STR: 288, VIT: 268, SPD: 1, LUK: 1, Attack: 149332, Defense: 85496, Current HP: 314, A Avg: 1243935, D Avg: 119694, [Sword of Evil[189, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 206: HP: 190, STR: 288, VIT: 87, SPD: 1, LUK: 1, Attack: 149332, Defense: 85315, Current HP: 190, A Avg: 1243935, D Avg: 119440, [Sword of Evil[189, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 205: HP: 260, STR: 297, VIT: 338, SPD: 1, LUK: 1, Attack: 149345, Defense: 84061, Current HP: 260, A Avg: 1244043, D Avg: 117685, [Sword of Evil[189, 0, 0, 0], Pot Lid[201, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 204: HP: 260, STR: 297, VIT: 338, SPD: 1, LUK: 1, Attack: 149345, Defense: 84071, Current HP: 260, A Avg: 1244043, D Avg: 117699, [Sword of Evil[189, 0, 0, 0], High Pot Lid[202, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 203: HP: 247, STR: 297, VIT: 365, SPD: 1, LUK: 1, Attack: 149345, Defense: 84234, Current HP: 247, A Avg: 1244043, D Avg: 117927, [Sword of Evil[189, 0, 0, 0], Wooden Shield[203, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 202: HP: 247, STR: 297, VIT: 374, SPD: 1, LUK: 1, Attack: 149345, Defense: 84178, Current HP: 247, A Avg: 1244043, D Avg: 117849, [Sword of Evil[189, 0, 0, 0], Iron Shield[204, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 201: HP: 247, STR: 297, VIT: 349, SPD: 1, LUK: 1, Attack: 149345, Defense: 84212, Current HP: 247, A Avg: 1244043, D Avg: 117896, [Sword of Evil[189, 0, 0, 0], Titanium Shield[205, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 200: HP: 247, STR: 297, VIT: 381, SPD: 1, LUK: 1, Attack: 149345, Defense: 84270, Current HP: 247, A Avg: 1244043, D Avg: 117977, [Sword of Evil[189, 0, 0, 0], Large iron Shield[206, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 199: HP: 260, STR: 297, VIT: 353, SPD: 1, LUK: 1, Attack: 149345, Defense: 84229, Current HP: 260, A Avg: 1244043, D Avg: 117920, [Sword of Evil[189, 0, 0, 0], Magic Shield[207, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 198: HP: 266, STR: 297, VIT: 349, SPD: 1, LUK: 1, Attack: 149345, Defense: 84186, Current HP: 266, A Avg: 1244043, D Avg: 117860, [Sword of Evil[189, 0, 0, 0], Emerald Shield[209, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 197: HP: 320, STR: 297, VIT: 353, SPD: 1, LUK: 1, Attack: 149345, Defense: 84125, Current HP: 320, A Avg: 1244043, D Avg: 117774, [Sword of Evil[189, 0, 0, 0], Clear Shield[211, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 196: HP: 360, STR: 297, VIT: 353, SPD: 1, LUK: 1, Attack: 149345, Defense: 84372, Current HP: 360, A Avg: 1244043, D Avg: 118120, [Sword of Evil[189, 0, 0, 0], Prism Shield[212, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 195: HP: 323, STR: 297, VIT: 365, SPD: 1, LUK: 1, Attack: 149345, Defense: 84293, Current HP: 323, A Avg: 1244043, D Avg: 118010, [Sword of Evil[189, 0, 0, 0], Tower Shield[213, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 194: HP: 360, STR: 297, VIT: 368, SPD: 1, LUK: 1, Attack: 149345, Defense: 84930, Current HP: 360, A Avg: 1244043, D Avg: 118901, [Sword of Evil[189, 0, 0, 0], Slime Shield[221, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 193: HP: 285, STR: 297, VIT: 349, SPD: 1, LUK: 1, Attack: 149345, Defense: 84277, Current HP: 285, A Avg: 1244043, D Avg: 117987, [Sword of Evil[189, 0, 0, 0], Hardwood Shield[223, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 192: HP: 260, STR: 297, VIT: 799, SPD: 1, LUK: 1, Attack: 149345, Defense: 87587, Current HP: 260, A Avg: 1244043, D Avg: 122621, [Sword of Evil[189, 0, 0, 0], Energy Shield[227, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 191: HP: 285, STR: 297, VIT: 430, SPD: 1, LUK: 1, Attack: 149345, Defense: 85021, Current HP: 285, A Avg: 1244043, D Avg: 119029, [Sword of Evil[189, 0, 0, 0], Black Hole[229, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 190: HP: 285, STR: 297, VIT: 430, SPD: 1, LUK: 1, Attack: 149345, Defense: 87348, Current HP: 285, A Avg: 1244043, D Avg: 122287, [Sword of Evil[189, 0, 0, 0], White Hole[230, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 189: HP: 1197, STR: 297, VIT: 349, SPD: 1, LUK: 1, Attack: 149345, Defense: 86266, Current HP: 1197, A Avg: 1244043, D Avg: 120772, [Sword of Evil[189, 0, 0, 0], Frying Pan[231, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 188: HP: 500, STR: 297, VIT: 399, SPD: 1, LUK: 1, Attack: 149345, Defense: 85133, Current HP: 500, A Avg: 1244043, D Avg: 119186, [Sword of Evil[189, 0, 0, 0], Slafield[232, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 187: HP: 400, STR: 297, VIT: 368, SPD: 1, LUK: 1, Attack: 149345, Defense: 85843, Current HP: 400, A Avg: 1244043, D Avg: 120180, [Sword of Evil[189, 0, 0, 0], Mist Shield[233, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 186: HP: 437, STR: 297, VIT: 349, SPD: 1, LUK: 1, Attack: 149345, Defense: 85317, Current HP: 437, A Avg: 1244043, D Avg: 119443, [Sword of Evil[189, 0, 0, 0], Huge Shield[234, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 185: HP: 361, STR: 297, VIT: 553, SPD: 1, LUK: 1, Attack: 149345, Defense: 87393, Current HP: 361, A Avg: 1244043, D Avg: 122350, [Sword of Evil[189, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 184: HP: 260, STR: 297, VIT: 338, SPD: 1, LUK: 1, Attack: 149345, Defense: 87763, Current HP: 260, A Avg: 1244043, D Avg: 122868, [Sword of Evil[189, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 183: HP: 247, STR: 297, VIT: 338, SPD: 1, LUK: 1, Attack: 149345, Defense: 87127, Current HP: 247, A Avg: 1244043, D Avg: 121977, [Sword of Evil[189, 0, 0, 0], Graffiti[243, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 182: HP: 247, STR: 297, VIT: 338, SPD: 1, LUK: 1, Attack: 149345, Defense: 90116, Current HP: 247, A Avg: 1244043, D Avg: 126162, [Sword of Evil[189, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 181: HP: 722, STR: 297, VIT: 666, SPD: 1, LUK: 1, Attack: 149345, Defense: 87454, Current HP: 722, A Avg: 1244043, D Avg: 122435, [Sword of Evil[189, 0, 0, 0], Golem Shield[245, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 180: HP: 532, STR: 297, VIT: 368, SPD: 1, LUK: 1, Attack: 149345, Defense: 86246, Current HP: 532, A Avg: 1244043, D Avg: 120744, [Sword of Evil[189, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 179: HP: 475, STR: 297, VIT: 508, SPD: 1, LUK: 1, Attack: 149345, Defense: 86724, Current HP: 475, A Avg: 1244043, D Avg: 121413, [Sword of Evil[189, 0, 0, 0], King Shield[248, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 178: HP: 660, STR: 297, VIT: 953, SPD: 1, LUK: 1, Attack: 149345, Defense: 87988, Current HP: 660, A Avg: 1244043, D Avg: 123183, [Sword of Evil[189, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 177: HP: 268, STR: 307, VIT: 350, SPD: 1, LUK: 1, Attack: 149360, Defense: 85968, Current HP: 268, A Avg: 1244168, D Avg: 120355, [Sword of Evil[189, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 176: HP: 266, STR: 308, VIT: 353, SPD: 1, LUK: 1, Attack: 149362, Defense: 84359, Current HP: 266, A Avg: 1244185, D Avg: 118102, [Sword of Evil[189, 0, 0, 0], Wings of Beast[210, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 175: HP: 646, STR: 308, VIT: 456, SPD: 2, LUK: 1, Attack: 149362, Defense: 88024, Current HP: 646, A Avg: 1244185, D Avg: 123233, [Sword of Evil[189, 0, 0, 0], Storm Wall[242, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 174: HP: 1087, STR: 308, VIT: 446, SPD: 1, LUK: 1, Attack: 149362, Defense: 88014, Current HP: 1087, A Avg: 1244185, D Avg: 123219, [Sword of Evil[189, 0, 0, 0], Storm Wall[242, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 173: HP: 858, STR: 308, VIT: 435, SPD: 1, LUK: 2, Attack: 149362, Defense: 88003, Current HP: 858, A Avg: 1244185, D Avg: 123204, [Sword of Evil[189, 0, 0, 0], Storm Wall[242, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 172: HP: 627, STR: 308, VIT: 435, SPD: 1, LUK: 2, Attack: 149362, Defense: 88003, Current HP: 627, A Avg: 1244185, D Avg: 123204, [Sword of Evil[189, 0, 0, 0], Storm Wall[242, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 171: HP: 247, STR: 308, VIT: 338, SPD: 1, LUK: 1, Attack: 149362, Defense: 86008, Current HP: 247, A Avg: 1244185, D Avg: 120411, [Sword of Evil[189, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 170: HP: 247, STR: 310, VIT: 353, SPD: 1, LUK: 1, Attack: 149365, Defense: 84378, Current HP: 247, A Avg: 1244210, D Avg: 118129, [Sword of Evil[189, 0, 0, 0], Conductive Barrier[208, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 169: HP: 247, STR: 310, VIT: 539, SPD: 1, LUK: 1, Attack: 149365, Defense: 85377, Current HP: 247, A Avg: 1244210, D Avg: 119527, [Sword of Evil[189, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 168: HP: 342, STR: 313, VIT: 539, SPD: 1, LUK: 1, Attack: 149369, Defense: 87340, Current HP: 342, A Avg: 1244243, D Avg: 122275, [Sword of Evil[189, 0, 0, 0], Riot[236, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 167: HP: 323, STR: 324, VIT: 365, SPD: 1, LUK: 1, Attack: 149386, Defense: 84306, Current HP: 323, A Avg: 1244385, D Avg: 118028, [Sword of Evil[189, 0, 0, 0], Dragon's Scales[215, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 166: HP: 342, STR: 324, VIT: 368, SPD: 1, LUK: 1, Attack: 149386, Defense: 84608, Current HP: 342, A Avg: 1244385, D Avg: 118451, [Sword of Evil[189, 0, 0, 0], Dragon's Wings[216, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 165: HP: 80, STR: 330, VIT: 141, SPD: 1, LUK: 1, Attack: 149395, Defense: 84004, Current HP: 80, A Avg: 1244460, D Avg: 117605, [Sword of Evil[189, 0, 0, 0], Small Sword[218, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 164: HP: 120, STR: 330, VIT: 141, SPD: 1, LUK: 1, Attack: 149395, Defense: 84030, Current HP: 120, A Avg: 1244460, D Avg: 117641, [Sword of Evil[189, 0, 0, 0], Small Lion[219, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 163: HP: 285, STR: 336, VIT: 353, SPD: 1, LUK: 1, Attack: 149404, Defense: 84853, Current HP: 285, A Avg: 1244535, D Avg: 118794, [Sword of Evil[189, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 162: HP: 342, STR: 337, VIT: 368, SPD: 1, LUK: 1, Attack: 149405, Defense: 85232, Current HP: 342, A Avg: 1244543, D Avg: 119324, [Sword of Evil[189, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 161: HP: 266, STR: 337, VIT: 368, SPD: 1, LUK: 1, Attack: 149405, Defense: 84790, Current HP: 266, A Avg: 1244543, D Avg: 118705, [Sword of Evil[189, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 160: HP: 304, STR: 350, VIT: 368, SPD: 1, LUK: 1, Attack: 149425, Defense: 84374, Current HP: 304, A Avg: 1244710, D Avg: 118123, [Sword of Evil[189, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 159: HP: 627, STR: 352, VIT: 435, SPD: 1, LUK: 1, Attack: 149428, Defense: 88003, Current HP: 627, A Avg: 1244735, D Avg: 123204, [Sword of Evil[189, 0, 0, 0], Storm Wall[242, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 158: HP: 944, STR: 374, VIT: 477, SPD: 1, LUK: 1, Attack: 149461, Defense: 88045, Current HP: 944, A Avg: 1245010, D Avg: 123262, [Sword of Evil[189, 0, 0, 0], Storm Wall[242, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 157: HP: 902, STR: 384, VIT: 884, SPD: 1, LUK: 1, Attack: 149476, Defense: 88452, Current HP: 902, A Avg: 1245135, D Avg: 123832, [Sword of Evil[189, 0, 0, 0], Storm Wall[242, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 156: HP: 315, STR: 384, VIT: 261, SPD: 1, LUK: 1, Attack: 149476, Defense: 86373, Current HP: 315, A Avg: 1245135, D Avg: 120922, [Sword of Evil[189, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 155: HP: 266, STR: 392, VIT: 353, SPD: 1, LUK: 1, Attack: 149488, Defense: 84216, Current HP: 266, A Avg: 1245235, D Avg: 117902, [Sword of Evil[189, 0, 0, 0], Small Sword[218, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 154: HP: 304, STR: 392, VIT: 353, SPD: 1, LUK: 1, Attack: 149488, Defense: 84242, Current HP: 304, A Avg: 1245235, D Avg: 117938, [Sword of Evil[189, 0, 0, 0], Small Lion[219, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 153: HP: 60, STR: 396, VIT: 130, SPD: 1, LUK: 1, Attack: 149494, Defense: 84318, Current HP: 60, A Avg: 1245285, D Avg: 118045, [Sword of Evil[189, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 152: HP: 60, STR: 406, VIT: 20, SPD: 1, LUK: 1, Attack: 149509, Defense: 83743, Current HP: 60, A Avg: 1245409, D Avg: 117240, [Sword of Evil[189, 0, 0, 0], Pot Lid[201, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 151: HP: 60, STR: 406, VIT: 20, SPD: 1, LUK: 1, Attack: 149509, Defense: 83753, Current HP: 60, A Avg: 1245409, D Avg: 117254, [Sword of Evil[189, 0, 0, 0], High Pot Lid[202, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 150: HP: 57, STR: 406, VIT: 32, SPD: 1, LUK: 1, Attack: 149509, Defense: 83901, Current HP: 57, A Avg: 1245409, D Avg: 117461, [Sword of Evil[189, 0, 0, 0], Wooden Shield[203, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 149: HP: 57, STR: 406, VIT: 39, SPD: 1, LUK: 1, Attack: 149509, Defense: 83843, Current HP: 57, A Avg: 1245409, D Avg: 117380, [Sword of Evil[189, 0, 0, 0], Iron Shield[204, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 148: HP: 57, STR: 406, VIT: 21, SPD: 1, LUK: 1, Attack: 149509, Defense: 83884, Current HP: 57, A Avg: 1245409, D Avg: 117437, [Sword of Evil[189, 0, 0, 0], Titanium Shield[205, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 147: HP: 57, STR: 406, VIT: 43, SPD: 1, LUK: 1, Attack: 149509, Defense: 83932, Current HP: 57, A Avg: 1245409, D Avg: 117504, [Sword of Evil[189, 0, 0, 0], Large iron Shield[206, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 146: HP: 60, STR: 406, VIT: 31, SPD: 1, LUK: 1, Attack: 149509, Defense: 83907, Current HP: 60, A Avg: 1245409, D Avg: 117469, [Sword of Evil[189, 0, 0, 0], Magic Shield[207, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 145: HP: 76, STR: 406, VIT: 21, SPD: 1, LUK: 1, Attack: 149509, Defense: 83858, Current HP: 76, A Avg: 1245409, D Avg: 117401, [Sword of Evil[189, 0, 0, 0], Emerald Shield[209, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 144: HP: 120, STR: 406, VIT: 31, SPD: 1, LUK: 1, Attack: 149509, Defense: 83803, Current HP: 120, A Avg: 1245409, D Avg: 117324, [Sword of Evil[189, 0, 0, 0], Clear Shield[211, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 143: HP: 160, STR: 406, VIT: 31, SPD: 1, LUK: 1, Attack: 149509, Defense: 84050, Current HP: 160, A Avg: 1245409, D Avg: 117669, [Sword of Evil[189, 0, 0, 0], Prism Shield[212, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 142: HP: 133, STR: 406, VIT: 32, SPD: 1, LUK: 1, Attack: 149509, Defense: 83960, Current HP: 133, A Avg: 1245409, D Avg: 117543, [Sword of Evil[189, 0, 0, 0], Tower Shield[213, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 141: HP: 160, STR: 406, VIT: 41, SPD: 1, LUK: 1, Attack: 149509, Defense: 84603, Current HP: 160, A Avg: 1245409, D Avg: 118444, [Sword of Evil[189, 0, 0, 0], Slime Shield[221, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 140: HP: 95, STR: 406, VIT: 21, SPD: 1, LUK: 1, Attack: 149509, Defense: 83949, Current HP: 95, A Avg: 1245409, D Avg: 117528, [Sword of Evil[189, 0, 0, 0], Hardwood Shield[223, 0, 0, 0], Ring of power[314, 0, 0, 0]]
