Rank 1000: HP: 1045, STR: 269, VIT: 236, SPD: 25, LUK: 1, Attack: 138683, Defense: 84658, Current HP: 1045, A Avg: 1155229, D Avg: 118521, [Big Bang[171, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 201: HP: 940, STR: 1222, VIT: 160, SPD: 27, LUK: 1, Attack: 140113, Defense: 84296, Current HP: 940, A Avg: 1167141, D Avg: 118014, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 200: HP: 1064, STR: 1228, VIT: 211, SPD: 23, LUK: 1, Attack: 140122, Defense: 85439, Current HP: 1064, A Avg: 1167216, D Avg: 119614, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 199: HP: 1159, STR: 1228, VIT: 290, SPD: 23, LUK: 1, Attack: 140122, Defense: 85518, Current HP: 1159, A Avg: 1167216, D Avg: 119725, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 198: HP: 1159, STR: 1228, VIT: 232, SPD: 23, LUK: 1, Attack: 140122, Defense: 85460, Current HP: 1159, A Avg: 1167216, D Avg: 119643, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 197: HP: 1049, STR: 3542, VIT: 284, SPD: 27, LUK: 1, Attack: 140176, Defense: 84147, Current HP: 1049, A Avg: 1167666, D Avg: 117805, [Spectral Sword Shigure[172, 0, 0, 0], Small Sword[218, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 196: HP: 1323, STR: 3545, VIT: 561, SPD: 25, LUK: 1, Attack: 140181, Defense: 86673, Current HP: 1323, A Avg: 1167707, D Avg: 121342, [Spectral Sword Shigure[172, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 195: HP: 893, STR: 3550, VIT: 294, SPD: 38, LUK: 1, Attack: 140188, Defense: 85522, Current HP: 893, A Avg: 1167766, D Avg: 119730, [Spectral Sword Shigure[172, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 194: HP: 1007, STR: 3571, VIT: 659, SPD: 28, LUK: 1, Attack: 140220, Defense: 85250, Current HP: 1007, A Avg: 1168032, D Avg: 119349, [Spectral Sword Shigure[172, 0, 0, 0], Black Hole[229, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 193: HP: 1140, STR: 3571, VIT: 688, SPD: 28, LUK: 1, Attack: 140220, Defense: 87606, Current HP: 1140, A Avg: 1168032, D Avg: 122648, [Spectral Sword Shigure[172, 0, 0, 0], White Hole[230, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 192: HP: 1140, STR: 3577, VIT: 759, SPD: 25, LUK: 1, Attack: 140229, Defense: 85753, Current HP: 1140, A Avg: 1168107, D Avg: 120054, [Spectral Sword Shigure[172, 0, 0, 0], Metalization[228, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 191: HP: 893, STR: 1308, VIT: 49, SPD: 25, LUK: 1, Attack: 140242, Defense: 84185, Current HP: 893, A Avg: 1168215, D Avg: 117858, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 190: HP: 884, STR: 3587, VIT: 330, SPD: 25, LUK: 1, Attack: 140244, Defense: 84336, Current HP: 884, A Avg: 1168232, D Avg: 118070, [Spectral Sword Shigure[172, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 189: HP: 1159, STR: 1312, VIT: 340, SPD: 28, LUK: 1, Attack: 140248, Defense: 84528, Current HP: 1159, A Avg: 1168265, D Avg: 118339, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 188: HP: 940, STR: 3590, VIT: 319, SPD: 25, LUK: 1, Attack: 140248, Defense: 84208, Current HP: 940, A Avg: 1168265, D Avg: 117891, [Spectral Sword Shigure[172, 0, 0, 0], Small Lion[219, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 187: HP: 1340, STR: 3590, VIT: 1139, SPD: 25, LUK: 1, Attack: 140248, Defense: 88707, Current HP: 1340, A Avg: 1168265, D Avg: 124189, [Spectral Sword Shigure[172, 0, 0, 0], Storm Wall[242, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 186: HP: 1650, STR: 3597, VIT: 568, SPD: 27, LUK: 1, Attack: 140259, Defense: 86680, Current HP: 1650, A Avg: 1168357, D Avg: 121351, [Spectral Sword Shigure[172, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 185: HP: 1358, STR: 1331, VIT: 73, SPD: 25, LUK: 1, Attack: 140276, Defense: 86861, Current HP: 1358, A Avg: 1168499, D Avg: 121605, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 184: HP: 2059, STR: 1331, VIT: 60, SPD: 25, LUK: 1, Attack: 140276, Defense: 86848, Current HP: 2059, A Avg: 1168499, D Avg: 121587, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 183: HP: 1387, STR: 1331, VIT: 60, SPD: 45, LUK: 1, Attack: 140276, Defense: 86848, Current HP: 1387, A Avg: 1168499, D Avg: 121587, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 182: HP: 1368, STR: 1331, VIT: 70, SPD: 40, LUK: 1, Attack: 140276, Defense: 86858, Current HP: 1368, A Avg: 1168499, D Avg: 121601, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 181: HP: 1782, STR: 1331, VIT: 104, SPD: 25, LUK: 1, Attack: 140276, Defense: 86892, Current HP: 1782, A Avg: 1168499, D Avg: 121648, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 180: HP: 1406, STR: 1331, VIT: 91, SPD: 40, LUK: 1, Attack: 140276, Defense: 86879, Current HP: 1406, A Avg: 1168499, D Avg: 121630, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 179: HP: 893, STR: 1333, VIT: 49, SPD: 25, LUK: 2, Attack: 140279, Defense: 84393, Current HP: 893, A Avg: 1168524, D Avg: 118150, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 178: HP: 722, STR: 3618, VIT: 153, SPD: 40, LUK: 1, Attack: 140290, Defense: 84497, Current HP: 722, A Avg: 1168615, D Avg: 118295, [Spectral Sword Shigure[172, 0, 0, 0], V Magnum[238, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 177: HP: 1349, STR: 1341, VIT: 104, SPD: 25, LUK: 1, Attack: 140291, Defense: 86892, Current HP: 1349, A Avg: 1168624, D Avg: 121648, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 176: HP: 2204, STR: 1341, VIT: 80, SPD: 25, LUK: 1, Attack: 140291, Defense: 86868, Current HP: 2204, A Avg: 1168624, D Avg: 121615, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 175: HP: 1448, STR: 3630, VIT: 774, SPD: 27, LUK: 1, Attack: 140308, Defense: 85768, Current HP: 1448, A Avg: 1168765, D Avg: 120075, [Spectral Sword Shigure[172, 0, 0, 0], Metalization[228, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 174: HP: 1180, STR: 3634, VIT: 327, SPD: 27, LUK: 1, Attack: 140314, Defense: 84333, Current HP: 1180, A Avg: 1168815, D Avg: 118066, [Spectral Sword Shigure[172, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 173: HP: 1238, STR: 3638, VIT: 316, SPD: 27, LUK: 1, Attack: 140320, Defense: 84205, Current HP: 1238, A Avg: 1168865, D Avg: 117886, [Spectral Sword Shigure[172, 0, 0, 0], Small Lion[219, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 172: HP: 1658, STR: 3638, VIT: 1173, SPD: 27, LUK: 1, Attack: 140320, Defense: 88741, Current HP: 1658, A Avg: 1168865, D Avg: 124237, [Spectral Sword Shigure[172, 0, 0, 0], Storm Wall[242, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 171: HP: 1007, STR: 5887, VIT: 136, SPD: 25, LUK: 1, Attack: 140322, Defense: 86924, Current HP: 1007, A Avg: 1168882, D Avg: 121693, [Neural Edge[190, 0, 0, 0], C Magnum[239, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 170: HP: 1159, STR: 3645, VIT: 590, SPD: 23, LUK: 1, Attack: 140331, Defense: 84778, Current HP: 1159, A Avg: 1168957, D Avg: 118689, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 169: HP: 988, STR: 3648, VIT: 462, SPD: 28, LUK: 1, Attack: 140335, Defense: 84325, Current HP: 988, A Avg: 1168990, D Avg: 118054, [Spectral Sword Shigure[172, 0, 0, 0], Small Sword[218, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 168: HP: 1490, STR: 3652, VIT: 406, SPD: 28, LUK: 1, Attack: 140341, Defense: 87194, Current HP: 1490, A Avg: 1169040, D Avg: 122071, [Spectral Sword Shigure[172, 0, 0, 0], C Magnum[239, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 167: HP: 1159, STR: 3655, VIT: 590, SPD: 25, LUK: 1, Attack: 140346, Defense: 84726, Current HP: 1159, A Avg: 1169082, D Avg: 118616, [Spectral Sword Shigure[172, 0, 0, 0], Magnum[237, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 166: HP: 1427, STR: 1380, VIT: 304, SPD: 27, LUK: 1, Attack: 140350, Defense: 85532, Current HP: 1427, A Avg: 1169115, D Avg: 119744, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 165: HP: 1672, STR: 1381, VIT: 147, SPD: 25, LUK: 1, Attack: 140351, Defense: 86935, Current HP: 1672, A Avg: 1169123, D Avg: 121708, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 164: HP: 2303, STR: 1394, VIT: 60, SPD: 25, LUK: 1, Attack: 140371, Defense: 86848, Current HP: 2303, A Avg: 1169290, D Avg: 121587, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 163: HP: 1694, STR: 1394, VIT: 49, SPD: 25, LUK: 2, Attack: 140371, Defense: 86837, Current HP: 1694, A Avg: 1169290, D Avg: 121571, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 162: HP: 1120, STR: 1399, VIT: 308, SPD: 25, LUK: 1, Attack: 140378, Defense: 85536, Current HP: 1120, A Avg: 1169348, D Avg: 119750, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 161: HP: 1540, STR: 3682, VIT: 722, SPD: 28, LUK: 1, Attack: 140386, Defense: 86834, Current HP: 1540, A Avg: 1169415, D Avg: 121567, [Spectral Sword Shigure[172, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 160: HP: 893, STR: 1413, VIT: 70, SPD: 25, LUK: 1, Attack: 140399, Defense: 84414, Current HP: 893, A Avg: 1169523, D Avg: 118179, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 159: HP: 988, STR: 1413, VIT: 149, SPD: 25, LUK: 1, Attack: 140399, Defense: 84493, Current HP: 988, A Avg: 1169523, D Avg: 118290, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 158: HP: 988, STR: 1413, VIT: 91, SPD: 25, LUK: 1, Attack: 140399, Defense: 84435, Current HP: 988, A Avg: 1169523, D Avg: 118208, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 157: HP: 1216, STR: 3691, VIT: 174, SPD: 40, LUK: 1, Attack: 140400, Defense: 86962, Current HP: 1216, A Avg: 1169531, D Avg: 121746, [Spectral Sword Shigure[172, 0, 0, 0], C Magnum[239, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 156: HP: 1159, STR: 1432, VIT: 340, SPD: 30, LUK: 1, Attack: 140428, Defense: 84476, Current HP: 1159, A Avg: 1169765, D Avg: 118266, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 155: HP: 1349, STR: 3713, VIT: 922, SPD: 28, LUK: 1, Attack: 140433, Defense: 85916, Current HP: 1349, A Avg: 1169806, D Avg: 120282, [Spectral Sword Shigure[172, 0, 0, 0], Metalization[228, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 154: HP: 323, STR: 5981, VIT: 49, SPD: 23, LUK: 1, Attack: 140463, Defense: 87877, Current HP: 323, A Avg: 1170056, D Avg: 123027, [Neural Edge[190, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 153: HP: 1105, STR: 3734, VIT: 502, SPD: 28, LUK: 1, Attack: 140464, Defense: 84508, Current HP: 1105, A Avg: 1170065, D Avg: 118311, [Spectral Sword Shigure[172, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 152: HP: 1159, STR: 3737, VIT: 491, SPD: 28, LUK: 1, Attack: 140469, Defense: 84380, Current HP: 1159, A Avg: 1170106, D Avg: 118131, [Spectral Sword Shigure[172, 0, 0, 0], Small Lion[219, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 151: HP: 1539, STR: 3737, VIT: 1274, SPD: 28, LUK: 1, Attack: 140469, Defense: 88842, Current HP: 1539, A Avg: 1170106, D Avg: 124378, [Spectral Sword Shigure[172, 0, 0, 0], Storm Wall[242, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 150: HP: 1064, STR: 1484, VIT: 190, SPD: 23, LUK: 1, Attack: 140506, Defense: 85418, Current HP: 1064, A Avg: 1170414, D Avg: 119585, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 149: HP: 740, STR: 3803, VIT: 132, SPD: 23, LUK: 1, Attack: 140568, Defense: 83855, Current HP: 740, A Avg: 1170931, D Avg: 117396, [Spectral Sword Shigure[172, 0, 0, 0], Pot Lid[201, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 148: HP: 740, STR: 3803, VIT: 132, SPD: 23, LUK: 1, Attack: 140568, Defense: 83865, Current HP: 740, A Avg: 1170931, D Avg: 117410, [Spectral Sword Shigure[172, 0, 0, 0], High Pot Lid[202, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 147: HP: 703, STR: 3803, VIT: 150, SPD: 23, LUK: 1, Attack: 140568, Defense: 84019, Current HP: 703, A Avg: 1170931, D Avg: 117626, [Spectral Sword Shigure[172, 0, 0, 0], Wooden Shield[203, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 146: HP: 703, STR: 3803, VIT: 156, SPD: 23, LUK: 1, Attack: 140568, Defense: 83960, Current HP: 703, A Avg: 1170931, D Avg: 117543, [Spectral Sword Shigure[172, 0, 0, 0], Iron Shield[204, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 145: HP: 703, STR: 3803, VIT: 169, SPD: 23, LUK: 1, Attack: 140568, Defense: 84032, Current HP: 703, A Avg: 1170931, D Avg: 117644, [Spectral Sword Shigure[172, 0, 0, 0], Titanium Shield[205, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 144: HP: 703, STR: 3803, VIT: 191, SPD: 23, LUK: 1, Attack: 140568, Defense: 84080, Current HP: 703, A Avg: 1170931, D Avg: 117711, [Spectral Sword Shigure[172, 0, 0, 0], Large iron Shield[206, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 143: HP: 740, STR: 3803, VIT: 201, SPD: 23, LUK: 1, Attack: 140568, Defense: 84077, Current HP: 740, A Avg: 1170931, D Avg: 117707, [Spectral Sword Shigure[172, 0, 0, 0], Magic Shield[207, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 142: HP: 855, STR: 3803, VIT: 230, SPD: 23, LUK: 1, Attack: 140568, Defense: 84067, Current HP: 855, A Avg: 1170931, D Avg: 117693, [Spectral Sword Shigure[172, 0, 0, 0], Emerald Shield[209, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 141: HP: 800, STR: 3803, VIT: 172, SPD: 23, LUK: 1, Attack: 140568, Defense: 83944, Current HP: 800, A Avg: 1170931, D Avg: 117521, [Spectral Sword Shigure[172, 0, 0, 0], Clear Shield[211, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 140: HP: 840, STR: 3803, VIT: 201, SPD: 23, LUK: 1, Attack: 140568, Defense: 84220, Current HP: 840, A Avg: 1170931, D Avg: 117907, [Spectral Sword Shigure[172, 0, 0, 0], Prism Shield[212, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 139: HP: 779, STR: 3803, VIT: 180, SPD: 23, LUK: 1, Attack: 140568, Defense: 84108, Current HP: 779, A Avg: 1170931, D Avg: 117751, [Spectral Sword Shigure[172, 0, 0, 0], Tower Shield[213, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 138: HP: 1036, STR: 3803, VIT: 298, SPD: 23, LUK: 1, Attack: 140568, Defense: 84860, Current HP: 1036, A Avg: 1170931, D Avg: 118803, [Spectral Sword Shigure[172, 0, 0, 0], Slime Shield[221, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 137: HP: 953, STR: 3803, VIT: 169, SPD: 23, LUK: 1, Attack: 140568, Defense: 84097, Current HP: 953, A Avg: 1170931, D Avg: 117735, [Spectral Sword Shigure[172, 0, 0, 0], Hardwood Shield[223, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 136: HP: 740, STR: 3803, VIT: 647, SPD: 23, LUK: 1, Attack: 140568, Defense: 87435, Current HP: 740, A Avg: 1170931, D Avg: 122408, [Spectral Sword Shigure[172, 0, 0, 0], Energy Shield[227, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 135: HP: 2052, STR: 3803, VIT: 139, SPD: 23, LUK: 1, Attack: 140568, Defense: 86056, Current HP: 2052, A Avg: 1170931, D Avg: 120478, [Spectral Sword Shigure[172, 0, 0, 0], Frying Pan[231, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 134: HP: 1204, STR: 3803, VIT: 348, SPD: 23, LUK: 1, Attack: 140568, Defense: 85082, Current HP: 1204, A Avg: 1170931, D Avg: 119114, [Spectral Sword Shigure[172, 0, 0, 0], Slafield[232, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 133: HP: 1020, STR: 3803, VIT: 298, SPD: 23, LUK: 1, Attack: 140568, Defense: 85773, Current HP: 1020, A Avg: 1170931, D Avg: 120082, [Spectral Sword Shigure[172, 0, 0, 0], Mist Shield[233, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 132: HP: 893, STR: 3803, VIT: 443, SPD: 23, LUK: 1, Attack: 140568, Defense: 85411, Current HP: 893, A Avg: 1170931, D Avg: 119575, [Spectral Sword Shigure[172, 0, 0, 0], Huge Shield[234, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 131: HP: 817, STR: 3803, VIT: 568, SPD: 23, LUK: 1, Attack: 140568, Defense: 87408, Current HP: 817, A Avg: 1170931, D Avg: 122371, [Spectral Sword Shigure[172, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 130: HP: 1160, STR: 3803, VIT: 394, SPD: 23, LUK: 1, Attack: 140568, Defense: 87819, Current HP: 1160, A Avg: 1170931, D Avg: 122946, [Spectral Sword Shigure[172, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 129: HP: 703, STR: 3803, VIT: 132, SPD: 23, LUK: 1, Attack: 140568, Defense: 86921, Current HP: 703, A Avg: 1170931, D Avg: 121689, [Spectral Sword Shigure[172, 0, 0, 0], Graffiti[243, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 128: HP: 703, STR: 3803, VIT: 713, SPD: 23, LUK: 1, Attack: 140568, Defense: 90491, Current HP: 703, A Avg: 1170931, D Avg: 126687, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 127: HP: 1178, STR: 3803, VIT: 1117, SPD: 23, LUK: 1, Attack: 140568, Defense: 87905, Current HP: 1178, A Avg: 1170931, D Avg: 123066, [Spectral Sword Shigure[172, 0, 0, 0], Golem Shield[245, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 126: HP: 988, STR: 3803, VIT: 385, SPD: 25, LUK: 1, Attack: 140568, Defense: 86263, Current HP: 988, A Avg: 1170931, D Avg: 120768, [Spectral Sword Shigure[172, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 125: HP: 1250, STR: 3803, VIT: 430, SPD: 23, LUK: 1, Attack: 140568, Defense: 86646, Current HP: 1250, A Avg: 1170931, D Avg: 121304, [Spectral Sword Shigure[172, 0, 0, 0], King Shield[248, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 124: HP: 1140, STR: 3803, VIT: 664, SPD: 23, LUK: 1, Attack: 140568, Defense: 87699, Current HP: 1140, A Avg: 1170931, D Avg: 122778, [Spectral Sword Shigure[172, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 123: HP: 740, STR: 3803, VIT: 481, SPD: 23, LUK: 1, Attack: 140568, Defense: 87529, Current HP: 740, A Avg: 1170931, D Avg: 122540, [Spectral Sword Shigure[172, 0, 0, 0], Ghost shield[251, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 122: HP: 703, STR: 3820, VIT: 153, SPD: 23, LUK: 1, Attack: 140593, Defense: 84341, Current HP: 703, A Avg: 1171139, D Avg: 118077, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 121: HP: 798, STR: 3820, VIT: 232, SPD: 23, LUK: 1, Attack: 140593, Defense: 84420, Current HP: 798, A Avg: 1171139, D Avg: 118187, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 120: HP: 798, STR: 3820, VIT: 174, SPD: 23, LUK: 1, Attack: 140593, Defense: 84362, Current HP: 798, A Avg: 1171139, D Avg: 118106, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 119: HP: 1368, STR: 1545, VIT: 70, SPD: 25, LUK: 2, Attack: 140597, Defense: 86858, Current HP: 1368, A Avg: 1171173, D Avg: 121601, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 118: HP: 858, STR: 3840, VIT: 241, SPD: 23, LUK: 1, Attack: 140623, Defense: 84182, Current HP: 858, A Avg: 1171389, D Avg: 117854, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Scales[215, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 117: HP: 902, STR: 1570, VIT: 73, SPD: 23, LUK: 1, Attack: 140635, Defense: 87901, Current HP: 902, A Avg: 1171489, D Avg: 123061, [Big Bang[171, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 116: HP: 1363, STR: 1570, VIT: 60, SPD: 23, LUK: 1, Attack: 140635, Defense: 87888, Current HP: 1363, A Avg: 1171489, D Avg: 123043, [Big Bang[171, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 115: HP: 931, STR: 1570, VIT: 60, SPD: 43, LUK: 1, Attack: 140635, Defense: 87888, Current HP: 931, A Avg: 1171489, D Avg: 123043, [Big Bang[171, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 114: HP: 912, STR: 1570, VIT: 70, SPD: 38, LUK: 1, Attack: 140635, Defense: 87898, Current HP: 912, A Avg: 1171489, D Avg: 123057, [Big Bang[171, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 113: HP: 1254, STR: 1570, VIT: 104, SPD: 23, LUK: 1, Attack: 140635, Defense: 87932, Current HP: 1254, A Avg: 1171489, D Avg: 123104, [Big Bang[171, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 112: HP: 950, STR: 1570, VIT: 91, SPD: 38, LUK: 1, Attack: 140635, Defense: 87919, Current HP: 950, A Avg: 1171489, D Avg: 123086, [Big Bang[171, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 111: HP: 1700, STR: 1573, VIT: 275, SPD: 28, LUK: 1, Attack: 140639, Defense: 87063, Current HP: 1700, A Avg: 1171522, D Avg: 121888, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 110: HP: 1238, STR: 1577, VIT: 150, SPD: 28, LUK: 1, Attack: 140645, Defense: 84494, Current HP: 1238, A Avg: 1171572, D Avg: 118291, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 109: HP: 893, STR: 1581, VIT: 104, SPD: 23, LUK: 1, Attack: 140651, Defense: 87932, Current HP: 893, A Avg: 1171622, D Avg: 123104, [Big Bang[171, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 108: HP: 1508, STR: 1581, VIT: 80, SPD: 23, LUK: 1, Attack: 140651, Defense: 87908, Current HP: 1508, A Avg: 1171622, D Avg: 123071, [Big Bang[171, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 107: HP: 703, STR: 3862, VIT: 153, SPD: 25, LUK: 1, Attack: 140656, Defense: 84289, Current HP: 703, A Avg: 1171664, D Avg: 118004, [Spectral Sword Shigure[172, 0, 0, 0], Magnum[237, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 106: HP: 798, STR: 3862, VIT: 232, SPD: 25, LUK: 1, Attack: 140656, Defense: 84368, Current HP: 798, A Avg: 1171664, D Avg: 118115, [Spectral Sword Shigure[172, 0, 0, 0], Magnum[237, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
