Rank 1000: HP: 988, STR: 603357, VIT: 922, SPD: 23, LUK: 1, Attack: 1033037, Defense: 85890, Current HP: 988, A Avg: 8605198, D Avg: 120245, [Impulse[166, 230, 230, 230], Huge Shield[234, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 239: HP: 513, STR: 634532, VIT: 987, SPD: 23, LUK: 1, Attack: 1080264, Defense: 85955, Current HP: 513, A Avg: 8998599, D Avg: 120336, [Portal Sword[176, 230, 230, 230], Huge Shield[234, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 238: HP: 437, STR: 634532, VIT: 1087, SPD: 23, LUK: 1, Attack: 1080264, Defense: 87927, Current HP: 437, A Avg: 8998599, D Avg: 123097, [Portal Sword[176, 230, 230, 230], Aurora Shield[240, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 237: HP: 760, STR: 634532, VIT: 913, SPD: 23, LUK: 1, Attack: 1080264, Defense: 88338, Current HP: 760, A Avg: 8998599, D Avg: 123673, [Portal Sword[176, 230, 230, 230], Cloud Shield[241, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 236: HP: 323, STR: 634532, VIT: 651, SPD: 23, LUK: 1, Attack: 1080264, Defense: 87440, Current HP: 323, A Avg: 8998599, D Avg: 122415, [Portal Sword[176, 230, 230, 230], Graffiti[243, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 235: HP: 323, STR: 634532, VIT: 1232, SPD: 23, LUK: 1, Attack: 1080264, Defense: 91010, Current HP: 323, A Avg: 8998599, D Avg: 127413, [Portal Sword[176, 230, 230, 230], Blank Shield[244, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 234: HP: 798, STR: 634532, VIT: 1661, SPD: 23, LUK: 1, Attack: 1080264, Defense: 88449, Current HP: 798, A Avg: 8998599, D Avg: 123828, [Portal Sword[176, 230, 230, 230], Golem Shield[245, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 233: HP: 608, STR: 634532, VIT: 904, SPD: 25, LUK: 1, Attack: 1080264, Defense: 86782, Current HP: 608, A Avg: 8998599, D Avg: 121494, [Portal Sword[176, 230, 230, 230], Sticky thread shield[247, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 232: HP: 870, STR: 634532, VIT: 974, SPD: 23, LUK: 1, Attack: 1080264, Defense: 87190, Current HP: 870, A Avg: 8998599, D Avg: 122065, [Portal Sword[176, 230, 230, 230], King Shield[248, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 231: HP: 740, STR: 634532, VIT: 1182, SPD: 23, LUK: 1, Attack: 1080264, Defense: 88217, Current HP: 740, A Avg: 8998599, D Avg: 123503, [Portal Sword[176, 230, 230, 230], Warrior's Shield[249, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 230: HP: 340, STR: 634532, VIT: 1000, SPD: 23, LUK: 1, Attack: 1080264, Defense: 88048, Current HP: 340, A Avg: 8998599, D Avg: 123267, [Portal Sword[176, 230, 230, 230], Ghost shield[251, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 229: HP: 478, STR: 634576, VIT: 785, SPD: 23, LUK: 1, Attack: 1080330, Defense: 84726, Current HP: 478, A Avg: 8999148, D Avg: 118616, [Portal Sword[176, 230, 230, 230], Dragon's Scales[215, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 228: HP: 323, STR: 634616, VIT: 720, SPD: 25, LUK: 1, Attack: 1080390, Defense: 84745, Current HP: 323, A Avg: 8999648, D Avg: 118642, [Portal Sword[176, 230, 230, 230], Conductive Barrier[208, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 227: HP: 551, STR: 634638, VIT: 787, SPD: 23, LUK: 1, Attack: 1080423, Defense: 85027, Current HP: 551, A Avg: 8999923, D Avg: 119037, [Portal Sword[176, 230, 230, 230], Dragon's Wings[216, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 226: HP: 516, STR: 634673, VIT: 834, SPD: 23, LUK: 1, Attack: 1080475, Defense: 86452, Current HP: 516, A Avg: 9000356, D Avg: 121032, [Portal Sword[176, 230, 230, 230], Mask of the Grim Reaper[214, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 225: HP: 429, STR: 634678, VIT: 1026, SPD: 23, LUK: 1, Attack: 1080483, Defense: 85864, Current HP: 429, A Avg: 9000423, D Avg: 120209, [Portal Sword[176, 230, 230, 230], Bulletproof Shield[235, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 224: HP: 551, STR: 634722, VIT: 817, SPD: 23, LUK: 1, Attack: 1080549, Defense: 85681, Current HP: 551, A Avg: 9000973, D Avg: 119953, [Portal Sword[176, 230, 230, 230], Dragon's Head[217, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 223: HP: 475, STR: 634722, VIT: 817, SPD: 25, LUK: 1, Attack: 1080549, Defense: 85239, Current HP: 475, A Avg: 9000973, D Avg: 119334, [Portal Sword[176, 230, 230, 230], Superconducting Barrier[220, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 222: HP: 551, STR: 634744, VIT: 1057, SPD: 23, LUK: 1, Attack: 1080582, Defense: 87858, Current HP: 551, A Avg: 9001248, D Avg: 123001, [Portal Sword[176, 230, 230, 230], Riot[236, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 221: HP: 2204, STR: 634541, VIT: 443, SPD: 23, LUK: 1, Attack: 1080589, Defense: 86360, Current HP: 2204, A Avg: 9001306, D Avg: 120903, [Santoku[159, 230, 230, 230], Frying Pan[231, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 220: HP: 361, STR: 634902, VIT: 888, SPD: 23, LUK: 1, Attack: 1080819, Defense: 85479, Current HP: 361, A Avg: 9003222, D Avg: 119670, [Portal Sword[176, 230, 230, 230], Black Hole[229, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 219: HP: 494, STR: 634902, VIT: 917, SPD: 23, LUK: 1, Attack: 1080819, Defense: 87835, Current HP: 494, A Avg: 9003222, D Avg: 122968, [Portal Sword[176, 230, 230, 230], White Hole[230, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 218: HP: 860, STR: 635060, VIT: 950, SPD: 23, LUK: 1, Attack: 1081056, Defense: 87062, Current HP: 860, A Avg: 9005196, D Avg: 121886, [Portal Sword[176, 230, 230, 230], Goblin Hand[250, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 217: HP: 703, STR: 635104, VIT: 1161, SPD: 23, LUK: 1, Attack: 1081122, Defense: 86155, Current HP: 703, A Avg: 9005746, D Avg: 120616, [Portal Sword[176, 230, 230, 230], Metalization[228, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 216: HP: 874, STR: 636666, VIT: 91, SPD: 25, LUK: 1, Attack: 1081183, Defense: 86879, Current HP: 874, A Avg: 9006254, D Avg: 121630, [Pinpoint[112, 230, 230, 230], C Magnum[239, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 215: HP: 460, STR: 634418, VIT: 838, SPD: 23, LUK: 1, Attack: 1081419, Defense: 87626, Current HP: 460, A Avg: 9008220, D Avg: 122676, [Moon Knuckle[153, 230, 230, 230], Energy Shield[227, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 214: HP: 870, STR: 636125, VIT: 365, SPD: 23, LUK: 1, Attack: 1081581, Defense: 86581, Current HP: 870, A Avg: 9009569, D Avg: 121213, [Jack Knife[185, 230, 230, 230], King Shield[248, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 213: HP: 323, STR: 635844, VIT: 651, SPD: 25, LUK: 1, Attack: 1082232, Defense: 84787, Current HP: 323, A Avg: 9014992, D Avg: 118701, [Portal Sword[176, 230, 230, 230], Magnum[237, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 212: HP: 703, STR: 635232, VIT: 780, SPD: 25, LUK: 1, Attack: 1082581, Defense: 85202, Current HP: 703, A Avg: 9017899, D Avg: 119282, [Cuttlefish[178, 230, 230, 230], Superconducting Barrier[220, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 211: HP: 323, STR: 636345, VIT: 651, SPD: 25, LUK: 1, Attack: 1082983, Defense: 84995, Current HP: 323, A Avg: 9021248, D Avg: 118992, [Portal Sword[176, 230, 230, 230], V Magnum[238, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 210: HP: 779, STR: 637216, VIT: 651, SPD: 25, LUK: 1, Attack: 1084290, Defense: 87439, Current HP: 779, A Avg: 9032135, D Avg: 122414, [Portal Sword[176, 230, 230, 230], C Magnum[239, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 209: HP: 2033, STR: 639179, VIT: 975, SPD: 23, LUK: 1, Attack: 1087488, Defense: 90753, Current HP: 2033, A Avg: 9058775, D Avg: 127054, [Spear of Regression[182, 230, 230, 230], Blank Shield[244, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 208: HP: 437, STR: 648391, VIT: 159, SPD: 23, LUK: 1, Attack: 1098771, Defense: 84165, Current HP: 437, A Avg: 9152762, D Avg: 117830, [Pinpoint[112, 230, 230, 230], Wings of Beast[210, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 207: HP: 418, STR: 648391, VIT: 1543, SPD: 23, LUK: 1, Attack: 1098771, Defense: 87213, Current HP: 418, A Avg: 9152762, D Avg: 122098, [Pinpoint[112, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 206: HP: 509, STR: 648499, VIT: 159, SPD: 23, LUK: 1, Attack: 1098933, Defense: 84659, Current HP: 509, A Avg: 9154111, D Avg: 118522, [Pinpoint[112, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 205: HP: 437, STR: 648715, VIT: 130, SPD: 23, LUK: 1, Attack: 1099257, Defense: 83993, Current HP: 437, A Avg: 9156810, D Avg: 117590, [Pinpoint[112, 230, 230, 230], Small Sword[218, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 204: HP: 554, STR: 648837, VIT: 170, SPD: 23, LUK: 1, Attack: 1099440, Defense: 84176, Current HP: 554, A Avg: 9158335, D Avg: 117846, [Pinpoint[112, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 203: HP: 608, STR: 648841, VIT: 159, SPD: 23, LUK: 1, Attack: 1099446, Defense: 84048, Current HP: 608, A Avg: 9158385, D Avg: 117667, [Pinpoint[112, 230, 230, 230], Small Lion[219, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 202: HP: 988, STR: 648841, VIT: 942, SPD: 23, LUK: 1, Attack: 1099446, Defense: 88510, Current HP: 988, A Avg: 9158385, D Avg: 123913, [Pinpoint[112, 230, 230, 230], Storm Wall[242, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 201: HP: 418, STR: 649498, VIT: 91, SPD: 23, LUK: 1, Attack: 1100431, Defense: 84279, Current HP: 418, A Avg: 9166590, D Avg: 117990, [Pinpoint[112, 230, 230, 230], Dragon Sword[225, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 200: HP: 589, STR: 649921, VIT: 232, SPD: 23, LUK: 1, Attack: 1101066, Defense: 85460, Current HP: 589, A Avg: 9171879, D Avg: 119643, [Pinpoint[112, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 199: HP: 342, STR: 648954, VIT: 720, SPD: 23, LUK: 1, Attack: 1101897, Defense: 84726, Current HP: 342, A Avg: 9178802, D Avg: 118616, [Portal Sword[176, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 198: HP: 323, STR: 648954, VIT: 2104, SPD: 23, LUK: 1, Attack: 1101897, Defense: 87774, Current HP: 323, A Avg: 9178802, D Avg: 122883, [Portal Sword[176, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 197: HP: 414, STR: 649062, VIT: 720, SPD: 23, LUK: 1, Attack: 1102059, Defense: 85220, Current HP: 414, A Avg: 9180151, D Avg: 119307, [Portal Sword[176, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 196: HP: 342, STR: 649278, VIT: 690, SPD: 23, LUK: 1, Attack: 1102383, Defense: 84553, Current HP: 342, A Avg: 9182850, D Avg: 118374, [Portal Sword[176, 230, 230, 230], Small Sword[218, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 195: HP: 459, STR: 649399, VIT: 730, SPD: 23, LUK: 1, Attack: 1102564, Defense: 84736, Current HP: 459, A Avg: 9184358, D Avg: 118630, [Portal Sword[176, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 194: HP: 513, STR: 649404, VIT: 720, SPD: 23, LUK: 1, Attack: 1102572, Defense: 84609, Current HP: 513, A Avg: 9184424, D Avg: 118452, [Portal Sword[176, 230, 230, 230], Small Lion[219, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 193: HP: 893, STR: 649404, VIT: 1502, SPD: 23, LUK: 1, Attack: 1102572, Defense: 89070, Current HP: 893, A Avg: 9184424, D Avg: 124697, [Portal Sword[176, 230, 230, 230], Storm Wall[242, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 192: HP: 646, STR: 649458, VIT: 1834, SPD: 23, LUK: 1, Attack: 1103004, Defense: 87504, Current HP: 646, A Avg: 9188023, D Avg: 122505, [God Hand[179, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 191: HP: 418, STR: 651496, VIT: 91, SPD: 23, LUK: 1, Attack: 1103428, Defense: 87919, Current HP: 418, A Avg: 9191555, D Avg: 123086, [Pinpoint[112, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 190: HP: 323, STR: 650061, VIT: 651, SPD: 23, LUK: 1, Attack: 1103557, Defense: 84839, Current HP: 323, A Avg: 9192629, D Avg: 118774, [Portal Sword[176, 230, 230, 230], Dragon Sword[225, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 189: HP: 494, STR: 650484, VIT: 792, SPD: 23, LUK: 1, Attack: 1104192, Defense: 86020, Current HP: 494, A Avg: 9197919, D Avg: 120427, [Portal Sword[176, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 188: HP: 589, STR: 650493, VIT: 232, SPD: 23, LUK: 1, Attack: 1106317, Defense: 85460, Current HP: 589, A Avg: 9215620, D Avg: 119643, [Tekken[188, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 187: HP: 323, STR: 652059, VIT: 651, SPD: 23, LUK: 1, Attack: 1106554, Defense: 88479, Current HP: 323, A Avg: 9217594, D Avg: 123870, [Portal Sword[176, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 186: HP: 418, STR: 677138, VIT: 187, SPD: 23, LUK: 1, Attack: 1141365, Defense: 84050, Current HP: 418, A Avg: 9507570, D Avg: 117669, [Wasp Knife[105, 230, 230, 230], Titanium Shield[205, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 185: HP: 399, STR: 677396, VIT: 93, SPD: 23, LUK: 1, Attack: 1141752, Defense: 84021, Current HP: 399, A Avg: 9510794, D Avg: 117629, [Short Sword[103, 230, 230, 230], Tower Shield[213, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 184: HP: 399, STR: 677472, VIT: 93, SPD: 23, LUK: 1, Attack: 1141924, Defense: 84021, Current HP: 399, A Avg: 9512226, D Avg: 117629, [Long Sword[104, 230, 230, 230], Tower Shield[213, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 183: HP: 1919, STR: 677359, VIT: 308, SPD: 23, LUK: 1, Attack: 1141950, Defense: 86225, Current HP: 1919, A Avg: 9512443, D Avg: 120714, [Rusty Knife[156, 230, 230, 230], Frying Pan[231, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 182: HP: 646, STR: 677514, VIT: 204, SPD: 23, LUK: 1, Attack: 1142055, Defense: 84041, Current HP: 646, A Avg: 9513318, D Avg: 117657, [Emerald Sword[115, 230, 230, 230], Emerald Shield[209, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 181: HP: 813, STR: 677537, VIT: 1065, SPD: 23, LUK: 1, Attack: 1142314, Defense: 87853, Current HP: 813, A Avg: 9515475, D Avg: 122994, [Crescent[141, 230, 230, 230], Golem Shield[245, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 180: HP: 570, STR: 677613, VIT: 498, SPD: 23, LUK: 1, Attack: 1142370, Defense: 87338, Current HP: 570, A Avg: 9515942, D Avg: 122273, [Phantom Sword[117, 230, 230, 230], Aurora Shield[240, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 179: HP: 725, STR: 677692, VIT: 82, SPD: 23, LUK: 1, Attack: 1142820, Defense: 84010, Current HP: 725, A Avg: 9519690, D Avg: 117613, [Sword of the Spirit Tree[125, 230, 230, 230], Hardwood Shield[223, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 178: HP: 585, STR: 677617, VIT: 485, SPD: 23, LUK: 1, Attack: 1143058, Defense: 87325, Current HP: 585, A Avg: 9521673, D Avg: 122254, [Dreaming Sword[128, 230, 230, 230], Aurora Shield[240, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 177: HP: 2299, STR: 677359, VIT: 504, SPD: 23, LUK: 1, Attack: 1143100, Defense: 86421, Current HP: 2299, A Avg: 9522022, D Avg: 120989, [Thin Blade[158, 230, 230, 230], Frying Pan[231, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 176: HP: 950, STR: 677739, VIT: 1161, SPD: 23, LUK: 1, Attack: 1143378, Defense: 87949, Current HP: 950, A Avg: 9524338, D Avg: 123128, [Volcano[142, 230, 230, 230], Golem Shield[245, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 175: HP: 608, STR: 677777, VIT: 461, SPD: 23, LUK: 1, Attack: 1143649, Defense: 85429, Current HP: 608, A Avg: 9526596, D Avg: 119600, [Penetra[161, 230, 230, 230], Huge Shield[234, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 174: HP: 1919, STR: 677890, VIT: 339, SPD: 23, LUK: 1, Attack: 1144092, Defense: 86256, Current HP: 1919, A Avg: 9530286, D Avg: 120758, [Willow Blade[157, 230, 230, 230], Frying Pan[231, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 173: HP: 950, STR: 678115, VIT: 1165, SPD: 23, LUK: 1, Attack: 1144273, Defense: 87953, Current HP: 950, A Avg: 9531794, D Avg: 123134, [Irruption[154, 230, 230, 230], Golem Shield[245, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 172: HP: 858, STR: 677890, VIT: 226, SPD: 23, LUK: 1, Attack: 1144482, Defense: 84154, Current HP: 858, A Avg: 9533535, D Avg: 117815, [Yggdrasil[126, 230, 230, 230], Hardwood Shield[223, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 171: HP: 440, STR: 678463, VIT: 498, SPD: 23, LUK: 1, Attack: 1144877, Defense: 84221, Current HP: 440, A Avg: 9536825, D Avg: 117909, [Pulse Knife[165, 230, 230, 230], Pot Lid[201, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 170: HP: 440, STR: 678463, VIT: 498, SPD: 23, LUK: 1, Attack: 1144877, Defense: 84231, Current HP: 440, A Avg: 9536825, D Avg: 117923, [Pulse Knife[165, 230, 230, 230], High Pot Lid[202, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 169: HP: 418, STR: 678463, VIT: 532, SPD: 23, LUK: 1, Attack: 1144877, Defense: 84401, Current HP: 418, A Avg: 9536825, D Avg: 118161, [Pulse Knife[165, 230, 230, 230], Wooden Shield[203, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 168: HP: 418, STR: 678463, VIT: 539, SPD: 23, LUK: 1, Attack: 1144877, Defense: 84343, Current HP: 418, A Avg: 9536825, D Avg: 118080, [Pulse Knife[165, 230, 230, 230], Iron Shield[204, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 167: HP: 418, STR: 678463, VIT: 552, SPD: 23, LUK: 1, Attack: 1144877, Defense: 84415, Current HP: 418, A Avg: 9536825, D Avg: 118180, [Pulse Knife[165, 230, 230, 230], Titanium Shield[205, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 166: HP: 418, STR: 678463, VIT: 574, SPD: 23, LUK: 1, Attack: 1144877, Defense: 84463, Current HP: 418, A Avg: 9536825, D Avg: 118248, [Pulse Knife[165, 230, 230, 230], Large iron Shield[206, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 165: HP: 440, STR: 678463, VIT: 566, SPD: 23, LUK: 1, Attack: 1144877, Defense: 84442, Current HP: 440, A Avg: 9536825, D Avg: 118218, [Pulse Knife[165, 230, 230, 230], Magic Shield[207, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 164: HP: 570, STR: 678463, VIT: 613, SPD: 23, LUK: 1, Attack: 1144877, Defense: 84450, Current HP: 570, A Avg: 9536825, D Avg: 118229, [Pulse Knife[165, 230, 230, 230], Emerald Shield[209, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 163: HP: 500, STR: 678463, VIT: 537, SPD: 23, LUK: 1, Attack: 1144877, Defense: 84309, Current HP: 500, A Avg: 9536825, D Avg: 118032, [Pulse Knife[165, 230, 230, 230], Clear Shield[211, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 162: HP: 540, STR: 678463, VIT: 566, SPD: 23, LUK: 1, Attack: 1144877, Defense: 84585, Current HP: 540, A Avg: 9536825, D Avg: 118418, [Pulse Knife[165, 230, 230, 230], Prism Shield[212, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 161: HP: 494, STR: 678463, VIT: 563, SPD: 23, LUK: 1, Attack: 1144877, Defense: 84491, Current HP: 494, A Avg: 9536825, D Avg: 118287, [Pulse Knife[165, 230, 230, 230], Tower Shield[213, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 160: HP: 736, STR: 678463, VIT: 664, SPD: 23, LUK: 1, Attack: 1144877, Defense: 85226, Current HP: 736, A Avg: 9536825, D Avg: 119316, [Pulse Knife[165, 230, 230, 230], Slime Shield[221, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 159: HP: 668, STR: 678463, VIT: 552, SPD: 23, LUK: 1, Attack: 1144877, Defense: 84480, Current HP: 668, A Avg: 9536825, D Avg: 118271, [Pulse Knife[165, 230, 230, 230], Hardwood Shield[223, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 158: HP: 440, STR: 678463, VIT: 1012, SPD: 23, LUK: 1, Attack: 1144877, Defense: 87800, Current HP: 440, A Avg: 9536825, D Avg: 122919, [Pulse Knife[165, 230, 230, 230], Energy Shield[227, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 157: HP: 1767, STR: 678463, VIT: 522, SPD: 23, LUK: 1, Attack: 1144877, Defense: 86439, Current HP: 1767, A Avg: 9536825, D Avg: 121014, [Pulse Knife[165, 230, 230, 230], Frying Pan[231, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 156: HP: 904, STR: 678463, VIT: 713, SPD: 23, LUK: 1, Attack: 1144877, Defense: 85447, Current HP: 904, A Avg: 9536825, D Avg: 119625, [Pulse Knife[165, 230, 230, 230], Slafield[232, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 155: HP: 720, STR: 678463, VIT: 664, SPD: 23, LUK: 1, Attack: 1144877, Defense: 86139, Current HP: 720, A Avg: 9536825, D Avg: 120594, [Pulse Knife[165, 230, 230, 230], Mist Shield[233, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 154: HP: 608, STR: 678463, VIT: 826, SPD: 23, LUK: 1, Attack: 1144877, Defense: 85794, Current HP: 608, A Avg: 9536825, D Avg: 120111, [Pulse Knife[165, 230, 230, 230], Huge Shield[234, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 153: HP: 532, STR: 678463, VIT: 933, SPD: 23, LUK: 1, Attack: 1144877, Defense: 87773, Current HP: 532, A Avg: 9536825, D Avg: 122882, [Pulse Knife[165, 230, 230, 230], Aurora Shield[240, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 152: HP: 860, STR: 678463, VIT: 759, SPD: 23, LUK: 1, Attack: 1144877, Defense: 88184, Current HP: 860, A Avg: 9536825, D Avg: 123457, [Pulse Knife[165, 230, 230, 230], Cloud Shield[241, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 151: HP: 418, STR: 678463, VIT: 498, SPD: 23, LUK: 1, Attack: 1144877, Defense: 87287, Current HP: 418, A Avg: 9536825, D Avg: 122201, [Pulse Knife[165, 230, 230, 230], Graffiti[243, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 150: HP: 418, STR: 678463, VIT: 1079, SPD: 23, LUK: 1, Attack: 1144877, Defense: 90857, Current HP: 418, A Avg: 9536825, D Avg: 127199, [Pulse Knife[165, 230, 230, 230], Blank Shield[244, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 149: HP: 893, STR: 678463, VIT: 1500, SPD: 23, LUK: 1, Attack: 1144877, Defense: 88288, Current HP: 893, A Avg: 9536825, D Avg: 123603, [Pulse Knife[165, 230, 230, 230], Golem Shield[245, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 148: HP: 703, STR: 678463, VIT: 751, SPD: 25, LUK: 1, Attack: 1144877, Defense: 86629, Current HP: 703, A Avg: 9536825, D Avg: 121280, [Pulse Knife[165, 230, 230, 230], Sticky thread shield[247, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 147: HP: 965, STR: 678463, VIT: 813, SPD: 23, LUK: 1, Attack: 1144877, Defense: 87029, Current HP: 965, A Avg: 9536825, D Avg: 121840, [Pulse Knife[165, 230, 230, 230], King Shield[248, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 146: HP: 840, STR: 678463, VIT: 1029, SPD: 23, LUK: 1, Attack: 1144877, Defense: 88064, Current HP: 840, A Avg: 9536825, D Avg: 123289, [Pulse Knife[165, 230, 230, 230], Warrior's Shield[249, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 145: HP: 440, STR: 678463, VIT: 846, SPD: 23, LUK: 1, Attack: 1144877, Defense: 87894, Current HP: 440, A Avg: 9536825, D Avg: 123051, [Pulse Knife[165, 230, 230, 230], Ghost shield[251, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 144: HP: 573, STR: 678510, VIT: 624, SPD: 23, LUK: 1, Attack: 1144947, Defense: 84565, Current HP: 573, A Avg: 9537408, D Avg: 118390, [Pulse Knife[165, 230, 230, 230], Dragon's Scales[215, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
