Rank 1000: HP: 1514, STR: 9302, VIT: 1363, SPD: 79, LUK: 1, Attack: 142263, Defense: 85369, Current HP: 1514, A Avg: 1185050, D Avg: 119516, [Zodiac[184, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 237: HP: 2422, STR: 9309, VIT: 1913, SPD: 95, LUK: 1, Attack: 145455, Defense: 88831, Current HP: 2422, A Avg: 1211640, D Avg: 124363, [Neural Edge[190, 0, 0, 0], White Hole[230, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 236: HP: 3240, STR: 9312, VIT: 1873, SPD: 95, LUK: 1, Attack: 145460, Defense: 87985, Current HP: 3240, A Avg: 1211681, D Avg: 123178, [Neural Edge[190, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 235: HP: 2299, STR: 9343, VIT: 2053, SPD: 95, LUK: 1, Attack: 145506, Defense: 87047, Current HP: 2299, A Avg: 1212064, D Avg: 121865, [Neural Edge[190, 0, 0, 0], Metalization[228, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 234: HP: 2109, STR: 11133, VIT: 935, SPD: 85, LUK: 1, Attack: 145516, Defense: 87723, Current HP: 2109, A Avg: 1212148, D Avg: 122812, [Blue Sword[180, 0, 0, 0], C Magnum[239, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 233: HP: 2318, STR: 7120, VIT: 1334, SPD: 95, LUK: 1, Attack: 145543, Defense: 85197, Current HP: 2318, A Avg: 1212373, D Avg: 119275, [Spectral Sword Shigure[172, 0, 0, 0], Small Sword[218, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 232: HP: 988, STR: 9376, VIT: 122, SPD: 79, LUK: 2, Attack: 145556, Defense: 87950, Current HP: 988, A Avg: 1212481, D Avg: 123129, [Neural Edge[190, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 231: HP: 1931, STR: 4857, VIT: 389, SPD: 90, LUK: 1, Attack: 145565, Defense: 88217, Current HP: 1931, A Avg: 1212556, D Avg: 123503, [Big Bang[171, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 230: HP: 3439, STR: 9240, VIT: 2832, SPD: 129, LUK: 1, Attack: 145602, Defense: 90660, Current HP: 3439, A Avg: 1212864, D Avg: 126923, [Stargazer[183, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 229: HP: 1240, STR: 11563, VIT: 1302, SPD: 85, LUK: 1, Attack: 145654, Defense: 89130, Current HP: 1240, A Avg: 1213297, D Avg: 124781, [Zodiac[184, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 228: HP: 1406, STR: 7222, VIT: 877, SPD: 79, LUK: 1, Attack: 145696, Defense: 85468, Current HP: 1406, A Avg: 1213647, D Avg: 119655, [Spectral Sword Shigure[172, 0, 0, 0], Black Hole[229, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 227: HP: 1871, STR: 7222, VIT: 979, SPD: 79, LUK: 1, Attack: 145696, Defense: 87897, Current HP: 1871, A Avg: 1213647, D Avg: 123055, [Spectral Sword Shigure[172, 0, 0, 0], White Hole[230, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 226: HP: 2660, STR: 7226, VIT: 939, SPD: 79, LUK: 1, Attack: 145702, Defense: 87051, Current HP: 2660, A Avg: 1213697, D Avg: 121871, [Spectral Sword Shigure[172, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 225: HP: 1007, STR: 9484, VIT: 234, SPD: 79, LUK: 1, Attack: 145718, Defense: 84097, Current HP: 1007, A Avg: 1213830, D Avg: 117735, [Neural Edge[190, 0, 0, 0], Small Sword[218, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 224: HP: 1577, STR: 4960, VIT: 143, SPD: 79, LUK: 2, Attack: 145720, Defense: 87971, Current HP: 1577, A Avg: 1213847, D Avg: 123159, [Big Bang[171, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 223: HP: 4854, STR: 9328, VIT: 4259, SPD: 95, LUK: 1, Attack: 145734, Defense: 89487, Current HP: 4854, A Avg: 1213964, D Avg: 125281, [Stargazer[183, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 222: HP: 5472, STR: 9330, VIT: 3828, SPD: 100, LUK: 1, Attack: 145737, Defense: 90616, Current HP: 5472, A Avg: 1213989, D Avg: 126862, [Stargazer[183, 0, 0, 0], C Magnum[239, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 221: HP: 1040, STR: 9507, VIT: 237, SPD: 90, LUK: 1, Attack: 145752, Defense: 84581, Current HP: 1040, A Avg: 1214114, D Avg: 118413, [Neural Edge[190, 0, 0, 0], V Magnum[238, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 220: HP: 2337, STR: 7260, VIT: 1894, SPD: 95, LUK: 1, Attack: 145753, Defense: 86485, Current HP: 2337, A Avg: 1214122, D Avg: 121078, [Spectral Sword Shigure[172, 0, 0, 0], Black Hole[229, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 219: HP: 2802, STR: 7260, VIT: 1996, SPD: 95, LUK: 1, Attack: 145753, Defense: 88914, Current HP: 2802, A Avg: 1214122, D Avg: 124479, [Spectral Sword Shigure[172, 0, 0, 0], White Hole[230, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 218: HP: 3640, STR: 7263, VIT: 1956, SPD: 95, LUK: 1, Attack: 145758, Defense: 88068, Current HP: 3640, A Avg: 1214164, D Avg: 123295, [Spectral Sword Shigure[172, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 217: HP: 1748, STR: 7263, VIT: 1074, SPD: 79, LUK: 1, Attack: 145758, Defense: 86068, Current HP: 1748, A Avg: 1214164, D Avg: 120495, [Spectral Sword Shigure[172, 0, 0, 0], Metalization[228, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 216: HP: 1083, STR: 12251, VIT: 367, SPD: 79, LUK: 1, Attack: 145770, Defense: 88195, Current HP: 1083, A Avg: 1214264, D Avg: 123472, [Jack Knife[185, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 215: HP: 2508, STR: 7271, VIT: 226, SPD: 135, LUK: 1, Attack: 145770, Defense: 87014, Current HP: 2508, A Avg: 1214264, D Avg: 121819, [Spectral Sword Shigure[172, 0, 0, 0], C Magnum[239, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 214: HP: 988, STR: 9520, VIT: 143, SPD: 79, LUK: 1, Attack: 145772, Defense: 84331, Current HP: 988, A Avg: 1214280, D Avg: 118063, [Neural Edge[190, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 213: HP: 1083, STR: 9520, VIT: 367, SPD: 79, LUK: 1, Attack: 145772, Defense: 84555, Current HP: 1083, A Avg: 1214280, D Avg: 118376, [Neural Edge[190, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 212: HP: 1083, STR: 9520, VIT: 163, SPD: 79, LUK: 1, Attack: 145772, Defense: 84351, Current HP: 1083, A Avg: 1214280, D Avg: 118091, [Neural Edge[190, 0, 0, 0], Dragon Sword[225, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 211: HP: 1890, STR: 7274, VIT: 657, SPD: 129, LUK: 1, Attack: 145774, Defense: 85885, Current HP: 1890, A Avg: 1214297, D Avg: 120238, [Spectral Sword Shigure[172, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 210: HP: 7077, STR: 9317, VIT: 2587, SPD: 79, LUK: 2, Attack: 145799, Defense: 87815, Current HP: 7077, A Avg: 1214505, D Avg: 122940, [Wild Card[175, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 209: HP: 2679, STR: 7294, VIT: 2140, SPD: 95, LUK: 1, Attack: 145804, Defense: 87134, Current HP: 2679, A Avg: 1214547, D Avg: 121987, [Spectral Sword Shigure[172, 0, 0, 0], Metalization[228, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 208: HP: 2441, STR: 9548, VIT: 1352, SPD: 95, LUK: 1, Attack: 145814, Defense: 85241, Current HP: 2441, A Avg: 1214630, D Avg: 119337, [Neural Edge[190, 0, 0, 0], Small Lion[219, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 207: HP: 988, STR: 12652, VIT: 143, SPD: 79, LUK: 1, Attack: 145845, Defense: 87971, Current HP: 988, A Avg: 1214888, D Avg: 123159, [Magical[187, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 206: HP: 1083, STR: 12652, VIT: 367, SPD: 79, LUK: 1, Attack: 145845, Defense: 88195, Current HP: 1083, A Avg: 1214888, D Avg: 123472, [Magical[187, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 205: HP: 1083, STR: 12652, VIT: 163, SPD: 79, LUK: 1, Attack: 145845, Defense: 87991, Current HP: 1083, A Avg: 1214888, D Avg: 123187, [Magical[187, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 204: HP: 3230, STR: 9590, VIT: 790, SPD: 85, LUK: 1, Attack: 145877, Defense: 87578, Current HP: 3230, A Avg: 1215155, D Avg: 122609, [Neural Edge[190, 0, 0, 0], C Magnum[239, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 203: HP: 1890, STR: 7345, VIT: 419, SPD: 79, LUK: 1, Attack: 145881, Defense: 84308, Current HP: 1890, A Avg: 1215188, D Avg: 118031, [Spectral Sword Shigure[172, 0, 0, 0], Small Lion[219, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 202: HP: 988, STR: 11619, VIT: 2176, SPD: 79, LUK: 1, Attack: 145894, Defense: 90004, Current HP: 988, A Avg: 1215297, D Avg: 126005, [Portal Sword[176, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 201: HP: 2992, STR: 5084, VIT: 1570, SPD: 95, LUK: 1, Attack: 145906, Defense: 86798, Current HP: 2992, A Avg: 1215396, D Avg: 121517, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 200: HP: 1440, STR: 7392, VIT: 324, SPD: 90, LUK: 1, Attack: 145951, Defense: 84668, Current HP: 1440, A Avg: 1215771, D Avg: 118535, [Spectral Sword Shigure[172, 0, 0, 0], V Magnum[238, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 199: HP: 7695, STR: 9423, VIT: 2155, SPD: 85, LUK: 2, Attack: 145958, Defense: 88943, Current HP: 7695, A Avg: 1215830, D Avg: 124520, [Wild Card[175, 0, 0, 0], C Magnum[239, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 198: HP: 1368, STR: 7404, VIT: 226, SPD: 79, LUK: 1, Attack: 145969, Defense: 84414, Current HP: 1368, A Avg: 1215921, D Avg: 118179, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 197: HP: 1463, STR: 7404, VIT: 450, SPD: 79, LUK: 1, Attack: 145969, Defense: 84638, Current HP: 1463, A Avg: 1215921, D Avg: 118493, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 196: HP: 1463, STR: 7404, VIT: 246, SPD: 79, LUK: 1, Attack: 145969, Defense: 84434, Current HP: 1463, A Avg: 1215921, D Avg: 118207, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 195: HP: 2255, STR: 9657, VIT: 1363, SPD: 95, LUK: 1, Attack: 145977, Defense: 85369, Current HP: 2255, A Avg: 1215988, D Avg: 119516, [Neural Edge[190, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 194: HP: 1763, STR: 7418, VIT: 559, SPD: 95, LUK: 1, Attack: 145990, Defense: 84695, Current HP: 1763, A Avg: 1216096, D Avg: 118572, [Spectral Sword Shigure[172, 0, 0, 0], Magnum[237, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 193: HP: 1026, STR: 9668, VIT: 794, SPD: 79, LUK: 1, Attack: 145994, Defense: 85385, Current HP: 1026, A Avg: 1216130, D Avg: 119538, [Neural Edge[190, 0, 0, 0], Black Hole[229, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 192: HP: 1491, STR: 9668, VIT: 896, SPD: 79, LUK: 1, Attack: 145994, Defense: 87814, Current HP: 1491, A Avg: 1216130, D Avg: 122939, [Neural Edge[190, 0, 0, 0], White Hole[230, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 191: HP: 2260, STR: 9671, VIT: 856, SPD: 79, LUK: 1, Attack: 145998, Defense: 86968, Current HP: 2260, A Avg: 1216163, D Avg: 121755, [Neural Edge[190, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 190: HP: 2612, STR: 9679, VIT: 1429, SPD: 79, LUK: 1, Attack: 146010, Defense: 86657, Current HP: 2612, A Avg: 1216263, D Avg: 121319, [Neural Edge[190, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 189: HP: 2821, STR: 7433, VIT: 1435, SPD: 95, LUK: 1, Attack: 146013, Defense: 85324, Current HP: 2821, A Avg: 1216288, D Avg: 119453, [Spectral Sword Shigure[172, 0, 0, 0], Small Lion[219, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 188: HP: 1280, STR: 9700, VIT: 427, SPD: 79, LUK: 1, Attack: 146042, Defense: 84150, Current HP: 1280, A Avg: 1216529, D Avg: 117809, [Neural Edge[190, 0, 0, 0], Pot Lid[201, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 187: HP: 1280, STR: 9700, VIT: 427, SPD: 79, LUK: 1, Attack: 146042, Defense: 84160, Current HP: 1280, A Avg: 1216529, D Avg: 117823, [Neural Edge[190, 0, 0, 0], High Pot Lid[202, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 186: HP: 1216, STR: 9700, VIT: 458, SPD: 79, LUK: 1, Attack: 146042, Defense: 84327, Current HP: 1216, A Avg: 1216529, D Avg: 118057, [Neural Edge[190, 0, 0, 0], Wooden Shield[203, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 185: HP: 1216, STR: 9700, VIT: 465, SPD: 79, LUK: 1, Attack: 146042, Defense: 84269, Current HP: 1216, A Avg: 1216529, D Avg: 117976, [Neural Edge[190, 0, 0, 0], Iron Shield[204, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 184: HP: 1216, STR: 9700, VIT: 554, SPD: 79, LUK: 1, Attack: 146042, Defense: 84417, Current HP: 1216, A Avg: 1216529, D Avg: 118183, [Neural Edge[190, 0, 0, 0], Titanium Shield[205, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 183: HP: 1216, STR: 9700, VIT: 576, SPD: 79, LUK: 1, Attack: 146042, Defense: 84465, Current HP: 1216, A Avg: 1216529, D Avg: 118250, [Neural Edge[190, 0, 0, 0], Large iron Shield[206, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 182: HP: 1280, STR: 9700, VIT: 641, SPD: 79, LUK: 1, Attack: 146042, Defense: 84517, Current HP: 1280, A Avg: 1216529, D Avg: 118323, [Neural Edge[190, 0, 0, 0], Magic Shield[207, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 181: HP: 1700, STR: 9700, VIT: 767, SPD: 79, LUK: 1, Attack: 146042, Defense: 84604, Current HP: 1700, A Avg: 1216529, D Avg: 118445, [Neural Edge[190, 0, 0, 0], Emerald Shield[209, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 180: HP: 1340, STR: 9700, VIT: 539, SPD: 79, LUK: 1, Attack: 146042, Defense: 84311, Current HP: 1340, A Avg: 1216529, D Avg: 118035, [Neural Edge[190, 0, 0, 0], Clear Shield[211, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 179: HP: 1380, STR: 9700, VIT: 641, SPD: 79, LUK: 1, Attack: 146042, Defense: 84660, Current HP: 1380, A Avg: 1216529, D Avg: 118523, [Neural Edge[190, 0, 0, 0], Prism Shield[212, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 178: HP: 1292, STR: 9700, VIT: 565, SPD: 79, LUK: 1, Attack: 146042, Defense: 84493, Current HP: 1292, A Avg: 1216529, D Avg: 118290, [Neural Edge[190, 0, 0, 0], Tower Shield[213, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 177: HP: 2066, STR: 9700, VIT: 956, SPD: 79, LUK: 1, Attack: 146042, Defense: 85518, Current HP: 2066, A Avg: 1216529, D Avg: 119725, [Neural Edge[190, 0, 0, 0], Slime Shield[221, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 176: HP: 1998, STR: 9700, VIT: 554, SPD: 79, LUK: 1, Attack: 146042, Defense: 84482, Current HP: 1998, A Avg: 1216529, D Avg: 118274, [Neural Edge[190, 0, 0, 0], Hardwood Shield[223, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 175: HP: 1280, STR: 9700, VIT: 1450, SPD: 79, LUK: 1, Attack: 146042, Defense: 88238, Current HP: 1280, A Avg: 1216529, D Avg: 123533, [Neural Edge[190, 0, 0, 0], Energy Shield[227, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 174: HP: 3562, STR: 9700, VIT: 448, SPD: 79, LUK: 1, Attack: 146042, Defense: 86365, Current HP: 3562, A Avg: 1216529, D Avg: 120910, [Neural Edge[190, 0, 0, 0], Frying Pan[231, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 173: HP: 2304, STR: 9700, VIT: 1079, SPD: 79, LUK: 1, Attack: 146042, Defense: 85813, Current HP: 2304, A Avg: 1216529, D Avg: 120138, [Neural Edge[190, 0, 0, 0], Slafield[232, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 172: HP: 1910, STR: 9700, VIT: 956, SPD: 79, LUK: 1, Attack: 146042, Defense: 86431, Current HP: 1910, A Avg: 1216529, D Avg: 121003, [Neural Edge[190, 0, 0, 0], Mist Shield[233, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 171: HP: 1406, STR: 9700, VIT: 1513, SPD: 79, LUK: 1, Attack: 146042, Defense: 86481, Current HP: 1406, A Avg: 1216529, D Avg: 121073, [Neural Edge[190, 0, 0, 0], Huge Shield[234, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 170: HP: 1330, STR: 9700, VIT: 1589, SPD: 79, LUK: 1, Attack: 146042, Defense: 88429, Current HP: 1330, A Avg: 1216529, D Avg: 123800, [Neural Edge[190, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 169: HP: 2750, STR: 9700, VIT: 1342, SPD: 79, LUK: 1, Attack: 146042, Defense: 88767, Current HP: 2750, A Avg: 1216529, D Avg: 124273, [Neural Edge[190, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 168: HP: 1216, STR: 9700, VIT: 427, SPD: 79, LUK: 1, Attack: 146042, Defense: 87216, Current HP: 1216, A Avg: 1216529, D Avg: 122102, [Neural Edge[190, 0, 0, 0], Graffiti[243, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 167: HP: 1216, STR: 9700, VIT: 2460, SPD: 79, LUK: 1, Attack: 146042, Defense: 92238, Current HP: 1216, A Avg: 1216529, D Avg: 129133, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 166: HP: 1691, STR: 9700, VIT: 3329, SPD: 79, LUK: 1, Attack: 146042, Defense: 90117, Current HP: 1691, A Avg: 1216529, D Avg: 126163, [Neural Edge[190, 0, 0, 0], Golem Shield[245, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 165: HP: 1501, STR: 9700, VIT: 1261, SPD: 85, LUK: 1, Attack: 146042, Defense: 87139, Current HP: 1501, A Avg: 1216529, D Avg: 121994, [Neural Edge[190, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 164: HP: 2561, STR: 9700, VIT: 1196, SPD: 79, LUK: 1, Attack: 146042, Defense: 87412, Current HP: 2561, A Avg: 1216529, D Avg: 122376, [Neural Edge[190, 0, 0, 0], King Shield[248, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 163: HP: 1680, STR: 9700, VIT: 1249, SPD: 79, LUK: 1, Attack: 146042, Defense: 88284, Current HP: 1680, A Avg: 1216529, D Avg: 123597, [Neural Edge[190, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 162: HP: 1280, STR: 9700, VIT: 1647, SPD: 79, LUK: 1, Attack: 146042, Defense: 88695, Current HP: 1280, A Avg: 1216529, D Avg: 124172, [Neural Edge[190, 0, 0, 0], Ghost shield[251, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 161: HP: 1368, STR: 9708, VIT: 987, SPD: 79, LUK: 1, Attack: 146054, Defense: 85981, Current HP: 1368, A Avg: 1216629, D Avg: 120373, [Neural Edge[190, 0, 0, 0], Metalization[228, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 160: HP: 1704, STR: 7474, VIT: 429, SPD: 79, LUK: 1, Attack: 146074, Defense: 84435, Current HP: 1704, A Avg: 1216796, D Avg: 118208, [Spectral Sword Shigure[172, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 159: HP: 1571, STR: 9741, VIT: 778, SPD: 79, LUK: 1, Attack: 146103, Defense: 84719, Current HP: 1571, A Avg: 1217037, D Avg: 118606, [Neural Edge[190, 0, 0, 0], Dragon's Scales[215, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 158: HP: 3610, STR: 5220, VIT: 1139, SPD: 100, LUK: 1, Attack: 146110, Defense: 87927, Current HP: 3610, A Avg: 1217096, D Avg: 123097, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 157: HP: 3923, STR: 9595, VIT: 3243, SPD: 79, LUK: 1, Attack: 146134, Defense: 88471, Current HP: 3923, A Avg: 1217296, D Avg: 123859, [Stargazer[183, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 156: HP: 1558, STR: 12939, VIT: 1184, SPD: 79, LUK: 1, Attack: 146158, Defense: 89012, Current HP: 1558, A Avg: 1217496, D Avg: 124616, [Divine Dragon Sword[181, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 155: HP: 2635, STR: 7542, VIT: 1446, SPD: 95, LUK: 1, Attack: 146176, Defense: 85452, Current HP: 2635, A Avg: 1217646, D Avg: 119632, [Spectral Sword Shigure[172, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 154: HP: 988, STR: 12908, VIT: 122, SPD: 79, LUK: 1, Attack: 146229, Defense: 87950, Current HP: 988, A Avg: 1218087, D Avg: 123129, [Magical[187, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 153: HP: 1510, STR: 9857, VIT: 336, SPD: 79, LUK: 1, Attack: 146277, Defense: 84225, Current HP: 1510, A Avg: 1218487, D Avg: 117914, [Neural Edge[190, 0, 0, 0], Small Lion[219, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 152: HP: 4541, STR: 9693, VIT: 2811, SPD: 85, LUK: 1, Attack: 146281, Defense: 89599, Current HP: 4541, A Avg: 1218520, D Avg: 125438, [Stargazer[183, 0, 0, 0], C Magnum[239, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 151: HP: 1216, STR: 9922, VIT: 641, SPD: 85, LUK: 1, Attack: 146375, Defense: 84666, Current HP: 1216, A Avg: 1219303, D Avg: 118532, [Neural Edge[190, 0, 0, 0], Conductive Barrier[208, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 150: HP: 1235, STR: 9937, VIT: 641, SPD: 79, LUK: 1, Attack: 146397, Defense: 84647, Current HP: 1235, A Avg: 1219487, D Avg: 118505, [Neural Edge[190, 0, 0, 0], Wings of Beast[210, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 149: HP: 1216, STR: 9937, VIT: 5511, SPD: 79, LUK: 1, Attack: 146397, Defense: 91181, Current HP: 1216, A Avg: 1219487, D Avg: 127653, [Neural Edge[190, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 148: HP: 1776, STR: 9942, VIT: 780, SPD: 79, LUK: 1, Attack: 146405, Defense: 85020, Current HP: 1776, A Avg: 1219553, D Avg: 119027, [Neural Edge[190, 0, 0, 0], Dragon's Wings[216, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 147: HP: 1040, STR: 9949, VIT: 237, SPD: 85, LUK: 1, Attack: 146415, Defense: 84425, Current HP: 1040, A Avg: 1219636, D Avg: 118194, [Neural Edge[190, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 146: HP: 4541, STR: 9794, VIT: 4775, SPD: 79, LUK: 1, Attack: 146433, Defense: 92603, Current HP: 4541, A Avg: 1219786, D Avg: 129644, [Stargazer[183, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 145: HP: 1324, STR: 9986, VIT: 346, SPD: 79, LUK: 1, Attack: 146471, Defense: 84352, Current HP: 1324, A Avg: 1220103, D Avg: 118092, [Neural Edge[190, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 144: HP: 1440, STR: 7768, VIT: 324, SPD: 85, LUK: 1, Attack: 146515, Defense: 84512, Current HP: 1440, A Avg: 1220469, D Avg: 118316, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 143: HP: 1301, STR: 10041, VIT: 389, SPD: 90, LUK: 1, Attack: 146553, Defense: 88217, Current HP: 1301, A Avg: 1220786, D Avg: 123503, [Neural Edge[190, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 142: HP: 3610, STR: 7805, VIT: 913, SPD: 85, LUK: 1, Attack: 146571, Defense: 87701, Current HP: 3610, A Avg: 1220936, D Avg: 122781, [Spectral Sword Shigure[172, 0, 0, 0], C Magnum[239, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
