Rank 1000: HP: 1040, STR: 603733, VIT: 1228, SPD: 31, LUK: 1, Attack: 1033601, Defense: 88276, Current HP: 1040, A Avg: 8609896, D Avg: 123586, [Impulse[166, 230, 230, 230], Ghost shield[251, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 204: HP: 1083, STR: 648909, VIT: 1108, SPD: 31, LUK: 1, Attack: 1099548, Defense: 88676, Current HP: 1083, A Avg: 9159234, D Avg: 124146, [Pinpoint[112, 230, 230, 230], Storm Wall[242, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 203: HP: 750, STR: 649021, VIT: 190, SPD: 31, LUK: 1, Attack: 1099716, Defense: 84079, Current HP: 750, A Avg: 9160634, D Avg: 117710, [Pinpoint[112, 230, 230, 230], Small Lion[219, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 202: HP: 678, STR: 649039, VIT: 201, SPD: 31, LUK: 1, Attack: 1099743, Defense: 84207, Current HP: 678, A Avg: 9160859, D Avg: 117889, [Pinpoint[112, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 201: HP: 513, STR: 649881, VIT: 101, SPD: 31, LUK: 1, Attack: 1101006, Defense: 84289, Current HP: 513, A Avg: 9171379, D Avg: 118004, [Pinpoint[112, 230, 230, 230], Dragon Sword[225, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 200: HP: 731, STR: 650439, VIT: 284, SPD: 31, LUK: 1, Attack: 1101843, Defense: 85512, Current HP: 731, A Avg: 9178352, D Avg: 119716, [Pinpoint[112, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 199: HP: 437, STR: 649246, VIT: 958, SPD: 31, LUK: 1, Attack: 1102335, Defense: 84964, Current HP: 437, A Avg: 9182450, D Avg: 118949, [Portal Sword[176, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 198: HP: 418, STR: 649246, VIT: 2840, SPD: 31, LUK: 1, Attack: 1102335, Defense: 88510, Current HP: 418, A Avg: 9182450, D Avg: 123913, [Portal Sword[176, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 197: HP: 528, STR: 649377, VIT: 958, SPD: 31, LUK: 1, Attack: 1102531, Defense: 85458, Current HP: 528, A Avg: 9184083, D Avg: 119641, [Portal Sword[176, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 196: HP: 437, STR: 649638, VIT: 919, SPD: 31, LUK: 1, Attack: 1102923, Defense: 84782, Current HP: 437, A Avg: 9187348, D Avg: 118694, [Portal Sword[176, 230, 230, 230], Small Sword[218, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 195: HP: 988, STR: 649696, VIT: 1875, SPD: 31, LUK: 1, Attack: 1103010, Defense: 89443, Current HP: 988, A Avg: 9188073, D Avg: 125220, [Portal Sword[176, 230, 230, 230], Storm Wall[242, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 194: HP: 655, STR: 649809, VIT: 958, SPD: 31, LUK: 1, Attack: 1103179, Defense: 84847, Current HP: 655, A Avg: 9189481, D Avg: 118785, [Portal Sword[176, 230, 230, 230], Small Lion[219, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 193: HP: 583, STR: 649827, VIT: 969, SPD: 31, LUK: 1, Attack: 1103206, Defense: 84975, Current HP: 583, A Avg: 9189705, D Avg: 118964, [Portal Sword[176, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 192: HP: 741, STR: 649930, VIT: 2467, SPD: 31, LUK: 1, Attack: 1103712, Defense: 88137, Current HP: 741, A Avg: 9193920, D Avg: 123391, [God Hand[179, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 191: HP: 418, STR: 650668, VIT: 869, SPD: 31, LUK: 1, Attack: 1104468, Defense: 85057, Current HP: 418, A Avg: 9200218, D Avg: 119079, [Portal Sword[176, 230, 230, 230], Dragon Sword[225, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 190: HP: 513, STR: 652351, VIT: 101, SPD: 31, LUK: 1, Attack: 1104711, Defense: 87929, Current HP: 513, A Avg: 9202242, D Avg: 123100, [Pinpoint[112, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 189: HP: 636, STR: 651226, VIT: 1052, SPD: 31, LUK: 1, Attack: 1105305, Defense: 86280, Current HP: 636, A Avg: 9207190, D Avg: 120791, [Portal Sword[176, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 188: HP: 731, STR: 651078, VIT: 284, SPD: 31, LUK: 1, Attack: 1107194, Defense: 85512, Current HP: 731, A Avg: 9222926, D Avg: 119716, [Tekken[188, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 187: HP: 418, STR: 653139, VIT: 869, SPD: 31, LUK: 1, Attack: 1108174, Defense: 88697, Current HP: 418, A Avg: 9231089, D Avg: 124175, [Portal Sword[176, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 186: HP: 513, STR: 677208, VIT: 230, SPD: 31, LUK: 1, Attack: 1141470, Defense: 84093, Current HP: 513, A Avg: 9508445, D Avg: 117730, [Wasp Knife[105, 230, 230, 230], Titanium Shield[205, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 185: HP: 494, STR: 677420, VIT: 115, SPD: 31, LUK: 1, Attack: 1141788, Defense: 84043, Current HP: 494, A Avg: 9511094, D Avg: 117660, [Short Sword[103, 230, 230, 230], Tower Shield[213, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 184: HP: 494, STR: 677519, VIT: 115, SPD: 31, LUK: 1, Attack: 1141995, Defense: 84043, Current HP: 494, A Avg: 9512818, D Avg: 117660, [Long Sword[104, 230, 230, 230], Tower Shield[213, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 183: HP: 836, STR: 677584, VIT: 269, SPD: 31, LUK: 1, Attack: 1142160, Defense: 84106, Current HP: 836, A Avg: 9514192, D Avg: 117748, [Emerald Sword[115, 230, 230, 230], Emerald Shield[209, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 182: HP: 2204, STR: 677500, VIT: 395, SPD: 31, LUK: 1, Attack: 1142161, Defense: 86312, Current HP: 2204, A Avg: 9514201, D Avg: 120836, [Rusty Knife[156, 230, 230, 230], Frying Pan[231, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 181: HP: 908, STR: 677608, VIT: 1359, SPD: 31, LUK: 1, Attack: 1142421, Defense: 88147, Current HP: 908, A Avg: 9516366, D Avg: 123405, [Crescent[141, 230, 230, 230], Golem Shield[245, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 180: HP: 712, STR: 677707, VIT: 612, SPD: 31, LUK: 1, Attack: 1142511, Defense: 87452, Current HP: 712, A Avg: 9517116, D Avg: 122432, [Phantom Sword[117, 230, 230, 230], Aurora Shield[240, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 179: HP: 944, STR: 677810, VIT: 104, SPD: 31, LUK: 1, Attack: 1142997, Defense: 84032, Current HP: 944, A Avg: 9521165, D Avg: 117644, [Sword of the Spirit Tree[125, 230, 230, 230], Hardwood Shield[223, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 178: HP: 727, STR: 677711, VIT: 599, SPD: 31, LUK: 1, Attack: 1143199, Defense: 87439, Current HP: 727, A Avg: 9522847, D Avg: 122414, [Dreaming Sword[128, 230, 230, 230], Aurora Shield[240, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 177: HP: 2679, STR: 677500, VIT: 645, SPD: 31, LUK: 1, Attack: 1143312, Defense: 86562, Current HP: 2679, A Avg: 9523788, D Avg: 121186, [Thin Blade[158, 230, 230, 230], Frying Pan[231, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 176: HP: 1092, STR: 677880, VIT: 1487, SPD: 31, LUK: 1, Attack: 1143589, Defense: 88275, Current HP: 1092, A Avg: 9526096, D Avg: 123584, [Volcano[142, 230, 230, 230], Golem Shield[245, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 175: HP: 703, STR: 678059, VIT: 602, SPD: 31, LUK: 1, Attack: 1144072, Defense: 85570, Current HP: 703, A Avg: 9530119, D Avg: 119797, [Penetra[161, 230, 230, 230], Huge Shield[234, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 174: HP: 2204, STR: 678195, VIT: 437, SPD: 31, LUK: 1, Attack: 1144549, Defense: 86354, Current HP: 2204, A Avg: 9534093, D Avg: 120895, [Willow Blade[157, 230, 230, 230], Frying Pan[231, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 173: HP: 1092, STR: 678350, VIT: 1481, SPD: 31, LUK: 1, Attack: 1144626, Defense: 88269, Current HP: 1092, A Avg: 9534734, D Avg: 123576, [Irruption[154, 230, 230, 230], Golem Shield[245, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 172: HP: 1124, STR: 678078, VIT: 291, SPD: 31, LUK: 1, Attack: 1144764, Defense: 84219, Current HP: 1124, A Avg: 9535884, D Avg: 117906, [Yggdrasil[126, 230, 230, 230], Hardwood Shield[223, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 171: HP: 540, STR: 678839, VIT: 653, SPD: 31, LUK: 1, Attack: 1145441, Defense: 84376, Current HP: 540, A Avg: 9541523, D Avg: 118126, [Pulse Knife[165, 230, 230, 230], Pot Lid[201, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 170: HP: 540, STR: 678839, VIT: 653, SPD: 31, LUK: 1, Attack: 1145441, Defense: 84386, Current HP: 540, A Avg: 9541523, D Avg: 118140, [Pulse Knife[165, 230, 230, 230], High Pot Lid[202, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 169: HP: 513, STR: 678839, VIT: 696, SPD: 31, LUK: 1, Attack: 1145441, Defense: 84565, Current HP: 513, A Avg: 9541523, D Avg: 118390, [Pulse Knife[165, 230, 230, 230], Wooden Shield[203, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 168: HP: 513, STR: 678839, VIT: 702, SPD: 31, LUK: 1, Attack: 1145441, Defense: 84506, Current HP: 513, A Avg: 9541523, D Avg: 118308, [Pulse Knife[165, 230, 230, 230], Iron Shield[204, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 167: HP: 513, STR: 678839, VIT: 726, SPD: 31, LUK: 1, Attack: 1145441, Defense: 84589, Current HP: 513, A Avg: 9541523, D Avg: 118424, [Pulse Knife[165, 230, 230, 230], Titanium Shield[205, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 166: HP: 513, STR: 678839, VIT: 748, SPD: 31, LUK: 1, Attack: 1145441, Defense: 84637, Current HP: 513, A Avg: 9541523, D Avg: 118491, [Pulse Knife[165, 230, 230, 230], Large iron Shield[206, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 165: HP: 540, STR: 678839, VIT: 742, SPD: 31, LUK: 1, Attack: 1145441, Defense: 84618, Current HP: 540, A Avg: 9541523, D Avg: 118465, [Pulse Knife[165, 230, 230, 230], Magic Shield[207, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 164: HP: 712, STR: 678839, VIT: 809, SPD: 31, LUK: 1, Attack: 1145441, Defense: 84646, Current HP: 712, A Avg: 9541523, D Avg: 118504, [Pulse Knife[165, 230, 230, 230], Emerald Shield[209, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 163: HP: 600, STR: 678839, VIT: 703, SPD: 31, LUK: 1, Attack: 1145441, Defense: 84475, Current HP: 600, A Avg: 9541523, D Avg: 118264, [Pulse Knife[165, 230, 230, 230], Clear Shield[211, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 162: HP: 640, STR: 678839, VIT: 742, SPD: 31, LUK: 1, Attack: 1145441, Defense: 84761, Current HP: 640, A Avg: 9541523, D Avg: 118665, [Pulse Knife[165, 230, 230, 230], Prism Shield[212, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 161: HP: 589, STR: 678839, VIT: 737, SPD: 31, LUK: 1, Attack: 1145441, Defense: 84665, Current HP: 589, A Avg: 9541523, D Avg: 118530, [Pulse Knife[165, 230, 230, 230], Tower Shield[213, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 160: HP: 906, STR: 678839, VIT: 871, SPD: 31, LUK: 1, Attack: 1145441, Defense: 85433, Current HP: 906, A Avg: 9541523, D Avg: 119606, [Pulse Knife[165, 230, 230, 230], Slime Shield[221, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 159: HP: 839, STR: 678839, VIT: 726, SPD: 31, LUK: 1, Attack: 1145441, Defense: 84654, Current HP: 839, A Avg: 9541523, D Avg: 118515, [Pulse Knife[165, 230, 230, 230], Hardwood Shield[223, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 158: HP: 540, STR: 678839, VIT: 1240, SPD: 31, LUK: 1, Attack: 1145441, Defense: 88028, Current HP: 540, A Avg: 9541523, D Avg: 123239, [Pulse Knife[165, 230, 230, 230], Energy Shield[227, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 157: HP: 2004, STR: 678839, VIT: 685, SPD: 31, LUK: 1, Attack: 1145441, Defense: 86602, Current HP: 2004, A Avg: 9541523, D Avg: 121242, [Pulse Knife[165, 230, 230, 230], Frying Pan[231, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 156: HP: 1084, STR: 678839, VIT: 931, SPD: 31, LUK: 1, Attack: 1145441, Defense: 85665, Current HP: 1084, A Avg: 9541523, D Avg: 119930, [Pulse Knife[165, 230, 230, 230], Slafield[232, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 155: HP: 870, STR: 678839, VIT: 871, SPD: 31, LUK: 1, Attack: 1145441, Defense: 86346, Current HP: 870, A Avg: 9541523, D Avg: 120884, [Pulse Knife[165, 230, 230, 230], Mist Shield[233, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 154: HP: 703, STR: 678839, VIT: 1098, SPD: 31, LUK: 1, Attack: 1145441, Defense: 86066, Current HP: 703, A Avg: 9541523, D Avg: 120492, [Pulse Knife[165, 230, 230, 230], Huge Shield[234, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 153: HP: 627, STR: 678839, VIT: 1193, SPD: 31, LUK: 1, Attack: 1145441, Defense: 88033, Current HP: 627, A Avg: 9541523, D Avg: 123246, [Pulse Knife[165, 230, 230, 230], Aurora Shield[240, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 152: HP: 1110, STR: 678839, VIT: 1008, SPD: 31, LUK: 1, Attack: 1145441, Defense: 88433, Current HP: 1110, A Avg: 9541523, D Avg: 123806, [Pulse Knife[165, 230, 230, 230], Cloud Shield[241, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 151: HP: 513, STR: 678839, VIT: 653, SPD: 31, LUK: 1, Attack: 1145441, Defense: 87442, Current HP: 513, A Avg: 9541523, D Avg: 122418, [Pulse Knife[165, 230, 230, 230], Graffiti[243, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 150: HP: 513, STR: 678839, VIT: 1442, SPD: 31, LUK: 1, Attack: 1145441, Defense: 91220, Current HP: 513, A Avg: 9541523, D Avg: 127707, [Pulse Knife[165, 230, 230, 230], Blank Shield[244, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 149: HP: 988, STR: 678839, VIT: 1935, SPD: 31, LUK: 1, Attack: 1145441, Defense: 88723, Current HP: 988, A Avg: 9541523, D Avg: 124212, [Pulse Knife[165, 230, 230, 230], Golem Shield[245, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 148: HP: 798, STR: 678839, VIT: 989, SPD: 34, LUK: 1, Attack: 1145441, Defense: 86867, Current HP: 798, A Avg: 9541523, D Avg: 121613, [Pulse Knife[165, 230, 230, 230], Sticky thread shield[247, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 147: HP: 1174, STR: 678839, VIT: 1041, SPD: 31, LUK: 1, Attack: 1145441, Defense: 87257, Current HP: 1174, A Avg: 9541523, D Avg: 122159, [Pulse Knife[165, 230, 230, 230], King Shield[248, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 146: HP: 940, STR: 678839, VIT: 1226, SPD: 31, LUK: 1, Attack: 1145441, Defense: 88261, Current HP: 940, A Avg: 9541523, D Avg: 123565, [Pulse Knife[165, 230, 230, 230], Warrior's Shield[249, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 145: HP: 540, STR: 678839, VIT: 1126, SPD: 31, LUK: 1, Attack: 1145441, Defense: 88174, Current HP: 540, A Avg: 9541523, D Avg: 123443, [Pulse Knife[165, 230, 230, 230], Ghost shield[251, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 144: HP: 697, STR: 678886, VIT: 819, SPD: 31, LUK: 1, Attack: 1145511, Defense: 84760, Current HP: 697, A Avg: 9542106, D Avg: 118663, [Pulse Knife[165, 230, 230, 230], Dragon's Scales[215, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 143: HP: 513, STR: 678952, VIT: 742, SPD: 34, LUK: 1, Attack: 1145610, Defense: 84767, Current HP: 513, A Avg: 9542931, D Avg: 118673, [Pulse Knife[165, 230, 230, 230], Conductive Barrier[208, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 142: HP: 788, STR: 678976, VIT: 822, SPD: 31, LUK: 1, Attack: 1145646, Defense: 85062, Current HP: 788, A Avg: 9543231, D Avg: 119086, [Pulse Knife[165, 230, 230, 230], Dragon's Wings[216, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 141: HP: 776, STR: 679037, VIT: 898, SPD: 31, LUK: 1, Attack: 1145738, Defense: 86516, Current HP: 776, A Avg: 9543997, D Avg: 121122, [Pulse Knife[165, 230, 230, 230], Mask of the Grim Reaper[214, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 140: HP: 657, STR: 679041, VIT: 1104, SPD: 31, LUK: 1, Attack: 1145744, Defense: 85942, Current HP: 657, A Avg: 9544047, D Avg: 120318, [Pulse Knife[165, 230, 230, 230], Bulletproof Shield[235, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 139: HP: 788, STR: 679088, VIT: 863, SPD: 31, LUK: 1, Attack: 1145814, Defense: 85727, Current HP: 788, A Avg: 9544630, D Avg: 120017, [Pulse Knife[165, 230, 230, 230], Dragon's Head[217, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 138: HP: 712, STR: 679088, VIT: 871, SPD: 34, LUK: 1, Attack: 1145814, Defense: 85293, Current HP: 712, A Avg: 9544630, D Avg: 119410, [Pulse Knife[165, 230, 230, 230], Superconducting Barrier[220, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 137: HP: 2679, STR: 678064, VIT: 667, SPD: 31, LUK: 1, Attack: 1145874, Defense: 86584, Current HP: 2679, A Avg: 9545130, D Avg: 121217, [Santoku[159, 230, 230, 230], Frying Pan[231, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 136: HP: 788, STR: 679135, VIT: 1146, SPD: 31, LUK: 1, Attack: 1145885, Defense: 87947, Current HP: 788, A Avg: 9545222, D Avg: 123125, [Pulse Knife[165, 230, 230, 230], Riot[236, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 135: HP: 874, STR: 678247, VIT: 431, SPD: 31, LUK: 1, Attack: 1145992, Defense: 86049, Current HP: 874, A Avg: 9546113, D Avg: 120468, [Scythe of the Grim Reaper[148, 230, 230, 230], Mask of the Grim Reaper[214, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 134: HP: 551, STR: 679375, VIT: 952, SPD: 31, LUK: 1, Attack: 1146245, Defense: 85543, Current HP: 551, A Avg: 9548220, D Avg: 119760, [Pulse Knife[165, 230, 230, 230], Black Hole[229, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 133: HP: 731, STR: 679375, VIT: 991, SPD: 31, LUK: 1, Attack: 1146245, Defense: 87909, Current HP: 731, A Avg: 9548220, D Avg: 123072, [Pulse Knife[165, 230, 230, 230], White Hole[230, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 132: HP: 1040, STR: 678933, VIT: 755, SPD: 31, LUK: 1, Attack: 1146401, Defense: 84478, Current HP: 1040, A Avg: 9549520, D Avg: 118269, [Impulse[166, 230, 230, 230], Pot Lid[201, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 131: HP: 1040, STR: 678933, VIT: 755, SPD: 31, LUK: 1, Attack: 1146401, Defense: 84488, Current HP: 1040, A Avg: 9549520, D Avg: 118283, [Impulse[166, 230, 230, 230], High Pot Lid[202, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 130: HP: 988, STR: 678933, VIT: 802, SPD: 31, LUK: 1, Attack: 1146401, Defense: 84671, Current HP: 988, A Avg: 9549520, D Avg: 118539, [Impulse[166, 230, 230, 230], Wooden Shield[203, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 129: HP: 988, STR: 678933, VIT: 809, SPD: 31, LUK: 1, Attack: 1146401, Defense: 84613, Current HP: 988, A Avg: 9549520, D Avg: 118458, [Impulse[166, 230, 230, 230], Iron Shield[204, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 128: HP: 988, STR: 678933, VIT: 833, SPD: 31, LUK: 1, Attack: 1146401, Defense: 84696, Current HP: 988, A Avg: 9549520, D Avg: 118574, [Impulse[166, 230, 230, 230], Titanium Shield[205, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 127: HP: 988, STR: 678933, VIT: 854, SPD: 31, LUK: 1, Attack: 1146401, Defense: 84743, Current HP: 988, A Avg: 9549520, D Avg: 118640, [Impulse[166, 230, 230, 230], Large iron Shield[206, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 126: HP: 1040, STR: 678933, VIT: 844, SPD: 31, LUK: 1, Attack: 1146401, Defense: 84720, Current HP: 1040, A Avg: 9549520, D Avg: 118607, [Impulse[166, 230, 230, 230], Magic Shield[207, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 125: HP: 1187, STR: 678933, VIT: 915, SPD: 31, LUK: 1, Attack: 1146401, Defense: 84752, Current HP: 1187, A Avg: 9549520, D Avg: 118652, [Impulse[166, 230, 230, 230], Emerald Shield[209, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 124: HP: 1100, STR: 678933, VIT: 805, SPD: 31, LUK: 1, Attack: 1146401, Defense: 84577, Current HP: 1100, A Avg: 9549520, D Avg: 118407, [Impulse[166, 230, 230, 230], Clear Shield[211, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 123: HP: 1140, STR: 678933, VIT: 844, SPD: 31, LUK: 1, Attack: 1146401, Defense: 84863, Current HP: 1140, A Avg: 9549520, D Avg: 118808, [Impulse[166, 230, 230, 230], Prism Shield[212, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 122: HP: 1064, STR: 678933, VIT: 843, SPD: 31, LUK: 1, Attack: 1146401, Defense: 84771, Current HP: 1064, A Avg: 9549520, D Avg: 118679, [Impulse[166, 230, 230, 230], Tower Shield[213, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 121: HP: 1406, STR: 678933, VIT: 973, SPD: 31, LUK: 1, Attack: 1146401, Defense: 85535, Current HP: 1406, A Avg: 9549520, D Avg: 119748, [Impulse[166, 230, 230, 230], Slime Shield[221, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 120: HP: 1314, STR: 678933, VIT: 833, SPD: 31, LUK: 1, Attack: 1146401, Defense: 84761, Current HP: 1314, A Avg: 9549520, D Avg: 118665, [Impulse[166, 230, 230, 230], Hardwood Shield[223, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 119: HP: 1040, STR: 678933, VIT: 1342, SPD: 31, LUK: 1, Attack: 1146401, Defense: 88130, Current HP: 1040, A Avg: 9549520, D Avg: 123381, [Impulse[166, 230, 230, 230], Energy Shield[227, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 118: HP: 2479, STR: 678933, VIT: 791, SPD: 31, LUK: 1, Attack: 1146401, Defense: 86708, Current HP: 2479, A Avg: 9549520, D Avg: 121391, [Impulse[166, 230, 230, 230], Frying Pan[231, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 117: HP: 1584, STR: 678933, VIT: 1033, SPD: 31, LUK: 1, Attack: 1146401, Defense: 85767, Current HP: 1584, A Avg: 9549520, D Avg: 120073, [Impulse[166, 230, 230, 230], Slafield[232, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 116: HP: 1370, STR: 678933, VIT: 973, SPD: 31, LUK: 1, Attack: 1146401, Defense: 86448, Current HP: 1370, A Avg: 9549520, D Avg: 121027, [Impulse[166, 230, 230, 230], Mist Shield[233, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 115: HP: 1178, STR: 678933, VIT: 1204, SPD: 31, LUK: 1, Attack: 1146401, Defense: 86172, Current HP: 1178, A Avg: 9549520, D Avg: 120640, [Impulse[166, 230, 230, 230], Huge Shield[234, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 114: HP: 1102, STR: 678933, VIT: 1294, SPD: 31, LUK: 1, Attack: 1146401, Defense: 88134, Current HP: 1102, A Avg: 9549520, D Avg: 123387, [Impulse[166, 230, 230, 230], Aurora Shield[240, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 113: HP: 1610, STR: 678933, VIT: 1110, SPD: 31, LUK: 1, Attack: 1146401, Defense: 88535, Current HP: 1610, A Avg: 9549520, D Avg: 123948, [Impulse[166, 230, 230, 230], Cloud Shield[241, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 112: HP: 988, STR: 678933, VIT: 755, SPD: 31, LUK: 1, Attack: 1146401, Defense: 87544, Current HP: 988, A Avg: 9549520, D Avg: 122561, [Impulse[166, 230, 230, 230], Graffiti[243, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 111: HP: 988, STR: 678933, VIT: 1543, SPD: 31, LUK: 1, Attack: 1146401, Defense: 91321, Current HP: 988, A Avg: 9549520, D Avg: 127849, [Impulse[166, 230, 230, 230], Blank Shield[244, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 110: HP: 1463, STR: 678933, VIT: 2042, SPD: 31, LUK: 1, Attack: 1146401, Defense: 88830, Current HP: 1463, A Avg: 9549520, D Avg: 124361, [Impulse[166, 230, 230, 230], Golem Shield[245, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 109: HP: 1273, STR: 678933, VIT: 1091, SPD: 34, LUK: 1, Attack: 1146401, Defense: 86969, Current HP: 1273, A Avg: 9549520, D Avg: 121756, [Impulse[166, 230, 230, 230], Sticky thread shield[247, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
