Rank 1000: HP: 285, STR: 602304, VIT: 130, SPD: 1, LUK: 1, Attack: 1031457, Defense: 83967, Current HP: 285, A Avg: 8592036, D Avg: 117553, [Impulse[166, 230, 230, 230], Emerald Shield[209, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 203: HP: 152, STR: 648427, VIT: 62, SPD: 1, LUK: 1, Attack: 1098825, Defense: 84250, Current HP: 152, A Avg: 9153212, D Avg: 117949, [Pinpoint[112, 230, 230, 230], Dragon Sword[225, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 202: HP: 190, STR: 648472, VIT: 87, SPD: 1, LUK: 1, Attack: 1098892, Defense: 85315, Current HP: 190, A Avg: 9153770, D Avg: 119440, [Pinpoint[112, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 201: HP: 722, STR: 648652, VIT: 477, SPD: 1, LUK: 1, Attack: 1099162, Defense: 88045, Current HP: 722, A Avg: 9156019, D Avg: 123262, [Pinpoint[112, 230, 230, 230], Storm Wall[242, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 200: HP: 152, STR: 649102, VIT: 62, SPD: 1, LUK: 1, Attack: 1099837, Defense: 87890, Current HP: 152, A Avg: 9161642, D Avg: 123045, [Pinpoint[112, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 199: HP: 76, STR: 648135, VIT: 51, SPD: 1, LUK: 1, Attack: 1100668, Defense: 84057, Current HP: 76, A Avg: 9168564, D Avg: 117679, [Portal Sword[176, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 198: HP: 57, STR: 648135, VIT: 41, SPD: 1, LUK: 1, Attack: 1100668, Defense: 85711, Current HP: 57, A Avg: 9168564, D Avg: 119995, [Portal Sword[176, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 197: HP: 95, STR: 648180, VIT: 51, SPD: 1, LUK: 1, Attack: 1100736, Defense: 84551, Current HP: 95, A Avg: 9169130, D Avg: 118371, [Portal Sword[176, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 196: HP: 114, STR: 648202, VIT: 62, SPD: 1, LUK: 1, Attack: 1100769, Defense: 84068, Current HP: 114, A Avg: 9169405, D Avg: 117695, [Portal Sword[176, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 195: HP: 76, STR: 648270, VIT: 51, SPD: 1, LUK: 1, Attack: 1100871, Defense: 83914, Current HP: 76, A Avg: 9170255, D Avg: 117479, [Portal Sword[176, 230, 230, 230], Small Sword[218, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 194: HP: 114, STR: 648270, VIT: 51, SPD: 1, LUK: 1, Attack: 1100871, Defense: 83940, Current HP: 114, A Avg: 9170255, D Avg: 117515, [Portal Sword[176, 230, 230, 230], Small Lion[219, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 193: HP: 57, STR: 648360, VIT: 41, SPD: 1, LUK: 1, Attack: 1101006, Defense: 84229, Current HP: 57, A Avg: 9171379, D Avg: 117920, [Portal Sword[176, 230, 230, 230], Dragon Sword[225, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 192: HP: 380, STR: 648135, VIT: 62, SPD: 1, LUK: 1, Attack: 1101019, Defense: 85732, Current HP: 380, A Avg: 9171488, D Avg: 120024, [God Hand[179, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 191: HP: 95, STR: 648405, VIT: 66, SPD: 1, LUK: 1, Attack: 1101073, Defense: 85294, Current HP: 95, A Avg: 9171938, D Avg: 119411, [Portal Sword[176, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 190: HP: 627, STR: 648585, VIT: 456, SPD: 1, LUK: 1, Attack: 1101343, Defense: 88024, Current HP: 627, A Avg: 9174187, D Avg: 123233, [Portal Sword[176, 230, 230, 230], Storm Wall[242, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 189: HP: 57, STR: 649035, VIT: 41, SPD: 1, LUK: 1, Attack: 1102018, Defense: 87869, Current HP: 57, A Avg: 9179809, D Avg: 123016, [Portal Sword[176, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 188: HP: 190, STR: 648855, VIT: 87, SPD: 1, LUK: 1, Attack: 1103860, Defense: 85315, Current HP: 190, A Avg: 9195153, D Avg: 119440, [Tekken[188, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 187: HP: 152, STR: 676940, VIT: 65, SPD: 1, LUK: 1, Attack: 1141068, Defense: 83928, Current HP: 152, A Avg: 9505096, D Avg: 117499, [Wasp Knife[105, 230, 230, 230], Titanium Shield[205, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 186: HP: 1121, STR: 676964, VIT: 65, SPD: 1, LUK: 1, Attack: 1141357, Defense: 85982, Current HP: 1121, A Avg: 9507503, D Avg: 120374, [Rusty Knife[156, 230, 230, 230], Frying Pan[231, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 185: HP: 133, STR: 677331, VIT: 32, SPD: 1, LUK: 1, Attack: 1141654, Defense: 83960, Current HP: 133, A Avg: 9509977, D Avg: 117543, [Short Sword[103, 230, 230, 230], Tower Shield[213, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 184: HP: 133, STR: 677340, VIT: 32, SPD: 1, LUK: 1, Attack: 1141726, Defense: 83960, Current HP: 133, A Avg: 9510577, D Avg: 117543, [Long Sword[104, 230, 230, 230], Tower Shield[213, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 183: HP: 114, STR: 677316, VIT: 21, SPD: 1, LUK: 1, Attack: 1141758, Defense: 83858, Current HP: 114, A Avg: 9510844, D Avg: 117401, [Emerald Sword[115, 230, 230, 230], Emerald Shield[209, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 182: HP: 171, STR: 677349, VIT: 178, SPD: 1, LUK: 1, Attack: 1141974, Defense: 87018, Current HP: 171, A Avg: 9512643, D Avg: 121825, [Phantom Sword[117, 230, 230, 230], Aurora Shield[240, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 181: HP: 547, STR: 677340, VIT: 243, SPD: 1, LUK: 1, Attack: 1142019, Defense: 87031, Current HP: 547, A Avg: 9513018, D Avg: 121843, [Crescent[141, 230, 230, 230], Golem Shield[245, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 180: HP: 114, STR: 677363, VIT: 21, SPD: 1, LUK: 1, Attack: 1142326, Defense: 83949, Current HP: 114, A Avg: 9515575, D Avg: 117528, [Sword of the Spirit Tree[125, 230, 230, 230], Hardwood Shield[223, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 179: HP: 342, STR: 676987, VIT: 65, SPD: 1, LUK: 1, Attack: 1142464, Defense: 85033, Current HP: 342, A Avg: 9516725, D Avg: 119046, [Penetra[161, 230, 230, 230], Huge Shield[234, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 178: HP: 1235, STR: 676964, VIT: 108, SPD: 1, LUK: 1, Attack: 1142508, Defense: 86025, Current HP: 1235, A Avg: 9517091, D Avg: 120434, [Thin Blade[158, 230, 230, 230], Frying Pan[231, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 177: HP: 186, STR: 677354, VIT: 166, SPD: 1, LUK: 1, Attack: 1142664, Defense: 87006, Current HP: 186, A Avg: 9518391, D Avg: 121808, [Dreaming Sword[128, 230, 230, 230], Aurora Shield[240, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 176: HP: 551, STR: 677345, VIT: 247, SPD: 1, LUK: 1, Attack: 1142787, Defense: 87035, Current HP: 551, A Avg: 9519415, D Avg: 121848, [Volcano[142, 230, 230, 230], Golem Shield[245, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 175: HP: 1121, STR: 677034, VIT: 65, SPD: 1, LUK: 1, Attack: 1142808, Defense: 85982, Current HP: 1121, A Avg: 9519590, D Avg: 120374, [Willow Blade[157, 230, 230, 230], Frying Pan[231, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 174: HP: 551, STR: 677457, VIT: 282, SPD: 1, LUK: 1, Attack: 1143286, Defense: 87070, Current HP: 551, A Avg: 9523572, D Avg: 121897, [Irruption[154, 230, 230, 230], Golem Shield[245, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 173: HP: 160, STR: 677410, VIT: 62, SPD: 1, LUK: 1, Attack: 1143297, Defense: 83785, Current HP: 160, A Avg: 9523664, D Avg: 117298, [Pulse Knife[165, 230, 230, 230], Pot Lid[201, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 172: HP: 160, STR: 677410, VIT: 62, SPD: 1, LUK: 1, Attack: 1143297, Defense: 83795, Current HP: 160, A Avg: 9523664, D Avg: 117312, [Pulse Knife[165, 230, 230, 230], High Pot Lid[202, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 171: HP: 152, STR: 677410, VIT: 76, SPD: 1, LUK: 1, Attack: 1143297, Defense: 83945, Current HP: 152, A Avg: 9523664, D Avg: 117522, [Pulse Knife[165, 230, 230, 230], Wooden Shield[203, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 170: HP: 152, STR: 677410, VIT: 82, SPD: 1, LUK: 1, Attack: 1143297, Defense: 83886, Current HP: 152, A Avg: 9523664, D Avg: 117440, [Pulse Knife[165, 230, 230, 230], Iron Shield[204, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 169: HP: 152, STR: 677410, VIT: 65, SPD: 1, LUK: 1, Attack: 1143297, Defense: 83928, Current HP: 152, A Avg: 9523664, D Avg: 117499, [Pulse Knife[165, 230, 230, 230], Titanium Shield[205, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 168: HP: 152, STR: 677410, VIT: 87, SPD: 1, LUK: 1, Attack: 1143297, Defense: 83976, Current HP: 152, A Avg: 9523664, D Avg: 117566, [Pulse Knife[165, 230, 230, 230], Large iron Shield[206, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 167: HP: 160, STR: 677410, VIT: 72, SPD: 1, LUK: 1, Attack: 1143297, Defense: 83948, Current HP: 160, A Avg: 9523664, D Avg: 117527, [Pulse Knife[165, 230, 230, 230], Magic Shield[207, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 166: HP: 171, STR: 677410, VIT: 65, SPD: 1, LUK: 1, Attack: 1143297, Defense: 83902, Current HP: 171, A Avg: 9523664, D Avg: 117462, [Pulse Knife[165, 230, 230, 230], Emerald Shield[209, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 165: HP: 220, STR: 677410, VIT: 72, SPD: 1, LUK: 1, Attack: 1143297, Defense: 83844, Current HP: 220, A Avg: 9523664, D Avg: 117381, [Pulse Knife[165, 230, 230, 230], Clear Shield[211, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 164: HP: 260, STR: 677410, VIT: 72, SPD: 1, LUK: 1, Attack: 1143297, Defense: 84091, Current HP: 260, A Avg: 9523664, D Avg: 117727, [Pulse Knife[165, 230, 230, 230], Prism Shield[212, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 163: HP: 228, STR: 677410, VIT: 76, SPD: 1, LUK: 1, Attack: 1143297, Defense: 84004, Current HP: 228, A Avg: 9523664, D Avg: 117605, [Pulse Knife[165, 230, 230, 230], Tower Shield[213, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 162: HP: 260, STR: 677410, VIT: 83, SPD: 1, LUK: 1, Attack: 1143297, Defense: 84645, Current HP: 260, A Avg: 9523664, D Avg: 118502, [Pulse Knife[165, 230, 230, 230], Slime Shield[221, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 161: HP: 190, STR: 677410, VIT: 65, SPD: 1, LUK: 1, Attack: 1143297, Defense: 83993, Current HP: 190, A Avg: 9523664, D Avg: 117590, [Pulse Knife[165, 230, 230, 230], Hardwood Shield[223, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 160: HP: 160, STR: 677410, VIT: 373, SPD: 1, LUK: 1, Attack: 1143297, Defense: 87161, Current HP: 160, A Avg: 9523664, D Avg: 122025, [Pulse Knife[165, 230, 230, 230], Energy Shield[227, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 159: HP: 190, STR: 677410, VIT: 124, SPD: 1, LUK: 1, Attack: 1143297, Defense: 84715, Current HP: 190, A Avg: 9523664, D Avg: 118600, [Pulse Knife[165, 230, 230, 230], Black Hole[229, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 158: HP: 190, STR: 677410, VIT: 124, SPD: 1, LUK: 1, Attack: 1143297, Defense: 87042, Current HP: 190, A Avg: 9523664, D Avg: 121858, [Pulse Knife[165, 230, 230, 230], White Hole[230, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 157: HP: 1102, STR: 677410, VIT: 65, SPD: 1, LUK: 1, Attack: 1143297, Defense: 85982, Current HP: 1102, A Avg: 9523664, D Avg: 120374, [Pulse Knife[165, 230, 230, 230], Frying Pan[231, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 156: HP: 400, STR: 677410, VIT: 103, SPD: 1, LUK: 1, Attack: 1143297, Defense: 84837, Current HP: 400, A Avg: 9523664, D Avg: 118771, [Pulse Knife[165, 230, 230, 230], Slafield[232, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 155: HP: 300, STR: 677410, VIT: 83, SPD: 1, LUK: 1, Attack: 1143297, Defense: 85558, Current HP: 300, A Avg: 9523664, D Avg: 119781, [Pulse Knife[165, 230, 230, 230], Mist Shield[233, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 154: HP: 342, STR: 677410, VIT: 65, SPD: 1, LUK: 1, Attack: 1143297, Defense: 85033, Current HP: 342, A Avg: 9523664, D Avg: 119046, [Pulse Knife[165, 230, 230, 230], Huge Shield[234, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 153: HP: 266, STR: 677410, VIT: 207, SPD: 1, LUK: 1, Attack: 1143297, Defense: 87047, Current HP: 266, A Avg: 9523664, D Avg: 121865, [Pulse Knife[165, 230, 230, 230], Aurora Shield[240, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 152: HP: 160, STR: 677410, VIT: 62, SPD: 1, LUK: 1, Attack: 1143297, Defense: 87487, Current HP: 160, A Avg: 9523664, D Avg: 122481, [Pulse Knife[165, 230, 230, 230], Cloud Shield[241, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 151: HP: 152, STR: 677410, VIT: 62, SPD: 1, LUK: 1, Attack: 1143297, Defense: 86851, Current HP: 152, A Avg: 9523664, D Avg: 121591, [Pulse Knife[165, 230, 230, 230], Graffiti[243, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 150: HP: 152, STR: 677410, VIT: 62, SPD: 1, LUK: 1, Attack: 1143297, Defense: 89840, Current HP: 152, A Avg: 9523664, D Avg: 125775, [Pulse Knife[165, 230, 230, 230], Blank Shield[244, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 149: HP: 627, STR: 677410, VIT: 282, SPD: 1, LUK: 1, Attack: 1143297, Defense: 87070, Current HP: 627, A Avg: 9523664, D Avg: 121897, [Pulse Knife[165, 230, 230, 230], Golem Shield[245, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 148: HP: 437, STR: 677410, VIT: 83, SPD: 1, LUK: 1, Attack: 1143297, Defense: 85961, Current HP: 437, A Avg: 9523664, D Avg: 120345, [Pulse Knife[165, 230, 230, 230], Sticky thread shield[247, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 147: HP: 380, STR: 677410, VIT: 174, SPD: 1, LUK: 1, Attack: 1143297, Defense: 86390, Current HP: 380, A Avg: 9523664, D Avg: 120945, [Pulse Knife[165, 230, 230, 230], King Shield[248, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 146: HP: 560, STR: 677410, VIT: 477, SPD: 1, LUK: 1, Attack: 1143297, Defense: 87512, Current HP: 560, A Avg: 9523664, D Avg: 122516, [Pulse Knife[165, 230, 230, 230], Warrior's Shield[249, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 145: HP: 160, STR: 677410, VIT: 62, SPD: 1, LUK: 1, Attack: 1143297, Defense: 87110, Current HP: 160, A Avg: 9523664, D Avg: 121953, [Pulse Knife[165, 230, 230, 230], Ghost shield[251, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 144: HP: 168, STR: 677429, VIT: 70, SPD: 1, LUK: 1, Attack: 1143326, Defense: 85688, Current HP: 168, A Avg: 9523905, D Avg: 119963, [Pulse Knife[165, 230, 230, 230], Mask of the Grim Reaper[214, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 143: HP: 152, STR: 677434, VIT: 72, SPD: 1, LUK: 1, Attack: 1143333, Defense: 84097, Current HP: 152, A Avg: 9523963, D Avg: 117735, [Pulse Knife[165, 230, 230, 230], Conductive Barrier[208, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 142: HP: 152, STR: 677434, VIT: 195, SPD: 1, LUK: 1, Attack: 1143333, Defense: 85033, Current HP: 152, A Avg: 9523963, D Avg: 119046, [Pulse Knife[165, 230, 230, 230], Bulletproof Shield[235, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 141: HP: 247, STR: 677439, VIT: 195, SPD: 1, LUK: 1, Attack: 1143341, Defense: 86996, Current HP: 247, A Avg: 9524030, D Avg: 121794, [Pulse Knife[165, 230, 230, 230], Riot[236, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 140: HP: 228, STR: 677457, VIT: 76, SPD: 1, LUK: 1, Attack: 1143368, Defense: 84017, Current HP: 228, A Avg: 9524255, D Avg: 117623, [Pulse Knife[165, 230, 230, 230], Dragon's Scales[215, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 139: HP: 247, STR: 677457, VIT: 78, SPD: 1, LUK: 1, Attack: 1143368, Defense: 84318, Current HP: 247, A Avg: 9524255, D Avg: 118045, [Pulse Knife[165, 230, 230, 230], Dragon's Wings[216, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 138: HP: 247, STR: 677481, VIT: 78, SPD: 1, LUK: 1, Attack: 1143404, Defense: 84942, Current HP: 247, A Avg: 9524555, D Avg: 118918, [Pulse Knife[165, 230, 230, 230], Dragon's Head[217, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 137: HP: 171, STR: 677481, VIT: 83, SPD: 1, LUK: 1, Attack: 1143404, Defense: 84505, Current HP: 171, A Avg: 9524555, D Avg: 118306, [Pulse Knife[165, 230, 230, 230], Superconducting Barrier[220, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 136: HP: 400, STR: 677645, VIT: 186, SPD: 1, LUK: 1, Attack: 1143650, Defense: 86298, Current HP: 400, A Avg: 9526604, D Avg: 120817, [Pulse Knife[165, 230, 230, 230], Goblin Hand[250, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 135: HP: 114, STR: 677363, VIT: 43, SPD: 1, LUK: 1, Attack: 1143691, Defense: 83971, Current HP: 114, A Avg: 9526946, D Avg: 117559, [Yggdrasil[126, 230, 230, 230], Hardwood Shield[223, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 134: HP: 532, STR: 677692, VIT: 391, SPD: 1, LUK: 1, Attack: 1143720, Defense: 85385, Current HP: 532, A Avg: 9527187, D Avg: 119538, [Pulse Knife[165, 230, 230, 230], Metalization[228, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 133: HP: 280, STR: 677504, VIT: 124, SPD: 1, LUK: 1, Attack: 1144257, Defense: 83847, Current HP: 280, A Avg: 9531660, D Avg: 117385, [Impulse[166, 230, 230, 230], Pot Lid[201, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 132: HP: 280, STR: 677504, VIT: 124, SPD: 1, LUK: 1, Attack: 1144257, Defense: 83857, Current HP: 280, A Avg: 9531660, D Avg: 117399, [Impulse[166, 230, 230, 230], High Pot Lid[202, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 131: HP: 266, STR: 677504, VIT: 141, SPD: 1, LUK: 1, Attack: 1144257, Defense: 84010, Current HP: 266, A Avg: 9531660, D Avg: 117613, [Impulse[166, 230, 230, 230], Wooden Shield[203, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 130: HP: 266, STR: 677504, VIT: 147, SPD: 1, LUK: 1, Attack: 1144257, Defense: 83951, Current HP: 266, A Avg: 9531660, D Avg: 117531, [Impulse[166, 230, 230, 230], Iron Shield[204, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 129: HP: 266, STR: 677504, VIT: 130, SPD: 1, LUK: 1, Attack: 1144257, Defense: 83993, Current HP: 266, A Avg: 9531660, D Avg: 117590, [Impulse[166, 230, 230, 230], Titanium Shield[205, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 128: HP: 266, STR: 677504, VIT: 152, SPD: 1, LUK: 1, Attack: 1144257, Defense: 84041, Current HP: 266, A Avg: 9531660, D Avg: 117657, [Impulse[166, 230, 230, 230], Large iron Shield[206, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 127: HP: 280, STR: 677504, VIT: 134, SPD: 1, LUK: 1, Attack: 1144257, Defense: 84010, Current HP: 280, A Avg: 9531660, D Avg: 117613, [Impulse[166, 230, 230, 230], Magic Shield[207, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 126: HP: 285, STR: 677504, VIT: 130, SPD: 1, LUK: 1, Attack: 1144257, Defense: 83967, Current HP: 285, A Avg: 9531660, D Avg: 117553, [Impulse[166, 230, 230, 230], Emerald Shield[209, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 125: HP: 340, STR: 677504, VIT: 134, SPD: 1, LUK: 1, Attack: 1144257, Defense: 83906, Current HP: 340, A Avg: 9531660, D Avg: 117468, [Impulse[166, 230, 230, 230], Clear Shield[211, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 124: HP: 380, STR: 677504, VIT: 134, SPD: 1, LUK: 1, Attack: 1144257, Defense: 84153, Current HP: 380, A Avg: 9531660, D Avg: 117814, [Impulse[166, 230, 230, 230], Prism Shield[212, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 123: HP: 342, STR: 677504, VIT: 141, SPD: 1, LUK: 1, Attack: 1144257, Defense: 84069, Current HP: 342, A Avg: 9531660, D Avg: 117696, [Impulse[166, 230, 230, 230], Tower Shield[213, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 122: HP: 380, STR: 677504, VIT: 145, SPD: 1, LUK: 1, Attack: 1144257, Defense: 84707, Current HP: 380, A Avg: 9531660, D Avg: 118589, [Impulse[166, 230, 230, 230], Slime Shield[221, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 121: HP: 304, STR: 677504, VIT: 130, SPD: 1, LUK: 1, Attack: 1144257, Defense: 84058, Current HP: 304, A Avg: 9531660, D Avg: 117681, [Impulse[166, 230, 230, 230], Hardwood Shield[223, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 120: HP: 280, STR: 677504, VIT: 435, SPD: 1, LUK: 1, Attack: 1144257, Defense: 87223, Current HP: 280, A Avg: 9531660, D Avg: 122112, [Impulse[166, 230, 230, 230], Energy Shield[227, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 119: HP: 304, STR: 677504, VIT: 186, SPD: 1, LUK: 1, Attack: 1144257, Defense: 84777, Current HP: 304, A Avg: 9531660, D Avg: 118687, [Impulse[166, 230, 230, 230], Black Hole[229, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 118: HP: 304, STR: 677504, VIT: 186, SPD: 1, LUK: 1, Attack: 1144257, Defense: 87104, Current HP: 304, A Avg: 9531660, D Avg: 121945, [Impulse[166, 230, 230, 230], White Hole[230, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 117: HP: 1216, STR: 677504, VIT: 130, SPD: 1, LUK: 1, Attack: 1144257, Defense: 86047, Current HP: 1216, A Avg: 9531660, D Avg: 120465, [Impulse[166, 230, 230, 230], Frying Pan[231, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 116: HP: 520, STR: 677504, VIT: 166, SPD: 1, LUK: 1, Attack: 1144257, Defense: 84900, Current HP: 520, A Avg: 9531660, D Avg: 118859, [Impulse[166, 230, 230, 230], Slafield[232, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 115: HP: 420, STR: 677504, VIT: 145, SPD: 1, LUK: 1, Attack: 1144257, Defense: 85620, Current HP: 420, A Avg: 9531660, D Avg: 119867, [Impulse[166, 230, 230, 230], Mist Shield[233, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 114: HP: 456, STR: 677504, VIT: 130, SPD: 1, LUK: 1, Attack: 1144257, Defense: 85098, Current HP: 456, A Avg: 9531660, D Avg: 119137, [Impulse[166, 230, 230, 230], Huge Shield[234, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 113: HP: 380, STR: 677504, VIT: 269, SPD: 1, LUK: 1, Attack: 1144257, Defense: 87109, Current HP: 380, A Avg: 9531660, D Avg: 121952, [Impulse[166, 230, 230, 230], Aurora Shield[240, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 112: HP: 280, STR: 677504, VIT: 124, SPD: 1, LUK: 1, Attack: 1144257, Defense: 87549, Current HP: 280, A Avg: 9531660, D Avg: 122568, [Impulse[166, 230, 230, 230], Cloud Shield[241, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 111: HP: 266, STR: 677504, VIT: 124, SPD: 1, LUK: 1, Attack: 1144257, Defense: 86913, Current HP: 266, A Avg: 9531660, D Avg: 121678, [Impulse[166, 230, 230, 230], Graffiti[243, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 110: HP: 266, STR: 677504, VIT: 124, SPD: 1, LUK: 1, Attack: 1144257, Defense: 89902, Current HP: 266, A Avg: 9531660, D Avg: 125862, [Impulse[166, 230, 230, 230], Blank Shield[244, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 109: HP: 741, STR: 677504, VIT: 348, SPD: 1, LUK: 1, Attack: 1144257, Defense: 87136, Current HP: 741, A Avg: 9531660, D Avg: 121990, [Impulse[166, 230, 230, 230], Golem Shield[245, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 108: HP: 551, STR: 677504, VIT: 145, SPD: 1, LUK: 1, Attack: 1144257, Defense: 86023, Current HP: 551, A Avg: 9531660, D Avg: 120432, [Impulse[166, 230, 230, 230], Sticky thread shield[247, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 107: HP: 494, STR: 677504, VIT: 239, SPD: 1, LUK: 1, Attack: 1144257, Defense: 86455, Current HP: 494, A Avg: 9531660, D Avg: 121036, [Impulse[166, 230, 230, 230], King Shield[248, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
