Rank 1000: HP: 2204, STR: 8078, VIT: 1146, SPD: 81, LUK: 1, Attack: 141636, Defense: 88974, Current HP: 2204, A Avg: 1179827, D Avg: 124563, [Progress[147, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 266: HP: 2940, STR: 8444, VIT: 1697, SPD: 85, LUK: 1, Attack: 144158, Defense: 87809, Current HP: 2940, A Avg: 1200836, D Avg: 122932, [Neural Edge[190, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 265: HP: 2756, STR: 6199, VIT: 1664, SPD: 85, LUK: 1, Attack: 144162, Defense: 87282, Current HP: 2756, A Avg: 1200869, D Avg: 122194, [Spectral Sword Shigure[172, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 264: HP: 7771, STR: 8227, VIT: 2851, SPD: 90, LUK: 1, Attack: 144164, Defense: 89639, Current HP: 7771, A Avg: 1200886, D Avg: 125494, [Wild Card[175, 0, 0, 0], C Magnum[239, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 263: HP: 2443, STR: 6203, VIT: 1961, SPD: 85, LUK: 1, Attack: 144168, Defense: 86799, Current HP: 2443, A Avg: 1200919, D Avg: 121518, [Spectral Sword Shigure[172, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 262: HP: 2078, STR: 6204, VIT: 1415, SPD: 81, LUK: 1, Attack: 144169, Defense: 86409, Current HP: 2078, A Avg: 1200927, D Avg: 120972, [Spectral Sword Shigure[172, 0, 0, 0], Metalization[228, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 261: HP: 988, STR: 11187, VIT: 336, SPD: 71, LUK: 1, Attack: 144174, Defense: 88164, Current HP: 988, A Avg: 1200969, D Avg: 123429, [Jack Knife[185, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 260: HP: 1472, STR: 3946, VIT: 166, SPD: 71, LUK: 1, Attack: 144199, Defense: 87994, Current HP: 1472, A Avg: 1201177, D Avg: 123191, [Big Bang[171, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 259: HP: 2233, STR: 3946, VIT: 122, SPD: 71, LUK: 1, Attack: 144199, Defense: 87950, Current HP: 2233, A Avg: 1201177, D Avg: 123129, [Big Bang[171, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 258: HP: 1501, STR: 3946, VIT: 122, SPD: 130, LUK: 1, Attack: 144199, Defense: 87950, Current HP: 1501, A Avg: 1201177, D Avg: 123129, [Big Bang[171, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 257: HP: 1482, STR: 3946, VIT: 132, SPD: 116, LUK: 1, Attack: 144199, Defense: 87960, Current HP: 1482, A Avg: 1201177, D Avg: 123143, [Big Bang[171, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 256: HP: 1914, STR: 3946, VIT: 196, SPD: 71, LUK: 1, Attack: 144199, Defense: 88024, Current HP: 1914, A Avg: 1201177, D Avg: 123233, [Big Bang[171, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 255: HP: 1520, STR: 3946, VIT: 153, SPD: 116, LUK: 1, Attack: 144199, Defense: 87981, Current HP: 1520, A Avg: 1201177, D Avg: 123173, [Big Bang[171, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 254: HP: 2109, STR: 8475, VIT: 1879, SPD: 85, LUK: 1, Attack: 144204, Defense: 86873, Current HP: 2109, A Avg: 1201219, D Avg: 121622, [Neural Edge[190, 0, 0, 0], Metalization[228, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 253: HP: 2299, STR: 6231, VIT: 867, SPD: 76, LUK: 1, Attack: 144210, Defense: 85211, Current HP: 2299, A Avg: 1201269, D Avg: 119295, [Spectral Sword Shigure[172, 0, 0, 0], V Magnum[238, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 252: HP: 6004, STR: 10328, VIT: 1298, SPD: 71, LUK: 1, Attack: 144211, Defense: 86526, Current HP: 6004, A Avg: 1201277, D Avg: 121136, [Spear of Regression[182, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 251: HP: 2622, STR: 6234, VIT: 1557, SPD: 85, LUK: 1, Attack: 144214, Defense: 86421, Current HP: 2622, A Avg: 1201302, D Avg: 120989, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 250: HP: 2546, STR: 6234, VIT: 1585, SPD: 90, LUK: 1, Attack: 144214, Defense: 86007, Current HP: 2546, A Avg: 1201302, D Avg: 120409, [Spectral Sword Shigure[172, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 249: HP: 1463, STR: 3957, VIT: 196, SPD: 71, LUK: 1, Attack: 144215, Defense: 88024, Current HP: 1463, A Avg: 1201310, D Avg: 123233, [Big Bang[171, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 248: HP: 2378, STR: 3957, VIT: 143, SPD: 71, LUK: 1, Attack: 144215, Defense: 87971, Current HP: 2378, A Avg: 1201310, D Avg: 123159, [Big Bang[171, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 247: HP: 893, STR: 8518, VIT: 112, SPD: 71, LUK: 2, Attack: 144269, Defense: 87940, Current HP: 893, A Avg: 1201760, D Avg: 123115, [Neural Edge[190, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 246: HP: 893, STR: 10539, VIT: 1958, SPD: 71, LUK: 1, Attack: 144274, Defense: 89786, Current HP: 893, A Avg: 1201802, D Avg: 125700, [Portal Sword[176, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 245: HP: 2314, STR: 6278, VIT: 1301, SPD: 85, LUK: 1, Attack: 144280, Defense: 85801, Current HP: 2314, A Avg: 1201852, D Avg: 120121, [Spectral Sword Shigure[172, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 244: HP: 2183, STR: 6290, VIT: 725, SPD: 81, LUK: 1, Attack: 144298, Defense: 84614, Current HP: 2183, A Avg: 1202002, D Avg: 118459, [Spectral Sword Shigure[172, 0, 0, 0], Small Lion[219, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 243: HP: 2495, STR: 4012, VIT: 122, SPD: 71, LUK: 1, Attack: 144298, Defense: 87950, Current HP: 2495, A Avg: 1202002, D Avg: 123129, [Big Bang[171, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 242: HP: 1826, STR: 4012, VIT: 112, SPD: 71, LUK: 2, Attack: 144298, Defense: 87940, Current HP: 1826, A Avg: 1202002, D Avg: 123115, [Big Bang[171, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 241: HP: 1786, STR: 6312, VIT: 1100, SPD: 71, LUK: 1, Attack: 144331, Defense: 87901, Current HP: 1786, A Avg: 1202277, D Avg: 123061, [Spectral Sword Shigure[172, 0, 0, 0], Riot[236, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 240: HP: 3154, STR: 8400, VIT: 2573, SPD: 116, LUK: 1, Attack: 144342, Defense: 90401, Current HP: 3154, A Avg: 1202368, D Avg: 126561, [Stargazer[183, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 239: HP: 1843, STR: 6338, VIT: 1979, SPD: 71, LUK: 1, Attack: 144370, Defense: 89547, Current HP: 1843, A Avg: 1202602, D Avg: 125365, [Spectral Sword Shigure[172, 0, 0, 0], Storm Wall[242, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 238: HP: 2622, STR: 6342, VIT: 2057, SPD: 85, LUK: 1, Attack: 144376, Defense: 88858, Current HP: 2622, A Avg: 1202652, D Avg: 124401, [Spectral Sword Shigure[172, 0, 0, 0], Riot[236, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 237: HP: 1804, STR: 4065, VIT: 332, SPD: 71, LUK: 1, Attack: 144377, Defense: 88160, Current HP: 1804, A Avg: 1202660, D Avg: 123423, [Big Bang[171, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 236: HP: 893, STR: 11692, VIT: 112, SPD: 71, LUK: 1, Attack: 144405, Defense: 87940, Current HP: 893, A Avg: 1202893, D Avg: 123115, [Magical[187, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 235: HP: 4427, STR: 8448, VIT: 3855, SPD: 85, LUK: 1, Attack: 144414, Defense: 89083, Current HP: 4427, A Avg: 1202968, D Avg: 124716, [Stargazer[183, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 234: HP: 6365, STR: 8405, VIT: 2328, SPD: 71, LUK: 2, Attack: 144431, Defense: 87556, Current HP: 6365, A Avg: 1203110, D Avg: 122578, [Wild Card[175, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 233: HP: 1999, STR: 6388, VIT: 737, SPD: 81, LUK: 1, Attack: 144445, Defense: 84743, Current HP: 1999, A Avg: 1203226, D Avg: 118640, [Spectral Sword Shigure[172, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 232: HP: 3002, STR: 4111, VIT: 423, SPD: 85, LUK: 1, Attack: 144446, Defense: 87211, Current HP: 3002, A Avg: 1203235, D Avg: 122095, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 231: HP: 893, STR: 8640, VIT: 132, SPD: 71, LUK: 1, Attack: 144452, Defense: 84320, Current HP: 893, A Avg: 1203285, D Avg: 118047, [Neural Edge[190, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 230: HP: 988, STR: 8640, VIT: 336, SPD: 71, LUK: 1, Attack: 144452, Defense: 84524, Current HP: 988, A Avg: 1203285, D Avg: 118333, [Neural Edge[190, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 229: HP: 988, STR: 8640, VIT: 153, SPD: 71, LUK: 1, Attack: 144452, Defense: 84341, Current HP: 988, A Avg: 1203285, D Avg: 118077, [Neural Edge[190, 0, 0, 0], Dragon Sword[225, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 228: HP: 912, STR: 8648, VIT: 213, SPD: 71, LUK: 1, Attack: 144464, Defense: 84076, Current HP: 912, A Avg: 1203385, D Avg: 117706, [Neural Edge[190, 0, 0, 0], Small Sword[218, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 227: HP: 6574, STR: 10500, VIT: 908, SPD: 76, LUK: 1, Attack: 144469, Defense: 87696, Current HP: 6574, A Avg: 1203426, D Avg: 122774, [Spear of Regression[182, 0, 0, 0], C Magnum[239, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 226: HP: 2204, STR: 8652, VIT: 1218, SPD: 85, LUK: 1, Attack: 144470, Defense: 85107, Current HP: 2204, A Avg: 1203435, D Avg: 119149, [Neural Edge[190, 0, 0, 0], Small Lion[219, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 225: HP: 2679, STR: 6425, VIT: 2892, SPD: 85, LUK: 1, Attack: 144501, Defense: 90460, Current HP: 2679, A Avg: 1203693, D Avg: 126643, [Spectral Sword Shigure[172, 0, 0, 0], Storm Wall[242, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 224: HP: 4997, STR: 8555, VIT: 3465, SPD: 90, LUK: 1, Attack: 144574, Defense: 90253, Current HP: 4997, A Avg: 1204301, D Avg: 126354, [Stargazer[183, 0, 0, 0], C Magnum[239, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 223: HP: 940, STR: 8723, VIT: 226, SPD: 81, LUK: 1, Attack: 144576, Defense: 84570, Current HP: 940, A Avg: 1204318, D Avg: 118397, [Neural Edge[190, 0, 0, 0], V Magnum[238, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 222: HP: 1463, STR: 11894, VIT: 1091, SPD: 71, LUK: 1, Attack: 144591, Defense: 88919, Current HP: 1463, A Avg: 1204443, D Avg: 124486, [Divine Dragon Sword[181, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 221: HP: 2036, STR: 8745, VIT: 1228, SPD: 85, LUK: 1, Attack: 144609, Defense: 85234, Current HP: 2036, A Avg: 1204592, D Avg: 119327, [Neural Edge[190, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 220: HP: 2299, STR: 6501, VIT: 867, SPD: 71, LUK: 1, Attack: 144615, Defense: 85055, Current HP: 2299, A Avg: 1204642, D Avg: 119076, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 219: HP: 1340, STR: 6515, VIT: 313, SPD: 81, LUK: 1, Attack: 144636, Defense: 84449, Current HP: 1340, A Avg: 1204817, D Avg: 118228, [Spectral Sword Shigure[172, 0, 0, 0], Magnum[237, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 218: HP: 2375, STR: 8797, VIT: 1322, SPD: 71, LUK: 1, Attack: 144687, Defense: 86550, Current HP: 2375, A Avg: 1205242, D Avg: 121169, [Neural Edge[190, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 217: HP: 1180, STR: 8798, VIT: 385, SPD: 71, LUK: 1, Attack: 144689, Defense: 84108, Current HP: 1180, A Avg: 1205259, D Avg: 117751, [Neural Edge[190, 0, 0, 0], Pot Lid[201, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 216: HP: 1180, STR: 8798, VIT: 385, SPD: 71, LUK: 1, Attack: 144689, Defense: 84118, Current HP: 1180, A Avg: 1205259, D Avg: 117765, [Neural Edge[190, 0, 0, 0], High Pot Lid[202, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 215: HP: 1121, STR: 8798, VIT: 415, SPD: 71, LUK: 1, Attack: 144689, Defense: 84284, Current HP: 1121, A Avg: 1205259, D Avg: 117997, [Neural Edge[190, 0, 0, 0], Wooden Shield[203, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 214: HP: 1121, STR: 8798, VIT: 421, SPD: 71, LUK: 1, Attack: 144689, Defense: 84225, Current HP: 1121, A Avg: 1205259, D Avg: 117914, [Neural Edge[190, 0, 0, 0], Iron Shield[204, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 213: HP: 1121, STR: 8798, VIT: 500, SPD: 71, LUK: 1, Attack: 144689, Defense: 84363, Current HP: 1121, A Avg: 1205259, D Avg: 118108, [Neural Edge[190, 0, 0, 0], Titanium Shield[205, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 212: HP: 1121, STR: 8798, VIT: 522, SPD: 71, LUK: 1, Attack: 144689, Defense: 84411, Current HP: 1121, A Avg: 1205259, D Avg: 118175, [Neural Edge[190, 0, 0, 0], Large iron Shield[206, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 211: HP: 1180, STR: 8798, VIT: 578, SPD: 71, LUK: 1, Attack: 144689, Defense: 84454, Current HP: 1180, A Avg: 1205259, D Avg: 118235, [Neural Edge[190, 0, 0, 0], Magic Shield[207, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 210: HP: 1558, STR: 8798, VIT: 691, SPD: 71, LUK: 1, Attack: 144689, Defense: 84528, Current HP: 1558, A Avg: 1205259, D Avg: 118339, [Neural Edge[190, 0, 0, 0], Emerald Shield[209, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 209: HP: 1240, STR: 8798, VIT: 487, SPD: 71, LUK: 1, Attack: 144689, Defense: 84259, Current HP: 1240, A Avg: 1205259, D Avg: 117962, [Neural Edge[190, 0, 0, 0], Clear Shield[211, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 208: HP: 1280, STR: 8798, VIT: 578, SPD: 71, LUK: 1, Attack: 144689, Defense: 84597, Current HP: 1280, A Avg: 1205259, D Avg: 118435, [Neural Edge[190, 0, 0, 0], Prism Shield[212, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 207: HP: 1197, STR: 8798, VIT: 511, SPD: 71, LUK: 1, Attack: 144689, Defense: 84439, Current HP: 1197, A Avg: 1205259, D Avg: 118214, [Neural Edge[190, 0, 0, 0], Tower Shield[213, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 206: HP: 1896, STR: 8798, VIT: 863, SPD: 71, LUK: 1, Attack: 144689, Defense: 85425, Current HP: 1896, A Avg: 1205259, D Avg: 119594, [Neural Edge[190, 0, 0, 0], Slime Shield[221, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 205: HP: 1827, STR: 8798, VIT: 500, SPD: 71, LUK: 1, Attack: 144689, Defense: 84428, Current HP: 1827, A Avg: 1205259, D Avg: 118199, [Neural Edge[190, 0, 0, 0], Hardwood Shield[223, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 204: HP: 1180, STR: 8798, VIT: 1336, SPD: 71, LUK: 1, Attack: 144689, Defense: 88124, Current HP: 1180, A Avg: 1205259, D Avg: 123373, [Neural Edge[190, 0, 0, 0], Energy Shield[227, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 203: HP: 3325, STR: 8798, VIT: 404, SPD: 71, LUK: 1, Attack: 144689, Defense: 86321, Current HP: 3325, A Avg: 1205259, D Avg: 120849, [Neural Edge[190, 0, 0, 0], Frying Pan[231, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 202: HP: 2124, STR: 8798, VIT: 975, SPD: 71, LUK: 1, Attack: 144689, Defense: 85709, Current HP: 2124, A Avg: 1205259, D Avg: 119992, [Neural Edge[190, 0, 0, 0], Slafield[232, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 201: HP: 1760, STR: 8798, VIT: 863, SPD: 71, LUK: 1, Attack: 144689, Defense: 86338, Current HP: 1760, A Avg: 1205259, D Avg: 120873, [Neural Edge[190, 0, 0, 0], Mist Shield[233, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 200: HP: 1311, STR: 8798, VIT: 1361, SPD: 71, LUK: 1, Attack: 144689, Defense: 86329, Current HP: 1311, A Avg: 1205259, D Avg: 120860, [Neural Edge[190, 0, 0, 0], Huge Shield[234, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 199: HP: 1235, STR: 8798, VIT: 1444, SPD: 71, LUK: 1, Attack: 144689, Defense: 88284, Current HP: 1235, A Avg: 1205259, D Avg: 123597, [Neural Edge[190, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 198: HP: 2500, STR: 8798, VIT: 1207, SPD: 71, LUK: 1, Attack: 144689, Defense: 88632, Current HP: 2500, A Avg: 1205259, D Avg: 124084, [Neural Edge[190, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 197: HP: 1121, STR: 8798, VIT: 385, SPD: 71, LUK: 1, Attack: 144689, Defense: 87174, Current HP: 1121, A Avg: 1205259, D Avg: 122043, [Neural Edge[190, 0, 0, 0], Graffiti[243, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 196: HP: 1121, STR: 8798, VIT: 2211, SPD: 71, LUK: 1, Attack: 144689, Defense: 91989, Current HP: 1121, A Avg: 1205259, D Avg: 128784, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 195: HP: 1596, STR: 8798, VIT: 3014, SPD: 71, LUK: 1, Attack: 144689, Defense: 89802, Current HP: 1596, A Avg: 1205259, D Avg: 125722, [Neural Edge[190, 0, 0, 0], Golem Shield[245, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 194: HP: 1406, STR: 8798, VIT: 1137, SPD: 76, LUK: 1, Attack: 144689, Defense: 87015, Current HP: 1406, A Avg: 1205259, D Avg: 121820, [Neural Edge[190, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 193: HP: 2352, STR: 8798, VIT: 1087, SPD: 71, LUK: 1, Attack: 144689, Defense: 87303, Current HP: 2352, A Avg: 1205259, D Avg: 122224, [Neural Edge[190, 0, 0, 0], King Shield[248, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 192: HP: 1580, STR: 8798, VIT: 1166, SPD: 71, LUK: 1, Attack: 144689, Defense: 88201, Current HP: 1580, A Avg: 1205259, D Avg: 123481, [Neural Edge[190, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 191: HP: 1180, STR: 8798, VIT: 1481, SPD: 71, LUK: 1, Attack: 144689, Defense: 88529, Current HP: 1180, A Avg: 1205259, D Avg: 123940, [Neural Edge[190, 0, 0, 0], Ghost shield[251, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 190: HP: 931, STR: 8798, VIT: 722, SPD: 71, LUK: 1, Attack: 144689, Defense: 85313, Current HP: 931, A Avg: 1205259, D Avg: 119438, [Neural Edge[190, 0, 0, 0], Black Hole[229, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 189: HP: 1349, STR: 8798, VIT: 813, SPD: 71, LUK: 1, Attack: 144689, Defense: 87731, Current HP: 1349, A Avg: 1205259, D Avg: 122823, [Neural Edge[190, 0, 0, 0], White Hole[230, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 188: HP: 2945, STR: 8807, VIT: 744, SPD: 76, LUK: 1, Attack: 144702, Defense: 87532, Current HP: 2945, A Avg: 1205367, D Avg: 122544, [Neural Edge[190, 0, 0, 0], C Magnum[239, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 187: HP: 2060, STR: 8820, VIT: 784, SPD: 71, LUK: 1, Attack: 144722, Defense: 86896, Current HP: 2060, A Avg: 1205534, D Avg: 121654, [Neural Edge[190, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 186: HP: 1292, STR: 6574, VIT: 296, SPD: 71, LUK: 1, Attack: 144724, Defense: 84159, Current HP: 1292, A Avg: 1205550, D Avg: 117822, [Spectral Sword Shigure[172, 0, 0, 0], Small Sword[218, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 185: HP: 1447, STR: 8839, VIT: 702, SPD: 71, LUK: 1, Attack: 144750, Defense: 84643, Current HP: 1447, A Avg: 1205767, D Avg: 118500, [Neural Edge[190, 0, 0, 0], Dragon's Scales[215, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 184: HP: 940, STR: 11926, VIT: 226, SPD: 76, LUK: 1, Attack: 144756, Defense: 88054, Current HP: 940, A Avg: 1205817, D Avg: 123275, [Magical[187, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 183: HP: 6935, STR: 8628, VIT: 1938, SPD: 76, LUK: 2, Attack: 144765, Defense: 88726, Current HP: 6935, A Avg: 1205892, D Avg: 124216, [Wild Card[175, 0, 0, 0], C Magnum[239, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 182: HP: 1273, STR: 8857, VIT: 922, SPD: 71, LUK: 1, Attack: 144777, Defense: 85916, Current HP: 1273, A Avg: 1205992, D Avg: 120282, [Neural Edge[190, 0, 0, 0], Metalization[228, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 181: HP: 2128, STR: 6624, VIT: 1209, SPD: 85, LUK: 1, Attack: 144799, Defense: 85072, Current HP: 2128, A Avg: 1206175, D Avg: 119100, [Spectral Sword Shigure[172, 0, 0, 0], Small Sword[218, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 180: HP: 1273, STR: 6633, VIT: 215, SPD: 76, LUK: 1, Attack: 144813, Defense: 84559, Current HP: 1273, A Avg: 1206292, D Avg: 118382, [Spectral Sword Shigure[172, 0, 0, 0], V Magnum[238, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 179: HP: 1368, STR: 6633, VIT: 419, SPD: 76, LUK: 1, Attack: 144813, Defense: 84763, Current HP: 1368, A Avg: 1206292, D Avg: 118668, [Spectral Sword Shigure[172, 0, 0, 0], V Magnum[238, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 178: HP: 1368, STR: 6633, VIT: 236, SPD: 76, LUK: 1, Attack: 144813, Defense: 84580, Current HP: 1368, A Avg: 1206292, D Avg: 118411, [Spectral Sword Shigure[172, 0, 0, 0], V Magnum[238, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 177: HP: 2489, STR: 4360, VIT: 744, SPD: 71, LUK: 1, Attack: 144820, Defense: 88572, Current HP: 2489, A Avg: 1206350, D Avg: 124000, [Big Bang[171, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 176: HP: 3591, STR: 8740, VIT: 2942, SPD: 71, LUK: 1, Attack: 144852, Defense: 88170, Current HP: 3591, A Avg: 1206617, D Avg: 123437, [Stargazer[183, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 175: HP: 1448, STR: 11036, VIT: 1424, SPD: 81, LUK: 1, Attack: 144864, Defense: 89252, Current HP: 1448, A Avg: 1206717, D Avg: 124952, [Zodiac[184, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 174: HP: 893, STR: 10732, VIT: 863, SPD: 71, LUK: 1, Attack: 144915, Defense: 88691, Current HP: 893, A Avg: 1207141, D Avg: 124167, [Blue Sword[180, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 173: HP: 988, STR: 10732, VIT: 1066, SPD: 71, LUK: 1, Attack: 144915, Defense: 88894, Current HP: 988, A Avg: 1207141, D Avg: 124451, [Blue Sword[180, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 172: HP: 988, STR: 10732, VIT: 883, SPD: 71, LUK: 1, Attack: 144915, Defense: 88711, Current HP: 988, A Avg: 1207141, D Avg: 124195, [Blue Sword[180, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 171: HP: 1826, STR: 4425, VIT: 373, SPD: 81, LUK: 1, Attack: 144917, Defense: 88201, Current HP: 1826, A Avg: 1207158, D Avg: 123481, [Big Bang[171, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Endpoint[318, 0, 0, 0]]
