Rank 1000: HP: 1083, STR: 602981, VIT: 1150, SPD: 15, LUK: 1, Attack: 1032473, Defense: 87938, Current HP: 1083, A Avg: 8600500, D Avg: 123113, [Impulse[166, 230, 230, 230], Golem Shield[245, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 248: HP: 340, STR: 634246, VIT: 481, SPD: 15, LUK: 1, Attack: 1079835, Defense: 84500, Current HP: 340, A Avg: 8995025, D Avg: 118299, [Portal Sword[176, 230, 230, 230], Prism Shield[212, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 247: HP: 304, STR: 634246, VIT: 485, SPD: 15, LUK: 1, Attack: 1079835, Defense: 84413, Current HP: 304, A Avg: 8995025, D Avg: 118178, [Portal Sword[176, 230, 230, 230], Tower Shield[213, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 246: HP: 466, STR: 634246, VIT: 547, SPD: 15, LUK: 1, Attack: 1079835, Defense: 85109, Current HP: 466, A Avg: 8995025, D Avg: 119152, [Portal Sword[176, 230, 230, 230], Slime Shield[221, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 245: HP: 402, STR: 634246, VIT: 474, SPD: 15, LUK: 1, Attack: 1079835, Defense: 84402, Current HP: 402, A Avg: 8995025, D Avg: 118162, [Portal Sword[176, 230, 230, 230], Hardwood Shield[223, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 244: HP: 240, STR: 634246, VIT: 875, SPD: 15, LUK: 1, Attack: 1079835, Defense: 87663, Current HP: 240, A Avg: 8995025, D Avg: 122728, [Portal Sword[176, 230, 230, 230], Energy Shield[227, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 243: HP: 1434, STR: 634246, VIT: 454, SPD: 15, LUK: 1, Attack: 1079835, Defense: 86371, Current HP: 1434, A Avg: 8995025, D Avg: 120919, [Portal Sword[176, 230, 230, 230], Frying Pan[231, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 242: HP: 624, STR: 634246, VIT: 587, SPD: 15, LUK: 1, Attack: 1079835, Defense: 85321, Current HP: 624, A Avg: 8995025, D Avg: 119449, [Portal Sword[176, 230, 230, 230], Slafield[232, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 241: HP: 470, STR: 634246, VIT: 547, SPD: 15, LUK: 1, Attack: 1079835, Defense: 86022, Current HP: 470, A Avg: 8995025, D Avg: 120430, [Portal Sword[176, 230, 230, 230], Mist Shield[233, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 240: HP: 418, STR: 634246, VIT: 650, SPD: 15, LUK: 1, Attack: 1079835, Defense: 85618, Current HP: 418, A Avg: 8995025, D Avg: 119865, [Portal Sword[176, 230, 230, 230], Huge Shield[234, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 239: HP: 342, STR: 634246, VIT: 765, SPD: 15, LUK: 1, Attack: 1079835, Defense: 87605, Current HP: 342, A Avg: 8995025, D Avg: 122646, [Portal Sword[176, 230, 230, 230], Aurora Shield[240, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 238: HP: 510, STR: 634246, VIT: 601, SPD: 15, LUK: 1, Attack: 1079835, Defense: 88026, Current HP: 510, A Avg: 8995025, D Avg: 123236, [Portal Sword[176, 230, 230, 230], Cloud Shield[241, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 237: HP: 228, STR: 634246, VIT: 433, SPD: 15, LUK: 1, Attack: 1079835, Defense: 87222, Current HP: 228, A Avg: 8995025, D Avg: 122110, [Portal Sword[176, 230, 230, 230], Graffiti[243, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 236: HP: 228, STR: 634246, VIT: 807, SPD: 15, LUK: 1, Attack: 1079835, Defense: 90585, Current HP: 228, A Avg: 8995025, D Avg: 126818, [Portal Sword[176, 230, 230, 230], Blank Shield[244, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 235: HP: 703, STR: 634246, VIT: 1161, SPD: 15, LUK: 1, Attack: 1079835, Defense: 87949, Current HP: 703, A Avg: 8995025, D Avg: 123128, [Portal Sword[176, 230, 230, 230], Golem Shield[245, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 234: HP: 513, STR: 634246, VIT: 603, SPD: 17, LUK: 1, Attack: 1079835, Defense: 86481, Current HP: 513, A Avg: 8995025, D Avg: 121073, [Portal Sword[176, 230, 230, 230], Sticky thread shield[247, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 233: HP: 661, STR: 634246, VIT: 680, SPD: 15, LUK: 1, Attack: 1079835, Defense: 86896, Current HP: 661, A Avg: 8995025, D Avg: 121654, [Portal Sword[176, 230, 230, 230], King Shield[248, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 232: HP: 640, STR: 634246, VIT: 923, SPD: 15, LUK: 1, Attack: 1079835, Defense: 87958, Current HP: 640, A Avg: 8995025, D Avg: 123141, [Portal Sword[176, 230, 230, 230], Warrior's Shield[249, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 231: HP: 240, STR: 634246, VIT: 657, SPD: 15, LUK: 1, Attack: 1079835, Defense: 87705, Current HP: 240, A Avg: 8995025, D Avg: 122786, [Portal Sword[176, 230, 230, 230], Ghost shield[251, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 230: HP: 355, STR: 634290, VIT: 524, SPD: 15, LUK: 1, Attack: 1079901, Defense: 84465, Current HP: 355, A Avg: 8995575, D Avg: 118250, [Portal Sword[176, 230, 230, 230], Dragon's Scales[215, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 229: HP: 228, STR: 634308, VIT: 481, SPD: 17, LUK: 1, Attack: 1079928, Defense: 84506, Current HP: 228, A Avg: 8995800, D Avg: 118308, [Portal Sword[176, 230, 230, 230], Conductive Barrier[208, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 228: HP: 408, STR: 634330, VIT: 526, SPD: 15, LUK: 1, Attack: 1079961, Defense: 84766, Current HP: 408, A Avg: 8996075, D Avg: 118672, [Portal Sword[176, 230, 230, 230], Dragon's Wings[216, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 227: HP: 356, STR: 634343, VIT: 554, SPD: 15, LUK: 1, Attack: 1079980, Defense: 86172, Current HP: 356, A Avg: 8996233, D Avg: 120640, [Portal Sword[176, 230, 230, 230], Mask of the Grim Reaper[214, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 226: HP: 296, STR: 634348, VIT: 722, SPD: 15, LUK: 1, Attack: 1079988, Defense: 85560, Current HP: 296, A Avg: 8996300, D Avg: 119783, [Portal Sword[176, 230, 230, 230], Bulletproof Shield[235, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 225: HP: 408, STR: 634392, VIT: 741, SPD: 15, LUK: 1, Attack: 1080054, Defense: 87542, Current HP: 408, A Avg: 8996849, D Avg: 122558, [Portal Sword[176, 230, 230, 230], Riot[236, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 224: HP: 408, STR: 634392, VIT: 545, SPD: 15, LUK: 1, Attack: 1080054, Defense: 85409, Current HP: 408, A Avg: 8996849, D Avg: 119572, [Portal Sword[176, 230, 230, 230], Dragon's Head[217, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 223: HP: 332, STR: 634392, VIT: 547, SPD: 17, LUK: 1, Attack: 1080054, Defense: 84969, Current HP: 332, A Avg: 8996849, D Avg: 118956, [Portal Sword[176, 230, 230, 230], Superconducting Barrier[220, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 222: HP: 266, STR: 634484, VIT: 607, SPD: 15, LUK: 1, Attack: 1080192, Defense: 85198, Current HP: 266, A Avg: 8997999, D Avg: 119277, [Portal Sword[176, 230, 230, 230], Black Hole[229, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 221: HP: 351, STR: 634484, VIT: 626, SPD: 15, LUK: 1, Attack: 1080192, Defense: 87544, Current HP: 351, A Avg: 8997999, D Avg: 122561, [Portal Sword[176, 230, 230, 230], White Hole[230, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 220: HP: 1824, STR: 634299, VIT: 324, SPD: 15, LUK: 1, Attack: 1080226, Defense: 86241, Current HP: 1824, A Avg: 8998282, D Avg: 120737, [Santoku[159, 230, 230, 230], Frying Pan[231, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 219: HP: 660, STR: 634664, VIT: 670, SPD: 15, LUK: 1, Attack: 1080462, Defense: 86782, Current HP: 660, A Avg: 9000248, D Avg: 121494, [Portal Sword[176, 230, 230, 230], Goblin Hand[250, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 218: HP: 608, STR: 634708, VIT: 878, SPD: 15, LUK: 1, Attack: 1080528, Defense: 85872, Current HP: 608, A Avg: 9000798, D Avg: 120220, [Portal Sword[176, 230, 230, 230], Metalization[228, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 217: HP: 684, STR: 636270, VIT: 80, SPD: 17, LUK: 1, Attack: 1080589, Defense: 86868, Current HP: 684, A Avg: 9001306, D Avg: 121615, [Pinpoint[112, 230, 230, 230], C Magnum[239, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 216: HP: 661, STR: 635663, VIT: 289, SPD: 15, LUK: 1, Attack: 1080888, Defense: 86505, Current HP: 661, A Avg: 9003797, D Avg: 121106, [Jack Knife[185, 230, 230, 230], King Shield[248, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 215: HP: 360, STR: 634220, VIT: 672, SPD: 15, LUK: 1, Attack: 1081122, Defense: 87460, Current HP: 360, A Avg: 9005746, D Avg: 122443, [Moon Knuckle[153, 230, 230, 230], Energy Shield[227, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 214: HP: 228, STR: 635404, VIT: 433, SPD: 17, LUK: 1, Attack: 1081572, Defense: 84569, Current HP: 228, A Avg: 9009494, D Avg: 118396, [Portal Sword[176, 230, 230, 230], Magnum[237, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 213: HP: 560, STR: 634924, VIT: 583, SPD: 17, LUK: 1, Attack: 1082119, Defense: 85005, Current HP: 560, A Avg: 9014051, D Avg: 119006, [Cuttlefish[178, 230, 230, 230], Superconducting Barrier[220, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 212: HP: 228, STR: 635883, VIT: 433, SPD: 17, LUK: 1, Attack: 1082290, Defense: 84777, Current HP: 228, A Avg: 9015475, D Avg: 118687, [Portal Sword[176, 230, 230, 230], V Magnum[238, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 211: HP: 589, STR: 636600, VIT: 433, SPD: 17, LUK: 1, Attack: 1083366, Defense: 87221, Current HP: 589, A Avg: 9024438, D Avg: 122109, [Portal Sword[176, 230, 230, 230], C Magnum[239, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 210: HP: 1463, STR: 638805, VIT: 715, SPD: 15, LUK: 1, Attack: 1086927, Defense: 90493, Current HP: 1463, A Avg: 9054101, D Avg: 126690, [Spear of Regression[182, 230, 230, 230], Blank Shield[244, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 209: HP: 342, STR: 648324, VIT: 128, SPD: 15, LUK: 1, Attack: 1098670, Defense: 84134, Current HP: 342, A Avg: 9151921, D Avg: 117787, [Pinpoint[112, 230, 230, 230], Wings of Beast[210, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 208: HP: 323, STR: 648324, VIT: 1014, SPD: 15, LUK: 1, Attack: 1098670, Defense: 86684, Current HP: 323, A Avg: 9151921, D Avg: 121357, [Pinpoint[112, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 207: HP: 395, STR: 648409, VIT: 128, SPD: 15, LUK: 1, Attack: 1098798, Defense: 84628, Current HP: 395, A Avg: 9152987, D Avg: 118479, [Pinpoint[112, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 206: HP: 342, STR: 648580, VIT: 109, SPD: 15, LUK: 1, Attack: 1099054, Defense: 83972, Current HP: 342, A Avg: 9155119, D Avg: 117560, [Pinpoint[112, 230, 230, 230], Small Sword[218, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 205: HP: 431, STR: 648634, VIT: 139, SPD: 15, LUK: 1, Attack: 1099135, Defense: 84145, Current HP: 431, A Avg: 9155794, D Avg: 117802, [Pinpoint[112, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 204: HP: 465, STR: 648661, VIT: 128, SPD: 15, LUK: 1, Attack: 1099176, Defense: 84017, Current HP: 465, A Avg: 9156136, D Avg: 117623, [Pinpoint[112, 230, 230, 230], Small Lion[219, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 203: HP: 893, STR: 648774, VIT: 776, SPD: 15, LUK: 1, Attack: 1099345, Defense: 88344, Current HP: 893, A Avg: 9157543, D Avg: 123681, [Pinpoint[112, 230, 230, 230], Storm Wall[242, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 202: HP: 323, STR: 649116, VIT: 80, SPD: 15, LUK: 1, Attack: 1099858, Defense: 84268, Current HP: 323, A Avg: 9161817, D Avg: 117975, [Pinpoint[112, 230, 230, 230], Dragon Sword[225, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 201: HP: 446, STR: 649404, VIT: 180, SPD: 15, LUK: 1, Attack: 1100290, Defense: 85408, Current HP: 446, A Avg: 9165415, D Avg: 119571, [Pinpoint[112, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 200: HP: 247, STR: 648661, VIT: 481, SPD: 15, LUK: 1, Attack: 1101457, Defense: 84487, Current HP: 247, A Avg: 9175136, D Avg: 118281, [Portal Sword[176, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 199: HP: 228, STR: 648661, VIT: 1367, SPD: 15, LUK: 1, Attack: 1101457, Defense: 87037, Current HP: 228, A Avg: 9175136, D Avg: 121851, [Portal Sword[176, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 198: HP: 240, STR: 635101, VIT: 263, SPD: 15, LUK: 1, Attack: 1101551, Defense: 87311, Current HP: 240, A Avg: 9175919, D Avg: 122235, [Sword of Evil[189, 230, 230, 230], Ghost shield[251, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 197: HP: 300, STR: 648747, VIT: 481, SPD: 15, LUK: 1, Attack: 1101586, Defense: 84981, Current HP: 300, A Avg: 9176211, D Avg: 118973, [Portal Sword[176, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 196: HP: 247, STR: 648918, VIT: 462, SPD: 15, LUK: 1, Attack: 1101843, Defense: 84325, Current HP: 247, A Avg: 9178352, D Avg: 118054, [Portal Sword[176, 230, 230, 230], Small Sword[218, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 195: HP: 336, STR: 648972, VIT: 491, SPD: 15, LUK: 1, Attack: 1101924, Defense: 84497, Current HP: 336, A Avg: 9179026, D Avg: 118295, [Portal Sword[176, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 194: HP: 370, STR: 648999, VIT: 481, SPD: 15, LUK: 1, Attack: 1101964, Defense: 84370, Current HP: 370, A Avg: 9179360, D Avg: 118117, [Portal Sword[176, 230, 230, 230], Small Lion[219, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 193: HP: 798, STR: 649111, VIT: 1128, SPD: 15, LUK: 1, Attack: 1102132, Defense: 88696, Current HP: 798, A Avg: 9180759, D Avg: 124174, [Portal Sword[176, 230, 230, 230], Storm Wall[242, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 192: HP: 323, STR: 650641, VIT: 80, SPD: 15, LUK: 1, Attack: 1102146, Defense: 87908, Current HP: 323, A Avg: 9180876, D Avg: 123071, [Pinpoint[112, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 191: HP: 551, STR: 648985, VIT: 1201, SPD: 15, LUK: 1, Attack: 1102294, Defense: 86871, Current HP: 551, A Avg: 9182109, D Avg: 121619, [God Hand[179, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 190: HP: 228, STR: 649453, VIT: 433, SPD: 15, LUK: 1, Attack: 1102645, Defense: 84621, Current HP: 228, A Avg: 9185032, D Avg: 118469, [Portal Sword[176, 230, 230, 230], Dragon Sword[225, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 189: HP: 351, STR: 649741, VIT: 533, SPD: 15, LUK: 1, Attack: 1103077, Defense: 85761, Current HP: 351, A Avg: 9188631, D Avg: 120065, [Portal Sword[176, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 188: HP: 228, STR: 650979, VIT: 433, SPD: 15, LUK: 1, Attack: 1104934, Defense: 88261, Current HP: 228, A Avg: 9204100, D Avg: 123565, [Portal Sword[176, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 187: HP: 446, STR: 649908, VIT: 180, SPD: 15, LUK: 1, Attack: 1105439, Defense: 85408, Current HP: 446, A Avg: 9208306, D Avg: 119571, [Tekken[188, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 186: HP: 323, STR: 677067, VIT: 143, SPD: 15, LUK: 1, Attack: 1141258, Defense: 84006, Current HP: 323, A Avg: 9506679, D Avg: 117608, [Wasp Knife[105, 230, 230, 230], Titanium Shield[205, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 185: HP: 304, STR: 677373, VIT: 71, SPD: 15, LUK: 1, Attack: 1141717, Defense: 83999, Current HP: 304, A Avg: 9510502, D Avg: 117598, [Short Sword[103, 230, 230, 230], Tower Shield[213, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 184: HP: 1634, STR: 677218, VIT: 221, SPD: 15, LUK: 1, Attack: 1141738, Defense: 86138, Current HP: 1634, A Avg: 9510677, D Avg: 120593, [Rusty Knife[156, 230, 230, 230], Frying Pan[231, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 183: HP: 304, STR: 677425, VIT: 71, SPD: 15, LUK: 1, Attack: 1141854, Defense: 83999, Current HP: 304, A Avg: 9511643, D Avg: 117598, [Long Sword[104, 230, 230, 230], Tower Shield[213, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 182: HP: 456, STR: 677443, VIT: 139, SPD: 15, LUK: 1, Attack: 1141949, Defense: 83976, Current HP: 456, A Avg: 9512435, D Avg: 117566, [Emerald Sword[115, 230, 230, 230], Emerald Shield[209, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 181: HP: 718, STR: 677467, VIT: 772, SPD: 15, LUK: 1, Attack: 1142209, Defense: 87560, Current HP: 718, A Avg: 9514600, D Avg: 122583, [Crescent[141, 230, 230, 230], Golem Shield[245, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 180: HP: 427, STR: 677519, VIT: 383, SPD: 15, LUK: 1, Attack: 1142229, Defense: 87223, Current HP: 427, A Avg: 9514767, D Avg: 122112, [Phantom Sword[117, 230, 230, 230], Aurora Shield[240, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 179: HP: 507, STR: 677575, VIT: 60, SPD: 15, LUK: 1, Attack: 1142644, Defense: 83988, Current HP: 507, A Avg: 9518224, D Avg: 117583, [Sword of the Spirit Tree[125, 230, 230, 230], Hardwood Shield[223, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 178: HP: 1919, STR: 677218, VIT: 363, SPD: 15, LUK: 1, Attack: 1142889, Defense: 86280, Current HP: 1919, A Avg: 9520265, D Avg: 120791, [Thin Blade[158, 230, 230, 230], Frying Pan[231, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 177: HP: 442, STR: 677523, VIT: 371, SPD: 15, LUK: 1, Attack: 1142917, Defense: 87211, Current HP: 442, A Avg: 9520498, D Avg: 122095, [Dreaming Sword[128, 230, 230, 230], Aurora Shield[240, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 176: HP: 807, STR: 677598, VIT: 835, SPD: 15, LUK: 1, Attack: 1143166, Defense: 87623, Current HP: 807, A Avg: 9522572, D Avg: 122672, [Volcano[142, 230, 230, 230], Golem Shield[245, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 175: HP: 513, STR: 677495, VIT: 319, SPD: 15, LUK: 1, Attack: 1143226, Defense: 85287, Current HP: 513, A Avg: 9523072, D Avg: 119401, [Penetra[161, 230, 230, 230], Huge Shield[234, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 174: HP: 1634, STR: 677584, VIT: 241, SPD: 15, LUK: 1, Attack: 1143633, Defense: 86158, Current HP: 1634, A Avg: 9526462, D Avg: 120621, [Willow Blade[157, 230, 230, 230], Frying Pan[231, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 173: HP: 807, STR: 677880, VIT: 850, SPD: 15, LUK: 1, Attack: 1143921, Defense: 87638, Current HP: 807, A Avg: 9528861, D Avg: 122693, [Irruption[154, 230, 230, 230], Golem Shield[245, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 172: HP: 592, STR: 677702, VIT: 160, SPD: 15, LUK: 1, Attack: 1144200, Defense: 84088, Current HP: 592, A Avg: 9531185, D Avg: 117723, [Yggdrasil[126, 230, 230, 230], Hardwood Shield[223, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 171: HP: 340, STR: 678087, VIT: 342, SPD: 15, LUK: 1, Attack: 1144313, Defense: 84065, Current HP: 340, A Avg: 9532127, D Avg: 117690, [Pulse Knife[165, 230, 230, 230], Pot Lid[201, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 170: HP: 340, STR: 678087, VIT: 342, SPD: 15, LUK: 1, Attack: 1144313, Defense: 84075, Current HP: 340, A Avg: 9532127, D Avg: 117704, [Pulse Knife[165, 230, 230, 230], High Pot Lid[202, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 169: HP: 323, STR: 678087, VIT: 369, SPD: 15, LUK: 1, Attack: 1144313, Defense: 84238, Current HP: 323, A Avg: 9532127, D Avg: 117933, [Pulse Knife[165, 230, 230, 230], Wooden Shield[203, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 168: HP: 323, STR: 678087, VIT: 376, SPD: 15, LUK: 1, Attack: 1144313, Defense: 84180, Current HP: 323, A Avg: 9532127, D Avg: 117851, [Pulse Knife[165, 230, 230, 230], Iron Shield[204, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 167: HP: 323, STR: 678087, VIT: 378, SPD: 15, LUK: 1, Attack: 1144313, Defense: 84241, Current HP: 323, A Avg: 9532127, D Avg: 117937, [Pulse Knife[165, 230, 230, 230], Titanium Shield[205, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 166: HP: 323, STR: 678087, VIT: 400, SPD: 15, LUK: 1, Attack: 1144313, Defense: 84289, Current HP: 323, A Avg: 9532127, D Avg: 118004, [Pulse Knife[165, 230, 230, 230], Large iron Shield[206, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 165: HP: 340, STR: 678087, VIT: 390, SPD: 15, LUK: 1, Attack: 1144313, Defense: 84266, Current HP: 340, A Avg: 9532127, D Avg: 117972, [Pulse Knife[165, 230, 230, 230], Magic Shield[207, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 164: HP: 427, STR: 678087, VIT: 417, SPD: 15, LUK: 1, Attack: 1144313, Defense: 84254, Current HP: 427, A Avg: 9532127, D Avg: 117955, [Pulse Knife[165, 230, 230, 230], Emerald Shield[209, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 163: HP: 400, STR: 678087, VIT: 371, SPD: 15, LUK: 1, Attack: 1144313, Defense: 84143, Current HP: 400, A Avg: 9532127, D Avg: 117800, [Pulse Knife[165, 230, 230, 230], Clear Shield[211, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 162: HP: 440, STR: 678087, VIT: 390, SPD: 15, LUK: 1, Attack: 1144313, Defense: 84409, Current HP: 440, A Avg: 9532127, D Avg: 118172, [Pulse Knife[165, 230, 230, 230], Prism Shield[212, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 161: HP: 399, STR: 678087, VIT: 389, SPD: 15, LUK: 1, Attack: 1144313, Defense: 84317, Current HP: 399, A Avg: 9532127, D Avg: 118043, [Pulse Knife[165, 230, 230, 230], Tower Shield[213, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 160: HP: 566, STR: 678087, VIT: 456, SPD: 15, LUK: 1, Attack: 1144313, Defense: 85018, Current HP: 566, A Avg: 9532127, D Avg: 119025, [Pulse Knife[165, 230, 230, 230], Slime Shield[221, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 159: HP: 497, STR: 678087, VIT: 378, SPD: 15, LUK: 1, Attack: 1144313, Defense: 84306, Current HP: 497, A Avg: 9532127, D Avg: 118028, [Pulse Knife[165, 230, 230, 230], Hardwood Shield[223, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 158: HP: 340, STR: 678087, VIT: 784, SPD: 15, LUK: 1, Attack: 1144313, Defense: 87572, Current HP: 340, A Avg: 9532127, D Avg: 122600, [Pulse Knife[165, 230, 230, 230], Energy Shield[227, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 157: HP: 1529, STR: 678087, VIT: 358, SPD: 15, LUK: 1, Attack: 1144313, Defense: 86275, Current HP: 1529, A Avg: 9532127, D Avg: 120784, [Pulse Knife[165, 230, 230, 230], Frying Pan[231, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 156: HP: 724, STR: 678087, VIT: 495, SPD: 15, LUK: 1, Attack: 1144313, Defense: 85229, Current HP: 724, A Avg: 9532127, D Avg: 119320, [Pulse Knife[165, 230, 230, 230], Slafield[232, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 155: HP: 570, STR: 678087, VIT: 456, SPD: 15, LUK: 1, Attack: 1144313, Defense: 85931, Current HP: 570, A Avg: 9532127, D Avg: 120303, [Pulse Knife[165, 230, 230, 230], Mist Shield[233, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 154: HP: 513, STR: 678087, VIT: 554, SPD: 15, LUK: 1, Attack: 1144313, Defense: 85522, Current HP: 513, A Avg: 9532127, D Avg: 119730, [Pulse Knife[165, 230, 230, 230], Huge Shield[234, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 153: HP: 437, STR: 678087, VIT: 674, SPD: 15, LUK: 1, Attack: 1144313, Defense: 87514, Current HP: 437, A Avg: 9532127, D Avg: 122519, [Pulse Knife[165, 230, 230, 230], Aurora Shield[240, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
