Rank 1000: HP: 874, STR: 180, VIT: 71, SPD: 15, LUK: 2, Attack: 138550, Defense: 83999, Current HP: 874, A Avg: 1154121, D Avg: 117598, [Big Bang[171, 0, 0, 0], Tower Shield[213, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 250: HP: 830, STR: 2979, VIT: 548, SPD: 17, LUK: 1, Attack: 139332, Defense: 87349, Current HP: 830, A Avg: 1160635, D Avg: 122288, [Spectral Sword Shigure[172, 0, 0, 0], Riot[236, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 249: HP: 830, STR: 2979, VIT: 343, SPD: 17, LUK: 1, Attack: 139332, Defense: 85207, Current HP: 830, A Avg: 1160635, D Avg: 119289, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 248: HP: 750, STR: 2979, VIT: 356, SPD: 18, LUK: 1, Attack: 139332, Defense: 84778, Current HP: 750, A Avg: 1160635, D Avg: 118689, [Spectral Sword Shigure[172, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 247: HP: 969, STR: 2984, VIT: 122, SPD: 17, LUK: 2, Attack: 139339, Defense: 86910, Current HP: 969, A Avg: 1160693, D Avg: 121673, [Spectral Sword Shigure[172, 0, 0, 0], C Magnum[239, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 246: HP: 750, STR: 2985, VIT: 190, SPD: 15, LUK: 1, Attack: 139341, Defense: 84079, Current HP: 750, A Avg: 1160710, D Avg: 117710, [Spectral Sword Shigure[172, 0, 0, 0], Small Lion[219, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 245: HP: 845, STR: 2985, VIT: 249, SPD: 15, LUK: 1, Attack: 139341, Defense: 84138, Current HP: 845, A Avg: 1160710, D Avg: 117793, [Spectral Sword Shigure[172, 0, 0, 0], Small Lion[219, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 244: HP: 845, STR: 2985, VIT: 211, SPD: 15, LUK: 1, Attack: 139341, Defense: 84100, Current HP: 845, A Avg: 1160710, D Avg: 117739, [Spectral Sword Shigure[172, 0, 0, 0], Small Lion[219, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 243: HP: 988, STR: 2985, VIT: 574, SPD: 15, LUK: 1, Attack: 139341, Defense: 85568, Current HP: 988, A Avg: 1160710, D Avg: 119795, [Spectral Sword Shigure[172, 0, 0, 0], Metalization[228, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 242: HP: 1083, STR: 2985, VIT: 635, SPD: 15, LUK: 1, Attack: 139341, Defense: 85629, Current HP: 1083, A Avg: 1160710, D Avg: 119880, [Spectral Sword Shigure[172, 0, 0, 0], Metalization[228, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 241: HP: 1083, STR: 2985, VIT: 595, SPD: 15, LUK: 1, Attack: 139341, Defense: 85589, Current HP: 1083, A Avg: 1160710, D Avg: 119824, [Spectral Sword Shigure[172, 0, 0, 0], Metalization[228, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 240: HP: 921, STR: 709, VIT: 232, SPD: 15, LUK: 1, Attack: 139343, Defense: 87150, Current HP: 921, A Avg: 1160727, D Avg: 122009, [Big Bang[171, 0, 0, 0], White Hole[230, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 239: HP: 1003, STR: 3005, VIT: 247, SPD: 18, LUK: 1, Attack: 139371, Defense: 84747, Current HP: 1003, A Avg: 1160960, D Avg: 118645, [Spectral Sword Shigure[172, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 238: HP: 921, STR: 739, VIT: 206, SPD: 15, LUK: 1, Attack: 139388, Defense: 85434, Current HP: 921, A Avg: 1161102, D Avg: 119607, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 237: HP: 750, STR: 3018, VIT: 242, SPD: 25, LUK: 1, Attack: 139390, Defense: 85470, Current HP: 750, A Avg: 1161118, D Avg: 119657, [Spectral Sword Shigure[172, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 236: HP: 1228, STR: 741, VIT: 415, SPD: 18, LUK: 1, Attack: 139391, Defense: 85643, Current HP: 1228, A Avg: 1161127, D Avg: 119900, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 235: HP: 716, STR: 3026, VIT: 287, SPD: 17, LUK: 1, Attack: 139402, Defense: 84787, Current HP: 716, A Avg: 1161218, D Avg: 118701, [Spectral Sword Shigure[172, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 234: HP: 851, STR: 3030, VIT: 356, SPD: 19, LUK: 1, Attack: 139408, Defense: 84856, Current HP: 851, A Avg: 1161268, D Avg: 118798, [Spectral Sword Shigure[172, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 233: HP: 965, STR: 3032, VIT: 386, SPD: 18, LUK: 1, Attack: 139411, Defense: 84977, Current HP: 965, A Avg: 1161293, D Avg: 118967, [Spectral Sword Shigure[172, 0, 0, 0], Black Hole[229, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 232: HP: 1060, STR: 3032, VIT: 407, SPD: 18, LUK: 1, Attack: 139411, Defense: 87325, Current HP: 1060, A Avg: 1161293, D Avg: 122254, [Spectral Sword Shigure[172, 0, 0, 0], White Hole[230, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 231: HP: 1133, STR: 754, VIT: 104, SPD: 18, LUK: 1, Attack: 139411, Defense: 84292, Current HP: 1133, A Avg: 1161293, D Avg: 118008, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 230: HP: 1091, STR: 763, VIT: 258, SPD: 19, LUK: 1, Attack: 139424, Defense: 84394, Current HP: 1091, A Avg: 1161401, D Avg: 118151, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 229: HP: 817, STR: 3044, VIT: 483, SPD: 19, LUK: 1, Attack: 139429, Defense: 85074, Current HP: 817, A Avg: 1161443, D Avg: 119103, [Spectral Sword Shigure[172, 0, 0, 0], Black Hole[229, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 228: HP: 902, STR: 3044, VIT: 502, SPD: 19, LUK: 1, Attack: 139429, Defense: 87420, Current HP: 902, A Avg: 1161443, D Avg: 122387, [Spectral Sword Shigure[172, 0, 0, 0], White Hole[230, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 227: HP: 680, STR: 3046, VIT: 419, SPD: 17, LUK: 1, Attack: 139432, Defense: 85010, Current HP: 680, A Avg: 1161468, D Avg: 119013, [Spectral Sword Shigure[172, 0, 0, 0], Black Hole[229, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 226: HP: 770, STR: 3046, VIT: 439, SPD: 17, LUK: 1, Attack: 139432, Defense: 87357, Current HP: 770, A Avg: 1161468, D Avg: 122299, [Spectral Sword Shigure[172, 0, 0, 0], White Hole[230, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 225: HP: 798, STR: 774, VIT: 58, SPD: 17, LUK: 1, Attack: 139441, Defense: 84194, Current HP: 798, A Avg: 1161543, D Avg: 117871, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 224: HP: 1178, STR: 3065, VIT: 838, SPD: 15, LUK: 1, Attack: 139461, Defense: 88406, Current HP: 1178, A Avg: 1161710, D Avg: 123768, [Spectral Sword Shigure[172, 0, 0, 0], Storm Wall[242, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 223: HP: 1273, STR: 3065, VIT: 896, SPD: 15, LUK: 1, Attack: 139461, Defense: 88464, Current HP: 1273, A Avg: 1161710, D Avg: 123849, [Spectral Sword Shigure[172, 0, 0, 0], Storm Wall[242, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 222: HP: 1273, STR: 3065, VIT: 859, SPD: 15, LUK: 1, Attack: 139461, Defense: 88427, Current HP: 1273, A Avg: 1161710, D Avg: 123797, [Spectral Sword Shigure[172, 0, 0, 0], Storm Wall[242, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 221: HP: 807, STR: 821, VIT: 58, SPD: 17, LUK: 1, Attack: 139511, Defense: 84402, Current HP: 807, A Avg: 1162126, D Avg: 118162, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 220: HP: 1218, STR: 821, VIT: 49, SPD: 17, LUK: 1, Attack: 139511, Defense: 84393, Current HP: 1218, A Avg: 1162126, D Avg: 118150, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 219: HP: 836, STR: 821, VIT: 49, SPD: 30, LUK: 1, Attack: 139511, Defense: 84393, Current HP: 836, A Avg: 1162126, D Avg: 118150, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 218: HP: 817, STR: 821, VIT: 60, SPD: 27, LUK: 1, Attack: 139511, Defense: 84404, Current HP: 817, A Avg: 1162126, D Avg: 118165, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 217: HP: 1144, STR: 821, VIT: 89, SPD: 17, LUK: 1, Attack: 139511, Defense: 84433, Current HP: 1144, A Avg: 1162126, D Avg: 118206, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 216: HP: 855, STR: 821, VIT: 80, SPD: 27, LUK: 1, Attack: 139511, Defense: 84424, Current HP: 855, A Avg: 1162126, D Avg: 118193, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 215: HP: 1282, STR: 829, VIT: 568, SPD: 15, LUK: 1, Attack: 139523, Defense: 85796, Current HP: 1282, A Avg: 1162226, D Avg: 120114, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 214: HP: 798, STR: 831, VIT: 89, SPD: 17, LUK: 1, Attack: 139526, Defense: 84433, Current HP: 798, A Avg: 1162251, D Avg: 118206, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 213: HP: 1363, STR: 831, VIT: 70, SPD: 17, LUK: 1, Attack: 139526, Defense: 84414, Current HP: 1363, A Avg: 1162251, D Avg: 118179, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 212: HP: 1159, STR: 839, VIT: 421, SPD: 17, LUK: 1, Attack: 139538, Defense: 84557, Current HP: 1159, A Avg: 1162351, D Avg: 118379, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 211: HP: 840, STR: 841, VIT: 150, SPD: 17, LUK: 1, Attack: 139541, Defense: 84338, Current HP: 840, A Avg: 1162376, D Avg: 118073, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 210: HP: 944, STR: 3134, VIT: 227, SPD: 18, LUK: 1, Attack: 139564, Defense: 84090, Current HP: 944, A Avg: 1162568, D Avg: 117725, [Spectral Sword Shigure[172, 0, 0, 0], Small Sword[218, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 209: HP: 921, STR: 859, VIT: 139, SPD: 15, LUK: 2, Attack: 139568, Defense: 85367, Current HP: 921, A Avg: 1162601, D Avg: 119513, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 208: HP: 1034, STR: 860, VIT: 116, SPD: 17, LUK: 1, Attack: 139570, Defense: 84460, Current HP: 1034, A Avg: 1162618, D Avg: 118243, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 207: HP: 660, STR: 3151, VIT: 267, SPD: 17, LUK: 1, Attack: 139590, Defense: 84130, Current HP: 660, A Avg: 1162784, D Avg: 117781, [Spectral Sword Shigure[172, 0, 0, 0], Small Sword[218, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 206: HP: 798, STR: 3152, VIT: 338, SPD: 19, LUK: 1, Attack: 139591, Defense: 84201, Current HP: 798, A Avg: 1162793, D Avg: 117881, [Spectral Sword Shigure[172, 0, 0, 0], Small Sword[218, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 205: HP: 1375, STR: 884, VIT: 49, SPD: 17, LUK: 1, Attack: 139606, Defense: 84393, Current HP: 1375, A Avg: 1162917, D Avg: 118150, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 204: HP: 1056, STR: 884, VIT: 39, SPD: 17, LUK: 2, Attack: 139606, Defense: 84383, Current HP: 1056, A Avg: 1162917, D Avg: 118136, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 203: HP: 1430, STR: 3168, VIT: 455, SPD: 18, LUK: 1, Attack: 139615, Defense: 86567, Current HP: 1430, A Avg: 1162992, D Avg: 121193, [Spectral Sword Shigure[172, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 202: HP: 798, STR: 891, VIT: 39, SPD: 17, LUK: 2, Attack: 139616, Defense: 84175, Current HP: 798, A Avg: 1163001, D Avg: 117844, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 201: HP: 969, STR: 3169, VIT: 544, SPD: 15, LUK: 1, Attack: 139617, Defense: 84732, Current HP: 969, A Avg: 1163009, D Avg: 118624, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 200: HP: 921, STR: 892, VIT: 159, SPD: 15, LUK: 1, Attack: 139618, Defense: 85387, Current HP: 921, A Avg: 1163017, D Avg: 119541, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 199: HP: 1016, STR: 892, VIT: 217, SPD: 15, LUK: 1, Attack: 139618, Defense: 85445, Current HP: 1016, A Avg: 1163017, D Avg: 119622, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 198: HP: 1016, STR: 892, VIT: 180, SPD: 15, LUK: 1, Attack: 139618, Defense: 85408, Current HP: 1016, A Avg: 1163017, D Avg: 119571, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 197: HP: 1240, STR: 3171, VIT: 545, SPD: 19, LUK: 1, Attack: 139620, Defense: 86657, Current HP: 1240, A Avg: 1163034, D Avg: 121319, [Spectral Sword Shigure[172, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 196: HP: 1043, STR: 3175, VIT: 259, SPD: 18, LUK: 1, Attack: 139626, Defense: 84265, Current HP: 1043, A Avg: 1163084, D Avg: 117970, [Spectral Sword Shigure[172, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 195: HP: 1113, STR: 3177, VIT: 485, SPD: 17, LUK: 1, Attack: 139629, Defense: 86597, Current HP: 1113, A Avg: 1163109, D Avg: 121235, [Spectral Sword Shigure[172, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 194: HP: 887, STR: 3190, VIT: 367, SPD: 19, LUK: 1, Attack: 139648, Defense: 84373, Current HP: 887, A Avg: 1163267, D Avg: 118122, [Spectral Sword Shigure[172, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 193: HP: 969, STR: 912, VIT: 226, SPD: 19, LUK: 1, Attack: 139648, Defense: 84414, Current HP: 969, A Avg: 1163267, D Avg: 118179, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 192: HP: 754, STR: 3191, VIT: 297, SPD: 17, LUK: 1, Attack: 139650, Defense: 84303, Current HP: 754, A Avg: 1163284, D Avg: 118024, [Spectral Sword Shigure[172, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 191: HP: 1081, STR: 3196, VIT: 247, SPD: 18, LUK: 1, Attack: 139657, Defense: 84136, Current HP: 1081, A Avg: 1163342, D Avg: 117790, [Spectral Sword Shigure[172, 0, 0, 0], Small Lion[219, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 190: HP: 1343, STR: 3201, VIT: 667, SPD: 18, LUK: 1, Attack: 139665, Defense: 85661, Current HP: 1343, A Avg: 1163409, D Avg: 119925, [Spectral Sword Shigure[172, 0, 0, 0], Metalization[228, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 189: HP: 1159, STR: 3202, VIT: 748, SPD: 19, LUK: 1, Attack: 139666, Defense: 85742, Current HP: 1159, A Avg: 1163417, D Avg: 120038, [Spectral Sword Shigure[172, 0, 0, 0], Metalization[228, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 188: HP: 921, STR: 3209, VIT: 356, SPD: 19, LUK: 1, Attack: 139677, Defense: 84245, Current HP: 921, A Avg: 1163509, D Avg: 117942, [Spectral Sword Shigure[172, 0, 0, 0], Small Lion[219, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 187: HP: 1040, STR: 3209, VIT: 691, SPD: 17, LUK: 1, Attack: 139677, Defense: 85685, Current HP: 1040, A Avg: 1163509, D Avg: 119958, [Spectral Sword Shigure[172, 0, 0, 0], Metalization[228, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 186: HP: 790, STR: 3210, VIT: 287, SPD: 17, LUK: 1, Attack: 139678, Defense: 84176, Current HP: 790, A Avg: 1163517, D Avg: 117846, [Spectral Sword Shigure[172, 0, 0, 0], Small Lion[219, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 185: HP: 798, STR: 936, VIT: 60, SPD: 17, LUK: 1, Attack: 139684, Defense: 84196, Current HP: 798, A Avg: 1163567, D Avg: 117874, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 184: HP: 893, STR: 936, VIT: 118, SPD: 17, LUK: 1, Attack: 139684, Defense: 84254, Current HP: 893, A Avg: 1163567, D Avg: 117955, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 183: HP: 893, STR: 936, VIT: 80, SPD: 17, LUK: 1, Attack: 139684, Defense: 84216, Current HP: 893, A Avg: 1163567, D Avg: 117902, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 182: HP: 798, STR: 944, VIT: 39, SPD: 15, LUK: 1, Attack: 139696, Defense: 84227, Current HP: 798, A Avg: 1163667, D Avg: 117917, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 181: HP: 817, STR: 962, VIT: 60, SPD: 17, LUK: 2, Attack: 139723, Defense: 84404, Current HP: 817, A Avg: 1163892, D Avg: 118165, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 180: HP: 1270, STR: 972, VIT: 213, SPD: 18, LUK: 1, Attack: 139738, Defense: 85441, Current HP: 1270, A Avg: 1164017, D Avg: 119617, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 179: HP: 627, STR: 3267, VIT: 143, SPD: 27, LUK: 1, Attack: 139764, Defense: 84487, Current HP: 627, A Avg: 1164234, D Avg: 118281, [Spectral Sword Shigure[172, 0, 0, 0], V Magnum[238, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 178: HP: 1280, STR: 3272, VIT: 389, SPD: 19, LUK: 1, Attack: 139771, Defense: 87177, Current HP: 1280, A Avg: 1164292, D Avg: 122047, [Spectral Sword Shigure[172, 0, 0, 0], C Magnum[239, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 177: HP: 1553, STR: 3281, VIT: 957, SPD: 18, LUK: 1, Attack: 139785, Defense: 88525, Current HP: 1553, A Avg: 1164409, D Avg: 123934, [Spectral Sword Shigure[172, 0, 0, 0], Storm Wall[242, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 176: HP: 1349, STR: 3289, VIT: 1004, SPD: 19, LUK: 1, Attack: 139797, Defense: 88572, Current HP: 1349, A Avg: 1164509, D Avg: 124000, [Spectral Sword Shigure[172, 0, 0, 0], Storm Wall[242, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 175: HP: 969, STR: 3291, VIT: 544, SPD: 17, LUK: 1, Attack: 139800, Defense: 84680, Current HP: 969, A Avg: 1164533, D Avg: 118551, [Spectral Sword Shigure[172, 0, 0, 0], Magnum[237, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 174: HP: 1091, STR: 1014, VIT: 258, SPD: 19, LUK: 1, Attack: 139801, Defense: 84602, Current HP: 1091, A Avg: 1164542, D Avg: 118442, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 173: HP: 1240, STR: 3293, VIT: 965, SPD: 17, LUK: 1, Attack: 139803, Defense: 88533, Current HP: 1240, A Avg: 1164558, D Avg: 123946, [Spectral Sword Shigure[172, 0, 0, 0], Storm Wall[242, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 172: HP: 1026, STR: 3295, VIT: 163, SPD: 27, LUK: 1, Attack: 139806, Defense: 86951, Current HP: 1026, A Avg: 1164583, D Avg: 121731, [Spectral Sword Shigure[172, 0, 0, 0], C Magnum[239, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 171: HP: 1133, STR: 1019, VIT: 104, SPD: 19, LUK: 1, Attack: 139808, Defense: 84240, Current HP: 1133, A Avg: 1164600, D Avg: 117935, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 170: HP: 608, STR: 3308, VIT: 143, SPD: 15, LUK: 1, Attack: 139825, Defense: 84331, Current HP: 608, A Avg: 1164742, D Avg: 118063, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 169: HP: 703, STR: 3308, VIT: 201, SPD: 15, LUK: 1, Attack: 139825, Defense: 84389, Current HP: 703, A Avg: 1164742, D Avg: 118144, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 168: HP: 703, STR: 3308, VIT: 163, SPD: 15, LUK: 1, Attack: 139825, Defense: 84351, Current HP: 703, A Avg: 1164742, D Avg: 118091, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 167: HP: 970, STR: 1052, VIT: 254, SPD: 17, LUK: 1, Attack: 139858, Defense: 85482, Current HP: 970, A Avg: 1165017, D Avg: 119674, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 166: HP: 1159, STR: 1068, VIT: 421, SPD: 17, LUK: 1, Attack: 139882, Defense: 84765, Current HP: 1159, A Avg: 1165217, D Avg: 118670, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 165: HP: 798, STR: 1069, VIT: 58, SPD: 17, LUK: 1, Attack: 139883, Defense: 84402, Current HP: 798, A Avg: 1165225, D Avg: 118162, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 164: HP: 1092, STR: 3348, VIT: 691, SPD: 15, LUK: 1, Attack: 139885, Defense: 85919, Current HP: 1092, A Avg: 1165242, D Avg: 120286, [Spectral Sword Shigure[172, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 163: HP: 840, STR: 1094, VIT: 150, SPD: 18, LUK: 1, Attack: 139921, Defense: 84286, Current HP: 840, A Avg: 1165541, D Avg: 118000, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 162: HP: 1092, STR: 1116, VIT: 325, SPD: 19, LUK: 1, Attack: 139954, Defense: 85553, Current HP: 1092, A Avg: 1165816, D Avg: 119774, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 161: HP: 921, STR: 1148, VIT: 139, SPD: 15, LUK: 1, Attack: 140002, Defense: 85367, Current HP: 921, A Avg: 1166216, D Avg: 119513, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 160: HP: 969, STR: 1153, VIT: 226, SPD: 20, LUK: 1, Attack: 140009, Defense: 84362, Current HP: 969, A Avg: 1166274, D Avg: 118106, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 159: HP: 1168, STR: 1163, VIT: 58, SPD: 17, LUK: 1, Attack: 140024, Defense: 86846, Current HP: 1168, A Avg: 1166399, D Avg: 121584, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 158: HP: 1769, STR: 1163, VIT: 49, SPD: 17, LUK: 1, Attack: 140024, Defense: 86837, Current HP: 1769, A Avg: 1166399, D Avg: 121571, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 157: HP: 1197, STR: 1163, VIT: 49, SPD: 30, LUK: 1, Attack: 140024, Defense: 86837, Current HP: 1197, A Avg: 1166399, D Avg: 121571, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 156: HP: 1178, STR: 1163, VIT: 60, SPD: 27, LUK: 1, Attack: 140024, Defense: 86848, Current HP: 1178, A Avg: 1166399, D Avg: 121587, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 155: HP: 1562, STR: 1163, VIT: 89, SPD: 17, LUK: 1, Attack: 140024, Defense: 86877, Current HP: 1562, A Avg: 1166399, D Avg: 121627, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
