Rank 1000: HP: 1007, STR: 3234, VIT: 204, SPD: 77, LUK: 1, Attack: 139714, Defense: 84073, Current HP: 1007, A Avg: 1163817, D Avg: 117702, [Spectral Sword Shigure[172, 0, 0, 0], Wooden Shield[203, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 232: HP: 1953, STR: 4649, VIT: 789, SPD: 51, LUK: 1, Attack: 141837, Defense: 86901, Current HP: 1953, A Avg: 1181502, D Avg: 121661, [Spectral Sword Shigure[172, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 231: HP: 1919, STR: 2373, VIT: 119, SPD: 51, LUK: 1, Attack: 141839, Defense: 86907, Current HP: 1919, A Avg: 1181518, D Avg: 121669, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 230: HP: 3021, STR: 6733, VIT: 1774, SPD: 51, LUK: 1, Attack: 141841, Defense: 88562, Current HP: 3021, A Avg: 1181535, D Avg: 123986, [Stargazer[183, 0, 0, 0], C Magnum[239, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 229: HP: 3838, STR: 8761, VIT: 570, SPD: 47, LUK: 1, Attack: 141861, Defense: 88398, Current HP: 3838, A Avg: 1181702, D Avg: 123757, [Spear of Regression[182, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 228: HP: 1007, STR: 4671, VIT: 184, SPD: 81, LUK: 1, Attack: 141870, Defense: 84528, Current HP: 1007, A Avg: 1181777, D Avg: 118339, [Spectral Sword Shigure[172, 0, 0, 0], V Magnum[238, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 227: HP: 970, STR: 6926, VIT: 471, SPD: 51, LUK: 1, Attack: 141881, Defense: 85699, Current HP: 970, A Avg: 1181868, D Avg: 119978, [Neural Edge[190, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 226: HP: 1440, STR: 4681, VIT: 964, SPD: 51, LUK: 1, Attack: 141885, Defense: 85958, Current HP: 1440, A Avg: 1181902, D Avg: 120341, [Spectral Sword Shigure[172, 0, 0, 0], Metalization[228, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 225: HP: 1216, STR: 6933, VIT: 915, SPD: 47, LUK: 1, Attack: 141891, Defense: 85909, Current HP: 1216, A Avg: 1181952, D Avg: 120272, [Neural Edge[190, 0, 0, 0], Metalization[228, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 224: HP: 4120, STR: 6728, VIT: 1455, SPD: 51, LUK: 1, Attack: 141915, Defense: 89283, Current HP: 4120, A Avg: 1182151, D Avg: 124996, [Wild Card[175, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 223: HP: 2280, STR: 6784, VIT: 1794, SPD: 47, LUK: 1, Attack: 141918, Defense: 89622, Current HP: 2280, A Avg: 1182176, D Avg: 125470, [Stargazer[183, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 222: HP: 2375, STR: 6784, VIT: 1935, SPD: 47, LUK: 1, Attack: 141918, Defense: 89763, Current HP: 2375, A Avg: 1182176, D Avg: 125668, [Stargazer[183, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 221: HP: 2375, STR: 6784, VIT: 1815, SPD: 47, LUK: 1, Attack: 141918, Defense: 89643, Current HP: 2375, A Avg: 1182176, D Avg: 125500, [Stargazer[183, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 220: HP: 1973, STR: 4709, VIT: 1822, SPD: 54, LUK: 1, Attack: 141927, Defense: 89390, Current HP: 1973, A Avg: 1182251, D Avg: 125145, [Spectral Sword Shigure[172, 0, 0, 0], Storm Wall[242, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 219: HP: 1570, STR: 2438, VIT: 471, SPD: 51, LUK: 1, Attack: 141937, Defense: 85699, Current HP: 1570, A Avg: 1182335, D Avg: 119978, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 218: HP: 1539, STR: 4718, VIT: 896, SPD: 60, LUK: 1, Attack: 141940, Defense: 84921, Current HP: 1539, A Avg: 1182360, D Avg: 118889, [Spectral Sword Shigure[172, 0, 0, 0], Conductive Barrier[208, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 217: HP: 1390, STR: 4728, VIT: 417, SPD: 51, LUK: 1, Attack: 141955, Defense: 84306, Current HP: 1390, A Avg: 1182485, D Avg: 118028, [Spectral Sword Shigure[172, 0, 0, 0], Small Lion[219, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 216: HP: 1168, STR: 6976, VIT: 392, SPD: 47, LUK: 1, Attack: 141956, Defense: 84281, Current HP: 1168, A Avg: 1182493, D Avg: 117993, [Neural Edge[190, 0, 0, 0], Small Lion[219, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 215: HP: 1909, STR: 4733, VIT: 1004, SPD: 57, LUK: 1, Attack: 141963, Defense: 85244, Current HP: 1909, A Avg: 1182551, D Avg: 119341, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Wings[216, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 214: HP: 1349, STR: 6987, VIT: 101, SPD: 51, LUK: 1, Attack: 141972, Defense: 86889, Current HP: 1349, A Avg: 1182626, D Avg: 121644, [Neural Edge[190, 0, 0, 0], C Magnum[239, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 213: HP: 1444, STR: 6987, VIT: 242, SPD: 51, LUK: 1, Attack: 141972, Defense: 87030, Current HP: 1444, A Avg: 1182626, D Avg: 121841, [Neural Edge[190, 0, 0, 0], C Magnum[239, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 212: HP: 1444, STR: 6987, VIT: 122, SPD: 51, LUK: 1, Attack: 141972, Defense: 86910, Current HP: 1444, A Avg: 1182626, D Avg: 121673, [Neural Edge[190, 0, 0, 0], C Magnum[239, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 211: HP: 1729, STR: 4749, VIT: 728, SPD: 51, LUK: 1, Attack: 141987, Defense: 84864, Current HP: 1729, A Avg: 1182751, D Avg: 118809, [Spectral Sword Shigure[172, 0, 0, 0], Magnum[237, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 210: HP: 1558, STR: 4761, VIT: 896, SPD: 57, LUK: 1, Attack: 142005, Defense: 84902, Current HP: 1558, A Avg: 1182901, D Avg: 118862, [Spectral Sword Shigure[172, 0, 0, 0], Wings of Beast[210, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 209: HP: 1539, STR: 4761, VIT: 3774, SPD: 57, LUK: 1, Attack: 142005, Defense: 89444, Current HP: 1539, A Avg: 1182901, D Avg: 125221, [Spectral Sword Shigure[172, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 208: HP: 1364, STR: 4766, VIT: 455, SPD: 54, LUK: 1, Attack: 142012, Defense: 84318, Current HP: 1364, A Avg: 1182959, D Avg: 118045, [Spectral Sword Shigure[172, 0, 0, 0], Small Sword[218, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 207: HP: 1491, STR: 2492, VIT: 346, SPD: 47, LUK: 1, Attack: 142018, Defense: 85574, Current HP: 1491, A Avg: 1183009, D Avg: 119803, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 206: HP: 1274, STR: 4775, VIT: 428, SPD: 51, LUK: 1, Attack: 142026, Defense: 84434, Current HP: 1274, A Avg: 1183076, D Avg: 118207, [Spectral Sword Shigure[172, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 205: HP: 1058, STR: 7035, VIT: 402, SPD: 47, LUK: 1, Attack: 142044, Defense: 84408, Current HP: 1058, A Avg: 1183226, D Avg: 118171, [Neural Edge[190, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 204: HP: 608, STR: 7037, VIT: 80, SPD: 51, LUK: 1, Attack: 142047, Defense: 84216, Current HP: 608, A Avg: 1183251, D Avg: 117902, [Neural Edge[190, 0, 0, 0], Magnum[237, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 203: HP: 1729, STR: 2512, VIT: 682, SPD: 57, LUK: 1, Attack: 142048, Defense: 84870, Current HP: 1729, A Avg: 1183259, D Avg: 118817, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 202: HP: 2120, STR: 4790, VIT: 455, SPD: 57, LUK: 1, Attack: 142048, Defense: 87243, Current HP: 2120, A Avg: 1183259, D Avg: 122140, [Spectral Sword Shigure[172, 0, 0, 0], C Magnum[239, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 201: HP: 1040, STR: 4802, VIT: 163, SPD: 47, LUK: 1, Attack: 142066, Defense: 83886, Current HP: 1040, A Avg: 1183409, D Avg: 117440, [Spectral Sword Shigure[172, 0, 0, 0], Pot Lid[201, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 200: HP: 1040, STR: 4802, VIT: 163, SPD: 47, LUK: 1, Attack: 142066, Defense: 83896, Current HP: 1040, A Avg: 1183409, D Avg: 117454, [Spectral Sword Shigure[172, 0, 0, 0], High Pot Lid[202, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 199: HP: 988, STR: 4802, VIT: 182, SPD: 47, LUK: 1, Attack: 142066, Defense: 84051, Current HP: 988, A Avg: 1183409, D Avg: 117671, [Spectral Sword Shigure[172, 0, 0, 0], Wooden Shield[203, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 198: HP: 988, STR: 4802, VIT: 189, SPD: 47, LUK: 1, Attack: 142066, Defense: 83993, Current HP: 988, A Avg: 1183409, D Avg: 117590, [Spectral Sword Shigure[172, 0, 0, 0], Iron Shield[204, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 197: HP: 988, STR: 4802, VIT: 234, SPD: 47, LUK: 1, Attack: 142066, Defense: 84097, Current HP: 988, A Avg: 1183409, D Avg: 117735, [Spectral Sword Shigure[172, 0, 0, 0], Titanium Shield[205, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 196: HP: 988, STR: 4802, VIT: 256, SPD: 47, LUK: 1, Attack: 142066, Defense: 84145, Current HP: 988, A Avg: 1183409, D Avg: 117802, [Spectral Sword Shigure[172, 0, 0, 0], Large iron Shield[206, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 195: HP: 1040, STR: 4802, VIT: 294, SPD: 47, LUK: 1, Attack: 142066, Defense: 84170, Current HP: 1040, A Avg: 1183409, D Avg: 117837, [Spectral Sword Shigure[172, 0, 0, 0], Magic Shield[207, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 194: HP: 1282, STR: 4802, VIT: 361, SPD: 47, LUK: 1, Attack: 142066, Defense: 84198, Current HP: 1282, A Avg: 1183409, D Avg: 117877, [Spectral Sword Shigure[172, 0, 0, 0], Emerald Shield[209, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 193: HP: 1100, STR: 4802, VIT: 234, SPD: 47, LUK: 1, Attack: 142066, Defense: 84006, Current HP: 1100, A Avg: 1183409, D Avg: 117608, [Spectral Sword Shigure[172, 0, 0, 0], Clear Shield[211, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 192: HP: 1140, STR: 4802, VIT: 294, SPD: 47, LUK: 1, Attack: 142066, Defense: 84313, Current HP: 1140, A Avg: 1183409, D Avg: 118038, [Spectral Sword Shigure[172, 0, 0, 0], Prism Shield[212, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 191: HP: 1064, STR: 4802, VIT: 245, SPD: 47, LUK: 1, Attack: 142066, Defense: 84173, Current HP: 1064, A Avg: 1183409, D Avg: 117842, [Spectral Sword Shigure[172, 0, 0, 0], Tower Shield[213, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 190: HP: 1546, STR: 4802, VIT: 485, SPD: 47, LUK: 1, Attack: 142066, Defense: 85047, Current HP: 1546, A Avg: 1183409, D Avg: 119065, [Spectral Sword Shigure[172, 0, 0, 0], Slime Shield[221, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 189: HP: 1466, STR: 4802, VIT: 234, SPD: 47, LUK: 1, Attack: 142066, Defense: 84162, Current HP: 1466, A Avg: 1183409, D Avg: 117826, [Spectral Sword Shigure[172, 0, 0, 0], Hardwood Shield[223, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 188: HP: 1040, STR: 4802, VIT: 896, SPD: 47, LUK: 1, Attack: 142066, Defense: 87684, Current HP: 1040, A Avg: 1183409, D Avg: 122757, [Spectral Sword Shigure[172, 0, 0, 0], Energy Shield[227, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 187: HP: 2764, STR: 4802, VIT: 171, SPD: 47, LUK: 1, Attack: 142066, Defense: 86088, Current HP: 2764, A Avg: 1183409, D Avg: 120523, [Spectral Sword Shigure[172, 0, 0, 0], Frying Pan[231, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 186: HP: 1744, STR: 4802, VIT: 566, SPD: 47, LUK: 1, Attack: 142066, Defense: 85300, Current HP: 1744, A Avg: 1183409, D Avg: 119419, [Spectral Sword Shigure[172, 0, 0, 0], Slafield[232, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 185: HP: 1470, STR: 4802, VIT: 485, SPD: 47, LUK: 1, Attack: 142066, Defense: 85960, Current HP: 1470, A Avg: 1183409, D Avg: 120343, [Spectral Sword Shigure[172, 0, 0, 0], Mist Shield[233, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 184: HP: 1178, STR: 4802, VIT: 802, SPD: 47, LUK: 1, Attack: 142066, Defense: 85770, Current HP: 1178, A Avg: 1183409, D Avg: 120077, [Spectral Sword Shigure[172, 0, 0, 0], Huge Shield[234, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 183: HP: 1102, STR: 4802, VIT: 910, SPD: 47, LUK: 1, Attack: 142066, Defense: 87750, Current HP: 1102, A Avg: 1183409, D Avg: 122849, [Spectral Sword Shigure[172, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 182: HP: 1910, STR: 4802, VIT: 705, SPD: 47, LUK: 1, Attack: 142066, Defense: 88130, Current HP: 1910, A Avg: 1183409, D Avg: 123381, [Spectral Sword Shigure[172, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 181: HP: 988, STR: 4802, VIT: 163, SPD: 47, LUK: 1, Attack: 142066, Defense: 86952, Current HP: 988, A Avg: 1183409, D Avg: 121732, [Spectral Sword Shigure[172, 0, 0, 0], Graffiti[243, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 180: HP: 988, STR: 4802, VIT: 1367, SPD: 47, LUK: 1, Attack: 142066, Defense: 91145, Current HP: 988, A Avg: 1183409, D Avg: 127602, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 179: HP: 1463, STR: 4802, VIT: 1966, SPD: 47, LUK: 1, Attack: 142066, Defense: 88754, Current HP: 1463, A Avg: 1183409, D Avg: 124255, [Spectral Sword Shigure[172, 0, 0, 0], Golem Shield[245, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 178: HP: 1273, STR: 4802, VIT: 666, SPD: 51, LUK: 1, Attack: 142066, Defense: 86544, Current HP: 1273, A Avg: 1183409, D Avg: 121161, [Spectral Sword Shigure[172, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 177: HP: 1877, STR: 4802, VIT: 659, SPD: 47, LUK: 1, Attack: 142066, Defense: 86875, Current HP: 1877, A Avg: 1183409, D Avg: 121624, [Spectral Sword Shigure[172, 0, 0, 0], King Shield[248, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 176: HP: 1440, STR: 4802, VIT: 819, SPD: 47, LUK: 1, Attack: 142066, Defense: 87854, Current HP: 1440, A Avg: 1183409, D Avg: 122995, [Spectral Sword Shigure[172, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 175: HP: 1040, STR: 4802, VIT: 886, SPD: 47, LUK: 1, Attack: 142066, Defense: 87934, Current HP: 1040, A Avg: 1183409, D Avg: 123107, [Spectral Sword Shigure[172, 0, 0, 0], Ghost shield[251, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 174: HP: 1976, STR: 4804, VIT: 1135, SPD: 57, LUK: 1, Attack: 142069, Defense: 86753, Current HP: 1976, A Avg: 1183434, D Avg: 121454, [Spectral Sword Shigure[172, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 173: HP: 1759, STR: 4808, VIT: 1374, SPD: 57, LUK: 1, Attack: 142075, Defense: 86212, Current HP: 1759, A Avg: 1183484, D Avg: 120696, [Spectral Sword Shigure[172, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 172: HP: 1385, STR: 4814, VIT: 841, SPD: 54, LUK: 1, Attack: 142084, Defense: 85432, Current HP: 1385, A Avg: 1183559, D Avg: 119604, [Spectral Sword Shigure[172, 0, 0, 0], Black Hole[229, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 171: HP: 1690, STR: 4814, VIT: 907, SPD: 54, LUK: 1, Attack: 142084, Defense: 87825, Current HP: 1690, A Avg: 1183559, D Avg: 122954, [Spectral Sword Shigure[172, 0, 0, 0], White Hole[230, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 170: HP: 1909, STR: 4839, VIT: 1067, SPD: 57, LUK: 1, Attack: 142122, Defense: 85931, Current HP: 1909, A Avg: 1183876, D Avg: 120303, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 169: HP: 1833, STR: 4839, VIT: 1087, SPD: 60, LUK: 1, Attack: 142122, Defense: 85509, Current HP: 1833, A Avg: 1183876, D Avg: 119712, [Spectral Sword Shigure[172, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 168: HP: 1229, STR: 4839, VIT: 371, SPD: 47, LUK: 1, Attack: 142122, Defense: 84312, Current HP: 1229, A Avg: 1183876, D Avg: 118036, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Scales[215, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 167: HP: 1919, STR: 2597, VIT: 80, SPD: 51, LUK: 2, Attack: 142175, Defense: 86868, Current HP: 1919, A Avg: 1184317, D Avg: 121615, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 166: HP: 1786, STR: 4879, VIT: 205, SPD: 81, LUK: 1, Attack: 142182, Defense: 86993, Current HP: 1786, A Avg: 1184376, D Avg: 121790, [Spectral Sword Shigure[172, 0, 0, 0], C Magnum[239, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 165: HP: 1900, STR: 2604, VIT: 577, SPD: 54, LUK: 1, Attack: 142186, Defense: 85805, Current HP: 1900, A Avg: 1184409, D Avg: 120126, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 164: HP: 2310, STR: 4884, VIT: 910, SPD: 54, LUK: 1, Attack: 142189, Defense: 87022, Current HP: 2310, A Avg: 1184434, D Avg: 121830, [Spectral Sword Shigure[172, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 163: HP: 1687, STR: 4886, VIT: 896, SPD: 57, LUK: 1, Attack: 142192, Defense: 85396, Current HP: 1687, A Avg: 1184459, D Avg: 119554, [Spectral Sword Shigure[172, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 162: HP: 1909, STR: 4901, VIT: 1437, SPD: 57, LUK: 1, Attack: 142215, Defense: 88238, Current HP: 1909, A Avg: 1184650, D Avg: 123533, [Spectral Sword Shigure[172, 0, 0, 0], Riot[236, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 161: HP: 1763, STR: 4917, VIT: 1094, SPD: 54, LUK: 1, Attack: 142239, Defense: 86088, Current HP: 1763, A Avg: 1184850, D Avg: 120523, [Spectral Sword Shigure[172, 0, 0, 0], Metalization[228, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 160: HP: 3743, STR: 9017, VIT: 529, SPD: 47, LUK: 1, Attack: 142245, Defense: 88357, Current HP: 3743, A Avg: 1184900, D Avg: 123699, [Spear of Regression[182, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 159: HP: 988, STR: 4928, VIT: 294, SPD: 51, LUK: 1, Attack: 142255, Defense: 84319, Current HP: 988, A Avg: 1184984, D Avg: 118046, [Spectral Sword Shigure[172, 0, 0, 0], Conductive Barrier[208, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 158: HP: 1007, STR: 4932, VIT: 294, SPD: 47, LUK: 1, Attack: 142261, Defense: 84300, Current HP: 1007, A Avg: 1185034, D Avg: 118019, [Spectral Sword Shigure[172, 0, 0, 0], Wings of Beast[210, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 157: HP: 988, STR: 4932, VIT: 3172, SPD: 47, LUK: 1, Attack: 142261, Defense: 88842, Current HP: 988, A Avg: 1185034, D Avg: 124378, [Spectral Sword Shigure[172, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 156: HP: 1358, STR: 4946, VIT: 374, SPD: 47, LUK: 1, Attack: 142282, Defense: 84614, Current HP: 1358, A Avg: 1185209, D Avg: 118459, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Wings[216, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 155: HP: 1729, STR: 2669, VIT: 682, SPD: 60, LUK: 1, Attack: 142283, Defense: 85026, Current HP: 1729, A Avg: 1185217, D Avg: 119036, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 154: HP: 1711, STR: 4964, VIT: 520, SPD: 54, LUK: 1, Attack: 142309, Defense: 84409, Current HP: 1711, A Avg: 1185433, D Avg: 118172, [Spectral Sword Shigure[172, 0, 0, 0], Small Lion[219, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 153: HP: 608, STR: 9002, VIT: 562, SPD: 47, LUK: 1, Attack: 142320, Defense: 88390, Current HP: 608, A Avg: 1185525, D Avg: 123745, [Blue Sword[180, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 152: HP: 4577, STR: 7024, VIT: 1606, SPD: 54, LUK: 1, Attack: 142359, Defense: 89434, Current HP: 4577, A Avg: 1185850, D Avg: 125207, [Wild Card[175, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 151: HP: 1589, STR: 5011, VIT: 532, SPD: 54, LUK: 1, Attack: 142380, Defense: 84538, Current HP: 1589, A Avg: 1186025, D Avg: 118353, [Spectral Sword Shigure[172, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 150: HP: 988, STR: 5025, VIT: 184, SPD: 51, LUK: 1, Attack: 142401, Defense: 84320, Current HP: 988, A Avg: 1186200, D Avg: 118047, [Spectral Sword Shigure[172, 0, 0, 0], Magnum[237, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 149: HP: 1083, STR: 5025, VIT: 325, SPD: 51, LUK: 1, Attack: 142401, Defense: 84461, Current HP: 1083, A Avg: 1186200, D Avg: 118245, [Spectral Sword Shigure[172, 0, 0, 0], Magnum[237, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 148: HP: 1083, STR: 5025, VIT: 205, SPD: 51, LUK: 1, Attack: 142401, Defense: 84341, Current HP: 1083, A Avg: 1186200, D Avg: 118077, [Spectral Sword Shigure[172, 0, 0, 0], Magnum[237, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 147: HP: 1396, STR: 5031, VIT: 533, SPD: 47, LUK: 1, Attack: 142410, Defense: 86151, Current HP: 1396, A Avg: 1186275, D Avg: 120611, [Spectral Sword Shigure[172, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 146: HP: 1208, STR: 5035, VIT: 743, SPD: 47, LUK: 1, Attack: 142416, Defense: 85581, Current HP: 1208, A Avg: 1186325, D Avg: 119813, [Spectral Sword Shigure[172, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 145: HP: 1187, STR: 2758, VIT: 119, SPD: 47, LUK: 1, Attack: 142417, Defense: 87947, Current HP: 1187, A Avg: 1186333, D Avg: 123125, [Big Bang[171, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 144: HP: 1798, STR: 2758, VIT: 91, SPD: 47, LUK: 1, Attack: 142417, Defense: 87919, Current HP: 1798, A Avg: 1186333, D Avg: 123086, [Big Bang[171, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 143: HP: 1216, STR: 2758, VIT: 91, SPD: 87, LUK: 1, Attack: 142417, Defense: 87919, Current HP: 1216, A Avg: 1186333, D Avg: 123086, [Big Bang[171, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 142: HP: 1197, STR: 2758, VIT: 101, SPD: 77, LUK: 1, Attack: 142417, Defense: 87929, Current HP: 1197, A Avg: 1186333, D Avg: 123100, [Big Bang[171, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 141: HP: 1584, STR: 2758, VIT: 150, SPD: 47, LUK: 1, Attack: 142417, Defense: 87978, Current HP: 1584, A Avg: 1186333, D Avg: 123169, [Big Bang[171, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 140: HP: 1235, STR: 2758, VIT: 122, SPD: 77, LUK: 1, Attack: 142417, Defense: 87950, Current HP: 1235, A Avg: 1186333, D Avg: 123129, [Big Bang[171, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 139: HP: 1178, STR: 2769, VIT: 150, SPD: 47, LUK: 1, Attack: 142433, Defense: 87978, Current HP: 1178, A Avg: 1186466, D Avg: 123169, [Big Bang[171, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 138: HP: 1943, STR: 2769, VIT: 112, SPD: 47, LUK: 1, Attack: 142433, Defense: 87940, Current HP: 1943, A Avg: 1186466, D Avg: 123115, [Big Bang[171, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Glazed[309, 0, 0, 0]]
