Rank 1000: HP: 1406, STR: 551, VIT: 522, SPD: 64, LUK: 1, Attack: 139106, Defense: 87440, Current HP: 1406, A Avg: 1158752, D Avg: 122415, [Big Bang[171, 0, 0, 0], White Hole[230, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 248: HP: 1349, STR: 4178, VIT: 735, SPD: 47, LUK: 1, Attack: 141130, Defense: 84598, Current HP: 1349, A Avg: 1175612, D Avg: 118437, [Spectral Sword Shigure[172, 0, 0, 0], Titanium Shield[205, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 247: HP: 1349, STR: 4178, VIT: 756, SPD: 47, LUK: 1, Attack: 141130, Defense: 84645, Current HP: 1349, A Avg: 1175612, D Avg: 118502, [Spectral Sword Shigure[172, 0, 0, 0], Large iron Shield[206, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 246: HP: 1420, STR: 4178, VIT: 761, SPD: 47, LUK: 1, Attack: 141130, Defense: 84637, Current HP: 1420, A Avg: 1175612, D Avg: 118491, [Spectral Sword Shigure[172, 0, 0, 0], Magic Shield[207, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 245: HP: 1596, STR: 4178, VIT: 839, SPD: 47, LUK: 1, Attack: 141130, Defense: 84676, Current HP: 1596, A Avg: 1175612, D Avg: 118546, [Spectral Sword Shigure[172, 0, 0, 0], Emerald Shield[209, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 244: HP: 1480, STR: 4178, VIT: 711, SPD: 47, LUK: 1, Attack: 141130, Defense: 84483, Current HP: 1480, A Avg: 1175612, D Avg: 118276, [Spectral Sword Shigure[172, 0, 0, 0], Clear Shield[211, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 243: HP: 1520, STR: 4178, VIT: 761, SPD: 47, LUK: 1, Attack: 141130, Defense: 84780, Current HP: 1520, A Avg: 1175612, D Avg: 118691, [Spectral Sword Shigure[172, 0, 0, 0], Prism Shield[212, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 242: HP: 1425, STR: 4178, VIT: 746, SPD: 47, LUK: 1, Attack: 141130, Defense: 84674, Current HP: 1425, A Avg: 1175612, D Avg: 118543, [Spectral Sword Shigure[172, 0, 0, 0], Tower Shield[213, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 241: HP: 1856, STR: 4178, VIT: 921, SPD: 47, LUK: 1, Attack: 141130, Defense: 85483, Current HP: 1856, A Avg: 1175612, D Avg: 119676, [Spectral Sword Shigure[172, 0, 0, 0], Slime Shield[221, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 240: HP: 1751, STR: 4178, VIT: 735, SPD: 47, LUK: 1, Attack: 141130, Defense: 84663, Current HP: 1751, A Avg: 1175612, D Avg: 118528, [Spectral Sword Shigure[172, 0, 0, 0], Hardwood Shield[223, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 239: HP: 1420, STR: 4178, VIT: 1311, SPD: 47, LUK: 1, Attack: 141130, Defense: 88099, Current HP: 1420, A Avg: 1175612, D Avg: 123338, [Spectral Sword Shigure[172, 0, 0, 0], Energy Shield[227, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 238: HP: 2983, STR: 4178, VIT: 682, SPD: 47, LUK: 1, Attack: 141130, Defense: 86599, Current HP: 2983, A Avg: 1175612, D Avg: 121238, [Spectral Sword Shigure[172, 0, 0, 0], Frying Pan[231, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 237: HP: 2044, STR: 4178, VIT: 991, SPD: 47, LUK: 1, Attack: 141130, Defense: 85725, Current HP: 2044, A Avg: 1175612, D Avg: 120014, [Spectral Sword Shigure[172, 0, 0, 0], Slafield[232, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 236: HP: 1800, STR: 4178, VIT: 921, SPD: 47, LUK: 1, Attack: 141130, Defense: 86396, Current HP: 1800, A Avg: 1175612, D Avg: 120954, [Spectral Sword Shigure[172, 0, 0, 0], Mist Shield[233, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 235: HP: 1539, STR: 4178, VIT: 1204, SPD: 47, LUK: 1, Attack: 141130, Defense: 86172, Current HP: 1539, A Avg: 1175612, D Avg: 120640, [Spectral Sword Shigure[172, 0, 0, 0], Huge Shield[234, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 234: HP: 1463, STR: 4178, VIT: 1294, SPD: 47, LUK: 1, Attack: 141130, Defense: 88134, Current HP: 1463, A Avg: 1175612, D Avg: 123387, [Spectral Sword Shigure[172, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 233: HP: 2140, STR: 4178, VIT: 1099, SPD: 47, LUK: 1, Attack: 141130, Defense: 88524, Current HP: 2140, A Avg: 1175612, D Avg: 123933, [Spectral Sword Shigure[172, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 232: HP: 1349, STR: 4178, VIT: 651, SPD: 47, LUK: 1, Attack: 141130, Defense: 87440, Current HP: 1349, A Avg: 1175612, D Avg: 122415, [Spectral Sword Shigure[172, 0, 0, 0], Graffiti[243, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 231: HP: 1349, STR: 4178, VIT: 1647, SPD: 47, LUK: 1, Attack: 141130, Defense: 91425, Current HP: 1349, A Avg: 1175612, D Avg: 127994, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 230: HP: 1824, STR: 4178, VIT: 2205, SPD: 47, LUK: 1, Attack: 141130, Defense: 88993, Current HP: 1824, A Avg: 1175612, D Avg: 124590, [Spectral Sword Shigure[172, 0, 0, 0], Golem Shield[245, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 229: HP: 1634, STR: 4178, VIT: 1070, SPD: 50, LUK: 1, Attack: 141130, Defense: 86948, Current HP: 1634, A Avg: 1175612, D Avg: 121727, [Spectral Sword Shigure[172, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 228: HP: 2124, STR: 4178, VIT: 1104, SPD: 47, LUK: 1, Attack: 141130, Defense: 87320, Current HP: 2124, A Avg: 1175612, D Avg: 122247, [Spectral Sword Shigure[172, 0, 0, 0], King Shield[248, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 227: HP: 1820, STR: 4178, VIT: 1265, SPD: 47, LUK: 1, Attack: 141130, Defense: 88300, Current HP: 1820, A Avg: 1175612, D Avg: 123619, [Spectral Sword Shigure[172, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 226: HP: 1420, STR: 4178, VIT: 1249, SPD: 47, LUK: 1, Attack: 141130, Defense: 88297, Current HP: 1420, A Avg: 1175612, D Avg: 123615, [Spectral Sword Shigure[172, 0, 0, 0], Ghost shield[251, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 225: HP: 1349, STR: 1900, VIT: 315, SPD: 39, LUK: 1, Attack: 141130, Defense: 85543, Current HP: 1349, A Avg: 1175612, D Avg: 119760, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 224: HP: 1444, STR: 1900, VIT: 435, SPD: 39, LUK: 1, Attack: 141130, Defense: 85663, Current HP: 1444, A Avg: 1175612, D Avg: 119928, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 223: HP: 1444, STR: 1900, VIT: 336, SPD: 39, LUK: 1, Attack: 141130, Defense: 85564, Current HP: 1444, A Avg: 1175612, D Avg: 119789, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 222: HP: 912, STR: 4183, VIT: 174, SPD: 64, LUK: 1, Attack: 141138, Defense: 84362, Current HP: 912, A Avg: 1175679, D Avg: 118106, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 221: HP: 1540, STR: 4184, VIT: 1487, SPD: 42, LUK: 1, Attack: 141139, Defense: 89055, Current HP: 1540, A Avg: 1175687, D Avg: 124676, [Spectral Sword Shigure[172, 0, 0, 0], Storm Wall[242, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 220: HP: 960, STR: 4191, VIT: 332, SPD: 42, LUK: 1, Attack: 141150, Defense: 84195, Current HP: 960, A Avg: 1175779, D Avg: 117872, [Spectral Sword Shigure[172, 0, 0, 0], Small Sword[218, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 219: HP: 1220, STR: 6444, VIT: 182, SPD: 45, LUK: 1, Attack: 141158, Defense: 86970, Current HP: 1220, A Avg: 1175846, D Avg: 121757, [Neural Edge[190, 0, 0, 0], C Magnum[239, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 218: HP: 980, STR: 4198, VIT: 648, SPD: 42, LUK: 1, Attack: 141160, Defense: 85239, Current HP: 980, A Avg: 1175862, D Avg: 119334, [Spectral Sword Shigure[172, 0, 0, 0], Black Hole[229, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 217: HP: 1220, STR: 4198, VIT: 700, SPD: 42, LUK: 1, Attack: 141160, Defense: 87618, Current HP: 1220, A Avg: 1175862, D Avg: 122665, [Spectral Sword Shigure[172, 0, 0, 0], White Hole[230, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 216: HP: 1748, STR: 1929, VIT: 91, SPD: 42, LUK: 2, Attack: 141173, Defense: 86879, Current HP: 1748, A Avg: 1175971, D Avg: 121630, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 215: HP: 1561, STR: 4209, VIT: 850, SPD: 47, LUK: 1, Attack: 141177, Defense: 84791, Current HP: 1561, A Avg: 1176004, D Avg: 118707, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Scales[215, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 214: HP: 3340, STR: 8309, VIT: 609, SPD: 42, LUK: 1, Attack: 141183, Defense: 88437, Current HP: 3340, A Avg: 1176054, D Avg: 123811, [Spear of Regression[182, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 213: HP: 1083, STR: 1940, VIT: 70, SPD: 42, LUK: 1, Attack: 141190, Defense: 84414, Current HP: 1083, A Avg: 1176112, D Avg: 118179, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 212: HP: 2120, STR: 1941, VIT: 307, SPD: 47, LUK: 1, Attack: 141191, Defense: 87095, Current HP: 2120, A Avg: 1176121, D Avg: 121932, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 211: HP: 1448, STR: 1973, VIT: 241, SPD: 47, LUK: 1, Attack: 141239, Defense: 84585, Current HP: 1448, A Avg: 1176520, D Avg: 118418, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 210: HP: 2375, STR: 1978, VIT: 559, SPD: 42, LUK: 1, Attack: 141247, Defense: 87347, Current HP: 2375, A Avg: 1176587, D Avg: 122285, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 209: HP: 1349, STR: 4268, VIT: 761, SPD: 50, LUK: 1, Attack: 141265, Defense: 84786, Current HP: 1349, A Avg: 1176737, D Avg: 118700, [Spectral Sword Shigure[172, 0, 0, 0], Conductive Barrier[208, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 208: HP: 1539, STR: 1990, VIT: 568, SPD: 50, LUK: 1, Attack: 141265, Defense: 84704, Current HP: 1539, A Avg: 1176737, D Avg: 118585, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 207: HP: 1743, STR: 4281, VIT: 713, SPD: 42, LUK: 1, Attack: 141285, Defense: 86825, Current HP: 1743, A Avg: 1176904, D Avg: 121554, [Spectral Sword Shigure[172, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 206: HP: 2456, STR: 6364, VIT: 1824, SPD: 45, LUK: 1, Attack: 141288, Defense: 89652, Current HP: 2456, A Avg: 1176929, D Avg: 125512, [Stargazer[183, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 205: HP: 1672, STR: 4284, VIT: 852, SPD: 47, LUK: 1, Attack: 141289, Defense: 85092, Current HP: 1672, A Avg: 1176937, D Avg: 119128, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Wings[216, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 204: HP: 1368, STR: 4313, VIT: 761, SPD: 47, LUK: 1, Attack: 141333, Defense: 84767, Current HP: 1368, A Avg: 1177303, D Avg: 118673, [Spectral Sword Shigure[172, 0, 0, 0], Wings of Beast[210, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 203: HP: 1349, STR: 4313, VIT: 3141, SPD: 47, LUK: 1, Attack: 141333, Defense: 88811, Current HP: 1349, A Avg: 1177303, D Avg: 124335, [Spectral Sword Shigure[172, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 202: HP: 1340, STR: 4313, VIT: 896, SPD: 42, LUK: 1, Attack: 141333, Defense: 85890, Current HP: 1340, A Avg: 1177303, D Avg: 120245, [Spectral Sword Shigure[172, 0, 0, 0], Metalization[228, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 201: HP: 912, STR: 4320, VIT: 174, SPD: 67, LUK: 1, Attack: 141343, Defense: 84518, Current HP: 912, A Avg: 1177387, D Avg: 118325, [Spectral Sword Shigure[172, 0, 0, 0], V Magnum[238, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 200: HP: 1716, STR: 4339, VIT: 958, SPD: 47, LUK: 1, Attack: 141372, Defense: 86576, Current HP: 1716, A Avg: 1177628, D Avg: 121206, [Spectral Sword Shigure[172, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 199: HP: 1531, STR: 4343, VIT: 1178, SPD: 47, LUK: 1, Attack: 141378, Defense: 86016, Current HP: 1531, A Avg: 1177678, D Avg: 120422, [Spectral Sword Shigure[172, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 198: HP: 1240, STR: 4349, VIT: 384, SPD: 42, LUK: 1, Attack: 141387, Defense: 84273, Current HP: 1240, A Avg: 1177753, D Avg: 117982, [Spectral Sword Shigure[172, 0, 0, 0], Small Lion[219, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 197: HP: 1868, STR: 4352, VIT: 1606, SPD: 45, LUK: 1, Attack: 141391, Defense: 89174, Current HP: 1868, A Avg: 1177787, D Avg: 124843, [Spectral Sword Shigure[172, 0, 0, 0], Storm Wall[242, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 196: HP: 1259, STR: 4358, VIT: 398, SPD: 45, LUK: 1, Attack: 141400, Defense: 84261, Current HP: 1259, A Avg: 1177861, D Avg: 117965, [Spectral Sword Shigure[172, 0, 0, 0], Small Sword[218, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 195: HP: 513, STR: 6608, VIT: 70, SPD: 42, LUK: 1, Attack: 141404, Defense: 84414, Current HP: 513, A Avg: 1177895, D Avg: 118179, [Neural Edge[190, 0, 0, 0], V Magnum[238, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 194: HP: 1280, STR: 4369, VIT: 728, SPD: 45, LUK: 1, Attack: 141417, Defense: 85319, Current HP: 1280, A Avg: 1178003, D Avg: 119446, [Spectral Sword Shigure[172, 0, 0, 0], Black Hole[229, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 193: HP: 1532, STR: 4369, VIT: 782, SPD: 45, LUK: 1, Attack: 141417, Defense: 87700, Current HP: 1532, A Avg: 1178003, D Avg: 122779, [Spectral Sword Shigure[172, 0, 0, 0], White Hole[230, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 192: HP: 1420, STR: 2092, VIT: 417, SPD: 42, LUK: 1, Attack: 141418, Defense: 85645, Current HP: 1420, A Avg: 1178011, D Avg: 119902, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 191: HP: 1672, STR: 4374, VIT: 904, SPD: 47, LUK: 1, Attack: 141424, Defense: 85768, Current HP: 1672, A Avg: 1178061, D Avg: 120075, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 190: HP: 1596, STR: 4374, VIT: 921, SPD: 50, LUK: 1, Attack: 141424, Defense: 85343, Current HP: 1596, A Avg: 1178061, D Avg: 119480, [Spectral Sword Shigure[172, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 189: HP: 1144, STR: 4379, VIT: 395, SPD: 42, LUK: 1, Attack: 141432, Defense: 84401, Current HP: 1144, A Avg: 1178128, D Avg: 118161, [Spectral Sword Shigure[172, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 188: HP: 1539, STR: 4384, VIT: 682, SPD: 42, LUK: 1, Attack: 141439, Defense: 84818, Current HP: 1539, A Avg: 1178186, D Avg: 118745, [Spectral Sword Shigure[172, 0, 0, 0], Magnum[237, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 187: HP: 1539, STR: 2112, VIT: 568, SPD: 47, LUK: 1, Attack: 141448, Defense: 84756, Current HP: 1539, A Avg: 1178261, D Avg: 118658, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 186: HP: 1910, STR: 4411, VIT: 438, SPD: 47, LUK: 1, Attack: 141480, Defense: 87226, Current HP: 1910, A Avg: 1178528, D Avg: 122116, [Spectral Sword Shigure[172, 0, 0, 0], C Magnum[239, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 185: HP: 1672, STR: 4420, VIT: 1231, SPD: 47, LUK: 1, Attack: 141493, Defense: 88032, Current HP: 1672, A Avg: 1178636, D Avg: 123244, [Spectral Sword Shigure[172, 0, 0, 0], Riot[236, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 184: HP: 1159, STR: 6669, VIT: 559, SPD: 39, LUK: 1, Attack: 141495, Defense: 88387, Current HP: 1159, A Avg: 1178653, D Avg: 123741, [Neural Edge[190, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 183: HP: 1478, STR: 4422, VIT: 761, SPD: 47, LUK: 1, Attack: 141496, Defense: 85261, Current HP: 1478, A Avg: 1178661, D Avg: 119365, [Spectral Sword Shigure[172, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 182: HP: 1349, STR: 2156, VIT: 294, SPD: 39, LUK: 1, Attack: 141514, Defense: 85522, Current HP: 1349, A Avg: 1178811, D Avg: 119730, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 181: HP: 1729, STR: 2157, VIT: 104, SPD: 42, LUK: 1, Attack: 141515, Defense: 86892, Current HP: 1729, A Avg: 1178819, D Avg: 121648, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 180: HP: 2451, STR: 6528, VIT: 2012, SPD: 47, LUK: 1, Attack: 141534, Defense: 89840, Current HP: 2451, A Avg: 1178978, D Avg: 125775, [Stargazer[183, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 179: HP: 741, STR: 6699, VIT: 219, SPD: 42, LUK: 1, Attack: 141540, Defense: 84355, Current HP: 741, A Avg: 1179028, D Avg: 118096, [Neural Edge[190, 0, 0, 0], Magnum[237, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 178: HP: 2090, STR: 4455, VIT: 796, SPD: 45, LUK: 1, Attack: 141546, Defense: 86908, Current HP: 2090, A Avg: 1179078, D Avg: 121671, [Spectral Sword Shigure[172, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 177: HP: 940, STR: 4469, VIT: 153, SPD: 39, LUK: 1, Attack: 141567, Defense: 83876, Current HP: 940, A Avg: 1179253, D Avg: 117426, [Spectral Sword Shigure[172, 0, 0, 0], Pot Lid[201, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 176: HP: 940, STR: 4469, VIT: 153, SPD: 39, LUK: 1, Attack: 141567, Defense: 83886, Current HP: 940, A Avg: 1179253, D Avg: 117440, [Spectral Sword Shigure[172, 0, 0, 0], High Pot Lid[202, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 175: HP: 893, STR: 4469, VIT: 171, SPD: 39, LUK: 1, Attack: 141567, Defense: 84040, Current HP: 893, A Avg: 1179253, D Avg: 117655, [Spectral Sword Shigure[172, 0, 0, 0], Wooden Shield[203, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 174: HP: 893, STR: 4469, VIT: 178, SPD: 39, LUK: 1, Attack: 141567, Defense: 83982, Current HP: 893, A Avg: 1179253, D Avg: 117574, [Spectral Sword Shigure[172, 0, 0, 0], Iron Shield[204, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 173: HP: 893, STR: 4469, VIT: 213, SPD: 39, LUK: 1, Attack: 141567, Defense: 84076, Current HP: 893, A Avg: 1179253, D Avg: 117706, [Spectral Sword Shigure[172, 0, 0, 0], Titanium Shield[205, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 172: HP: 893, STR: 4469, VIT: 234, SPD: 39, LUK: 1, Attack: 141567, Defense: 84123, Current HP: 893, A Avg: 1179253, D Avg: 117772, [Spectral Sword Shigure[172, 0, 0, 0], Large iron Shield[206, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 171: HP: 940, STR: 4469, VIT: 263, SPD: 39, LUK: 1, Attack: 141567, Defense: 84139, Current HP: 940, A Avg: 1179253, D Avg: 117794, [Spectral Sword Shigure[172, 0, 0, 0], Magic Shield[207, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 170: HP: 1140, STR: 4469, VIT: 317, SPD: 39, LUK: 1, Attack: 141567, Defense: 84154, Current HP: 1140, A Avg: 1179253, D Avg: 117815, [Spectral Sword Shigure[172, 0, 0, 0], Emerald Shield[209, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 169: HP: 1000, STR: 4469, VIT: 213, SPD: 39, LUK: 1, Attack: 141567, Defense: 83985, Current HP: 1000, A Avg: 1179253, D Avg: 117578, [Spectral Sword Shigure[172, 0, 0, 0], Clear Shield[211, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 168: HP: 1040, STR: 4469, VIT: 263, SPD: 39, LUK: 1, Attack: 141567, Defense: 84282, Current HP: 1040, A Avg: 1179253, D Avg: 117994, [Spectral Sword Shigure[172, 0, 0, 0], Prism Shield[212, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 167: HP: 969, STR: 4469, VIT: 224, SPD: 39, LUK: 1, Attack: 141567, Defense: 84152, Current HP: 969, A Avg: 1179253, D Avg: 117812, [Spectral Sword Shigure[172, 0, 0, 0], Tower Shield[213, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 166: HP: 1376, STR: 4469, VIT: 423, SPD: 39, LUK: 1, Attack: 141567, Defense: 84985, Current HP: 1376, A Avg: 1179253, D Avg: 118978, [Spectral Sword Shigure[172, 0, 0, 0], Slime Shield[221, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 165: HP: 1295, STR: 4469, VIT: 213, SPD: 39, LUK: 1, Attack: 141567, Defense: 84141, Current HP: 1295, A Avg: 1179253, D Avg: 117797, [Spectral Sword Shigure[172, 0, 0, 0], Hardwood Shield[223, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 164: HP: 940, STR: 4469, VIT: 813, SPD: 39, LUK: 1, Attack: 141567, Defense: 87601, Current HP: 940, A Avg: 1179253, D Avg: 122641, [Spectral Sword Shigure[172, 0, 0, 0], Energy Shield[227, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 163: HP: 2527, STR: 4469, VIT: 160, SPD: 39, LUK: 1, Attack: 141567, Defense: 86077, Current HP: 2527, A Avg: 1179253, D Avg: 120507, [Spectral Sword Shigure[172, 0, 0, 0], Frying Pan[231, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 162: HP: 1564, STR: 4469, VIT: 493, SPD: 39, LUK: 1, Attack: 141567, Defense: 85227, Current HP: 1564, A Avg: 1179253, D Avg: 119317, [Spectral Sword Shigure[172, 0, 0, 0], Slafield[232, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 161: HP: 1320, STR: 4469, VIT: 423, SPD: 39, LUK: 1, Attack: 141567, Defense: 85898, Current HP: 1320, A Avg: 1179253, D Avg: 120257, [Spectral Sword Shigure[172, 0, 0, 0], Mist Shield[233, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 160: HP: 1083, STR: 4469, VIT: 682, SPD: 39, LUK: 1, Attack: 141567, Defense: 85650, Current HP: 1083, A Avg: 1179253, D Avg: 119909, [Spectral Sword Shigure[172, 0, 0, 0], Huge Shield[234, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 159: HP: 1007, STR: 4469, VIT: 796, SPD: 39, LUK: 1, Attack: 141567, Defense: 87636, Current HP: 1007, A Avg: 1179253, D Avg: 122690, [Spectral Sword Shigure[172, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 158: HP: 1660, STR: 4469, VIT: 601, SPD: 39, LUK: 1, Attack: 141567, Defense: 88026, Current HP: 1660, A Avg: 1179253, D Avg: 123236, [Spectral Sword Shigure[172, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 157: HP: 893, STR: 4469, VIT: 153, SPD: 39, LUK: 1, Attack: 141567, Defense: 86942, Current HP: 893, A Avg: 1179253, D Avg: 121718, [Spectral Sword Shigure[172, 0, 0, 0], Graffiti[243, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 156: HP: 893, STR: 4469, VIT: 1149, SPD: 39, LUK: 1, Attack: 141567, Defense: 90927, Current HP: 893, A Avg: 1179253, D Avg: 127297, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 155: HP: 1368, STR: 4469, VIT: 1683, SPD: 39, LUK: 1, Attack: 141567, Defense: 88471, Current HP: 1368, A Avg: 1179253, D Avg: 123859, [Spectral Sword Shigure[172, 0, 0, 0], Golem Shield[245, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 154: HP: 1178, STR: 4469, VIT: 572, SPD: 42, LUK: 1, Attack: 141567, Defense: 86450, Current HP: 1178, A Avg: 1179253, D Avg: 121029, [Spectral Sword Shigure[172, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], Ring of power[314, 0, 0, 0]]
