Rank 38312: 7905 - [10289, 7445, 565] - HP: 5909, STR: 261691, VIT: 218644, SPD: 72, LUK: 1, Attack: 349573, Defense: 306472, Current HP: 5909, A Avg: 440461, D Avg: 306472, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Silver Ring[302, 730, 66, 67]]
Rank 47912: 2434 - [15027, 2831, 441] - HP: 58596, STR: 227568, VIT: 134566, SPD: 72, LUK: 2, Attack: 315450, Defense: 222394, Current HP: 58596, A Avg: 394312, D Avg: 222394, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 730, 730, 68]]
Rank 47990: 13154 - [15196, 2402, 701] - HP: 5928, STR: 283008, VIT: 45862, SPD: 72, LUK: 2, Attack: 370890, Defense: 133690, Current HP: 5928, A Avg: 611968, D Avg: 133690, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 67, 68, 803]]
Rank 47991: 2424 - [15066, 2793, 440] - HP: 58596, STR: 227568, VIT: 134566, SPD: 72, LUK: 2, Attack: 315450, Defense: 222394, Current HP: 58596, A Avg: 397467, D Avg: 222394, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 730, 730, 67]]
Rank 48059: 5604 - [15579, 1322, 1398] - HP: 111264, STR: 283008, VIT: 1510, SPD: 72, LUK: 2, Attack: 370890, Defense: 89338, Current HP: 111264, A Avg: 463612, D Avg: 107205, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 68, 806]]
Rank 48079: 5614 - [15573, 1360, 1366] - HP: 111264, STR: 283008, VIT: 1510, SPD: 72, LUK: 2, Attack: 370890, Defense: 89338, Current HP: 111264, A Avg: 537790, D Avg: 89338, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 68, 807]]
Rank 48080: 5574 - [15589, 1313, 1397] - HP: 111264, STR: 283008, VIT: 1510, SPD: 72, LUK: 2, Attack: 370890, Defense: 89338, Current HP: 111264, A Avg: 467321, D Avg: 107205, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 67, 806]]
Rank 48093: 12904 - [15246, 2355, 698] - HP: 5928, STR: 338448, VIT: 1510, SPD: 72, LUK: 2, Attack: 426330, Defense: 89338, Current HP: 5928, A Avg: 532912, D Avg: 107205, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 66, 68, 806]]
Rank 48116: 5584 - [15591, 1343, 1365] - HP: 111264, STR: 283008, VIT: 1510, SPD: 72, LUK: 2, Attack: 370890, Defense: 89338, Current HP: 111264, A Avg: 545208, D Avg: 89338, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 67, 807]]
Rank 48150: 12874 - [15274, 2328, 697] - HP: 5928, STR: 338448, VIT: 1510, SPD: 72, LUK: 2, Attack: 426330, Defense: 89338, Current HP: 5928, A Avg: 537175, D Avg: 107205, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 66, 67, 806]]
Rank 48164: 5554 - [15615, 1319, 1365] - HP: 111264, STR: 283008, VIT: 1510, SPD: 72, LUK: 2, Attack: 370890, Defense: 89338, Current HP: 111264, A Avg: 556335, D Avg: 89338, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 67, 68]]
Rank 48230: 6564 - [15314, 2288, 697] - HP: 58596, STR: 283008, VIT: 45862, SPD: 72, LUK: 2, Attack: 370890, Defense: 133690, Current HP: 58596, A Avg: 463612, D Avg: 133690, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 730, 66, 68]]
Rank 48261: 6554 - [15329, 2274, 696] - HP: 58596, STR: 283008, VIT: 45862, SPD: 72, LUK: 2, Attack: 370890, Defense: 133690, Current HP: 58596, A Avg: 467321, D Avg: 133690, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 730, 66, 67]]
Rank 48295: 2974 - [15132, 2899, 268] - HP: 5928, STR: 227568, VIT: 178918, SPD: 72, LUK: 2, Attack: 315450, Defense: 266746, Current HP: 5928, A Avg: 394312, D Avg: 266746, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Tears of the Dragon[307, 730, 730, 68]]
Rank 48304: 12984 - [15349, 2257, 693] - HP: 5928, STR: 338448, VIT: 1510, SPD: 72, LUK: 2, Attack: 426330, Defense: 89338, Current HP: 5928, A Avg: 549965, D Avg: 107205, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 67, 803, 806]]
Rank 48320: 13224 - [15348, 2276, 675] - HP: 5928, STR: 283008, VIT: 45862, SPD: 72, LUK: 2, Attack: 370890, Defense: 133690, Current HP: 5928, A Avg: 704691, D Avg: 133690, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 68, 803, 807]]
Rank 48328: 314 - [15236, 2620, 443] - HP: 111264, STR: 227568, VIT: 134566, SPD: 72, LUK: 2, Attack: 315450, Defense: 222394, Current HP: 111264, A Avg: 331222, D Avg: 222394, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 730, 730, 730]]
Rank 48371: 2964 - [15170, 2861, 268] - HP: 5928, STR: 227568, VIT: 178918, SPD: 72, LUK: 2, Attack: 315450, Defense: 266746, Current HP: 5928, A Avg: 397467, D Avg: 266746, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Tears of the Dragon[307, 730, 730, 67]]
Rank 48383: 6444 - [15401, 2180, 718] - HP: 58596, STR: 338448, VIT: 1510, SPD: 72, LUK: 2, Attack: 426330, Defense: 89338, Current HP: 58596, A Avg: 447646, D Avg: 89338, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 66, 807]]
Rank 48407: 12894 - [15401, 2204, 694] - HP: 5928, STR: 338448, VIT: 1510, SPD: 72, LUK: 2, Attack: 426330, Defense: 89338, Current HP: 5928, A Avg: 586203, D Avg: 89338, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 66, 68, 803]]
Rank 48410: 1494 - [15740, 1190, 1369] - HP: 163932, STR: 283008, VIT: 1510, SPD: 72, LUK: 2, Attack: 370890, Defense: 89338, Current HP: 163932, A Avg: 389434, D Avg: 107205, [Wild Card[175, 530, 530, 530], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 630, 806]]
Rank 48418: 6614 - [15397, 2227, 675] - HP: 58596, STR: 283008, VIT: 45862, SPD: 72, LUK: 2, Attack: 370890, Defense: 133690, Current HP: 58596, A Avg: 478448, D Avg: 133690, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 730, 67, 803]]
Rank 48441: 13174 - [15399, 2244, 656] - HP: 5928, STR: 283008, VIT: 45862, SPD: 72, LUK: 2, Attack: 370890, Defense: 133690, Current HP: 5928, A Avg: 752906, D Avg: 133690, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 67, 68, 807]]
Rank 48519: 404 - [15249, 2772, 278] - HP: 58596, STR: 227568, VIT: 178918, SPD: 72, LUK: 2, Attack: 315450, Defense: 266746, Current HP: 58596, A Avg: 331222, D Avg: 266746, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 730, 730, 730]]
Rank 48543: 6424 - [15478, 2109, 712] - HP: 58596, STR: 338448, VIT: 1510, SPD: 72, LUK: 2, Attack: 426330, Defense: 89338, Current HP: 58596, A Avg: 458304, D Avg: 89338, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 66, 803]]
Rank 48572: 1474 - [15827, 1091, 1381] - HP: 163932, STR: 283008, VIT: 1510, SPD: 72, LUK: 2, Attack: 370890, Defense: 89338, Current HP: 163932, A Avg: 463612, D Avg: 89338, [Wild Card[175, 530, 530, 530], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 630, 68]]
Rank 48576: 6434 - [15478, 2142, 679] - HP: 58596, STR: 338448, VIT: 1510, SPD: 72, LUK: 2, Attack: 426330, Defense: 89338, Current HP: 58596, A Avg: 447646, D Avg: 107205, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 66, 806]]
Rank 48583: 1464 - [15832, 1087, 1380] - HP: 163932, STR: 283008, VIT: 1510, SPD: 72, LUK: 2, Attack: 370890, Defense: 89338, Current HP: 163932, A Avg: 467321, D Avg: 89338, [Wild Card[175, 530, 530, 530], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 630, 67]]
Rank 48584: 6654 - [15488, 2120, 691] - HP: 58596, STR: 283008, VIT: 45862, SPD: 72, LUK: 2, Attack: 370890, Defense: 133690, Current HP: 58596, A Avg: 463612, D Avg: 160428, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 730, 68, 806]]
Rank 48607: 6624 - [15499, 2110, 690] - HP: 58596, STR: 283008, VIT: 45862, SPD: 72, LUK: 2, Attack: 370890, Defense: 133690, Current HP: 58596, A Avg: 467321, D Avg: 160428, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 730, 67, 806]]
Rank 48644: 6534 - [15524, 2072, 703] - HP: 58596, STR: 338448, VIT: 1510, SPD: 72, LUK: 2, Attack: 426330, Defense: 89338, Current HP: 58596, A Avg: 468963, D Avg: 89338, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 803, 807]]
Rank 48663: 1874 - [15513, 2124, 662] - HP: 111264, STR: 283008, VIT: 45862, SPD: 72, LUK: 2, Attack: 370890, Defense: 133690, Current HP: 111264, A Avg: 389434, D Avg: 133690, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 730, 66]]
Rank 48663: 1924 - [15513, 2124, 662] - HP: 111264, STR: 283008, VIT: 45862, SPD: 72, LUK: 2, Attack: 370890, Defense: 133690, Current HP: 111264, A Avg: 389434, D Avg: 133690, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 730, 807]]
Rank 48717: 6644 - [15538, 2103, 658] - HP: 58596, STR: 283008, VIT: 45862, SPD: 72, LUK: 2, Attack: 370890, Defense: 133690, Current HP: 58596, A Avg: 509973, D Avg: 133690, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 730, 68, 803]]
Rank 48718: 1904 - [15540, 2098, 661] - HP: 111264, STR: 283008, VIT: 45862, SPD: 72, LUK: 2, Attack: 370890, Defense: 133690, Current HP: 111264, A Avg: 398706, D Avg: 133690, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 730, 803]]
Rank 48728: 12914 - [15549, 2081, 669] - HP: 5928, STR: 338448, VIT: 1510, SPD: 72, LUK: 2, Attack: 426330, Defense: 89338, Current HP: 5928, A Avg: 618178, D Avg: 89338, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 66, 68, 807]]
Rank 48740: 6524 - [15558, 2066, 675] - HP: 58596, STR: 338448, VIT: 1510, SPD: 72, LUK: 2, Attack: 426330, Defense: 89338, Current HP: 58596, A Avg: 458304, D Avg: 107205, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 803, 806]]
Rank 48748: 7634 - [15408, 2524, 367] - HP: 5928, STR: 338448, VIT: 45862, SPD: 72, LUK: 2, Attack: 426330, Defense: 133690, Current HP: 5928, A Avg: 447646, D Avg: 160428, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 730, 66, 806]]
Rank 48748: 7644 - [15408, 2524, 367] - HP: 5928, STR: 338448, VIT: 45862, SPD: 72, LUK: 2, Attack: 426330, Defense: 133690, Current HP: 5928, A Avg: 447646, D Avg: 133690, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 730, 66, 807]]
Rank 48748: 7744 - [15408, 2524, 367] - HP: 5928, STR: 338448, VIT: 45862, SPD: 72, LUK: 2, Attack: 426330, Defense: 133690, Current HP: 5928, A Avg: 447646, D Avg: 187166, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 730, 806, 807]]
Rank 48810: 12884 - [15590, 2040, 669] - HP: 5928, STR: 338448, VIT: 1510, SPD: 72, LUK: 2, Attack: 426330, Defense: 89338, Current HP: 5928, A Avg: 626705, D Avg: 89338, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 66, 67, 807]]
Rank 48839: 13014 - [15610, 2009, 680] - HP: 5928, STR: 338448, VIT: 1510, SPD: 72, LUK: 2, Attack: 426330, Defense: 89338, Current HP: 5928, A Avg: 586203, D Avg: 107205, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 68, 803, 806]]
Rank 48850: 7764 - [15441, 2527, 331] - HP: 5928, STR: 283008, VIT: 90214, SPD: 72, LUK: 2, Attack: 370890, Defense: 178042, Current HP: 5928, A Avg: 463612, D Avg: 178042, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 730, 66, 68]]
Rank 48850: 7854 - [15441, 2527, 331] - HP: 5928, STR: 283008, VIT: 90214, SPD: 72, LUK: 2, Attack: 370890, Defense: 178042, Current HP: 5928, A Avg: 463612, D Avg: 213650, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 730, 68, 806]]
Rank 48856: 154 - [15960, 976, 1363] - HP: 216600, STR: 283008, VIT: 1510, SPD: 72, LUK: 2, Attack: 370890, Defense: 89338, Current HP: 216600, A Avg: 389434, D Avg: 89338, [Wild Card[175, 530, 530, 530], Black Sword Breath[252, 530, 630, 630], Tears of the Dragon[307, 630, 630, 630]]
Rank 48870: 504 - [15350, 2820, 129] - HP: 5928, STR: 227568, VIT: 223270, SPD: 72, LUK: 2, Attack: 315450, Defense: 311098, Current HP: 5928, A Avg: 331222, D Avg: 311098, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Tears of the Dragon[307, 730, 730, 730]]
Rank 48876: 12854 - [15623, 2007, 669] - HP: 5928, STR: 338448, VIT: 1510, SPD: 72, LUK: 2, Attack: 426330, Defense: 89338, Current HP: 5928, A Avg: 639495, D Avg: 89338, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 66, 67, 68]]
Rank 48880: 7754 - [15456, 2512, 331] - HP: 5928, STR: 283008, VIT: 90214, SPD: 72, LUK: 2, Attack: 370890, Defense: 178042, Current HP: 5928, A Avg: 467321, D Avg: 178042, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 730, 66, 67]]
Rank 48880: 7824 - [15456, 2512, 331] - HP: 5928, STR: 283008, VIT: 90214, SPD: 72, LUK: 2, Attack: 370890, Defense: 178042, Current HP: 5928, A Avg: 467321, D Avg: 213650, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 730, 67, 806]]
Rank 48908: 7624 - [15485, 2453, 361] - HP: 5928, STR: 338448, VIT: 45862, SPD: 72, LUK: 2, Attack: 426330, Defense: 133690, Current HP: 5928, A Avg: 458304, D Avg: 133690, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 730, 66, 803]]
Rank 48908: 7724 - [15485, 2453, 361] - HP: 5928, STR: 338448, VIT: 45862, SPD: 72, LUK: 2, Attack: 426330, Defense: 133690, Current HP: 5928, A Avg: 458304, D Avg: 160428, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 730, 803, 806]]
Rank 48943: 12994 - [15655, 1978, 666] - HP: 5928, STR: 338448, VIT: 1510, SPD: 72, LUK: 2, Attack: 426330, Defense: 89338, Current HP: 5928, A Avg: 656548, D Avg: 89338, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 67, 803, 807]]
Rank 48955: 7814 - [15486, 2497, 316] - HP: 5928, STR: 283008, VIT: 90214, SPD: 72, LUK: 2, Attack: 370890, Defense: 178042, Current HP: 5928, A Avg: 478448, D Avg: 178042, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 730, 67, 803]]
Rank 48958: 6664 - [15657, 1987, 655] - HP: 58596, STR: 283008, VIT: 45862, SPD: 72, LUK: 2, Attack: 370890, Defense: 133690, Current HP: 58596, A Avg: 537790, D Avg: 133690, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 730, 68, 807]]
Rank 48985: 6634 - [15670, 1975, 654] - HP: 58596, STR: 283008, VIT: 45862, SPD: 72, LUK: 2, Attack: 370890, Defense: 133690, Current HP: 58596, A Avg: 545208, D Avg: 133690, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 730, 67, 807]]
Rank 49001: 6544 - [15676, 1973, 650] - HP: 58596, STR: 338448, VIT: 1510, SPD: 72, LUK: 2, Attack: 426330, Defense: 89338, Current HP: 58596, A Avg: 447646, D Avg: 125073, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 806, 807]]
Rank 49009: 7734 - [15531, 2416, 352] - HP: 5928, STR: 338448, VIT: 45862, SPD: 72, LUK: 2, Attack: 426330, Defense: 133690, Current HP: 5928, A Avg: 468963, D Avg: 133690, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 730, 803, 807]]
Rank 49036: 6604 - [15695, 1951, 653] - HP: 58596, STR: 283008, VIT: 45862, SPD: 72, LUK: 2, Attack: 370890, Defense: 133690, Current HP: 58596, A Avg: 556335, D Avg: 133690, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 730, 67, 68]]
Rank 49045: 7494 - [15548, 2401, 350] - HP: 5928, STR: 393888, VIT: 1510, SPD: 72, LUK: 2, Attack: 481770, Defense: 89338, Current HP: 5928, A Avg: 505858, D Avg: 89338, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 66, 807]]
Rank 49129: 12954 - [15741, 1906, 652] - HP: 5928, STR: 338448, VIT: 1510, SPD: 72, LUK: 2, Attack: 426330, Defense: 89338, Current HP: 5928, A Avg: 703444, D Avg: 89338, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 67, 68, 803]]
Rank 49182: 1914 - [15766, 1884, 649] - HP: 111264, STR: 283008, VIT: 45862, SPD: 72, LUK: 2, Attack: 370890, Defense: 133690, Current HP: 111264, A Avg: 389434, D Avg: 160428, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 730, 806]]
Rank 49208: 7844 - [15609, 2381, 309] - HP: 5928, STR: 283008, VIT: 90214, SPD: 72, LUK: 2, Attack: 370890, Defense: 178042, Current HP: 5928, A Avg: 509973, D Avg: 178042, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 730, 68, 803]]
Rank 49268: 12964 - [15813, 1829, 657] - HP: 5928, STR: 338448, VIT: 1510, SPD: 72, LUK: 2, Attack: 426330, Defense: 89338, Current HP: 5928, A Avg: 639495, D Avg: 107205, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 67, 68, 806]]
Rank 49277: 7474 - [15660, 2297, 342] - HP: 5928, STR: 393888, VIT: 1510, SPD: 72, LUK: 2, Attack: 481770, Defense: 89338, Current HP: 5928, A Avg: 517902, D Avg: 89338, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 66, 803]]
Rank 49283: 2354 - [15644, 2351, 304] - HP: 58596, STR: 283008, VIT: 90214, SPD: 72, LUK: 2, Attack: 370890, Defense: 178042, Current HP: 58596, A Avg: 389434, D Avg: 178042, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 730, 730, 66]]
Rank 49283: 2404 - [15644, 2351, 304] - HP: 58596, STR: 283008, VIT: 90214, SPD: 72, LUK: 2, Attack: 370890, Defense: 178042, Current HP: 58596, A Avg: 389434, D Avg: 178042, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 730, 730, 807]]
Rank 49330: 2384 - [15667, 2329, 303] - HP: 58596, STR: 283008, VIT: 90214, SPD: 72, LUK: 2, Attack: 370890, Defense: 178042, Current HP: 58596, A Avg: 398706, D Avg: 178042, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 730, 730, 803]]
Rank 49417: 7864 - [15712, 2281, 306] - HP: 5928, STR: 283008, VIT: 90214, SPD: 72, LUK: 2, Attack: 370890, Defense: 178042, Current HP: 5928, A Avg: 537790, D Avg: 178042, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 730, 68, 807]]
Rank 49418: 13024 - [15867, 1817, 615] - HP: 5928, STR: 338448, VIT: 1510, SPD: 72, LUK: 2, Attack: 426330, Defense: 89338, Current HP: 5928, A Avg: 810027, D Avg: 89338, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 68, 803, 807]]
Rank 49434: 7834 - [15720, 2274, 305] - HP: 5928, STR: 283008, VIT: 90214, SPD: 72, LUK: 2, Attack: 370890, Defense: 178042, Current HP: 5928, A Avg: 545208, D Avg: 178042, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 730, 67, 807]]
Rank 49451: 12974 - [15883, 1802, 614] - HP: 5928, STR: 338448, VIT: 1510, SPD: 72, LUK: 2, Attack: 426330, Defense: 89338, Current HP: 5928, A Avg: 865449, D Avg: 89338, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 67, 68, 807]]
Rank 49479: 7804 - [15742, 2253, 304] - HP: 5928, STR: 283008, VIT: 90214, SPD: 72, LUK: 2, Attack: 370890, Defense: 178042, Current HP: 5928, A Avg: 556335, D Avg: 178042, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 730, 67, 68]]
Rank 49484: 2394 - [15743, 2255, 301] - HP: 58596, STR: 283008, VIT: 90214, SPD: 72, LUK: 2, Attack: 370890, Defense: 178042, Current HP: 58596, A Avg: 389434, D Avg: 213650, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 730, 730, 806]]
Rank 49496: 13034 - [15918, 1742, 639] - HP: 5928, STR: 338448, VIT: 1510, SPD: 72, LUK: 2, Attack: 426330, Defense: 89338, Current HP: 5928, A Avg: 618178, D Avg: 125073, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 68, 806, 807]]
Rank 49540: 7584 - [15789, 2173, 337] - HP: 5928, STR: 393888, VIT: 1510, SPD: 72, LUK: 2, Attack: 481770, Defense: 89338, Current HP: 5928, A Avg: 529947, D Avg: 89338, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 803, 807]]
Rank 49552: 13004 - [15946, 1714, 639] - HP: 5928, STR: 338448, VIT: 1510, SPD: 72, LUK: 2, Attack: 426330, Defense: 89338, Current HP: 5928, A Avg: 626705, D Avg: 125073, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 67, 806, 807]]
Rank 49567: 7484 - [15801, 2164, 334] - HP: 5928, STR: 393888, VIT: 1510, SPD: 72, LUK: 2, Attack: 481770, Defense: 89338, Current HP: 5928, A Avg: 505858, D Avg: 107205, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 66, 806]]
Rank 49591: 1894 - [15970, 1681, 648] - HP: 111264, STR: 283008, VIT: 45862, SPD: 72, LUK: 2, Attack: 370890, Defense: 133690, Current HP: 111264, A Avg: 463612, D Avg: 133690, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 730, 68]]
Rank 49603: 1884 - [15976, 1675, 648] - HP: 111264, STR: 283008, VIT: 45862, SPD: 72, LUK: 2, Attack: 370890, Defense: 133690, Current HP: 111264, A Avg: 467321, D Avg: 133690, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 730, 67]]
Rank 49605: 2894 - [15749, 2358, 192] - HP: 5928, STR: 283008, VIT: 134566, SPD: 72, LUK: 2, Attack: 370890, Defense: 222394, Current HP: 5928, A Avg: 389434, D Avg: 222394, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 730, 730, 66]]
Rank 49605: 2934 - [15749, 2358, 192] - HP: 5928, STR: 283008, VIT: 134566, SPD: 72, LUK: 2, Attack: 370890, Defense: 222394, Current HP: 5928, A Avg: 389434, D Avg: 266872, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 730, 730, 806]]
Rank 49605: 2944 - [15749, 2358, 192] - HP: 5928, STR: 283008, VIT: 134566, SPD: 72, LUK: 2, Attack: 370890, Defense: 222394, Current HP: 5928, A Avg: 389434, D Avg: 222394, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 730, 730, 807]]
Rank 49626: 6414 - [15979, 1689, 631] - HP: 58596, STR: 338448, VIT: 1510, SPD: 72, LUK: 2, Attack: 426330, Defense: 89338, Current HP: 58596, A Avg: 532912, D Avg: 89338, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 66, 68]]
Rank 49643: 6404 - [15987, 1682, 630] - HP: 58596, STR: 338448, VIT: 1510, SPD: 72, LUK: 2, Attack: 426330, Defense: 89338, Current HP: 58596, A Avg: 537175, D Avg: 89338, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 66, 67]]
Rank 49646: 2924 - [15769, 2339, 191] - HP: 5928, STR: 283008, VIT: 134566, SPD: 72, LUK: 2, Attack: 370890, Defense: 222394, Current HP: 5928, A Avg: 398706, D Avg: 222394, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 730, 730, 803]]
