Rank 38490: 18043 - [11897, 2799, 3603] - HP: 6593, STR: 253378, VIT: 1678, SPD: 80, LUK: 2, Attack: 341260, Defense: 89506, Current HP: 6593, A Avg: 648394, D Avg: 125308, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 66, 68], Tears of the Dragon[307, 803, 806, 807]]
Rank 46005: 13113 - [14355, 2940, 1004] - HP: 6593, STR: 315118, VIT: 51070, SPD: 80, LUK: 2, Attack: 403000, Defense: 138898, Current HP: 6593, A Avg: 584350, D Avg: 138898, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 66, 68, 807]]
Rank 46005: 13233 - [14355, 2940, 1004] - HP: 6593, STR: 315118, VIT: 51070, SPD: 80, LUK: 2, Attack: 403000, Defense: 138898, Current HP: 6593, A Avg: 584350, D Avg: 194457, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 68, 806, 807]]
Rank 46036: 2413 - [14147, 3595, 557] - HP: 65246, STR: 253378, VIT: 149854, SPD: 80, LUK: 2, Attack: 341260, Defense: 237682, Current HP: 65246, A Avg: 358323, D Avg: 237682, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 730, 730, 66]]
Rank 46036: 2463 - [14147, 3595, 557] - HP: 65246, STR: 253378, VIT: 149854, SPD: 80, LUK: 2, Attack: 341260, Defense: 237682, Current HP: 65246, A Avg: 358323, D Avg: 237682, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 730, 730, 807]]
Rank 46044: 1943 - [14330, 3054, 915] - HP: 123899, STR: 253378, VIT: 100462, SPD: 80, LUK: 2, Attack: 341260, Defense: 188290, Current HP: 123899, A Avg: 429987, D Avg: 188290, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 730, 730, 67]]
Rank 46093: 405 - [13940, 4273, 086] - HP: 65227, STR: 291373, VIT: 323749, SPD: 80, LUK: 1, Attack: 379255, Defense: 411577, Current HP: 65227, A Avg: 398217, D Avg: 411577, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Silver Ring[302, 730, 730, 730]]
Rank 46097: 404 - [13942, 4271, 086] - HP: 63194, STR: 292049, VIT: 325085, SPD: 80, LUK: 1, Attack: 379877, Defense: 412913, Current HP: 63194, A Avg: 398870, D Avg: 412913, [Stargazer[183, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Obsidian Ring[320, 730, 730, 730]]
Rank 46118: 5563 - [14819, 1661, 1819] - HP: 123899, STR: 315118, VIT: 1678, SPD: 80, LUK: 2, Attack: 403000, Defense: 89506, Current HP: 123899, A Avg: 519869, D Avg: 89506, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 67, 803]]
Rank 46162: 13083 - [14430, 2872, 997] - HP: 6593, STR: 315118, VIT: 51070, SPD: 80, LUK: 2, Attack: 403000, Defense: 138898, Current HP: 6593, A Avg: 592410, D Avg: 138898, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 66, 67, 807]]
Rank 46162: 13203 - [14430, 2872, 997] - HP: 6593, STR: 315118, VIT: 51070, SPD: 80, LUK: 2, Attack: 403000, Defense: 138898, Current HP: 6593, A Avg: 592410, D Avg: 194457, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 67, 806, 807]]
Rank 46201: 1453 - [14861, 1618, 1820] - HP: 182552, STR: 315118, VIT: 1678, SPD: 80, LUK: 2, Attack: 403000, Defense: 89506, Current HP: 182552, A Avg: 423150, D Avg: 89506, [Wild Card[175, 530, 530, 530], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 630, 66]]
Rank 46201: 1503 - [14861, 1618, 1820] - HP: 182552, STR: 315118, VIT: 1678, SPD: 80, LUK: 2, Attack: 403000, Defense: 89506, Current HP: 182552, A Avg: 423150, D Avg: 89506, [Wild Card[175, 530, 530, 530], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 630, 807]]
Rank 46205: 11823 - [14852, 1649, 1798] - HP: 65246, STR: 315118, VIT: 1678, SPD: 80, LUK: 2, Attack: 403000, Defense: 89506, Current HP: 65246, A Avg: 765700, D Avg: 89506, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 68, 803, 807]]
Rank 46206: 2443 - [14231, 3513, 555] - HP: 65246, STR: 253378, VIT: 149854, SPD: 80, LUK: 2, Attack: 341260, Defense: 237682, Current HP: 65246, A Avg: 366854, D Avg: 237682, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 730, 730, 803]]
Rank 46219: 2453 - [14236, 3511, 552] - HP: 65246, STR: 253378, VIT: 149854, SPD: 80, LUK: 2, Attack: 341260, Defense: 237682, Current HP: 65246, A Avg: 358323, D Avg: 285218, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 730, 730, 806]]
Rank 46219: 6583 - [14456, 2851, 992] - HP: 65246, STR: 315118, VIT: 51070, SPD: 80, LUK: 2, Attack: 403000, Defense: 138898, Current HP: 65246, A Avg: 423150, D Avg: 166677, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 730, 66, 806]]
Rank 46219: 7993 - [14231, 3526, 542] - HP: 6593, STR: 253378, VIT: 149854, SPD: 80, LUK: 2, Attack: 341260, Defense: 237682, Current HP: 6593, A Avg: 469232, D Avg: 237682, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Tears of the Dragon[307, 730, 68, 803]]
Rank 46254: 13053 - [14475, 2829, 995] - HP: 6593, STR: 315118, VIT: 51070, SPD: 80, LUK: 2, Attack: 403000, Defense: 138898, Current HP: 6593, A Avg: 604500, D Avg: 138898, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 66, 67, 68]]
Rank 46254: 13163 - [14475, 2829, 995] - HP: 6593, STR: 315118, VIT: 51070, SPD: 80, LUK: 2, Attack: 403000, Defense: 138898, Current HP: 6593, A Avg: 604500, D Avg: 166677, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 67, 68, 806]]
Rank 46293: 1483 - [14906, 1575, 1818] - HP: 182552, STR: 315118, VIT: 1678, SPD: 80, LUK: 2, Attack: 403000, Defense: 89506, Current HP: 182552, A Avg: 433225, D Avg: 89506, [Wild Card[175, 530, 530, 530], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 630, 803]]
Rank 46328: 6673 - [14507, 2807, 985] - HP: 65246, STR: 315118, VIT: 51070, SPD: 80, LUK: 2, Attack: 403000, Defense: 138898, Current HP: 65246, A Avg: 433225, D Avg: 166677, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 730, 803, 806]]
Rank 46366: 13193 - [14525, 2791, 983] - HP: 6593, STR: 315118, VIT: 51070, SPD: 80, LUK: 2, Attack: 403000, Defense: 138898, Current HP: 6593, A Avg: 620620, D Avg: 138898, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 67, 803, 807]]
Rank 46382: 11773 - [14923, 1613, 1763] - HP: 65246, STR: 315118, VIT: 1678, SPD: 80, LUK: 2, Attack: 403000, Defense: 89506, Current HP: 65246, A Avg: 818089, D Avg: 89506, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 67, 68, 807]]
Rank 46431: 233 - [14527, 2850, 922] - HP: 182552, STR: 253378, VIT: 100462, SPD: 80, LUK: 2, Attack: 341260, Defense: 188290, Current HP: 182552, A Avg: 358323, D Avg: 188290, [Wild Card[175, 530, 530, 530], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 730, 730]]
Rank 46466: 8013 - [14347, 3425, 527] - HP: 6593, STR: 253378, VIT: 149854, SPD: 80, LUK: 2, Attack: 341260, Defense: 237682, Current HP: 6593, A Avg: 494827, D Avg: 237682, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Tears of the Dragon[307, 730, 68, 807]]
Rank 46495: 5593 - [14989, 1528, 1782] - HP: 123899, STR: 315118, VIT: 1678, SPD: 80, LUK: 2, Attack: 403000, Defense: 89506, Current HP: 123899, A Avg: 554125, D Avg: 89506, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 68, 803]]
Rank 46507: 7983 - [14367, 3406, 526] - HP: 6593, STR: 253378, VIT: 149854, SPD: 80, LUK: 2, Attack: 341260, Defense: 237682, Current HP: 6593, A Avg: 501652, D Avg: 237682, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Tears of the Dragon[307, 730, 67, 807]]
Rank 46521: 12863 - [14629, 2634, 1036] - HP: 6593, STR: 376858, VIT: 1678, SPD: 80, LUK: 2, Attack: 464740, Defense: 89506, Current HP: 6593, A Avg: 599514, D Avg: 89506, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 66, 67, 803]]
Rank 46568: 7783 - [14390, 3398, 511] - HP: 6593, STR: 315118, VIT: 100462, SPD: 80, LUK: 2, Attack: 403000, Defense: 188290, Current HP: 6593, A Avg: 423150, D Avg: 225948, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 730, 66, 806]]
Rank 46568: 7793 - [14390, 3398, 511] - HP: 6593, STR: 315118, VIT: 100462, SPD: 80, LUK: 2, Attack: 403000, Defense: 188290, Current HP: 6593, A Avg: 423150, D Avg: 188290, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 730, 66, 807]]
Rank 46568: 7893 - [14390, 3398, 511] - HP: 6593, STR: 315118, VIT: 100462, SPD: 80, LUK: 2, Attack: 403000, Defense: 188290, Current HP: 6593, A Avg: 423150, D Avg: 263606, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 730, 806, 807]]
Rank 46606: 7953 - [14413, 3367, 519] - HP: 6593, STR: 253378, VIT: 149854, SPD: 80, LUK: 2, Attack: 341260, Defense: 237682, Current HP: 6593, A Avg: 511890, D Avg: 237682, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Tears of the Dragon[307, 730, 67, 68]]
Rank 46607: 504 - [14175, 4082, 042] - HP: 4541, STR: 292049, VIT: 405347, SPD: 80, LUK: 1, Attack: 379877, Defense: 493175, Current HP: 4541, A Avg: 398870, D Avg: 493175, [Stargazer[183, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Obsidian Ring[320, 730, 730, 730]]
Rank 46623: 505 - [14183, 4074, 042] - HP: 6574, STR: 291373, VIT: 404011, SPD: 80, LUK: 1, Attack: 379255, Defense: 491839, Current HP: 6574, A Avg: 398217, D Avg: 491839, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Silver Ring[302, 730, 730, 730]]
Rank 46655: 2953 - [14332, 3659, 308] - HP: 6593, STR: 253378, VIT: 199246, SPD: 80, LUK: 2, Attack: 341260, Defense: 287074, Current HP: 6593, A Avg: 358323, D Avg: 287074, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Tears of the Dragon[307, 730, 730, 66]]
Rank 46655: 2993 - [14332, 3659, 308] - HP: 6593, STR: 253378, VIT: 199246, SPD: 80, LUK: 2, Attack: 341260, Defense: 287074, Current HP: 6593, A Avg: 358323, D Avg: 344488, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Tears of the Dragon[307, 730, 730, 806]]
Rank 46655: 3003 - [14332, 3659, 308] - HP: 6593, STR: 253378, VIT: 199246, SPD: 80, LUK: 2, Attack: 341260, Defense: 287074, Current HP: 6593, A Avg: 358323, D Avg: 287074, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Tears of the Dragon[307, 730, 730, 807]]
Rank 46655: 5603 - [15090, 1385, 1824] - HP: 123899, STR: 315118, VIT: 1678, SPD: 80, LUK: 2, Attack: 403000, Defense: 89506, Current HP: 123899, A Avg: 503750, D Avg: 107407, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 68, 806]]
Rank 46675: 7773 - [14440, 3355, 504] - HP: 6593, STR: 315118, VIT: 100462, SPD: 80, LUK: 2, Attack: 403000, Defense: 188290, Current HP: 6593, A Avg: 433225, D Avg: 188290, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 730, 66, 803]]
Rank 46675: 7873 - [14440, 3355, 504] - HP: 6593, STR: 315118, VIT: 100462, SPD: 80, LUK: 2, Attack: 403000, Defense: 188290, Current HP: 6593, A Avg: 433225, D Avg: 225948, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 730, 803, 806]]
Rank 46682: 5573 - [15103, 1373, 1823] - HP: 123899, STR: 315118, VIT: 1678, SPD: 80, LUK: 2, Attack: 403000, Defense: 89506, Current HP: 123899, A Avg: 507780, D Avg: 107407, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 67, 806]]
Rank 46688: 13153 - [14674, 2666, 959] - HP: 6593, STR: 315118, VIT: 51070, SPD: 80, LUK: 2, Attack: 403000, Defense: 138898, Current HP: 6593, A Avg: 664950, D Avg: 138898, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 67, 68, 803]]
Rank 46720: 5613 - [15100, 1420, 1779] - HP: 123899, STR: 315118, VIT: 1678, SPD: 80, LUK: 2, Attack: 403000, Defense: 89506, Current HP: 123899, A Avg: 584350, D Avg: 89506, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 68, 807]]
Rank 46739: 6693 - [14693, 2660, 946] - HP: 65246, STR: 315118, VIT: 51070, SPD: 80, LUK: 2, Attack: 403000, Defense: 138898, Current HP: 65246, A Avg: 423150, D Avg: 194457, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 730, 806, 807]]
Rank 46805: 5583 - [15141, 1382, 1776] - HP: 123899, STR: 315118, VIT: 1678, SPD: 80, LUK: 2, Attack: 403000, Defense: 89506, Current HP: 123899, A Avg: 592410, D Avg: 89506, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 67, 807]]
Rank 46806: 2983 - [14407, 3585, 307] - HP: 6593, STR: 253378, VIT: 199246, SPD: 80, LUK: 2, Attack: 341260, Defense: 287074, Current HP: 6593, A Avg: 366854, D Avg: 287074, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Tears of the Dragon[307, 730, 730, 803]]
Rank 46845: 5553 - [15161, 1362, 1776] - HP: 123899, STR: 315118, VIT: 1678, SPD: 80, LUK: 2, Attack: 403000, Defense: 89506, Current HP: 123899, A Avg: 604500, D Avg: 89506, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 67, 68]]
Rank 46857: 7883 - [14526, 3279, 494] - HP: 6593, STR: 315118, VIT: 100462, SPD: 80, LUK: 2, Attack: 403000, Defense: 188290, Current HP: 6593, A Avg: 443300, D Avg: 188290, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 730, 803, 807]]
Rank 46868: 12903 - [14808, 2444, 1047] - HP: 6593, STR: 376858, VIT: 1678, SPD: 80, LUK: 2, Attack: 464740, Defense: 89506, Current HP: 6593, A Avg: 580925, D Avg: 107407, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 66, 68, 806]]
Rank 46901: 2433 - [14557, 3230, 512] - HP: 65246, STR: 253378, VIT: 149854, SPD: 80, LUK: 2, Attack: 341260, Defense: 237682, Current HP: 65246, A Avg: 426575, D Avg: 237682, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 730, 730, 68]]
Rank 46915: 12873 - [14831, 2422, 1046] - HP: 6593, STR: 376858, VIT: 1678, SPD: 80, LUK: 2, Attack: 464740, Defense: 89506, Current HP: 6593, A Avg: 585572, D Avg: 107407, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 66, 67, 806]]
Rank 46948: 2423 - [14580, 3208, 511] - HP: 65246, STR: 253378, VIT: 149854, SPD: 80, LUK: 2, Attack: 341260, Defense: 237682, Current HP: 65246, A Avg: 429987, D Avg: 237682, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 730, 730, 67]]
Rank 47075: 13223 - [14852, 2519, 928] - HP: 6593, STR: 315118, VIT: 51070, SPD: 80, LUK: 2, Attack: 403000, Defense: 138898, Current HP: 6593, A Avg: 765700, D Avg: 138898, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 68, 803, 807]]
Rank 47100: 6563 - [14875, 2475, 949] - HP: 65246, STR: 315118, VIT: 51070, SPD: 80, LUK: 2, Attack: 403000, Defense: 138898, Current HP: 65246, A Avg: 503750, D Avg: 138898, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 730, 66, 68]]
Rank 47108: 12983 - [14911, 2375, 1013] - HP: 6593, STR: 376858, VIT: 1678, SPD: 80, LUK: 2, Attack: 464740, Defense: 89506, Current HP: 6593, A Avg: 599514, D Avg: 107407, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 67, 803, 806]]
Rank 47143: 6553 - [14896, 2455, 948] - HP: 65246, STR: 315118, VIT: 51070, SPD: 80, LUK: 2, Attack: 403000, Defense: 138898, Current HP: 65246, A Avg: 507780, D Avg: 138898, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 730, 66, 67]]
Rank 47162: 12893 - [14942, 2336, 1021] - HP: 6593, STR: 376858, VIT: 1678, SPD: 80, LUK: 2, Attack: 464740, Defense: 89506, Current HP: 6593, A Avg: 639017, D Avg: 89506, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 66, 68, 803]]
Rank 47165: 6443 - [14950, 2315, 1034] - HP: 65246, STR: 376858, VIT: 1678, SPD: 80, LUK: 2, Attack: 464740, Defense: 89506, Current HP: 65246, A Avg: 487977, D Avg: 89506, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 66, 807]]
Rank 47192: 1493 - [15333, 1193, 1773] - HP: 182552, STR: 315118, VIT: 1678, SPD: 80, LUK: 2, Attack: 403000, Defense: 89506, Current HP: 182552, A Avg: 423150, D Avg: 107407, [Wild Card[175, 530, 530, 530], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 630, 806]]
Rank 47216: 1473 - [15355, 1151, 1793] - HP: 182552, STR: 315118, VIT: 1678, SPD: 80, LUK: 2, Attack: 403000, Defense: 89506, Current HP: 182552, A Avg: 503750, D Avg: 89506, [Wild Card[175, 530, 530, 530], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 630, 68]]
Rank 47229: 1463 - [15361, 1146, 1792] - HP: 182552, STR: 315118, VIT: 1678, SPD: 80, LUK: 2, Attack: 403000, Defense: 89506, Current HP: 182552, A Avg: 507780, D Avg: 89506, [Wild Card[175, 530, 530, 530], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 630, 67]]
Rank 47252: 13173 - [14923, 2483, 893] - HP: 6593, STR: 315118, VIT: 51070, SPD: 80, LUK: 2, Attack: 403000, Defense: 138898, Current HP: 6593, A Avg: 818089, D Avg: 138898, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 67, 68, 807]]
Rank 47338: 6613 - [14983, 2389, 927] - HP: 65246, STR: 315118, VIT: 51070, SPD: 80, LUK: 2, Attack: 403000, Defense: 138898, Current HP: 65246, A Avg: 519869, D Avg: 138898, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 730, 67, 803]]
Rank 47360: 6423 - [15042, 2234, 1023] - HP: 65246, STR: 376858, VIT: 1678, SPD: 80, LUK: 2, Attack: 464740, Defense: 89506, Current HP: 65246, A Avg: 499595, D Avg: 89506, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 66, 803]]
Rank 47370: 2973 - [14669, 3363, 267] - HP: 6593, STR: 253378, VIT: 199246, SPD: 80, LUK: 2, Attack: 341260, Defense: 287074, Current HP: 6593, A Avg: 426575, D Avg: 287074, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Tears of the Dragon[307, 730, 730, 68]]
Rank 47414: 2963 - [14691, 3341, 267] - HP: 6593, STR: 253378, VIT: 199246, SPD: 80, LUK: 2, Attack: 341260, Defense: 287074, Current HP: 6593, A Avg: 429987, D Avg: 287074, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Tears of the Dragon[307, 730, 730, 67]]
Rank 47451: 6533 - [15083, 2202, 1014] - HP: 65246, STR: 376858, VIT: 1678, SPD: 80, LUK: 2, Attack: 464740, Defense: 89506, Current HP: 65246, A Avg: 511214, D Avg: 89506, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 803, 807]]
Rank 47466: 313 - [14839, 2949, 511] - HP: 123899, STR: 253378, VIT: 149854, SPD: 80, LUK: 2, Attack: 341260, Defense: 237682, Current HP: 123899, A Avg: 358323, D Avg: 237682, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 730, 730, 730]]
Rank 47466: 6433 - [15076, 2238, 985] - HP: 65246, STR: 376858, VIT: 1678, SPD: 80, LUK: 2, Attack: 464740, Defense: 89506, Current HP: 65246, A Avg: 487977, D Avg: 107407, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 66, 806]]
Rank 47525: 6653 - [15082, 2279, 938] - HP: 65246, STR: 315118, VIT: 51070, SPD: 80, LUK: 2, Attack: 403000, Defense: 138898, Current HP: 65246, A Avg: 503750, D Avg: 166677, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 730, 68, 806]]
Rank 47556: 6623 - [15097, 2265, 937] - HP: 65246, STR: 315118, VIT: 51070, SPD: 80, LUK: 2, Attack: 403000, Defense: 138898, Current HP: 65246, A Avg: 507780, D Avg: 166677, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 730, 67, 806]]
Rank 47579: 12913 - [15137, 2168, 994] - HP: 6593, STR: 376858, VIT: 1678, SPD: 80, LUK: 2, Attack: 464740, Defense: 89506, Current HP: 6593, A Avg: 673873, D Avg: 89506, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 66, 68, 807]]
Rank 47621: 6643 - [15108, 2297, 894] - HP: 65246, STR: 315118, VIT: 51070, SPD: 80, LUK: 2, Attack: 403000, Defense: 138898, Current HP: 65246, A Avg: 554125, D Avg: 138898, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 730, 68, 803]]
Rank 47636: 1873 - [15119, 2279, 901] - HP: 123899, STR: 315118, VIT: 51070, SPD: 80, LUK: 2, Attack: 403000, Defense: 138898, Current HP: 123899, A Avg: 423150, D Avg: 138898, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 730, 66]]
Rank 47636: 1923 - [15119, 2279, 901] - HP: 123899, STR: 315118, VIT: 51070, SPD: 80, LUK: 2, Attack: 403000, Defense: 138898, Current HP: 123899, A Avg: 423150, D Avg: 138898, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 730, 807]]
Rank 47651: 7633 - [14957, 2780, 562] - HP: 6593, STR: 376858, VIT: 51070, SPD: 80, LUK: 2, Attack: 464740, Defense: 138898, Current HP: 6593, A Avg: 487977, D Avg: 166677, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 730, 66, 806]]
Rank 47651: 7643 - [14957, 2780, 562] - HP: 6593, STR: 376858, VIT: 51070, SPD: 80, LUK: 2, Attack: 464740, Defense: 138898, Current HP: 6593, A Avg: 487977, D Avg: 138898, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 730, 66, 807]]
Rank 47651: 7743 - [14957, 2780, 562] - HP: 6593, STR: 376858, VIT: 51070, SPD: 80, LUK: 2, Attack: 464740, Defense: 138898, Current HP: 6593, A Avg: 487977, D Avg: 194457, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 730, 806, 807]]
Rank 47657: 12883 - [15176, 2129, 994] - HP: 6593, STR: 376858, VIT: 1678, SPD: 80, LUK: 2, Attack: 464740, Defense: 89506, Current HP: 6593, A Avg: 683167, D Avg: 89506, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 66, 67, 807]]
Rank 47659: 6523 - [15169, 2152, 978] - HP: 65246, STR: 376858, VIT: 1678, SPD: 80, LUK: 2, Attack: 464740, Defense: 89506, Current HP: 65246, A Avg: 499595, D Avg: 107407, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 803, 806]]
Rank 47673: 13013 - [15187, 2112, 1000] - HP: 6593, STR: 376858, VIT: 1678, SPD: 80, LUK: 2, Attack: 464740, Defense: 89506, Current HP: 6593, A Avg: 639017, D Avg: 107407, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 68, 803, 806]]
Rank 47682: 153 - [15572, 966, 1761] - HP: 241205, STR: 315118, VIT: 1678, SPD: 80, LUK: 2, Attack: 403000, Defense: 89506, Current HP: 241205, A Avg: 423150, D Avg: 89506, [Wild Card[175, 530, 530, 530], Black Sword Breath[252, 530, 630, 630], Tears of the Dragon[307, 630, 630, 630]]
Rank 47707: 1903 - [15154, 2245, 900] - HP: 123899, STR: 315118, VIT: 51070, SPD: 80, LUK: 2, Attack: 403000, Defense: 138898, Current HP: 123899, A Avg: 433225, D Avg: 138898, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 730, 803]]
Rank 47733: 12853 - [15214, 2091, 994] - HP: 6593, STR: 376858, VIT: 1678, SPD: 80, LUK: 2, Attack: 464740, Defense: 89506, Current HP: 6593, A Avg: 697110, D Avg: 89506, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 66, 67, 68]]
