Rank 38354: 5728 - [10794, 5972, 1533] - HP: 94598, STR: 110394, VIT: 26238, SPD: 16, LUK: 1, Attack: 200303, Defense: 113806, Current HP: 94598, A Avg: 252381, D Avg: 136567, [Spectral Sword Shigure[172, 130, 130, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 67, 806]]
Rank 42581: 1945 - [12470, 5171, 658] - HP: 93728, STR: 103740, VIT: 51590, SPD: 16, LUK: 1, Attack: 193649, Defense: 141368, Current HP: 93728, A Avg: 243997, D Avg: 141368, [Spectral Sword Shigure[172, 130, 130, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 67]]
Rank 42582: 241 - [12355, 5517, 427] - HP: 92017, STR: 91255, VIT: 77134, SPD: 16, LUK: 2, Attack: 183441, Defense: 166912, Current HP: 92017, A Avg: 192613, D Avg: 166912, [Big Bang[171, 130, 130, 130], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 330, 330, 330]]
Rank 42587: 2456 - [12325, 5612, 362] - HP: 49860, STR: 102430, VIT: 77216, SPD: 16, LUK: 1, Attack: 194616, Defense: 164251, Current HP: 49860, A Avg: 204346, D Avg: 197101, [Big Bang[171, 130, 230, 230], Warrior's Shield[249, 230, 230, 330], Gold Ring[303, 330, 330, 806]]
Rank 42591: 387 - [12249, 5844, 206] - HP: 48343, STR: 153630, VIT: 54993, SPD: 16, LUK: 1, Attack: 245816, Defense: 141781, Current HP: 48343, A Avg: 258106, D Avg: 141781, [Big Bang[171, 130, 230, 230], Golem Shield[245, 230, 230, 230], Gold Ring[303, 230, 330, 330]]
Rank 42599: 2459 - [12330, 5609, 360] - HP: 49665, STR: 102430, VIT: 76968, SPD: 16, LUK: 1, Attack: 194616, Defense: 164393, Current HP: 49665, A Avg: 204346, D Avg: 197271, [Big Bang[171, 130, 230, 230], Cloud Shield[241, 230, 230, 330], Gold Ring[303, 330, 330, 806]]
Rank 42623: 1962 - [12436, 5315, 548] - HP: 94888, STR: 109002, VIT: 51774, SPD: 16, LUK: 1, Attack: 201188, Defense: 139342, Current HP: 94888, A Avg: 216277, D Avg: 139342, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 803]]
Rank 42625: 2512 - [12265, 5830, 204] - HP: 48488, STR: 81802, VIT: 102974, SPD: 16, LUK: 1, Attack: 173988, Defense: 190542, Current HP: 48488, A Avg: 182687, D Avg: 228650, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 330, 806]]
Rank 42645: 243 - [12377, 5514, 408] - HP: 92587, STR: 96258, VIT: 77382, SPD: 16, LUK: 2, Attack: 188444, Defense: 164950, Current HP: 92587, A Avg: 197866, D Avg: 164950, [Big Bang[171, 130, 130, 130], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 330, 330, 330]]
Rank 42665: 1950 - [12500, 5165, 634] - HP: 94018, STR: 102430, VIT: 51526, SPD: 16, LUK: 1, Attack: 194616, Defense: 141304, Current HP: 94018, A Avg: 243270, D Avg: 141304, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 68]]
Rank 42687: 1910 - [12522, 5121, 656] - HP: 94018, STR: 128030, VIT: 25926, SPD: 16, LUK: 1, Attack: 220216, Defense: 115704, Current HP: 94018, A Avg: 231226, D Avg: 138844, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 330, 806]]
Rank 42696: 1940 - [12515, 5151, 633] - HP: 94018, STR: 102430, VIT: 51526, SPD: 16, LUK: 1, Attack: 194616, Defense: 141304, Current HP: 94018, A Avg: 245216, D Avg: 141304, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 67]]
Rank 42732: 2497 - [12284, 5880, 135] - HP: 48343, STR: 76830, VIT: 109393, SPD: 16, LUK: 1, Attack: 169016, Defense: 196181, Current HP: 48343, A Avg: 211270, D Avg: 196181, [Big Bang[171, 130, 230, 230], Golem Shield[245, 230, 330, 330], Gold Ring[303, 330, 330, 68]]
Rank 42735: 2487 - [12285, 5880, 134] - HP: 48343, STR: 76830, VIT: 109393, SPD: 16, LUK: 1, Attack: 169016, Defense: 196181, Current HP: 48343, A Avg: 212960, D Avg: 196181, [Big Bang[171, 130, 230, 230], Golem Shield[245, 230, 330, 330], Gold Ring[303, 330, 330, 67]]
Rank 42736: 1556 - [13089, 3469, 1741] - HP: 145860, STR: 102430, VIT: 26016, SPD: 16, LUK: 1, Attack: 194616, Defense: 113051, Current HP: 145860, A Avg: 204346, D Avg: 135661, [Big Bang[171, 130, 130, 130], Warrior's Shield[249, 230, 230, 230], Gold Ring[303, 230, 330, 806]]
Rank 42762: 1559 - [13098, 3468, 1733] - HP: 145665, STR: 102430, VIT: 25768, SPD: 16, LUK: 1, Attack: 194616, Defense: 113193, Current HP: 145665, A Avg: 204346, D Avg: 135831, [Big Bang[171, 130, 130, 130], Cloud Shield[241, 230, 230, 230], Gold Ring[303, 230, 330, 806]]
Rank 42762: 1957 - [12545, 5127, 627] - HP: 94743, STR: 102430, VIT: 54993, SPD: 16, LUK: 1, Attack: 194616, Defense: 141781, Current HP: 94743, A Avg: 243270, D Avg: 141781, [Big Bang[171, 130, 130, 230], Golem Shield[245, 230, 230, 230], Gold Ring[303, 330, 330, 68]]
Rank 42793: 1947 - [12560, 5113, 626] - HP: 94743, STR: 102430, VIT: 54993, SPD: 16, LUK: 1, Attack: 194616, Defense: 141781, Current HP: 94743, A Avg: 245216, D Avg: 141781, [Big Bang[171, 130, 130, 230], Golem Shield[245, 230, 230, 230], Gold Ring[303, 330, 330, 67]]
Rank 42799: 3017 - [12358, 5725, 216] - HP: 1943, STR: 76830, VIT: 136593, SPD: 16, LUK: 1, Attack: 169016, Defense: 223381, Current HP: 1943, A Avg: 177466, D Avg: 223381, [Big Bang[171, 230, 230, 230], Golem Shield[245, 330, 330, 330], Gold Ring[303, 330, 330, 66]]
Rank 42799: 3057 - [12358, 5725, 216] - HP: 1943, STR: 76830, VIT: 136593, SPD: 16, LUK: 1, Attack: 169016, Defense: 223381, Current HP: 1943, A Avg: 177466, D Avg: 268057, [Big Bang[171, 230, 230, 230], Golem Shield[245, 330, 330, 330], Gold Ring[303, 330, 330, 806]]
Rank 42799: 3067 - [12358, 5725, 216] - HP: 1943, STR: 76830, VIT: 136593, SPD: 16, LUK: 1, Attack: 169016, Defense: 223381, Current HP: 1943, A Avg: 177466, D Avg: 223381, [Big Bang[171, 230, 230, 230], Golem Shield[245, 330, 330, 330], Gold Ring[303, 330, 330, 807]]
Rank 42807: 2455 - [12431, 5514, 354] - HP: 47328, STR: 103740, VIT: 77190, SPD: 16, LUK: 1, Attack: 193649, Defense: 166968, Current HP: 47328, A Avg: 203331, D Avg: 200361, [Spectral Sword Shigure[172, 130, 230, 230], Blank Shield[244, 230, 230, 330], Gold Ring[303, 330, 330, 806]]
Rank 42810: 2030 - [12571, 5097, 631] - HP: 94018, STR: 76830, VIT: 77126, SPD: 16, LUK: 1, Attack: 169016, Defense: 166904, Current HP: 94018, A Avg: 177466, D Avg: 200284, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 330], Gold Ring[303, 330, 330, 806]]
Rank 42815: 3047 - [12358, 5741, 200] - HP: 1943, STR: 76830, VIT: 136593, SPD: 16, LUK: 1, Attack: 169016, Defense: 223381, Current HP: 1943, A Avg: 181692, D Avg: 223381, [Big Bang[171, 230, 230, 230], Golem Shield[245, 330, 330, 330], Gold Ring[303, 330, 330, 803]]
Rank 42818: 388 - [12317, 5867, 115] - HP: 48198, STR: 164794, VIT: 51838, SPD: 16, LUK: 1, Attack: 254703, Defense: 139406, Current HP: 48198, A Avg: 267438, D Avg: 139406, [Spectral Sword Shigure[172, 130, 230, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 330, 330]]
Rank 42820: 2437 - [12382, 5674, 243] - HP: 48343, STR: 102430, VIT: 82193, SPD: 16, LUK: 1, Attack: 194616, Defense: 168981, Current HP: 48343, A Avg: 243270, D Avg: 168981, [Big Bang[171, 130, 230, 230], Golem Shield[245, 230, 230, 330], Gold Ring[303, 330, 330, 68]]
Rank 42828: 1557 - [13102, 3522, 1675] - HP: 141143, STR: 102430, VIT: 27793, SPD: 16, LUK: 1, Attack: 194616, Defense: 114581, Current HP: 141143, A Avg: 204346, D Avg: 137497, [Big Bang[171, 130, 130, 130], Golem Shield[245, 230, 230, 230], Gold Ring[303, 230, 330, 806]]
Rank 42842: 2427 - [12392, 5666, 241] - HP: 48343, STR: 102430, VIT: 82193, SPD: 16, LUK: 1, Attack: 194616, Defense: 168981, Current HP: 48343, A Avg: 245216, D Avg: 168981, [Big Bang[171, 130, 230, 230], Golem Shield[245, 230, 230, 330], Gold Ring[303, 330, 330, 67]]
Rank 42844: 382 - [12329, 5857, 113] - HP: 48488, STR: 163402, VIT: 51774, SPD: 16, LUK: 1, Attack: 255588, Defense: 139342, Current HP: 48488, A Avg: 268367, D Avg: 139342, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 330, 330]]
Rank 42855: 2438 - [12390, 5685, 224] - HP: 48198, STR: 110394, VIT: 77438, SPD: 16, LUK: 1, Attack: 200303, Defense: 165006, Current HP: 48198, A Avg: 250378, D Avg: 165006, [Spectral Sword Shigure[172, 130, 230, 230], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 68]]
Rank 42882: 2450 - [12458, 5508, 333] - HP: 47618, STR: 102430, VIT: 77126, SPD: 16, LUK: 1, Attack: 194616, Defense: 166904, Current HP: 47618, A Avg: 204346, D Avg: 200284, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 230, 330], Gold Ring[303, 330, 330, 806]]
Rank 42904: 2428 - [12404, 5692, 203] - HP: 48198, STR: 110394, VIT: 77438, SPD: 16, LUK: 1, Attack: 200303, Defense: 165006, Current HP: 48198, A Avg: 252381, D Avg: 165006, [Spectral Sword Shigure[172, 130, 230, 230], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 67]]
Rank 42905: 1555 - [13143, 3476, 1680] - HP: 140128, STR: 103740, VIT: 25990, SPD: 16, LUK: 1, Attack: 193649, Defense: 115768, Current HP: 140128, A Avg: 203331, D Avg: 138921, [Spectral Sword Shigure[172, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 330, 806]]
Rank 42914: 3027 - [12358, 5840, 101] - HP: 1943, STR: 76830, VIT: 136593, SPD: 16, LUK: 1, Attack: 169016, Defense: 223381, Current HP: 1943, A Avg: 212960, D Avg: 223381, [Big Bang[171, 230, 230, 230], Golem Shield[245, 330, 330, 330], Gold Ring[303, 330, 330, 67]]
Rank 42914: 3037 - [12358, 5840, 101] - HP: 1943, STR: 76830, VIT: 136593, SPD: 16, LUK: 1, Attack: 169016, Defense: 223381, Current HP: 1943, A Avg: 211270, D Avg: 223381, [Big Bang[171, 230, 230, 230], Golem Shield[245, 330, 330, 330], Gold Ring[303, 330, 330, 68]]
Rank 42915: 2422 - [12407, 5694, 198] - HP: 48488, STR: 109002, VIT: 77374, SPD: 16, LUK: 1, Attack: 201188, Defense: 164942, Current HP: 48488, A Avg: 253496, D Avg: 164942, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 67]]
Rank 42915: 2432 - [12407, 5694, 198] - HP: 48488, STR: 109002, VIT: 77374, SPD: 16, LUK: 1, Attack: 201188, Defense: 164942, Current HP: 48488, A Avg: 251485, D Avg: 164942, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 68]]
Rank 42949: 487 - [12498, 5455, 346] - HP: 1943, STR: 153630, VIT: 82193, SPD: 16, LUK: 1, Attack: 245816, Defense: 168981, Current HP: 1943, A Avg: 258106, D Avg: 168981, [Big Bang[171, 230, 230, 230], Golem Shield[245, 230, 230, 230], Gold Ring[303, 330, 330, 330]]
Rank 42986: 2957 - [12545, 5351, 403] - HP: 1943, STR: 102430, VIT: 109393, SPD: 16, LUK: 1, Attack: 194616, Defense: 196181, Current HP: 1943, A Avg: 204346, D Avg: 196181, [Big Bang[171, 230, 230, 230], Golem Shield[245, 230, 330, 330], Gold Ring[303, 330, 330, 66]]
Rank 42986: 2997 - [12545, 5351, 403] - HP: 1943, STR: 102430, VIT: 109393, SPD: 16, LUK: 1, Attack: 194616, Defense: 196181, Current HP: 1943, A Avg: 204346, D Avg: 235417, [Big Bang[171, 230, 230, 230], Golem Shield[245, 230, 330, 330], Gold Ring[303, 330, 330, 806]]
Rank 42986: 3007 - [12545, 5351, 403] - HP: 1943, STR: 102430, VIT: 109393, SPD: 16, LUK: 1, Attack: 194616, Defense: 196181, Current HP: 1943, A Avg: 204346, D Avg: 196181, [Big Bang[171, 230, 230, 230], Golem Shield[245, 230, 330, 330], Gold Ring[303, 330, 330, 807]]
Rank 42998: 2038 - [12616, 5150, 533] - HP: 94598, STR: 83194, VIT: 77438, SPD: 16, LUK: 1, Attack: 173103, Defense: 165006, Current HP: 94598, A Avg: 181758, D Avg: 198007, [Spectral Sword Shigure[172, 130, 130, 230], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 806]]
Rank 43017: 514 - [12416, 5769, 114] - HP: 627, STR: 78156, VIT: 153998, SPD: 16, LUK: 2, Attack: 168065, Defense: 243776, Current HP: 627, A Avg: 176468, D Avg: 243776, [Spectral Sword Shigure[172, 230, 230, 230], Blank Shield[244, 330, 330, 330], Tears of the Dragon[307, 330, 330, 330]]
Rank 43021: 2032 - [12623, 5152, 524] - HP: 94888, STR: 81802, VIT: 77374, SPD: 16, LUK: 1, Attack: 173988, Defense: 164942, Current HP: 94888, A Avg: 182687, D Avg: 197930, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 806]]
Rank 43034: 2987 - [12545, 5399, 355] - HP: 1943, STR: 102430, VIT: 109393, SPD: 16, LUK: 1, Attack: 194616, Defense: 196181, Current HP: 1943, A Avg: 209212, D Avg: 196181, [Big Bang[171, 230, 230, 230], Golem Shield[245, 230, 330, 330], Gold Ring[303, 330, 330, 803]]
Rank 43053: 178 - [13075, 3828, 1396] - HP: 187398, STR: 83194, VIT: 51838, SPD: 16, LUK: 1, Attack: 173103, Defense: 139406, Current HP: 187398, A Avg: 181758, D Avg: 139406, [Spectral Sword Shigure[172, 130, 130, 130], Storm Wall[242, 130, 230, 230], Gold Ring[303, 230, 330, 330]]
Rank 43104: 515 - [12460, 5724, 115] - HP: 928, STR: 78140, VIT: 153990, SPD: 16, LUK: 1, Attack: 168049, Defense: 243768, Current HP: 928, A Avg: 176451, D Avg: 243768, [Spectral Sword Shigure[172, 230, 230, 230], Blank Shield[244, 330, 330, 330], Gold Ring[303, 330, 330, 330]]
Rank 43106: 2458 - [12549, 5459, 291] - HP: 48198, STR: 110394, VIT: 77438, SPD: 16, LUK: 1, Attack: 200303, Defense: 165006, Current HP: 48198, A Avg: 210318, D Avg: 198007, [Spectral Sword Shigure[172, 130, 230, 230], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 806]]
Rank 43125: 1973 - [12572, 5409, 318] - HP: 62187, STR: 128258, VIT: 51782, SPD: 16, LUK: 2, Attack: 220444, Defense: 139350, Current HP: 62187, A Avg: 231466, D Avg: 167220, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 330, 330, 806]]
Rank 43140: 2517 - [12501, 5637, 161] - HP: 48343, STR: 76830, VIT: 109393, SPD: 16, LUK: 1, Attack: 169016, Defense: 196181, Current HP: 48343, A Avg: 177466, D Avg: 235417, [Big Bang[171, 130, 230, 230], Golem Shield[245, 230, 330, 330], Gold Ring[303, 330, 330, 806]]
Rank 43143: 172 - [13105, 3828, 1366] - HP: 187688, STR: 81802, VIT: 51774, SPD: 16, LUK: 1, Attack: 173988, Defense: 139342, Current HP: 187688, A Avg: 182687, D Avg: 139342, [Big Bang[171, 130, 130, 130], Storm Wall[242, 130, 230, 230], Gold Ring[303, 230, 330, 330]]
Rank 43180: 2977 - [12545, 5545, 209] - HP: 1943, STR: 102430, VIT: 109393, SPD: 16, LUK: 1, Attack: 194616, Defense: 196181, Current HP: 1943, A Avg: 243270, D Avg: 196181, [Big Bang[171, 230, 230, 230], Golem Shield[245, 230, 330, 330], Gold Ring[303, 330, 330, 68]]
Rank 43182: 2967 - [12545, 5547, 207] - HP: 1943, STR: 102430, VIT: 109393, SPD: 16, LUK: 1, Attack: 194616, Defense: 196181, Current HP: 1943, A Avg: 245216, D Avg: 196181, [Big Bang[171, 230, 230, 230], Golem Shield[245, 230, 330, 330], Gold Ring[303, 330, 330, 67]]
Rank 43224: 1550 - [13270, 3414, 1615] - HP: 140418, STR: 102430, VIT: 25926, SPD: 16, LUK: 1, Attack: 194616, Defense: 115704, Current HP: 140418, A Avg: 204346, D Avg: 138844, [Big Bang[171, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 330, 806]]
Rank 43247: 414 - [12527, 5666, 106] - HP: 31027, STR: 78156, VIT: 128398, SPD: 16, LUK: 2, Attack: 168065, Defense: 218176, Current HP: 31027, A Avg: 176468, D Avg: 218176, [Spectral Sword Shigure[172, 130, 230, 230], Blank Shield[244, 230, 330, 330], Tears of the Dragon[307, 330, 330, 330]]
Rank 43266: 1958 - [12734, 5064, 501] - HP: 94598, STR: 110394, VIT: 51838, SPD: 16, LUK: 1, Attack: 200303, Defense: 139406, Current HP: 94598, A Avg: 250378, D Avg: 139406, [Spectral Sword Shigure[172, 130, 130, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 68]]
Rank 43269: 221 - [12599, 5472, 228] - HP: 92017, STR: 152055, VIT: 25934, SPD: 16, LUK: 2, Attack: 244241, Defense: 115712, Current HP: 92017, A Avg: 256453, D Avg: 115712, [Big Bang[171, 130, 130, 130], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 230, 230, 330]]
Rank 43276: 2413 - [12647, 5335, 317] - HP: 31787, STR: 128258, VIT: 77382, SPD: 16, LUK: 2, Attack: 220444, Defense: 164950, Current HP: 31787, A Avg: 231466, D Avg: 164950, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 230, 330], Tears of the Dragon[307, 330, 330, 66]]
Rank 43276: 2463 - [12647, 5335, 317] - HP: 31787, STR: 128258, VIT: 77382, SPD: 16, LUK: 2, Attack: 220444, Defense: 164950, Current HP: 31787, A Avg: 231466, D Avg: 164950, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 230, 330], Tears of the Dragon[307, 330, 330, 807]]
Rank 43279: 1918 - [12731, 5086, 482] - HP: 94598, STR: 137594, VIT: 26238, SPD: 16, LUK: 1, Attack: 227503, Defense: 113806, Current HP: 94598, A Avg: 238878, D Avg: 136567, [Spectral Sword Shigure[172, 130, 130, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 330, 806]]
Rank 43282: 216 - [12780, 4942, 577] - HP: 145860, STR: 153630, VIT: 416, SPD: 16, LUK: 1, Attack: 245816, Defense: 87451, Current HP: 145860, A Avg: 258106, D Avg: 87451, [Big Bang[171, 130, 130, 130], Warrior's Shield[249, 230, 230, 230], Gold Ring[303, 230, 230, 230]]
Rank 43290: 219 - [12781, 4947, 571] - HP: 145665, STR: 153630, VIT: 168, SPD: 16, LUK: 1, Attack: 245816, Defense: 87593, Current HP: 145665, A Avg: 258106, D Avg: 87593, [Big Bang[171, 130, 130, 130], Cloud Shield[241, 230, 230, 230], Gold Ring[303, 230, 230, 230]]
Rank 43299: 2452 - [12621, 5436, 242] - HP: 48488, STR: 109002, VIT: 77374, SPD: 16, LUK: 1, Attack: 201188, Defense: 164942, Current HP: 48488, A Avg: 211247, D Avg: 197930, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 806]]
Rank 43336: 215 - [12798, 4942, 559] - HP: 140128, STR: 154940, VIT: 390, SPD: 16, LUK: 1, Attack: 244849, Defense: 90168, Current HP: 140128, A Avg: 257091, D Avg: 90168, [Spectral Sword Shigure[172, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 230, 230]]
Rank 43336: 1912 - [12752, 5080, 467] - HP: 94888, STR: 136202, VIT: 26174, SPD: 16, LUK: 1, Attack: 228388, Defense: 113742, Current HP: 94888, A Avg: 239807, D Avg: 136490, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 330, 806]]
Rank 43370: 296 - [12646, 5432, 221] - HP: 97860, STR: 153630, VIT: 26016, SPD: 16, LUK: 1, Attack: 245816, Defense: 113051, Current HP: 97860, A Avg: 258106, D Avg: 113051, [Big Bang[171, 130, 130, 230], Warrior's Shield[249, 230, 230, 230], Gold Ring[303, 230, 230, 330]]
Rank 43372: 1948 - [12783, 5023, 493] - HP: 94598, STR: 110394, VIT: 51838, SPD: 16, LUK: 1, Attack: 200303, Defense: 139406, Current HP: 94598, A Avg: 252381, D Avg: 139406, [Spectral Sword Shigure[172, 130, 130, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 67]]
Rank 43375: 495 - [12742, 5149, 408] - HP: 928, STR: 129340, VIT: 102790, SPD: 16, LUK: 1, Attack: 219249, Defense: 192568, Current HP: 928, A Avg: 230211, D Avg: 192568, [Spectral Sword Shigure[172, 230, 230, 230], Blank Shield[244, 230, 230, 330], Gold Ring[303, 330, 330, 330]]
Rank 43376: 494 - [12742, 5150, 407] - HP: 627, STR: 129356, VIT: 102798, SPD: 16, LUK: 2, Attack: 219265, Defense: 192576, Current HP: 627, A Avg: 230228, D Avg: 192576, [Spectral Sword Shigure[172, 230, 230, 230], Blank Shield[244, 230, 230, 330], Tears of the Dragon[307, 330, 330, 330]]
Rank 43378: 496 - [12742, 5152, 405] - HP: 1860, STR: 128030, VIT: 102816, SPD: 16, LUK: 1, Attack: 220216, Defense: 189851, Current HP: 1860, A Avg: 231226, D Avg: 189851, [Big Bang[171, 230, 230, 230], Warrior's Shield[249, 230, 230, 330], Gold Ring[303, 330, 330, 330]]
Rank 43378: 499 - [12742, 5152, 405] - HP: 1665, STR: 128030, VIT: 102568, SPD: 16, LUK: 1, Attack: 220216, Defense: 189993, Current HP: 1665, A Avg: 231226, D Avg: 189993, [Big Bang[171, 230, 230, 230], Cloud Shield[241, 230, 230, 330], Gold Ring[303, 330, 330, 330]]
Rank 43379: 2953 - [12742, 5153, 404] - HP: 1387, STR: 128258, VIT: 102982, SPD: 16, LUK: 2, Attack: 220444, Defense: 190550, Current HP: 1387, A Avg: 231466, D Avg: 190550, [Big Bang[171, 230, 230, 230], Storm Wall[242, 230, 330, 330], Tears of the Dragon[307, 330, 330, 66]]
Rank 43379: 2993 - [12742, 5153, 404] - HP: 1387, STR: 128258, VIT: 102982, SPD: 16, LUK: 2, Attack: 220444, Defense: 190550, Current HP: 1387, A Avg: 231466, D Avg: 228660, [Big Bang[171, 230, 230, 230], Storm Wall[242, 230, 330, 330], Tears of the Dragon[307, 330, 330, 806]]
Rank 43379: 3003 - [12742, 5153, 404] - HP: 1387, STR: 128258, VIT: 102982, SPD: 16, LUK: 2, Attack: 220444, Defense: 190550, Current HP: 1387, A Avg: 231466, D Avg: 190550, [Big Bang[171, 230, 230, 230], Storm Wall[242, 230, 330, 330], Tears of the Dragon[307, 330, 330, 807]]
Rank 43381: 299 - [12651, 5428, 220] - HP: 97665, STR: 153630, VIT: 25768, SPD: 16, LUK: 1, Attack: 245816, Defense: 113193, Current HP: 97665, A Avg: 258106, D Avg: 113193, [Big Bang[171, 130, 130, 230], Cloud Shield[241, 230, 230, 230], Gold Ring[303, 230, 230, 330]]
Rank 43390: 2443 - [12671, 5377, 251] - HP: 31787, STR: 128258, VIT: 77382, SPD: 16, LUK: 2, Attack: 220444, Defense: 164950, Current HP: 31787, A Avg: 236977, D Avg: 164950, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 230, 330], Tears of the Dragon[307, 330, 330, 803]]
Rank 43393: 516 - [12614, 5551, 134] - HP: 1860, STR: 76830, VIT: 154016, SPD: 16, LUK: 1, Attack: 169016, Defense: 241051, Current HP: 1860, A Avg: 177466, D Avg: 241051, [Big Bang[171, 230, 230, 230], Warrior's Shield[249, 330, 330, 330], Gold Ring[303, 330, 330, 330]]
Rank 43393: 519 - [12614, 5551, 134] - HP: 1665, STR: 76830, VIT: 153768, SPD: 16, LUK: 1, Attack: 169016, Defense: 241193, Current HP: 1665, A Avg: 177466, D Avg: 241193, [Big Bang[171, 230, 230, 230], Cloud Shield[241, 330, 330, 330], Gold Ring[303, 330, 330, 330]]
Rank 43401: 297 - [12655, 5436, 208] - HP: 94743, STR: 153630, VIT: 27793, SPD: 16, LUK: 1, Attack: 245816, Defense: 114581, Current HP: 94743, A Avg: 258106, D Avg: 114581, [Big Bang[171, 130, 130, 230], Golem Shield[245, 230, 230, 230], Gold Ring[303, 230, 230, 330]]
Rank 43404: 210 - [12827, 4923, 549] - HP: 140418, STR: 153630, VIT: 326, SPD: 16, LUK: 1, Attack: 245816, Defense: 90104, Current HP: 140418, A Avg: 258106, D Avg: 90104, [Big Bang[171, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 230, 230]]
Rank 43420: 2037 - [12816, 4972, 511] - HP: 94743, STR: 76830, VIT: 82193, SPD: 16, LUK: 1, Attack: 169016, Defense: 168981, Current HP: 94743, A Avg: 177466, D Avg: 202777, [Big Bang[171, 130, 130, 230], Golem Shield[245, 230, 230, 330], Gold Ring[303, 330, 330, 806]]
Rank 43421: 512 - [12614, 5579, 106] - HP: 2088, STR: 81802, VIT: 154174, SPD: 16, LUK: 1, Attack: 173988, Defense: 241742, Current HP: 2088, A Avg: 182687, D Avg: 241742, [Big Bang[171, 230, 230, 230], Storm Wall[242, 330, 330, 330], Gold Ring[303, 330, 330, 330]]
Rank 43421: 518 - [12614, 5579, 106] - HP: 1798, STR: 83194, VIT: 154238, SPD: 16, LUK: 1, Attack: 173103, Defense: 241806, Current HP: 1798, A Avg: 181758, D Avg: 241806, [Spectral Sword Shigure[172, 230, 230, 230], Storm Wall[242, 330, 330, 330], Gold Ring[303, 330, 330, 330]]
Rank 43430: 490 - [12758, 5156, 385] - HP: 1218, STR: 128030, VIT: 102726, SPD: 16, LUK: 1, Attack: 220216, Defense: 192504, Current HP: 1218, A Avg: 231226, D Avg: 192504, [Big Bang[171, 230, 230, 230], Blank Shield[244, 230, 230, 330], Gold Ring[303, 330, 330, 330]]
Rank 43442: 1942 - [12812, 5006, 481] - HP: 94888, STR: 109002, VIT: 51774, SPD: 16, LUK: 1, Attack: 201188, Defense: 139342, Current HP: 94888, A Avg: 253496, D Avg: 139342, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 67]]
Rank 43442: 1952 - [12812, 5006, 481] - HP: 94888, STR: 109002, VIT: 51774, SPD: 16, LUK: 1, Attack: 201188, Defense: 139342, Current HP: 94888, A Avg: 251485, D Avg: 139342, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 68]]
Rank 43443: 295 - [12678, 5409, 212] - HP: 93728, STR: 154940, VIT: 25990, SPD: 16, LUK: 1, Attack: 244849, Defense: 115768, Current HP: 93728, A Avg: 257091, D Avg: 115768, [Spectral Sword Shigure[172, 130, 130, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 230, 330]]
