Rank 38249: 8005 - [10330, 7259, 710] - HP: 1292, STR: 128248, VIT: 77254, SPD: 8, LUK: 2, Attack: 220434, Defense: 164822, Current HP: 1292, A Avg: 275542, D Avg: 197786, [Big Bang[171, 230, 230, 230], Storm Wall[242, 230, 330, 330], Tears of the Dragon[307, 330, 68, 806]]
Rank 42224: 1527 - [12619, 4367, 1313] - HP: 140273, STR: 102200, VIT: 26046, SPD: 8, LUK: 1, Attack: 201466, Defense: 113614, Current HP: 140273, A Avg: 253847, D Avg: 113614, [Sword of Evil[189, 130, 130, 130], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 330, 67]]
Rank 42225: 1945 - [12096, 5937, 266] - HP: 62092, STR: 128248, VIT: 51654, SPD: 8, LUK: 2, Attack: 220434, Defense: 139222, Current HP: 62092, A Avg: 277746, D Avg: 139222, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 330, 330, 67]]
Rank 42225: 2496 - [12047, 6084, 168] - HP: 48343, STR: 81793, VIT: 102846, SPD: 8, LUK: 1, Attack: 173979, Defense: 190414, Current HP: 48343, A Avg: 217473, D Avg: 190414, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 330, 68]]
Rank 42227: 2486 - [12048, 6083, 168] - HP: 48343, STR: 81793, VIT: 102846, SPD: 8, LUK: 1, Attack: 173979, Defense: 190414, Current HP: 48343, A Avg: 219213, D Avg: 190414, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 330, 67]]
Rank 42242: 2441 - [12163, 5753, 383] - HP: 46603, STR: 96028, VIT: 76958, SPD: 8, LUK: 1, Attack: 195294, Defense: 166736, Current HP: 46603, A Avg: 209941, D Avg: 166736, [Sword of Evil[189, 130, 230, 230], Blank Shield[244, 230, 230, 330], Gold Ring[303, 330, 330, 803]]
Rank 42244: 2417 - [12136, 5836, 327] - HP: 47473, STR: 102200, VIT: 77246, SPD: 8, LUK: 1, Attack: 201466, Defense: 164814, Current HP: 47473, A Avg: 211539, D Avg: 164814, [Sword of Evil[189, 130, 230, 230], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 66]]
Rank 42244: 2467 - [12136, 5836, 327] - HP: 47473, STR: 102200, VIT: 77246, SPD: 8, LUK: 1, Attack: 201466, Defense: 164814, Current HP: 47473, A Avg: 211539, D Avg: 164814, [Sword of Evil[189, 130, 230, 230], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 807]]
Rank 42252: 178 - [12797, 3861, 1641] - HP: 193710, STR: 76822, VIT: 51576, SPD: 8, LUK: 1, Attack: 169008, Defense: 138611, Current HP: 193710, A Avg: 177458, D Avg: 138611, [Big Bang[171, 130, 130, 130], Warrior's Shield[249, 130, 230, 230], Gold Ring[303, 230, 330, 330]]
Rank 42253: 2444 - [12175, 5728, 396] - HP: 47473, STR: 102422, VIT: 76958, SPD: 8, LUK: 1, Attack: 194608, Defense: 166736, Current HP: 47473, A Avg: 209203, D Avg: 166736, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 230, 330], Gold Ring[303, 330, 330, 803]]
Rank 42253: 2494 - [12078, 6019, 202] - HP: 47473, STR: 76822, VIT: 102558, SPD: 8, LUK: 1, Attack: 169008, Defense: 192336, Current HP: 47473, A Avg: 211260, D Avg: 192336, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 330, 330], Gold Ring[303, 330, 330, 68]]
Rank 42255: 2484 - [12078, 6021, 200] - HP: 47473, STR: 76822, VIT: 102558, SPD: 8, LUK: 1, Attack: 169008, Defense: 192336, Current HP: 47473, A Avg: 212950, D Avg: 192336, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 330, 330], Gold Ring[303, 330, 330, 67]]
Rank 42255: 2491 - [12073, 6036, 190] - HP: 46603, STR: 70428, VIT: 102558, SPD: 8, LUK: 1, Attack: 169694, Defense: 192336, Current HP: 46603, A Avg: 212117, D Avg: 192336, [Sword of Evil[189, 130, 230, 230], Blank Shield[244, 230, 330, 330], Gold Ring[303, 330, 330, 68]]
Rank 42256: 2412 - [12145, 5821, 333] - HP: 48053, STR: 110241, VIT: 77310, SPD: 8, LUK: 1, Attack: 200150, Defense: 164878, Current HP: 48053, A Avg: 210157, D Avg: 164878, [Spectral Sword Shigure[172, 130, 230, 230], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 66]]
Rank 42256: 2462 - [12145, 5821, 333] - HP: 48053, STR: 110241, VIT: 77310, SPD: 8, LUK: 1, Attack: 200150, Defense: 164878, Current HP: 48053, A Avg: 210157, D Avg: 164878, [Spectral Sword Shigure[172, 130, 230, 230], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 807]]
Rank 42258: 2481 - [12073, 6039, 187] - HP: 46603, STR: 70428, VIT: 102558, SPD: 8, LUK: 1, Attack: 169694, Defense: 192336, Current HP: 46603, A Avg: 213814, D Avg: 192336, [Sword of Evil[189, 130, 230, 230], Blank Shield[244, 230, 330, 330], Gold Ring[303, 330, 330, 67]]
Rank 42264: 2016 - [12234, 5562, 503] - HP: 94743, STR: 81793, VIT: 77246, SPD: 8, LUK: 1, Attack: 173979, Defense: 164814, Current HP: 94743, A Avg: 217473, D Avg: 164814, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 68]]
Rank 42266: 2006 - [12235, 5561, 503] - HP: 94743, STR: 81793, VIT: 77246, SPD: 8, LUK: 1, Attack: 173979, Defense: 164814, Current HP: 94743, A Avg: 219213, D Avg: 164814, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 67]]
Rank 42271: 2416 - [12150, 5821, 328] - HP: 48343, STR: 108993, VIT: 77246, SPD: 8, LUK: 1, Attack: 201179, Defense: 164814, Current HP: 48343, A Avg: 211237, D Avg: 164814, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 66]]
Rank 42271: 2466 - [12150, 5821, 328] - HP: 48343, STR: 108993, VIT: 77246, SPD: 8, LUK: 1, Attack: 201179, Defense: 164814, Current HP: 48343, A Avg: 211237, D Avg: 164814, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 807]]
Rank 42292: 102 - [13473, 1873, 2953] - HP: 233653, STR: 110241, VIT: 510, SPD: 8, LUK: 1, Attack: 200150, Defense: 88078, Current HP: 233653, A Avg: 210157, D Avg: 88078, [Spectral Sword Shigure[172, 130, 130, 130], Storm Wall[242, 130, 130, 230], Gold Ring[303, 230, 230, 230]]
Rank 42296: 1918 - [12346, 5258, 695] - HP: 97710, STR: 128022, VIT: 25976, SPD: 8, LUK: 1, Attack: 220208, Defense: 113011, Current HP: 97710, A Avg: 231218, D Avg: 135613, [Big Bang[171, 130, 130, 230], Warrior's Shield[249, 230, 230, 230], Gold Ring[303, 230, 330, 806]]
Rank 42297: 1491 - [12741, 4074, 1484] - HP: 139403, STR: 121628, VIT: 158, SPD: 8, LUK: 1, Attack: 220894, Defense: 89936, Current HP: 139403, A Avg: 231938, D Avg: 107923, [Sword of Evil[189, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 230, 806]]
Rank 42298: 1937 - [12281, 5455, 563] - HP: 93873, STR: 102200, VIT: 51646, SPD: 8, LUK: 1, Attack: 201466, Defense: 139214, Current HP: 93873, A Avg: 211539, D Avg: 139214, [Sword of Evil[189, 130, 130, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 66]]
Rank 42298: 1987 - [12281, 5455, 563] - HP: 93873, STR: 102200, VIT: 51646, SPD: 8, LUK: 1, Attack: 201466, Defense: 139214, Current HP: 93873, A Avg: 211539, D Avg: 139214, [Sword of Evil[189, 130, 130, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 807]]
Rank 42300: 2442 - [12161, 5817, 321] - HP: 48053, STR: 110241, VIT: 77310, SPD: 8, LUK: 1, Attack: 200150, Defense: 164878, Current HP: 48053, A Avg: 215161, D Avg: 164878, [Spectral Sword Shigure[172, 130, 230, 230], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 803]]
Rank 42304: 2518 - [12139, 5887, 273] - HP: 49710, STR: 76822, VIT: 102776, SPD: 8, LUK: 1, Attack: 169008, Defense: 189811, Current HP: 49710, A Avg: 177458, D Avg: 227773, [Big Bang[171, 130, 230, 230], Warrior's Shield[249, 230, 330, 330], Gold Ring[303, 330, 330, 806]]
Rank 42310: 1932 - [12289, 5443, 567] - HP: 94453, STR: 110241, VIT: 51710, SPD: 8, LUK: 1, Attack: 200150, Defense: 139278, Current HP: 94453, A Avg: 210157, D Avg: 139278, [Spectral Sword Shigure[172, 130, 130, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 66]]
Rank 42310: 1982 - [12289, 5443, 567] - HP: 94453, STR: 110241, VIT: 51710, SPD: 8, LUK: 1, Attack: 200150, Defense: 139278, Current HP: 94453, A Avg: 210157, D Avg: 139278, [Spectral Sword Shigure[172, 130, 130, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 807]]
Rank 42310: 2511 - [12137, 5899, 263] - HP: 46603, STR: 70428, VIT: 102558, SPD: 8, LUK: 1, Attack: 169694, Defense: 192336, Current HP: 46603, A Avg: 178178, D Avg: 230803, [Sword of Evil[189, 130, 230, 230], Blank Shield[244, 230, 330, 330], Gold Ring[303, 330, 330, 806]]
Rank 42316: 388 - [12111, 5983, 205] - HP: 49710, STR: 153622, VIT: 51576, SPD: 8, LUK: 1, Attack: 245808, Defense: 138611, Current HP: 49710, A Avg: 258098, D Avg: 138611, [Big Bang[171, 130, 230, 230], Warrior's Shield[249, 230, 230, 230], Gold Ring[303, 230, 330, 330]]
Rank 42349: 2447 - [12174, 5827, 298] - HP: 47473, STR: 102200, VIT: 77246, SPD: 8, LUK: 1, Attack: 201466, Defense: 164814, Current HP: 47473, A Avg: 216575, D Avg: 164814, [Sword of Evil[189, 130, 230, 230], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 803]]
Rank 42367: 1498 - [12829, 3880, 1590] - HP: 145710, STR: 128022, VIT: 376, SPD: 8, LUK: 1, Attack: 220208, Defense: 87411, Current HP: 145710, A Avg: 231218, D Avg: 104893, [Big Bang[171, 130, 130, 130], Warrior's Shield[249, 230, 230, 230], Gold Ring[303, 230, 230, 806]]
Rank 42369: 2446 - [12184, 5817, 298] - HP: 48343, STR: 108993, VIT: 77246, SPD: 8, LUK: 1, Attack: 201179, Defense: 164814, Current HP: 48343, A Avg: 216267, D Avg: 164814, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 803]]
Rank 42376: 2512 - [12156, 5908, 235] - HP: 48053, STR: 83041, VIT: 102910, SPD: 8, LUK: 1, Attack: 172950, Defense: 190478, Current HP: 48053, A Avg: 181597, D Avg: 228573, [Spectral Sword Shigure[172, 130, 230, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 330, 806]]
Rank 42377: 1936 - [12314, 5435, 550] - HP: 94743, STR: 108993, VIT: 51646, SPD: 8, LUK: 1, Attack: 201179, Defense: 139214, Current HP: 94743, A Avg: 211237, D Avg: 139214, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 66]]
Rank 42377: 1986 - [12314, 5435, 550] - HP: 94743, STR: 108993, VIT: 51646, SPD: 8, LUK: 1, Attack: 201179, Defense: 139214, Current HP: 94743, A Avg: 211237, D Avg: 139214, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 807]]
Rank 42389: 243 - [12259, 5612, 428] - HP: 91922, STR: 91245, VIT: 76966, SPD: 8, LUK: 2, Attack: 183431, Defense: 166744, Current HP: 91922, A Avg: 192602, D Avg: 166744, [Big Bang[171, 130, 130, 130], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 330, 330, 330]]
Rank 42403: 1962 - [12329, 5416, 554] - HP: 94453, STR: 110241, VIT: 51710, SPD: 8, LUK: 1, Attack: 200150, Defense: 139278, Current HP: 94453, A Avg: 215161, D Avg: 139278, [Spectral Sword Shigure[172, 130, 130, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 803]]
Rank 42405: 2517 - [12162, 5919, 218] - HP: 47473, STR: 75000, VIT: 102846, SPD: 8, LUK: 1, Attack: 174266, Defense: 190414, Current HP: 47473, A Avg: 182979, D Avg: 228496, [Sword of Evil[189, 130, 230, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 330, 806]]
Rank 42406: 245 - [12258, 5632, 409] - HP: 92492, STR: 96248, VIT: 77254, SPD: 8, LUK: 2, Attack: 188434, Defense: 164822, Current HP: 92492, A Avg: 197855, D Avg: 164822, [Big Bang[171, 130, 130, 130], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 330, 330, 330]]
Rank 42413: 2514 - [12186, 5855, 258] - HP: 47473, STR: 76822, VIT: 102558, SPD: 8, LUK: 1, Attack: 169008, Defense: 192336, Current HP: 47473, A Avg: 177458, D Avg: 230803, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 330, 330], Gold Ring[303, 330, 330, 806]]
Rank 42435: 2516 - [12181, 5892, 226] - HP: 48343, STR: 81793, VIT: 102846, SPD: 8, LUK: 1, Attack: 173979, Defense: 190414, Current HP: 48343, A Avg: 182677, D Avg: 228496, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 330, 806]]
Rank 42447: 381 - [12172, 5931, 196] - HP: 46603, STR: 147228, VIT: 51358, SPD: 8, LUK: 1, Attack: 246494, Defense: 141136, Current HP: 46603, A Avg: 258818, D Avg: 141136, [Sword of Evil[189, 130, 230, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 330, 330]]
Rank 42457: 2038 - [12417, 5206, 676] - HP: 97710, STR: 76822, VIT: 77176, SPD: 8, LUK: 1, Attack: 169008, Defense: 164211, Current HP: 97710, A Avg: 177458, D Avg: 197053, [Big Bang[171, 130, 130, 230], Warrior's Shield[249, 230, 230, 330], Gold Ring[303, 330, 330, 806]]
Rank 42470: 1494 - [12841, 3947, 1511] - HP: 140273, STR: 128022, VIT: 158, SPD: 8, LUK: 1, Attack: 220208, Defense: 89936, Current HP: 140273, A Avg: 231218, D Avg: 107923, [Big Bang[171, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 230, 806]]
Rank 42490: 1967 - [12367, 5389, 543] - HP: 93873, STR: 102200, VIT: 51646, SPD: 8, LUK: 1, Attack: 201466, Defense: 139214, Current HP: 93873, A Avg: 216575, D Avg: 139214, [Sword of Evil[189, 130, 130, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 803]]
Rank 42501: 106 - [13546, 1863, 2890] - HP: 233943, STR: 108993, VIT: 446, SPD: 8, LUK: 1, Attack: 201179, Defense: 88014, Current HP: 233943, A Avg: 211237, D Avg: 88014, [Big Bang[171, 130, 130, 130], Storm Wall[242, 130, 130, 230], Gold Ring[303, 230, 230, 230]]
Rank 42513: 1911 - [12410, 5283, 606] - HP: 93003, STR: 121628, VIT: 25758, SPD: 8, LUK: 1, Attack: 220894, Defense: 115536, Current HP: 93003, A Avg: 231938, D Avg: 138643, [Sword of Evil[189, 130, 130, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 330, 806]]
Rank 42528: 2438 - [12254, 5766, 279] - HP: 49710, STR: 102422, VIT: 77176, SPD: 8, LUK: 1, Attack: 194608, Defense: 164211, Current HP: 49710, A Avg: 243260, D Avg: 164211, [Big Bang[171, 130, 230, 230], Warrior's Shield[249, 230, 230, 330], Gold Ring[303, 330, 330, 68]]
Rank 42535: 107 - [13553, 1876, 2870] - HP: 233073, STR: 102200, VIT: 446, SPD: 8, LUK: 1, Attack: 201466, Defense: 88014, Current HP: 233073, A Avg: 211539, D Avg: 88014, [Sword of Evil[189, 130, 130, 130], Storm Wall[242, 130, 130, 230], Gold Ring[303, 230, 230, 230]]
Rank 42538: 2428 - [12258, 5764, 277] - HP: 49710, STR: 102422, VIT: 77176, SPD: 8, LUK: 1, Attack: 194608, Defense: 164211, Current HP: 49710, A Avg: 245206, D Avg: 164211, [Big Bang[171, 130, 230, 230], Warrior's Shield[249, 230, 230, 330], Gold Ring[303, 330, 330, 67]]
Rank 42547: 384 - [12222, 5881, 196] - HP: 47473, STR: 153622, VIT: 51358, SPD: 8, LUK: 1, Attack: 245808, Defense: 141136, Current HP: 47473, A Avg: 258098, D Avg: 141136, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 330, 330]]
Rank 42569: 1966 - [12404, 5357, 538] - HP: 94743, STR: 108993, VIT: 51646, SPD: 8, LUK: 1, Attack: 201179, Defense: 139214, Current HP: 94743, A Avg: 216267, D Avg: 139214, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 803]]
Rank 42580: 174 - [12908, 3856, 1535] - HP: 186673, STR: 76822, VIT: 51358, SPD: 8, LUK: 1, Attack: 169008, Defense: 141136, Current HP: 186673, A Avg: 177458, D Avg: 141136, [Big Bang[171, 130, 130, 130], Blank Shield[244, 130, 230, 230], Gold Ring[303, 230, 330, 330]]
Rank 42593: 1914 - [12458, 5219, 622] - HP: 93873, STR: 128022, VIT: 25758, SPD: 8, LUK: 1, Attack: 220208, Defense: 115536, Current HP: 93873, A Avg: 231218, D Avg: 138643, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 330, 806]]
Rank 42598: 387 - [12202, 5992, 105] - HP: 47473, STR: 156600, VIT: 51646, SPD: 8, LUK: 1, Attack: 255866, Defense: 139214, Current HP: 47473, A Avg: 268659, D Avg: 139214, [Sword of Evil[189, 130, 230, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 330, 330]]
Rank 42632: 382 - [12220, 5972, 107] - HP: 48053, STR: 164641, VIT: 51710, SPD: 8, LUK: 1, Attack: 254550, Defense: 139278, Current HP: 48053, A Avg: 267277, D Avg: 139278, [Spectral Sword Shigure[172, 130, 230, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 330, 330]]
Rank 42676: 2432 - [12299, 5779, 221] - HP: 48053, STR: 110241, VIT: 77310, SPD: 8, LUK: 1, Attack: 200150, Defense: 164878, Current HP: 48053, A Avg: 250187, D Avg: 164878, [Spectral Sword Shigure[172, 130, 230, 230], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 68]]
Rank 42697: 2034 - [12497, 5206, 596] - HP: 93873, STR: 76822, VIT: 76958, SPD: 8, LUK: 1, Attack: 169008, Defense: 166736, Current HP: 93873, A Avg: 177458, D Avg: 200083, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 330], Gold Ring[303, 330, 330, 806]]
Rank 42700: 386 - [12252, 5944, 103] - HP: 48343, STR: 163393, VIT: 51646, SPD: 8, LUK: 1, Attack: 255579, Defense: 139214, Current HP: 48343, A Avg: 268357, D Avg: 139214, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 330, 330]]
Rank 42710: 2031 - [12496, 5222, 581] - HP: 93003, STR: 70428, VIT: 76958, SPD: 8, LUK: 1, Attack: 169694, Defense: 166736, Current HP: 93003, A Avg: 178178, D Avg: 200083, [Sword of Evil[189, 130, 130, 230], Blank Shield[244, 230, 230, 330], Gold Ring[303, 330, 330, 806]]
Rank 42713: 2431 - [12331, 5720, 248] - HP: 46603, STR: 96028, VIT: 76958, SPD: 8, LUK: 1, Attack: 195294, Defense: 166736, Current HP: 46603, A Avg: 244117, D Avg: 166736, [Sword of Evil[189, 130, 230, 230], Blank Shield[244, 230, 230, 330], Gold Ring[303, 330, 330, 68]]
Rank 42716: 2421 - [12331, 5723, 245] - HP: 46603, STR: 96028, VIT: 76958, SPD: 8, LUK: 1, Attack: 195294, Defense: 166736, Current HP: 46603, A Avg: 246070, D Avg: 166736, [Sword of Evil[189, 130, 230, 230], Blank Shield[244, 230, 230, 330], Gold Ring[303, 330, 330, 67]]
Rank 42721: 171 - [12956, 3853, 1490] - HP: 185803, STR: 70428, VIT: 51358, SPD: 8, LUK: 1, Attack: 169694, Defense: 141136, Current HP: 185803, A Avg: 178178, D Avg: 141136, [Sword of Evil[189, 130, 130, 130], Blank Shield[244, 130, 230, 230], Gold Ring[303, 230, 330, 330]]
Rank 42741: 2434 - [12350, 5691, 258] - HP: 47473, STR: 102422, VIT: 76958, SPD: 8, LUK: 1, Attack: 194608, Defense: 166736, Current HP: 47473, A Avg: 243260, D Avg: 166736, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 230, 330], Gold Ring[303, 330, 330, 68]]
Rank 42745: 2422 - [12318, 5791, 190] - HP: 48053, STR: 110241, VIT: 77310, SPD: 8, LUK: 1, Attack: 200150, Defense: 164878, Current HP: 48053, A Avg: 252189, D Avg: 164878, [Spectral Sword Shigure[172, 130, 230, 230], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 67]]
Rank 42752: 2437 - [12316, 5804, 179] - HP: 47473, STR: 102200, VIT: 77246, SPD: 8, LUK: 1, Attack: 201466, Defense: 164814, Current HP: 47473, A Avg: 251832, D Avg: 164814, [Sword of Evil[189, 130, 230, 230], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 68]]
Rank 42753: 2424 - [12355, 5688, 256] - HP: 47473, STR: 102422, VIT: 76958, SPD: 8, LUK: 1, Attack: 194608, Defense: 166736, Current HP: 47473, A Avg: 245206, D Avg: 166736, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 230, 330], Gold Ring[303, 330, 330, 67]]
Rank 42754: 2436 - [12320, 5794, 185] - HP: 48343, STR: 108993, VIT: 77246, SPD: 8, LUK: 1, Attack: 201179, Defense: 164814, Current HP: 48343, A Avg: 251473, D Avg: 164814, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 68]]
Rank 42778: 2427 - [12326, 5800, 173] - HP: 47473, STR: 102200, VIT: 77246, SPD: 8, LUK: 1, Attack: 201466, Defense: 164814, Current HP: 47473, A Avg: 253847, D Avg: 164814, [Sword of Evil[189, 130, 230, 230], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 67]]
Rank 42780: 2426 - [12330, 5790, 179] - HP: 48343, STR: 108993, VIT: 77246, SPD: 8, LUK: 1, Attack: 201179, Defense: 164814, Current HP: 48343, A Avg: 253485, D Avg: 164814, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 67]]
Rank 42790: 329 - [12347, 5749, 203] - HP: 61902, STR: 83058, VIT: 102918, SPD: 8, LUK: 2, Attack: 172967, Defense: 190486, Current HP: 61902, A Avg: 181615, D Avg: 190486, [Spectral Sword Shigure[172, 130, 130, 230], Storm Wall[242, 230, 230, 330], Tears of the Dragon[307, 330, 330, 330]]
Rank 42798: 1958 - [12570, 5088, 641] - HP: 97710, STR: 102422, VIT: 51576, SPD: 8, LUK: 1, Attack: 194608, Defense: 138611, Current HP: 97710, A Avg: 243260, D Avg: 138611, [Big Bang[171, 130, 130, 230], Warrior's Shield[249, 230, 230, 230], Gold Ring[303, 330, 330, 68]]
Rank 42824: 2032 - [12530, 5234, 535] - HP: 94453, STR: 83041, VIT: 77310, SPD: 8, LUK: 1, Attack: 172950, Defense: 164878, Current HP: 94453, A Avg: 181597, D Avg: 197853, [Spectral Sword Shigure[172, 130, 130, 230], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 806]]
Rank 42824: 2037 - [12521, 5261, 517] - HP: 93873, STR: 75000, VIT: 77246, SPD: 8, LUK: 1, Attack: 174266, Defense: 164814, Current HP: 93873, A Avg: 182979, D Avg: 197776, [Sword of Evil[189, 130, 130, 230], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 806]]
Rank 42829: 1948 - [12583, 5080, 636] - HP: 97710, STR: 102422, VIT: 51576, SPD: 8, LUK: 1, Attack: 194608, Defense: 138611, Current HP: 97710, A Avg: 245206, D Avg: 138611, [Big Bang[171, 130, 130, 230], Warrior's Shield[249, 230, 230, 230], Gold Ring[303, 330, 330, 67]]
Rank 42846: 2451 - [12455, 5481, 363] - HP: 46603, STR: 96028, VIT: 76958, SPD: 8, LUK: 1, Attack: 195294, Defense: 166736, Current HP: 46603, A Avg: 205058, D Avg: 200083, [Sword of Evil[189, 130, 230, 230], Blank Shield[244, 230, 230, 330], Gold Ring[303, 330, 330, 806]]
Rank 42865: 320 - [12393, 5686, 220] - HP: 60952, STR: 70444, VIT: 102566, SPD: 8, LUK: 2, Attack: 169710, Defense: 192344, Current HP: 60952, A Avg: 178195, D Avg: 192344, [Sword of Evil[189, 130, 130, 230], Blank Shield[244, 230, 230, 330], Tears of the Dragon[307, 330, 330, 330]]
Rank 42890: 2036 - [12555, 5225, 519] - HP: 94743, STR: 81793, VIT: 77246, SPD: 8, LUK: 1, Attack: 173979, Defense: 164814, Current HP: 94743, A Avg: 182677, D Avg: 197776, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 806]]
Rank 42905: 2458 - [12475, 5480, 344] - HP: 49710, STR: 102422, VIT: 77176, SPD: 8, LUK: 1, Attack: 194608, Defense: 164211, Current HP: 49710, A Avg: 204338, D Avg: 197053, [Big Bang[171, 130, 230, 230], Warrior's Shield[249, 230, 230, 330], Gold Ring[303, 330, 330, 806]]
Rank 42936: 1558 - [13148, 3492, 1659] - HP: 145710, STR: 102422, VIT: 25976, SPD: 8, LUK: 1, Attack: 194608, Defense: 113011, Current HP: 145710, A Avg: 204338, D Avg: 135613, [Big Bang[171, 130, 130, 130], Warrior's Shield[249, 230, 230, 230], Gold Ring[303, 230, 330, 806]]
Rank 43016: 2452 - [12500, 5516, 283] - HP: 48053, STR: 110241, VIT: 77310, SPD: 8, LUK: 1, Attack: 200150, Defense: 164878, Current HP: 48053, A Avg: 210157, D Avg: 197853, [Spectral Sword Shigure[172, 130, 230, 230], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 806]]
Rank 43026: 172 - [13061, 3843, 1395] - HP: 187253, STR: 83041, VIT: 51710, SPD: 8, LUK: 1, Attack: 172950, Defense: 139278, Current HP: 187253, A Avg: 181597, D Avg: 139278, [Spectral Sword Shigure[172, 130, 130, 130], Storm Wall[242, 130, 230, 230], Gold Ring[303, 230, 330, 330]]
Rank 43032: 2457 - [12505, 5517, 277] - HP: 47473, STR: 102200, VIT: 77246, SPD: 8, LUK: 1, Attack: 201466, Defense: 164814, Current HP: 47473, A Avg: 211539, D Avg: 197776, [Sword of Evil[189, 130, 230, 230], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 806]]
Rank 43038: 1954 - [12661, 5055, 583] - HP: 93873, STR: 102422, VIT: 51358, SPD: 8, LUK: 1, Attack: 194608, Defense: 141136, Current HP: 93873, A Avg: 243260, D Avg: 141136, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 68]]
