Rank 40540: 8037 - [11603, 5731, 965] - HP: 3933, STR: 150138, VIT: 88702, SPD: 48, LUK: 2, Attack: 238020, Defense: 176530, Current HP: 3933, A Avg: 261822, D Avg: 176530, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Tears of the Dragon[307, 730, 803, 807]]
Rank 45625: 6715 - [13745, 4390, 164] - HP: 54491, STR: 203831, VIT: 58598, SPD: 48, LUK: 1, Attack: 293740, Defense: 146426, Current HP: 54491, A Avg: 367175, D Avg: 146426, [Spectral Sword Shigure[172, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Gold Ring[303, 730, 66, 68]]
Rank 45642: 6705 - [13753, 4383, 163] - HP: 54491, STR: 203831, VIT: 58598, SPD: 48, LUK: 1, Attack: 293740, Defense: 146426, Current HP: 54491, A Avg: 370112, D Avg: 146426, [Spectral Sword Shigure[172, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Gold Ring[303, 730, 66, 67]]
Rank 45643: 6885 - [13833, 4144, 322] - HP: 54491, STR: 154502, VIT: 87830, SPD: 48, LUK: 1, Attack: 244411, Defense: 175658, Current HP: 54491, A Avg: 256631, D Avg: 210789, [Spectral Sword Shigure[172, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Gold Ring[303, 730, 66, 806]]
Rank 45654: 494 - [14127, 3273, 899] - HP: 1919, STR: 146475, VIT: 192028, SPD: 48, LUK: 1, Attack: 238661, Defense: 281806, Current HP: 1919, A Avg: 250594, D Avg: 281806, [Big Bang[171, 630, 630, 630], Blank Shield[244, 630, 630, 730], Obsidian Ring[320, 730, 730, 730]]
Rank 45655: 4275 - [14754, 1393, 2152] - HP: 213440, STR: 154502, VIT: 134, SPD: 48, LUK: 1, Attack: 244411, Defense: 87962, Current HP: 213440, A Avg: 262741, D Avg: 105554, [Spectral Sword Shigure[172, 530, 530, 530], Black Sword Breath[252, 530, 630, 630], Gold Ring[303, 630, 803, 806]]
Rank 45677: 6765 - [13768, 4373, 158] - HP: 54491, STR: 203831, VIT: 58598, SPD: 48, LUK: 1, Attack: 293740, Defense: 146426, Current HP: 54491, A Avg: 378924, D Avg: 146426, [Spectral Sword Shigure[172, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Gold Ring[303, 730, 67, 803]]
Rank 45688: 6865 - [13828, 4204, 267] - HP: 54491, STR: 154502, VIT: 87830, SPD: 48, LUK: 1, Attack: 244411, Defense: 175658, Current HP: 54491, A Avg: 305513, D Avg: 175658, [Spectral Sword Shigure[172, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Gold Ring[303, 730, 66, 68]]
Rank 45691: 6975 - [13857, 4120, 322] - HP: 54491, STR: 154502, VIT: 87830, SPD: 48, LUK: 1, Attack: 244411, Defense: 175658, Current HP: 54491, A Avg: 262741, D Avg: 210789, [Spectral Sword Shigure[172, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Gold Ring[303, 730, 803, 806]]
Rank 45710: 6855 - [13838, 4196, 265] - HP: 54491, STR: 154502, VIT: 87830, SPD: 48, LUK: 1, Attack: 244411, Defense: 175658, Current HP: 54491, A Avg: 307957, D Avg: 175658, [Spectral Sword Shigure[172, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Gold Ring[303, 730, 66, 67]]
Rank 45719: 2958 - [14127, 3338, 834] - HP: 1729, STR: 163759, VIT: 192132, SPD: 48, LUK: 1, Attack: 253668, Defense: 281910, Current HP: 1729, A Avg: 266351, D Avg: 281910, [Spectral Sword Shigure[172, 630, 630, 630], Blank Shield[244, 630, 730, 730], Obsidian Ring[320, 730, 730, 66]]
Rank 45719: 2998 - [14127, 3338, 834] - HP: 1729, STR: 163759, VIT: 192132, SPD: 48, LUK: 1, Attack: 253668, Defense: 281910, Current HP: 1729, A Avg: 266351, D Avg: 338292, [Spectral Sword Shigure[172, 630, 630, 630], Blank Shield[244, 630, 730, 730], Obsidian Ring[320, 730, 730, 806]]
Rank 45719: 3008 - [14127, 3338, 834] - HP: 1729, STR: 163759, VIT: 192132, SPD: 48, LUK: 1, Attack: 253668, Defense: 281910, Current HP: 1729, A Avg: 266351, D Avg: 281910, [Spectral Sword Shigure[172, 630, 630, 630], Blank Shield[244, 630, 730, 730], Obsidian Ring[320, 730, 730, 807]]
Rank 45735: 4775 - [14148, 3291, 860] - HP: 160457, STR: 203831, VIT: 134, SPD: 48, LUK: 1, Attack: 293740, Defense: 87962, Current HP: 160457, A Avg: 315770, D Avg: 87962, [Spectral Sword Shigure[172, 530, 530, 530], Black Sword Breath[252, 630, 630, 630], Gold Ring[303, 630, 66, 803]]
Rank 45736: 2988 - [14127, 3355, 817] - HP: 1729, STR: 163759, VIT: 192132, SPD: 48, LUK: 1, Attack: 253668, Defense: 281910, Current HP: 1729, A Avg: 272693, D Avg: 281910, [Spectral Sword Shigure[172, 630, 630, 630], Blank Shield[244, 630, 730, 730], Obsidian Ring[320, 730, 730, 803]]
Rank 45761: 2978 - [14127, 3380, 792] - HP: 1729, STR: 163759, VIT: 192132, SPD: 48, LUK: 1, Attack: 253668, Defense: 281910, Current HP: 1729, A Avg: 317085, D Avg: 281910, [Spectral Sword Shigure[172, 630, 630, 630], Blank Shield[244, 630, 730, 730], Obsidian Ring[320, 730, 730, 68]]
Rank 45761: 6915 - [13855, 4196, 248] - HP: 54491, STR: 154502, VIT: 87830, SPD: 48, LUK: 1, Attack: 244411, Defense: 175658, Current HP: 54491, A Avg: 315290, D Avg: 175658, [Spectral Sword Shigure[172, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Gold Ring[303, 730, 67, 803]]
Rank 45762: 2968 - [14127, 3381, 791] - HP: 1729, STR: 163759, VIT: 192132, SPD: 48, LUK: 1, Attack: 253668, Defense: 281910, Current HP: 1729, A Avg: 319621, D Avg: 281910, [Spectral Sword Shigure[172, 630, 630, 630], Blank Shield[244, 630, 730, 730], Obsidian Ring[320, 730, 730, 67]]
Rank 45763: 6795 - [13800, 4363, 136] - HP: 54491, STR: 203831, VIT: 58598, SPD: 48, LUK: 1, Attack: 293740, Defense: 146426, Current HP: 54491, A Avg: 403892, D Avg: 146426, [Spectral Sword Shigure[172, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Gold Ring[303, 730, 68, 803]]
Rank 45765: 4995 - [14217, 3114, 968] - HP: 160457, STR: 154502, VIT: 29366, SPD: 48, LUK: 1, Attack: 244411, Defense: 117194, Current HP: 160457, A Avg: 336065, D Avg: 117194, [Spectral Sword Shigure[172, 530, 530, 530], Black Sword Breath[252, 630, 630, 630], Gold Ring[303, 730, 68, 803]]
Rank 45783: 6815 - [13808, 4359, 132] - HP: 54491, STR: 203831, VIT: 58598, SPD: 48, LUK: 1, Attack: 293740, Defense: 146426, Current HP: 54491, A Avg: 425923, D Avg: 146426, [Spectral Sword Shigure[172, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Gold Ring[303, 730, 68, 807]]
Rank 45807: 6785 - [13817, 4356, 126] - HP: 54491, STR: 203831, VIT: 58598, SPD: 48, LUK: 1, Attack: 293740, Defense: 146426, Current HP: 54491, A Avg: 431797, D Avg: 146426, [Spectral Sword Shigure[172, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Gold Ring[303, 730, 67, 807]]
Rank 45819: 6755 - [13823, 4350, 126] - HP: 54491, STR: 203831, VIT: 58598, SPD: 48, LUK: 1, Attack: 293740, Defense: 146426, Current HP: 54491, A Avg: 440610, D Avg: 146426, [Spectral Sword Shigure[172, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Gold Ring[303, 730, 67, 68]]
Rank 45845: 485 - [13782, 4499, 018] - HP: 1508, STR: 302489, VIT: 87830, SPD: 48, LUK: 1, Attack: 392398, Defense: 175658, Current HP: 1508, A Avg: 412017, D Avg: 175658, [Spectral Sword Shigure[172, 630, 630, 630], Black Sword Breath[252, 630, 630, 630], Gold Ring[303, 730, 730, 730]]
Rank 45853: 4885 - [14195, 3268, 836] - HP: 160457, STR: 203831, VIT: 134, SPD: 48, LUK: 1, Attack: 293740, Defense: 87962, Current HP: 160457, A Avg: 323114, D Avg: 87962, [Spectral Sword Shigure[172, 530, 530, 530], Black Sword Breath[252, 630, 630, 630], Gold Ring[303, 630, 803, 807]]
Rank 45856: 10835 - [14171, 3343, 785] - HP: 107474, STR: 203831, VIT: 134, SPD: 48, LUK: 1, Attack: 293740, Defense: 87962, Current HP: 107474, A Avg: 425923, D Avg: 123146, [Spectral Sword Shigure[172, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Gold Ring[303, 68, 806, 807]]
Rank 45892: 6945 - [13908, 4168, 223] - HP: 54491, STR: 154502, VIT: 87830, SPD: 48, LUK: 1, Attack: 244411, Defense: 175658, Current HP: 54491, A Avg: 336065, D Avg: 175658, [Spectral Sword Shigure[172, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Gold Ring[303, 730, 68, 803]]
Rank 45906: 10805 - [14194, 3324, 781] - HP: 107474, STR: 203831, VIT: 134, SPD: 48, LUK: 1, Attack: 293740, Defense: 87962, Current HP: 107474, A Avg: 431797, D Avg: 123146, [Spectral Sword Shigure[172, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Gold Ring[303, 67, 806, 807]]
Rank 45910: 5695 - [13998, 3916, 385] - HP: 107474, STR: 203831, VIT: 29366, SPD: 48, LUK: 1, Attack: 293740, Defense: 117194, Current HP: 107474, A Avg: 308427, D Avg: 117194, [Spectral Sword Shigure[172, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Gold Ring[303, 730, 66, 807]]
Rank 45914: 5535 - [13939, 4097, 263] - HP: 107474, STR: 253160, VIT: 134, SPD: 48, LUK: 1, Attack: 343069, Defense: 87962, Current HP: 107474, A Avg: 360222, D Avg: 105554, [Spectral Sword Shigure[172, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Gold Ring[303, 630, 66, 806]]
Rank 45915: 6735 - [13918, 4161, 220] - HP: 54491, STR: 203831, VIT: 58598, SPD: 48, LUK: 1, Attack: 293740, Defense: 146426, Current HP: 54491, A Avg: 308427, D Avg: 175711, [Spectral Sword Shigure[172, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Gold Ring[303, 730, 66, 806]]
Rank 45961: 5815 - [14086, 3703, 510] - HP: 107474, STR: 154502, VIT: 58598, SPD: 48, LUK: 1, Attack: 244411, Defense: 146426, Current HP: 107474, A Avg: 305513, D Avg: 146426, [Spectral Sword Shigure[172, 530, 530, 630], Black Sword Breath[252, 630, 630, 730], Gold Ring[303, 730, 66, 68]]
Rank 45985: 5805 - [14098, 3691, 510] - HP: 107474, STR: 154502, VIT: 58598, SPD: 48, LUK: 1, Attack: 244411, Defense: 146426, Current HP: 107474, A Avg: 307957, D Avg: 146426, [Spectral Sword Shigure[172, 530, 530, 630], Black Sword Breath[252, 630, 630, 730], Gold Ring[303, 730, 66, 67]]
Rank 45987: 5015 - [14315, 3042, 942] - HP: 160457, STR: 154502, VIT: 29366, SPD: 48, LUK: 1, Attack: 244411, Defense: 117194, Current HP: 160457, A Avg: 354395, D Avg: 117194, [Spectral Sword Shigure[172, 530, 530, 530], Black Sword Breath[252, 630, 630, 630], Gold Ring[303, 730, 68, 807]]
Rank 46001: 6825 - [13955, 4136, 208] - HP: 54491, STR: 203831, VIT: 58598, SPD: 48, LUK: 1, Attack: 293740, Defense: 146426, Current HP: 54491, A Avg: 315770, D Avg: 175711, [Spectral Sword Shigure[172, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Gold Ring[303, 730, 803, 806]]
Rank 46016: 915 - [14927, 1235, 2137] - HP: 266423, STR: 154502, VIT: 134, SPD: 48, LUK: 1, Attack: 244411, Defense: 87962, Current HP: 266423, A Avg: 256631, D Avg: 87962, [Spectral Sword Shigure[172, 530, 530, 530], Black Sword Breath[252, 530, 530, 630], Gold Ring[303, 630, 630, 66]]
Rank 46016: 965 - [14927, 1235, 2137] - HP: 266423, STR: 154502, VIT: 134, SPD: 48, LUK: 1, Attack: 244411, Defense: 87962, Current HP: 266423, A Avg: 256631, D Avg: 87962, [Spectral Sword Shigure[172, 530, 530, 530], Black Sword Breath[252, 530, 530, 630], Gold Ring[303, 630, 630, 807]]
Rank 46019: 5675 - [14049, 3872, 378] - HP: 107474, STR: 203831, VIT: 29366, SPD: 48, LUK: 1, Attack: 293740, Defense: 117194, Current HP: 107474, A Avg: 315770, D Avg: 117194, [Spectral Sword Shigure[172, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Gold Ring[303, 730, 66, 803]]
Rank 46027: 5625 - [13994, 4045, 260] - HP: 107474, STR: 253160, VIT: 134, SPD: 48, LUK: 1, Attack: 343069, Defense: 87962, Current HP: 107474, A Avg: 368799, D Avg: 105554, [Spectral Sword Shigure[172, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Gold Ring[303, 630, 803, 806]]
Rank 46031: 6965 - [13970, 4121, 208] - HP: 54491, STR: 154502, VIT: 87830, SPD: 48, LUK: 1, Attack: 244411, Defense: 175658, Current HP: 54491, A Avg: 354395, D Avg: 175658, [Spectral Sword Shigure[172, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Gold Ring[303, 730, 68, 807]]
Rank 46037: 317 - [14058, 3863, 378] - HP: 73359, STR: 150138, VIT: 88702, SPD: 48, LUK: 2, Attack: 238020, Defense: 176530, Current HP: 73359, A Avg: 249921, D Avg: 176530, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 730, 730, 730]]
Rank 46041: 418 - [13961, 4158, 180] - HP: 36442, STR: 123565, VIT: 239634, SPD: 48, LUK: 1, Attack: 213474, Defense: 329412, Current HP: 36442, A Avg: 224147, D Avg: 329412, [Spectral Sword Shigure[172, 530, 630, 630], Blank Shield[244, 630, 730, 730], Obsidian Ring[320, 730, 730, 730]]
Rank 46041: 6935 - [13973, 4122, 204] - HP: 54491, STR: 154502, VIT: 87830, SPD: 48, LUK: 1, Attack: 244411, Defense: 175658, Current HP: 54491, A Avg: 359284, D Avg: 175658, [Spectral Sword Shigure[172, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Gold Ring[303, 730, 67, 807]]
Rank 46044: 4985 - [14337, 3033, 929] - HP: 160457, STR: 154502, VIT: 29366, SPD: 48, LUK: 1, Attack: 244411, Defense: 117194, Current HP: 160457, A Avg: 359284, D Avg: 117194, [Spectral Sword Shigure[172, 530, 530, 530], Black Sword Breath[252, 630, 630, 630], Gold Ring[303, 730, 67, 807]]
Rank 46050: 6905 - [13977, 4119, 203] - HP: 54491, STR: 154502, VIT: 87830, SPD: 48, LUK: 1, Attack: 244411, Defense: 175658, Current HP: 54491, A Avg: 366616, D Avg: 175658, [Spectral Sword Shigure[172, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Gold Ring[303, 730, 67, 68]]
Rank 46055: 945 - [14942, 1229, 2128] - HP: 266423, STR: 154502, VIT: 134, SPD: 48, LUK: 1, Attack: 244411, Defense: 87962, Current HP: 266423, A Avg: 262741, D Avg: 87962, [Spectral Sword Shigure[172, 530, 530, 530], Black Sword Breath[252, 530, 530, 630], Gold Ring[303, 630, 630, 803]]
Rank 46058: 5865 - [14126, 3680, 493] - HP: 107474, STR: 154502, VIT: 58598, SPD: 48, LUK: 1, Attack: 244411, Defense: 146426, Current HP: 107474, A Avg: 315290, D Avg: 146426, [Spectral Sword Shigure[172, 530, 530, 630], Black Sword Breath[252, 630, 630, 730], Gold Ring[303, 730, 67, 803]]
Rank 46061: 4955 - [14344, 3029, 926] - HP: 160457, STR: 154502, VIT: 29366, SPD: 48, LUK: 1, Attack: 244411, Defense: 117194, Current HP: 160457, A Avg: 366616, D Avg: 117194, [Spectral Sword Shigure[172, 530, 530, 530], Black Sword Breath[252, 630, 630, 630], Gold Ring[303, 730, 67, 68]]
Rank 46091: 5785 - [14072, 3875, 352] - HP: 107474, STR: 203831, VIT: 29366, SPD: 48, LUK: 1, Attack: 293740, Defense: 117194, Current HP: 107474, A Avg: 323114, D Avg: 117194, [Spectral Sword Shigure[172, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Gold Ring[303, 730, 803, 807]]
Rank 46111: 397 - [13994, 4129, 176] - HP: 38646, STR: 186678, VIT: 88702, SPD: 48, LUK: 2, Attack: 274560, Defense: 176530, Current HP: 38646, A Avg: 288288, D Avg: 176530, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 730, 730, 730]]
Rank 46144: 6955 - [14054, 3982, 263] - HP: 54491, STR: 154502, VIT: 87830, SPD: 48, LUK: 1, Attack: 244411, Defense: 175658, Current HP: 54491, A Avg: 305513, D Avg: 210789, [Spectral Sword Shigure[172, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Gold Ring[303, 730, 68, 806]]
Rank 46162: 6925 - [14062, 3976, 261] - HP: 54491, STR: 154502, VIT: 87830, SPD: 48, LUK: 1, Attack: 244411, Defense: 175658, Current HP: 54491, A Avg: 307957, D Avg: 210789, [Spectral Sword Shigure[172, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Gold Ring[303, 730, 67, 806]]
Rank 46215: 4255 - [14985, 1260, 2054] - HP: 213440, STR: 154502, VIT: 134, SPD: 48, LUK: 1, Attack: 244411, Defense: 87962, Current HP: 213440, A Avg: 305513, D Avg: 105554, [Spectral Sword Shigure[172, 530, 530, 530], Black Sword Breath[252, 530, 630, 630], Gold Ring[303, 630, 68, 806]]
Rank 46220: 5895 - [14194, 3638, 467] - HP: 107474, STR: 154502, VIT: 58598, SPD: 48, LUK: 1, Attack: 244411, Defense: 146426, Current HP: 107474, A Avg: 336065, D Avg: 146426, [Spectral Sword Shigure[172, 530, 530, 630], Black Sword Breath[252, 630, 630, 730], Gold Ring[303, 730, 68, 803]]
Rank 46240: 398 - [14542, 2614, 1143] - HP: 36442, STR: 203953, VIT: 144630, SPD: 48, LUK: 1, Attack: 293862, Defense: 234408, Current HP: 36442, A Avg: 308555, D Avg: 234408, [Spectral Sword Shigure[172, 530, 630, 630], Blank Shield[244, 630, 630, 630], Obsidian Ring[320, 730, 730, 730]]
Rank 46245: 4225 - [14999, 1248, 2052] - HP: 213440, STR: 154502, VIT: 134, SPD: 48, LUK: 1, Attack: 244411, Defense: 87962, Current HP: 213440, A Avg: 307957, D Avg: 105554, [Spectral Sword Shigure[172, 530, 530, 530], Black Sword Breath[252, 530, 630, 630], Gold Ring[303, 630, 67, 806]]
Rank 46288: 5605 - [14118, 3934, 247] - HP: 107474, STR: 253160, VIT: 134, SPD: 48, LUK: 1, Attack: 343069, Defense: 87962, Current HP: 107474, A Avg: 428836, D Avg: 105554, [Spectral Sword Shigure[172, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Gold Ring[303, 630, 68, 806]]
Rank 46299: 4765 - [14400, 3099, 800] - HP: 160457, STR: 203831, VIT: 134, SPD: 48, LUK: 1, Attack: 293740, Defense: 87962, Current HP: 160457, A Avg: 367175, D Avg: 87962, [Spectral Sword Shigure[172, 530, 530, 530], Black Sword Breath[252, 630, 630, 630], Gold Ring[303, 630, 66, 68]]
Rank 46299: 6805 - [14073, 4080, 146] - HP: 54491, STR: 203831, VIT: 58598, SPD: 48, LUK: 1, Attack: 293740, Defense: 146426, Current HP: 54491, A Avg: 367175, D Avg: 175711, [Spectral Sword Shigure[172, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Gold Ring[303, 730, 68, 806]]
Rank 46316: 6775 - [14081, 4073, 145] - HP: 54491, STR: 203831, VIT: 58598, SPD: 48, LUK: 1, Attack: 293740, Defense: 146426, Current HP: 54491, A Avg: 370112, D Avg: 175711, [Spectral Sword Shigure[172, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Gold Ring[303, 730, 67, 806]]
Rank 46325: 4755 - [14413, 3086, 800] - HP: 160457, STR: 203831, VIT: 134, SPD: 48, LUK: 1, Attack: 293740, Defense: 87962, Current HP: 160457, A Avg: 370112, D Avg: 87962, [Spectral Sword Shigure[172, 530, 530, 530], Black Sword Breath[252, 630, 630, 630], Gold Ring[303, 630, 66, 67]]
Rank 46328: 5575 - [14135, 3923, 241] - HP: 107474, STR: 253160, VIT: 134, SPD: 48, LUK: 1, Attack: 343069, Defense: 87962, Current HP: 107474, A Avg: 432266, D Avg: 105554, [Spectral Sword Shigure[172, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Gold Ring[303, 630, 67, 806]]
Rank 46356: 407 - [14205, 3741, 353] - HP: 38646, STR: 150138, VIT: 117934, SPD: 48, LUK: 2, Attack: 238020, Defense: 205762, Current HP: 38646, A Avg: 249921, D Avg: 205762, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 730, 730, 730]]
Rank 46364: 5915 - [14258, 3590, 451] - HP: 107474, STR: 154502, VIT: 58598, SPD: 48, LUK: 1, Attack: 244411, Defense: 146426, Current HP: 107474, A Avg: 354395, D Avg: 146426, [Spectral Sword Shigure[172, 530, 530, 630], Black Sword Breath[252, 630, 630, 730], Gold Ring[303, 730, 68, 807]]
Rank 46382: 5885 - [14265, 3587, 447] - HP: 107474, STR: 154502, VIT: 58598, SPD: 48, LUK: 1, Attack: 244411, Defense: 146426, Current HP: 107474, A Avg: 359284, D Avg: 146426, [Spectral Sword Shigure[172, 530, 530, 630], Black Sword Breath[252, 630, 630, 730], Gold Ring[303, 730, 67, 807]]
Rank 46390: 4815 - [14445, 3055, 799] - HP: 160457, STR: 203831, VIT: 134, SPD: 48, LUK: 1, Attack: 293740, Defense: 87962, Current HP: 160457, A Avg: 378924, D Avg: 87962, [Spectral Sword Shigure[172, 530, 530, 530], Black Sword Breath[252, 630, 630, 630], Gold Ring[303, 630, 67, 803]]
Rank 46392: 5665 - [14209, 3765, 325] - HP: 107474, STR: 203831, VIT: 29366, SPD: 48, LUK: 1, Attack: 293740, Defense: 117194, Current HP: 107474, A Avg: 367175, D Avg: 117194, [Spectral Sword Shigure[172, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Gold Ring[303, 730, 66, 68]]
Rank 46394: 5855 - [14271, 3581, 447] - HP: 107474, STR: 154502, VIT: 58598, SPD: 48, LUK: 1, Attack: 244411, Defense: 146426, Current HP: 107474, A Avg: 366616, D Avg: 146426, [Spectral Sword Shigure[172, 530, 530, 630], Black Sword Breath[252, 630, 630, 730], Gold Ring[303, 730, 67, 68]]
Rank 46412: 5655 - [14219, 3755, 325] - HP: 107474, STR: 203831, VIT: 29366, SPD: 48, LUK: 1, Attack: 293740, Defense: 117194, Current HP: 107474, A Avg: 370112, D Avg: 117194, [Spectral Sword Shigure[172, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Gold Ring[303, 730, 66, 67]]
Rank 46426: 410 - [14580, 2686, 1033] - HP: 39007, STR: 203770, VIT: 147960, SPD: 57, LUK: 1, Attack: 289583, Defense: 237738, Current HP: 39007, A Avg: 304062, D Avg: 237738, [Spear of Regression[182, 530, 630, 630], Blank Shield[244, 630, 730, 730], Black Box[323, 730, 730, 730]]
Rank 46465: 5715 - [14243, 3736, 320] - HP: 107474, STR: 203831, VIT: 29366, SPD: 48, LUK: 1, Attack: 293740, Defense: 117194, Current HP: 107474, A Avg: 378924, D Avg: 117194, [Spectral Sword Shigure[172, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Gold Ring[303, 730, 67, 803]]
Rank 46485: 422 - [14418, 3231, 650] - HP: 38551, STR: 159864, VIT: 176852, SPD: 48, LUK: 1, Attack: 245677, Defense: 266630, Current HP: 38551, A Avg: 257960, D Avg: 266630, [Spear of Regression[182, 530, 630, 630], Blank Shield[244, 730, 730, 730], Mobius Ring[316, 730, 730, 730]]
Rank 46531: 3015 - [14210, 3901, 188] - HP: 1508, STR: 154502, VIT: 146294, SPD: 48, LUK: 1, Attack: 244411, Defense: 234122, Current HP: 1508, A Avg: 256631, D Avg: 234122, [Spectral Sword Shigure[172, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Gold Ring[303, 730, 730, 66]]
Rank 46531: 3055 - [14210, 3901, 188] - HP: 1508, STR: 154502, VIT: 146294, SPD: 48, LUK: 1, Attack: 244411, Defense: 234122, Current HP: 1508, A Avg: 256631, D Avg: 280946, [Spectral Sword Shigure[172, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Gold Ring[303, 730, 730, 806]]
Rank 46531: 3065 - [14210, 3901, 188] - HP: 1508, STR: 154502, VIT: 146294, SPD: 48, LUK: 1, Attack: 244411, Defense: 234122, Current HP: 1508, A Avg: 256631, D Avg: 234122, [Spectral Sword Shigure[172, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Gold Ring[303, 730, 730, 807]]
Rank 46542: 518 - [14205, 3927, 167] - HP: 1729, STR: 123565, VIT: 287136, SPD: 48, LUK: 1, Attack: 213474, Defense: 376914, Current HP: 1729, A Avg: 224147, D Avg: 376914, [Spectral Sword Shigure[172, 630, 630, 630], Blank Shield[244, 730, 730, 730], Obsidian Ring[320, 730, 730, 730]]
Rank 46550: 5835 - [14388, 3386, 525] - HP: 107474, STR: 154502, VIT: 58598, SPD: 48, LUK: 1, Attack: 244411, Defense: 146426, Current HP: 107474, A Avg: 256631, D Avg: 175711, [Spectral Sword Shigure[172, 530, 530, 630], Black Sword Breath[252, 630, 630, 730], Gold Ring[303, 730, 66, 806]]
Rank 46556: 6995 - [14255, 3791, 253] - HP: 54491, STR: 154502, VIT: 87830, SPD: 48, LUK: 1, Attack: 244411, Defense: 175658, Current HP: 54491, A Avg: 256631, D Avg: 245921, [Spectral Sword Shigure[172, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Gold Ring[303, 730, 806, 807]]
Rank 46559: 4845 - [14525, 2984, 790] - HP: 160457, STR: 203831, VIT: 134, SPD: 48, LUK: 1, Attack: 293740, Defense: 87962, Current HP: 160457, A Avg: 403892, D Avg: 87962, [Spectral Sword Shigure[172, 530, 530, 530], Black Sword Breath[252, 630, 630, 630], Gold Ring[303, 630, 68, 803]]
Rank 46573: 3045 - [14231, 3880, 188] - HP: 1508, STR: 154502, VIT: 146294, SPD: 48, LUK: 1, Attack: 244411, Defense: 234122, Current HP: 1508, A Avg: 262741, D Avg: 234122, [Spectral Sword Shigure[172, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Gold Ring[303, 730, 730, 803]]
Rank 46573: 5745 - [14291, 3700, 308] - HP: 107474, STR: 203831, VIT: 29366, SPD: 48, LUK: 1, Attack: 293740, Defense: 117194, Current HP: 107474, A Avg: 403892, D Avg: 117194, [Spectral Sword Shigure[172, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Gold Ring[303, 730, 68, 803]]
Rank 46583: 5925 - [14404, 3371, 524] - HP: 107474, STR: 154502, VIT: 58598, SPD: 48, LUK: 1, Attack: 244411, Defense: 146426, Current HP: 107474, A Avg: 262741, D Avg: 175711, [Spectral Sword Shigure[172, 530, 530, 630], Black Sword Breath[252, 630, 630, 730], Gold Ring[303, 730, 803, 806]]
Rank 46596: 5765 - [14300, 3696, 303] - HP: 107474, STR: 203831, VIT: 29366, SPD: 48, LUK: 1, Attack: 293740, Defense: 117194, Current HP: 107474, A Avg: 425923, D Avg: 117194, [Spectral Sword Shigure[172, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Gold Ring[303, 730, 68, 807]]
Rank 46610: 935 - [15175, 1085, 2039] - HP: 266423, STR: 154502, VIT: 134, SPD: 48, LUK: 1, Attack: 244411, Defense: 87962, Current HP: 266423, A Avg: 305513, D Avg: 87962, [Spectral Sword Shigure[172, 530, 530, 530], Black Sword Breath[252, 530, 530, 630], Gold Ring[303, 630, 630, 68]]
