Rank 1000: HP: 855, STR: 105, VIT: 100, SPD: 7, LUK: 1, Attack: 138437, Defense: 83937, Current HP: 855, A Avg: 1153180, D Avg: 117511, [Big Bang[171, 0, 0, 0], Emerald Shield[209, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 206: HP: 940, STR: 2841, VIT: 623, SPD: 8, LUK: 1, Attack: 139125, Defense: 85617, Current HP: 940, A Avg: 1158911, D Avg: 119863, [Spectral Sword Shigure[172, 0, 0, 0], Metalization[228, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 205: HP: 1112, STR: 564, VIT: 122, SPD: 9, LUK: 1, Attack: 139126, Defense: 85350, Current HP: 1112, A Avg: 1158919, D Avg: 119489, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 204: HP: 779, STR: 565, VIT: 149, SPD: 7, LUK: 1, Attack: 139127, Defense: 87067, Current HP: 779, A Avg: 1158927, D Avg: 121893, [Big Bang[171, 0, 0, 0], White Hole[230, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 203: HP: 1060, STR: 570, VIT: 203, SPD: 7, LUK: 1, Attack: 139135, Defense: 86315, Current HP: 1060, A Avg: 1158994, D Avg: 120840, [Big Bang[171, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 202: HP: 1215, STR: 571, VIT: 39, SPD: 8, LUK: 1, Attack: 139136, Defense: 84175, Current HP: 1215, A Avg: 1159002, D Avg: 117844, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 201: HP: 946, STR: 571, VIT: 29, SPD: 8, LUK: 2, Attack: 139136, Defense: 84165, Current HP: 946, A Avg: 1159002, D Avg: 117830, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 200: HP: 1340, STR: 574, VIT: 704, SPD: 8, LUK: 1, Attack: 139141, Defense: 88272, Current HP: 1340, A Avg: 1159044, D Avg: 123580, [Big Bang[171, 0, 0, 0], Storm Wall[242, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 199: HP: 1045, STR: 576, VIT: 461, SPD: 7, LUK: 1, Attack: 139144, Defense: 85689, Current HP: 1045, A Avg: 1159069, D Avg: 119964, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 198: HP: 589, STR: 2860, VIT: 195, SPD: 9, LUK: 1, Attack: 139153, Defense: 84383, Current HP: 589, A Avg: 1159144, D Avg: 118136, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 197: HP: 740, STR: 594, VIT: 139, SPD: 8, LUK: 1, Attack: 139171, Defense: 84327, Current HP: 740, A Avg: 1159294, D Avg: 118057, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 196: HP: 1083, STR: 601, VIT: 400, SPD: 7, LUK: 1, Attack: 139181, Defense: 85394, Current HP: 1083, A Avg: 1159377, D Avg: 119551, [Big Bang[171, 0, 0, 0], Metalization[228, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 195: HP: 722, STR: 604, VIT: 49, SPD: 8, LUK: 2, Attack: 139186, Defense: 84185, Current HP: 722, A Avg: 1159419, D Avg: 117858, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 194: HP: 1070, STR: 2893, VIT: 373, SPD: 9, LUK: 1, Attack: 139203, Defense: 87161, Current HP: 1070, A Avg: 1159560, D Avg: 122025, [Spectral Sword Shigure[172, 0, 0, 0], C Magnum[239, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 193: HP: 855, STR: 620, VIT: 170, SPD: 9, LUK: 1, Attack: 139210, Defense: 85398, Current HP: 855, A Avg: 1159619, D Avg: 119557, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 192: HP: 836, STR: 2899, VIT: 153, SPD: 13, LUK: 1, Attack: 139212, Defense: 86941, Current HP: 836, A Avg: 1159635, D Avg: 121717, [Spectral Sword Shigure[172, 0, 0, 0], C Magnum[239, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 191: HP: 589, STR: 2905, VIT: 190, SPD: 7, LUK: 1, Attack: 139221, Defense: 85418, Current HP: 589, A Avg: 1159710, D Avg: 119585, [Spectral Sword Shigure[172, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 190: HP: 684, STR: 2905, VIT: 228, SPD: 7, LUK: 1, Attack: 139221, Defense: 85456, Current HP: 684, A Avg: 1159710, D Avg: 119638, [Spectral Sword Shigure[172, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 189: HP: 684, STR: 2905, VIT: 211, SPD: 7, LUK: 1, Attack: 139221, Defense: 85439, Current HP: 684, A Avg: 1159710, D Avg: 119614, [Spectral Sword Shigure[172, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 188: HP: 532, STR: 2916, VIT: 132, SPD: 13, LUK: 1, Attack: 139237, Defense: 84476, Current HP: 532, A Avg: 1159844, D Avg: 118266, [Spectral Sword Shigure[172, 0, 0, 0], V Magnum[238, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 187: HP: 1448, STR: 2924, VIT: 741, SPD: 9, LUK: 1, Attack: 139249, Defense: 88309, Current HP: 1448, A Avg: 1159944, D Avg: 123632, [Spectral Sword Shigure[172, 0, 0, 0], Storm Wall[242, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 186: HP: 779, STR: 2926, VIT: 498, SPD: 8, LUK: 1, Attack: 139252, Defense: 84634, Current HP: 779, A Avg: 1159969, D Avg: 118487, [Spectral Sword Shigure[172, 0, 0, 0], Magnum[237, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 185: HP: 818, STR: 2944, VIT: 150, SPD: 9, LUK: 1, Attack: 139279, Defense: 84338, Current HP: 818, A Avg: 1160194, D Avg: 118073, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 184: HP: 703, STR: 666, VIT: 43, SPD: 8, LUK: 1, Attack: 139279, Defense: 84179, Current HP: 703, A Avg: 1160194, D Avg: 117850, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 183: HP: 986, STR: 671, VIT: 242, SPD: 9, LUK: 1, Attack: 139286, Defense: 84378, Current HP: 986, A Avg: 1160252, D Avg: 118129, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 182: HP: 1273, STR: 684, VIT: 568, SPD: 7, LUK: 1, Attack: 139306, Defense: 88136, Current HP: 1273, A Avg: 1160418, D Avg: 123390, [Big Bang[171, 0, 0, 0], Storm Wall[242, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 181: HP: 665, STR: 2969, VIT: 253, SPD: 9, LUK: 1, Attack: 139317, Defense: 85481, Current HP: 665, A Avg: 1160510, D Avg: 119673, [Spectral Sword Shigure[172, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 180: HP: 703, STR: 704, VIT: 29, SPD: 7, LUK: 1, Attack: 139336, Defense: 84217, Current HP: 703, A Avg: 1160668, D Avg: 117903, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 179: HP: 820, STR: 706, VIT: 200, SPD: 8, LUK: 1, Attack: 139339, Defense: 85428, Current HP: 820, A Avg: 1160693, D Avg: 119599, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 178: HP: 1140, STR: 2996, VIT: 791, SPD: 8, LUK: 1, Attack: 139357, Defense: 88359, Current HP: 1140, A Avg: 1160843, D Avg: 123702, [Spectral Sword Shigure[172, 0, 0, 0], Storm Wall[242, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 177: HP: 712, STR: 726, VIT: 43, SPD: 8, LUK: 1, Attack: 139369, Defense: 84387, Current HP: 712, A Avg: 1160943, D Avg: 118141, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 176: HP: 1073, STR: 726, VIT: 39, SPD: 8, LUK: 1, Attack: 139369, Defense: 84383, Current HP: 1073, A Avg: 1160943, D Avg: 118136, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 175: HP: 741, STR: 726, VIT: 39, SPD: 15, LUK: 1, Attack: 139369, Defense: 84383, Current HP: 741, A Avg: 1160943, D Avg: 118136, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 174: HP: 722, STR: 726, VIT: 49, SPD: 13, LUK: 1, Attack: 139369, Defense: 84393, Current HP: 722, A Avg: 1160943, D Avg: 118150, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 173: HP: 1034, STR: 726, VIT: 73, SPD: 8, LUK: 1, Attack: 139369, Defense: 84417, Current HP: 1034, A Avg: 1160943, D Avg: 118183, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 172: HP: 760, STR: 726, VIT: 70, SPD: 13, LUK: 1, Attack: 139369, Defense: 84414, Current HP: 760, A Avg: 1160943, D Avg: 118179, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 171: HP: 969, STR: 734, VIT: 375, SPD: 8, LUK: 1, Attack: 139381, Defense: 84511, Current HP: 969, A Avg: 1161043, D Avg: 118315, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 170: HP: 703, STR: 737, VIT: 73, SPD: 8, LUK: 1, Attack: 139385, Defense: 84417, Current HP: 703, A Avg: 1161077, D Avg: 118183, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 169: HP: 1218, STR: 737, VIT: 60, SPD: 8, LUK: 1, Attack: 139385, Defense: 84404, Current HP: 1218, A Avg: 1161077, D Avg: 118165, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 168: HP: 540, STR: 3016, VIT: 226, SPD: 8, LUK: 1, Attack: 139387, Defense: 84414, Current HP: 540, A Avg: 1161093, D Avg: 118179, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 167: HP: 924, STR: 755, VIT: 86, SPD: 8, LUK: 1, Attack: 139412, Defense: 84430, Current HP: 924, A Avg: 1161301, D Avg: 118201, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 166: HP: 703, STR: 756, VIT: 29, SPD: 8, LUK: 2, Attack: 139414, Defense: 84165, Current HP: 703, A Avg: 1161318, D Avg: 117830, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 165: HP: 712, STR: 778, VIT: 43, SPD: 7, LUK: 1, Attack: 139447, Defense: 87871, Current HP: 712, A Avg: 1161593, D Avg: 123019, [Big Bang[171, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 164: HP: 1073, STR: 778, VIT: 39, SPD: 7, LUK: 1, Attack: 139447, Defense: 87867, Current HP: 1073, A Avg: 1161593, D Avg: 123013, [Big Bang[171, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 163: HP: 741, STR: 778, VIT: 39, SPD: 14, LUK: 1, Attack: 139447, Defense: 87867, Current HP: 741, A Avg: 1161593, D Avg: 123013, [Big Bang[171, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 162: HP: 722, STR: 778, VIT: 49, SPD: 12, LUK: 1, Attack: 139447, Defense: 87877, Current HP: 722, A Avg: 1161593, D Avg: 123027, [Big Bang[171, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 161: HP: 1034, STR: 778, VIT: 73, SPD: 7, LUK: 1, Attack: 139447, Defense: 87901, Current HP: 1034, A Avg: 1161593, D Avg: 123061, [Big Bang[171, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 160: HP: 760, STR: 778, VIT: 70, SPD: 12, LUK: 1, Attack: 139447, Defense: 87898, Current HP: 760, A Avg: 1161593, D Avg: 123057, [Big Bang[171, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 159: HP: 902, STR: 3060, VIT: 213, SPD: 9, LUK: 1, Attack: 139453, Defense: 85441, Current HP: 902, A Avg: 1161643, D Avg: 119617, [Spectral Sword Shigure[172, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 158: HP: 703, STR: 789, VIT: 73, SPD: 7, LUK: 1, Attack: 139463, Defense: 87901, Current HP: 703, A Avg: 1161726, D Avg: 123061, [Big Bang[171, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 157: HP: 1218, STR: 789, VIT: 60, SPD: 7, LUK: 1, Attack: 139463, Defense: 87888, Current HP: 1218, A Avg: 1161726, D Avg: 123043, [Big Bang[171, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 156: HP: 1215, STR: 789, VIT: 39, SPD: 8, LUK: 1, Attack: 139463, Defense: 84383, Current HP: 1215, A Avg: 1161726, D Avg: 118136, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 155: HP: 946, STR: 789, VIT: 29, SPD: 8, LUK: 2, Attack: 139463, Defense: 84373, Current HP: 946, A Avg: 1161726, D Avg: 118122, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 154: HP: 924, STR: 809, VIT: 86, SPD: 7, LUK: 1, Attack: 139493, Defense: 87914, Current HP: 924, A Avg: 1161976, D Avg: 123079, [Big Bang[171, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 153: HP: 513, STR: 3087, VIT: 132, SPD: 8, LUK: 1, Attack: 139494, Defense: 84268, Current HP: 513, A Avg: 1161985, D Avg: 117975, [Spectral Sword Shigure[172, 0, 0, 0], Magnum[237, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 152: HP: 608, STR: 3087, VIT: 170, SPD: 8, LUK: 1, Attack: 139494, Defense: 84306, Current HP: 608, A Avg: 1161985, D Avg: 118028, [Spectral Sword Shigure[172, 0, 0, 0], Magnum[237, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 151: HP: 608, STR: 3087, VIT: 153, SPD: 8, LUK: 1, Attack: 139494, Defense: 84289, Current HP: 608, A Avg: 1161985, D Avg: 118004, [Spectral Sword Shigure[172, 0, 0, 0], Magnum[237, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 150: HP: 779, STR: 812, VIT: 87, SPD: 7, LUK: 1, Attack: 139498, Defense: 85315, Current HP: 779, A Avg: 1162018, D Avg: 119440, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 149: HP: 703, STR: 812, VIT: 49, SPD: 8, LUK: 1, Attack: 139498, Defense: 84185, Current HP: 703, A Avg: 1162018, D Avg: 117858, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 148: HP: 798, STR: 812, VIT: 87, SPD: 8, LUK: 1, Attack: 139498, Defense: 84223, Current HP: 798, A Avg: 1162018, D Avg: 117912, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 147: HP: 798, STR: 812, VIT: 70, SPD: 8, LUK: 1, Attack: 139498, Defense: 84206, Current HP: 798, A Avg: 1162018, D Avg: 117888, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 146: HP: 1028, STR: 838, VIT: 59, SPD: 9, LUK: 1, Attack: 139537, Defense: 84195, Current HP: 1028, A Avg: 1162343, D Avg: 117872, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 145: HP: 1215, STR: 844, VIT: 39, SPD: 7, LUK: 1, Attack: 139546, Defense: 87867, Current HP: 1215, A Avg: 1162418, D Avg: 123013, [Big Bang[171, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 144: HP: 946, STR: 844, VIT: 29, SPD: 7, LUK: 2, Attack: 139546, Defense: 87857, Current HP: 946, A Avg: 1162418, D Avg: 122999, [Big Bang[171, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 143: HP: 620, STR: 3128, VIT: 287, SPD: 8, LUK: 1, Attack: 139555, Defense: 85515, Current HP: 620, A Avg: 1162493, D Avg: 119720, [Spectral Sword Shigure[172, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 142: HP: 722, STR: 854, VIT: 49, SPD: 8, LUK: 2, Attack: 139561, Defense: 84393, Current HP: 722, A Avg: 1162543, D Avg: 118150, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 141: HP: 540, STR: 3137, VIT: 112, SPD: 7, LUK: 1, Attack: 139569, Defense: 83835, Current HP: 540, A Avg: 1162609, D Avg: 117368, [Spectral Sword Shigure[172, 0, 0, 0], Pot Lid[201, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 140: HP: 540, STR: 3137, VIT: 112, SPD: 7, LUK: 1, Attack: 139569, Defense: 83845, Current HP: 540, A Avg: 1162609, D Avg: 117382, [Spectral Sword Shigure[172, 0, 0, 0], High Pot Lid[202, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 139: HP: 513, STR: 3137, VIT: 128, SPD: 7, LUK: 1, Attack: 139569, Defense: 83997, Current HP: 513, A Avg: 1162609, D Avg: 117595, [Spectral Sword Shigure[172, 0, 0, 0], Wooden Shield[203, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 138: HP: 513, STR: 3137, VIT: 134, SPD: 7, LUK: 1, Attack: 139569, Defense: 83938, Current HP: 513, A Avg: 1162609, D Avg: 117513, [Spectral Sword Shigure[172, 0, 0, 0], Iron Shield[204, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 137: HP: 513, STR: 3137, VIT: 126, SPD: 7, LUK: 1, Attack: 139569, Defense: 83989, Current HP: 513, A Avg: 1162609, D Avg: 117584, [Spectral Sword Shigure[172, 0, 0, 0], Titanium Shield[205, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 136: HP: 513, STR: 3137, VIT: 147, SPD: 7, LUK: 1, Attack: 139569, Defense: 84036, Current HP: 513, A Avg: 1162609, D Avg: 117650, [Spectral Sword Shigure[172, 0, 0, 0], Large iron Shield[206, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 135: HP: 540, STR: 3137, VIT: 139, SPD: 7, LUK: 1, Attack: 139569, Defense: 84015, Current HP: 540, A Avg: 1162609, D Avg: 117620, [Spectral Sword Shigure[172, 0, 0, 0], Magic Shield[207, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 134: HP: 570, STR: 3137, VIT: 143, SPD: 7, LUK: 1, Attack: 139569, Defense: 83980, Current HP: 570, A Avg: 1162609, D Avg: 117571, [Spectral Sword Shigure[172, 0, 0, 0], Emerald Shield[209, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 133: HP: 600, STR: 3137, VIT: 130, SPD: 7, LUK: 1, Attack: 139569, Defense: 83902, Current HP: 600, A Avg: 1162609, D Avg: 117462, [Spectral Sword Shigure[172, 0, 0, 0], Clear Shield[211, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 132: HP: 640, STR: 3137, VIT: 139, SPD: 7, LUK: 1, Attack: 139569, Defense: 84158, Current HP: 640, A Avg: 1162609, D Avg: 117821, [Spectral Sword Shigure[172, 0, 0, 0], Prism Shield[212, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 131: HP: 589, STR: 3137, VIT: 137, SPD: 7, LUK: 1, Attack: 139569, Defense: 84065, Current HP: 589, A Avg: 1162609, D Avg: 117690, [Spectral Sword Shigure[172, 0, 0, 0], Tower Shield[213, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 130: HP: 696, STR: 3137, VIT: 174, SPD: 7, LUK: 1, Attack: 139569, Defense: 84736, Current HP: 696, A Avg: 1162609, D Avg: 118630, [Spectral Sword Shigure[172, 0, 0, 0], Slime Shield[221, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 129: HP: 611, STR: 3137, VIT: 126, SPD: 7, LUK: 1, Attack: 139569, Defense: 84054, Current HP: 611, A Avg: 1162609, D Avg: 117675, [Spectral Sword Shigure[172, 0, 0, 0], Hardwood Shield[223, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 128: HP: 540, STR: 3137, VIT: 481, SPD: 7, LUK: 1, Attack: 139569, Defense: 87269, Current HP: 540, A Avg: 1162609, D Avg: 122176, [Spectral Sword Shigure[172, 0, 0, 0], Energy Shield[227, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 127: HP: 1577, STR: 3137, VIT: 117, SPD: 7, LUK: 1, Attack: 139569, Defense: 86034, Current HP: 1577, A Avg: 1162609, D Avg: 120447, [Spectral Sword Shigure[172, 0, 0, 0], Frying Pan[231, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 126: HP: 844, STR: 3137, VIT: 203, SPD: 7, LUK: 1, Attack: 139569, Defense: 84937, Current HP: 844, A Avg: 1162609, D Avg: 118911, [Spectral Sword Shigure[172, 0, 0, 0], Slafield[232, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 125: HP: 720, STR: 3137, VIT: 174, SPD: 7, LUK: 1, Attack: 139569, Defense: 85649, Current HP: 720, A Avg: 1162609, D Avg: 119908, [Spectral Sword Shigure[172, 0, 0, 0], Mist Shield[233, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 124: HP: 703, STR: 3137, VIT: 204, SPD: 7, LUK: 1, Attack: 139569, Defense: 85172, Current HP: 703, A Avg: 1162609, D Avg: 119240, [Spectral Sword Shigure[172, 0, 0, 0], Huge Shield[234, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 123: HP: 627, STR: 3137, VIT: 340, SPD: 7, LUK: 1, Attack: 139569, Defense: 87180, Current HP: 627, A Avg: 1162609, D Avg: 122051, [Spectral Sword Shigure[172, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 122: HP: 660, STR: 3137, VIT: 186, SPD: 7, LUK: 1, Attack: 139569, Defense: 87611, Current HP: 660, A Avg: 1162609, D Avg: 122655, [Spectral Sword Shigure[172, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 121: HP: 513, STR: 3137, VIT: 112, SPD: 7, LUK: 1, Attack: 139569, Defense: 86901, Current HP: 513, A Avg: 1162609, D Avg: 121661, [Spectral Sword Shigure[172, 0, 0, 0], Graffiti[243, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 120: HP: 513, STR: 3137, VIT: 278, SPD: 7, LUK: 1, Attack: 139569, Defense: 90056, Current HP: 513, A Avg: 1162609, D Avg: 126078, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 119: HP: 988, STR: 3137, VIT: 552, SPD: 7, LUK: 1, Attack: 139569, Defense: 87340, Current HP: 988, A Avg: 1162609, D Avg: 122275, [Spectral Sword Shigure[172, 0, 0, 0], Golem Shield[245, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 118: HP: 798, STR: 3137, VIT: 199, SPD: 8, LUK: 1, Attack: 139569, Defense: 86077, Current HP: 798, A Avg: 1162609, D Avg: 120507, [Spectral Sword Shigure[172, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 117: HP: 832, STR: 3137, VIT: 278, SPD: 7, LUK: 1, Attack: 139569, Defense: 86494, Current HP: 832, A Avg: 1162609, D Avg: 121091, [Spectral Sword Shigure[172, 0, 0, 0], King Shield[248, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 116: HP: 940, STR: 3137, VIT: 560, SPD: 7, LUK: 1, Attack: 139569, Defense: 87595, Current HP: 940, A Avg: 1162609, D Avg: 122632, [Spectral Sword Shigure[172, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 115: HP: 540, STR: 3137, VIT: 211, SPD: 7, LUK: 1, Attack: 139569, Defense: 87259, Current HP: 540, A Avg: 1162609, D Avg: 122162, [Spectral Sword Shigure[172, 0, 0, 0], Ghost shield[251, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 114: HP: 589, STR: 3149, VIT: 195, SPD: 10, LUK: 1, Attack: 139587, Defense: 84331, Current HP: 589, A Avg: 1162759, D Avg: 118063, [Spectral Sword Shigure[172, 0, 0, 0], Magnum[237, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 113: HP: 779, STR: 874, VIT: 112, SPD: 10, LUK: 1, Attack: 139591, Defense: 84248, Current HP: 779, A Avg: 1162793, D Avg: 117947, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 112: HP: 513, STR: 3170, VIT: 139, SPD: 8, LUK: 1, Attack: 139618, Defense: 84164, Current HP: 513, A Avg: 1163017, D Avg: 117829, [Spectral Sword Shigure[172, 0, 0, 0], Conductive Barrier[208, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 111: HP: 611, STR: 3174, VIT: 154, SPD: 7, LUK: 1, Attack: 139624, Defense: 84095, Current HP: 611, A Avg: 1163067, D Avg: 117732, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Scales[215, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 110: HP: 596, STR: 3181, VIT: 170, SPD: 7, LUK: 1, Attack: 139635, Defense: 85788, Current HP: 596, A Avg: 1163159, D Avg: 120103, [Spectral Sword Shigure[172, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], Ring of power[314, 0, 0, 0]]
