Rank 1000: HP: 1585, STR: 8061, VIT: 1469, SPD: 72, LUK: 1, Attack: 140908, Defense: 86697, Current HP: 1585, A Avg: 1173763, D Avg: 121375, [Blue Sword[180, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 230: HP: 2166, STR: 5671, VIT: 226, SPD: 108, LUK: 1, Attack: 143370, Defense: 87014, Current HP: 2166, A Avg: 1194272, D Avg: 121819, [Spectral Sword Shigure[172, 0, 0, 0], C Magnum[239, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 229: HP: 836, STR: 7929, VIT: 649, SPD: 63, LUK: 1, Attack: 143385, Defense: 85240, Current HP: 836, A Avg: 1194397, D Avg: 119335, [Neural Edge[190, 0, 0, 0], Black Hole[229, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 228: HP: 1206, STR: 7929, VIT: 730, SPD: 63, LUK: 1, Attack: 143385, Defense: 87648, Current HP: 1206, A Avg: 1194397, D Avg: 122707, [Neural Edge[190, 0, 0, 0], White Hole[230, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 227: HP: 1324, STR: 7937, VIT: 626, SPD: 63, LUK: 1, Attack: 143397, Defense: 84567, Current HP: 1324, A Avg: 1194497, D Avg: 118393, [Neural Edge[190, 0, 0, 0], Dragon's Scales[215, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 226: HP: 840, STR: 7939, VIT: 215, SPD: 72, LUK: 1, Attack: 143400, Defense: 84559, Current HP: 840, A Avg: 1194521, D Avg: 118382, [Neural Edge[190, 0, 0, 0], V Magnum[238, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 225: HP: 2215, STR: 3420, VIT: 759, SPD: 72, LUK: 1, Attack: 143410, Defense: 85987, Current HP: 2215, A Avg: 1194605, D Avg: 120381, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 224: HP: 4522, STR: 7780, VIT: 3102, SPD: 80, LUK: 1, Attack: 143412, Defense: 89890, Current HP: 4522, A Avg: 1194621, D Avg: 125845, [Stargazer[183, 0, 0, 0], C Magnum[239, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 223: HP: 1595, STR: 5705, VIT: 1069, SPD: 72, LUK: 1, Attack: 143421, Defense: 85660, Current HP: 1595, A Avg: 1194696, D Avg: 119923, [Spectral Sword Shigure[172, 0, 0, 0], Black Hole[229, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 222: HP: 2005, STR: 5705, VIT: 1157, SPD: 72, LUK: 1, Attack: 143421, Defense: 88075, Current HP: 2005, A Avg: 1194696, D Avg: 123304, [Spectral Sword Shigure[172, 0, 0, 0], White Hole[230, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 221: HP: 1860, STR: 7969, VIT: 711, SPD: 63, LUK: 1, Attack: 143445, Defense: 86823, Current HP: 1860, A Avg: 1194896, D Avg: 121552, [Neural Edge[190, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 220: HP: 2496, STR: 5734, VIT: 1487, SPD: 76, LUK: 1, Attack: 143464, Defense: 87105, Current HP: 2496, A Avg: 1195055, D Avg: 121946, [Spectral Sword Shigure[172, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 219: HP: 2215, STR: 5738, VIT: 1766, SPD: 76, LUK: 1, Attack: 143470, Defense: 86604, Current HP: 2215, A Avg: 1195105, D Avg: 121245, [Spectral Sword Shigure[172, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 218: HP: 2750, STR: 5742, VIT: 1137, SPD: 72, LUK: 1, Attack: 143476, Defense: 87249, Current HP: 2750, A Avg: 1195155, D Avg: 122148, [Spectral Sword Shigure[172, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 217: HP: 1178, STR: 8006, VIT: 856, SPD: 63, LUK: 1, Attack: 143501, Defense: 85850, Current HP: 1178, A Avg: 1195363, D Avg: 120189, [Neural Edge[190, 0, 0, 0], Metalization[228, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 216: HP: 2384, STR: 5769, VIT: 1394, SPD: 76, LUK: 1, Attack: 143517, Defense: 86258, Current HP: 2384, A Avg: 1195496, D Avg: 120761, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 215: HP: 2308, STR: 5769, VIT: 1419, SPD: 80, LUK: 1, Attack: 143517, Defense: 85841, Current HP: 2308, A Avg: 1195496, D Avg: 120177, [Spectral Sword Shigure[172, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 214: HP: 1716, STR: 5771, VIT: 678, SPD: 63, LUK: 1, Attack: 143520, Defense: 86296, Current HP: 1716, A Avg: 1195521, D Avg: 120814, [Spectral Sword Shigure[172, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 213: HP: 1973, STR: 5775, VIT: 1308, SPD: 72, LUK: 1, Attack: 143526, Defense: 86302, Current HP: 1973, A Avg: 1195571, D Avg: 120822, [Spectral Sword Shigure[172, 0, 0, 0], Metalization[228, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 212: HP: 1474, STR: 5775, VIT: 917, SPD: 63, LUK: 1, Attack: 143526, Defense: 85755, Current HP: 1474, A Avg: 1195571, D Avg: 120056, [Spectral Sword Shigure[172, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 211: HP: 2660, STR: 8024, VIT: 698, SPD: 68, LUK: 1, Attack: 143528, Defense: 87486, Current HP: 2660, A Avg: 1195588, D Avg: 122480, [Neural Edge[190, 0, 0, 0], C Magnum[239, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 210: HP: 2420, STR: 3500, VIT: 215, SPD: 72, LUK: 1, Attack: 143530, Defense: 87003, Current HP: 2420, A Avg: 1195604, D Avg: 121804, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 209: HP: 1729, STR: 10156, VIT: 1720, SPD: 76, LUK: 1, Attack: 143544, Defense: 89548, Current HP: 1729, A Avg: 1195721, D Avg: 125367, [Zodiac[184, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 208: HP: 2299, STR: 3515, VIT: 101, SPD: 68, LUK: 1, Attack: 143552, Defense: 86889, Current HP: 2299, A Avg: 1195788, D Avg: 121644, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 207: HP: 1178, STR: 5800, VIT: 205, SPD: 68, LUK: 1, Attack: 143563, Defense: 84341, Current HP: 1178, A Avg: 1195879, D Avg: 118077, [Spectral Sword Shigure[172, 0, 0, 0], Magnum[237, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 206: HP: 1273, STR: 5800, VIT: 388, SPD: 68, LUK: 1, Attack: 143563, Defense: 84524, Current HP: 1273, A Avg: 1195879, D Avg: 118333, [Spectral Sword Shigure[172, 0, 0, 0], Magnum[237, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 205: HP: 1273, STR: 5800, VIT: 226, SPD: 68, LUK: 1, Attack: 143563, Defense: 84362, Current HP: 1273, A Avg: 1195879, D Avg: 118106, [Spectral Sword Shigure[172, 0, 0, 0], Magnum[237, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 204: HP: 1364, STR: 5802, VIT: 356, SPD: 63, LUK: 1, Attack: 143566, Defense: 84856, Current HP: 1364, A Avg: 1195904, D Avg: 118798, [Spectral Sword Shigure[172, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 203: HP: 3258, STR: 7885, VIT: 2641, SPD: 63, LUK: 1, Attack: 143569, Defense: 87869, Current HP: 3258, A Avg: 1195929, D Avg: 123016, [Stargazer[183, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 202: HP: 6175, STR: 7832, VIT: 1720, SPD: 68, LUK: 2, Attack: 143571, Defense: 88508, Current HP: 6175, A Avg: 1195946, D Avg: 123911, [Wild Card[175, 0, 0, 0], C Magnum[239, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 201: HP: 5909, STR: 9908, VIT: 836, SPD: 68, LUK: 1, Attack: 143581, Defense: 87624, Current HP: 5909, A Avg: 1196029, D Avg: 122673, [Spear of Regression[182, 0, 0, 0], C Magnum[239, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 200: HP: 1643, STR: 5812, VIT: 545, SPD: 63, LUK: 1, Attack: 143581, Defense: 85409, Current HP: 1643, A Avg: 1196029, D Avg: 119572, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 199: HP: 1567, STR: 5812, VIT: 610, SPD: 68, LUK: 1, Attack: 143581, Defense: 85032, Current HP: 1567, A Avg: 1196029, D Avg: 119044, [Spectral Sword Shigure[172, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 198: HP: 2105, STR: 5814, VIT: 1166, SPD: 76, LUK: 1, Attack: 143584, Defense: 85666, Current HP: 2105, A Avg: 1196054, D Avg: 119932, [Spectral Sword Shigure[172, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 197: HP: 1377, STR: 3550, VIT: 150, SPD: 63, LUK: 1, Attack: 143605, Defense: 87978, Current HP: 1377, A Avg: 1196229, D Avg: 123169, [Big Bang[171, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 196: HP: 2088, STR: 3550, VIT: 112, SPD: 63, LUK: 1, Attack: 143605, Defense: 87940, Current HP: 2088, A Avg: 1196229, D Avg: 123115, [Big Bang[171, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 195: HP: 1406, STR: 3550, VIT: 112, SPD: 116, LUK: 1, Attack: 143605, Defense: 87940, Current HP: 1406, A Avg: 1196229, D Avg: 123115, [Big Bang[171, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 194: HP: 1387, STR: 3550, VIT: 122, SPD: 103, LUK: 1, Attack: 143605, Defense: 87950, Current HP: 1387, A Avg: 1196229, D Avg: 123129, [Big Bang[171, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 193: HP: 1804, STR: 3550, VIT: 181, SPD: 63, LUK: 1, Attack: 143605, Defense: 88009, Current HP: 1804, A Avg: 1196229, D Avg: 123212, [Big Bang[171, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 192: HP: 1425, STR: 3550, VIT: 143, SPD: 103, LUK: 1, Attack: 143605, Defense: 87971, Current HP: 1425, A Avg: 1196229, D Avg: 123159, [Big Bang[171, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 191: HP: 1026, STR: 8076, VIT: 516, SPD: 68, LUK: 1, Attack: 143606, Defense: 84541, Current HP: 1026, A Avg: 1196237, D Avg: 118357, [Neural Edge[190, 0, 0, 0], Conductive Barrier[208, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 190: HP: 1368, STR: 3561, VIT: 181, SPD: 63, LUK: 1, Attack: 143621, Defense: 88009, Current HP: 1368, A Avg: 1196362, D Avg: 123212, [Big Bang[171, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 189: HP: 2233, STR: 3561, VIT: 132, SPD: 63, LUK: 1, Attack: 143621, Defense: 87960, Current HP: 2233, A Avg: 1196362, D Avg: 123143, [Big Bang[171, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 188: HP: 1045, STR: 8089, VIT: 516, SPD: 63, LUK: 1, Attack: 143625, Defense: 84522, Current HP: 1045, A Avg: 1196396, D Avg: 118330, [Neural Edge[190, 0, 0, 0], Wings of Beast[210, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 187: HP: 1026, STR: 8089, VIT: 4390, SPD: 63, LUK: 1, Attack: 143625, Defense: 90060, Current HP: 1026, A Avg: 1196396, D Avg: 126083, [Neural Edge[190, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 186: HP: 2026, STR: 5848, VIT: 657, SPD: 72, LUK: 1, Attack: 143635, Defense: 84546, Current HP: 2026, A Avg: 1196479, D Avg: 118364, [Spectral Sword Shigure[172, 0, 0, 0], Small Lion[219, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 185: HP: 1491, STR: 8097, VIT: 628, SPD: 63, LUK: 1, Attack: 143637, Defense: 84868, Current HP: 1491, A Avg: 1196496, D Avg: 118815, [Neural Edge[190, 0, 0, 0], Dragon's Wings[216, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 184: HP: 2109, STR: 5853, VIT: 821, SPD: 68, LUK: 1, Attack: 143643, Defense: 85165, Current HP: 2109, A Avg: 1196546, D Avg: 119230, [Spectral Sword Shigure[172, 0, 0, 0], V Magnum[238, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 183: HP: 1133, STR: 11189, VIT: 377, SPD: 72, LUK: 1, Attack: 143650, Defense: 88205, Current HP: 1133, A Avg: 1196604, D Avg: 123486, [Magical[187, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 182: HP: 1225, STR: 8109, VIT: 273, SPD: 63, LUK: 1, Attack: 143655, Defense: 84162, Current HP: 1225, A Avg: 1196646, D Avg: 117826, [Neural Edge[190, 0, 0, 0], Small Lion[219, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 181: HP: 2384, STR: 5862, VIT: 1850, SPD: 76, LUK: 1, Attack: 143656, Defense: 88651, Current HP: 2384, A Avg: 1196654, D Avg: 124111, [Spectral Sword Shigure[172, 0, 0, 0], Riot[236, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 180: HP: 840, STR: 8134, VIT: 215, SPD: 68, LUK: 1, Attack: 143693, Defense: 84403, Current HP: 840, A Avg: 1196962, D Avg: 118164, [Neural Edge[190, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 179: HP: 2335, STR: 3616, VIT: 112, SPD: 63, LUK: 1, Attack: 143704, Defense: 87940, Current HP: 2335, A Avg: 1197054, D Avg: 123115, [Big Bang[171, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 178: HP: 1716, STR: 3616, VIT: 101, SPD: 63, LUK: 2, Attack: 143704, Defense: 87929, Current HP: 1716, A Avg: 1197054, D Avg: 123100, [Big Bang[171, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 177: HP: 1643, STR: 5923, VIT: 1002, SPD: 63, LUK: 1, Attack: 143748, Defense: 87803, Current HP: 1643, A Avg: 1197420, D Avg: 122924, [Spectral Sword Shigure[172, 0, 0, 0], Riot[236, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 176: HP: 1862, STR: 5929, VIT: 668, SPD: 72, LUK: 1, Attack: 143757, Defense: 84674, Current HP: 1862, A Avg: 1197495, D Avg: 118543, [Spectral Sword Shigure[172, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 175: HP: 1694, STR: 3658, VIT: 301, SPD: 63, LUK: 1, Attack: 143767, Defense: 88129, Current HP: 1694, A Avg: 1197579, D Avg: 123380, [Big Bang[171, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 174: HP: 1077, STR: 8200, VIT: 284, SPD: 63, LUK: 1, Attack: 143792, Defense: 84290, Current HP: 1077, A Avg: 1197787, D Avg: 118005, [Neural Edge[190, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 173: HP: 1091, STR: 8217, VIT: 356, SPD: 72, LUK: 1, Attack: 143817, Defense: 88184, Current HP: 1091, A Avg: 1197995, D Avg: 123457, [Neural Edge[190, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 172: HP: 3781, STR: 8058, VIT: 3945, SPD: 63, LUK: 1, Attack: 143829, Defense: 91773, Current HP: 3781, A Avg: 1198095, D Avg: 128482, [Stargazer[183, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 171: HP: 2489, STR: 5977, VIT: 2622, SPD: 76, LUK: 1, Attack: 143829, Defense: 90190, Current HP: 2489, A Avg: 1198095, D Avg: 126265, [Spectral Sword Shigure[172, 0, 0, 0], Storm Wall[242, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 170: HP: 1556, STR: 8232, VIT: 838, SPD: 63, LUK: 1, Attack: 143840, Defense: 86456, Current HP: 1556, A Avg: 1198187, D Avg: 121038, [Neural Edge[190, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 169: HP: 1322, STR: 8236, VIT: 1085, SPD: 63, LUK: 1, Attack: 143846, Defense: 85923, Current HP: 1322, A Avg: 1198237, D Avg: 120292, [Neural Edge[190, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 168: HP: 1396, STR: 10363, VIT: 1259, SPD: 63, LUK: 1, Attack: 143854, Defense: 86487, Current HP: 1396, A Avg: 1198303, D Avg: 121081, [Zodiac[184, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 167: HP: 1748, STR: 5996, VIT: 1813, SPD: 63, LUK: 1, Attack: 143857, Defense: 89381, Current HP: 1748, A Avg: 1198328, D Avg: 125133, [Spectral Sword Shigure[172, 0, 0, 0], Storm Wall[242, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 166: HP: 840, STR: 10028, VIT: 893, SPD: 68, LUK: 1, Attack: 143859, Defense: 88721, Current HP: 840, A Avg: 1198345, D Avg: 124209, [Blue Sword[180, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 165: HP: 893, STR: 11131, VIT: 1276, SPD: 63, LUK: 1, Attack: 143879, Defense: 89104, Current HP: 893, A Avg: 1198512, D Avg: 124745, [Pulse Knife[165, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 164: HP: 2109, STR: 6025, VIT: 821, SPD: 63, LUK: 1, Attack: 143901, Defense: 85009, Current HP: 2109, A Avg: 1198695, D Avg: 119012, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 163: HP: 1491, STR: 8277, VIT: 713, SPD: 63, LUK: 1, Attack: 143907, Defense: 85577, Current HP: 1491, A Avg: 1198745, D Avg: 119807, [Neural Edge[190, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 162: HP: 1415, STR: 8277, VIT: 769, SPD: 68, LUK: 1, Attack: 143907, Defense: 85191, Current HP: 1415, A Avg: 1198745, D Avg: 119267, [Neural Edge[190, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 161: HP: 1539, STR: 8283, VIT: 910, SPD: 80, LUK: 1, Attack: 143916, Defense: 85046, Current HP: 1539, A Avg: 1198820, D Avg: 119064, [Neural Edge[190, 0, 0, 0], Magnum[237, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 160: HP: 1212, STR: 8295, VIT: 516, SPD: 63, LUK: 1, Attack: 143934, Defense: 85016, Current HP: 1212, A Avg: 1198970, D Avg: 119022, [Neural Edge[190, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 159: HP: 1539, STR: 11404, VIT: 910, SPD: 76, LUK: 1, Attack: 143973, Defense: 88738, Current HP: 1539, A Avg: 1199295, D Avg: 124233, [Magical[187, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 158: HP: 2792, STR: 3798, VIT: 377, SPD: 76, LUK: 1, Attack: 143977, Defense: 87165, Current HP: 2792, A Avg: 1199328, D Avg: 122030, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 157: HP: 1240, STR: 6115, VIT: 302, SPD: 72, LUK: 1, Attack: 144036, Defense: 84438, Current HP: 1240, A Avg: 1199819, D Avg: 118213, [Spectral Sword Shigure[172, 0, 0, 0], Magnum[237, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 156: HP: 1938, STR: 6128, VIT: 1085, SPD: 76, LUK: 1, Attack: 144055, Defense: 84948, Current HP: 1938, A Avg: 1199978, D Avg: 118927, [Spectral Sword Shigure[172, 0, 0, 0], Small Sword[218, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 155: HP: 3781, STR: 8213, VIT: 2292, SPD: 68, LUK: 1, Attack: 144061, Defense: 89080, Current HP: 3781, A Avg: 1200028, D Avg: 124711, [Stargazer[183, 0, 0, 0], C Magnum[239, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 154: HP: 1491, STR: 8400, VIT: 1170, SPD: 63, LUK: 1, Attack: 144092, Defense: 87971, Current HP: 1491, A Avg: 1200286, D Avg: 123159, [Neural Edge[190, 0, 0, 0], Riot[236, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 153: HP: 1197, STR: 6175, VIT: 275, SPD: 63, LUK: 1, Attack: 144126, Defense: 84138, Current HP: 1197, A Avg: 1200569, D Avg: 117793, [Spectral Sword Shigure[172, 0, 0, 0], Small Sword[218, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 152: HP: 855, STR: 8435, VIT: 143, SPD: 103, LUK: 1, Attack: 144144, Defense: 87971, Current HP: 855, A Avg: 1200719, D Avg: 123159, [Neural Edge[190, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 151: HP: 1957, STR: 6206, VIT: 1541, SPD: 76, LUK: 1, Attack: 144172, Defense: 86132, Current HP: 1957, A Avg: 1200952, D Avg: 120584, [Spectral Sword Shigure[172, 0, 0, 0], Black Hole[229, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 150: HP: 2327, STR: 6206, VIT: 1622, SPD: 76, LUK: 1, Attack: 144172, Defense: 88540, Current HP: 2327, A Avg: 1200952, D Avg: 123955, [Spectral Sword Shigure[172, 0, 0, 0], White Hole[230, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 149: HP: 1605, STR: 6210, VIT: 554, SPD: 103, LUK: 1, Attack: 144178, Defense: 85782, Current HP: 1605, A Avg: 1201002, D Avg: 120094, [Spectral Sword Shigure[172, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 148: HP: 2299, STR: 3942, VIT: 698, SPD: 63, LUK: 1, Attack: 144193, Defense: 88526, Current HP: 2299, A Avg: 1201127, D Avg: 123936, [Big Bang[171, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 147: HP: 1178, STR: 6230, VIT: 205, SPD: 68, LUK: 1, Attack: 144208, Defense: 84549, Current HP: 1178, A Avg: 1201252, D Avg: 118368, [Spectral Sword Shigure[172, 0, 0, 0], V Magnum[238, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 146: HP: 1273, STR: 6230, VIT: 388, SPD: 68, LUK: 1, Attack: 144208, Defense: 84732, Current HP: 1273, A Avg: 1201252, D Avg: 118624, [Spectral Sword Shigure[172, 0, 0, 0], V Magnum[238, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 145: HP: 1273, STR: 6230, VIT: 226, SPD: 68, LUK: 1, Attack: 144208, Defense: 84570, Current HP: 1273, A Avg: 1201252, D Avg: 118397, [Spectral Sword Shigure[172, 0, 0, 0], V Magnum[238, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 144: HP: 3040, STR: 6240, VIT: 1603, SPD: 76, LUK: 1, Attack: 144223, Defense: 87715, Current HP: 3040, A Avg: 1201377, D Avg: 122800, [Spectral Sword Shigure[172, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 143: HP: 1596, STR: 8509, VIT: 1973, SPD: 63, LUK: 1, Attack: 144255, Defense: 89541, Current HP: 1596, A Avg: 1201644, D Avg: 125357, [Neural Edge[190, 0, 0, 0], Storm Wall[242, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 142: HP: 1721, STR: 3993, VIT: 356, SPD: 72, LUK: 1, Attack: 144269, Defense: 88184, Current HP: 1721, A Avg: 1201760, D Avg: 123457, [Big Bang[171, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 141: HP: 2299, STR: 6271, VIT: 1792, SPD: 76, LUK: 1, Attack: 144270, Defense: 86786, Current HP: 2299, A Avg: 1201769, D Avg: 121500, [Spectral Sword Shigure[172, 0, 0, 0], Metalization[228, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 140: HP: 1206, STR: 8540, VIT: 471, SPD: 63, LUK: 1, Attack: 144302, Defense: 85699, Current HP: 1206, A Avg: 1202035, D Avg: 119978, [Neural Edge[190, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 139: HP: 1301, STR: 8540, VIT: 653, SPD: 63, LUK: 1, Attack: 144302, Defense: 85881, Current HP: 1301, A Avg: 1202035, D Avg: 120233, [Neural Edge[190, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 138: HP: 1301, STR: 8540, VIT: 491, SPD: 63, LUK: 1, Attack: 144302, Defense: 85719, Current HP: 1301, A Avg: 1202035, D Avg: 120006, [Neural Edge[190, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 137: HP: 5244, STR: 8348, VIT: 1740, SPD: 63, LUK: 1, Attack: 144345, Defense: 89568, Current HP: 5244, A Avg: 1202393, D Avg: 125395, [Wild Card[175, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 136: HP: 5339, STR: 8348, VIT: 1923, SPD: 63, LUK: 1, Attack: 144345, Defense: 89751, Current HP: 5339, A Avg: 1202393, D Avg: 125651, [Wild Card[175, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
