Rank 1000: HP: 1680, STR: 365, VIT: 441, SPD: 51, LUK: 1, Attack: 138827, Defense: 86553, Current HP: 1680, A Avg: 1156428, D Avg: 121174, [Big Bang[171, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 227: HP: 513, STR: 5996, VIT: 180, SPD: 31, LUK: 1, Attack: 140486, Defense: 88008, Current HP: 513, A Avg: 1170248, D Avg: 123211, [Neural Edge[190, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 226: HP: 513, STR: 5996, VIT: 101, SPD: 31, LUK: 1, Attack: 140486, Defense: 87929, Current HP: 513, A Avg: 1170248, D Avg: 123100, [Neural Edge[190, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 225: HP: 1255, STR: 3753, VIT: 384, SPD: 36, LUK: 1, Attack: 140493, Defense: 84884, Current HP: 1255, A Avg: 1170306, D Avg: 118837, [Spectral Sword Shigure[172, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 224: HP: 1438, STR: 3755, VIT: 802, SPD: 36, LUK: 1, Attack: 140496, Defense: 87603, Current HP: 1438, A Avg: 1170331, D Avg: 122644, [Spectral Sword Shigure[172, 0, 0, 0], Riot[236, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 223: HP: 988, STR: 1482, VIT: 60, SPD: 34, LUK: 2, Attack: 140503, Defense: 84404, Current HP: 988, A Avg: 1170389, D Avg: 118165, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 222: HP: 1343, STR: 3775, VIT: 698, SPD: 38, LUK: 1, Attack: 140526, Defense: 84639, Current HP: 1343, A Avg: 1170581, D Avg: 118494, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Scales[215, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 221: HP: 1548, STR: 1499, VIT: 89, SPD: 34, LUK: 1, Attack: 140528, Defense: 86877, Current HP: 1548, A Avg: 1170598, D Avg: 121627, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 220: HP: 2349, STR: 1499, VIT: 70, SPD: 34, LUK: 1, Attack: 140528, Defense: 86858, Current HP: 2349, A Avg: 1170598, D Avg: 121601, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 219: HP: 1577, STR: 1499, VIT: 70, SPD: 60, LUK: 1, Attack: 140528, Defense: 86858, Current HP: 1577, A Avg: 1170598, D Avg: 121601, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 218: HP: 1558, STR: 1499, VIT: 80, SPD: 54, LUK: 1, Attack: 140528, Defense: 86868, Current HP: 1558, A Avg: 1170598, D Avg: 121615, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 217: HP: 2002, STR: 1499, VIT: 119, SPD: 34, LUK: 1, Attack: 140528, Defense: 86907, Current HP: 2002, A Avg: 1170598, D Avg: 121669, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 216: HP: 1596, STR: 1499, VIT: 101, SPD: 54, LUK: 1, Attack: 140528, Defense: 86889, Current HP: 1596, A Avg: 1170598, D Avg: 121644, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 215: HP: 1206, STR: 1503, VIT: 242, SPD: 31, LUK: 2, Attack: 140534, Defense: 85470, Current HP: 1206, A Avg: 1170648, D Avg: 119657, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 214: HP: 1539, STR: 1509, VIT: 119, SPD: 34, LUK: 1, Attack: 140543, Defense: 86907, Current HP: 1539, A Avg: 1170723, D Avg: 121669, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 213: HP: 2494, STR: 1509, VIT: 91, SPD: 34, LUK: 1, Attack: 140543, Defense: 86879, Current HP: 2494, A Avg: 1170723, D Avg: 121630, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 212: HP: 880, STR: 3814, VIT: 572, SPD: 34, LUK: 1, Attack: 140584, Defense: 85163, Current HP: 880, A Avg: 1171064, D Avg: 119228, [Spectral Sword Shigure[172, 0, 0, 0], Black Hole[229, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 211: HP: 1070, STR: 3814, VIT: 613, SPD: 34, LUK: 1, Attack: 140584, Defense: 87531, Current HP: 1070, A Avg: 1171064, D Avg: 122543, [Spectral Sword Shigure[172, 0, 0, 0], White Hole[230, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 210: HP: 1159, STR: 3819, VIT: 626, SPD: 40, LUK: 1, Attack: 140592, Defense: 84651, Current HP: 1159, A Avg: 1171131, D Avg: 118511, [Spectral Sword Shigure[172, 0, 0, 0], Conductive Barrier[208, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 209: HP: 988, STR: 1553, VIT: 80, SPD: 34, LUK: 1, Attack: 140609, Defense: 84424, Current HP: 988, A Avg: 1171272, D Avg: 118193, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 208: HP: 1083, STR: 1553, VIT: 180, SPD: 34, LUK: 1, Attack: 140609, Defense: 84524, Current HP: 1083, A Avg: 1171272, D Avg: 118333, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 207: HP: 1083, STR: 1553, VIT: 101, SPD: 34, LUK: 1, Attack: 140609, Defense: 84445, Current HP: 1083, A Avg: 1171272, D Avg: 118222, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 206: HP: 1434, STR: 3834, VIT: 700, SPD: 38, LUK: 1, Attack: 140614, Defense: 84940, Current HP: 1434, A Avg: 1171314, D Avg: 118915, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Wings[216, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 205: HP: 1892, STR: 1560, VIT: 178, SPD: 34, LUK: 1, Attack: 140620, Defense: 86966, Current HP: 1892, A Avg: 1171364, D Avg: 121752, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 204: HP: 2623, STR: 1562, VIT: 70, SPD: 34, LUK: 1, Attack: 140623, Defense: 86858, Current HP: 2623, A Avg: 1171389, D Avg: 121601, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 203: HP: 1914, STR: 1562, VIT: 60, SPD: 34, LUK: 2, Attack: 140623, Defense: 86848, Current HP: 1914, A Avg: 1171389, D Avg: 121587, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 202: HP: 1206, STR: 1564, VIT: 263, SPD: 31, LUK: 1, Attack: 140626, Defense: 85491, Current HP: 1206, A Avg: 1171414, D Avg: 119687, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 201: HP: 1301, STR: 1564, VIT: 363, SPD: 31, LUK: 1, Attack: 140626, Defense: 85591, Current HP: 1301, A Avg: 1171414, D Avg: 119827, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 200: HP: 1301, STR: 1564, VIT: 284, SPD: 31, LUK: 1, Attack: 140626, Defense: 85512, Current HP: 1301, A Avg: 1171414, D Avg: 119716, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 199: HP: 860, STR: 3844, VIT: 311, SPD: 34, LUK: 1, Attack: 140629, Defense: 84174, Current HP: 860, A Avg: 1171439, D Avg: 117843, [Spectral Sword Shigure[172, 0, 0, 0], Small Sword[218, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 198: HP: 1178, STR: 3865, VIT: 626, SPD: 38, LUK: 1, Attack: 140661, Defense: 84632, Current HP: 1178, A Avg: 1171706, D Avg: 118484, [Spectral Sword Shigure[172, 0, 0, 0], Wings of Beast[210, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 197: HP: 1159, STR: 3865, VIT: 2508, SPD: 38, LUK: 1, Attack: 140661, Defense: 88178, Current HP: 1159, A Avg: 1171706, D Avg: 123449, [Spectral Sword Shigure[172, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 196: HP: 1456, STR: 3874, VIT: 782, SPD: 38, LUK: 1, Attack: 140674, Defense: 86400, Current HP: 1456, A Avg: 1171814, D Avg: 120959, [Spectral Sword Shigure[172, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 195: HP: 1303, STR: 3878, VIT: 983, SPD: 38, LUK: 1, Attack: 140680, Defense: 85821, Current HP: 1303, A Avg: 1171864, D Avg: 120149, [Spectral Sword Shigure[172, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 194: HP: 1440, STR: 3887, VIT: 1313, SPD: 34, LUK: 1, Attack: 140694, Defense: 88881, Current HP: 1440, A Avg: 1171981, D Avg: 124433, [Spectral Sword Shigure[172, 0, 0, 0], Storm Wall[242, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 193: HP: 646, STR: 6141, VIT: 178, SPD: 34, LUK: 1, Attack: 140703, Defense: 84522, Current HP: 646, A Avg: 1172055, D Avg: 118330, [Neural Edge[190, 0, 0, 0], V Magnum[238, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 192: HP: 1434, STR: 3909, VIT: 741, SPD: 38, LUK: 1, Attack: 140727, Defense: 85605, Current HP: 1434, A Avg: 1172255, D Avg: 119846, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 191: HP: 1358, STR: 3909, VIT: 755, SPD: 40, LUK: 1, Attack: 140727, Defense: 85177, Current HP: 1358, A Avg: 1172255, D Avg: 119247, [Spectral Sword Shigure[172, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 190: HP: 1533, STR: 3913, VIT: 637, SPD: 34, LUK: 1, Attack: 140733, Defense: 86749, Current HP: 1533, A Avg: 1172305, D Avg: 121448, [Spectral Sword Shigure[172, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 189: HP: 1175, STR: 3923, VIT: 614, SPD: 36, LUK: 1, Attack: 140748, Defense: 85205, Current HP: 1175, A Avg: 1172430, D Avg: 119286, [Spectral Sword Shigure[172, 0, 0, 0], Black Hole[229, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 188: HP: 1375, STR: 3923, VIT: 657, SPD: 36, LUK: 1, Attack: 140748, Defense: 87575, Current HP: 1375, A Avg: 1172430, D Avg: 122604, [Spectral Sword Shigure[172, 0, 0, 0], White Hole[230, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 187: HP: 1434, STR: 3940, VIT: 1024, SPD: 38, LUK: 1, Attack: 140773, Defense: 87825, Current HP: 1434, A Avg: 1172639, D Avg: 122954, [Spectral Sword Shigure[172, 0, 0, 0], Riot[236, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 186: HP: 1240, STR: 3945, VIT: 828, SPD: 34, LUK: 1, Attack: 140781, Defense: 85822, Current HP: 1240, A Avg: 1172705, D Avg: 120150, [Spectral Sword Shigure[172, 0, 0, 0], Metalization[228, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 185: HP: 1154, STR: 3950, VIT: 341, SPD: 36, LUK: 1, Attack: 140788, Defense: 84204, Current HP: 1154, A Avg: 1172764, D Avg: 117885, [Spectral Sword Shigure[172, 0, 0, 0], Small Sword[218, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 184: HP: 1269, STR: 3958, VIT: 626, SPD: 38, LUK: 1, Attack: 140800, Defense: 85126, Current HP: 1269, A Avg: 1172863, D Avg: 119176, [Spectral Sword Shigure[172, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 183: HP: 1090, STR: 3969, VIT: 352, SPD: 34, LUK: 1, Attack: 140817, Defense: 84241, Current HP: 1090, A Avg: 1173005, D Avg: 117937, [Spectral Sword Shigure[172, 0, 0, 0], Small Lion[219, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 182: HP: 817, STR: 3969, VIT: 163, SPD: 54, LUK: 1, Attack: 140817, Defense: 84507, Current HP: 817, A Avg: 1173005, D Avg: 118309, [Spectral Sword Shigure[172, 0, 0, 0], V Magnum[238, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 181: HP: 1014, STR: 3983, VIT: 363, SPD: 34, LUK: 1, Attack: 140838, Defense: 84369, Current HP: 1014, A Avg: 1173180, D Avg: 118116, [Spectral Sword Shigure[172, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 180: HP: 1349, STR: 1711, VIT: 454, SPD: 40, LUK: 1, Attack: 140846, Defense: 84590, Current HP: 1349, A Avg: 1173247, D Avg: 118425, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 179: HP: 1349, STR: 1712, VIT: 454, SPD: 38, LUK: 1, Attack: 140848, Defense: 84642, Current HP: 1349, A Avg: 1173263, D Avg: 118498, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 178: HP: 864, STR: 6241, VIT: 361, SPD: 31, LUK: 1, Attack: 140853, Defense: 85589, Current HP: 864, A Avg: 1173305, D Avg: 119824, [Neural Edge[190, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 177: HP: 1763, STR: 3995, VIT: 1390, SPD: 36, LUK: 1, Attack: 140856, Defense: 88958, Current HP: 1763, A Avg: 1173330, D Avg: 124541, [Spectral Sword Shigure[172, 0, 0, 0], Storm Wall[242, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 176: HP: 1710, STR: 6080, VIT: 1255, SPD: 31, LUK: 1, Attack: 140862, Defense: 89083, Current HP: 1710, A Avg: 1173380, D Avg: 124716, [Stargazer[183, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 175: HP: 1040, STR: 1731, VIT: 171, SPD: 36, LUK: 1, Attack: 140876, Defense: 84515, Current HP: 1040, A Avg: 1173497, D Avg: 118320, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 174: HP: 1558, STR: 1737, VIT: 80, SPD: 34, LUK: 2, Attack: 140885, Defense: 86868, Current HP: 1558, A Avg: 1173572, D Avg: 121615, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 173: HP: 1349, STR: 4020, VIT: 636, SPD: 34, LUK: 1, Attack: 140893, Defense: 84772, Current HP: 1349, A Avg: 1173638, D Avg: 118680, [Spectral Sword Shigure[172, 0, 0, 0], Magnum[237, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 172: HP: 1270, STR: 1745, VIT: 363, SPD: 34, LUK: 1, Attack: 140897, Defense: 85591, Current HP: 1270, A Avg: 1173672, D Avg: 119827, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 171: HP: 1870, STR: 4026, VIT: 682, SPD: 36, LUK: 1, Attack: 140902, Defense: 86794, Current HP: 1870, A Avg: 1173713, D Avg: 121511, [Spectral Sword Shigure[172, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 170: HP: 1700, STR: 4031, VIT: 422, SPD: 38, LUK: 1, Attack: 140910, Defense: 87210, Current HP: 1700, A Avg: 1173780, D Avg: 122093, [Spectral Sword Shigure[172, 0, 0, 0], C Magnum[239, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 169: HP: 1910, STR: 1757, VIT: 291, SPD: 38, LUK: 1, Attack: 140915, Defense: 87079, Current HP: 1910, A Avg: 1173821, D Avg: 121910, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 168: HP: 1343, STR: 1775, VIT: 195, SPD: 38, LUK: 1, Attack: 140942, Defense: 84539, Current HP: 1343, A Avg: 1174046, D Avg: 118354, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 167: HP: 1553, STR: 4059, VIT: 881, SPD: 36, LUK: 1, Attack: 140952, Defense: 85875, Current HP: 1553, A Avg: 1174130, D Avg: 120224, [Spectral Sword Shigure[172, 0, 0, 0], Metalization[228, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 166: HP: 1585, STR: 1788, VIT: 395, SPD: 36, LUK: 1, Attack: 140962, Defense: 85623, Current HP: 1585, A Avg: 1174213, D Avg: 119872, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 165: HP: 2090, STR: 1789, VIT: 513, SPD: 34, LUK: 1, Attack: 140963, Defense: 87301, Current HP: 2090, A Avg: 1174221, D Avg: 122221, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 164: HP: 440, STR: 6316, VIT: 171, SPD: 34, LUK: 1, Attack: 140966, Defense: 87999, Current HP: 440, A Avg: 1174246, D Avg: 123198, [Neural Edge[190, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 163: HP: 988, STR: 1801, VIT: 60, SPD: 34, LUK: 1, Attack: 140981, Defense: 84404, Current HP: 988, A Avg: 1174371, D Avg: 118165, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 162: HP: 1396, STR: 4080, VIT: 384, SPD: 36, LUK: 1, Attack: 140983, Defense: 84273, Current HP: 1396, A Avg: 1174388, D Avg: 117982, [Spectral Sword Shigure[172, 0, 0, 0], Small Lion[219, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 161: HP: 1035, STR: 4082, VIT: 346, SPD: 51, LUK: 1, Attack: 140986, Defense: 85574, Current HP: 1035, A Avg: 1174413, D Avg: 119803, [Spectral Sword Shigure[172, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 160: HP: 1406, STR: 4087, VIT: 184, SPD: 54, LUK: 1, Attack: 140994, Defense: 86972, Current HP: 1406, A Avg: 1174480, D Avg: 121760, [Spectral Sword Shigure[172, 0, 0, 0], C Magnum[239, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 159: HP: 1316, STR: 4093, VIT: 395, SPD: 36, LUK: 1, Attack: 141003, Defense: 84401, Current HP: 1316, A Avg: 1174554, D Avg: 118161, [Spectral Sword Shigure[172, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 158: HP: 1197, STR: 4098, VIT: 836, SPD: 38, LUK: 1, Attack: 141010, Defense: 85427, Current HP: 1197, A Avg: 1174613, D Avg: 119597, [Spectral Sword Shigure[172, 0, 0, 0], Black Hole[229, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 157: HP: 1377, STR: 4098, VIT: 875, SPD: 38, LUK: 1, Attack: 141010, Defense: 87793, Current HP: 1377, A Avg: 1174613, D Avg: 122910, [Spectral Sword Shigure[172, 0, 0, 0], White Hole[230, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 156: HP: 1206, STR: 1820, VIT: 242, SPD: 31, LUK: 1, Attack: 141010, Defense: 85470, Current HP: 1206, A Avg: 1174613, D Avg: 119657, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 155: HP: 1349, STR: 4121, VIT: 636, SPD: 31, LUK: 1, Attack: 141045, Defense: 84824, Current HP: 1349, A Avg: 1174904, D Avg: 118753, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 154: HP: 840, STR: 4136, VIT: 143, SPD: 31, LUK: 1, Attack: 141067, Defense: 83866, Current HP: 840, A Avg: 1175088, D Avg: 117412, [Spectral Sword Shigure[172, 0, 0, 0], Pot Lid[201, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 153: HP: 840, STR: 4136, VIT: 143, SPD: 31, LUK: 1, Attack: 141067, Defense: 83876, Current HP: 840, A Avg: 1175088, D Avg: 117426, [Spectral Sword Shigure[172, 0, 0, 0], High Pot Lid[202, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 152: HP: 798, STR: 4136, VIT: 160, SPD: 31, LUK: 1, Attack: 141067, Defense: 84029, Current HP: 798, A Avg: 1175088, D Avg: 117640, [Spectral Sword Shigure[172, 0, 0, 0], Wooden Shield[203, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 151: HP: 798, STR: 4136, VIT: 167, SPD: 31, LUK: 1, Attack: 141067, Defense: 83971, Current HP: 798, A Avg: 1175088, D Avg: 117559, [Spectral Sword Shigure[172, 0, 0, 0], Iron Shield[204, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 150: HP: 798, STR: 4136, VIT: 191, SPD: 31, LUK: 1, Attack: 141067, Defense: 84054, Current HP: 798, A Avg: 1175088, D Avg: 117675, [Spectral Sword Shigure[172, 0, 0, 0], Titanium Shield[205, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 149: HP: 798, STR: 4136, VIT: 213, SPD: 31, LUK: 1, Attack: 141067, Defense: 84102, Current HP: 798, A Avg: 1175088, D Avg: 117742, [Spectral Sword Shigure[172, 0, 0, 0], Large iron Shield[206, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 148: HP: 840, STR: 4136, VIT: 232, SPD: 31, LUK: 1, Attack: 141067, Defense: 84108, Current HP: 840, A Avg: 1175088, D Avg: 117751, [Spectral Sword Shigure[172, 0, 0, 0], Magic Shield[207, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 147: HP: 997, STR: 4136, VIT: 274, SPD: 31, LUK: 1, Attack: 141067, Defense: 84111, Current HP: 997, A Avg: 1175088, D Avg: 117755, [Spectral Sword Shigure[172, 0, 0, 0], Emerald Shield[209, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 146: HP: 900, STR: 4136, VIT: 192, SPD: 31, LUK: 1, Attack: 141067, Defense: 83964, Current HP: 900, A Avg: 1175088, D Avg: 117549, [Spectral Sword Shigure[172, 0, 0, 0], Clear Shield[211, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 145: HP: 940, STR: 4136, VIT: 232, SPD: 31, LUK: 1, Attack: 141067, Defense: 84251, Current HP: 940, A Avg: 1175088, D Avg: 117951, [Spectral Sword Shigure[172, 0, 0, 0], Prism Shield[212, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 144: HP: 874, STR: 4136, VIT: 202, SPD: 31, LUK: 1, Attack: 141067, Defense: 84130, Current HP: 874, A Avg: 1175088, D Avg: 117781, [Spectral Sword Shigure[172, 0, 0, 0], Tower Shield[213, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 143: HP: 1206, STR: 4136, VIT: 361, SPD: 31, LUK: 1, Attack: 141067, Defense: 84923, Current HP: 1206, A Avg: 1175088, D Avg: 118892, [Spectral Sword Shigure[172, 0, 0, 0], Slime Shield[221, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 142: HP: 1124, STR: 4136, VIT: 191, SPD: 31, LUK: 1, Attack: 141067, Defense: 84119, Current HP: 1124, A Avg: 1175088, D Avg: 117766, [Spectral Sword Shigure[172, 0, 0, 0], Hardwood Shield[223, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 141: HP: 840, STR: 4136, VIT: 730, SPD: 31, LUK: 1, Attack: 141067, Defense: 87518, Current HP: 840, A Avg: 1175088, D Avg: 122525, [Spectral Sword Shigure[172, 0, 0, 0], Energy Shield[227, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 140: HP: 2289, STR: 4136, VIT: 150, SPD: 31, LUK: 1, Attack: 141067, Defense: 86067, Current HP: 2289, A Avg: 1175088, D Avg: 120493, [Spectral Sword Shigure[172, 0, 0, 0], Frying Pan[231, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 139: HP: 1384, STR: 4136, VIT: 421, SPD: 31, LUK: 1, Attack: 141067, Defense: 85155, Current HP: 1384, A Avg: 1175088, D Avg: 119216, [Spectral Sword Shigure[172, 0, 0, 0], Slafield[232, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 138: HP: 1170, STR: 4136, VIT: 361, SPD: 31, LUK: 1, Attack: 141067, Defense: 85836, Current HP: 1170, A Avg: 1175088, D Avg: 120170, [Spectral Sword Shigure[172, 0, 0, 0], Mist Shield[233, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 137: HP: 988, STR: 4136, VIT: 563, SPD: 31, LUK: 1, Attack: 141067, Defense: 85531, Current HP: 988, A Avg: 1175088, D Avg: 119743, [Spectral Sword Shigure[172, 0, 0, 0], Huge Shield[234, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 136: HP: 912, STR: 4136, VIT: 682, SPD: 31, LUK: 1, Attack: 141067, Defense: 87522, Current HP: 912, A Avg: 1175088, D Avg: 122530, [Spectral Sword Shigure[172, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 135: HP: 1410, STR: 4136, VIT: 498, SPD: 31, LUK: 1, Attack: 141067, Defense: 87923, Current HP: 1410, A Avg: 1175088, D Avg: 123092, [Spectral Sword Shigure[172, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 134: HP: 798, STR: 4136, VIT: 143, SPD: 31, LUK: 1, Attack: 141067, Defense: 86932, Current HP: 798, A Avg: 1175088, D Avg: 121704, [Spectral Sword Shigure[172, 0, 0, 0], Graffiti[243, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 133: HP: 798, STR: 4136, VIT: 931, SPD: 31, LUK: 1, Attack: 141067, Defense: 90709, Current HP: 798, A Avg: 1175088, D Avg: 126992, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
