Rank 1000: HP: 2088, STR: 1304, VIT: 122, SPD: 59, LUK: 1, Attack: 140236, Defense: 84466, Current HP: 2088, A Avg: 1168165, D Avg: 118252, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 252: HP: 1349, STR: 7334, VIT: 626, SPD: 55, LUK: 1, Attack: 142493, Defense: 85490, Current HP: 1349, A Avg: 1186966, D Avg: 119685, [Neural Edge[190, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 251: HP: 1273, STR: 7334, VIT: 676, SPD: 59, LUK: 1, Attack: 142493, Defense: 85098, Current HP: 1273, A Avg: 1186966, D Avg: 119137, [Neural Edge[190, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 250: HP: 1098, STR: 7350, VIT: 454, SPD: 55, LUK: 1, Attack: 142517, Defense: 84954, Current HP: 1098, A Avg: 1187166, D Avg: 118935, [Neural Edge[190, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 249: HP: 1634, STR: 2828, VIT: 398, SPD: 55, LUK: 1, Attack: 142522, Defense: 85626, Current HP: 1634, A Avg: 1187208, D Avg: 119876, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 248: HP: 1540, STR: 5108, VIT: 450, SPD: 59, LUK: 1, Attack: 142525, Defense: 84339, Current HP: 1540, A Avg: 1187233, D Avg: 118074, [Spectral Sword Shigure[172, 0, 0, 0], Small Lion[219, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 247: HP: 3401, STR: 7190, VIT: 3530, SPD: 55, LUK: 1, Attack: 142527, Defense: 91358, Current HP: 3401, A Avg: 1187249, D Avg: 127901, [Stargazer[183, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 246: HP: 1919, STR: 5113, VIT: 774, SPD: 59, LUK: 1, Attack: 142533, Defense: 84910, Current HP: 1919, A Avg: 1187299, D Avg: 118873, [Spectral Sword Shigure[172, 0, 0, 0], Magnum[237, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 245: HP: 2109, STR: 2840, VIT: 91, SPD: 59, LUK: 2, Attack: 142540, Defense: 86879, Current HP: 2109, A Avg: 1187358, D Avg: 121630, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 244: HP: 1140, STR: 5135, VIT: 174, SPD: 55, LUK: 1, Attack: 142566, Defense: 83897, Current HP: 1140, A Avg: 1187574, D Avg: 117455, [Spectral Sword Shigure[172, 0, 0, 0], Pot Lid[201, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 243: HP: 1140, STR: 5135, VIT: 174, SPD: 55, LUK: 1, Attack: 142566, Defense: 83907, Current HP: 1140, A Avg: 1187574, D Avg: 117469, [Spectral Sword Shigure[172, 0, 0, 0], High Pot Lid[202, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 242: HP: 1083, STR: 5135, VIT: 193, SPD: 55, LUK: 1, Attack: 142566, Defense: 84062, Current HP: 1083, A Avg: 1187574, D Avg: 117686, [Spectral Sword Shigure[172, 0, 0, 0], Wooden Shield[203, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 241: HP: 1083, STR: 5135, VIT: 200, SPD: 55, LUK: 1, Attack: 142566, Defense: 84004, Current HP: 1083, A Avg: 1187574, D Avg: 117605, [Spectral Sword Shigure[172, 0, 0, 0], Iron Shield[204, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 240: HP: 1083, STR: 5135, VIT: 256, SPD: 55, LUK: 1, Attack: 142566, Defense: 84119, Current HP: 1083, A Avg: 1187574, D Avg: 117766, [Spectral Sword Shigure[172, 0, 0, 0], Titanium Shield[205, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 239: HP: 1083, STR: 5135, VIT: 278, SPD: 55, LUK: 1, Attack: 142566, Defense: 84167, Current HP: 1083, A Avg: 1187574, D Avg: 117833, [Spectral Sword Shigure[172, 0, 0, 0], Large iron Shield[206, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 238: HP: 1140, STR: 5135, VIT: 325, SPD: 55, LUK: 1, Attack: 142566, Defense: 84201, Current HP: 1140, A Avg: 1187574, D Avg: 117881, [Spectral Sword Shigure[172, 0, 0, 0], Magic Shield[207, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 237: HP: 1425, STR: 5135, VIT: 404, SPD: 55, LUK: 1, Attack: 142566, Defense: 84241, Current HP: 1425, A Avg: 1187574, D Avg: 117937, [Spectral Sword Shigure[172, 0, 0, 0], Emerald Shield[209, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 236: HP: 1200, STR: 5135, VIT: 255, SPD: 55, LUK: 1, Attack: 142566, Defense: 84027, Current HP: 1200, A Avg: 1187574, D Avg: 117637, [Spectral Sword Shigure[172, 0, 0, 0], Clear Shield[211, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 235: HP: 1240, STR: 5135, VIT: 325, SPD: 55, LUK: 1, Attack: 142566, Defense: 84344, Current HP: 1240, A Avg: 1187574, D Avg: 118081, [Spectral Sword Shigure[172, 0, 0, 0], Prism Shield[212, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 234: HP: 1159, STR: 5135, VIT: 267, SPD: 55, LUK: 1, Attack: 142566, Defense: 84195, Current HP: 1159, A Avg: 1187574, D Avg: 117872, [Spectral Sword Shigure[172, 0, 0, 0], Tower Shield[213, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 233: HP: 1716, STR: 5135, VIT: 547, SPD: 55, LUK: 1, Attack: 142566, Defense: 85109, Current HP: 1716, A Avg: 1187574, D Avg: 119152, [Spectral Sword Shigure[172, 0, 0, 0], Slime Shield[221, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 232: HP: 1637, STR: 5135, VIT: 256, SPD: 55, LUK: 1, Attack: 142566, Defense: 84184, Current HP: 1637, A Avg: 1187574, D Avg: 117857, [Spectral Sword Shigure[172, 0, 0, 0], Hardwood Shield[223, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 231: HP: 1140, STR: 5135, VIT: 979, SPD: 55, LUK: 1, Attack: 142566, Defense: 87767, Current HP: 1140, A Avg: 1187574, D Avg: 122873, [Spectral Sword Shigure[172, 0, 0, 0], Energy Shield[227, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 230: HP: 3002, STR: 5135, VIT: 182, SPD: 55, LUK: 1, Attack: 142566, Defense: 86099, Current HP: 3002, A Avg: 1187574, D Avg: 120538, [Spectral Sword Shigure[172, 0, 0, 0], Frying Pan[231, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 229: HP: 1924, STR: 5135, VIT: 639, SPD: 55, LUK: 1, Attack: 142566, Defense: 85373, Current HP: 1924, A Avg: 1187574, D Avg: 119522, [Spectral Sword Shigure[172, 0, 0, 0], Slafield[232, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 228: HP: 1620, STR: 5135, VIT: 547, SPD: 55, LUK: 1, Attack: 142566, Defense: 86022, Current HP: 1620, A Avg: 1187574, D Avg: 120430, [Spectral Sword Shigure[172, 0, 0, 0], Mist Shield[233, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 227: HP: 1273, STR: 5135, VIT: 922, SPD: 55, LUK: 1, Attack: 142566, Defense: 85890, Current HP: 1273, A Avg: 1187574, D Avg: 120245, [Spectral Sword Shigure[172, 0, 0, 0], Huge Shield[234, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 226: HP: 1197, STR: 5135, VIT: 1025, SPD: 55, LUK: 1, Attack: 142566, Defense: 87865, Current HP: 1197, A Avg: 1187574, D Avg: 123010, [Spectral Sword Shigure[172, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 225: HP: 2160, STR: 5135, VIT: 809, SPD: 55, LUK: 1, Attack: 142566, Defense: 88234, Current HP: 2160, A Avg: 1187574, D Avg: 123527, [Spectral Sword Shigure[172, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 224: HP: 1083, STR: 5135, VIT: 174, SPD: 55, LUK: 1, Attack: 142566, Defense: 86963, Current HP: 1083, A Avg: 1187574, D Avg: 121748, [Spectral Sword Shigure[172, 0, 0, 0], Graffiti[243, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 223: HP: 1083, STR: 5135, VIT: 1585, SPD: 55, LUK: 1, Attack: 142566, Defense: 91363, Current HP: 1083, A Avg: 1187574, D Avg: 127908, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 222: HP: 1558, STR: 5135, VIT: 2248, SPD: 55, LUK: 1, Attack: 142566, Defense: 89036, Current HP: 1558, A Avg: 1187574, D Avg: 124650, [Spectral Sword Shigure[172, 0, 0, 0], Golem Shield[245, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 221: HP: 1368, STR: 5135, VIT: 759, SPD: 59, LUK: 1, Attack: 142566, Defense: 86637, Current HP: 1368, A Avg: 1187574, D Avg: 121291, [Spectral Sword Shigure[172, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 220: HP: 2086, STR: 5135, VIT: 735, SPD: 55, LUK: 1, Attack: 142566, Defense: 86951, Current HP: 2086, A Avg: 1187574, D Avg: 121731, [Spectral Sword Shigure[172, 0, 0, 0], King Shield[248, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 219: HP: 1540, STR: 5135, VIT: 871, SPD: 55, LUK: 1, Attack: 142566, Defense: 87906, Current HP: 1540, A Avg: 1187574, D Avg: 123068, [Spectral Sword Shigure[172, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 218: HP: 1140, STR: 5135, VIT: 1020, SPD: 55, LUK: 1, Attack: 142566, Defense: 88068, Current HP: 1140, A Avg: 1187574, D Avg: 123295, [Spectral Sword Shigure[172, 0, 0, 0], Ghost shield[251, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 217: HP: 1349, STR: 7384, VIT: 796, SPD: 70, LUK: 1, Attack: 142568, Defense: 84932, Current HP: 1349, A Avg: 1187591, D Avg: 118904, [Neural Edge[190, 0, 0, 0], Magnum[237, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 216: HP: 1729, STR: 5167, VIT: 1031, SPD: 70, LUK: 1, Attack: 142614, Defense: 85056, Current HP: 1729, A Avg: 1187974, D Avg: 119078, [Spectral Sword Shigure[172, 0, 0, 0], Conductive Barrier[208, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 215: HP: 2330, STR: 5170, VIT: 471, SPD: 66, LUK: 1, Attack: 142618, Defense: 87259, Current HP: 2330, A Avg: 1188007, D Avg: 122162, [Spectral Sword Shigure[172, 0, 0, 0], C Magnum[239, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 214: HP: 1404, STR: 5171, VIT: 461, SPD: 59, LUK: 1, Attack: 142620, Defense: 84467, Current HP: 1404, A Avg: 1188024, D Avg: 118253, [Spectral Sword Shigure[172, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 213: HP: 1352, STR: 5172, VIT: 415, SPD: 55, LUK: 1, Attack: 142621, Defense: 84356, Current HP: 1352, A Avg: 1188032, D Avg: 118098, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Scales[215, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 212: HP: 1469, STR: 5174, VIT: 511, SPD: 63, LUK: 1, Attack: 142624, Defense: 84374, Current HP: 1469, A Avg: 1188057, D Avg: 118123, [Spectral Sword Shigure[172, 0, 0, 0], Small Sword[218, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 211: HP: 2147, STR: 5183, VIT: 1157, SPD: 66, LUK: 1, Attack: 142638, Defense: 85397, Current HP: 2147, A Avg: 1188174, D Avg: 119555, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Wings[216, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 210: HP: 1349, STR: 7437, VIT: 1039, SPD: 55, LUK: 1, Attack: 142647, Defense: 87840, Current HP: 1349, A Avg: 1188249, D Avg: 122975, [Neural Edge[190, 0, 0, 0], Riot[236, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 209: HP: 1919, STR: 2912, VIT: 796, SPD: 66, LUK: 1, Attack: 142648, Defense: 84984, Current HP: 1919, A Avg: 1188257, D Avg: 118977, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 208: HP: 1748, STR: 5209, VIT: 1031, SPD: 66, LUK: 1, Attack: 142677, Defense: 85037, Current HP: 1748, A Avg: 1188499, D Avg: 119051, [Spectral Sword Shigure[172, 0, 0, 0], Wings of Beast[210, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 207: HP: 1729, STR: 5209, VIT: 4407, SPD: 66, LUK: 1, Attack: 142677, Defense: 90077, Current HP: 1729, A Avg: 1188499, D Avg: 126107, [Spectral Sword Shigure[172, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 206: HP: 5244, STR: 9316, VIT: 763, SPD: 59, LUK: 1, Attack: 142693, Defense: 87551, Current HP: 5244, A Avg: 1188632, D Avg: 122571, [Spear of Regression[182, 0, 0, 0], C Magnum[239, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 205: HP: 1028, STR: 9268, VIT: 950, SPD: 63, LUK: 1, Attack: 142719, Defense: 88778, Current HP: 1028, A Avg: 1188849, D Avg: 124289, [Blue Sword[180, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 204: HP: 760, STR: 7485, VIT: 132, SPD: 90, LUK: 1, Attack: 142719, Defense: 87960, Current HP: 760, A Avg: 1188849, D Avg: 123143, [Neural Edge[190, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 203: HP: 1919, STR: 2963, VIT: 796, SPD: 70, LUK: 1, Attack: 142724, Defense: 85140, Current HP: 1919, A Avg: 1188890, D Avg: 119195, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 202: HP: 1490, STR: 5260, VIT: 955, SPD: 63, LUK: 1, Attack: 142753, Defense: 85546, Current HP: 1490, A Avg: 1189132, D Avg: 119764, [Spectral Sword Shigure[172, 0, 0, 0], Black Hole[229, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 201: HP: 1847, STR: 5260, VIT: 1032, SPD: 63, LUK: 1, Attack: 142753, Defense: 87950, Current HP: 1847, A Avg: 1189132, D Avg: 123129, [Spectral Sword Shigure[172, 0, 0, 0], White Hole[230, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 200: HP: 2236, STR: 5269, VIT: 1311, SPD: 66, LUK: 1, Attack: 142767, Defense: 86929, Current HP: 2236, A Avg: 1189249, D Avg: 121700, [Spectral Sword Shigure[172, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 199: HP: 1987, STR: 5273, VIT: 1570, SPD: 66, LUK: 1, Attack: 142773, Defense: 86408, Current HP: 1987, A Avg: 1189299, D Avg: 120971, [Spectral Sword Shigure[172, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 198: HP: 1102, STR: 5274, VIT: 325, SPD: 55, LUK: 1, Attack: 142774, Defense: 84331, Current HP: 1102, A Avg: 1189307, D Avg: 118063, [Spectral Sword Shigure[172, 0, 0, 0], Wings of Beast[210, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 197: HP: 1083, STR: 5274, VIT: 3701, SPD: 55, LUK: 1, Attack: 142774, Defense: 89371, Current HP: 1083, A Avg: 1189307, D Avg: 125119, [Spectral Sword Shigure[172, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 196: HP: 1976, STR: 5275, VIT: 215, SPD: 94, LUK: 1, Attack: 142776, Defense: 87003, Current HP: 1976, A Avg: 1189324, D Avg: 121804, [Spectral Sword Shigure[172, 0, 0, 0], C Magnum[239, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 195: HP: 1083, STR: 5279, VIT: 325, SPD: 59, LUK: 1, Attack: 142782, Defense: 84350, Current HP: 1083, A Avg: 1189374, D Avg: 118089, [Spectral Sword Shigure[172, 0, 0, 0], Conductive Barrier[208, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 194: HP: 2057, STR: 3012, VIT: 668, SPD: 63, LUK: 1, Attack: 142798, Defense: 85896, Current HP: 2057, A Avg: 1189507, D Avg: 120254, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 193: HP: 2109, STR: 3019, VIT: 112, SPD: 59, LUK: 1, Attack: 142808, Defense: 86900, Current HP: 2109, A Avg: 1189590, D Avg: 121659, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 192: HP: 2204, STR: 3019, VIT: 273, SPD: 59, LUK: 1, Attack: 142808, Defense: 87061, Current HP: 2204, A Avg: 1189590, D Avg: 121885, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 191: HP: 2204, STR: 3019, VIT: 132, SPD: 59, LUK: 1, Attack: 142808, Defense: 86920, Current HP: 2204, A Avg: 1189590, D Avg: 121687, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 190: HP: 1501, STR: 5298, VIT: 417, SPD: 55, LUK: 1, Attack: 142810, Defense: 84657, Current HP: 1501, A Avg: 1189607, D Avg: 118519, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Wings[216, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 189: HP: 2147, STR: 5304, VIT: 1231, SPD: 66, LUK: 1, Attack: 142819, Defense: 86095, Current HP: 2147, A Avg: 1189682, D Avg: 120532, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 188: HP: 2071, STR: 5304, VIT: 1253, SPD: 70, LUK: 1, Attack: 142819, Defense: 85675, Current HP: 2071, A Avg: 1189682, D Avg: 119944, [Spectral Sword Shigure[172, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 187: HP: 2530, STR: 5313, VIT: 1023, SPD: 63, LUK: 1, Attack: 142833, Defense: 87135, Current HP: 2530, A Avg: 1189798, D Avg: 121988, [Spectral Sword Shigure[172, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 186: HP: 1064, STR: 7564, VIT: 419, SPD: 55, LUK: 1, Attack: 142838, Defense: 85647, Current HP: 1064, A Avg: 1189840, D Avg: 119905, [Neural Edge[190, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 185: HP: 1159, STR: 7564, VIT: 581, SPD: 55, LUK: 1, Attack: 142838, Defense: 85809, Current HP: 1159, A Avg: 1189840, D Avg: 120132, [Neural Edge[190, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 184: HP: 1159, STR: 7564, VIT: 439, SPD: 55, LUK: 1, Attack: 142838, Defense: 85667, Current HP: 1159, A Avg: 1189840, D Avg: 119933, [Neural Edge[190, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 183: HP: 1501, STR: 7585, VIT: 1776, SPD: 55, LUK: 1, Attack: 142869, Defense: 89344, Current HP: 1501, A Avg: 1190098, D Avg: 125081, [Neural Edge[190, 0, 0, 0], Storm Wall[242, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 182: HP: 4579, STR: 7372, VIT: 1523, SPD: 55, LUK: 1, Attack: 142881, Defense: 89351, Current HP: 4579, A Avg: 1190198, D Avg: 125091, [Wild Card[175, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 181: HP: 4674, STR: 7372, VIT: 1684, SPD: 55, LUK: 1, Attack: 142881, Defense: 89512, Current HP: 4674, A Avg: 1190198, D Avg: 125316, [Wild Card[175, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 180: HP: 4674, STR: 7372, VIT: 1543, SPD: 55, LUK: 1, Attack: 142881, Defense: 89371, Current HP: 4674, A Avg: 1190198, D Avg: 125119, [Wild Card[175, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 179: HP: 1868, STR: 5346, VIT: 1201, SPD: 63, LUK: 1, Attack: 142882, Defense: 86195, Current HP: 1868, A Avg: 1190207, D Avg: 120672, [Spectral Sword Shigure[172, 0, 0, 0], Metalization[228, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 178: HP: 1896, STR: 5350, VIT: 1031, SPD: 66, LUK: 1, Attack: 142888, Defense: 85531, Current HP: 1896, A Avg: 1190257, D Avg: 119743, [Spectral Sword Shigure[172, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 177: HP: 1729, STR: 9747, VIT: 796, SPD: 59, LUK: 1, Attack: 142930, Defense: 87584, Current HP: 1729, A Avg: 1190606, D Avg: 122617, [Zodiac[184, 0, 0, 0], C Magnum[239, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 176: HP: 2147, STR: 5381, VIT: 1644, SPD: 66, LUK: 1, Attack: 142935, Defense: 88445, Current HP: 2147, A Avg: 1190648, D Avg: 123822, [Spectral Sword Shigure[172, 0, 0, 0], Riot[236, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 175: HP: 3401, STR: 7473, VIT: 2033, SPD: 59, LUK: 1, Attack: 142951, Defense: 88821, Current HP: 3401, A Avg: 1190781, D Avg: 124349, [Stargazer[183, 0, 0, 0], C Magnum[239, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 174: HP: 1556, STR: 5401, VIT: 605, SPD: 55, LUK: 1, Attack: 142965, Defense: 86223, Current HP: 1556, A Avg: 1190898, D Avg: 120712, [Spectral Sword Shigure[172, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 173: HP: 1341, STR: 5405, VIT: 830, SPD: 55, LUK: 1, Attack: 142971, Defense: 85668, Current HP: 1341, A Avg: 1190948, D Avg: 119935, [Spectral Sword Shigure[172, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 172: HP: 1868, STR: 5406, VIT: 589, SPD: 63, LUK: 1, Attack: 142972, Defense: 84478, Current HP: 1868, A Avg: 1190956, D Avg: 118269, [Spectral Sword Shigure[172, 0, 0, 0], Small Lion[219, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 171: HP: 1083, STR: 5412, VIT: 195, SPD: 59, LUK: 1, Attack: 142981, Defense: 84331, Current HP: 1083, A Avg: 1191031, D Avg: 118063, [Spectral Sword Shigure[172, 0, 0, 0], Magnum[237, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 170: HP: 1178, STR: 5412, VIT: 356, SPD: 59, LUK: 1, Attack: 142981, Defense: 84492, Current HP: 1178, A Avg: 1191031, D Avg: 118288, [Spectral Sword Shigure[172, 0, 0, 0], Magnum[237, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 169: HP: 1178, STR: 5412, VIT: 215, SPD: 59, LUK: 1, Attack: 142981, Defense: 84351, Current HP: 1178, A Avg: 1191031, D Avg: 118091, [Spectral Sword Shigure[172, 0, 0, 0], Magnum[237, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 168: HP: 1558, STR: 10003, VIT: 1253, SPD: 55, LUK: 1, Attack: 143006, Defense: 89081, Current HP: 1558, A Avg: 1191239, D Avg: 124713, [Impulse[166, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 167: HP: 1282, STR: 3154, VIT: 135, SPD: 55, LUK: 1, Attack: 143011, Defense: 87963, Current HP: 1282, A Avg: 1191281, D Avg: 123148, [Big Bang[171, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 166: HP: 1943, STR: 3154, VIT: 101, SPD: 55, LUK: 1, Attack: 143011, Defense: 87929, Current HP: 1943, A Avg: 1191281, D Avg: 123100, [Big Bang[171, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 165: HP: 1311, STR: 3154, VIT: 101, SPD: 101, LUK: 1, Attack: 143011, Defense: 87929, Current HP: 1311, A Avg: 1191281, D Avg: 123100, [Big Bang[171, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 164: HP: 1292, STR: 3154, VIT: 112, SPD: 90, LUK: 1, Attack: 143011, Defense: 87940, Current HP: 1292, A Avg: 1191281, D Avg: 123115, [Big Bang[171, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 163: HP: 1694, STR: 3154, VIT: 166, SPD: 55, LUK: 1, Attack: 143011, Defense: 87994, Current HP: 1694, A Avg: 1191281, D Avg: 123191, [Big Bang[171, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 162: HP: 1330, STR: 3154, VIT: 132, SPD: 90, LUK: 1, Attack: 143011, Defense: 87960, Current HP: 1330, A Avg: 1191281, D Avg: 123143, [Big Bang[171, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 161: HP: 1250, STR: 5441, VIT: 325, SPD: 55, LUK: 1, Attack: 143025, Defense: 84825, Current HP: 1250, A Avg: 1191398, D Avg: 118754, [Spectral Sword Shigure[172, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 160: HP: 1501, STR: 5442, VIT: 491, SPD: 55, LUK: 1, Attack: 143026, Defense: 85355, Current HP: 1501, A Avg: 1191406, D Avg: 119496, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 159: HP: 1425, STR: 5442, VIT: 547, SPD: 59, LUK: 1, Attack: 143026, Defense: 84969, Current HP: 1425, A Avg: 1191406, D Avg: 118956, [Spectral Sword Shigure[172, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 158: HP: 1273, STR: 3165, VIT: 166, SPD: 55, LUK: 1, Attack: 143027, Defense: 87994, Current HP: 1273, A Avg: 1191414, D Avg: 123191, [Big Bang[171, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
