Rank 1000: HP: 440, STR: 602605, VIT: 257, SPD: 7, LUK: 1, Attack: 1031909, Defense: 83980, Current HP: 440, A Avg: 8595801, D Avg: 117571, [Impulse[166, 230, 230, 230], Pot Lid[201, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 237: HP: 133, STR: 633960, VIT: 215, SPD: 7, LUK: 1, Attack: 1079406, Defense: 87004, Current HP: 133, A Avg: 8991451, D Avg: 121805, [Portal Sword[176, 230, 230, 230], Graffiti[243, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 236: HP: 133, STR: 633960, VIT: 381, SPD: 7, LUK: 1, Attack: 1079406, Defense: 90159, Current HP: 133, A Avg: 8991451, D Avg: 126222, [Portal Sword[176, 230, 230, 230], Blank Shield[244, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 235: HP: 608, STR: 633960, VIT: 661, SPD: 7, LUK: 1, Attack: 1079406, Defense: 87449, Current HP: 608, A Avg: 8991451, D Avg: 122428, [Portal Sword[176, 230, 230, 230], Golem Shield[245, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 234: HP: 418, STR: 633960, VIT: 302, SPD: 8, LUK: 1, Attack: 1079406, Defense: 86180, Current HP: 418, A Avg: 8991451, D Avg: 120651, [Portal Sword[176, 230, 230, 230], Sticky thread shield[247, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 233: HP: 452, STR: 633960, VIT: 387, SPD: 7, LUK: 1, Attack: 1079406, Defense: 86603, Current HP: 452, A Avg: 8991451, D Avg: 121244, [Portal Sword[176, 230, 230, 230], King Shield[248, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 232: HP: 540, STR: 633960, VIT: 664, SPD: 7, LUK: 1, Attack: 1079406, Defense: 87699, Current HP: 540, A Avg: 8991451, D Avg: 122778, [Portal Sword[176, 230, 230, 230], Warrior's Shield[249, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 231: HP: 140, STR: 633960, VIT: 315, SPD: 7, LUK: 1, Attack: 1079406, Defense: 87363, Current HP: 140, A Avg: 8991451, D Avg: 122308, [Portal Sword[176, 230, 230, 230], Ghost shield[251, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 230: HP: 133, STR: 634000, VIT: 242, SPD: 8, LUK: 1, Attack: 1079466, Defense: 84267, Current HP: 133, A Avg: 8991951, D Avg: 117973, [Portal Sword[176, 230, 230, 230], Conductive Barrier[208, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 229: HP: 231, STR: 634004, VIT: 263, SPD: 7, LUK: 1, Attack: 1079472, Defense: 84204, Current HP: 231, A Avg: 8992001, D Avg: 117885, [Portal Sword[176, 230, 230, 230], Dragon's Scales[215, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 228: HP: 196, STR: 634013, VIT: 273, SPD: 7, LUK: 1, Attack: 1079485, Defense: 85891, Current HP: 196, A Avg: 8992110, D Avg: 120247, [Portal Sword[176, 230, 230, 230], Mask of the Grim Reaper[214, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 227: HP: 163, STR: 634018, VIT: 417, SPD: 7, LUK: 1, Attack: 1079493, Defense: 85255, Current HP: 163, A Avg: 8992176, D Avg: 119356, [Portal Sword[176, 230, 230, 230], Bulletproof Shield[235, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 226: HP: 266, STR: 634022, VIT: 265, SPD: 7, LUK: 1, Attack: 1079499, Defense: 84505, Current HP: 266, A Avg: 8992226, D Avg: 118306, [Portal Sword[176, 230, 230, 230], Dragon's Wings[216, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 225: HP: 266, STR: 634040, VIT: 426, SPD: 7, LUK: 1, Attack: 1079526, Defense: 87227, Current HP: 266, A Avg: 8992451, D Avg: 122117, [Portal Sword[176, 230, 230, 230], Riot[236, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 224: HP: 266, STR: 634062, VIT: 274, SPD: 7, LUK: 1, Attack: 1079559, Defense: 85138, Current HP: 266, A Avg: 8992726, D Avg: 119193, [Portal Sword[176, 230, 230, 230], Dragon's Head[217, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 223: HP: 190, STR: 634062, VIT: 278, SPD: 8, LUK: 1, Attack: 1079559, Defense: 84700, Current HP: 190, A Avg: 8992726, D Avg: 118579, [Portal Sword[176, 230, 230, 230], Superconducting Barrier[220, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 222: HP: 171, STR: 634066, VIT: 327, SPD: 7, LUK: 1, Attack: 1079565, Defense: 84918, Current HP: 171, A Avg: 8992776, D Avg: 118885, [Portal Sword[176, 230, 230, 230], Black Hole[229, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 221: HP: 209, STR: 634066, VIT: 336, SPD: 7, LUK: 1, Attack: 1079565, Defense: 87254, Current HP: 209, A Avg: 8992776, D Avg: 122155, [Portal Sword[176, 230, 230, 230], White Hole[230, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 220: HP: 1444, STR: 634057, VIT: 204, SPD: 7, LUK: 1, Attack: 1079863, Defense: 86121, Current HP: 1444, A Avg: 8995258, D Avg: 120569, [Santoku[159, 230, 230, 230], Frying Pan[231, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 219: HP: 460, STR: 634268, VIT: 390, SPD: 7, LUK: 1, Attack: 1079868, Defense: 86502, Current HP: 460, A Avg: 8995300, D Avg: 121102, [Portal Sword[176, 230, 230, 230], Goblin Hand[250, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 218: HP: 513, STR: 634312, VIT: 595, SPD: 7, LUK: 1, Attack: 1079934, Defense: 85589, Current HP: 513, A Avg: 8995850, D Avg: 119824, [Portal Sword[176, 230, 230, 230], Metalization[228, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 217: HP: 494, STR: 635874, VIT: 70, SPD: 8, LUK: 1, Attack: 1079995, Defense: 86858, Current HP: 494, A Avg: 8996358, D Avg: 121601, [Pinpoint[112, 230, 230, 230], C Magnum[239, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 216: HP: 452, STR: 635201, VIT: 213, SPD: 7, LUK: 1, Attack: 1080195, Defense: 86429, Current HP: 452, A Avg: 8998024, D Avg: 121000, [Jack Knife[185, 230, 230, 230], King Shield[248, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 215: HP: 260, STR: 634022, VIT: 506, SPD: 7, LUK: 1, Attack: 1080825, Defense: 87294, Current HP: 260, A Avg: 9003272, D Avg: 122211, [Moon Knuckle[153, 230, 230, 230], Energy Shield[227, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 214: HP: 133, STR: 634964, VIT: 215, SPD: 8, LUK: 1, Attack: 1080912, Defense: 84351, Current HP: 133, A Avg: 9003996, D Avg: 118091, [Portal Sword[176, 230, 230, 230], Magnum[237, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 213: HP: 133, STR: 635421, VIT: 215, SPD: 8, LUK: 1, Attack: 1081597, Defense: 84559, Current HP: 133, A Avg: 9009703, D Avg: 118382, [Portal Sword[176, 230, 230, 230], V Magnum[238, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 212: HP: 418, STR: 634616, VIT: 385, SPD: 8, LUK: 1, Attack: 1081657, Defense: 84807, Current HP: 418, A Avg: 9010202, D Avg: 118729, [Cuttlefish[178, 230, 230, 230], Superconducting Barrier[220, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 211: HP: 399, STR: 635984, VIT: 215, SPD: 8, LUK: 1, Attack: 1082442, Defense: 87003, Current HP: 399, A Avg: 9016741, D Avg: 121804, [Portal Sword[176, 230, 230, 230], C Magnum[239, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 210: HP: 893, STR: 638431, VIT: 456, SPD: 7, LUK: 1, Attack: 1086366, Defense: 90234, Current HP: 893, A Avg: 9049428, D Avg: 126327, [Spear of Regression[182, 230, 230, 230], Blank Shield[244, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 209: HP: 247, STR: 648256, VIT: 97, SPD: 7, LUK: 1, Attack: 1098568, Defense: 84103, Current HP: 247, A Avg: 9151071, D Avg: 117744, [Pinpoint[112, 230, 230, 230], Wings of Beast[210, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 208: HP: 228, STR: 648256, VIT: 485, SPD: 7, LUK: 1, Attack: 1098568, Defense: 86155, Current HP: 228, A Avg: 9151071, D Avg: 120616, [Pinpoint[112, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 207: HP: 281, STR: 648319, VIT: 97, SPD: 7, LUK: 1, Attack: 1098663, Defense: 84597, Current HP: 281, A Avg: 9151862, D Avg: 118435, [Pinpoint[112, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 206: HP: 307, STR: 648432, VIT: 107, SPD: 7, LUK: 1, Attack: 1098832, Defense: 84113, Current HP: 307, A Avg: 9153270, D Avg: 117758, [Pinpoint[112, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 205: HP: 247, STR: 648445, VIT: 89, SPD: 7, LUK: 1, Attack: 1098852, Defense: 83952, Current HP: 247, A Avg: 9153437, D Avg: 117532, [Pinpoint[112, 230, 230, 230], Small Sword[218, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 204: HP: 323, STR: 648481, VIT: 97, SPD: 7, LUK: 1, Attack: 1098906, Defense: 83986, Current HP: 323, A Avg: 9153886, D Avg: 117580, [Pinpoint[112, 230, 230, 230], Small Lion[219, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 203: HP: 798, STR: 648706, VIT: 610, SPD: 7, LUK: 1, Attack: 1099243, Defense: 88178, Current HP: 798, A Avg: 9156694, D Avg: 123449, [Pinpoint[112, 230, 230, 230], Storm Wall[242, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 202: HP: 228, STR: 648733, VIT: 70, SPD: 7, LUK: 1, Attack: 1099284, Defense: 84258, Current HP: 228, A Avg: 9157035, D Avg: 117961, [Pinpoint[112, 230, 230, 230], Dragon Sword[225, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 201: HP: 304, STR: 648886, VIT: 128, SPD: 7, LUK: 1, Attack: 1099513, Defense: 85356, Current HP: 304, A Avg: 9158943, D Avg: 119498, [Pinpoint[112, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 200: HP: 228, STR: 649786, VIT: 70, SPD: 7, LUK: 1, Attack: 1100863, Defense: 87898, Current HP: 228, A Avg: 9170188, D Avg: 123057, [Pinpoint[112, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 199: HP: 152, STR: 648369, VIT: 242, SPD: 7, LUK: 1, Attack: 1101019, Defense: 84248, Current HP: 152, A Avg: 9171488, D Avg: 117947, [Portal Sword[176, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 198: HP: 133, STR: 648369, VIT: 630, SPD: 7, LUK: 1, Attack: 1101019, Defense: 86300, Current HP: 133, A Avg: 9171488, D Avg: 120819, [Portal Sword[176, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 197: HP: 186, STR: 648432, VIT: 242, SPD: 7, LUK: 1, Attack: 1101114, Defense: 84742, Current HP: 186, A Avg: 9172279, D Avg: 118638, [Portal Sword[176, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 196: HP: 212, STR: 648544, VIT: 253, SPD: 7, LUK: 1, Attack: 1101282, Defense: 84259, Current HP: 212, A Avg: 9173679, D Avg: 117962, [Portal Sword[176, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 195: HP: 152, STR: 648558, VIT: 234, SPD: 7, LUK: 1, Attack: 1101303, Defense: 84097, Current HP: 152, A Avg: 9173853, D Avg: 117735, [Portal Sword[176, 230, 230, 230], Small Sword[218, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 194: HP: 228, STR: 648594, VIT: 242, SPD: 7, LUK: 1, Attack: 1101357, Defense: 84131, Current HP: 228, A Avg: 9174303, D Avg: 117783, [Portal Sword[176, 230, 230, 230], Small Lion[219, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 193: HP: 456, STR: 648513, VIT: 568, SPD: 7, LUK: 1, Attack: 1101586, Defense: 86238, Current HP: 456, A Avg: 9176211, D Avg: 120733, [God Hand[179, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 192: HP: 703, STR: 648819, VIT: 755, SPD: 7, LUK: 1, Attack: 1101694, Defense: 88323, Current HP: 703, A Avg: 9177111, D Avg: 123652, [Portal Sword[176, 230, 230, 230], Storm Wall[242, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 191: HP: 133, STR: 648846, VIT: 215, SPD: 7, LUK: 1, Attack: 1101735, Defense: 84403, Current HP: 133, A Avg: 9177452, D Avg: 118164, [Portal Sword[176, 230, 230, 230], Dragon Sword[225, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 190: HP: 209, STR: 648999, VIT: 273, SPD: 7, LUK: 1, Attack: 1101964, Defense: 85501, Current HP: 209, A Avg: 9179360, D Avg: 119701, [Portal Sword[176, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 189: HP: 133, STR: 649899, VIT: 215, SPD: 7, LUK: 1, Attack: 1103314, Defense: 88043, Current HP: 133, A Avg: 9190605, D Avg: 123260, [Portal Sword[176, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 188: HP: 304, STR: 649323, VIT: 128, SPD: 7, LUK: 1, Attack: 1104562, Defense: 85356, Current HP: 304, A Avg: 9201001, D Avg: 119498, [Tekken[188, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 187: HP: 140, STR: 658554, VIT: 128, SPD: 7, LUK: 1, Attack: 1136731, Defense: 87176, Current HP: 140, A Avg: 9468969, D Avg: 122046, [Sword of Evil[189, 230, 230, 230], Ghost shield[251, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 186: HP: 228, STR: 676997, VIT: 100, SPD: 7, LUK: 1, Attack: 1141153, Defense: 83963, Current HP: 228, A Avg: 9505804, D Avg: 117548, [Wasp Knife[105, 230, 230, 230], Titanium Shield[205, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 185: HP: 1349, STR: 677077, VIT: 134, SPD: 7, LUK: 1, Attack: 1141527, Defense: 86051, Current HP: 1349, A Avg: 9508919, D Avg: 120471, [Rusty Knife[156, 230, 230, 230], Frying Pan[231, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 184: HP: 209, STR: 677349, VIT: 50, SPD: 7, LUK: 1, Attack: 1141681, Defense: 83978, Current HP: 209, A Avg: 9510202, D Avg: 117569, [Short Sword[103, 230, 230, 230], Tower Shield[213, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 183: HP: 209, STR: 677378, VIT: 50, SPD: 7, LUK: 1, Attack: 1141783, Defense: 83978, Current HP: 209, A Avg: 9511052, D Avg: 117569, [Long Sword[104, 230, 230, 230], Tower Shield[213, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 182: HP: 266, STR: 677373, VIT: 73, SPD: 7, LUK: 1, Attack: 1141844, Defense: 83910, Current HP: 266, A Avg: 9511560, D Avg: 117473, [Emerald Sword[115, 230, 230, 230], Emerald Shield[209, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 181: HP: 285, STR: 677425, VIT: 269, SPD: 7, LUK: 1, Attack: 1142088, Defense: 87109, Current HP: 285, A Avg: 9513593, D Avg: 121952, [Phantom Sword[117, 230, 230, 230], Aurora Shield[240, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 180: HP: 623, STR: 677396, VIT: 478, SPD: 7, LUK: 1, Attack: 1142103, Defense: 87266, Current HP: 623, A Avg: 9513717, D Avg: 122172, [Crescent[141, 230, 230, 230], Golem Shield[245, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 179: HP: 288, STR: 677457, VIT: 39, SPD: 7, LUK: 1, Attack: 1142467, Defense: 83967, Current HP: 288, A Avg: 9516750, D Avg: 117553, [Sword of the Spirit Tree[125, 230, 230, 230], Hardwood Shield[223, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 178: HP: 1539, STR: 677077, VIT: 221, SPD: 7, LUK: 1, Attack: 1142677, Defense: 86138, Current HP: 1539, A Avg: 9518499, D Avg: 120593, [Thin Blade[158, 230, 230, 230], Frying Pan[231, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 177: HP: 300, STR: 677429, VIT: 257, SPD: 7, LUK: 1, Attack: 1142776, Defense: 87097, Current HP: 300, A Avg: 9519324, D Avg: 121935, [Dreaming Sword[128, 230, 230, 230], Aurora Shield[240, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 176: HP: 418, STR: 677213, VIT: 178, SPD: 7, LUK: 1, Attack: 1142803, Defense: 85146, Current HP: 418, A Avg: 9519548, D Avg: 119204, [Penetra[161, 230, 230, 230], Huge Shield[234, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 175: HP: 665, STR: 677457, VIT: 508, SPD: 7, LUK: 1, Attack: 1142955, Defense: 87296, Current HP: 665, A Avg: 9520815, D Avg: 122214, [Volcano[142, 230, 230, 230], Golem Shield[245, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 174: HP: 1349, STR: 677279, VIT: 143, SPD: 7, LUK: 1, Attack: 1143175, Defense: 86060, Current HP: 1349, A Avg: 9522647, D Avg: 120483, [Willow Blade[157, 230, 230, 230], Frying Pan[231, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 173: HP: 665, STR: 677645, VIT: 535, SPD: 7, LUK: 1, Attack: 1143568, Defense: 87323, Current HP: 665, A Avg: 9525921, D Avg: 122252, [Irruption[154, 230, 230, 230], Golem Shield[245, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 172: HP: 240, STR: 677711, VIT: 186, SPD: 7, LUK: 1, Attack: 1143749, Defense: 83909, Current HP: 240, A Avg: 9527429, D Avg: 117472, [Pulse Knife[165, 230, 230, 230], Pot Lid[201, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 171: HP: 240, STR: 677711, VIT: 186, SPD: 7, LUK: 1, Attack: 1143749, Defense: 83919, Current HP: 240, A Avg: 9527429, D Avg: 117486, [Pulse Knife[165, 230, 230, 230], High Pot Lid[202, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 170: HP: 228, STR: 677711, VIT: 206, SPD: 7, LUK: 1, Attack: 1143749, Defense: 84075, Current HP: 228, A Avg: 9527429, D Avg: 117704, [Pulse Knife[165, 230, 230, 230], Wooden Shield[203, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 169: HP: 228, STR: 677711, VIT: 213, SPD: 7, LUK: 1, Attack: 1143749, Defense: 84017, Current HP: 228, A Avg: 9527429, D Avg: 117623, [Pulse Knife[165, 230, 230, 230], Iron Shield[204, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 168: HP: 228, STR: 677711, VIT: 204, SPD: 7, LUK: 1, Attack: 1143749, Defense: 84067, Current HP: 228, A Avg: 9527429, D Avg: 117693, [Pulse Knife[165, 230, 230, 230], Titanium Shield[205, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 167: HP: 228, STR: 677711, VIT: 226, SPD: 7, LUK: 1, Attack: 1143749, Defense: 84115, Current HP: 228, A Avg: 9527429, D Avg: 117760, [Pulse Knife[165, 230, 230, 230], Large iron Shield[206, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 166: HP: 240, STR: 677711, VIT: 213, SPD: 7, LUK: 1, Attack: 1143749, Defense: 84089, Current HP: 240, A Avg: 9527429, D Avg: 117724, [Pulse Knife[165, 230, 230, 230], Magic Shield[207, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 165: HP: 285, STR: 677711, VIT: 221, SPD: 7, LUK: 1, Attack: 1143749, Defense: 84058, Current HP: 285, A Avg: 9527429, D Avg: 117681, [Pulse Knife[165, 230, 230, 230], Emerald Shield[209, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 164: HP: 300, STR: 677711, VIT: 205, SPD: 7, LUK: 1, Attack: 1143749, Defense: 83977, Current HP: 300, A Avg: 9527429, D Avg: 117567, [Pulse Knife[165, 230, 230, 230], Clear Shield[211, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 163: HP: 340, STR: 677711, VIT: 213, SPD: 7, LUK: 1, Attack: 1143749, Defense: 84232, Current HP: 340, A Avg: 9527429, D Avg: 117924, [Pulse Knife[165, 230, 230, 230], Prism Shield[212, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 162: HP: 304, STR: 677711, VIT: 215, SPD: 7, LUK: 1, Attack: 1143749, Defense: 84143, Current HP: 304, A Avg: 9527429, D Avg: 117800, [Pulse Knife[165, 230, 230, 230], Tower Shield[213, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 161: HP: 396, STR: 677711, VIT: 249, SPD: 7, LUK: 1, Attack: 1143749, Defense: 84811, Current HP: 396, A Avg: 9527429, D Avg: 118735, [Pulse Knife[165, 230, 230, 230], Slime Shield[221, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 160: HP: 326, STR: 677711, VIT: 204, SPD: 7, LUK: 1, Attack: 1143749, Defense: 84132, Current HP: 326, A Avg: 9527429, D Avg: 117784, [Pulse Knife[165, 230, 230, 230], Hardwood Shield[223, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 159: HP: 240, STR: 677711, VIT: 556, SPD: 7, LUK: 1, Attack: 1143749, Defense: 87344, Current HP: 240, A Avg: 9527429, D Avg: 122281, [Pulse Knife[165, 230, 230, 230], Energy Shield[227, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 158: HP: 1292, STR: 677711, VIT: 195, SPD: 7, LUK: 1, Attack: 1143749, Defense: 86112, Current HP: 1292, A Avg: 9527429, D Avg: 120556, [Pulse Knife[165, 230, 230, 230], Frying Pan[231, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 157: HP: 544, STR: 677711, VIT: 278, SPD: 7, LUK: 1, Attack: 1143749, Defense: 85012, Current HP: 544, A Avg: 9527429, D Avg: 119016, [Pulse Knife[165, 230, 230, 230], Slafield[232, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 156: HP: 420, STR: 677711, VIT: 249, SPD: 7, LUK: 1, Attack: 1143749, Defense: 85724, Current HP: 420, A Avg: 9527429, D Avg: 120013, [Pulse Knife[165, 230, 230, 230], Mist Shield[233, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 155: HP: 418, STR: 677711, VIT: 282, SPD: 7, LUK: 1, Attack: 1143749, Defense: 85250, Current HP: 418, A Avg: 9527429, D Avg: 119349, [Pulse Knife[165, 230, 230, 230], Huge Shield[234, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 154: HP: 342, STR: 677711, VIT: 415, SPD: 7, LUK: 1, Attack: 1143749, Defense: 87255, Current HP: 342, A Avg: 9527429, D Avg: 122156, [Pulse Knife[165, 230, 230, 230], Aurora Shield[240, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 153: HP: 360, STR: 677711, VIT: 261, SPD: 7, LUK: 1, Attack: 1143749, Defense: 87686, Current HP: 360, A Avg: 9527429, D Avg: 122760, [Pulse Knife[165, 230, 230, 230], Cloud Shield[241, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 152: HP: 228, STR: 677711, VIT: 186, SPD: 7, LUK: 1, Attack: 1143749, Defense: 86975, Current HP: 228, A Avg: 9527429, D Avg: 121764, [Pulse Knife[165, 230, 230, 230], Graffiti[243, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 151: HP: 228, STR: 677711, VIT: 352, SPD: 7, LUK: 1, Attack: 1143749, Defense: 90130, Current HP: 228, A Avg: 9527429, D Avg: 126181, [Pulse Knife[165, 230, 230, 230], Blank Shield[244, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 150: HP: 703, STR: 677711, VIT: 630, SPD: 7, LUK: 1, Attack: 1143749, Defense: 87418, Current HP: 703, A Avg: 9527429, D Avg: 122385, [Pulse Knife[165, 230, 230, 230], Golem Shield[245, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 149: HP: 513, STR: 677711, VIT: 273, SPD: 8, LUK: 1, Attack: 1143749, Defense: 86151, Current HP: 513, A Avg: 9527429, D Avg: 120611, [Pulse Knife[165, 230, 230, 230], Sticky thread shield[247, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 148: HP: 547, STR: 677711, VIT: 356, SPD: 7, LUK: 1, Attack: 1143749, Defense: 86572, Current HP: 547, A Avg: 9527429, D Avg: 121200, [Pulse Knife[165, 230, 230, 230], King Shield[248, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 147: HP: 640, STR: 677711, VIT: 634, SPD: 7, LUK: 1, Attack: 1143749, Defense: 87669, Current HP: 640, A Avg: 9527429, D Avg: 122736, [Pulse Knife[165, 230, 230, 230], Warrior's Shield[249, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 146: HP: 240, STR: 677711, VIT: 286, SPD: 7, LUK: 1, Attack: 1143749, Defense: 87334, Current HP: 240, A Avg: 9527429, D Avg: 122267, [Pulse Knife[165, 230, 230, 230], Ghost shield[251, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 145: HP: 228, STR: 677754, VIT: 213, SPD: 8, LUK: 1, Attack: 1143813, Defense: 84238, Current HP: 228, A Avg: 9527962, D Avg: 117933, [Pulse Knife[165, 230, 230, 230], Conductive Barrier[208, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 144: HP: 326, STR: 677758, VIT: 232, SPD: 7, LUK: 1, Attack: 1143819, Defense: 84173, Current HP: 326, A Avg: 9528012, D Avg: 117842, [Pulse Knife[165, 230, 230, 230], Dragon's Scales[215, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 143: HP: 296, STR: 677768, VIT: 244, SPD: 7, LUK: 1, Attack: 1143834, Defense: 85862, Current HP: 296, A Avg: 9528137, D Avg: 120206, [Pulse Knife[165, 230, 230, 230], Mask of the Grim Reaper[214, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 142: HP: 258, STR: 677772, VIT: 387, SPD: 7, LUK: 1, Attack: 1143840, Defense: 85225, Current HP: 258, A Avg: 9528187, D Avg: 119314, [Pulse Knife[165, 230, 230, 230], Bulletproof Shield[235, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
