Rank 108413: 82335 - [387, 107252, 000] - HP: 650, STR: 267, VIT: 821, SPD: 27, LUK: 1, Attack: 132651, Defense: 90599, Current HP: 650, A Avg: 1104982, D Avg: 126838, [Basic[169, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 108429: 27320 - [395, 107244, 000] - HP: 950, STR: 447, VIT: 1429, SPD: 23, LUK: 1, Attack: 127440, Defense: 91207, Current HP: 950, A Avg: 1061575, D Avg: 127689, [Maximum Iron Mass[123, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 108429: 30906 - [395, 107244, 000] - HP: 881, STR: 418, VIT: 1408, SPD: 27, LUK: 1, Attack: 128274, Defense: 91186, Current HP: 881, A Avg: 1068522, D Avg: 127660, [Yggdrasil[126, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 108429: 30908 - [395, 107244, 000] - HP: 1064, STR: 702, VIT: 1531, SPD: 23, LUK: 1, Attack: 128700, Defense: 91309, Current HP: 1064, A Avg: 1072070, D Avg: 127832, [Yggdrasil[126, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 108429: 34496 - [395, 107244, 000] - HP: 779, STR: 561, VIT: 1469, SPD: 23, LUK: 1, Attack: 126842, Defense: 91247, Current HP: 779, A Avg: 1056593, D Avg: 127745, [Kirisame[129, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 108429: 35692 - [395, 107244, 000] - HP: 931, STR: 575, VIT: 1469, SPD: 23, LUK: 1, Attack: 127045, Defense: 91247, Current HP: 931, A Avg: 1058284, D Avg: 127745, [Black Kirisame[130, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 108429: 39280 - [395, 107244, 000] - HP: 836, STR: 348, VIT: 1457, SPD: 23, LUK: 1, Attack: 126804, Defense: 91235, Current HP: 836, A Avg: 1056277, D Avg: 127728, [Cagliostro[133, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 108429: 40476 - [395, 107244, 000] - HP: 1010, STR: 656, VIT: 1479, SPD: 23, LUK: 1, Attack: 128434, Defense: 91257, Current HP: 1010, A Avg: 1069855, D Avg: 127759, [Red Shark[134, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 108429: 41672 - [395, 107244, 000] - HP: 849, STR: 392, VIT: 1374, SPD: 23, LUK: 1, Attack: 126285, Defense: 91152, Current HP: 849, A Avg: 1051954, D Avg: 127612, [Ninja[135, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 108429: 42868 - [395, 107244, 000] - HP: 858, STR: 417, VIT: 1420, SPD: 23, LUK: 1, Attack: 126478, Defense: 91198, Current HP: 858, A Avg: 1053561, D Avg: 127677, [Crossed Shuriken[136, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 108429: 44064 - [395, 107244, 000] - HP: 788, STR: 478, VIT: 1466, SPD: 23, LUK: 1, Attack: 126882, Defense: 91244, Current HP: 788, A Avg: 1056927, D Avg: 127741, [Windmill[137, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 108429: 45258 - [395, 107244, 000] - HP: 755, STR: 340, VIT: 1391, SPD: 27, LUK: 1, Attack: 129463, Defense: 91169, Current HP: 755, A Avg: 1078426, D Avg: 127636, [Fire Chariot[138, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 108429: 45260 - [395, 107244, 000] - HP: 950, STR: 474, VIT: 1515, SPD: 23, LUK: 1, Attack: 129664, Defense: 91293, Current HP: 950, A Avg: 1080101, D Avg: 127810, [Fire Chariot[138, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 108429: 46456 - [395, 107244, 000] - HP: 942, STR: 474, VIT: 1512, SPD: 23, LUK: 1, Attack: 126876, Defense: 91290, Current HP: 942, A Avg: 1056877, D Avg: 127805, [Dragon Killer[139, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 108429: 50044 - [395, 107244, 000] - HP: 931, STR: 615, VIT: 1512, SPD: 23, LUK: 1, Attack: 127692, Defense: 91290, Current HP: 931, A Avg: 1063674, D Avg: 127805, [Volcano[142, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 108429: 51240 - [395, 107244, 000] - HP: 931, STR: 457, VIT: 1402, SPD: 23, LUK: 1, Attack: 128293, Defense: 91180, Current HP: 931, A Avg: 1068680, D Avg: 127651, [Thunder Whip[143, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 108429: 52436 - [395, 107244, 000] - HP: 950, STR: 447, VIT: 1472, SPD: 23, LUK: 1, Attack: 126835, Defense: 91250, Current HP: 950, A Avg: 1056535, D Avg: 127749, [Serpent[144, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 108429: 53630 - [395, 107244, 000] - HP: 734, STR: 393, VIT: 1408, SPD: 27, LUK: 1, Attack: 127827, Defense: 91186, Current HP: 734, A Avg: 1064798, D Avg: 127660, [Kraken[145, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 108429: 53632 - [395, 107244, 000] - HP: 931, STR: 522, VIT: 1531, SPD: 23, LUK: 1, Attack: 128020, Defense: 91309, Current HP: 931, A Avg: 1066406, D Avg: 127832, [Kraken[145, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 108429: 54826 - [395, 107244, 000] - HP: 793, STR: 354, VIT: 1414, SPD: 27, LUK: 1, Attack: 126579, Defense: 91192, Current HP: 793, A Avg: 1054403, D Avg: 127668, [Alucard[146, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 108429: 54828 - [395, 107244, 000] - HP: 984, STR: 719, VIT: 1537, SPD: 23, LUK: 1, Attack: 127126, Defense: 91315, Current HP: 984, A Avg: 1058959, D Avg: 127840, [Alucard[146, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 108429: 56022 - [395, 107244, 000] - HP: 902, STR: 515, VIT: 1545, SPD: 27, LUK: 1, Attack: 130291, Defense: 91323, Current HP: 902, A Avg: 1085324, D Avg: 127852, [Progress[147, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 108429: 56024 - [395, 107244, 000] - HP: 1083, STR: 936, VIT: 1660, SPD: 23, LUK: 1, Attack: 130923, Defense: 91438, Current HP: 1083, A Avg: 1090588, D Avg: 128013, [Progress[147, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 108429: 57220 - [395, 107244, 000] - HP: 919, STR: 685, VIT: 1469, SPD: 23, LUK: 1, Attack: 129649, Defense: 91247, Current HP: 919, A Avg: 1079976, D Avg: 127745, [Scythe of the Grim Reaper[148, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 108429: 58414 - [395, 107244, 000] - HP: 818, STR: 386, VIT: 1499, SPD: 27, LUK: 1, Attack: 128577, Defense: 91277, Current HP: 818, A Avg: 1071046, D Avg: 127787, [Tower[149, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 108429: 58416 - [395, 107244, 000] - HP: 1007, STR: 516, VIT: 1617, SPD: 23, LUK: 1, Attack: 128772, Defense: 91395, Current HP: 1007, A Avg: 1072670, D Avg: 127952, [Tower[149, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 108429: 59610 - [395, 107244, 000] - HP: 797, STR: 342, VIT: 1408, SPD: 27, LUK: 1, Attack: 127731, Defense: 91186, Current HP: 797, A Avg: 1063999, D Avg: 127660, [Granada[150, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 108429: 59612 - [395, 107244, 000] - HP: 988, STR: 476, VIT: 1531, SPD: 23, LUK: 1, Attack: 127932, Defense: 91309, Current HP: 988, A Avg: 1065673, D Avg: 127832, [Granada[150, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 108429: 60808 - [395, 107244, 000] - HP: 1045, STR: 436, VIT: 1488, SPD: 23, LUK: 1, Attack: 127131, Defense: 91266, Current HP: 1045, A Avg: 1059001, D Avg: 127772, [Ruby Knuckle[151, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 108429: 62002 - [395, 107244, 000] - HP: 881, STR: 409, VIT: 1454, SPD: 27, LUK: 1, Attack: 127589, Defense: 91232, Current HP: 881, A Avg: 1062816, D Avg: 127724, [Diamond Knuckle[152, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 108429: 62004 - [395, 107244, 000] - HP: 1064, STR: 537, VIT: 1574, SPD: 23, LUK: 1, Attack: 127781, Defense: 91352, Current HP: 1064, A Avg: 1064415, D Avg: 127892, [Diamond Knuckle[152, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 108429: 63198 - [395, 107244, 000] - HP: 587, STR: 496, VIT: 1558, SPD: 27, LUK: 1, Attack: 130536, Defense: 91336, Current HP: 587, A Avg: 1087364, D Avg: 127870, [Moon Knuckle[153, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 108429: 63200 - [395, 107244, 000] - HP: 798, STR: 617, VIT: 1672, SPD: 23, LUK: 1, Attack: 130717, Defense: 91450, Current HP: 798, A Avg: 1088872, D Avg: 128029, [Moon Knuckle[153, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 108429: 64394 - [395, 107244, 000] - HP: 734, STR: 529, VIT: 1395, SPD: 27, LUK: 1, Attack: 127894, Defense: 91173, Current HP: 734, A Avg: 1065357, D Avg: 127642, [Irruption[154, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 108429: 64396 - [395, 107244, 000] - HP: 931, STR: 831, VIT: 1519, SPD: 23, LUK: 1, Attack: 128347, Defense: 91297, Current HP: 931, A Avg: 1069130, D Avg: 127815, [Irruption[154, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 108429: 65592 - [395, 107244, 000] - HP: 1235, STR: 599, VIT: 1328, SPD: 23, LUK: 1, Attack: 129423, Defense: 91106, Current HP: 1235, A Avg: 1078093, D Avg: 127548, [Dancing[155, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 108429: 66786 - [395, 107244, 000] - HP: 734, STR: 342, VIT: 1421, SPD: 27, LUK: 1, Attack: 126424, Defense: 91199, Current HP: 734, A Avg: 1053111, D Avg: 127678, [Rusty Knife[156, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 108429: 66788 - [395, 107244, 000] - HP: 931, STR: 476, VIT: 1543, SPD: 23, LUK: 1, Attack: 126625, Defense: 91321, Current HP: 931, A Avg: 1054786, D Avg: 127849, [Rusty Knife[156, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 108429: 67982 - [395, 107244, 000] - HP: 734, STR: 602, VIT: 1467, SPD: 27, LUK: 1, Attack: 128160, Defense: 91245, Current HP: 734, A Avg: 1067572, D Avg: 127742, [Willow Blade[157, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 108429: 67984 - [395, 107244, 000] - HP: 931, STR: 713, VIT: 1586, SPD: 23, LUK: 1, Attack: 128326, Defense: 91364, Current HP: 931, A Avg: 1068955, D Avg: 127909, [Willow Blade[157, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 108429: 69161 - [395, 107244, 000] - HP: 864, STR: 207, VIT: 1426, SPD: 23, LUK: 1, Attack: 127372, Defense: 91204, Current HP: 864, A Avg: 1061008, D Avg: 127685, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 108429: 69162 - [395, 107244, 000] - HP: 855, STR: 218, VIT: 1426, SPD: 23, LUK: 1, Attack: 127389, Defense: 91204, Current HP: 855, A Avg: 1061150, D Avg: 127685, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 108429: 69166 - [395, 107244, 000] - HP: 855, STR: 280, VIT: 1457, SPD: 23, LUK: 1, Attack: 127482, Defense: 91235, Current HP: 855, A Avg: 1061925, D Avg: 127728, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 108429: 69171 - [395, 107244, 000] - HP: 1210, STR: 207, VIT: 1457, SPD: 23, LUK: 1, Attack: 127372, Defense: 91235, Current HP: 1210, A Avg: 1061008, D Avg: 127728, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 108429: 69181 - [395, 107244, 000] - HP: 1100, STR: 258, VIT: 1500, SPD: 23, LUK: 1, Attack: 127449, Defense: 91278, Current HP: 1100, A Avg: 1061650, D Avg: 127789, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 108429: 70357 - [395, 107244, 000] - HP: 864, STR: 407, VIT: 1457, SPD: 23, LUK: 1, Attack: 129388, Defense: 91235, Current HP: 864, A Avg: 1077802, D Avg: 127728, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 108429: 70358 - [395, 107244, 000] - HP: 855, STR: 417, VIT: 1457, SPD: 23, LUK: 1, Attack: 129403, Defense: 91235, Current HP: 855, A Avg: 1077926, D Avg: 127728, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 108429: 70362 - [395, 107244, 000] - HP: 855, STR: 537, VIT: 1488, SPD: 23, LUK: 1, Attack: 129583, Defense: 91266, Current HP: 855, A Avg: 1079426, D Avg: 127772, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 108429: 70367 - [395, 107244, 000] - HP: 1210, STR: 407, VIT: 1488, SPD: 23, LUK: 1, Attack: 129388, Defense: 91266, Current HP: 1210, A Avg: 1077802, D Avg: 127772, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 108429: 70377 - [395, 107244, 000] - HP: 1100, STR: 457, VIT: 1531, SPD: 23, LUK: 1, Attack: 129463, Defense: 91309, Current HP: 1100, A Avg: 1078426, D Avg: 127832, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 108429: 71570 - [395, 107244, 000] - HP: 856, STR: 411, VIT: 1535, SPD: 27, LUK: 1, Attack: 128181, Defense: 91313, Current HP: 856, A Avg: 1067747, D Avg: 127838, [White Snake[160, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 108429: 71572 - [395, 107244, 000] - HP: 1041, STR: 539, VIT: 1651, SPD: 23, LUK: 1, Attack: 128373, Defense: 91429, Current HP: 1041, A Avg: 1069347, D Avg: 128000, [White Snake[160, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 108429: 73945 - [395, 107244, 000] - HP: 670, STR: 331, VIT: 1423, SPD: 23, LUK: 1, Attack: 128962, Defense: 91201, Current HP: 670, A Avg: 1074253, D Avg: 127681, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 108429: 73946 - [395, 107244, 000] - HP: 661, STR: 342, VIT: 1423, SPD: 23, LUK: 1, Attack: 128979, Defense: 91201, Current HP: 661, A Avg: 1074395, D Avg: 127681, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 108429: 73950 - [395, 107244, 000] - HP: 661, STR: 342, VIT: 1454, SPD: 23, LUK: 1, Attack: 128979, Defense: 91232, Current HP: 661, A Avg: 1074395, D Avg: 127724, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 108429: 73955 - [395, 107244, 000] - HP: 985, STR: 331, VIT: 1454, SPD: 23, LUK: 1, Attack: 128962, Defense: 91232, Current HP: 985, A Avg: 1074253, D Avg: 127724, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 108429: 73962 - [395, 107244, 000] - HP: 940, STR: 478, VIT: 1712, SPD: 27, LUK: 1, Attack: 129183, Defense: 91490, Current HP: 940, A Avg: 1076094, D Avg: 128085, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 108429: 73965 - [395, 107244, 000] - HP: 875, STR: 382, VIT: 1497, SPD: 23, LUK: 1, Attack: 129039, Defense: 91275, Current HP: 875, A Avg: 1074894, D Avg: 127784, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 108429: 76354 - [395, 107244, 000] - HP: 1133, STR: 492, VIT: 1467, SPD: 27, LUK: 1, Attack: 128123, Defense: 91245, Current HP: 1133, A Avg: 1067264, D Avg: 127742, [Pangaea[164, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 108429: 76356 - [395, 107244, 000] - HP: 1292, STR: 613, VIT: 1586, SPD: 23, LUK: 1, Attack: 128305, Defense: 91364, Current HP: 1292, A Avg: 1068780, D Avg: 127909, [Pangaea[164, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 108429: 77538 - [395, 107244, 000] - HP: 323, STR: 915, VIT: 1482, SPD: 23, LUK: 1, Attack: 128555, Defense: 91260, Current HP: 323, A Avg: 1070863, D Avg: 127763, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 108429: 77543 - [395, 107244, 000] - HP: 594, STR: 701, VIT: 1482, SPD: 23, LUK: 1, Attack: 128234, Defense: 91260, Current HP: 594, A Avg: 1068189, D Avg: 127763, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 108429: 77550 - [395, 107244, 000] - HP: 566, STR: 883, VIT: 1742, SPD: 27, LUK: 1, Attack: 128507, Defense: 91520, Current HP: 566, A Avg: 1070463, D Avg: 128127, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 108429: 77553 - [395, 107244, 000] - HP: 484, STR: 751, VIT: 1525, SPD: 23, LUK: 1, Attack: 128309, Defense: 91303, Current HP: 484, A Avg: 1068813, D Avg: 127824, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 108429: 78729 - [395, 107244, 000] - HP: 712, STR: 743, VIT: 1586, SPD: 23, LUK: 1, Attack: 129116, Defense: 91364, Current HP: 712, A Avg: 1075536, D Avg: 127909, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 108429: 78730 - [395, 107244, 000] - HP: 703, STR: 753, VIT: 1586, SPD: 23, LUK: 1, Attack: 129131, Defense: 91364, Current HP: 703, A Avg: 1075661, D Avg: 127909, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 108429: 78734 - [395, 107244, 000] - HP: 703, STR: 969, VIT: 1617, SPD: 23, LUK: 1, Attack: 129455, Defense: 91395, Current HP: 703, A Avg: 1078360, D Avg: 127952, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 108429: 78739 - [395, 107244, 000] - HP: 1034, STR: 743, VIT: 1617, SPD: 23, LUK: 1, Attack: 129116, Defense: 91395, Current HP: 1034, A Avg: 1075536, D Avg: 127952, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 108429: 78749 - [395, 107244, 000] - HP: 924, STR: 793, VIT: 1660, SPD: 23, LUK: 1, Attack: 129191, Defense: 91438, Current HP: 924, A Avg: 1076161, D Avg: 128013, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 108429: 78751 - [395, 107244, 000] - HP: 969, STR: 1531, VIT: 1361, SPD: 28, LUK: 1, Attack: 130298, Defense: 91139, Current HP: 969, A Avg: 1085382, D Avg: 127594, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 108429: 81138 - [395, 107244, 000] - HP: 566, STR: 519, VIT: 1460, SPD: 27, LUK: 1, Attack: 128035, Defense: 91238, Current HP: 566, A Avg: 1066531, D Avg: 127733, [Classic[168, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 108429: 81140 - [395, 107244, 000] - HP: 779, STR: 638, VIT: 1580, SPD: 23, LUK: 1, Attack: 128214, Defense: 91358, Current HP: 779, A Avg: 1068022, D Avg: 127901, [Classic[168, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 108429: 84728 - [395, 107244, 000] - HP: 1349, STR: 319, VIT: 1328, SPD: 23, LUK: 1, Attack: 138758, Defense: 91106, Current HP: 1349, A Avg: 1155854, D Avg: 127548, [Big Bang[171, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 108429: 85924 - [395, 107244, 000] - HP: 1159, STR: 2851, VIT: 1451, SPD: 23, LUK: 1, Attack: 139140, Defense: 91229, Current HP: 1159, A Avg: 1159036, D Avg: 127720, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 108429: 87101 - [395, 107244, 000] - HP: 332, STR: 50, VIT: 1795, SPD: 23, LUK: 1, Attack: 126657, Defense: 91573, Current HP: 332, A Avg: 1055052, D Avg: 128202, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 108429: 87102 - [395, 107244, 000] - HP: 323, STR: 78, VIT: 1795, SPD: 23, LUK: 1, Attack: 126699, Defense: 91573, Current HP: 323, A Avg: 1055402, D Avg: 128202, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 108429: 87106 - [395, 107244, 000] - HP: 323, STR: 60, VIT: 1826, SPD: 23, LUK: 1, Attack: 126672, Defense: 91604, Current HP: 323, A Avg: 1055177, D Avg: 128245, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 108429: 87119 - [395, 107244, 000] - HP: 608, STR: 217, VIT: 1424, SPD: 27, LUK: 1, Attack: 126907, Defense: 91202, Current HP: 608, A Avg: 1057135, D Avg: 127682, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 108429: 87123 - [395, 107244, 000] - HP: 589, STR: 508, VIT: 1502, SPD: 28, LUK: 1, Attack: 127344, Defense: 91280, Current HP: 589, A Avg: 1060775, D Avg: 127791, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 108429: 88314 - [395, 107244, 000] - HP: 2330, STR: 170, VIT: 1192, SPD: 27, LUK: 1, Attack: 127835, Defense: 90970, Current HP: 2330, A Avg: 1064865, D Avg: 127357, [Common Key[174, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 108429: 88316 - [395, 107244, 000] - HP: 2375, STR: 319, VIT: 1328, SPD: 23, LUK: 1, Attack: 128059, Defense: 91106, Current HP: 2375, A Avg: 1066731, D Avg: 127548, [Common Key[174, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 108429: 89495 - [395, 107244, 000] - HP: 2929, STR: 785, VIT: 1222, SPD: 23, LUK: 1, Attack: 133001, Defense: 91000, Current HP: 2929, A Avg: 1107898, D Avg: 127399, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 108429: 89496 - [395, 107244, 000] - HP: 1957, STR: 785, VIT: 1222, SPD: 43, LUK: 1, Attack: 133001, Defense: 91000, Current HP: 1957, A Avg: 1107898, D Avg: 127399, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 108429: 89497 - [395, 107244, 000] - HP: 1938, STR: 785, VIT: 1232, SPD: 38, LUK: 1, Attack: 133001, Defense: 91010, Current HP: 1938, A Avg: 1107898, D Avg: 127413, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 108429: 89499 - [395, 107244, 000] - HP: 1938, STR: 921, VIT: 1232, SPD: 23, LUK: 2, Attack: 133205, Defense: 91010, Current HP: 1938, A Avg: 1109597, D Avg: 127413, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 108429: 89500 - [395, 107244, 000] - HP: 1919, STR: 1221, VIT: 1232, SPD: 23, LUK: 1, Attack: 133655, Defense: 91010, Current HP: 1919, A Avg: 1113346, D Avg: 127413, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 108429: 89501 - [395, 107244, 000] - HP: 3074, STR: 795, VIT: 1242, SPD: 23, LUK: 1, Attack: 133016, Defense: 91020, Current HP: 3074, A Avg: 1108023, D Avg: 127427, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 108429: 89502 - [395, 107244, 000] - HP: 3263, STR: 848, VIT: 1222, SPD: 23, LUK: 1, Attack: 133095, Defense: 91000, Current HP: 3263, A Avg: 1108681, D Avg: 127399, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
